,group,variable,month,NUEVAS A PARTIR DEL 5TO MES DE EMBARAZO A. < 15,NUEVAS A PARTIR DEL 5TO MES DE EMBARAZO A. < 15,NUEVAS A PARTIR DEL 5TO MES DE EMBARAZO B. 15 A 19,NUEVAS A PARTIR DEL 5TO MES DE EMBARAZO B. 15 A 19,NUEVAS A PARTIR DEL 5TO MES DE EMBARAZO C. 20 - 34,NUEVAS A PARTIR DEL 5TO MES DE EMBARAZO C. 20 - 34,NUEVAS A PARTIR DEL 5TO MES DE EMBARAZO D. 35 - 49,NUEVAS A PARTIR DEL 5TO MES DE EMBARAZO D. 35 - 49,NUEVAS A PARTIR DEL 5TO MES DE EMBARAZO E. 50 Y +,NUEVAS A PARTIR DEL 5TO MES DE EMBARAZO E. 50 Y +,TOTALES
BUENA VISTA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2016-01-01,0,0,3,1,1,0,2,0,0,0,7
CABEZAS,consultas prenatales,nuevas a partir del 5to mes de embarazo,2016-01-01,0,0,4,0,7,0,0,0,0,0,11
CAIROMA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2016-01-01,0,0,1,0,3,1,0,0,0,0,5
"CAIZA ""D""",consultas prenatales,nuevas a partir del 5to mes de embarazo,2016-01-01,0,0,0,0,1,0,1,0,0,0,2
CAJUATA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2016-01-01,0,0,2,0,2,1,0,0,0,0,5
CALACOTO,consultas prenatales,nuevas a partir del 5to mes de embarazo,2016-01-01,0,1,0,0,0,1,0,1,0,0,3
CALAMARCA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2016-01-01,0,0,1,0,2,3,0,1,0,0,7
CAMARGO,consultas prenatales,nuevas a partir del 5to mes de embarazo,2016-01-01,0,0,0,0,0,0,1,1,0,0,2
CAMIRI,consultas prenatales,nuevas a partir del 5to mes de embarazo,2016-01-01,0,0,5,0,22,3,3,1,0,0,34
CAPINOTA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2016-01-01,0,0,3,0,2,0,0,0,0,0,5
CAQUIAVIRI,consultas prenatales,nuevas a partir del 5to mes de embarazo,2016-01-01,0,0,2,0,1,0,2,0,0,0,5
CARACOLLO,consultas prenatales,nuevas a partir del 5to mes de embarazo,2016-01-01,0,0,0,0,3,0,1,0,0,0,4
CARANAVI,consultas prenatales,nuevas a partir del 5to mes de embarazo,2016-01-01,1,0,9,0,10,1,4,0,0,0,25
CARAPARI,consultas prenatales,nuevas a partir del 5to mes de embarazo,2016-01-01,0,0,3,0,6,1,1,0,0,0,11
CARIPUYO,consultas prenatales,nuevas a partir del 5to mes de embarazo,2016-01-01,0,0,0,0,2,1,0,0,0,0,3
CARMEN RIVERO TORREZ,consultas prenatales,nuevas a partir del 5to mes de embarazo,2016-01-01,0,0,3,0,1,0,0,0,0,0,4
CATACORA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2016-01-01,0,0,1,0,0,1,0,0,0,0,2
CHALLAPATA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2016-01-01,1,0,7,2,21,4,4,0,0,0,39
CHAQUI,consultas prenatales,nuevas a partir del 5to mes de embarazo,2016-01-01,0,0,0,0,2,0,0,0,0,0,2
CHARAGUA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2016-01-01,0,0,5,0,23,0,6,0,0,0,34
CHARAÑA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2016-01-01,0,0,0,0,1,0,0,0,0,0,1
CHAYANTA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2016-01-01,0,0,0,1,1,2,0,0,0,0,4
CHIMORE,consultas prenatales,nuevas a partir del 5to mes de embarazo,2016-01-01,0,0,9,0,10,0,0,0,0,0,19
CHIPAYA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2016-01-01,1,0,0,0,0,0,1,0,0,0,2
CHULUMANI (V. DE LA LIBERTAD),consultas prenatales,nuevas a partir del 5to mes de embarazo,2016-01-01,0,0,3,1,5,0,0,0,0,0,9
CHUQUIHUTA AYLLU JUCUMANI,consultas prenatales,nuevas a partir del 5to mes de embarazo,2016-01-01,0,0,0,0,2,0,0,0,0,0,2
CKOCHAS,consultas prenatales,nuevas a partir del 5to mes de embarazo,2016-01-01,0,0,1,0,1,0,5,0,0,0,7
CLIZA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2016-01-01,0,0,1,0,11,0,2,0,0,0,14
COBIJA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2016-01-01,2,0,5,0,20,0,5,0,0,0,32
COCAPATA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2016-01-01,0,0,1,2,4,4,0,1,0,0,12
COCHABAMBA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2016-01-01,2,0,111,3,667,9,210,2,7,0,1011
COLCAPIRHUA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2016-01-01,0,0,2,0,33,4,9,0,0,0,48
"COLCHA ""K""",consultas prenatales,nuevas a partir del 5to mes de embarazo,2016-01-01,0,0,1,0,6,0,0,0,0,0,7
COLLANA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2016-01-01,0,0,1,0,0,0,0,0,0,0,1
COLOMI,consultas prenatales,nuevas a partir del 5to mes de embarazo,2016-01-01,0,0,1,1,7,0,0,0,0,0,9
COLPA BELGICA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2016-01-01,0,0,0,0,1,0,0,0,0,0,1
COLQUECHACA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2016-01-01,0,0,4,2,9,1,3,1,0,0,20
COLQUENCHA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2016-01-01,0,0,0,0,2,0,1,0,0,0,3
COLQUIRI,consultas prenatales,nuevas a partir del 5to mes de embarazo,2016-01-01,0,0,2,3,6,2,0,0,0,0,13
COMANCHE,consultas prenatales,nuevas a partir del 5to mes de embarazo,2016-01-01,0,0,0,0,0,0,2,0,0,0,2
COMARAPA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2016-01-01,1,0,2,0,1,0,1,0,0,0,5
CONCEPCION,consultas prenatales,nuevas a partir del 5to mes de embarazo,2016-01-01,0,0,4,0,6,0,0,0,0,0,10
COPACABANA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2016-01-01,0,0,1,0,4,0,0,0,0,0,5
CORIPATA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2016-01-01,0,0,3,0,10,0,0,0,0,0,13
CORO CORO,consultas prenatales,nuevas a partir del 5to mes de embarazo,2016-01-01,0,0,0,0,5,0,0,0,0,0,5
COROICO,consultas prenatales,nuevas a partir del 5to mes de embarazo,2016-01-01,0,0,6,1,14,2,4,0,0,0,27
CORQUE,consultas prenatales,nuevas a partir del 5to mes de embarazo,2016-01-01,0,0,1,1,1,1,1,0,0,0,5
COTAGAITA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2016-01-01,0,0,2,0,1,1,4,2,0,0,10
COTOCA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2016-01-01,0,0,8,1,19,6,0,0,0,0,34
CUATRO CAÑADAS,consultas prenatales,nuevas a partir del 5to mes de embarazo,2016-01-01,0,0,6,0,6,0,1,0,0,0,13
CUCHUMUELA (V. G. VILLARROEL),consultas prenatales,nuevas a partir del 5to mes de embarazo,2016-01-01,0,0,0,1,1,0,0,0,0,0,2
CUEVO,consultas prenatales,nuevas a partir del 5to mes de embarazo,2016-01-01,0,0,1,0,0,0,0,0,0,0,1
CULPINA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2016-01-01,0,0,0,0,2,1,1,2,0,0,6
CURAHUARA DE CARANGAS,consultas prenatales,nuevas a partir del 5to mes de embarazo,2016-01-01,0,0,1,0,1,0,1,0,0,0,3
CURVA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2016-01-01,0,0,0,1,0,0,0,1,0,0,2
DESAGUADERO,consultas prenatales,nuevas a partir del 5to mes de embarazo,2016-01-01,0,0,0,0,2,0,0,0,0,0,2
EL ALTO,consultas prenatales,nuevas a partir del 5to mes de embarazo,2016-01-01,5,0,103,18,853,46,183,9,0,0,1217
EL CHORO,consultas prenatales,nuevas a partir del 5to mes de embarazo,2016-01-01,0,0,1,0,0,0,0,0,0,0,1
EL PUENTE(STC),consultas prenatales,nuevas a partir del 5to mes de embarazo,2016-01-01,0,0,0,0,1,0,0,0,0,0,1
EL PUENTE(TJA),consultas prenatales,nuevas a partir del 5to mes de embarazo,2016-01-01,0,0,1,0,3,0,0,0,0,0,4
EL TORNO,consultas prenatales,nuevas a partir del 5to mes de embarazo,2016-01-01,2,0,5,0,5,0,9,0,0,0,21
EL VILLAR,consultas prenatales,nuevas a partir del 5to mes de embarazo,2016-01-01,0,0,0,0,0,1,0,0,0,0,1
ENTRE RIOS TRJ,consultas prenatales,nuevas a partir del 5to mes de embarazo,2016-01-01,0,0,2,0,7,0,2,0,0,0,11
ENTRE RIOS CBBA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2016-01-01,0,0,11,1,30,0,4,0,0,0,46
EUCALIPTUS,consultas prenatales,nuevas a partir del 5to mes de embarazo,2016-01-01,0,0,0,0,2,0,0,0,0,0,2
FERNANDEZ ALONSO,consultas prenatales,nuevas a partir del 5to mes de embarazo,2016-01-01,0,0,7,1,11,0,0,0,0,0,19
GENERAL SAAVEDRA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2016-01-01,0,0,1,0,4,0,1,0,0,0,6
GRAL. J.J. PEREZ (CHARAZANI),consultas prenatales,nuevas a partir del 5to mes de embarazo,2016-01-01,0,0,0,0,2,0,1,0,0,0,3
GUANAY,consultas prenatales,nuevas a partir del 5to mes de embarazo,2016-01-01,0,0,2,0,5,0,0,0,0,0,7
GUAQUI,consultas prenatales,nuevas a partir del 5to mes de embarazo,2016-01-01,0,0,1,0,2,1,0,0,0,0,4
GUAYARAMERIN,consultas prenatales,nuevas a partir del 5to mes de embarazo,2016-01-01,0,0,13,0,56,0,7,0,0,0,76
GUTIERREZ,consultas prenatales,nuevas a partir del 5to mes de embarazo,2016-01-01,0,0,9,0,10,0,1,0,0,0,20
HUACARETA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2016-01-01,0,0,1,0,0,0,1,0,0,0,2
HUACHACALLA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2016-01-01,0,0,1,0,0,0,0,0,0,0,1
HUANUNI,consultas prenatales,nuevas a partir del 5to mes de embarazo,2016-01-01,0,0,1,0,8,0,1,0,0,0,10
HUARACAJE,consultas prenatales,nuevas a partir del 5to mes de embarazo,2016-01-01,0,0,0,0,1,0,0,0,0,0,1
HUARINA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2016-01-01,0,0,0,0,4,0,1,0,0,0,5
HUATAJATA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2016-01-01,0,0,0,0,1,0,1,0,0,0,2
HUAYLLAMARCA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2016-01-01,0,0,0,0,2,1,0,0,0,0,3
HUMANATA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2016-01-01,0,0,1,0,1,0,1,0,0,0,3
INCAHUASI,consultas prenatales,nuevas a partir del 5to mes de embarazo,2016-01-01,0,0,0,0,0,0,0,1,0,1,2
INQUISIVI,consultas prenatales,nuevas a partir del 5to mes de embarazo,2016-01-01,0,0,2,1,3,0,0,2,0,0,8
IRUPANA (VILLA DE LANZA),consultas prenatales,nuevas a partir del 5to mes de embarazo,2016-01-01,0,0,1,0,2,0,1,0,0,0,4
IXIAMAS,consultas prenatales,nuevas a partir del 5to mes de embarazo,2016-01-01,0,0,1,0,1,0,1,0,0,0,3
JESUS DE MACHACA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2016-01-01,0,0,1,0,1,0,1,0,0,0,3
LA ASUNTA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2016-01-01,0,0,5,1,12,1,1,0,0,0,20
LA GUARDIA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2016-01-01,0,0,9,0,25,0,2,0,0,0,36
LA PAZ,consultas prenatales,nuevas a partir del 5to mes de embarazo,2016-01-01,7,0,70,0,409,0,113,0,0,0,599
LAGUNILLAS,consultas prenatales,nuevas a partir del 5to mes de embarazo,2016-01-01,0,0,0,1,0,1,0,0,0,0,2
LAJA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2016-01-01,0,0,3,1,6,0,0,0,0,0,10
LICOMA PAMPA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2016-01-01,1,0,0,0,0,0,0,0,0,0,1
LLALLAGUA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2016-01-01,0,0,3,1,15,1,3,0,0,0,23
LLICA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2016-01-01,0,0,1,0,0,0,0,0,0,0,1
LORETO,consultas prenatales,nuevas a partir del 5to mes de embarazo,2016-01-01,0,0,1,0,4,1,0,0,0,0,6
LURIBAY,consultas prenatales,nuevas a partir del 5to mes de embarazo,2016-01-01,0,0,1,0,3,1,0,0,0,0,5
MACHACAMARCA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2016-01-01,0,0,2,0,0,0,1,0,0,0,3
MACHARETI,consultas prenatales,nuevas a partir del 5to mes de embarazo,2016-01-01,0,0,0,0,2,0,0,0,0,0,2
MAGDALENA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2016-01-01,0,0,7,0,5,0,0,0,0,0,12
MAIRANA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2016-01-01,0,0,2,0,4,0,3,0,0,0,9
MALLA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2016-01-01,0,0,0,0,1,1,0,0,0,0,2
MAPIRI,consultas prenatales,nuevas a partir del 5to mes de embarazo,2016-01-01,0,0,1,0,4,0,0,0,0,0,5
MECAPACA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2016-01-01,0,0,3,0,0,0,1,0,0,0,4
MINEROS,consultas prenatales,nuevas a partir del 5to mes de embarazo,2016-01-01,0,0,1,0,2,1,0,0,0,0,4
MIZQUE,consultas prenatales,nuevas a partir del 5to mes de embarazo,2016-01-01,0,0,4,0,15,0,4,0,0,0,23
MOCOMOCO,consultas prenatales,nuevas a partir del 5to mes de embarazo,2016-01-01,0,0,2,0,4,0,0,0,0,0,6
MOJOCOYA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2016-01-01,0,0,0,0,0,1,0,0,0,0,1
MONTEAGUDO,consultas prenatales,nuevas a partir del 5to mes de embarazo,2016-01-01,0,0,1,1,3,0,2,0,0,0,7
MONTERO,consultas prenatales,nuevas a partir del 5to mes de embarazo,2016-01-01,1,1,9,1,34,9,4,0,0,0,59
MOROCHATA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2016-01-01,0,0,1,1,2,0,2,1,0,0,7
NUEVO MANOA (NUEVA ESPERANZA),consultas prenatales,nuevas a partir del 5to mes de embarazo,2016-01-01,0,0,0,0,2,1,0,0,0,0,3
OCURI,consultas prenatales,nuevas a partir del 5to mes de embarazo,2016-01-01,0,0,1,0,4,0,0,1,0,0,6
OKINAWA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2016-01-01,0,0,1,0,0,0,0,0,0,0,1
OMEREQUE,consultas prenatales,nuevas a partir del 5to mes de embarazo,2016-01-01,0,0,0,0,0,0,1,2,0,0,3
ORURO,consultas prenatales,nuevas a partir del 5to mes de embarazo,2016-01-01,0,0,30,1,169,4,54,1,13,0,272
PADCAYA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2016-01-01,0,0,0,0,3,0,0,0,0,0,3
PAILON,consultas prenatales,nuevas a partir del 5to mes de embarazo,2016-01-01,0,1,2,0,11,1,5,0,0,0,20
PALCA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2016-01-01,0,0,2,0,5,2,2,0,0,0,11
PALOS BLANCOS,consultas prenatales,nuevas a partir del 5to mes de embarazo,2016-01-01,0,0,1,0,6,0,0,0,0,0,7
PAMPA AULLAGAS,consultas prenatales,nuevas a partir del 5to mes de embarazo,2016-01-01,0,0,0,0,3,0,0,1,0,0,4
PAMPA GRANDE,consultas prenatales,nuevas a partir del 5to mes de embarazo,2016-01-01,0,0,1,0,0,0,0,0,0,0,1
PAPEL PAMPA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2016-01-01,0,0,1,0,1,1,0,0,0,0,3
PATACAMAYA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2016-01-01,0,0,2,0,7,1,0,0,0,0,10
PAZÑA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2016-01-01,0,0,0,0,0,0,1,0,0,0,1
PELECHUCO,consultas prenatales,nuevas a partir del 5to mes de embarazo,2016-01-01,0,0,1,0,4,0,0,0,0,0,5
POCOATA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2016-01-01,0,0,0,0,4,2,1,0,0,0,7
POCONA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2016-01-01,0,0,1,0,3,0,0,0,0,0,4
POJO (CBBA),consultas prenatales,nuevas a partir del 5to mes de embarazo,2016-01-01,0,0,2,0,7,0,2,0,0,0,11
POOPO,consultas prenatales,nuevas a partir del 5to mes de embarazo,2016-01-01,0,0,0,0,3,0,0,0,0,0,3
PORCO,consultas prenatales,nuevas a partir del 5to mes de embarazo,2016-01-01,0,0,2,0,6,0,0,0,0,0,8
POROMA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2016-01-01,1,0,1,1,2,1,0,0,0,0,6
PORONGO,consultas prenatales,nuevas a partir del 5to mes de embarazo,2016-01-01,0,0,5,2,0,1,1,0,0,0,9
PORTACHUELO,consultas prenatales,nuevas a partir del 5to mes de embarazo,2016-01-01,0,0,0,0,1,0,0,0,0,0,1
PORVENIR,consultas prenatales,nuevas a partir del 5to mes de embarazo,2016-01-01,0,0,0,0,2,0,0,0,0,0,2
POTOSI,consultas prenatales,nuevas a partir del 5to mes de embarazo,2016-01-01,3,0,30,1,386,1,298,1,1,0,721
PRESTO,consultas prenatales,nuevas a partir del 5to mes de embarazo,2016-01-01,0,0,0,0,0,0,0,1,0,0,1
PUCARANI,consultas prenatales,nuevas a partir del 5to mes de embarazo,2016-01-01,1,0,8,1,7,0,4,0,0,0,21
PUERTO ACOSTA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2016-01-01,0,0,1,0,0,0,0,0,0,0,1
PUERTO CARABUCO,consultas prenatales,nuevas a partir del 5to mes de embarazo,2016-01-01,0,0,0,1,2,0,0,0,0,0,3
PUERTO GONZALO MORENO,consultas prenatales,nuevas a partir del 5to mes de embarazo,2016-01-01,1,0,1,0,0,1,0,0,0,0,3
PUERTO PEREZ,consultas prenatales,nuevas a partir del 5to mes de embarazo,2016-01-01,0,0,0,0,3,1,0,0,0,0,4
PUERTO QUIJARRO,consultas prenatales,nuevas a partir del 5to mes de embarazo,2016-01-01,3,0,5,0,13,0,4,0,0,0,25
PUERTO RICO,consultas prenatales,nuevas a partir del 5to mes de embarazo,2016-01-01,0,0,3,0,2,0,0,0,0,0,5
PUERTO SUAREZ,consultas prenatales,nuevas a partir del 5to mes de embarazo,2016-01-01,0,0,3,0,8,0,1,0,0,0,12
PUERTO VILLARROEL,consultas prenatales,nuevas a partir del 5to mes de embarazo,2016-01-01,0,0,17,0,27,1,7,0,0,0,52
PUNA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2016-01-01,0,0,1,0,6,0,1,0,0,0,8
PUNATA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2016-01-01,0,0,2,0,10,0,1,0,0,0,13
QUILLACOLLO,consultas prenatales,nuevas a partir del 5to mes de embarazo,2016-01-01,0,1,20,1,90,1,29,1,0,0,143
QUIME,consultas prenatales,nuevas a partir del 5to mes de embarazo,2016-01-01,0,0,0,0,2,0,0,0,0,0,2
QUIRUSILLAS,consultas prenatales,nuevas a partir del 5to mes de embarazo,2016-01-01,0,0,1,0,0,0,0,0,0,0,1
RAVELO,consultas prenatales,nuevas a partir del 5to mes de embarazo,2016-01-01,0,0,2,0,1,2,0,0,0,0,5
REYES,consultas prenatales,nuevas a partir del 5to mes de embarazo,2016-01-01,1,0,5,1,4,1,1,0,0,0,13
RIBERALTA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2016-01-01,3,0,32,0,66,4,13,0,0,0,118
ROBORE,consultas prenatales,nuevas a partir del 5to mes de embarazo,2016-01-01,0,0,0,0,2,0,1,0,0,0,3
RURRENABAQUE,consultas prenatales,nuevas a partir del 5to mes de embarazo,2016-01-01,0,0,4,0,13,0,2,0,0,0,19
SACABA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2016-01-01,2,0,18,0,74,1,22,1,0,0,118
SACABAMBA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2016-01-01,0,0,0,0,1,2,2,0,0,0,5
SACACA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2016-01-01,0,0,3,0,2,4,3,0,0,0,12
SALINAS DE GARCI MENDOZA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2016-01-01,0,0,1,0,3,0,1,1,0,0,6
SAN ANDRES,consultas prenatales,nuevas a partir del 5to mes de embarazo,2016-01-01,0,0,3,0,3,0,0,0,0,0,6
SAN ANDRES DE MACHACA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2016-01-01,0,0,1,0,0,0,0,0,0,0,1
SAN ANTONIO DE LOMERIO,consultas prenatales,nuevas a partir del 5to mes de embarazo,2016-01-01,0,0,1,0,2,0,0,1,0,0,4
SAN BORJA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2016-01-01,2,0,9,1,10,0,16,0,0,0,38
SAN BUENA VENTURA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2016-01-01,0,0,0,0,3,0,0,0,0,0,3
SAN CARLOS,consultas prenatales,nuevas a partir del 5to mes de embarazo,2016-01-01,0,0,7,0,0,0,0,0,0,0,7
SAN IGNACIO,consultas prenatales,nuevas a partir del 5to mes de embarazo,2016-01-01,0,0,11,0,18,0,2,0,0,0,31
SAN IGNACIO DE VELASCO,consultas prenatales,nuevas a partir del 5to mes de embarazo,2016-01-01,0,0,8,2,15,0,3,0,0,0,28
SAN JAVIER(BNI),consultas prenatales,nuevas a partir del 5to mes de embarazo,2016-01-01,0,0,0,0,1,0,0,0,0,0,1
SAN JAVIER(STC),consultas prenatales,nuevas a partir del 5to mes de embarazo,2016-01-01,1,0,2,0,7,0,1,0,0,0,11
SAN JOAQUIN,consultas prenatales,nuevas a partir del 5to mes de embarazo,2016-01-01,0,0,2,0,2,0,0,0,0,0,4
SAN JOSE DE CHIQUITOS,consultas prenatales,nuevas a partir del 5to mes de embarazo,2016-01-01,0,0,5,0,17,0,2,0,0,0,24
SAN JUAN DE YAPACANI,consultas prenatales,nuevas a partir del 5to mes de embarazo,2016-01-01,0,0,2,0,3,0,0,0,0,0,5
SAN JULIAN,consultas prenatales,nuevas a partir del 5to mes de embarazo,2016-01-01,1,0,1,3,9,1,1,0,0,0,16
SAN LORENZO(PND),consultas prenatales,nuevas a partir del 5to mes de embarazo,2016-01-01,0,0,5,2,5,0,0,0,0,0,12
SAN LORENZO(TJA),consultas prenatales,nuevas a partir del 5to mes de embarazo,2016-01-01,0,0,3,0,3,0,2,0,0,0,8
