,group,variable,month,MUJERES CON 4TA CONSULTA PRENATAL A. < 15,MUJERES CON 4TA CONSULTA PRENATAL A. < 15,MUJERES CON 4TA CONSULTA PRENATAL B. 15 A 19,MUJERES CON 4TA CONSULTA PRENATAL B. 15 A 19,MUJERES CON 4TA CONSULTA PRENATAL C. 20 - 34,MUJERES CON 4TA CONSULTA PRENATAL C. 20 - 34,MUJERES CON 4TA CONSULTA PRENATAL D. 35 - 49,MUJERES CON 4TA CONSULTA PRENATAL D. 35 - 49,MUJERES CON 4TA CONSULTA PRENATAL E. 50 Y +,MUJERES CON 4TA CONSULTA PRENATAL E. 50 Y +,TOTALES
BOLIVAR,consultas prenatales,mujeres con 4ta consulta prenatal,2016-01-01,0,0,1,0,4,0,1,0,0,0,6
BOLPEBRA,consultas prenatales,mujeres con 4ta consulta prenatal,2016-01-01,0,0,1,1,0,0,0,0,0,0,2
BOYUIBE,consultas prenatales,mujeres con 4ta consulta prenatal,2016-01-01,0,0,0,0,0,2,0,0,0,0,2
BUENA VISTA,consultas prenatales,mujeres con 4ta consulta prenatal,2016-01-01,0,0,6,0,10,0,4,0,0,0,20
CABEZAS,consultas prenatales,mujeres con 4ta consulta prenatal,2016-01-01,1,0,7,0,21,4,5,0,0,0,38
CAIROMA,consultas prenatales,mujeres con 4ta consulta prenatal,2016-01-01,0,0,2,0,12,0,1,1,0,0,16
"CAIZA ""D""",consultas prenatales,mujeres con 4ta consulta prenatal,2016-01-01,0,0,4,1,6,3,1,0,0,0,15
CAJUATA,consultas prenatales,mujeres con 4ta consulta prenatal,2016-01-01,0,0,4,0,4,0,2,0,0,0,10
CALACOTO,consultas prenatales,mujeres con 4ta consulta prenatal,2016-01-01,0,0,0,0,1,0,0,0,0,0,1
CALAMARCA,consultas prenatales,mujeres con 4ta consulta prenatal,2016-01-01,0,0,1,0,11,1,3,0,0,0,16
CAMARGO,consultas prenatales,mujeres con 4ta consulta prenatal,2016-01-01,0,0,5,1,16,1,1,1,0,0,25
CAMATAQUI (C. VILLA ABECIA),consultas prenatales,mujeres con 4ta consulta prenatal,2016-01-01,0,0,0,0,3,0,0,0,0,0,3
CAMIRI,consultas prenatales,mujeres con 4ta consulta prenatal,2016-01-01,2,0,9,0,42,5,5,0,0,0,63
CAPINOTA,consultas prenatales,mujeres con 4ta consulta prenatal,2016-01-01,0,0,7,0,20,0,4,0,0,0,31
CAQUIAVIRI,consultas prenatales,mujeres con 4ta consulta prenatal,2016-01-01,0,0,1,0,8,0,0,0,0,0,9
CARACOLLO,consultas prenatales,mujeres con 4ta consulta prenatal,2016-01-01,0,0,3,1,7,0,3,0,0,0,14
CARANAVI,consultas prenatales,mujeres con 4ta consulta prenatal,2016-01-01,0,0,13,0,40,0,9,0,0,0,62
CARAPARI,consultas prenatales,mujeres con 4ta consulta prenatal,2016-01-01,0,0,5,0,13,2,3,0,0,0,23
CARIPUYO,consultas prenatales,mujeres con 4ta consulta prenatal,2016-01-01,0,0,3,2,2,4,2,0,0,0,13
CARMEN RIVERO TORREZ,consultas prenatales,mujeres con 4ta consulta prenatal,2016-01-01,0,0,1,0,4,0,1,0,0,0,6
CATACORA,consultas prenatales,mujeres con 4ta consulta prenatal,2016-01-01,0,0,0,0,1,0,0,0,0,0,1
CHACARILLA,consultas prenatales,mujeres con 4ta consulta prenatal,2016-01-01,0,0,1,0,0,0,0,0,0,0,1
CHALLAPATA,consultas prenatales,mujeres con 4ta consulta prenatal,2016-01-01,0,0,8,1,44,6,3,2,0,0,64
CHAQUI,consultas prenatales,mujeres con 4ta consulta prenatal,2016-01-01,0,0,4,2,4,0,0,0,0,0,10
CHARAGUA,consultas prenatales,mujeres con 4ta consulta prenatal,2016-01-01,1,0,6,0,24,0,4,0,0,0,35
CHARAÑA,consultas prenatales,mujeres con 4ta consulta prenatal,2016-01-01,0,0,0,0,1,0,0,0,0,0,1
CHAYANTA,consultas prenatales,mujeres con 4ta consulta prenatal,2016-01-01,0,0,0,0,1,1,3,2,0,0,7
CHIMORE,consultas prenatales,mujeres con 4ta consulta prenatal,2016-01-01,1,0,12,0,25,2,2,0,0,0,42
CHIPAYA,consultas prenatales,mujeres con 4ta consulta prenatal,2016-01-01,0,0,0,0,1,0,0,0,0,0,1
CHUA COCANI,consultas prenatales,mujeres con 4ta consulta prenatal,2016-01-01,0,0,6,0,8,0,1,0,0,0,15
CHULUMANI (V. DE LA LIBERTAD),consultas prenatales,mujeres con 4ta consulta prenatal,2016-01-01,0,0,5,0,15,0,2,0,0,0,22
CHUMA,consultas prenatales,mujeres con 4ta consulta prenatal,2016-01-01,0,0,2,2,3,0,0,1,0,0,8
CHUQUIHUTA AYLLU JUCUMANI,consultas prenatales,mujeres con 4ta consulta prenatal,2016-01-01,0,1,2,0,5,0,1,0,0,0,9
CKOCHAS,consultas prenatales,mujeres con 4ta consulta prenatal,2016-01-01,0,0,0,1,5,3,2,3,0,0,14
CLIZA,consultas prenatales,mujeres con 4ta consulta prenatal,2016-01-01,0,0,5,0,9,0,1,0,0,0,15
COBIJA,consultas prenatales,mujeres con 4ta consulta prenatal,2016-01-01,5,0,38,0,111,2,26,1,0,0,183
COCAPATA,consultas prenatales,mujeres con 4ta consulta prenatal,2016-01-01,0,0,0,2,6,5,3,5,0,0,21
COCHABAMBA,consultas prenatales,mujeres con 4ta consulta prenatal,2016-01-01,1,0,104,17,750,1,187,0,0,0,1060
COLCAPIRHUA,consultas prenatales,mujeres con 4ta consulta prenatal,2016-01-01,0,1,5,1,49,1,16,0,0,0,73
"COLCHA ""K""",consultas prenatales,mujeres con 4ta consulta prenatal,2016-01-01,0,0,2,0,10,0,2,0,0,0,14
COLOMI,consultas prenatales,mujeres con 4ta consulta prenatal,2016-01-01,0,0,11,0,22,0,1,0,0,0,34
COLPA BELGICA,consultas prenatales,mujeres con 4ta consulta prenatal,2016-01-01,0,0,3,0,4,0,0,0,0,0,7
COLQUECHACA,consultas prenatales,mujeres con 4ta consulta prenatal,2016-01-01,0,0,3,0,15,4,7,4,1,0,34
COLQUENCHA,consultas prenatales,mujeres con 4ta consulta prenatal,2016-01-01,0,0,3,0,7,0,3,0,0,0,13
COLQUIRI,consultas prenatales,mujeres con 4ta consulta prenatal,2016-01-01,0,0,7,2,10,6,1,1,0,0,27
COMANCHE,consultas prenatales,mujeres con 4ta consulta prenatal,2016-01-01,0,0,0,1,0,0,0,0,0,0,1
COMARAPA,consultas prenatales,mujeres con 4ta consulta prenatal,2016-01-01,2,0,9,0,14,0,6,0,0,0,31
COMBAYA,consultas prenatales,mujeres con 4ta consulta prenatal,2016-01-01,0,0,0,0,2,1,0,0,0,0,3
CONCEPCION,consultas prenatales,mujeres con 4ta consulta prenatal,2016-01-01,0,1,6,0,7,0,6,0,0,0,20
COPACABANA,consultas prenatales,mujeres con 4ta consulta prenatal,2016-01-01,0,0,3,0,6,0,0,0,0,0,9
CORIPATA,consultas prenatales,mujeres con 4ta consulta prenatal,2016-01-01,1,0,14,0,11,0,2,0,0,0,28
CORO CORO,consultas prenatales,mujeres con 4ta consulta prenatal,2016-01-01,1,0,2,0,4,1,3,0,0,0,11
COROICO,consultas prenatales,mujeres con 4ta consulta prenatal,2016-01-01,0,0,3,0,12,3,2,0,0,0,20
CORQUE,consultas prenatales,mujeres con 4ta consulta prenatal,2016-01-01,0,0,1,2,2,0,0,0,0,0,5
COTAGAITA,consultas prenatales,mujeres con 4ta consulta prenatal,2016-01-01,0,0,8,1,12,5,4,0,0,0,30
COTOCA,consultas prenatales,mujeres con 4ta consulta prenatal,2016-01-01,0,0,23,0,75,0,12,0,0,0,110
CUATRO CAÑADAS,consultas prenatales,mujeres con 4ta consulta prenatal,2016-01-01,0,0,9,0,17,0,1,0,0,0,27
CUEVO,consultas prenatales,mujeres con 4ta consulta prenatal,2016-01-01,0,0,2,1,4,0,0,1,0,0,8
CULPINA,consultas prenatales,mujeres con 4ta consulta prenatal,2016-01-01,1,0,1,0,13,0,1,0,0,0,16
CURAHUARA DE CARANGAS,consultas prenatales,mujeres con 4ta consulta prenatal,2016-01-01,0,0,0,0,5,1,0,0,0,0,6
DESAGUADERO,consultas prenatales,mujeres con 4ta consulta prenatal,2016-01-01,0,0,1,0,6,0,1,0,0,0,8
EL ALTO,consultas prenatales,mujeres con 4ta consulta prenatal,2016-01-01,0,1,160,21,871,143,178,19,2,0,1395
EL CHORO,consultas prenatales,mujeres con 4ta consulta prenatal,2016-01-01,0,0,0,0,0,0,0,1,0,0,1
EL PUENTE(STC),consultas prenatales,mujeres con 4ta consulta prenatal,2016-01-01,1,0,3,0,11,0,3,0,0,0,18
EL PUENTE(TJA),consultas prenatales,mujeres con 4ta consulta prenatal,2016-01-01,0,0,6,0,7,1,2,1,0,0,17
EL TORNO,consultas prenatales,mujeres con 4ta consulta prenatal,2016-01-01,20,0,25,0,44,0,16,0,0,0,105
EL VILLAR,consultas prenatales,mujeres con 4ta consulta prenatal,2016-01-01,0,0,1,0,1,0,0,0,0,0,2
ENTRE RIOS TRJ,consultas prenatales,mujeres con 4ta consulta prenatal,2016-01-01,0,0,4,1,8,1,3,1,0,0,18
ENTRE RIOS CBBA,consultas prenatales,mujeres con 4ta consulta prenatal,2016-01-01,0,0,11,0,30,1,5,0,0,0,47
ESCOMA,consultas prenatales,mujeres con 4ta consulta prenatal,2016-01-01,0,0,0,0,4,0,1,0,0,0,5
EUCALIPTUS,consultas prenatales,mujeres con 4ta consulta prenatal,2016-01-01,0,0,2,0,5,0,3,0,0,0,10
EUREKA (SANTOS MERCADO),consultas prenatales,mujeres con 4ta consulta prenatal,2016-01-01,0,0,2,0,0,1,0,0,0,0,3
EXALTACION,consultas prenatales,mujeres con 4ta consulta prenatal,2016-01-01,0,0,0,0,1,0,0,0,0,0,1
FERNANDEZ ALONSO,consultas prenatales,mujeres con 4ta consulta prenatal,2016-01-01,0,0,5,0,8,0,0,0,0,0,13
FILADELFIA,consultas prenatales,mujeres con 4ta consulta prenatal,2016-01-01,0,0,2,1,8,1,0,0,0,0,12
GENERAL SAAVEDRA,consultas prenatales,mujeres con 4ta consulta prenatal,2016-01-01,0,0,4,5,13,2,3,0,0,0,27
GRAL. J.J. PEREZ (CHARAZANI),consultas prenatales,mujeres con 4ta consulta prenatal,2016-01-01,0,0,0,0,4,0,1,0,0,0,5
GUANAY,consultas prenatales,mujeres con 4ta consulta prenatal,2016-01-01,0,0,5,1,11,2,7,0,0,0,26
GUAQUI,consultas prenatales,mujeres con 4ta consulta prenatal,2016-01-01,0,0,0,0,1,0,1,0,0,0,2
GUAYARAMERIN,consultas prenatales,mujeres con 4ta consulta prenatal,2016-01-01,0,0,25,0,64,0,7,0,0,0,96
GUTIERREZ,consultas prenatales,mujeres con 4ta consulta prenatal,2016-01-01,1,0,3,0,6,2,0,0,0,0,12
HUACARETA,consultas prenatales,mujeres con 4ta consulta prenatal,2016-01-01,0,0,1,0,2,2,0,0,0,0,5
HUACAYA (VILLA DE HUACAYA),consultas prenatales,mujeres con 4ta consulta prenatal,2016-01-01,0,0,0,0,2,1,0,0,0,0,3
HUANUNI,consultas prenatales,mujeres con 4ta consulta prenatal,2016-01-01,0,0,2,0,21,0,4,0,0,0,27
HUARACAJE,consultas prenatales,mujeres con 4ta consulta prenatal,2016-01-01,0,0,2,0,6,0,0,0,0,0,8
HUARINA,consultas prenatales,mujeres con 4ta consulta prenatal,2016-01-01,0,0,1,0,3,0,0,0,0,0,4
HUAYLLAMARCA,consultas prenatales,mujeres con 4ta consulta prenatal,2016-01-01,0,0,2,0,1,0,0,0,0,0,3
HUMANATA,consultas prenatales,mujeres con 4ta consulta prenatal,2016-01-01,0,0,0,0,0,0,0,1,0,0,1
ICHOCA,consultas prenatales,mujeres con 4ta consulta prenatal,2016-01-01,0,0,2,0,0,0,0,0,0,0,2
ICLA,consultas prenatales,mujeres con 4ta consulta prenatal,2016-01-01,0,0,4,0,4,0,0,1,0,0,9
INCAHUASI,consultas prenatales,mujeres con 4ta consulta prenatal,2016-01-01,0,0,2,1,6,0,1,0,0,0,10
INGAVI (HUMAITA),consultas prenatales,mujeres con 4ta consulta prenatal,2016-01-01,0,0,0,0,2,0,0,0,0,0,2
INQUISIVI,consultas prenatales,mujeres con 4ta consulta prenatal,2016-01-01,0,0,0,0,1,1,0,0,0,0,2
IRUPANA (VILLA DE LANZA),consultas prenatales,mujeres con 4ta consulta prenatal,2016-01-01,0,0,2,0,12,0,1,0,0,0,15
IXIAMAS,consultas prenatales,mujeres con 4ta consulta prenatal,2016-01-01,0,0,2,0,6,0,3,0,0,0,11
JESUS DE MACHACA,consultas prenatales,mujeres con 4ta consulta prenatal,2016-01-01,0,0,3,0,4,0,0,0,0,0,7
LA ASUNTA,consultas prenatales,mujeres con 4ta consulta prenatal,2016-01-01,0,0,14,0,55,1,8,0,0,0,78
LA GUARDIA,consultas prenatales,mujeres con 4ta consulta prenatal,2016-01-01,0,0,22,0,75,0,12,0,0,0,109
LA PAZ,consultas prenatales,mujeres con 4ta consulta prenatal,2016-01-01,1,0,99,0,685,0,163,0,0,0,948
LAGUNILLAS,consultas prenatales,mujeres con 4ta consulta prenatal,2016-01-01,2,0,2,0,4,0,2,0,0,0,10
LAJA,consultas prenatales,mujeres con 4ta consulta prenatal,2016-01-01,0,0,2,0,13,1,1,0,0,0,17
LAS CARRERAS,consultas prenatales,mujeres con 4ta consulta prenatal,2016-01-01,0,0,1,0,3,0,1,1,0,0,6
LICOMA PAMPA,consultas prenatales,mujeres con 4ta consulta prenatal,2016-01-01,0,0,0,0,1,0,0,0,0,0,1
LLALLAGUA,consultas prenatales,mujeres con 4ta consulta prenatal,2016-01-01,1,0,7,0,63,1,11,0,0,0,83
LLICA,consultas prenatales,mujeres con 4ta consulta prenatal,2016-01-01,0,0,0,0,3,0,1,0,0,0,4
LORETO,consultas prenatales,mujeres con 4ta consulta prenatal,2016-01-01,0,0,4,0,2,1,0,0,0,0,7
LURIBAY,consultas prenatales,mujeres con 4ta consulta prenatal,2016-01-01,0,0,0,0,3,0,0,0,0,0,3
MACHACAMARCA,consultas prenatales,mujeres con 4ta consulta prenatal,2016-01-01,0,0,0,0,4,0,2,0,0,0,6
MACHARETI,consultas prenatales,mujeres con 4ta consulta prenatal,2016-01-01,0,0,4,0,3,1,1,0,0,0,9
MAGDALENA,consultas prenatales,mujeres con 4ta consulta prenatal,2016-01-01,0,0,4,0,11,0,0,0,0,0,15
MAIRANA,consultas prenatales,mujeres con 4ta consulta prenatal,2016-01-01,0,0,2,0,8,0,0,0,0,0,10
MALLA,consultas prenatales,mujeres con 4ta consulta prenatal,2016-01-01,0,0,0,0,0,1,0,0,0,0,1
MAPIRI,consultas prenatales,mujeres con 4ta consulta prenatal,2016-01-01,0,0,7,0,14,0,0,0,0,0,21
MECAPACA,consultas prenatales,mujeres con 4ta consulta prenatal,2016-01-01,1,0,0,0,4,0,0,0,0,0,5
MINEROS,consultas prenatales,mujeres con 4ta consulta prenatal,2016-01-01,0,0,3,0,5,0,2,0,0,0,10
MIZQUE,consultas prenatales,mujeres con 4ta consulta prenatal,2016-01-01,0,0,6,0,18,1,2,0,0,0,27
MOCOMOCO,consultas prenatales,mujeres con 4ta consulta prenatal,2016-01-01,1,0,2,0,7,0,3,0,0,0,13
MOJOCOYA,consultas prenatales,mujeres con 4ta consulta prenatal,2016-01-01,1,0,2,0,4,0,2,0,0,0,9
MONTEAGUDO,consultas prenatales,mujeres con 4ta consulta prenatal,2016-01-01,0,0,17,0,27,0,7,1,0,0,52
MONTERO,consultas prenatales,mujeres con 4ta consulta prenatal,2016-01-01,0,0,44,1,155,1,23,1,0,0,225
MORO MORO,consultas prenatales,mujeres con 4ta consulta prenatal,2016-01-01,0,0,0,0,2,0,0,0,0,0,2
MOROCHATA,consultas prenatales,mujeres con 4ta consulta prenatal,2016-01-01,0,0,4,1,6,1,2,3,0,0,17
NACEBE (SANTA ROSA DEL ABUNA),consultas prenatales,mujeres con 4ta consulta prenatal,2016-01-01,0,0,0,0,3,0,0,0,0,0,3
NUEVO MANOA (NUEVA ESPERANZA),consultas prenatales,mujeres con 4ta consulta prenatal,2016-01-01,0,0,1,0,1,0,0,0,0,0,2
OCURI,consultas prenatales,mujeres con 4ta consulta prenatal,2016-01-01,0,0,1,0,3,3,2,1,0,0,10
OKINAWA,consultas prenatales,mujeres con 4ta consulta prenatal,2016-01-01,0,0,5,0,7,0,2,0,0,0,14
OMEREQUE,consultas prenatales,mujeres con 4ta consulta prenatal,2016-01-01,0,0,1,0,2,1,1,2,0,0,7
ORURO,consultas prenatales,mujeres con 4ta consulta prenatal,2016-01-01,4,0,91,0,410,5,82,3,58,0,653
PADCAYA,consultas prenatales,mujeres con 4ta consulta prenatal,2016-01-01,0,0,3,0,12,1,7,0,0,0,23
PADILLA,consultas prenatales,mujeres con 4ta consulta prenatal,2016-01-01,0,0,6,0,9,0,0,0,0,0,15
PAILON,consultas prenatales,mujeres con 4ta consulta prenatal,2016-01-01,2,0,15,3,45,3,1,0,0,0,69
PALCA,consultas prenatales,mujeres con 4ta consulta prenatal,2016-01-01,0,0,3,0,19,1,2,0,0,0,25
PALOS BLANCOS,consultas prenatales,mujeres con 4ta consulta prenatal,2016-01-01,1,0,8,1,25,1,1,0,0,0,37
PAMPA AULLAGAS,consultas prenatales,mujeres con 4ta consulta prenatal,2016-01-01,0,0,1,0,1,1,0,0,0,0,3
PAMPA GRANDE,consultas prenatales,mujeres con 4ta consulta prenatal,2016-01-01,0,0,0,0,4,0,0,0,0,0,4
PAPEL PAMPA,consultas prenatales,mujeres con 4ta consulta prenatal,2016-01-01,0,0,0,0,3,1,1,0,0,0,5
PASORAPA,consultas prenatales,mujeres con 4ta consulta prenatal,2016-01-01,0,0,0,0,2,1,0,0,0,0,3
PATACAMAYA,consultas prenatales,mujeres con 4ta consulta prenatal,2016-01-01,0,0,6,0,14,1,1,0,0,0,22
PAZÑA,consultas prenatales,mujeres con 4ta consulta prenatal,2016-01-01,0,0,2,0,3,1,0,0,0,0,6
PELECHUCO,consultas prenatales,mujeres con 4ta consulta prenatal,2016-01-01,0,0,2,0,5,0,0,0,0,0,7
POCOATA,consultas prenatales,mujeres con 4ta consulta prenatal,2016-01-01,0,0,1,2,5,8,0,1,0,0,17
POCONA,consultas prenatales,mujeres con 4ta consulta prenatal,2016-01-01,0,0,2,0,9,0,3,0,0,0,14
POJO (CBBA),consultas prenatales,mujeres con 4ta consulta prenatal,2016-01-01,0,0,3,1,7,1,2,0,0,0,14
POOPO,consultas prenatales,mujeres con 4ta consulta prenatal,2016-01-01,0,0,1,0,5,0,2,0,0,0,8
PORCO,consultas prenatales,mujeres con 4ta consulta prenatal,2016-01-01,0,0,5,0,19,0,4,1,0,0,29
POROMA,consultas prenatales,mujeres con 4ta consulta prenatal,2016-01-01,1,0,2,2,7,1,5,1,0,0,19
PORONGO,consultas prenatales,mujeres con 4ta consulta prenatal,2016-01-01,0,0,3,3,8,1,0,1,0,0,16
PORTACHUELO,consultas prenatales,mujeres con 4ta consulta prenatal,2016-01-01,3,0,8,0,24,0,5,0,0,0,40
PORVENIR,consultas prenatales,mujeres con 4ta consulta prenatal,2016-01-01,1,0,3,0,6,0,1,0,0,0,11
POSTRER VALLE,consultas prenatales,mujeres con 4ta consulta prenatal,2016-01-01,0,0,1,0,0,0,0,0,0,0,1
POTOSI,consultas prenatales,mujeres con 4ta consulta prenatal,2016-01-01,3,1,69,5,239,10,69,1,0,0,397
PRESTO,consultas prenatales,mujeres con 4ta consulta prenatal,2016-01-01,0,0,1,1,3,0,0,1,0,0,6
PUCARANI,consultas prenatales,mujeres con 4ta consulta prenatal,2016-01-01,0,0,9,0,33,1,5,0,0,0,48
PUERTO ACOSTA,consultas prenatales,mujeres con 4ta consulta prenatal,2016-01-01,0,0,0,1,3,0,1,0,0,0,5
PUERTO CARABUCO,consultas prenatales,mujeres con 4ta consulta prenatal,2016-01-01,0,0,3,1,4,2,2,0,0,0,12
PUERTO GONZALO MORENO,consultas prenatales,mujeres con 4ta consulta prenatal,2016-01-01,0,0,3,0,6,0,0,0,0,0,9
PUERTO PEREZ,consultas prenatales,mujeres con 4ta consulta prenatal,2016-01-01,0,0,3,1,1,2,0,1,0,0,8
PUERTO QUIJARRO,consultas prenatales,mujeres con 4ta consulta prenatal,2016-01-01,0,0,8,0,21,0,6,0,0,0,35
PUERTO RICO,consultas prenatales,mujeres con 4ta consulta prenatal,2016-01-01,0,0,4,0,5,2,3,0,0,0,14
PUERTO SILES,consultas prenatales,mujeres con 4ta consulta prenatal,2016-01-01,1,0,0,0,0,0,0,0,0,0,1
PUERTO SUAREZ,consultas prenatales,mujeres con 4ta consulta prenatal,2016-01-01,1,0,4,0,25,0,4,0,0,0,34
PUERTO VILLARROEL,consultas prenatales,mujeres con 4ta consulta prenatal,2016-01-01,2,0,19,0,59,0,9,0,0,0,89
PUNA,consultas prenatales,mujeres con 4ta consulta prenatal,2016-01-01,0,0,5,0,10,2,8,0,0,0,25
PUNATA,consultas prenatales,mujeres con 4ta consulta prenatal,2016-01-01,0,0,6,1,12,1,2,0,0,0,22
QUIABAYA,consultas prenatales,mujeres con 4ta consulta prenatal,2016-01-01,0,0,0,0,2,0,0,0,0,0,2
QUILLACOLLO,consultas prenatales,mujeres con 4ta consulta prenatal,2016-01-01,0,0,18,4,110,19,36,1,0,0,188
QUIME,consultas prenatales,mujeres con 4ta consulta prenatal,2016-01-01,0,0,1,0,3,0,0,0,0,0,4
RAVELO,consultas prenatales,mujeres con 4ta consulta prenatal,2016-01-01,0,1,4,1,4,4,2,0,0,0,16
REYES,consultas prenatales,mujeres con 4ta consulta prenatal,2016-01-01,0,0,2,2,8,2,3,0,0,0,17
RIBERALTA,consultas prenatales,mujeres con 4ta consulta prenatal,2016-01-01,5,0,67,1,141,3,22,0,0,0,239
ROBORE,consultas prenatales,mujeres con 4ta consulta prenatal,2016-01-01,0,0,1,0,4,0,0,0,0,0,5
RURRENABAQUE,consultas prenatales,mujeres con 4ta consulta prenatal,2016-01-01,0,0,6,0,22,0,9,0,0,0,37
SABAYA,consultas prenatales,mujeres con 4ta consulta prenatal,2016-01-01,0,0,0,0,2,0,0,0,0,0,2
SACABA,consultas prenatales,mujeres con 4ta consulta prenatal,2016-01-01,0,0,36,2,172,5,96,0,0,0,311
SACABAMBA,consultas prenatales,mujeres con 4ta consulta prenatal,2016-01-01,0,0,0,0,2,0,2,0,0,0,4
SACACA,consultas prenatales,mujeres con 4ta consulta prenatal,2016-01-01,0,0,3,1,17,2,4,0,0,0,27
SAIPINA,consultas prenatales,mujeres con 4ta consulta prenatal,2016-01-01,0,0,4,0,5,0,0,0,0,0,9
SALINAS DE GARCI MENDOZA,consultas prenatales,mujeres con 4ta consulta prenatal,2016-01-01,0,0,3,2,8,2,3,0,0,0,18
SAMAIPATA,consultas prenatales,mujeres con 4ta consulta prenatal,2016-01-01,0,0,6,0,7,0,1,0,0,0,14
SAN AGUSTIN,consultas prenatales,mujeres con 4ta consulta prenatal,2016-01-01,0,0,0,0,3,0,0,0,0,0,3
SAN ANDRES,consultas prenatales,mujeres con 4ta consulta prenatal,2016-01-01,0,1,3,0,5,0,2,0,0,0,11
SAN ANDRES DE MACHACA,consultas prenatales,mujeres con 4ta consulta prenatal,2016-01-01,0,0,2,0,0,2,0,1,0,0,5
