,group,variable,month,REPETIDAS A. < 15,REPETIDAS A. < 15,REPETIDAS B. 15 A 19,REPETIDAS B. 15 A 19,REPETIDAS C. 20 - 34,REPETIDAS C. 20 - 34,REPETIDAS D. 35 - 49,REPETIDAS D. 35 - 49,REPETIDAS E. 50 Y +,REPETIDAS E. 50 Y +,TOTALES
CALAMARCA,consultas prenatales,repetidas,2016-01-01,0,0,9,0,52,8,12,1,0,0,82
CAMARGO,consultas prenatales,repetidas,2016-01-01,1,0,22,4,80,3,12,2,1,0,125
CAMATAQUI (C. VILLA ABECIA),consultas prenatales,repetidas,2016-01-01,0,0,4,0,5,2,1,0,0,0,12
CAMIRI,consultas prenatales,repetidas,2016-01-01,2,0,44,0,210,26,30,1,0,0,313
CAPINOTA,consultas prenatales,repetidas,2016-01-01,2,0,31,0,133,0,22,1,0,0,189
CAQUIAVIRI,consultas prenatales,repetidas,2016-01-01,0,0,13,0,12,0,5,1,0,0,31
CARACOLLO,consultas prenatales,repetidas,2016-01-01,0,0,44,2,90,0,15,0,0,0,151
CARANAVI,consultas prenatales,repetidas,2016-01-01,0,0,78,0,230,5,42,0,0,0,355
CARAPARI,consultas prenatales,repetidas,2016-01-01,0,0,23,0,83,4,11,2,0,0,123
CARIPUYO,consultas prenatales,repetidas,2016-01-01,0,0,6,3,10,4,9,2,0,0,34
CARMEN RIVERO TORREZ,consultas prenatales,repetidas,2016-01-01,0,0,9,0,29,0,5,0,0,0,43
CATACORA,consultas prenatales,repetidas,2016-01-01,0,0,0,0,1,0,0,0,0,0,1
CHACARILLA,consultas prenatales,repetidas,2016-01-01,0,0,4,0,3,0,1,2,0,0,10
CHALLAPATA,consultas prenatales,repetidas,2016-01-01,4,0,50,3,161,12,27,2,0,0,259
CHAQUI,consultas prenatales,repetidas,2016-01-01,0,0,8,3,25,2,3,0,0,0,41
CHARAGUA,consultas prenatales,repetidas,2016-01-01,2,0,26,0,123,4,18,0,0,0,173
CHARAÑA,consultas prenatales,repetidas,2016-01-01,0,0,0,0,2,2,0,0,0,0,4
CHAYANTA,consultas prenatales,repetidas,2016-01-01,0,0,2,7,23,4,10,4,0,0,50
CHIMORE,consultas prenatales,repetidas,2016-01-01,1,0,64,6,151,2,15,0,0,0,239
CHIPAYA,consultas prenatales,repetidas,2016-01-01,0,0,3,0,9,0,1,0,0,0,13
CHOQUE COTA,consultas prenatales,repetidas,2016-01-01,0,0,2,0,2,0,1,0,0,0,5
CHUA COCANI,consultas prenatales,repetidas,2016-01-01,0,0,13,0,20,0,4,0,0,0,37
CHULUMANI (V. DE LA LIBERTAD),consultas prenatales,repetidas,2016-01-01,1,0,36,0,111,0,10,0,0,0,158
CHUMA,consultas prenatales,repetidas,2016-01-01,0,0,3,2,12,5,2,2,0,0,26
CHUQUIHUTA AYLLU JUCUMANI,consultas prenatales,repetidas,2016-01-01,0,0,7,3,27,1,3,0,0,0,41
CKOCHAS,consultas prenatales,repetidas,2016-01-01,1,1,4,2,22,13,8,8,0,0,59
CLIZA,consultas prenatales,repetidas,2016-01-01,2,0,45,0,36,0,11,0,0,0,94
COBIJA,consultas prenatales,repetidas,2016-01-01,20,0,133,0,516,3,98,1,0,0,771
COCAPATA,consultas prenatales,repetidas,2016-01-01,0,0,10,12,24,31,3,11,0,0,91
COCHABAMBA,consultas prenatales,repetidas,2016-01-01,6,0,667,43,4652,11,1153,2,0,0,6534
COIPASA,consultas prenatales,repetidas,2016-01-01,0,0,0,0,0,0,1,0,0,0,1
COLCAPIRHUA,consultas prenatales,repetidas,2016-01-01,0,1,26,5,406,1,105,0,0,0,544
"COLCHA ""K""",consultas prenatales,repetidas,2016-01-01,1,0,15,2,42,3,5,0,0,0,68
COLLANA,consultas prenatales,repetidas,2016-01-01,0,0,0,0,9,0,3,0,0,0,12
COLOMI,consultas prenatales,repetidas,2016-01-01,0,0,30,0,98,0,10,0,0,0,138
COLPA BELGICA,consultas prenatales,repetidas,2016-01-01,2,0,14,0,26,0,3,0,0,0,45
COLQUECHACA,consultas prenatales,repetidas,2016-01-01,0,0,16,1,77,15,22,14,1,0,146
COLQUENCHA,consultas prenatales,repetidas,2016-01-01,1,0,15,0,51,0,10,0,0,0,77
COLQUIRI,consultas prenatales,repetidas,2016-01-01,0,0,13,4,31,8,1,5,0,0,62
COMANCHE,consultas prenatales,repetidas,2016-01-01,0,0,3,2,4,0,1,0,0,0,10
COMARAPA,consultas prenatales,repetidas,2016-01-01,2,0,43,1,117,0,23,0,0,0,186
COMBAYA,consultas prenatales,repetidas,2016-01-01,1,0,0,1,3,1,1,0,0,0,7
CONCEPCION,consultas prenatales,repetidas,2016-01-01,0,1,37,0,73,1,12,0,0,0,124
COPACABANA,consultas prenatales,repetidas,2016-01-01,0,0,13,0,32,2,4,0,0,0,51
CORIPATA,consultas prenatales,repetidas,2016-01-01,1,0,41,0,82,0,11,0,0,0,135
CORO CORO,consultas prenatales,repetidas,2016-01-01,1,0,7,0,14,1,9,0,0,0,32
COROICO,consultas prenatales,repetidas,2016-01-01,0,0,16,1,85,6,8,0,0,0,116
CORQUE,consultas prenatales,repetidas,2016-01-01,0,0,2,5,6,2,1,2,0,0,18
COTAGAITA,consultas prenatales,repetidas,2016-01-01,1,0,27,0,59,13,25,7,0,0,132
COTOCA,consultas prenatales,repetidas,2016-01-01,4,0,135,0,314,0,56,0,0,0,509
CUATRO CAÑADAS,consultas prenatales,repetidas,2016-01-01,2,0,32,0,123,2,20,0,0,0,179
CUCHUMUELA (V. G. VILLARROEL),consultas prenatales,repetidas,2016-01-01,0,0,0,0,2,1,0,0,0,0,3
CUEVO,consultas prenatales,repetidas,2016-01-01,0,0,4,0,17,2,0,0,0,0,23
CULPINA,consultas prenatales,repetidas,2016-01-01,1,0,22,4,39,4,8,3,0,0,81
CURAHUARA DE CARANGAS,consultas prenatales,repetidas,2016-01-01,0,0,5,0,22,1,1,1,0,0,30
CURVA,consultas prenatales,repetidas,2016-01-01,0,0,1,1,2,1,1,1,0,0,7
DESAGUADERO,consultas prenatales,repetidas,2016-01-01,0,0,5,0,35,0,2,0,0,0,42
EL ALTO,consultas prenatales,repetidas,2016-01-01,19,2,904,134,4635,661,1007,112,4,0,7478
EL CHORO,consultas prenatales,repetidas,2016-01-01,0,0,2,1,5,5,1,2,0,0,16
EL PUENTE(STC),consultas prenatales,repetidas,2016-01-01,1,0,11,0,41,0,11,0,0,0,64
EL PUENTE(TJA),consultas prenatales,repetidas,2016-01-01,0,0,15,2,32,2,11,2,0,0,64
EL TORNO,consultas prenatales,repetidas,2016-01-01,37,0,81,0,270,0,59,0,0,0,447
EL VILLAR,consultas prenatales,repetidas,2016-01-01,0,0,3,1,5,2,2,0,0,0,13
ENTRE RIOS TRJ,consultas prenatales,repetidas,2016-01-01,1,0,38,1,82,6,19,3,0,0,150
ENTRE RIOS CBBA,consultas prenatales,repetidas,2016-01-01,3,0,69,1,220,2,35,0,0,0,330
ESCOMA,consultas prenatales,repetidas,2016-01-01,0,0,5,0,11,0,0,0,0,0,16
EUCALIPTUS,consultas prenatales,repetidas,2016-01-01,0,0,6,0,15,0,5,0,0,0,26
EUREKA (SANTOS MERCADO),consultas prenatales,repetidas,2016-01-01,1,0,2,0,1,4,0,0,0,0,8
EXALTACION,consultas prenatales,repetidas,2016-01-01,0,0,1,1,7,1,0,0,0,0,10
FERNANDEZ ALONSO,consultas prenatales,repetidas,2016-01-01,1,0,12,0,39,2,8,0,0,0,62
FILADELFIA,consultas prenatales,repetidas,2016-01-01,1,0,9,2,19,3,1,0,0,0,35
GENERAL SAAVEDRA,consultas prenatales,repetidas,2016-01-01,0,0,21,5,40,3,3,0,0,0,72
GRAL. J.J. PEREZ (CHARAZANI),consultas prenatales,repetidas,2016-01-01,0,0,3,1,19,1,2,0,0,0,26
GUANAY,consultas prenatales,repetidas,2016-01-01,0,0,22,1,58,5,16,1,0,0,103
GUAQUI,consultas prenatales,repetidas,2016-01-01,0,0,4,1,22,0,4,0,0,0,31
GUAYARAMERIN,consultas prenatales,repetidas,2016-01-01,5,0,112,0,287,0,29,0,0,0,433
GUTIERREZ,consultas prenatales,repetidas,2016-01-01,1,0,11,3,52,9,6,0,0,0,82
HUACARETA,consultas prenatales,repetidas,2016-01-01,2,0,6,1,23,5,7,0,0,0,44
HUACAYA (VILLA DE HUACAYA),consultas prenatales,repetidas,2016-01-01,0,0,1,2,6,4,0,0,0,0,13
HUANUNI,consultas prenatales,repetidas,2016-01-01,2,0,23,1,170,0,32,0,1,0,229
HUARACAJE,consultas prenatales,repetidas,2016-01-01,0,0,6,0,18,0,2,0,0,0,26
HUARINA,consultas prenatales,repetidas,2016-01-01,0,0,4,0,17,1,0,0,0,0,22
HUATAJATA,consultas prenatales,repetidas,2016-01-01,0,0,3,0,9,0,0,1,0,0,13
HUAYLLAMARCA,consultas prenatales,repetidas,2016-01-01,0,0,4,0,6,1,0,0,0,0,11
HUMANATA,consultas prenatales,repetidas,2016-01-01,0,0,0,1,0,0,0,2,0,0,3
ICHOCA,consultas prenatales,repetidas,2016-01-01,0,0,5,0,0,1,2,1,0,0,9
ICLA,consultas prenatales,repetidas,2016-01-01,0,0,5,1,17,3,5,6,0,0,37
INCAHUASI,consultas prenatales,repetidas,2016-01-01,0,0,4,2,18,13,5,4,0,0,46
INGAVI (HUMAITA),consultas prenatales,repetidas,2016-01-01,0,0,0,0,3,0,0,0,0,0,3
INQUISIVI,consultas prenatales,repetidas,2016-01-01,1,0,10,0,23,6,3,3,0,0,46
IRUPANA (VILLA DE LANZA),consultas prenatales,repetidas,2016-01-01,1,0,23,0,52,1,12,1,0,0,90
IXIAMAS,consultas prenatales,repetidas,2016-01-01,1,0,14,2,47,2,10,0,0,0,76
JESUS DE MACHACA,consultas prenatales,repetidas,2016-01-01,0,0,8,0,27,3,5,1,0,0,44
LA ASUNTA,consultas prenatales,repetidas,2016-01-01,1,0,75,3,238,6,36,1,0,0,360
LA GUARDIA,consultas prenatales,repetidas,2016-01-01,2,0,438,0,328,0,52,0,1,0,821
LA PAZ,consultas prenatales,repetidas,2016-01-01,12,0,602,0,4087,0,895,0,1,0,5597
LAGUNILLAS,consultas prenatales,repetidas,2016-01-01,0,0,6,2,14,2,1,0,0,0,25
LAJA,consultas prenatales,repetidas,2016-01-01,1,0,25,2,63,2,12,0,0,0,105
LAS CARRERAS,consultas prenatales,repetidas,2016-01-01,1,0,6,1,11,1,1,1,0,0,22
LICOMA PAMPA,consultas prenatales,repetidas,2016-01-01,0,0,2,0,7,0,1,0,0,0,10
LLALLAGUA,consultas prenatales,repetidas,2016-01-01,1,0,52,2,239,3,34,0,0,0,331
LLICA,consultas prenatales,repetidas,2016-01-01,0,0,2,0,12,0,0,0,0,0,14
LORETO,consultas prenatales,repetidas,2016-01-01,0,0,1,0,4,1,2,0,0,0,8
LURIBAY,consultas prenatales,repetidas,2016-01-01,1,0,5,2,13,0,3,1,0,0,25
MACHACAMARCA,consultas prenatales,repetidas,2016-01-01,0,0,3,0,14,0,3,0,0,0,20
MACHARETI,consultas prenatales,repetidas,2016-01-01,0,0,14,0,21,1,6,0,0,0,42
MAGDALENA,consultas prenatales,repetidas,2016-01-01,2,0,22,0,66,0,10,1,0,0,101
MAIRANA,consultas prenatales,repetidas,2016-01-01,1,0,16,9,45,0,7,0,0,0,78
MALLA,consultas prenatales,repetidas,2016-01-01,0,0,1,1,0,1,0,1,0,0,4
MAPIRI,consultas prenatales,repetidas,2016-01-01,1,0,28,2,58,0,14,0,0,0,103
MECAPACA,consultas prenatales,repetidas,2016-01-01,1,0,5,1,34,2,3,0,0,0,46
MINEROS,consultas prenatales,repetidas,2016-01-01,4,0,13,2,44,1,7,0,0,0,71
MIZQUE,consultas prenatales,repetidas,2016-01-01,1,0,51,1,99,1,18,2,0,0,173
MOCOMOCO,consultas prenatales,repetidas,2016-01-01,1,0,14,0,22,0,12,0,0,0,49
MOJINETE,consultas prenatales,repetidas,2016-01-01,0,0,2,0,1,0,1,0,0,0,4
MOJOCOYA,consultas prenatales,repetidas,2016-01-01,1,0,9,0,20,1,6,0,0,0,37
MONTEAGUDO,consultas prenatales,repetidas,2016-01-01,0,1,34,5,150,7,47,4,0,0,248
MONTERO,consultas prenatales,repetidas,2016-01-01,7,0,228,4,643,8,88,3,1,0,982
MORO MORO,consultas prenatales,repetidas,2016-01-01,0,0,4,0,7,1,0,0,0,0,12
MOROCHATA,consultas prenatales,repetidas,2016-01-01,1,0,10,4,28,6,5,4,0,0,58
NACEBE (SANTA ROSA DEL ABUNA),consultas prenatales,repetidas,2016-01-01,0,0,3,0,9,0,1,0,0,0,13
NUEVO MANOA (NUEVA ESPERANZA),consultas prenatales,repetidas,2016-01-01,0,0,1,0,6,0,0,0,0,0,7
OCURI,consultas prenatales,repetidas,2016-01-01,0,0,3,3,23,9,9,7,0,0,54
OKINAWA,consultas prenatales,repetidas,2016-01-01,5,0,27,0,70,0,10,0,0,0,112
OMEREQUE,consultas prenatales,repetidas,2016-01-01,0,0,7,0,29,1,6,3,0,0,46
ORURO,consultas prenatales,repetidas,2016-01-01,6,0,394,7,1926,23,401,6,197,0,2960
PADCAYA,consultas prenatales,repetidas,2016-01-01,0,0,16,2,76,5,13,1,0,0,113
PADILLA,consultas prenatales,repetidas,2016-01-01,0,1,15,1,35,8,14,3,0,0,77
PAILON,consultas prenatales,repetidas,2016-01-01,4,0,61,0,133,6,26,4,0,0,234
PALCA,consultas prenatales,repetidas,2016-01-01,1,0,25,1,78,4,8,0,0,0,117
PALOS BLANCOS,consultas prenatales,repetidas,2016-01-01,2,0,43,1,112,0,15,1,0,0,174
PAMPA AULLAGAS,consultas prenatales,repetidas,2016-01-01,0,0,3,0,8,2,0,0,0,0,13
PAMPA GRANDE,consultas prenatales,repetidas,2016-01-01,0,0,17,0,54,0,1,0,0,0,72
PAPEL PAMPA,consultas prenatales,repetidas,2016-01-01,0,0,8,0,10,6,3,1,0,0,28
PASORAPA,consultas prenatales,repetidas,2016-01-01,0,0,0,0,4,2,0,0,0,0,6
PATACAMAYA,consultas prenatales,repetidas,2016-01-01,0,0,37,0,88,3,18,0,0,0,146
PAZÑA,consultas prenatales,repetidas,2016-01-01,0,0,4,1,13,2,1,0,0,0,21
PELECHUCO,consultas prenatales,repetidas,2016-01-01,1,0,3,0,19,0,1,0,0,0,24
POCOATA,consultas prenatales,repetidas,2016-01-01,0,0,9,10,26,20,5,7,0,0,77
POCONA,consultas prenatales,repetidas,2016-01-01,2,0,13,0,24,0,10,0,0,0,49
POJO (CBBA),consultas prenatales,repetidas,2016-01-01,0,0,15,2,39,1,15,0,0,0,72
POOPO,consultas prenatales,repetidas,2016-01-01,0,0,4,0,18,0,4,1,0,0,27
PORCO,consultas prenatales,repetidas,2016-01-01,0,0,13,0,51,0,7,1,0,0,72
POROMA,consultas prenatales,repetidas,2016-01-01,2,0,4,3,18,1,17,4,0,1,50
PORONGO,consultas prenatales,repetidas,2016-01-01,1,0,10,2,17,1,4,1,0,0,36
PORTACHUELO,consultas prenatales,repetidas,2016-01-01,7,0,74,0,190,0,29,0,0,0,300
PORVENIR,consultas prenatales,repetidas,2016-01-01,1,0,12,0,22,0,4,0,0,0,39
POSTRER VALLE,consultas prenatales,repetidas,2016-01-01,0,0,2,0,2,1,2,0,0,0,7
POTOSI,consultas prenatales,repetidas,2016-01-01,10,2,259,5,1175,27,356,4,0,0,1838
PRESTO,consultas prenatales,repetidas,2016-01-01,0,0,6,2,16,7,7,3,0,0,41
PUCARA,consultas prenatales,repetidas,2016-01-01,0,0,1,0,3,0,0,0,0,0,4
PUCARANI,consultas prenatales,repetidas,2016-01-01,0,0,29,3,99,7,16,1,0,0,155
PUERTO ACOSTA,consultas prenatales,repetidas,2016-01-01,0,0,5,3,17,6,4,4,0,0,39
PUERTO CARABUCO,consultas prenatales,repetidas,2016-01-01,0,0,10,1,14,3,5,0,0,0,33
PUERTO GONZALO MORENO,consultas prenatales,repetidas,2016-01-01,0,0,10,0,20,1,3,0,0,0,34
PUERTO PEREZ,consultas prenatales,repetidas,2016-01-01,0,0,9,2,12,4,2,2,0,0,31
PUERTO QUIJARRO,consultas prenatales,repetidas,2016-01-01,1,0,7,0,46,0,9,0,0,0,63
PUERTO RICO,consultas prenatales,repetidas,2016-01-01,1,0,23,0,33,12,11,0,0,0,80
PUERTO SUAREZ,consultas prenatales,repetidas,2016-01-01,3,0,25,0,106,0,13,0,0,0,147
PUERTO VILLARROEL,consultas prenatales,repetidas,2016-01-01,6,0,136,0,349,0,52,0,0,0,543
PUNA,consultas prenatales,repetidas,2016-01-01,0,0,27,4,55,7,23,7,0,0,123
PUNATA,consultas prenatales,repetidas,2016-01-01,21,1,42,2,155,3,15,1,0,0,240
QUIABAYA,consultas prenatales,repetidas,2016-01-01,0,0,4,0,10,0,2,0,0,0,16
QUILLACOLLO,consultas prenatales,repetidas,2016-01-01,3,2,189,8,668,51,131,7,0,0,1059
QUIME,consultas prenatales,repetidas,2016-01-01,0,0,4,0,29,0,0,0,0,0,33
QUIRUSILLAS,consultas prenatales,repetidas,2016-01-01,0,0,2,0,2,0,1,0,0,0,5
RAVELO,consultas prenatales,repetidas,2016-01-01,0,2,15,3,16,7,11,5,0,0,59
REYES,consultas prenatales,repetidas,2016-01-01,3,0,24,2,49,2,9,0,0,0,89
RIBERALTA,consultas prenatales,repetidas,2016-01-01,18,0,303,0,584,6,78,1,0,0,990
ROBORE,consultas prenatales,repetidas,2016-01-01,0,0,3,12,24,0,4,0,0,0,43
RURRENABAQUE,consultas prenatales,repetidas,2016-01-01,0,0,35,0,104,0,37,0,0,0,176
SABAYA,consultas prenatales,repetidas,2016-01-01,0,0,0,0,9,0,2,0,0,0,11
SACABA,consultas prenatales,repetidas,2016-01-01,3,0,209,4,709,15,239,1,0,0,1180
SACABAMBA,consultas prenatales,repetidas,2016-01-01,1,0,3,0,7,0,0,0,0,0,11
SACACA,consultas prenatales,repetidas,2016-01-01,2,0,12,2,59,9,21,7,0,0,112
SAIPINA,consultas prenatales,repetidas,2016-01-01,0,0,2,0,29,0,8,0,0,0,39
SALINAS DE GARCI MENDOZA,consultas prenatales,repetidas,2016-01-01,0,0,13,6,35,10,8,0,0,0,72
SAMAIPATA,consultas prenatales,repetidas,2016-01-01,0,0,23,0,35,0,10,0,0,0,68
SAN AGUSTIN,consultas prenatales,repetidas,2016-01-01,0,0,1,0,8,0,1,0,0,0,10
SAN ANDRES,consultas prenatales,repetidas,2016-01-01,0,1,8,0,16,0,4,0,0,0,29
SAN ANDRES DE MACHACA,consultas prenatales,repetidas,2016-01-01,0,0,3,2,7,3,1,5,0,0,21
SAN ANTONIO DE ESMORUCO,consultas prenatales,repetidas,2016-01-01,0,0,1,0,3,0,3,1,0,0,8
SAN ANTONIO DE LOMERIO,consultas prenatales,repetidas,2016-01-01,0,0,2,1,20,6,3,0,0,0,32
SAN BENITO,consultas prenatales,repetidas,2016-01-01,0,0,9,0,59,1,4,0,0,0,73
SAN BORJA,consultas prenatales,repetidas,2016-01-01,6,0,89,1,169,3,22,0,2,0,292
SAN BUENA VENTURA,consultas prenatales,repetidas,2016-01-01,0,0,14,1,26,0,10,0,0,0,51
SAN CARLOS,consultas prenatales,repetidas,2016-01-01,4,0,35,0,106,0,15,0,0,0,160
SAN IGNACIO,consultas prenatales,repetidas,2016-01-01,2,0,43,0,102,0,20,0,0,0,167
SAN IGNACIO DE VELASCO,consultas prenatales,repetidas,2016-01-01,9,1,129,3,243,1,37,2,0,0,425
SAN JAVIER(BNI),consultas prenatales,repetidas,2016-01-01,0,0,3,0,6,0,0,0,0,0,9
SAN JAVIER(STC),consultas prenatales,repetidas,2016-01-01,1,0,18,0,78,0,12,0,0,0,109
SAN JOAQUIN,consultas prenatales,repetidas,2016-01-01,3,0,12,1,20,0,0,0,0,0,36
SAN JOSE DE CHIQUITOS,consultas prenatales,repetidas,2016-01-01,4,0,40,0,116,0,10,0,0,0,170
SAN JUAN DE YAPACANI,consultas prenatales,repetidas,2016-01-01,5,0,11,0,28,3,7,0,0,0,54
SAN JULIAN,consultas prenatales,repetidas,2016-01-01,3,0,88,0,203,6,26,0,0,0,326
SAN LORENZO(PND),consultas prenatales,repetidas,2016-01-01,2,0,10,1,7,0,3,0,0,0,23
SAN LORENZO(TJA),consultas prenatales,repetidas,2016-01-01,1,0,37,0,93,2,13,1,0,0,147
SAN LUCAS,consultas prenatales,repetidas,2016-01-01,2,0,37,2,88,19,29,11,0,0,188
SAN MATIAS,consultas prenatales,repetidas,2016-01-01,3,0,27,0,63,0,10,0,0,0,103
SAN MIGUEL DE VELASCO,consultas prenatales,repetidas,2016-01-01,1,0,24,0,65,0,8,0,0,0,98
SAN PABLO DE LIPEZ,consultas prenatales,repetidas,2016-01-01,1,0,1,0,7,0,0,0,0,0,9
SAN PEDRO,consultas prenatales,repetidas,2016-01-01,1,0,27,0,64,0,8,0,0,0,100
SAN PEDRO DE BUENA VISTA,consultas prenatales,repetidas,2016-01-01,1,0,18,1,73,9,24,8,0,0,134
SAN PEDRO DE CURAHUARA,consultas prenatales,repetidas,2016-01-01,0,0,7,0,13,1,3,0,0,0,24
SAN PEDRO DE QUEMES,consultas prenatales,repetidas,2016-01-01,1,0,0,0,6,0,1,0,0,0,8
SAN PEDRO DE TIQUINA,consultas prenatales,repetidas,2016-01-01,0,0,0,0,10,3,5,1,0,0,19
SAN PEDRO(PND),consultas prenatales,repetidas,2016-01-01,0,1,0,1,2,2,0,0,0,0,6
SAN RAFAEL,consultas prenatales,repetidas,2016-01-01,0,0,11,1,32,0,4,0,0,0,48
SAN RAMON BENI,consultas prenatales,repetidas,2016-01-01,2,0,7,24,0,5,0,0,0,0,38
SAN RAMON SCZ,consultas prenatales,repetidas,2016-01-01,0,0,23,0,48,0,9,0,0,0,80
SANTA ANA,consultas prenatales,repetidas,2016-01-01,1,0,44,0,91,0,17,0,0,0,153
SANTA CRUZ DE LA SIERRA,consultas prenatales,repetidas,2016-01-01,65,1,2099,6,7848,37,1169,3,1,0,11229
SANTA ROSA,consultas prenatales,repetidas,2016-01-01,0,0,12,0,26,0,9,2,0,0,49
SANTA ROSA DEL SARA,consultas prenatales,repetidas,2016-01-01,0,0,26,0,64,0,5,0,0,0,95
SANTIAGO DE CALLAPA,consultas prenatales,repetidas,2016-01-01,0,0,3,1,16,0,3,0,0,0,23
SANTIAGO DE HUARI,consultas prenatales,repetidas,2016-01-01,0,0,4,0,22,1,2,1,0,0,30
SANTIAGO DE HUATA,consultas prenatales,repetidas,2016-01-01,0,0,5,0,14,0,0,0,0,0,19
SANTIAGO DE MACHACA,consultas prenatales,repetidas,2016-01-01,0,0,3,0,16,2,3,0,0,0,24
SANTIVAÑES,consultas prenatales,repetidas,2016-01-01,0,0,4,0,31,0,7,0,0,0,42
SANTUARIO DE QUILLACAS,consultas prenatales,repetidas,2016-01-01,0,0,4,0,16,0,2,0,0,0,22
SAPAHAQUI,consultas prenatales,repetidas,2016-01-01,0,0,9,1,30,2,4,0,0,0,46
SENA,consultas prenatales,repetidas,2016-01-01,1,0,6,0,17,0,7,0,0,0,31
SHINAOTA,consultas prenatales,repetidas,2016-01-01,3,0,73,3,191,5,31,0,0,0,306
SICA SICA (VILLA AROMA),consultas prenatales,repetidas,2016-01-01,0,0,15,6,58,2,20,1,0,0,102
