municipality,group,variable,month,Nº de actividades de educación en Salud Oral,TOTAL
CHULUMANI (V. DE LA LIBERTAD),atencion odontologica no de actividades,no de actividades de educacion en salud oral,2011-01-01,7,7
CHUMA,atencion odontologica no de actividades,no de actividades de educacion en salud oral,2011-01-01,6,6
CKOCHAS,atencion odontologica no de actividades,no de actividades de educacion en salud oral,2011-01-01,3,3
COBIJA,atencion odontologica no de actividades,no de actividades de educacion en salud oral,2011-01-01,18,18
COCAPATA,atencion odontologica no de actividades,no de actividades de educacion en salud oral,2011-01-01,4,4
COCHABAMBA,atencion odontologica no de actividades,no de actividades de educacion en salud oral,2011-01-01,2109,2109
COLCAPIRHUA,atencion odontologica no de actividades,no de actividades de educacion en salud oral,2011-01-01,164,164
COLLANA,atencion odontologica no de actividades,no de actividades de educacion en salud oral,2011-01-01,70,70
COLOMI,atencion odontologica no de actividades,no de actividades de educacion en salud oral,2011-01-01,8,8
COLPA BELGICA,atencion odontologica no de actividades,no de actividades de educacion en salud oral,2011-01-01,1,1
COLQUECHACA,atencion odontologica no de actividades,no de actividades de educacion en salud oral,2011-01-01,15,15
COMANCHE,atencion odontologica no de actividades,no de actividades de educacion en salud oral,2011-01-01,10,10
COMARAPA,atencion odontologica no de actividades,no de actividades de educacion en salud oral,2011-01-01,6,6
COMBAYA,atencion odontologica no de actividades,no de actividades de educacion en salud oral,2011-01-01,15,15
CONCEPCION,atencion odontologica no de actividades,no de actividades de educacion en salud oral,2011-01-01,63,63
COPACABANA,atencion odontologica no de actividades,no de actividades de educacion en salud oral,2011-01-01,5,5
CORQUE,atencion odontologica no de actividades,no de actividades de educacion en salud oral,2011-01-01,3,3
COTAGAITA,atencion odontologica no de actividades,no de actividades de educacion en salud oral,2011-01-01,29,29
CUATRO CAÑADAS,atencion odontologica no de actividades,no de actividades de educacion en salud oral,2011-01-01,17,17
CUEVO,atencion odontologica no de actividades,no de actividades de educacion en salud oral,2011-01-01,2,2
DESAGUADERO,atencion odontologica no de actividades,no de actividades de educacion en salud oral,2011-01-01,4,4
EL ALTO,atencion odontologica no de actividades,no de actividades de educacion en salud oral,2011-01-01,53,53
EL CHORO,atencion odontologica no de actividades,no de actividades de educacion en salud oral,2011-01-01,3,3
EL PUENTE(STC),atencion odontologica no de actividades,no de actividades de educacion en salud oral,2011-01-01,12,12
EL PUENTE(TJA),atencion odontologica no de actividades,no de actividades de educacion en salud oral,2011-01-01,1,1
EL TORNO,atencion odontologica no de actividades,no de actividades de educacion en salud oral,2011-01-01,1,1
EL VILLAR,atencion odontologica no de actividades,no de actividades de educacion en salud oral,2011-01-01,3,3
ENTRE RIOS TRJ,atencion odontologica no de actividades,no de actividades de educacion en salud oral,2011-01-01,9,9
EUCALIPTUS,atencion odontologica no de actividades,no de actividades de educacion en salud oral,2011-01-01,7,7
FERNANDEZ ALONSO,atencion odontologica no de actividades,no de actividades de educacion en salud oral,2011-01-01,1,1
GENERAL SAAVEDRA,atencion odontologica no de actividades,no de actividades de educacion en salud oral,2011-01-01,133,133
GRAL. J.J. PEREZ (CHARAZANI),atencion odontologica no de actividades,no de actividades de educacion en salud oral,2011-01-01,9,9
GUANAY,atencion odontologica no de actividades,no de actividades de educacion en salud oral,2011-01-01,3,3
GUAQUI,atencion odontologica no de actividades,no de actividades de educacion en salud oral,2011-01-01,2,2
GUAYARAMERIN,atencion odontologica no de actividades,no de actividades de educacion en salud oral,2011-01-01,38,38
GUTIERREZ,atencion odontologica no de actividades,no de actividades de educacion en salud oral,2011-01-01,27,27
HUANUNI,atencion odontologica no de actividades,no de actividades de educacion en salud oral,2011-01-01,4,4
HUARINA,atencion odontologica no de actividades,no de actividades de educacion en salud oral,2011-01-01,2,2
HUAYLLAMARCA,atencion odontologica no de actividades,no de actividades de educacion en salud oral,2011-01-01,17,17
HUMANATA,atencion odontologica no de actividades,no de actividades de educacion en salud oral,2011-01-01,1,1
ICHOCA,atencion odontologica no de actividades,no de actividades de educacion en salud oral,2011-01-01,2,2
ICLA,atencion odontologica no de actividades,no de actividades de educacion en salud oral,2011-01-01,13,13
INCAHUASI,atencion odontologica no de actividades,no de actividades de educacion en salud oral,2011-01-01,2,2
INQUISIVI,atencion odontologica no de actividades,no de actividades de educacion en salud oral,2011-01-01,2,2
IRUPANA (VILLA DE LANZA),atencion odontologica no de actividades,no de actividades de educacion en salud oral,2011-01-01,8,8
IXIAMAS,atencion odontologica no de actividades,no de actividades de educacion en salud oral,2011-01-01,9,9
JESUS DE MACHACA,atencion odontologica no de actividades,no de actividades de educacion en salud oral,2011-01-01,3,3
LA ASUNTA,atencion odontologica no de actividades,no de actividades de educacion en salud oral,2011-01-01,6,6
LA PAZ,atencion odontologica no de actividades,no de actividades de educacion en salud oral,2011-01-01,534,534
LAGUNILLAS,atencion odontologica no de actividades,no de actividades de educacion en salud oral,2011-01-01,3,3
LICOMA PAMPA,atencion odontologica no de actividades,no de actividades de educacion en salud oral,2011-01-01,1,1
LURIBAY,atencion odontologica no de actividades,no de actividades de educacion en salud oral,2011-01-01,3,3
MAIRANA,atencion odontologica no de actividades,no de actividades de educacion en salud oral,2011-01-01,20,20
MAPIRI,atencion odontologica no de actividades,no de actividades de educacion en salud oral,2011-01-01,5,5
MECAPACA,atencion odontologica no de actividades,no de actividades de educacion en salud oral,2011-01-01,36,36
MIZQUE,atencion odontologica no de actividades,no de actividades de educacion en salud oral,2011-01-01,2,2
MOJOCOYA,atencion odontologica no de actividades,no de actividades de educacion en salud oral,2011-01-01,14,14
MONTEAGUDO,atencion odontologica no de actividades,no de actividades de educacion en salud oral,2011-01-01,4,4
MONTERO,atencion odontologica no de actividades,no de actividades de educacion en salud oral,2011-01-01,286,286
MORO MORO,atencion odontologica no de actividades,no de actividades de educacion en salud oral,2011-01-01,5,5
MOROCHATA,atencion odontologica no de actividades,no de actividades de educacion en salud oral,2011-01-01,1,1
OKINAWA,atencion odontologica no de actividades,no de actividades de educacion en salud oral,2011-01-01,1,1
ORURO,atencion odontologica no de actividades,no de actividades de educacion en salud oral,2011-01-01,19,19
PADCAYA,atencion odontologica no de actividades,no de actividades de educacion en salud oral,2011-01-01,3,3
PADILLA,atencion odontologica no de actividades,no de actividades de educacion en salud oral,2011-01-01,57,57
PAILON,atencion odontologica no de actividades,no de actividades de educacion en salud oral,2011-01-01,1,1
PALCA,atencion odontologica no de actividades,no de actividades de educacion en salud oral,2011-01-01,1,1
PALOS BLANCOS,atencion odontologica no de actividades,no de actividades de educacion en salud oral,2011-01-01,2,2
PAMPA AULLAGAS,atencion odontologica no de actividades,no de actividades de educacion en salud oral,2011-01-01,4,4
PAPEL PAMPA,atencion odontologica no de actividades,no de actividades de educacion en salud oral,2011-01-01,2,2
PASORAPA,atencion odontologica no de actividades,no de actividades de educacion en salud oral,2011-01-01,5,5
PATACAMAYA,atencion odontologica no de actividades,no de actividades de educacion en salud oral,2011-01-01,5,5
PAZÑA,atencion odontologica no de actividades,no de actividades de educacion en salud oral,2011-01-01,1,1
PELECHUCO,atencion odontologica no de actividades,no de actividades de educacion en salud oral,2011-01-01,7,7
POCOATA,atencion odontologica no de actividades,no de actividades de educacion en salud oral,2011-01-01,1,1
POCONA,atencion odontologica no de actividades,no de actividades de educacion en salud oral,2011-01-01,6,6
POJO (CBBA),atencion odontologica no de actividades,no de actividades de educacion en salud oral,2011-01-01,2,2
PORCO,atencion odontologica no de actividades,no de actividades de educacion en salud oral,2011-01-01,5,5
POROMA,atencion odontologica no de actividades,no de actividades de educacion en salud oral,2011-01-01,82,82
PORONGO,atencion odontologica no de actividades,no de actividades de educacion en salud oral,2011-01-01,3,3
PORTACHUELO,atencion odontologica no de actividades,no de actividades de educacion en salud oral,2011-01-01,5,5
PORVENIR,atencion odontologica no de actividades,no de actividades de educacion en salud oral,2011-01-01,4,4
POSTRER VALLE,atencion odontologica no de actividades,no de actividades de educacion en salud oral,2011-01-01,1,1
POTOSI,atencion odontologica no de actividades,no de actividades de educacion en salud oral,2011-01-01,342,342
PRESTO,atencion odontologica no de actividades,no de actividades de educacion en salud oral,2011-01-01,1,1
PUCARA,atencion odontologica no de actividades,no de actividades de educacion en salud oral,2011-01-01,30,30
PUCARANI,atencion odontologica no de actividades,no de actividades de educacion en salud oral,2011-01-01,2,2
PUERTO ACOSTA,atencion odontologica no de actividades,no de actividades de educacion en salud oral,2011-01-01,3,3
PUERTO CARABUCO,atencion odontologica no de actividades,no de actividades de educacion en salud oral,2011-01-01,3,3
PUERTO PEREZ,atencion odontologica no de actividades,no de actividades de educacion en salud oral,2011-01-01,13,13
PUERTO QUIJARRO,atencion odontologica no de actividades,no de actividades de educacion en salud oral,2011-01-01,1,1
PUERTO RICO,atencion odontologica no de actividades,no de actividades de educacion en salud oral,2011-01-01,4,4
PUERTO VILLARROEL,atencion odontologica no de actividades,no de actividades de educacion en salud oral,2011-01-01,67,67
PUNA,atencion odontologica no de actividades,no de actividades de educacion en salud oral,2011-01-01,1,1
PUNATA,atencion odontologica no de actividades,no de actividades de educacion en salud oral,2011-01-01,152,152
QUIABAYA,atencion odontologica no de actividades,no de actividades de educacion en salud oral,2011-01-01,12,12
QUILLACOLLO,atencion odontologica no de actividades,no de actividades de educacion en salud oral,2011-01-01,20,20
QUIME,atencion odontologica no de actividades,no de actividades de educacion en salud oral,2011-01-01,4,4
QUIRUSILLAS,atencion odontologica no de actividades,no de actividades de educacion en salud oral,2011-01-01,1,1
RAVELO,atencion odontologica no de actividades,no de actividades de educacion en salud oral,2011-01-01,2,2
RIBERALTA,atencion odontologica no de actividades,no de actividades de educacion en salud oral,2011-01-01,8,8
ROBORE,atencion odontologica no de actividades,no de actividades de educacion en salud oral,2011-01-01,185,185
SABAYA,atencion odontologica no de actividades,no de actividades de educacion en salud oral,2011-01-01,1,1
SACABA,atencion odontologica no de actividades,no de actividades de educacion en salud oral,2011-01-01,7,7
SALINAS DE GARCI MENDOZA,atencion odontologica no de actividades,no de actividades de educacion en salud oral,2011-01-01,7,7
SAMAIPATA,atencion odontologica no de actividades,no de actividades de educacion en salud oral,2011-01-01,4,4
SAN ANDRES,atencion odontologica no de actividades,no de actividades de educacion en salud oral,2011-01-01,5,5
SAN ANDRES DE MACHACA,atencion odontologica no de actividades,no de actividades de educacion en salud oral,2011-01-01,4,4
SAN ANTONIO DE LOMERIO,atencion odontologica no de actividades,no de actividades de educacion en salud oral,2011-01-01,2,2
SAN BENITO,atencion odontologica no de actividades,no de actividades de educacion en salud oral,2011-01-01,195,195
SAN IGNACIO,atencion odontologica no de actividades,no de actividades de educacion en salud oral,2011-01-01,16,16
SAN IGNACIO DE VELASCO,atencion odontologica no de actividades,no de actividades de educacion en salud oral,2011-01-01,400,400
SAN JAVIER(STC),atencion odontologica no de actividades,no de actividades de educacion en salud oral,2011-01-01,34,34
SAN JUAN DE YAPACANI,atencion odontologica no de actividades,no de actividades de educacion en salud oral,2011-01-01,24,24
SAN JULIAN,atencion odontologica no de actividades,no de actividades de educacion en salud oral,2011-01-01,42,42
SAN LORENZO(PND),atencion odontologica no de actividades,no de actividades de educacion en salud oral,2011-01-01,14,14
SAN LORENZO(TJA),atencion odontologica no de actividades,no de actividades de educacion en salud oral,2011-01-01,6,6
SAN MIGUEL DE VELASCO,atencion odontologica no de actividades,no de actividades de educacion en salud oral,2011-01-01,129,129
SAN PEDRO,atencion odontologica no de actividades,no de actividades de educacion en salud oral,2011-01-01,5,5
SAN PEDRO DE BUENA VISTA,atencion odontologica no de actividades,no de actividades de educacion en salud oral,2011-01-01,17,17
SAN PEDRO DE CURAHUARA,atencion odontologica no de actividades,no de actividades de educacion en salud oral,2011-01-01,7,7
SAN PEDRO DE TIQUINA,atencion odontologica no de actividades,no de actividades de educacion en salud oral,2011-01-01,6,6
SANTA ANA,atencion odontologica no de actividades,no de actividades de educacion en salud oral,2011-01-01,12,12
SANTA CRUZ DE LA SIERRA,atencion odontologica no de actividades,no de actividades de educacion en salud oral,2011-01-01,1020,1020
SANTA ROSA,atencion odontologica no de actividades,no de actividades de educacion en salud oral,2011-01-01,156,156
SANTIAGO DE CALLAPA,atencion odontologica no de actividades,no de actividades de educacion en salud oral,2011-01-01,4,4
SANTIAGO DE HUARI,atencion odontologica no de actividades,no de actividades de educacion en salud oral,2011-01-01,1,1
SANTIAGO DE HUATA,atencion odontologica no de actividades,no de actividades de educacion en salud oral,2011-01-01,5,5
SANTIAGO DE MACHACA,atencion odontologica no de actividades,no de actividades de educacion en salud oral,2011-01-01,4,4
SANTIVAÑES,atencion odontologica no de actividades,no de actividades de educacion en salud oral,2011-01-01,1,1
SANTUARIO DE QUILLACAS,atencion odontologica no de actividades,no de actividades de educacion en salud oral,2011-01-01,4,4
SENA,atencion odontologica no de actividades,no de actividades de educacion en salud oral,2011-01-01,31,31
SICA SICA (VILLA AROMA),atencion odontologica no de actividades,no de actividades de educacion en salud oral,2011-01-01,9,9
SIPE SIPE,atencion odontologica no de actividades,no de actividades de educacion en salud oral,2011-01-01,5,5
SOPACHUY,atencion odontologica no de actividades,no de actividades de educacion en salud oral,2011-01-01,39,39
SORACACHI,atencion odontologica no de actividades,no de actividades de educacion en salud oral,2011-01-01,19,19
SORATA,atencion odontologica no de actividades,no de actividades de educacion en salud oral,2011-01-01,17,17
SUCRE,atencion odontologica no de actividades,no de actividades de educacion en salud oral,2011-01-01,1007,1007
TACACOMA,atencion odontologica no de actividades,no de actividades de educacion en salud oral,2011-01-01,4,4
TACOPAYA,atencion odontologica no de actividades,no de actividades de educacion en salud oral,2011-01-01,3,3
TAHUA,atencion odontologica no de actividades,no de actividades de educacion en salud oral,2011-01-01,4,4
TAPACARI,atencion odontologica no de actividades,no de actividades de educacion en salud oral,2011-01-01,74,74
TARABUCO,atencion odontologica no de actividades,no de actividades de educacion en salud oral,2011-01-01,7,7
TARACO,atencion odontologica no de actividades,no de actividades de educacion en salud oral,2011-01-01,8,8
TARIJA,atencion odontologica no de actividades,no de actividades de educacion en salud oral,2011-01-01,38,38
TARVITA,atencion odontologica no de actividades,no de actividades de educacion en salud oral,2011-01-01,10,10
TIAWANACU,atencion odontologica no de actividades,no de actividades de educacion en salud oral,2011-01-01,5,5
TIPUANI,atencion odontologica no de actividades,no de actividades de educacion en salud oral,2011-01-01,25,25
TIQUIPAYA,atencion odontologica no de actividades,no de actividades de educacion en salud oral,2011-01-01,601,601
TIRAQUE (CBBA),atencion odontologica no de actividades,no de actividades de educacion en salud oral,2011-01-01,31,31
TITO YUPANQUI (PARQUIPUJIO),atencion odontologica no de actividades,no de actividades de educacion en salud oral,2011-01-01,22,22
TOLATA,atencion odontologica no de actividades,no de actividades de educacion en salud oral,2011-01-01,5,5
TOLEDO,atencion odontologica no de actividades,no de actividades de educacion en salud oral,2011-01-01,2,2
TOMAVE,atencion odontologica no de actividades,no de actividades de educacion en salud oral,2011-01-01,78,78
TOMINA,atencion odontologica no de actividades,no de actividades de educacion en salud oral,2011-01-01,2,2
TORO TORO,atencion odontologica no de actividades,no de actividades de educacion en salud oral,2011-01-01,3,3
TRIGAL,atencion odontologica no de actividades,no de actividades de educacion en salud oral,2011-01-01,67,67
TRINIDAD,atencion odontologica no de actividades,no de actividades de educacion en salud oral,2011-01-01,53,53
TUPIZA,atencion odontologica no de actividades,no de actividades de educacion en salud oral,2011-01-01,33,33
TURCO,atencion odontologica no de actividades,no de actividades de educacion en salud oral,2011-01-01,3,3
UMALA,atencion odontologica no de actividades,no de actividades de educacion en salud oral,2011-01-01,1,1
UNCIA,atencion odontologica no de actividades,no de actividades de educacion en salud oral,2011-01-01,3,3
URIONDO (A. CONCEPCION),atencion odontologica no de actividades,no de actividades de educacion en salud oral,2011-01-01,108,108
URUBICHA,atencion odontologica no de actividades,no de actividades de educacion en salud oral,2011-01-01,4,4
UYUNI,atencion odontologica no de actividades,no de actividades de educacion en salud oral,2011-01-01,143,143
VACAS,atencion odontologica no de actividades,no de actividades de educacion en salud oral,2011-01-01,23,23
VALLEGRANDE,atencion odontologica no de actividades,no de actividades de educacion en salud oral,2011-01-01,399,399
VIACHA,atencion odontologica no de actividades,no de actividades de educacion en salud oral,2011-01-01,22,22
VILLA MONTES,atencion odontologica no de actividades,no de actividades de educacion en salud oral,2011-01-01,34,34
VILLA NUEVA (LOMA ALTA),atencion odontologica no de actividades,no de actividades de educacion en salud oral,2011-01-01,2,2
VILLA RIVERO,atencion odontologica no de actividades,no de actividades de educacion en salud oral,2011-01-01,4,4
VILLA TUNARI,atencion odontologica no de actividades,no de actividades de educacion en salud oral,2011-01-01,13,13
VILLA VACA GUZMAN (MUYUPAMPA),atencion odontologica no de actividades,no de actividades de educacion en salud oral,2011-01-01,2,2
VINTO,atencion odontologica no de actividades,no de actividades de educacion en salud oral,2011-01-01,5,5
VITICHI,atencion odontologica no de actividades,no de actividades de educacion en salud oral,2011-01-01,2,2
WALDO BALLIVIAN,atencion odontologica no de actividades,no de actividades de educacion en salud oral,2011-01-01,1,1
WARNES,atencion odontologica no de actividades,no de actividades de educacion en salud oral,2011-01-01,59,59
YACO,atencion odontologica no de actividades,no de actividades de educacion en salud oral,2011-01-01,3,3
YACUIBA,atencion odontologica no de actividades,no de actividades de educacion en salud oral,2011-01-01,12,12
YAPACANI,atencion odontologica no de actividades,no de actividades de educacion en salud oral,2011-01-01,9,9
YUNCHARA,atencion odontologica no de actividades,no de actividades de educacion en salud oral,2011-01-01,9,9
ACHACACHI,atencion odontologica no de actividades,no de actividades de educacion en salud oral,2011-02-01,34,34
ACHOCALLA,atencion odontologica no de actividades,no de actividades de educacion en salud oral,2011-02-01,13,13
AIQUILE,atencion odontologica no de actividades,no de actividades de educacion en salud oral,2011-02-01,5,5
ALCALA,atencion odontologica no de actividades,no de actividades de educacion en salud oral,2011-02-01,3,3
ALTO BENI,atencion odontologica no de actividades,no de actividades de educacion en salud oral,2011-02-01,15,15
ANCORAIMES,atencion odontologica no de actividades,no de actividades de educacion en salud oral,2011-02-01,8,8
ANDAMARCA,atencion odontologica no de actividades,no de actividades de educacion en salud oral,2011-02-01,5,5
ANTEQUERA,atencion odontologica no de actividades,no de actividades de educacion en salud oral,2011-02-01,15,15
ANZALDO,atencion odontologica no de actividades,no de actividades de educacion en salud oral,2011-02-01,5,5
APOLO,atencion odontologica no de actividades,no de actividades de educacion en salud oral,2011-02-01,2,2
ARAMPAMPA,atencion odontologica no de actividades,no de actividades de educacion en salud oral,2011-02-01,1,1
ARANI,atencion odontologica no de actividades,no de actividades de educacion en salud oral,2011-02-01,6,6
ARBIETO,atencion odontologica no de actividades,no de actividades de educacion en salud oral,2011-02-01,15,15
ARQUE,atencion odontologica no de actividades,no de actividades de educacion en salud oral,2011-02-01,12,12
AYATA,atencion odontologica no de actividades,no de actividades de educacion en salud oral,2011-02-01,2,2
AYO AYO,atencion odontologica no de actividades,no de actividades de educacion en salud oral,2011-02-01,3,3
AYOPAYA (V. DE INDEPENDENCIA),atencion odontologica no de actividades,no de actividades de educacion en salud oral,2011-02-01,5,5
BATALLAS,atencion odontologica no de actividades,no de actividades de educacion en salud oral,2011-02-01,6,6
BELEN DE ANDAMARCA,atencion odontologica no de actividades,no de actividades de educacion en salud oral,2011-02-01,1,1
BERMEJO,atencion odontologica no de actividades,no de actividades de educacion en salud oral,2011-02-01,54,54
BETANZOS,atencion odontologica no de actividades,no de actividades de educacion en salud oral,2011-02-01,2,2
BOLIVAR,atencion odontologica no de actividades,no de actividades de educacion en salud oral,2011-02-01,10,10
BOYUIBE,atencion odontologica no de actividades,no de actividades de educacion en salud oral,2011-02-01,21,21
BUENA VISTA,atencion odontologica no de actividades,no de actividades de educacion en salud oral,2011-02-01,11,11
CABEZAS,atencion odontologica no de actividades,no de actividades de educacion en salud oral,2011-02-01,3,3
CAIROMA,atencion odontologica no de actividades,no de actividades de educacion en salud oral,2011-02-01,31,31
"CAIZA ""D""",atencion odontologica no de actividades,no de actividades de educacion en salud oral,2011-02-01,2,2
CAJUATA,atencion odontologica no de actividades,no de actividades de educacion en salud oral,2011-02-01,3,3
CALACOTO,atencion odontologica no de actividades,no de actividades de educacion en salud oral,2011-02-01,4,4
CALAMARCA,atencion odontologica no de actividades,no de actividades de educacion en salud oral,2011-02-01,13,13
CAMARGO,atencion odontologica no de actividades,no de actividades de educacion en salud oral,2011-02-01,5,5
CAMATAQUI (C. VILLA ABECIA),atencion odontologica no de actividades,no de actividades de educacion en salud oral,2011-02-01,2,2
CAMIRI,atencion odontologica no de actividades,no de actividades de educacion en salud oral,2011-02-01,19,19
CAQUIAVIRI,atencion odontologica no de actividades,no de actividades de educacion en salud oral,2011-02-01,6,6
CARACOLLO,atencion odontologica no de actividades,no de actividades de educacion en salud oral,2011-02-01,15,15
CARANAVI,atencion odontologica no de actividades,no de actividades de educacion en salud oral,2011-02-01,5,5
CARAPARI,atencion odontologica no de actividades,no de actividades de educacion en salud oral,2011-02-01,5,5
CARIPUYO,atencion odontologica no de actividades,no de actividades de educacion en salud oral,2011-02-01,5,5
CARMEN RIVERO TORREZ,atencion odontologica no de actividades,no de actividades de educacion en salud oral,2011-02-01,1,1
CATACORA,atencion odontologica no de actividades,no de actividades de educacion en salud oral,2011-02-01,1,1
CHALLAPATA,atencion odontologica no de actividades,no de actividades de educacion en salud oral,2011-02-01,12,12
CHARAGUA,atencion odontologica no de actividades,no de actividades de educacion en salud oral,2011-02-01,5,5
CHARAÑA,atencion odontologica no de actividades,no de actividades de educacion en salud oral,2011-02-01,4,4
CHAYANTA,atencion odontologica no de actividades,no de actividades de educacion en salud oral,2011-02-01,1,1
CHIMORE,atencion odontologica no de actividades,no de actividades de educacion en salud oral,2011-02-01,7,7
CHULUMANI (V. DE LA LIBERTAD),atencion odontologica no de actividades,no de actividades de educacion en salud oral,2011-02-01,2,2
CHUMA,atencion odontologica no de actividades,no de actividades de educacion en salud oral,2011-02-01,10,10
CHUQUIHUTA AYLLU JUCUMANI,atencion odontologica no de actividades,no de actividades de educacion en salud oral,2011-02-01,90,90
CKOCHAS,atencion odontologica no de actividades,no de actividades de educacion en salud oral,2011-02-01,2,2
CLIZA,atencion odontologica no de actividades,no de actividades de educacion en salud oral,2011-02-01,1,1
COBIJA,atencion odontologica no de actividades,no de actividades de educacion en salud oral,2011-02-01,31,31
COCAPATA,atencion odontologica no de actividades,no de actividades de educacion en salud oral,2011-02-01,9,9
COCHABAMBA,atencion odontologica no de actividades,no de actividades de educacion en salud oral,2011-02-01,1234,1234
COIPASA,atencion odontologica no de actividades,no de actividades de educacion en salud oral,2011-02-01,2,2
COLCAPIRHUA,atencion odontologica no de actividades,no de actividades de educacion en salud oral,2011-02-01,135,135
"COLCHA ""K""",atencion odontologica no de actividades,no de actividades de educacion en salud oral,2011-02-01,12,12
COLLANA,atencion odontologica no de actividades,no de actividades de educacion en salud oral,2011-02-01,11,11
COLOMI,atencion odontologica no de actividades,no de actividades de educacion en salud oral,2011-02-01,12,12
COLPA BELGICA,atencion odontologica no de actividades,no de actividades de educacion en salud oral,2011-02-01,3,3
COLQUECHACA,atencion odontologica no de actividades,no de actividades de educacion en salud oral,2011-02-01,7,7
COMANCHE,atencion odontologica no de actividades,no de actividades de educacion en salud oral,2011-02-01,12,12
COMARAPA,atencion odontologica no de actividades,no de actividades de educacion en salud oral,2011-02-01,25,25
COMBAYA,atencion odontologica no de actividades,no de actividades de educacion en salud oral,2011-02-01,15,15
CONCEPCION,atencion odontologica no de actividades,no de actividades de educacion en salud oral,2011-02-01,274,274
COPACABANA,atencion odontologica no de actividades,no de actividades de educacion en salud oral,2011-02-01,16,16
CORIPATA,atencion odontologica no de actividades,no de actividades de educacion en salud oral,2011-02-01,47,47
CORO CORO,atencion odontologica no de actividades,no de actividades de educacion en salud oral,2011-02-01,5,5
