municipality,group,variable,month,Pacientes referidos a otros establecimientos,TOTAL
CALAMARCA,refencias y contrareferencias,pacientes referidos a otros establecimientos,2016-01-01,18,18
CAMARGO,refencias y contrareferencias,pacientes referidos a otros establecimientos,2016-01-01,51,51
CAMATAQUI (C. VILLA ABECIA),refencias y contrareferencias,pacientes referidos a otros establecimientos,2016-01-01,6,6
CAMIRI,refencias y contrareferencias,pacientes referidos a otros establecimientos,2016-01-01,140,140
CAPINOTA,refencias y contrareferencias,pacientes referidos a otros establecimientos,2016-01-01,29,29
CAQUIAVIRI,refencias y contrareferencias,pacientes referidos a otros establecimientos,2016-01-01,1,1
CARACOLLO,refencias y contrareferencias,pacientes referidos a otros establecimientos,2016-01-01,25,25
CARANAVI,refencias y contrareferencias,pacientes referidos a otros establecimientos,2016-01-01,74,74
CARAPARI,refencias y contrareferencias,pacientes referidos a otros establecimientos,2016-01-01,22,22
CHALLAPATA,refencias y contrareferencias,pacientes referidos a otros establecimientos,2016-01-01,68,68
CHAQUI,refencias y contrareferencias,pacientes referidos a otros establecimientos,2016-01-01,3,3
CHARAGUA,refencias y contrareferencias,pacientes referidos a otros establecimientos,2016-01-01,16,16
CHIMORE,refencias y contrareferencias,pacientes referidos a otros establecimientos,2016-01-01,26,26
CHUA COCANI,refencias y contrareferencias,pacientes referidos a otros establecimientos,2016-01-01,20,20
CHULUMANI (V. DE LA LIBERTAD),refencias y contrareferencias,pacientes referidos a otros establecimientos,2016-01-01,37,37
CHUMA,refencias y contrareferencias,pacientes referidos a otros establecimientos,2016-01-01,7,7
CHUQUIHUTA AYLLU JUCUMANI,refencias y contrareferencias,pacientes referidos a otros establecimientos,2016-01-01,2,2
CKOCHAS,refencias y contrareferencias,pacientes referidos a otros establecimientos,2016-01-01,14,14
CLIZA,refencias y contrareferencias,pacientes referidos a otros establecimientos,2016-01-01,28,28
COBIJA,refencias y contrareferencias,pacientes referidos a otros establecimientos,2016-01-01,185,185
COCAPATA,refencias y contrareferencias,pacientes referidos a otros establecimientos,2016-01-01,8,8
COCHABAMBA,refencias y contrareferencias,pacientes referidos a otros establecimientos,2016-01-01,562,562
COLCAPIRHUA,refencias y contrareferencias,pacientes referidos a otros establecimientos,2016-01-01,58,58
"COLCHA ""K""",refencias y contrareferencias,pacientes referidos a otros establecimientos,2016-01-01,76,76
COLOMI,refencias y contrareferencias,pacientes referidos a otros establecimientos,2016-01-01,31,31
COLPA BELGICA,refencias y contrareferencias,pacientes referidos a otros establecimientos,2016-01-01,20,20
COLQUECHACA,refencias y contrareferencias,pacientes referidos a otros establecimientos,2016-01-01,14,14
COLQUENCHA,refencias y contrareferencias,pacientes referidos a otros establecimientos,2016-01-01,5,5
COLQUIRI,refencias y contrareferencias,pacientes referidos a otros establecimientos,2016-01-01,3,3
COMANCHE,refencias y contrareferencias,pacientes referidos a otros establecimientos,2016-01-01,10,10
COMARAPA,refencias y contrareferencias,pacientes referidos a otros establecimientos,2016-01-01,36,36
COMBAYA,refencias y contrareferencias,pacientes referidos a otros establecimientos,2016-01-01,1,1
CONCEPCION,refencias y contrareferencias,pacientes referidos a otros establecimientos,2016-01-01,16,16
COPACABANA,refencias y contrareferencias,pacientes referidos a otros establecimientos,2016-01-01,12,12
CORIPATA,refencias y contrareferencias,pacientes referidos a otros establecimientos,2016-01-01,24,24
CORO CORO,refencias y contrareferencias,pacientes referidos a otros establecimientos,2016-01-01,4,4
COROICO,refencias y contrareferencias,pacientes referidos a otros establecimientos,2016-01-01,49,49
CORQUE,refencias y contrareferencias,pacientes referidos a otros establecimientos,2016-01-01,7,7
COTAGAITA,refencias y contrareferencias,pacientes referidos a otros establecimientos,2016-01-01,80,80
COTOCA,refencias y contrareferencias,pacientes referidos a otros establecimientos,2016-01-01,118,118
CRUZ DE MACHACAMARCA,refencias y contrareferencias,pacientes referidos a otros establecimientos,2016-01-01,1,1
CUATRO CAÑADAS,refencias y contrareferencias,pacientes referidos a otros establecimientos,2016-01-01,33,33
CUCHUMUELA (V. G. VILLARROEL),refencias y contrareferencias,pacientes referidos a otros establecimientos,2016-01-01,2,2
CUEVO,refencias y contrareferencias,pacientes referidos a otros establecimientos,2016-01-01,1,1
CULPINA,refencias y contrareferencias,pacientes referidos a otros establecimientos,2016-01-01,40,40
CURAHUARA DE CARANGAS,refencias y contrareferencias,pacientes referidos a otros establecimientos,2016-01-01,11,11
EL ALTO,refencias y contrareferencias,pacientes referidos a otros establecimientos,2016-01-01,5190,5190
EL PUENTE(STC),refencias y contrareferencias,pacientes referidos a otros establecimientos,2016-01-01,20,20
EL PUENTE(TJA),refencias y contrareferencias,pacientes referidos a otros establecimientos,2016-01-01,13,13
EL TORNO,refencias y contrareferencias,pacientes referidos a otros establecimientos,2016-01-01,144,144
EL VILLAR,refencias y contrareferencias,pacientes referidos a otros establecimientos,2016-01-01,7,7
ENTRE RIOS TRJ,refencias y contrareferencias,pacientes referidos a otros establecimientos,2016-01-01,12,12
ENTRE RIOS CBBA,refencias y contrareferencias,pacientes referidos a otros establecimientos,2016-01-01,73,73
ESCARA,refencias y contrareferencias,pacientes referidos a otros establecimientos,2016-01-01,1,1
ESCOMA,refencias y contrareferencias,pacientes referidos a otros establecimientos,2016-01-01,17,17
EUCALIPTUS,refencias y contrareferencias,pacientes referidos a otros establecimientos,2016-01-01,12,12
FERNANDEZ ALONSO,refencias y contrareferencias,pacientes referidos a otros establecimientos,2016-01-01,15,15
FILADELFIA,refencias y contrareferencias,pacientes referidos a otros establecimientos,2016-01-01,10,10
GENERAL SAAVEDRA,refencias y contrareferencias,pacientes referidos a otros establecimientos,2016-01-01,39,39
GRAL. J.J. PEREZ (CHARAZANI),refencias y contrareferencias,pacientes referidos a otros establecimientos,2016-01-01,5,5
GUANAY,refencias y contrareferencias,pacientes referidos a otros establecimientos,2016-01-01,20,20
GUAQUI,refencias y contrareferencias,pacientes referidos a otros establecimientos,2016-01-01,7,7
GUAYARAMERIN,refencias y contrareferencias,pacientes referidos a otros establecimientos,2016-01-01,76,76
GUTIERREZ,refencias y contrareferencias,pacientes referidos a otros establecimientos,2016-01-01,23,23
HUACARETA,refencias y contrareferencias,pacientes referidos a otros establecimientos,2016-01-01,3,3
HUACAYA (VILLA DE HUACAYA),refencias y contrareferencias,pacientes referidos a otros establecimientos,2016-01-01,5,5
HUANUNI,refencias y contrareferencias,pacientes referidos a otros establecimientos,2016-01-01,16,16
HUARINA,refencias y contrareferencias,pacientes referidos a otros establecimientos,2016-01-01,14,14
HUATAJATA,refencias y contrareferencias,pacientes referidos a otros establecimientos,2016-01-01,1,1
HUAYLLAMARCA,refencias y contrareferencias,pacientes referidos a otros establecimientos,2016-01-01,5,5
ICLA,refencias y contrareferencias,pacientes referidos a otros establecimientos,2016-01-01,10,10
INCAHUASI,refencias y contrareferencias,pacientes referidos a otros establecimientos,2016-01-01,6,6
IRUPANA (VILLA DE LANZA),refencias y contrareferencias,pacientes referidos a otros establecimientos,2016-01-01,19,19
IXIAMAS,refencias y contrareferencias,pacientes referidos a otros establecimientos,2016-01-01,3,3
JESUS DE MACHACA,refencias y contrareferencias,pacientes referidos a otros establecimientos,2016-01-01,8,8
LA ASUNTA,refencias y contrareferencias,pacientes referidos a otros establecimientos,2016-01-01,48,48
LA GUARDIA,refencias y contrareferencias,pacientes referidos a otros establecimientos,2016-01-01,220,220
LA PAZ,refencias y contrareferencias,pacientes referidos a otros establecimientos,2016-01-01,8205,8205
LAGUNILLAS,refencias y contrareferencias,pacientes referidos a otros establecimientos,2016-01-01,7,7
LAJA,refencias y contrareferencias,pacientes referidos a otros establecimientos,2016-01-01,63,63
LAS CARRERAS,refencias y contrareferencias,pacientes referidos a otros establecimientos,2016-01-01,13,13
LLALLAGUA,refencias y contrareferencias,pacientes referidos a otros establecimientos,2016-01-01,25,25
LURIBAY,refencias y contrareferencias,pacientes referidos a otros establecimientos,2016-01-01,9,9
MACHACAMARCA,refencias y contrareferencias,pacientes referidos a otros establecimientos,2016-01-01,10,10
MACHARETI,refencias y contrareferencias,pacientes referidos a otros establecimientos,2016-01-01,8,8
MAGDALENA,refencias y contrareferencias,pacientes referidos a otros establecimientos,2016-01-01,6,6
MAIRANA,refencias y contrareferencias,pacientes referidos a otros establecimientos,2016-01-01,31,31
MALLA,refencias y contrareferencias,pacientes referidos a otros establecimientos,2016-01-01,2,2
MAPIRI,refencias y contrareferencias,pacientes referidos a otros establecimientos,2016-01-01,10,10
MECAPACA,refencias y contrareferencias,pacientes referidos a otros establecimientos,2016-01-01,3,3
MINEROS,refencias y contrareferencias,pacientes referidos a otros establecimientos,2016-01-01,12,12
MIZQUE,refencias y contrareferencias,pacientes referidos a otros establecimientos,2016-01-01,29,29
MOCOMOCO,refencias y contrareferencias,pacientes referidos a otros establecimientos,2016-01-01,4,4
MOJOCOYA,refencias y contrareferencias,pacientes referidos a otros establecimientos,2016-01-01,16,16
MONTEAGUDO,refencias y contrareferencias,pacientes referidos a otros establecimientos,2016-01-01,22,22
MONTERO,refencias y contrareferencias,pacientes referidos a otros establecimientos,2016-01-01,670,670
MORO MORO,refencias y contrareferencias,pacientes referidos a otros establecimientos,2016-01-01,6,6
MOROCHATA,refencias y contrareferencias,pacientes referidos a otros establecimientos,2016-01-01,8,8
NACEBE (SANTA ROSA DEL ABUNA),refencias y contrareferencias,pacientes referidos a otros establecimientos,2016-01-01,5,5
OCURI,refencias y contrareferencias,pacientes referidos a otros establecimientos,2016-01-01,3,3
OKINAWA,refencias y contrareferencias,pacientes referidos a otros establecimientos,2016-01-01,4,4
OMEREQUE,refencias y contrareferencias,pacientes referidos a otros establecimientos,2016-01-01,7,7
ORURO,refencias y contrareferencias,pacientes referidos a otros establecimientos,2016-01-01,1058,1058
PADCAYA,refencias y contrareferencias,pacientes referidos a otros establecimientos,2016-01-01,62,62
PADILLA,refencias y contrareferencias,pacientes referidos a otros establecimientos,2016-01-01,8,8
PAILON,refencias y contrareferencias,pacientes referidos a otros establecimientos,2016-01-01,75,75
PALCA,refencias y contrareferencias,pacientes referidos a otros establecimientos,2016-01-01,17,17
PALOS BLANCOS,refencias y contrareferencias,pacientes referidos a otros establecimientos,2016-01-01,29,29
PAMPA AULLAGAS,refencias y contrareferencias,pacientes referidos a otros establecimientos,2016-01-01,5,5
PAMPA GRANDE,refencias y contrareferencias,pacientes referidos a otros establecimientos,2016-01-01,7,7
PASORAPA,refencias y contrareferencias,pacientes referidos a otros establecimientos,2016-01-01,2,2
PATACAMAYA,refencias y contrareferencias,pacientes referidos a otros establecimientos,2016-01-01,29,29
PAZÑA,refencias y contrareferencias,pacientes referidos a otros establecimientos,2016-01-01,5,5
POCOATA,refencias y contrareferencias,pacientes referidos a otros establecimientos,2016-01-01,9,9
POCONA,refencias y contrareferencias,pacientes referidos a otros establecimientos,2016-01-01,3,3
POJO (CBBA),refencias y contrareferencias,pacientes referidos a otros establecimientos,2016-01-01,10,10
POOPO,refencias y contrareferencias,pacientes referidos a otros establecimientos,2016-01-01,35,35
PORCO,refencias y contrareferencias,pacientes referidos a otros establecimientos,2016-01-01,4,4
POROMA,refencias y contrareferencias,pacientes referidos a otros establecimientos,2016-01-01,3,3
PORONGO,refencias y contrareferencias,pacientes referidos a otros establecimientos,2016-01-01,20,20
PORTACHUELO,refencias y contrareferencias,pacientes referidos a otros establecimientos,2016-01-01,19,19
PORVENIR,refencias y contrareferencias,pacientes referidos a otros establecimientos,2016-01-01,25,25
POSTRER VALLE,refencias y contrareferencias,pacientes referidos a otros establecimientos,2016-01-01,2,2
POTOSI,refencias y contrareferencias,pacientes referidos a otros establecimientos,2016-01-01,311,311
PRESTO,refencias y contrareferencias,pacientes referidos a otros establecimientos,2016-01-01,10,10
PUCARA,refencias y contrareferencias,pacientes referidos a otros establecimientos,2016-01-01,4,4
PUCARANI,refencias y contrareferencias,pacientes referidos a otros establecimientos,2016-01-01,58,58
PUERTO ACOSTA,refencias y contrareferencias,pacientes referidos a otros establecimientos,2016-01-01,1,1
PUERTO CARABUCO,refencias y contrareferencias,pacientes referidos a otros establecimientos,2016-01-01,13,13
PUERTO GONZALO MORENO,refencias y contrareferencias,pacientes referidos a otros establecimientos,2016-01-01,11,11
PUERTO PEREZ,refencias y contrareferencias,pacientes referidos a otros establecimientos,2016-01-01,10,10
PUERTO QUIJARRO,refencias y contrareferencias,pacientes referidos a otros establecimientos,2016-01-01,14,14
PUERTO RICO,refencias y contrareferencias,pacientes referidos a otros establecimientos,2016-01-01,1,1
PUERTO SUAREZ,refencias y contrareferencias,pacientes referidos a otros establecimientos,2016-01-01,7,7
PUERTO VILLARROEL,refencias y contrareferencias,pacientes referidos a otros establecimientos,2016-01-01,75,75
PUNA,refencias y contrareferencias,pacientes referidos a otros establecimientos,2016-01-01,2,2
PUNATA,refencias y contrareferencias,pacientes referidos a otros establecimientos,2016-01-01,101,101
QUILLACOLLO,refencias y contrareferencias,pacientes referidos a otros establecimientos,2016-01-01,145,145
QUIRUSILLAS,refencias y contrareferencias,pacientes referidos a otros establecimientos,2016-01-01,1,1
RAVELO,refencias y contrareferencias,pacientes referidos a otros establecimientos,2016-01-01,12,12
REYES,refencias y contrareferencias,pacientes referidos a otros establecimientos,2016-01-01,3,3
RIBERALTA,refencias y contrareferencias,pacientes referidos a otros establecimientos,2016-01-01,156,156
ROBORE,refencias y contrareferencias,pacientes referidos a otros establecimientos,2016-01-01,49,49
RURRENABAQUE,refencias y contrareferencias,pacientes referidos a otros establecimientos,2016-01-01,100,100
SABAYA,refencias y contrareferencias,pacientes referidos a otros establecimientos,2016-01-01,1,1
SACABA,refencias y contrareferencias,pacientes referidos a otros establecimientos,2016-01-01,134,134
SACABAMBA,refencias y contrareferencias,pacientes referidos a otros establecimientos,2016-01-01,12,12
SACACA,refencias y contrareferencias,pacientes referidos a otros establecimientos,2016-01-01,8,8
SAIPINA,refencias y contrareferencias,pacientes referidos a otros establecimientos,2016-01-01,16,16
SALINAS DE GARCI MENDOZA,refencias y contrareferencias,pacientes referidos a otros establecimientos,2016-01-01,6,6
SAMAIPATA,refencias y contrareferencias,pacientes referidos a otros establecimientos,2016-01-01,22,22
SAN AGUSTIN,refencias y contrareferencias,pacientes referidos a otros establecimientos,2016-01-01,1,1
SAN ANDRES,refencias y contrareferencias,pacientes referidos a otros establecimientos,2016-01-01,20,20
SAN ANDRES DE MACHACA,refencias y contrareferencias,pacientes referidos a otros establecimientos,2016-01-01,1,1
SAN BENITO,refencias y contrareferencias,pacientes referidos a otros establecimientos,2016-01-01,10,10
SAN BORJA,refencias y contrareferencias,pacientes referidos a otros establecimientos,2016-01-01,7,7
SAN BUENA VENTURA,refencias y contrareferencias,pacientes referidos a otros establecimientos,2016-01-01,8,8
SAN CARLOS,refencias y contrareferencias,pacientes referidos a otros establecimientos,2016-01-01,35,35
SAN IGNACIO,refencias y contrareferencias,pacientes referidos a otros establecimientos,2016-01-01,17,17
SAN IGNACIO DE VELASCO,refencias y contrareferencias,pacientes referidos a otros establecimientos,2016-01-01,35,35
SAN JAVIER(BNI),refencias y contrareferencias,pacientes referidos a otros establecimientos,2016-01-01,7,7
SAN JAVIER(STC),refencias y contrareferencias,pacientes referidos a otros establecimientos,2016-01-01,6,6
SAN JOAQUIN,refencias y contrareferencias,pacientes referidos a otros establecimientos,2016-01-01,9,9
SAN JOSE DE CHIQUITOS,refencias y contrareferencias,pacientes referidos a otros establecimientos,2016-01-01,30,30
SAN JUAN DE YAPACANI,refencias y contrareferencias,pacientes referidos a otros establecimientos,2016-01-01,37,37
SAN JULIAN,refencias y contrareferencias,pacientes referidos a otros establecimientos,2016-01-01,76,76
SAN LORENZO(PND),refencias y contrareferencias,pacientes referidos a otros establecimientos,2016-01-01,2,2
SAN LORENZO(TJA),refencias y contrareferencias,pacientes referidos a otros establecimientos,2016-01-01,69,69
SAN LUCAS,refencias y contrareferencias,pacientes referidos a otros establecimientos,2016-01-01,53,53
SAN MATIAS,refencias y contrareferencias,pacientes referidos a otros establecimientos,2016-01-01,36,36
SAN MIGUEL DE VELASCO,refencias y contrareferencias,pacientes referidos a otros establecimientos,2016-01-01,34,34
SAN PABLO DE LIPEZ,refencias y contrareferencias,pacientes referidos a otros establecimientos,2016-01-01,2,2
SAN PEDRO,refencias y contrareferencias,pacientes referidos a otros establecimientos,2016-01-01,21,21
SAN PEDRO DE BUENA VISTA,refencias y contrareferencias,pacientes referidos a otros establecimientos,2016-01-01,3,3
SAN PEDRO DE QUEMES,refencias y contrareferencias,pacientes referidos a otros establecimientos,2016-01-01,3,3
SAN PEDRO DE TIQUINA,refencias y contrareferencias,pacientes referidos a otros establecimientos,2016-01-01,12,12
SAN RAFAEL,refencias y contrareferencias,pacientes referidos a otros establecimientos,2016-01-01,10,10
SAN RAMON SCZ,refencias y contrareferencias,pacientes referidos a otros establecimientos,2016-01-01,11,11
SANTA ANA,refencias y contrareferencias,pacientes referidos a otros establecimientos,2016-01-01,1,1
SANTA CRUZ DE LA SIERRA,refencias y contrareferencias,pacientes referidos a otros establecimientos,2016-01-01,6650,6650
SANTA ROSA,refencias y contrareferencias,pacientes referidos a otros establecimientos,2016-01-01,8,8
SANTA ROSA DEL SARA,refencias y contrareferencias,pacientes referidos a otros establecimientos,2016-01-01,52,52
SANTIAGO DE HUARI,refencias y contrareferencias,pacientes referidos a otros establecimientos,2016-01-01,7,7
SANTIAGO DE MACHACA,refencias y contrareferencias,pacientes referidos a otros establecimientos,2016-01-01,2,2
SANTIVAÑES,refencias y contrareferencias,pacientes referidos a otros establecimientos,2016-01-01,10,10
SANTUARIO DE QUILLACAS,refencias y contrareferencias,pacientes referidos a otros establecimientos,2016-01-01,3,3
SAPAHAQUI,refencias y contrareferencias,pacientes referidos a otros establecimientos,2016-01-01,6,6
SENA,refencias y contrareferencias,pacientes referidos a otros establecimientos,2016-01-01,16,16
SHINAOTA,refencias y contrareferencias,pacientes referidos a otros establecimientos,2016-01-01,18,18
SICA SICA (VILLA AROMA),refencias y contrareferencias,pacientes referidos a otros establecimientos,2016-01-01,62,62
SICAYA,refencias y contrareferencias,pacientes referidos a otros establecimientos,2016-01-01,3,3
SIPE SIPE,refencias y contrareferencias,pacientes referidos a otros establecimientos,2016-01-01,28,28
SOPACHUY,refencias y contrareferencias,pacientes referidos a otros establecimientos,2016-01-01,29,29
SORACACHI,refencias y contrareferencias,pacientes referidos a otros establecimientos,2016-01-01,1,1
SORATA,refencias y contrareferencias,pacientes referidos a otros establecimientos,2016-01-01,25,25
SUCRE,refencias y contrareferencias,pacientes referidos a otros establecimientos,2016-01-01,1742,1742
TACOBAMBA,refencias y contrareferencias,pacientes referidos a otros establecimientos,2016-01-01,3,3
TACOPAYA,refencias y contrareferencias,pacientes referidos a otros establecimientos,2016-01-01,1,1
TAHUA,refencias y contrareferencias,pacientes referidos a otros establecimientos,2016-01-01,3,3
TAPACARI,refencias y contrareferencias,pacientes referidos a otros establecimientos,2016-01-01,5,5
TARABUCO,refencias y contrareferencias,pacientes referidos a otros establecimientos,2016-01-01,30,30
TARACO,refencias y contrareferencias,pacientes referidos a otros establecimientos,2016-01-01,9,9
TARATA,refencias y contrareferencias,pacientes referidos a otros establecimientos,2016-01-01,30,30
TARIJA,refencias y contrareferencias,pacientes referidos a otros establecimientos,2016-01-01,285,285
TARVITA,refencias y contrareferencias,pacientes referidos a otros establecimientos,2016-01-01,42,42
TEOPONTE,refencias y contrareferencias,pacientes referidos a otros establecimientos,2016-01-01,12,12
TIAWANACU,refencias y contrareferencias,pacientes referidos a otros establecimientos,2016-01-01,29,29
TINGUIPAYA,refencias y contrareferencias,pacientes referidos a otros establecimientos,2016-01-01,3,3
TIPUANI,refencias y contrareferencias,pacientes referidos a otros establecimientos,2016-01-01,5,5
TIQUIPAYA,refencias y contrareferencias,pacientes referidos a otros establecimientos,2016-01-01,145,145
TIRAQUE (CBBA),refencias y contrareferencias,pacientes referidos a otros establecimientos,2016-01-01,15,15
TOCO,refencias y contrareferencias,pacientes referidos a otros establecimientos,2016-01-01,4,4
TOLATA,refencias y contrareferencias,pacientes referidos a otros establecimientos,2016-01-01,19,19
TOLEDO,refencias y contrareferencias,pacientes referidos a otros establecimientos,2016-01-01,7,7
TOMAVE,refencias y contrareferencias,pacientes referidos a otros establecimientos,2016-01-01,7,7
TOMINA,refencias y contrareferencias,pacientes referidos a otros establecimientos,2016-01-01,40,40
TORO TORO,refencias y contrareferencias,pacientes referidos a otros establecimientos,2016-01-01,1,1
TOTORA(CBBA),refencias y contrareferencias,pacientes referidos a otros establecimientos,2016-01-01,22,22
TOTORA(ORR),refencias y contrareferencias,pacientes referidos a otros establecimientos,2016-01-01,3,3
TRIGAL,refencias y contrareferencias,pacientes referidos a otros establecimientos,2016-01-01,1,1
TRINIDAD,refencias y contrareferencias,pacientes referidos a otros establecimientos,2016-01-01,755,755
TUPIZA,refencias y contrareferencias,pacientes referidos a otros establecimientos,2016-01-01,162,162
TURCO,refencias y contrareferencias,pacientes referidos a otros establecimientos,2016-01-01,8,8
UMALA,refencias y contrareferencias,pacientes referidos a otros establecimientos,2016-01-01,1,1
UNCIA,refencias y contrareferencias,pacientes referidos a otros establecimientos,2016-01-01,42,42
URIONDO (A. CONCEPCION),refencias y contrareferencias,pacientes referidos a otros establecimientos,2016-01-01,10,10
URUBICHA,refencias y contrareferencias,pacientes referidos a otros establecimientos,2016-01-01,9,9
UYUNI,refencias y contrareferencias,pacientes referidos a otros establecimientos,2016-01-01,18,18
VACAS,refencias y contrareferencias,pacientes referidos a otros establecimientos,2016-01-01,15,15
VALLEGRANDE,refencias y contrareferencias,pacientes referidos a otros establecimientos,2016-01-01,37,37
VIACHA,refencias y contrareferencias,pacientes referidos a otros establecimientos,2016-01-01,228,228
VILA VILA,refencias y contrareferencias,pacientes referidos a otros establecimientos,2016-01-01,2,2
VILLA CHARCAS,refencias y contrareferencias,pacientes referidos a otros establecimientos,2016-01-01,29,29
VILLA MONTES,refencias y contrareferencias,pacientes referidos a otros establecimientos,2016-01-01,45,45
VILLA NUEVA (LOMA ALTA),refencias y contrareferencias,pacientes referidos a otros establecimientos,2016-01-01,3,3
VILLA RIVERO,refencias y contrareferencias,pacientes referidos a otros establecimientos,2016-01-01,10,10
VILLA SERRANO,refencias y contrareferencias,pacientes referidos a otros establecimientos,2016-01-01,29,29
VILLA TUNARI,refencias y contrareferencias,pacientes referidos a otros establecimientos,2016-01-01,38,38
VILLA VACA GUZMAN (MUYUPAMPA),refencias y contrareferencias,pacientes referidos a otros establecimientos,2016-01-01,16,16
VILLAZON,refencias y contrareferencias,pacientes referidos a otros establecimientos,2016-01-01,254,254
VINTO,refencias y contrareferencias,pacientes referidos a otros establecimientos,2016-01-01,2,2
VITICHI,refencias y contrareferencias,pacientes referidos a otros establecimientos,2016-01-01,7,7
WALDO BALLIVIAN,refencias y contrareferencias,pacientes referidos a otros establecimientos,2016-01-01,4,4
WARNES,refencias y contrareferencias,pacientes referidos a otros establecimientos,2016-01-01,127,127
YACO,refencias y contrareferencias,pacientes referidos a otros establecimientos,2016-01-01,1,1
YACUIBA,refencias y contrareferencias,pacientes referidos a otros establecimientos,2016-01-01,238,238
YAMPARAEZ,refencias y contrareferencias,pacientes referidos a otros establecimientos,2016-01-01,34,34
YANACACHI,refencias y contrareferencias,pacientes referidos a otros establecimientos,2016-01-01,21,21
YAPACANI,refencias y contrareferencias,pacientes referidos a otros establecimientos,2016-01-01,147,147
YOCALLA,refencias y contrareferencias,pacientes referidos a otros establecimientos,2016-01-01,4,4
YOTALA,refencias y contrareferencias,pacientes referidos a otros establecimientos,2016-01-01,36,36
YUNCHARA,refencias y contrareferencias,pacientes referidos a otros establecimientos,2016-01-01,6,6
ZUDAÑEZ,refencias y contrareferencias,pacientes referidos a otros establecimientos,2016-01-01,20,20
ACACIO,refencias y contrareferencias,pacientes referidos a otros establecimientos,2016-02-01,4,4
ACHACACHI,refencias y contrareferencias,pacientes referidos a otros establecimientos,2016-02-01,41,41
ACHOCALLA,refencias y contrareferencias,pacientes referidos a otros establecimientos,2016-02-01,17,17
AIQUILE,refencias y contrareferencias,pacientes referidos a otros establecimientos,2016-02-01,63,63
ALALAY,refencias y contrareferencias,pacientes referidos a otros establecimientos,2016-02-01,1,1
ALCALA,refencias y contrareferencias,pacientes referidos a otros establecimientos,2016-02-01,10,10
ALTO BENI,refencias y contrareferencias,pacientes referidos a otros establecimientos,2016-02-01,1,1
