municipality,group,variable,month,Pacientes derivados de la comunidad o medicina tradicional,TOTAL
GENERAL SAAVEDRA,refencias y contrareferencias,pacientes derivados de la comunidad o medicina tradicional,2016-02-01,1,1
LA ASUNTA,refencias y contrareferencias,pacientes derivados de la comunidad o medicina tradicional,2016-02-01,1,1
LAJA,refencias y contrareferencias,pacientes derivados de la comunidad o medicina tradicional,2016-02-01,1,1
PADCAYA,refencias y contrareferencias,pacientes derivados de la comunidad o medicina tradicional,2016-02-01,2,2
SACABA,refencias y contrareferencias,pacientes derivados de la comunidad o medicina tradicional,2016-02-01,1,1
SAN JUAN DE YAPACANI,refencias y contrareferencias,pacientes derivados de la comunidad o medicina tradicional,2016-02-01,8,8
SAN JULIAN,refencias y contrareferencias,pacientes derivados de la comunidad o medicina tradicional,2016-02-01,25,25
SAN RAFAEL,refencias y contrareferencias,pacientes derivados de la comunidad o medicina tradicional,2016-02-01,1,1
SANTA CRUZ DE LA SIERRA,refencias y contrareferencias,pacientes derivados de la comunidad o medicina tradicional,2016-02-01,7,7
TAPACARI,refencias y contrareferencias,pacientes derivados de la comunidad o medicina tradicional,2016-02-01,4,4
TARABUCO,refencias y contrareferencias,pacientes derivados de la comunidad o medicina tradicional,2016-02-01,9,9
TARATA,refencias y contrareferencias,pacientes derivados de la comunidad o medicina tradicional,2016-02-01,1,1
TARIJA,refencias y contrareferencias,pacientes derivados de la comunidad o medicina tradicional,2016-02-01,8,8
VALLEGRANDE,refencias y contrareferencias,pacientes derivados de la comunidad o medicina tradicional,2016-02-01,7,7
VILLA CHARCAS,refencias y contrareferencias,pacientes derivados de la comunidad o medicina tradicional,2016-02-01,3,3
YAMPARAEZ,refencias y contrareferencias,pacientes derivados de la comunidad o medicina tradicional,2016-02-01,2,2
ZUDAÑEZ,refencias y contrareferencias,pacientes derivados de la comunidad o medicina tradicional,2016-02-01,5,5
ALCALA,refencias y contrareferencias,pacientes derivados de la comunidad o medicina tradicional,2016-03-01,1,1
BUENA VISTA,refencias y contrareferencias,pacientes derivados de la comunidad o medicina tradicional,2016-03-01,1,1
CABEZAS,refencias y contrareferencias,pacientes derivados de la comunidad o medicina tradicional,2016-03-01,1,1
CAMARGO,refencias y contrareferencias,pacientes derivados de la comunidad o medicina tradicional,2016-03-01,1,1
CLIZA,refencias y contrareferencias,pacientes derivados de la comunidad o medicina tradicional,2016-03-01,1,1
COCHABAMBA,refencias y contrareferencias,pacientes derivados de la comunidad o medicina tradicional,2016-03-01,2,2
CUATRO CAÑADAS,refencias y contrareferencias,pacientes derivados de la comunidad o medicina tradicional,2016-03-01,2,2
EL ALTO,refencias y contrareferencias,pacientes derivados de la comunidad o medicina tradicional,2016-03-01,1,1
MONTEAGUDO,refencias y contrareferencias,pacientes derivados de la comunidad o medicina tradicional,2016-03-01,2,2
PADCAYA,refencias y contrareferencias,pacientes derivados de la comunidad o medicina tradicional,2016-03-01,1,1
PUERTO VILLARROEL,refencias y contrareferencias,pacientes derivados de la comunidad o medicina tradicional,2016-03-01,1,1
SAN JULIAN,refencias y contrareferencias,pacientes derivados de la comunidad o medicina tradicional,2016-03-01,34,34
SAN RAFAEL,refencias y contrareferencias,pacientes derivados de la comunidad o medicina tradicional,2016-03-01,1,1
SANTA CRUZ DE LA SIERRA,refencias y contrareferencias,pacientes derivados de la comunidad o medicina tradicional,2016-03-01,15,15
TAPACARI,refencias y contrareferencias,pacientes derivados de la comunidad o medicina tradicional,2016-03-01,2,2
TARABUCO,refencias y contrareferencias,pacientes derivados de la comunidad o medicina tradicional,2016-03-01,14,14
TARIJA,refencias y contrareferencias,pacientes derivados de la comunidad o medicina tradicional,2016-03-01,1,1
TINGUIPAYA,refencias y contrareferencias,pacientes derivados de la comunidad o medicina tradicional,2016-03-01,5,5
TRINIDAD,refencias y contrareferencias,pacientes derivados de la comunidad o medicina tradicional,2016-03-01,57,57
VALLEGRANDE,refencias y contrareferencias,pacientes derivados de la comunidad o medicina tradicional,2016-03-01,1,1
VILLA CHARCAS,refencias y contrareferencias,pacientes derivados de la comunidad o medicina tradicional,2016-03-01,2,2
YAMPARAEZ,refencias y contrareferencias,pacientes derivados de la comunidad o medicina tradicional,2016-03-01,6,6
ZUDAÑEZ,refencias y contrareferencias,pacientes derivados de la comunidad o medicina tradicional,2016-03-01,9,9
ALCALA,refencias y contrareferencias,pacientes derivados de la comunidad o medicina tradicional,2016-04-01,11,11
COCHABAMBA,refencias y contrareferencias,pacientes derivados de la comunidad o medicina tradicional,2016-04-01,1,1
CUATRO CAÑADAS,refencias y contrareferencias,pacientes derivados de la comunidad o medicina tradicional,2016-04-01,2,2
HUACAYA (VILLA DE HUACAYA),refencias y contrareferencias,pacientes derivados de la comunidad o medicina tradicional,2016-04-01,14,14
ICLA,refencias y contrareferencias,pacientes derivados de la comunidad o medicina tradicional,2016-04-01,13,13
LA PAZ,refencias y contrareferencias,pacientes derivados de la comunidad o medicina tradicional,2016-04-01,2,2
OCURI,refencias y contrareferencias,pacientes derivados de la comunidad o medicina tradicional,2016-04-01,2,2
POROMA,refencias y contrareferencias,pacientes derivados de la comunidad o medicina tradicional,2016-04-01,4,4
QUILLACOLLO,refencias y contrareferencias,pacientes derivados de la comunidad o medicina tradicional,2016-04-01,1,1
SACABA,refencias y contrareferencias,pacientes derivados de la comunidad o medicina tradicional,2016-04-01,16,16
SAN JULIAN,refencias y contrareferencias,pacientes derivados de la comunidad o medicina tradicional,2016-04-01,21,21
SAN LUCAS,refencias y contrareferencias,pacientes derivados de la comunidad o medicina tradicional,2016-04-01,13,13
SAN RAFAEL,refencias y contrareferencias,pacientes derivados de la comunidad o medicina tradicional,2016-04-01,6,6
SANTA CRUZ DE LA SIERRA,refencias y contrareferencias,pacientes derivados de la comunidad o medicina tradicional,2016-04-01,9,9
SUCRE,refencias y contrareferencias,pacientes derivados de la comunidad o medicina tradicional,2016-04-01,1,1
TARABUCO,refencias y contrareferencias,pacientes derivados de la comunidad o medicina tradicional,2016-04-01,6,6
TARIJA,refencias y contrareferencias,pacientes derivados de la comunidad o medicina tradicional,2016-04-01,8,8
TARVITA,refencias y contrareferencias,pacientes derivados de la comunidad o medicina tradicional,2016-04-01,4,4
TINGUIPAYA,refencias y contrareferencias,pacientes derivados de la comunidad o medicina tradicional,2016-04-01,3,3
VILLA CHARCAS,refencias y contrareferencias,pacientes derivados de la comunidad o medicina tradicional,2016-04-01,3,3
VILLA VACA GUZMAN (MUYUPAMPA),refencias y contrareferencias,pacientes derivados de la comunidad o medicina tradicional,2016-04-01,2,2
WARNES,refencias y contrareferencias,pacientes derivados de la comunidad o medicina tradicional,2016-04-01,1,1
YAMPARAEZ,refencias y contrareferencias,pacientes derivados de la comunidad o medicina tradicional,2016-04-01,10,10
ZUDAÑEZ,refencias y contrareferencias,pacientes derivados de la comunidad o medicina tradicional,2016-04-01,9,9
ALCALA,refencias y contrareferencias,pacientes derivados de la comunidad o medicina tradicional,2016-05-01,12,12
AZURDUY,refencias y contrareferencias,pacientes derivados de la comunidad o medicina tradicional,2016-05-01,27,27
CAMARGO,refencias y contrareferencias,pacientes derivados de la comunidad o medicina tradicional,2016-05-01,2,2
COTAGAITA,refencias y contrareferencias,pacientes derivados de la comunidad o medicina tradicional,2016-05-01,1,1
CUATRO CAÑADAS,refencias y contrareferencias,pacientes derivados de la comunidad o medicina tradicional,2016-05-01,2,2
EL PUENTE(TJA),refencias y contrareferencias,pacientes derivados de la comunidad o medicina tradicional,2016-05-01,2,2
ICLA,refencias y contrareferencias,pacientes derivados de la comunidad o medicina tradicional,2016-05-01,52,52
LA PAZ,refencias y contrareferencias,pacientes derivados de la comunidad o medicina tradicional,2016-05-01,3,3
LAGUNILLAS,refencias y contrareferencias,pacientes derivados de la comunidad o medicina tradicional,2016-05-01,1,1
MACHARETI,refencias y contrareferencias,pacientes derivados de la comunidad o medicina tradicional,2016-05-01,7,7
MOJOCOYA,refencias y contrareferencias,pacientes derivados de la comunidad o medicina tradicional,2016-05-01,4,4
POROMA,refencias y contrareferencias,pacientes derivados de la comunidad o medicina tradicional,2016-05-01,6,6
SAN JULIAN,refencias y contrareferencias,pacientes derivados de la comunidad o medicina tradicional,2016-05-01,23,23
SAN LUCAS,refencias y contrareferencias,pacientes derivados de la comunidad o medicina tradicional,2016-05-01,1,1
SAN RAFAEL,refencias y contrareferencias,pacientes derivados de la comunidad o medicina tradicional,2016-05-01,1,1
SANTA CRUZ DE LA SIERRA,refencias y contrareferencias,pacientes derivados de la comunidad o medicina tradicional,2016-05-01,15,15
SUCRE,refencias y contrareferencias,pacientes derivados de la comunidad o medicina tradicional,2016-05-01,15,15
TARABUCO,refencias y contrareferencias,pacientes derivados de la comunidad o medicina tradicional,2016-05-01,23,23
TARVITA,refencias y contrareferencias,pacientes derivados de la comunidad o medicina tradicional,2016-05-01,43,43
TINGUIPAYA,refencias y contrareferencias,pacientes derivados de la comunidad o medicina tradicional,2016-05-01,2,2
VILLA CHARCAS,refencias y contrareferencias,pacientes derivados de la comunidad o medicina tradicional,2016-05-01,2,2
YAMPARAEZ,refencias y contrareferencias,pacientes derivados de la comunidad o medicina tradicional,2016-05-01,11,11
ZUDAÑEZ,refencias y contrareferencias,pacientes derivados de la comunidad o medicina tradicional,2016-05-01,8,8
ALCALA,refencias y contrareferencias,pacientes derivados de la comunidad o medicina tradicional,2016-06-01,2,2
AZURDUY,refencias y contrareferencias,pacientes derivados de la comunidad o medicina tradicional,2016-06-01,82,82
BUENA VISTA,refencias y contrareferencias,pacientes derivados de la comunidad o medicina tradicional,2016-06-01,1,1
CAMATAQUI (C. VILLA ABECIA),refencias y contrareferencias,pacientes derivados de la comunidad o medicina tradicional,2016-06-01,2,2
COCHABAMBA,refencias y contrareferencias,pacientes derivados de la comunidad o medicina tradicional,2016-06-01,3,3
CUATRO CAÑADAS,refencias y contrareferencias,pacientes derivados de la comunidad o medicina tradicional,2016-06-01,3,3
CULPINA,refencias y contrareferencias,pacientes derivados de la comunidad o medicina tradicional,2016-06-01,2,2
EL PUENTE(TJA),refencias y contrareferencias,pacientes derivados de la comunidad o medicina tradicional,2016-06-01,2,2
EL VILLAR,refencias y contrareferencias,pacientes derivados de la comunidad o medicina tradicional,2016-06-01,3,3
ENTRE RIOS TRJ,refencias y contrareferencias,pacientes derivados de la comunidad o medicina tradicional,2016-06-01,3,3
HUACARETA,refencias y contrareferencias,pacientes derivados de la comunidad o medicina tradicional,2016-06-01,9,9
HUACAYA (VILLA DE HUACAYA),refencias y contrareferencias,pacientes derivados de la comunidad o medicina tradicional,2016-06-01,25,25
ICLA,refencias y contrareferencias,pacientes derivados de la comunidad o medicina tradicional,2016-06-01,26,26
MOJOCOYA,refencias y contrareferencias,pacientes derivados de la comunidad o medicina tradicional,2016-06-01,23,23
MONTEAGUDO,refencias y contrareferencias,pacientes derivados de la comunidad o medicina tradicional,2016-06-01,19,19
ORURO,refencias y contrareferencias,pacientes derivados de la comunidad o medicina tradicional,2016-06-01,5,5
PADCAYA,refencias y contrareferencias,pacientes derivados de la comunidad o medicina tradicional,2016-06-01,1,1
PADILLA,refencias y contrareferencias,pacientes derivados de la comunidad o medicina tradicional,2016-06-01,48,48
POROMA,refencias y contrareferencias,pacientes derivados de la comunidad o medicina tradicional,2016-06-01,11,11
PRESTO,refencias y contrareferencias,pacientes derivados de la comunidad o medicina tradicional,2016-06-01,19,19
SAN JULIAN,refencias y contrareferencias,pacientes derivados de la comunidad o medicina tradicional,2016-06-01,19,19
SAN LUCAS,refencias y contrareferencias,pacientes derivados de la comunidad o medicina tradicional,2016-06-01,28,28
SAN RAFAEL,refencias y contrareferencias,pacientes derivados de la comunidad o medicina tradicional,2016-06-01,4,4
SANTA CRUZ DE LA SIERRA,refencias y contrareferencias,pacientes derivados de la comunidad o medicina tradicional,2016-06-01,18,18
SOPACHUY,refencias y contrareferencias,pacientes derivados de la comunidad o medicina tradicional,2016-06-01,1,1
SUCRE,refencias y contrareferencias,pacientes derivados de la comunidad o medicina tradicional,2016-06-01,38,38
TARABUCO,refencias y contrareferencias,pacientes derivados de la comunidad o medicina tradicional,2016-06-01,42,42
TARVITA,refencias y contrareferencias,pacientes derivados de la comunidad o medicina tradicional,2016-06-01,66,66
TINGUIPAYA,refencias y contrareferencias,pacientes derivados de la comunidad o medicina tradicional,2016-06-01,2,2
TOMINA,refencias y contrareferencias,pacientes derivados de la comunidad o medicina tradicional,2016-06-01,3,3
TRINIDAD,refencias y contrareferencias,pacientes derivados de la comunidad o medicina tradicional,2016-06-01,11,11
VILLA CHARCAS,refencias y contrareferencias,pacientes derivados de la comunidad o medicina tradicional,2016-06-01,8,8
VILLA SERRANO,refencias y contrareferencias,pacientes derivados de la comunidad o medicina tradicional,2016-06-01,7,7
VILLA TUNARI,refencias y contrareferencias,pacientes derivados de la comunidad o medicina tradicional,2016-06-01,1,1
YACUIBA,refencias y contrareferencias,pacientes derivados de la comunidad o medicina tradicional,2016-06-01,1,1
YAMPARAEZ,refencias y contrareferencias,pacientes derivados de la comunidad o medicina tradicional,2016-06-01,9,9
ZUDAÑEZ,refencias y contrareferencias,pacientes derivados de la comunidad o medicina tradicional,2016-06-01,11,11
ALCALA,refencias y contrareferencias,pacientes derivados de la comunidad o medicina tradicional,2016-07-01,8,8
AZURDUY,refencias y contrareferencias,pacientes derivados de la comunidad o medicina tradicional,2016-07-01,100,100
CAMATAQUI (C. VILLA ABECIA),refencias y contrareferencias,pacientes derivados de la comunidad o medicina tradicional,2016-07-01,1,1
COCHABAMBA,refencias y contrareferencias,pacientes derivados de la comunidad o medicina tradicional,2016-07-01,4,4
CULPINA,refencias y contrareferencias,pacientes derivados de la comunidad o medicina tradicional,2016-07-01,22,22
EL PUENTE(TJA),refencias y contrareferencias,pacientes derivados de la comunidad o medicina tradicional,2016-07-01,1,1
EL VILLAR,refencias y contrareferencias,pacientes derivados de la comunidad o medicina tradicional,2016-07-01,6,6
HUACARETA,refencias y contrareferencias,pacientes derivados de la comunidad o medicina tradicional,2016-07-01,2,2
HUACAYA (VILLA DE HUACAYA),refencias y contrareferencias,pacientes derivados de la comunidad o medicina tradicional,2016-07-01,20,20
ICLA,refencias y contrareferencias,pacientes derivados de la comunidad o medicina tradicional,2016-07-01,30,30
LAS CARRERAS,refencias y contrareferencias,pacientes derivados de la comunidad o medicina tradicional,2016-07-01,1,1
MACHARETI,refencias y contrareferencias,pacientes derivados de la comunidad o medicina tradicional,2016-07-01,11,11
MOJOCOYA,refencias y contrareferencias,pacientes derivados de la comunidad o medicina tradicional,2016-07-01,18,18
MONTEAGUDO,refencias y contrareferencias,pacientes derivados de la comunidad o medicina tradicional,2016-07-01,10,10
PADILLA,refencias y contrareferencias,pacientes derivados de la comunidad o medicina tradicional,2016-07-01,3,3
PALCA,refencias y contrareferencias,pacientes derivados de la comunidad o medicina tradicional,2016-07-01,1,1
POROMA,refencias y contrareferencias,pacientes derivados de la comunidad o medicina tradicional,2016-07-01,15,15
PRESTO,refencias y contrareferencias,pacientes derivados de la comunidad o medicina tradicional,2016-07-01,68,68
PUERTO SILES,refencias y contrareferencias,pacientes derivados de la comunidad o medicina tradicional,2016-07-01,1,1
RURRENABAQUE,refencias y contrareferencias,pacientes derivados de la comunidad o medicina tradicional,2016-07-01,1,1
SAN CARLOS,refencias y contrareferencias,pacientes derivados de la comunidad o medicina tradicional,2016-07-01,1,1
SAN JULIAN,refencias y contrareferencias,pacientes derivados de la comunidad o medicina tradicional,2016-07-01,28,28
SAN LUCAS,refencias y contrareferencias,pacientes derivados de la comunidad o medicina tradicional,2016-07-01,51,51
SAN RAFAEL,refencias y contrareferencias,pacientes derivados de la comunidad o medicina tradicional,2016-07-01,1,1
SOPACHUY,refencias y contrareferencias,pacientes derivados de la comunidad o medicina tradicional,2016-07-01,2,2
SUCRE,refencias y contrareferencias,pacientes derivados de la comunidad o medicina tradicional,2016-07-01,92,92
TARABUCO,refencias y contrareferencias,pacientes derivados de la comunidad o medicina tradicional,2016-07-01,29,29
TARVITA,refencias y contrareferencias,pacientes derivados de la comunidad o medicina tradicional,2016-07-01,53,53
TINGUIPAYA,refencias y contrareferencias,pacientes derivados de la comunidad o medicina tradicional,2016-07-01,4,4
TOMINA,refencias y contrareferencias,pacientes derivados de la comunidad o medicina tradicional,2016-07-01,6,6
TRINIDAD,refencias y contrareferencias,pacientes derivados de la comunidad o medicina tradicional,2016-07-01,2,2
VILLA CHARCAS,refencias y contrareferencias,pacientes derivados de la comunidad o medicina tradicional,2016-07-01,1,1
VILLA TUNARI,refencias y contrareferencias,pacientes derivados de la comunidad o medicina tradicional,2016-07-01,1,1
YAMPARAEZ,refencias y contrareferencias,pacientes derivados de la comunidad o medicina tradicional,2016-07-01,14,14
ZUDAÑEZ,refencias y contrareferencias,pacientes derivados de la comunidad o medicina tradicional,2016-07-01,14,14
ALCALA,refencias y contrareferencias,pacientes derivados de la comunidad o medicina tradicional,2016-08-01,3,3
ARQUE,refencias y contrareferencias,pacientes derivados de la comunidad o medicina tradicional,2016-08-01,1,1
AZURDUY,refencias y contrareferencias,pacientes derivados de la comunidad o medicina tradicional,2016-08-01,69,69
CAMARGO,refencias y contrareferencias,pacientes derivados de la comunidad o medicina tradicional,2016-08-01,1,1
COCHABAMBA,refencias y contrareferencias,pacientes derivados de la comunidad o medicina tradicional,2016-08-01,1,1
CULPINA,refencias y contrareferencias,pacientes derivados de la comunidad o medicina tradicional,2016-08-01,57,57
EL VILLAR,refencias y contrareferencias,pacientes derivados de la comunidad o medicina tradicional,2016-08-01,12,12
HUACARETA,refencias y contrareferencias,pacientes derivados de la comunidad o medicina tradicional,2016-08-01,3,3
HUACAYA (VILLA DE HUACAYA),refencias y contrareferencias,pacientes derivados de la comunidad o medicina tradicional,2016-08-01,8,8
ICLA,refencias y contrareferencias,pacientes derivados de la comunidad o medicina tradicional,2016-08-01,72,72
INCAHUASI,refencias y contrareferencias,pacientes derivados de la comunidad o medicina tradicional,2016-08-01,37,37
MACHARETI,refencias y contrareferencias,pacientes derivados de la comunidad o medicina tradicional,2016-08-01,3,3
MOJOCOYA,refencias y contrareferencias,pacientes derivados de la comunidad o medicina tradicional,2016-08-01,46,46
MONTEAGUDO,refencias y contrareferencias,pacientes derivados de la comunidad o medicina tradicional,2016-08-01,2,2
ORURO,refencias y contrareferencias,pacientes derivados de la comunidad o medicina tradicional,2016-08-01,5,5
PADCAYA,refencias y contrareferencias,pacientes derivados de la comunidad o medicina tradicional,2016-08-01,1,1
PADILLA,refencias y contrareferencias,pacientes derivados de la comunidad o medicina tradicional,2016-08-01,3,3
POROMA,refencias y contrareferencias,pacientes derivados de la comunidad o medicina tradicional,2016-08-01,39,39
PRESTO,refencias y contrareferencias,pacientes derivados de la comunidad o medicina tradicional,2016-08-01,80,80
PUERTO SILES,refencias y contrareferencias,pacientes derivados de la comunidad o medicina tradicional,2016-08-01,1,1
QUILLACOLLO,refencias y contrareferencias,pacientes derivados de la comunidad o medicina tradicional,2016-08-01,1,1
SAN JULIAN,refencias y contrareferencias,pacientes derivados de la comunidad o medicina tradicional,2016-08-01,22,22
SAN LUCAS,refencias y contrareferencias,pacientes derivados de la comunidad o medicina tradicional,2016-08-01,40,40
SAN RAFAEL,refencias y contrareferencias,pacientes derivados de la comunidad o medicina tradicional,2016-08-01,5,5
SOPACHUY,refencias y contrareferencias,pacientes derivados de la comunidad o medicina tradicional,2016-08-01,3,3
SUCRE,refencias y contrareferencias,pacientes derivados de la comunidad o medicina tradicional,2016-08-01,157,157
TARABUCO,refencias y contrareferencias,pacientes derivados de la comunidad o medicina tradicional,2016-08-01,40,40
TARVITA,refencias y contrareferencias,pacientes derivados de la comunidad o medicina tradicional,2016-08-01,61,61
TINGUIPAYA,refencias y contrareferencias,pacientes derivados de la comunidad o medicina tradicional,2016-08-01,1,1
TOMINA,refencias y contrareferencias,pacientes derivados de la comunidad o medicina tradicional,2016-08-01,8,8
UYUNI,refencias y contrareferencias,pacientes derivados de la comunidad o medicina tradicional,2016-08-01,1,1
VILLA CHARCAS,refencias y contrareferencias,pacientes derivados de la comunidad o medicina tradicional,2016-08-01,4,4
VILLA SERRANO,refencias y contrareferencias,pacientes derivados de la comunidad o medicina tradicional,2016-08-01,4,4
YACUIBA,refencias y contrareferencias,pacientes derivados de la comunidad o medicina tradicional,2016-08-01,1,1
YAMPARAEZ,refencias y contrareferencias,pacientes derivados de la comunidad o medicina tradicional,2016-08-01,40,40
ZUDAÑEZ,refencias y contrareferencias,pacientes derivados de la comunidad o medicina tradicional,2016-08-01,21,21
ALCALA,refencias y contrareferencias,pacientes derivados de la comunidad o medicina tradicional,2016-09-01,23,23
ASCENCION DE GUARAYOS,refencias y contrareferencias,pacientes derivados de la comunidad o medicina tradicional,2016-09-01,1,1
AZURDUY,refencias y contrareferencias,pacientes derivados de la comunidad o medicina tradicional,2016-09-01,22,22
BUENA VISTA,refencias y contrareferencias,pacientes derivados de la comunidad o medicina tradicional,2016-09-01,1,1
CAMATAQUI (C. VILLA ABECIA),refencias y contrareferencias,pacientes derivados de la comunidad o medicina tradicional,2016-09-01,10,10
CARIPUYO,refencias y contrareferencias,pacientes derivados de la comunidad o medicina tradicional,2016-09-01,4,4
CHARAGUA,refencias y contrareferencias,pacientes derivados de la comunidad o medicina tradicional,2016-09-01,2,2
COBIJA,refencias y contrareferencias,pacientes derivados de la comunidad o medicina tradicional,2016-09-01,2,2
CULPINA,refencias y contrareferencias,pacientes derivados de la comunidad o medicina tradicional,2016-09-01,37,37
EL ALTO,refencias y contrareferencias,pacientes derivados de la comunidad o medicina tradicional,2016-09-01,33,33
EL VILLAR,refencias y contrareferencias,pacientes derivados de la comunidad o medicina tradicional,2016-09-01,8,8
GENERAL SAAVEDRA,refencias y contrareferencias,pacientes derivados de la comunidad o medicina tradicional,2016-09-01,1,1
GUAYARAMERIN,refencias y contrareferencias,pacientes derivados de la comunidad o medicina tradicional,2016-09-01,4,4
HUACARETA,refencias y contrareferencias,pacientes derivados de la comunidad o medicina tradicional,2016-09-01,2,2
HUACAYA (VILLA DE HUACAYA),refencias y contrareferencias,pacientes derivados de la comunidad o medicina tradicional,2016-09-01,20,20
ICLA,refencias y contrareferencias,pacientes derivados de la comunidad o medicina tradicional,2016-09-01,84,84
INCAHUASI,refencias y contrareferencias,pacientes derivados de la comunidad o medicina tradicional,2016-09-01,33,33
LA PAZ,refencias y contrareferencias,pacientes derivados de la comunidad o medicina tradicional,2016-09-01,2,2
MACHARETI,refencias y contrareferencias,pacientes derivados de la comunidad o medicina tradicional,2016-09-01,4,4
MOJOCOYA,refencias y contrareferencias,pacientes derivados de la comunidad o medicina tradicional,2016-09-01,20,20
MONTEAGUDO,refencias y contrareferencias,pacientes derivados de la comunidad o medicina tradicional,2016-09-01,1,1
MONTERO,refencias y contrareferencias,pacientes derivados de la comunidad o medicina tradicional,2016-09-01,1,1
ORURO,refencias y contrareferencias,pacientes derivados de la comunidad o medicina tradicional,2016-09-01,2,2
PADCAYA,refencias y contrareferencias,pacientes derivados de la comunidad o medicina tradicional,2016-09-01,2,2
PADILLA,refencias y contrareferencias,pacientes derivados de la comunidad o medicina tradicional,2016-09-01,4,4
POROMA,refencias y contrareferencias,pacientes derivados de la comunidad o medicina tradicional,2016-09-01,59,59
PRESTO,refencias y contrareferencias,pacientes derivados de la comunidad o medicina tradicional,2016-09-01,20,20
SAN JULIAN,refencias y contrareferencias,pacientes derivados de la comunidad o medicina tradicional,2016-09-01,30,30
SAN LUCAS,refencias y contrareferencias,pacientes derivados de la comunidad o medicina tradicional,2016-09-01,131,131
SAN RAFAEL,refencias y contrareferencias,pacientes derivados de la comunidad o medicina tradicional,2016-09-01,2,2
SANTA CRUZ DE LA SIERRA,refencias y contrareferencias,pacientes derivados de la comunidad o medicina tradicional,2016-09-01,31,31
SOPACHUY,refencias y contrareferencias,pacientes derivados de la comunidad o medicina tradicional,2016-09-01,15,15
SUCRE,refencias y contrareferencias,pacientes derivados de la comunidad o medicina tradicional,2016-09-01,112,112
TARABUCO,refencias y contrareferencias,pacientes derivados de la comunidad o medicina tradicional,2016-09-01,81,81
TARVITA,refencias y contrareferencias,pacientes derivados de la comunidad o medicina tradicional,2016-09-01,152,152
TINGUIPAYA,refencias y contrareferencias,pacientes derivados de la comunidad o medicina tradicional,2016-09-01,4,4
TIRAQUE (CBBA),refencias y contrareferencias,pacientes derivados de la comunidad o medicina tradicional,2016-09-01,1,1
TOMINA,refencias y contrareferencias,pacientes derivados de la comunidad o medicina tradicional,2016-09-01,7,7
VIACHA,refencias y contrareferencias,pacientes derivados de la comunidad o medicina tradicional,2016-09-01,4,4
VILLA CHARCAS,refencias y contrareferencias,pacientes derivados de la comunidad o medicina tradicional,2016-09-01,5,5
VILLA VACA GUZMAN (MUYUPAMPA),refencias y contrareferencias,pacientes derivados de la comunidad o medicina tradicional,2016-09-01,2,2
YAMPARAEZ,refencias y contrareferencias,pacientes derivados de la comunidad o medicina tradicional,2016-09-01,27,27
ZUDAÑEZ,refencias y contrareferencias,pacientes derivados de la comunidad o medicina tradicional,2016-09-01,26,26
ALCALA,refencias y contrareferencias,pacientes derivados de la comunidad o medicina tradicional,2016-10-01,66,66
