municipality,group,variable,month,Pacientes referidos recibidos por el establecimiento,TOTAL
CLIZA,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2016-01-01,36,36
COBIJA,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2016-01-01,123,123
COCHABAMBA,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2016-01-01,592,592
COLCAPIRHUA,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2016-01-01,1,1
"COLCHA ""K""",refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2016-01-01,1,1
COLPA BELGICA,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2016-01-01,28,28
COLQUECHACA,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2016-01-01,1,1
COLQUIRI,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2016-01-01,1,1
COMARAPA,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2016-01-01,23,23
COPACABANA,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2016-01-01,1,1
COROICO,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2016-01-01,32,32
COTAGAITA,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2016-01-01,13,13
COTOCA,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2016-01-01,80,80
CUATRO CAÑADAS,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2016-01-01,3,3
CULPINA,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2016-01-01,6,6
EL ALTO,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2016-01-01,1371,1371
EL PUENTE(TJA),refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2016-01-01,5,5
EL TORNO,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2016-01-01,21,21
EL VILLAR,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2016-01-01,2,2
ENTRE RIOS TRJ,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2016-01-01,31,31
ESCOMA,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2016-01-01,18,18
GENERAL SAAVEDRA,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2016-01-01,8,8
GUAYARAMERIN,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2016-01-01,21,21
GUTIERREZ,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2016-01-01,2,2
HUACARETA,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2016-01-01,16,16
HUANUNI,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2016-01-01,6,6
HUATAJATA,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2016-01-01,2,2
ICLA,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2016-01-01,1,1
IRUPANA (VILLA DE LANZA),refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2016-01-01,2,2
JESUS DE MACHACA,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2016-01-01,10,10
LA ASUNTA,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2016-01-01,11,11
LA GUARDIA,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2016-01-01,2,2
LA PAZ,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2016-01-01,2534,2534
LA RIVERA,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2016-01-01,1,1
LAS CARRERAS,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2016-01-01,5,5
LORETO,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2016-01-01,1,1
MAIRANA,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2016-01-01,7,7
MECAPACA,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2016-01-01,3,3
MINEROS,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2016-01-01,9,9
MIZQUE,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2016-01-01,6,6
MOJOCOYA,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2016-01-01,1,1
MONTERO,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2016-01-01,736,736
OCURI,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2016-01-01,1,1
OKINAWA,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2016-01-01,4,4
ORURO,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2016-01-01,495,495
PADCAYA,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2016-01-01,2,2
PADILLA,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2016-01-01,50,50
PAILON,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2016-01-01,2,2
PALOS BLANCOS,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2016-01-01,12,12
PAMPA GRANDE,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2016-01-01,2,2
PATACAMAYA,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2016-01-01,1,1
POOPO,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2016-01-01,2,2
PORONGO,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2016-01-01,2,2
PORTACHUELO,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2016-01-01,24,24
POTOSI,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2016-01-01,177,177
PUCARA,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2016-01-01,1,1
PUCARANI,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2016-01-01,2,2
PUERTO GONZALO MORENO,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2016-01-01,3,3
PUERTO QUIJARRO,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2016-01-01,4,4
PUERTO SUAREZ,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2016-01-01,13,13
PUERTO VILLARROEL,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2016-01-01,54,54
PUNA,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2016-01-01,29,29
PUNATA,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2016-01-01,247,247
QUILLACOLLO,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2016-01-01,30,30
REYES,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2016-01-01,2,2
RIBERALTA,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2016-01-01,2,2
RURRENABAQUE,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2016-01-01,51,51
SABAYA,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2016-01-01,7,7
SACABA,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2016-01-01,44,44
SACABAMBA,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2016-01-01,2,2
SACACA,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2016-01-01,1,1
SAMAIPATA,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2016-01-01,1,1
SAN ANDRES,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2016-01-01,1,1
SAN BENITO,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2016-01-01,3,3
SAN BORJA,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2016-01-01,64,64
SAN CARLOS,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2016-01-01,53,53
SAN IGNACIO DE VELASCO,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2016-01-01,57,57
SAN JAVIER(BNI),refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2016-01-01,1,1
SAN JOSE DE CHIQUITOS,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2016-01-01,7,7
SAN JULIAN,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2016-01-01,21,21
SAN LORENZO(TJA),refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2016-01-01,5,5
SAN LUCAS,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2016-01-01,34,34
SAN MATIAS,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2016-01-01,2,2
SAN PEDRO,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2016-01-01,5,5
SAN RAFAEL,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2016-01-01,1,1
SANTA CRUZ DE LA SIERRA,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2016-01-01,4157,4157
SANTA ROSA DEL SARA,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2016-01-01,4,4
SANTIAGO DE CALLAPA,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2016-01-01,1,1
SHINAOTA,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2016-01-01,5,5
SICA SICA (VILLA AROMA),refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2016-01-01,1,1
SOPACHUY,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2016-01-01,4,4
SORACACHI,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2016-01-01,3,3
SORATA,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2016-01-01,2,2
SUCRE,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2016-01-01,1787,1787
TACOPAYA,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2016-01-01,1,1
TARABUCO,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2016-01-01,24,24
TARACO,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2016-01-01,1,1
TARIJA,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2016-01-01,433,433
TARVITA,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2016-01-01,18,18
TIQUIPAYA,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2016-01-01,40,40
TIRAQUE (CBBA),refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2016-01-01,7,7
TOLEDO,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2016-01-01,2,2
TOMAVE,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2016-01-01,2,2
TOMINA,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2016-01-01,1,1
TORO TORO,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2016-01-01,1,1
TOTORA(CBBA),refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2016-01-01,3,3
TRIGAL,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2016-01-01,2,2
TRINIDAD,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2016-01-01,949,949
TUPIZA,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2016-01-01,165,165
URUBICHA,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2016-01-01,5,5
UYUNI,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2016-01-01,19,19
VALLEGRANDE,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2016-01-01,23,23
VIACHA,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2016-01-01,40,40
VILLA CHARCAS,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2016-01-01,3,3
VILLA MONTES,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2016-01-01,23,23
VILLA SERRANO,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2016-01-01,7,7
VILLA TUNARI,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2016-01-01,25,25
VILLA VACA GUZMAN (MUYUPAMPA),refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2016-01-01,1,1
VILLAZON,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2016-01-01,160,160
WARNES,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2016-01-01,15,15
YACUIBA,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2016-01-01,77,77
YAPACANI,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2016-01-01,218,218
ZUDAÑEZ,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2016-01-01,1,1
ACACIO,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2016-02-01,1,1
ACHACACHI,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2016-02-01,13,13
AIQUILE,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2016-02-01,2,2
ALTO BENI,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2016-02-01,3,3
ANDAMARCA,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2016-02-01,1,1
ASCENCION DE GUARAYOS,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2016-02-01,28,28
ATOCHA,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2016-02-01,27,27
AYOPAYA (V. DE INDEPENDENCIA),refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2016-02-01,5,5
BERMEJO,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2016-02-01,28,28
BETANZOS,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2016-02-01,5,5
BOLIVAR,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2016-02-01,1,1
CABEZAS,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2016-02-01,14,14
CAIROMA,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2016-02-01,3,3
"CAIZA ""D""",refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2016-02-01,1,1
CALACOTO,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2016-02-01,1,1
CAMARGO,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2016-02-01,33,33
CAMATAQUI (C. VILLA ABECIA),refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2016-02-01,1,1
CAMIRI,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2016-02-01,52,52
CAPINOTA,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2016-02-01,2,2
CARANAVI,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2016-02-01,40,40
CARMEN RIVERO TORREZ,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2016-02-01,10,10
CHALLAPATA,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2016-02-01,2,2
CHAQUI,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2016-02-01,2,2
CHARAGUA,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2016-02-01,4,4
CHAYANTA,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2016-02-01,7,7
CHULUMANI (V. DE LA LIBERTAD),refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2016-02-01,53,53
CHUQUIHUTA AYLLU JUCUMANI,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2016-02-01,3,3
CLIZA,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2016-02-01,24,24
COBIJA,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2016-02-01,136,136
COCHABAMBA,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2016-02-01,495,495
COLCAPIRHUA,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2016-02-01,2,2
COLQUECHACA,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2016-02-01,1,1
COMARAPA,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2016-02-01,14,14
COPACABANA,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2016-02-01,5,5
COROICO,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2016-02-01,24,24
COTAGAITA,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2016-02-01,12,12
COTOCA,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2016-02-01,105,105
CUATRO CAÑADAS,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2016-02-01,4,4
CULPINA,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2016-02-01,4,4
EL ALTO,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2016-02-01,1346,1346
EL PUENTE(TJA),refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2016-02-01,5,5
EL TORNO,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2016-02-01,59,59
EL VILLAR,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2016-02-01,1,1
ENTRE RIOS TRJ,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2016-02-01,1,1
ESCOMA,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2016-02-01,8,8
GENERAL SAAVEDRA,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2016-02-01,4,4
GUAYARAMERIN,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2016-02-01,12,12
GUTIERREZ,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2016-02-01,3,3
HUACARETA,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2016-02-01,11,11
HUANUNI,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2016-02-01,9,9
INCAHUASI,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2016-02-01,1,1
IRUPANA (VILLA DE LANZA),refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2016-02-01,1,1
JESUS DE MACHACA,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2016-02-01,5,5
LA ASUNTA,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2016-02-01,2,2
LA GUARDIA,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2016-02-01,3,3
LA PAZ,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2016-02-01,2214,2214
LAGUNILLAS,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2016-02-01,1,1
LAS CARRERAS,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2016-02-01,2,2
LLALLAGUA,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2016-02-01,43,43
LORETO,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2016-02-01,2,2
MACHARETI,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2016-02-01,4,4
MAIRANA,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2016-02-01,8,8
MAPIRI,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2016-02-01,1,1
MECAPACA,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2016-02-01,2,2
MOCOMOCO,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2016-02-01,2,2
MONTERO,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2016-02-01,702,702
OCURI,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2016-02-01,1,1
OKINAWA,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2016-02-01,14,14
ORURO,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2016-02-01,448,448
PADCAYA,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2016-02-01,2,2
PADILLA,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2016-02-01,48,48
PAILON,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2016-02-01,6,6
PAMPA GRANDE,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2016-02-01,6,6
PATACAMAYA,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2016-02-01,1,1
POCOATA,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2016-02-01,1,1
POROMA,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2016-02-01,1,1
PORONGO,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2016-02-01,1,1
PORTACHUELO,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2016-02-01,19,19
POTOSI,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2016-02-01,176,176
PRESTO,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2016-02-01,2,2
PUERTO CARABUCO,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2016-02-01,3,3
PUERTO SUAREZ,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2016-02-01,45,45
PUERTO VILLARROEL,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2016-02-01,52,52
PUNA,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2016-02-01,3,3
PUNATA,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2016-02-01,251,251
QUILLACOLLO,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2016-02-01,42,42
RIBERALTA,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2016-02-01,4,4
ROBORE,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2016-02-01,3,3
RURRENABAQUE,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2016-02-01,30,30
SACABA,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2016-02-01,74,74
SACABAMBA,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2016-02-01,2,2
SACACA,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2016-02-01,1,1
SAN ANDRES,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2016-02-01,6,6
SAN ANTONIO DE LOMERIO,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2016-02-01,2,2
SAN BENITO,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2016-02-01,2,2
SAN BORJA,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2016-02-01,6,6
SAN CARLOS,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2016-02-01,51,51
SAN IGNACIO DE VELASCO,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2016-02-01,51,51
SAN JAVIER(STC),refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2016-02-01,1,1
SAN JOSE DE CHIQUITOS,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2016-02-01,5,5
SAN JULIAN,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2016-02-01,25,25
SAN LORENZO(PND),refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2016-02-01,1,1
SAN LORENZO(TJA),refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2016-02-01,5,5
SAN LUCAS,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2016-02-01,32,32
SAN MATIAS,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2016-02-01,4,4
SAN MIGUEL DE VELASCO,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2016-02-01,2,2
SAN PEDRO,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2016-02-01,3,3
SAN PEDRO(PND),refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2016-02-01,2,2
SANTA CRUZ DE LA SIERRA,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2016-02-01,4571,4571
SANTA ROSA DEL SARA,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2016-02-01,1,1
SANTIAGO DE CALLAPA,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2016-02-01,2,2
SANTIAGO DE HUATA,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2016-02-01,1,1
SHINAOTA,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2016-02-01,2,2
SICA SICA (VILLA AROMA),refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2016-02-01,1,1
SOPACHUY,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2016-02-01,10,10
SORACACHI,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2016-02-01,3,3
SORATA,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2016-02-01,1,1
SUCRE,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2016-02-01,1505,1505
TACOPAYA,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2016-02-01,1,1
TAPACARI,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2016-02-01,1,1
TARABUCO,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2016-02-01,20,20
TARIJA,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2016-02-01,462,462
TARVITA,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2016-02-01,12,12
TEOPONTE,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2016-02-01,7,7
TINGUIPAYA,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2016-02-01,2,2
TIQUIPAYA,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2016-02-01,67,67
TIRAQUE (CBBA),refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2016-02-01,4,4
TOLATA,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2016-02-01,1,1
