municipality,group,variable,month,Pacientes contrareferidos al establecimiento,TOTAL
GUTIERREZ,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2016-02-01,3,3
HUACARETA,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2016-02-01,2,2
LA PAZ,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2016-02-01,484,484
LAGUNILLAS,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2016-02-01,2,2
MACHARETI,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2016-02-01,3,3
MAIRANA,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2016-02-01,5,5
MONTEAGUDO,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2016-02-01,4,4
MONTERO,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2016-02-01,18,18
ORURO,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2016-02-01,166,166
PADCAYA,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2016-02-01,1,1
PADILLA,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2016-02-01,45,45
PAILON,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2016-02-01,7,7
POOPO,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2016-02-01,1,1
PORTACHUELO,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2016-02-01,4,4
POTOSI,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2016-02-01,3,3
PRESTO,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2016-02-01,1,1
PUERTO QUIJARRO,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2016-02-01,1,1
PUERTO SUAREZ,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2016-02-01,20,20
PUERTO VILLARROEL,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2016-02-01,1,1
QUILLACOLLO,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2016-02-01,2,2
RAVELO,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2016-02-01,1,1
RIBERALTA,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2016-02-01,27,27
ROBORE,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2016-02-01,10,10
SAN BUENA VENTURA,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2016-02-01,1,1
SAN CARLOS,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2016-02-01,3,3
SAN IGNACIO DE VELASCO,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2016-02-01,23,23
SAN LUCAS,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2016-02-01,5,5
SAN MIGUEL DE VELASCO,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2016-02-01,2,2
SAN RAFAEL,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2016-02-01,1,1
SAN RAMON SCZ,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2016-02-01,1,1
SANTA CRUZ DE LA SIERRA,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2016-02-01,445,445
SANTIAGO DE CALLAPA,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2016-02-01,1,1
SHINAOTA,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2016-02-01,1,1
SOPACHUY,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2016-02-01,3,3
SUCRE,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2016-02-01,222,222
TARABUCO,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2016-02-01,1,1
TARIJA,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2016-02-01,9,9
TARVITA,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2016-02-01,5,5
TOMINA,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2016-02-01,3,3
TOTORA(CBBA),refencias y contrareferencias,pacientes contrareferidos al establecimiento,2016-02-01,1,1
TRINIDAD,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2016-02-01,21,21
TUPIZA,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2016-02-01,13,13
VALLEGRANDE,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2016-02-01,2,2
VIACHA,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2016-02-01,2,2
VILLA CHARCAS,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2016-02-01,3,3
VILLA MONTES,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2016-02-01,1,1
VILLA SERRANO,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2016-02-01,2,2
VILLA VACA GUZMAN (MUYUPAMPA),refencias y contrareferencias,pacientes contrareferidos al establecimiento,2016-02-01,3,3
VILLAZON,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2016-02-01,1,1
WARNES,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2016-02-01,2,2
YOCALLA,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2016-02-01,1,1
ZUDAÑEZ,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2016-02-01,3,3
ALCALA,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2016-03-01,3,3
ASCENCION DE GUARAYOS,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2016-03-01,24,24
ATOCHA,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2016-03-01,5,5
AZURDUY,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2016-03-01,1,1
BERMEJO,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2016-03-01,11,11
BUENA VISTA,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2016-03-01,2,2
CAMIRI,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2016-03-01,21,21
CHARAGUA,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2016-03-01,1,1
CHIMORE,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2016-03-01,6,6
CHULUMANI (V. DE LA LIBERTAD),refencias y contrareferencias,pacientes contrareferidos al establecimiento,2016-03-01,1,1
CLIZA,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2016-03-01,5,5
COBIJA,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2016-03-01,9,9
COCHABAMBA,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2016-03-01,10,10
COLQUECHACA,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2016-03-01,3,3
COMARAPA,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2016-03-01,1,1
COTOCA,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2016-03-01,6,6
CUEVO,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2016-03-01,1,1
EL ALTO,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2016-03-01,13,13
EL TORNO,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2016-03-01,3,3
ENTRE RIOS CBBA,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2016-03-01,1,1
GUAYARAMERIN,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2016-03-01,10,10
GUTIERREZ,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2016-03-01,1,1
HUACARETA,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2016-03-01,1,1
HUACAYA (VILLA DE HUACAYA),refencias y contrareferencias,pacientes contrareferidos al establecimiento,2016-03-01,2,2
HUANUNI,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2016-03-01,1,1
HUAYLLAMARCA,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2016-03-01,1,1
ICLA,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2016-03-01,1,1
LA PAZ,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2016-03-01,424,424
MACHARETI,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2016-03-01,5,5
MAIRANA,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2016-03-01,3,3
MOCOMOCO,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2016-03-01,1,1
MONTEAGUDO,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2016-03-01,4,4
MONTERO,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2016-03-01,17,17
MOROCHATA,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2016-03-01,1,1
ORURO,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2016-03-01,121,121
PADCAYA,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2016-03-01,1,1
PADILLA,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2016-03-01,35,35
PAILON,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2016-03-01,7,7
PORTACHUELO,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2016-03-01,5,5
POTOSI,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2016-03-01,9,9
PRESTO,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2016-03-01,4,4
PUERTO QUIJARRO,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2016-03-01,2,2
PUERTO SUAREZ,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2016-03-01,8,8
PUERTO VILLARROEL,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2016-03-01,4,4
PUNA,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2016-03-01,1,1
QUILLACOLLO,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2016-03-01,6,6
RAVELO,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2016-03-01,1,1
RIBERALTA,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2016-03-01,33,33
RURRENABAQUE,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2016-03-01,13,13
SACABA,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2016-03-01,1,1
SAN BORJA,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2016-03-01,1,1
SAN BUENA VENTURA,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2016-03-01,1,1
SAN CARLOS,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2016-03-01,4,4
SAN LUCAS,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2016-03-01,2,2
SAN MIGUEL DE VELASCO,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2016-03-01,6,6
SAN RAFAEL,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2016-03-01,2,2
SAN RAMON SCZ,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2016-03-01,2,2
SANTA CRUZ DE LA SIERRA,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2016-03-01,326,326
SOPACHUY,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2016-03-01,6,6
SUCRE,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2016-03-01,133,133
TACOBAMBA,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2016-03-01,1,1
TARABUCO,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2016-03-01,1,1
TARIJA,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2016-03-01,18,18
TARVITA,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2016-03-01,6,6
TOMINA,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2016-03-01,1,1
TRINIDAD,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2016-03-01,11,11
TUPIZA,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2016-03-01,12,12
VIACHA,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2016-03-01,1,1
VILLA CHARCAS,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2016-03-01,7,7
VILLA SERRANO,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2016-03-01,1,1
VILLA VACA GUZMAN (MUYUPAMPA),refencias y contrareferencias,pacientes contrareferidos al establecimiento,2016-03-01,1,1
VILLAZON,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2016-03-01,7,7
YAMPARAEZ,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2016-03-01,2,2
ZUDAÑEZ,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2016-03-01,1,1
ALCALA,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2016-04-01,3,3
ARBIETO,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2016-04-01,1,1
ASCENCION DE GUARAYOS,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2016-04-01,22,22
ATOCHA,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2016-04-01,1,1
AYATA,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2016-04-01,1,1
BERMEJO,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2016-04-01,6,6
CAMATAQUI (C. VILLA ABECIA),refencias y contrareferencias,pacientes contrareferidos al establecimiento,2016-04-01,2,2
CAMIRI,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2016-04-01,25,25
CHARAGUA,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2016-04-01,1,1
CHULUMANI (V. DE LA LIBERTAD),refencias y contrareferencias,pacientes contrareferidos al establecimiento,2016-04-01,2,2
CLIZA,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2016-04-01,8,8
COBIJA,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2016-04-01,20,20
COCHABAMBA,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2016-04-01,2,2
COLOMI,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2016-04-01,1,1
COLQUECHACA,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2016-04-01,3,3
CONCEPCION,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2016-04-01,1,1
CORIPATA,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2016-04-01,1,1
COROICO,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2016-04-01,1,1
COTAGAITA,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2016-04-01,1,1
COTOCA,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2016-04-01,1,1
CULPINA,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2016-04-01,1,1
CURVA,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2016-04-01,1,1
EL ALTO,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2016-04-01,28,28
EL PUENTE(STC),refencias y contrareferencias,pacientes contrareferidos al establecimiento,2016-04-01,3,3
FILADELFIA,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2016-04-01,3,3
GUAYARAMERIN,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2016-04-01,10,10
GUTIERREZ,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2016-04-01,1,1
HUACARETA,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2016-04-01,4,4
HUACAYA (VILLA DE HUACAYA),refencias y contrareferencias,pacientes contrareferidos al establecimiento,2016-04-01,2,2
HUANUNI,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2016-04-01,1,1
LA PAZ,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2016-04-01,708,708
MACHARETI,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2016-04-01,2,2
MAIRANA,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2016-04-01,4,4
MINEROS,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2016-04-01,2,2
MONTEAGUDO,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2016-04-01,1,1
MONTERO,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2016-04-01,9,9
OCURI,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2016-04-01,1,1
OMEREQUE,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2016-04-01,1,1
ORURO,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2016-04-01,83,83
PADILLA,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2016-04-01,30,30
PAILON,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2016-04-01,6,6
POOPO,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2016-04-01,2,2
POROMA,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2016-04-01,1,1
PORONGO,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2016-04-01,1,1
PORTACHUELO,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2016-04-01,5,5
POTOSI,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2016-04-01,13,13
PRESTO,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2016-04-01,6,6
PUERTO QUIJARRO,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2016-04-01,2,2
PUERTO SUAREZ,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2016-04-01,33,33
PUERTO VILLARROEL,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2016-04-01,9,9
QUILLACOLLO,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2016-04-01,4,4
RAVELO,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2016-04-01,1,1
RIBERALTA,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2016-04-01,15,15
ROBORE,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2016-04-01,4,4
RURRENABAQUE,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2016-04-01,3,3
SACABA,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2016-04-01,3,3
SAN BENITO,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2016-04-01,1,1
SAN BUENA VENTURA,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2016-04-01,1,1
SAN CARLOS,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2016-04-01,6,6
SAN IGNACIO DE VELASCO,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2016-04-01,1,1
SAN LUCAS,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2016-04-01,1,1
SAN MIGUEL DE VELASCO,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2016-04-01,5,5
SAN RAFAEL,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2016-04-01,4,4
SANTA ANA,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2016-04-01,1,1
SANTA CRUZ DE LA SIERRA,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2016-04-01,434,434
SANTIAGO DE HUARI,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2016-04-01,1,1
SOPACHUY,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2016-04-01,1,1
SUCRE,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2016-04-01,194,194
TARABUCO,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2016-04-01,2,2
TARIJA,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2016-04-01,6,6
