municipality,group,variable,month,PCD referidas a Unidades de Calificación de Discapacidad.,TOTAL
CHARAGUA,refencias y contrareferencias,pcd referidas a unidades de calificacion de discapacidad.,2016-06-01,1,1
CHIMORE,refencias y contrareferencias,pcd referidas a unidades de calificacion de discapacidad.,2016-06-01,1,1
COCHABAMBA,refencias y contrareferencias,pcd referidas a unidades de calificacion de discapacidad.,2016-06-01,1,1
COROICO,refencias y contrareferencias,pcd referidas a unidades de calificacion de discapacidad.,2016-06-01,1,1
COTOCA,refencias y contrareferencias,pcd referidas a unidades de calificacion de discapacidad.,2016-06-01,4,4
CUATRO CAÑADAS,refencias y contrareferencias,pcd referidas a unidades de calificacion de discapacidad.,2016-06-01,1,1
EL ALTO,refencias y contrareferencias,pcd referidas a unidades de calificacion de discapacidad.,2016-06-01,20,20
EL TORNO,refencias y contrareferencias,pcd referidas a unidades de calificacion de discapacidad.,2016-06-01,1,1
HUANUNI,refencias y contrareferencias,pcd referidas a unidades de calificacion de discapacidad.,2016-06-01,3,3
LA PAZ,refencias y contrareferencias,pcd referidas a unidades de calificacion de discapacidad.,2016-06-01,3,3
MINEROS,refencias y contrareferencias,pcd referidas a unidades de calificacion de discapacidad.,2016-06-01,2,2
ORURO,refencias y contrareferencias,pcd referidas a unidades de calificacion de discapacidad.,2016-06-01,1,1
QUILLACOLLO,refencias y contrareferencias,pcd referidas a unidades de calificacion de discapacidad.,2016-06-01,2,2
SAN MATIAS,refencias y contrareferencias,pcd referidas a unidades de calificacion de discapacidad.,2016-06-01,6,6
SANTA CRUZ DE LA SIERRA,refencias y contrareferencias,pcd referidas a unidades de calificacion de discapacidad.,2016-06-01,2,2
SUCRE,refencias y contrareferencias,pcd referidas a unidades de calificacion de discapacidad.,2016-06-01,2,2
TUPIZA,refencias y contrareferencias,pcd referidas a unidades de calificacion de discapacidad.,2016-06-01,1,1
VILLA TUNARI,refencias y contrareferencias,pcd referidas a unidades de calificacion de discapacidad.,2016-06-01,2,2
ACHOCALLA,refencias y contrareferencias,pcd referidas a unidades de calificacion de discapacidad.,2016-07-01,2,2
CARANAVI,refencias y contrareferencias,pcd referidas a unidades de calificacion de discapacidad.,2016-07-01,13,13
CHULUMANI (V. DE LA LIBERTAD),refencias y contrareferencias,pcd referidas a unidades de calificacion de discapacidad.,2016-07-01,10,10
COBIJA,refencias y contrareferencias,pcd referidas a unidades de calificacion de discapacidad.,2016-07-01,10,10
COCHABAMBA,refencias y contrareferencias,pcd referidas a unidades de calificacion de discapacidad.,2016-07-01,1,1
COLCAPIRHUA,refencias y contrareferencias,pcd referidas a unidades de calificacion de discapacidad.,2016-07-01,1,1
COROICO,refencias y contrareferencias,pcd referidas a unidades de calificacion de discapacidad.,2016-07-01,20,20
EL ALTO,refencias y contrareferencias,pcd referidas a unidades de calificacion de discapacidad.,2016-07-01,1,1
EL TORNO,refencias y contrareferencias,pcd referidas a unidades de calificacion de discapacidad.,2016-07-01,1,1
HUANUNI,refencias y contrareferencias,pcd referidas a unidades de calificacion de discapacidad.,2016-07-01,3,3
LA PAZ,refencias y contrareferencias,pcd referidas a unidades de calificacion de discapacidad.,2016-07-01,4,4
LAJA,refencias y contrareferencias,pcd referidas a unidades de calificacion de discapacidad.,2016-07-01,1,1
MONTERO,refencias y contrareferencias,pcd referidas a unidades de calificacion de discapacidad.,2016-07-01,1,1
ORURO,refencias y contrareferencias,pcd referidas a unidades de calificacion de discapacidad.,2016-07-01,7,7
QUILLACOLLO,refencias y contrareferencias,pcd referidas a unidades de calificacion de discapacidad.,2016-07-01,2,2
RIBERALTA,refencias y contrareferencias,pcd referidas a unidades de calificacion de discapacidad.,2016-07-01,1,1
SAN BUENA VENTURA,refencias y contrareferencias,pcd referidas a unidades de calificacion de discapacidad.,2016-07-01,1,1
SAN IGNACIO,refencias y contrareferencias,pcd referidas a unidades de calificacion de discapacidad.,2016-07-01,1,1
SANTA CRUZ DE LA SIERRA,refencias y contrareferencias,pcd referidas a unidades de calificacion de discapacidad.,2016-07-01,20,20
SANTIAGO DE CALLAPA,refencias y contrareferencias,pcd referidas a unidades de calificacion de discapacidad.,2016-07-01,1,1
SOPACHUY,refencias y contrareferencias,pcd referidas a unidades de calificacion de discapacidad.,2016-07-01,2,2
TARIJA,refencias y contrareferencias,pcd referidas a unidades de calificacion de discapacidad.,2016-07-01,190,190
TOLATA,refencias y contrareferencias,pcd referidas a unidades de calificacion de discapacidad.,2016-07-01,1,1
TRINIDAD,refencias y contrareferencias,pcd referidas a unidades de calificacion de discapacidad.,2016-07-01,1,1
TUPIZA,refencias y contrareferencias,pcd referidas a unidades de calificacion de discapacidad.,2016-07-01,15,15
ASCENCION DE GUARAYOS,refencias y contrareferencias,pcd referidas a unidades de calificacion de discapacidad.,2016-08-01,1,1
CAPINOTA,refencias y contrareferencias,pcd referidas a unidades de calificacion de discapacidad.,2016-08-01,1,1
CARANAVI,refencias y contrareferencias,pcd referidas a unidades de calificacion de discapacidad.,2016-08-01,9,9
CHIMORE,refencias y contrareferencias,pcd referidas a unidades de calificacion de discapacidad.,2016-08-01,3,3
COCHABAMBA,refencias y contrareferencias,pcd referidas a unidades de calificacion de discapacidad.,2016-08-01,3,3
COTOCA,refencias y contrareferencias,pcd referidas a unidades de calificacion de discapacidad.,2016-08-01,6,6
EL ALTO,refencias y contrareferencias,pcd referidas a unidades de calificacion de discapacidad.,2016-08-01,4,4
EL TORNO,refencias y contrareferencias,pcd referidas a unidades de calificacion de discapacidad.,2016-08-01,1,1
HUACARETA,refencias y contrareferencias,pcd referidas a unidades de calificacion de discapacidad.,2016-08-01,1,1
LA PAZ,refencias y contrareferencias,pcd referidas a unidades de calificacion de discapacidad.,2016-08-01,1931,1931
LAJA,refencias y contrareferencias,pcd referidas a unidades de calificacion de discapacidad.,2016-08-01,1,1
MONTEAGUDO,refencias y contrareferencias,pcd referidas a unidades de calificacion de discapacidad.,2016-08-01,2,2
ORURO,refencias y contrareferencias,pcd referidas a unidades de calificacion de discapacidad.,2016-08-01,13,13
PUERTO SUAREZ,refencias y contrareferencias,pcd referidas a unidades de calificacion de discapacidad.,2016-08-01,1,1
QUILLACOLLO,refencias y contrareferencias,pcd referidas a unidades de calificacion de discapacidad.,2016-08-01,3,3
RIBERALTA,refencias y contrareferencias,pcd referidas a unidades de calificacion de discapacidad.,2016-08-01,1,1
SAN ANDRES,refencias y contrareferencias,pcd referidas a unidades de calificacion de discapacidad.,2016-08-01,1,1
SAN BUENA VENTURA,refencias y contrareferencias,pcd referidas a unidades de calificacion de discapacidad.,2016-08-01,2,2
SANTA CRUZ DE LA SIERRA,refencias y contrareferencias,pcd referidas a unidades de calificacion de discapacidad.,2016-08-01,19,19
SHINAOTA,refencias y contrareferencias,pcd referidas a unidades de calificacion de discapacidad.,2016-08-01,1,1
SIPE SIPE,refencias y contrareferencias,pcd referidas a unidades de calificacion de discapacidad.,2016-08-01,1,1
SUCRE,refencias y contrareferencias,pcd referidas a unidades de calificacion de discapacidad.,2016-08-01,2,2
TRINIDAD,refencias y contrareferencias,pcd referidas a unidades de calificacion de discapacidad.,2016-08-01,2,2
TUPIZA,refencias y contrareferencias,pcd referidas a unidades de calificacion de discapacidad.,2016-08-01,36,36
VILLA MONTES,refencias y contrareferencias,pcd referidas a unidades de calificacion de discapacidad.,2016-08-01,2,2
ASCENCION DE GUARAYOS,refencias y contrareferencias,pcd referidas a unidades de calificacion de discapacidad.,2016-09-01,2,2
CARANAVI,refencias y contrareferencias,pcd referidas a unidades de calificacion de discapacidad.,2016-09-01,16,16
CARAPARI,refencias y contrareferencias,pcd referidas a unidades de calificacion de discapacidad.,2016-09-01,1,1
CHULUMANI (V. DE LA LIBERTAD),refencias y contrareferencias,pcd referidas a unidades de calificacion de discapacidad.,2016-09-01,1,1
COCHABAMBA,refencias y contrareferencias,pcd referidas a unidades de calificacion de discapacidad.,2016-09-01,2,2
COTAGAITA,refencias y contrareferencias,pcd referidas a unidades de calificacion de discapacidad.,2016-09-01,1,1
COTOCA,refencias y contrareferencias,pcd referidas a unidades de calificacion de discapacidad.,2016-09-01,7,7
EL ALTO,refencias y contrareferencias,pcd referidas a unidades de calificacion de discapacidad.,2016-09-01,55,55
EL PUENTE(TJA),refencias y contrareferencias,pcd referidas a unidades de calificacion de discapacidad.,2016-09-01,1,1
ENTRE RIOS TRJ,refencias y contrareferencias,pcd referidas a unidades de calificacion de discapacidad.,2016-09-01,2,2
INQUISIVI,refencias y contrareferencias,pcd referidas a unidades de calificacion de discapacidad.,2016-09-01,1,1
LA PAZ,refencias y contrareferencias,pcd referidas a unidades de calificacion de discapacidad.,2016-09-01,515,515
LAJA,refencias y contrareferencias,pcd referidas a unidades de calificacion de discapacidad.,2016-09-01,1,1
ORURO,refencias y contrareferencias,pcd referidas a unidades de calificacion de discapacidad.,2016-09-01,6,6
PAILON,refencias y contrareferencias,pcd referidas a unidades de calificacion de discapacidad.,2016-09-01,2,2
POROMA,refencias y contrareferencias,pcd referidas a unidades de calificacion de discapacidad.,2016-09-01,5,5
POTOSI,refencias y contrareferencias,pcd referidas a unidades de calificacion de discapacidad.,2016-09-01,2,2
PUERTO VILLARROEL,refencias y contrareferencias,pcd referidas a unidades de calificacion de discapacidad.,2016-09-01,1,1
PUNA,refencias y contrareferencias,pcd referidas a unidades de calificacion de discapacidad.,2016-09-01,1,1
SACABA,refencias y contrareferencias,pcd referidas a unidades de calificacion de discapacidad.,2016-09-01,1,1
SAN LUCAS,refencias y contrareferencias,pcd referidas a unidades de calificacion de discapacidad.,2016-09-01,2,2
SANTA CRUZ DE LA SIERRA,refencias y contrareferencias,pcd referidas a unidades de calificacion de discapacidad.,2016-09-01,22,22
SORACACHI,refencias y contrareferencias,pcd referidas a unidades de calificacion de discapacidad.,2016-09-01,1,1
SUCRE,refencias y contrareferencias,pcd referidas a unidades de calificacion de discapacidad.,2016-09-01,3,3
TARIJA,refencias y contrareferencias,pcd referidas a unidades de calificacion de discapacidad.,2016-09-01,1,1
TOMINA,refencias y contrareferencias,pcd referidas a unidades de calificacion de discapacidad.,2016-09-01,6,6
TRINIDAD,refencias y contrareferencias,pcd referidas a unidades de calificacion de discapacidad.,2016-09-01,1,1
TUPIZA,refencias y contrareferencias,pcd referidas a unidades de calificacion de discapacidad.,2016-09-01,19,19
YOCALLA,refencias y contrareferencias,pcd referidas a unidades de calificacion de discapacidad.,2016-09-01,5,5
ALCALA,refencias y contrareferencias,pcd referidas a unidades de calificacion de discapacidad.,2016-10-01,1,1
AZURDUY,refencias y contrareferencias,pcd referidas a unidades de calificacion de discapacidad.,2016-10-01,3,3
BETANZOS,refencias y contrareferencias,pcd referidas a unidades de calificacion de discapacidad.,2016-10-01,5,5
CAMARGO,refencias y contrareferencias,pcd referidas a unidades de calificacion de discapacidad.,2016-10-01,1,1
CAMIRI,refencias y contrareferencias,pcd referidas a unidades de calificacion de discapacidad.,2016-10-01,1,1
CAPINOTA,refencias y contrareferencias,pcd referidas a unidades de calificacion de discapacidad.,2016-10-01,1,1
CARANAVI,refencias y contrareferencias,pcd referidas a unidades de calificacion de discapacidad.,2016-10-01,4,4
CHULUMANI (V. DE LA LIBERTAD),refencias y contrareferencias,pcd referidas a unidades de calificacion de discapacidad.,2016-10-01,1,1
COCHABAMBA,refencias y contrareferencias,pcd referidas a unidades de calificacion de discapacidad.,2016-10-01,1,1
COLCAPIRHUA,refencias y contrareferencias,pcd referidas a unidades de calificacion de discapacidad.,2016-10-01,3,3
COTOCA,refencias y contrareferencias,pcd referidas a unidades de calificacion de discapacidad.,2016-10-01,4,4
EL ALTO,refencias y contrareferencias,pcd referidas a unidades de calificacion de discapacidad.,2016-10-01,8,8
EL PUENTE(TJA),refencias y contrareferencias,pcd referidas a unidades de calificacion de discapacidad.,2016-10-01,1,1
EL TORNO,refencias y contrareferencias,pcd referidas a unidades de calificacion de discapacidad.,2016-10-01,1,1
LA PAZ,refencias y contrareferencias,pcd referidas a unidades de calificacion de discapacidad.,2016-10-01,81,81
LAJA,refencias y contrareferencias,pcd referidas a unidades de calificacion de discapacidad.,2016-10-01,1,1
MONTEAGUDO,refencias y contrareferencias,pcd referidas a unidades de calificacion de discapacidad.,2016-10-01,5,5
ORURO,refencias y contrareferencias,pcd referidas a unidades de calificacion de discapacidad.,2016-10-01,5,5
PALOS BLANCOS,refencias y contrareferencias,pcd referidas a unidades de calificacion de discapacidad.,2016-10-01,1,1
POROMA,refencias y contrareferencias,pcd referidas a unidades de calificacion de discapacidad.,2016-10-01,2,2
PUERTO VILLARROEL,refencias y contrareferencias,pcd referidas a unidades de calificacion de discapacidad.,2016-10-01,1,1
QUILLACOLLO,refencias y contrareferencias,pcd referidas a unidades de calificacion de discapacidad.,2016-10-01,1,1
SALINAS DE GARCI MENDOZA,refencias y contrareferencias,pcd referidas a unidades de calificacion de discapacidad.,2016-10-01,1,1
SANTA CRUZ DE LA SIERRA,refencias y contrareferencias,pcd referidas a unidades de calificacion de discapacidad.,2016-10-01,8,8
SOPACHUY,refencias y contrareferencias,pcd referidas a unidades de calificacion de discapacidad.,2016-10-01,2,2
SUCRE,refencias y contrareferencias,pcd referidas a unidades de calificacion de discapacidad.,2016-10-01,5,5
TARIJA,refencias y contrareferencias,pcd referidas a unidades de calificacion de discapacidad.,2016-10-01,273,273
TARVITA,refencias y contrareferencias,pcd referidas a unidades de calificacion de discapacidad.,2016-10-01,18,18
TIRAQUE (CBBA),refencias y contrareferencias,pcd referidas a unidades de calificacion de discapacidad.,2016-10-01,4,4
TRINIDAD,refencias y contrareferencias,pcd referidas a unidades de calificacion de discapacidad.,2016-10-01,1,1
TUPIZA,refencias y contrareferencias,pcd referidas a unidades de calificacion de discapacidad.,2016-10-01,14,14
URIONDO (A. CONCEPCION),refencias y contrareferencias,pcd referidas a unidades de calificacion de discapacidad.,2016-10-01,1,1
APOLO,refencias y contrareferencias,pcd referidas a unidades de calificacion de discapacidad.,2016-11-01,1,1
BETANZOS,refencias y contrareferencias,pcd referidas a unidades de calificacion de discapacidad.,2016-11-01,2,2
EL ALTO,refencias y contrareferencias,pcd referidas a unidades de calificacion de discapacidad.,2016-11-01,7,7
HUANUNI,refencias y contrareferencias,pcd referidas a unidades de calificacion de discapacidad.,2016-11-01,1,1
LA PAZ,refencias y contrareferencias,pcd referidas a unidades de calificacion de discapacidad.,2016-11-01,10,10
LAJA,refencias y contrareferencias,pcd referidas a unidades de calificacion de discapacidad.,2016-11-01,1,1
MONTEAGUDO,refencias y contrareferencias,pcd referidas a unidades de calificacion de discapacidad.,2016-11-01,10,10
POCOATA,refencias y contrareferencias,pcd referidas a unidades de calificacion de discapacidad.,2016-11-01,9,9
PUERTO GONZALO MORENO,refencias y contrareferencias,pcd referidas a unidades de calificacion de discapacidad.,2016-11-01,1,1
SAN CARLOS,refencias y contrareferencias,pcd referidas a unidades de calificacion de discapacidad.,2016-11-01,2,2
SANTA CRUZ DE LA SIERRA,refencias y contrareferencias,pcd referidas a unidades de calificacion de discapacidad.,2016-11-01,51,51
SUCRE,refencias y contrareferencias,pcd referidas a unidades de calificacion de discapacidad.,2016-11-01,1,1
TARIJA,refencias y contrareferencias,pcd referidas a unidades de calificacion de discapacidad.,2016-11-01,230,230
TUPIZA,refencias y contrareferencias,pcd referidas a unidades de calificacion de discapacidad.,2016-11-01,16,16
WARNES,refencias y contrareferencias,pcd referidas a unidades de calificacion de discapacidad.,2016-11-01,1,1
YUNCHARA,refencias y contrareferencias,pcd referidas a unidades de calificacion de discapacidad.,2016-11-01,1,1
BATALLAS,refencias y contrareferencias,pcd referidas a unidades de calificacion de discapacidad.,2016-12-01,1,1
CAPINOTA,refencias y contrareferencias,pcd referidas a unidades de calificacion de discapacidad.,2016-12-01,43,43
CARANAVI,refencias y contrareferencias,pcd referidas a unidades de calificacion de discapacidad.,2016-12-01,10,10
COCHABAMBA,refencias y contrareferencias,pcd referidas a unidades de calificacion de discapacidad.,2016-12-01,4,4
COLCAPIRHUA,refencias y contrareferencias,pcd referidas a unidades de calificacion de discapacidad.,2016-12-01,1,1
EL ALTO,refencias y contrareferencias,pcd referidas a unidades de calificacion de discapacidad.,2016-12-01,28,28
EL TORNO,refencias y contrareferencias,pcd referidas a unidades de calificacion de discapacidad.,2016-12-01,2,2
HUANUNI,refencias y contrareferencias,pcd referidas a unidades de calificacion de discapacidad.,2016-12-01,2,2
LA PAZ,refencias y contrareferencias,pcd referidas a unidades de calificacion de discapacidad.,2016-12-01,111,111
LAJA,refencias y contrareferencias,pcd referidas a unidades de calificacion de discapacidad.,2016-12-01,1,1
MONTEAGUDO,refencias y contrareferencias,pcd referidas a unidades de calificacion de discapacidad.,2016-12-01,8,8
ORURO,refencias y contrareferencias,pcd referidas a unidades de calificacion de discapacidad.,2016-12-01,3,3
QUILLACOLLO,refencias y contrareferencias,pcd referidas a unidades de calificacion de discapacidad.,2016-12-01,2,2
SANTA CRUZ DE LA SIERRA,refencias y contrareferencias,pcd referidas a unidades de calificacion de discapacidad.,2016-12-01,11,11
SUCRE,refencias y contrareferencias,pcd referidas a unidades de calificacion de discapacidad.,2016-12-01,4,4
TARIJA,refencias y contrareferencias,pcd referidas a unidades de calificacion de discapacidad.,2016-12-01,347,347
TARVITA,refencias y contrareferencias,pcd referidas a unidades de calificacion de discapacidad.,2016-12-01,1,1
TUPIZA,refencias y contrareferencias,pcd referidas a unidades de calificacion de discapacidad.,2016-12-01,28,28
VILLA TUNARI,refencias y contrareferencias,pcd referidas a unidades de calificacion de discapacidad.,2016-12-01,1,1
WARNES,refencias y contrareferencias,pcd referidas a unidades de calificacion de discapacidad.,2016-12-01,1,1
YOCALLA,refencias y contrareferencias,pcd referidas a unidades de calificacion de discapacidad.,2016-12-01,3,3
