municipality,group,variable,month,Pacientes referidos recibidos por el establecimiento,TOTAL
HUAYLLAMARCA,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2022-01-01,1,1
ICLA,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2022-01-01,1,1
INCAHUASI,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2022-01-01,6,6
IXIAMAS,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2022-01-01,2,2
LA ASUNTA,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2022-01-01,3,3
LA GUARDIA,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2022-01-01,29,29
LA PAZ,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2022-01-01,12018,12018
LAGUNILLAS,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2022-01-01,1,1
LAJA,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2022-01-01,8,8
LAS CARRERAS,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2022-01-01,2,2
LLALLAGUA,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2022-01-01,42,42
MACHARETI,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2022-01-01,2,2
MAIRANA,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2022-01-01,17,17
MAPIRI,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2022-01-01,1,1
MECAPACA,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2022-01-01,1,1
MINEROS,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2022-01-01,3,3
MIZQUE,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2022-01-01,17,17
MOJOCOYA,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2022-01-01,1,1
MONTEAGUDO,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2022-01-01,59,59
MONTERO,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2022-01-01,1192,1192
MORO MORO,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2022-01-01,1,1
MOROCHATA,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2022-01-01,3,3
OKINAWA,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2022-01-01,23,23
ORURO,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2022-01-01,1466,1466
PADCAYA,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2022-01-01,8,8
PADILLA,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2022-01-01,30,30
PAILON,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2022-01-01,8,8
PALCA,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2022-01-01,1,1
PALOS BLANCOS,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2022-01-01,13,13
PATACAMAYA,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2022-01-01,15,15
POCONA,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2022-01-01,1,1
PORONGO,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2022-01-01,1,1
POSTRER VALLE,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2022-01-01,3,3
POTOSI,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2022-01-01,501,501
PRESTO,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2022-01-01,6,6
PUCARA,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2022-01-01,1,1
PUCARANI,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2022-01-01,1,1
PUERTO GONZALO MORENO,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2022-01-01,9,9
PUERTO SUAREZ,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2022-01-01,6,6
PUERTO VILLARROEL,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2022-01-01,309,309
PUNATA,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2022-01-01,828,828
QUILLACOLLO,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2022-01-01,186,186
RIBERALTA,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2022-01-01,367,367
ROBORE,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2022-01-01,6,6
RURRENABAQUE,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2022-01-01,10,10
SACABA,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2022-01-01,427,427
SACABAMBA,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2022-01-01,1,1
SACACA,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2022-01-01,1,1
SAMAIPATA,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2022-01-01,4,4
SAN ANTONIO DE LOMERIO,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2022-01-01,1,1
SAN BENITO,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2022-01-01,5,5
SAN BORJA,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2022-01-01,21,21
SAN BUENA VENTURA,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2022-01-01,11,11
SAN CARLOS,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2022-01-01,136,136
SAN IGNACIO,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2022-01-01,8,8
SAN IGNACIO DE VELASCO,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2022-01-01,49,49
SAN JOSE DE CHIQUITOS,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2022-01-01,2,2
SAN JULIAN,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2022-01-01,5,5
SAN LORENZO(TJA),refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2022-01-01,5,5
SAN LUCAS,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2022-01-01,61,61
SAN MATIAS,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2022-01-01,26,26
SAN MIGUEL DE VELASCO,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2022-01-01,1,1
SAN PEDRO,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2022-01-01,8,8
SAN PEDRO DE BUENA VISTA,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2022-01-01,1,1
SANTA ANA,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2022-01-01,2,2
SANTA CRUZ DE LA SIERRA,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2022-01-01,4827,4827
SANTIVAÑES,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2022-01-01,2,2
SHINAOTA,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2022-01-01,6,6
SICA SICA (VILLA AROMA),refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2022-01-01,1,1
SICAYA,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2022-01-01,1,1
SIPE SIPE,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2022-01-01,5,5
SOPACHUY,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2022-01-01,6,6
SUCRE,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2022-01-01,1502,1502
TAPACARI,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2022-01-01,1,1
TARABUCO,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2022-01-01,33,33
TARATA,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2022-01-01,2,2
TARIJA,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2022-01-01,680,680
TARVITA,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2022-01-01,4,4
TIAHUANACU,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2022-01-01,5,5
TIPUANI,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2022-01-01,1,1
TIQUIPAYA,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2022-01-01,116,116
TOLATA,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2022-01-01,4,4
TOMINA,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2022-01-01,4,4
TORO TORO,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2022-01-01,2,2
TOTORA(CBBA),refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2022-01-01,18,18
TRINIDAD,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2022-01-01,983,983
TUPIZA,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2022-01-01,214,214
URIONDO (A. CONCEPCION),refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2022-01-01,9,9
UYUNI,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2022-01-01,17,17
VALLEGRANDE,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2022-01-01,27,27
VIACHA,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2022-01-01,103,103
VILLA CHARCAS,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2022-01-01,1,1
VILLA MONTES,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2022-01-01,46,46
VILLA SERRANO,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2022-01-01,5,5
VILLA TUNARI,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2022-01-01,87,87
VILLA VACA GUZMAN (MUYUPAMPA),refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2022-01-01,7,7
VILLAZON,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2022-01-01,224,224
VINTO,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2022-01-01,128,128
WARNES,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2022-01-01,162,162
YACUIBA,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2022-01-01,236,236
YAMPARAEZ,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2022-01-01,1,1
YAPACANI,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2022-01-01,385,385
ACHACACHI,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2022-02-01,153,153
ACHOCALLA,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2022-02-01,1,1
AIQUILE,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2022-02-01,12,12
ALTO BENI,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2022-02-01,2,2
ANZALDO,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2022-02-01,1,1
APOLO,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2022-02-01,5,5
ARAMPAMPA,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2022-02-01,1,1
ARANI,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2022-02-01,18,18
ARBIETO,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2022-02-01,6,6
ASCENCION DE GUARAYOS,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2022-02-01,23,23
ATOCHA,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2022-02-01,3,3
AYOPAYA (V. DE INDEPENDENCIA),refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2022-02-01,2,2
AZURDUY,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2022-02-01,2,2
BATALLAS,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2022-02-01,2,2
BERMEJO,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2022-02-01,981,981
BETANZOS,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2022-02-01,4,4
BOYUIBE,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2022-02-01,4,4
BUENA VISTA,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2022-02-01,2,2
CAJUATA,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2022-02-01,1,1
CAMARGO,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2022-02-01,73,73
CAMATAQUI (C. VILLA ABECIA),refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2022-02-01,3,3
CAPINOTA,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2022-02-01,38,38
CARANAVI,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2022-02-01,45,45
CARAPARI,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2022-02-01,13,13
CARIPUYO,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2022-02-01,1,1
CARMEN RIVERO TORREZ,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2022-02-01,2,2
CHALLAPATA,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2022-02-01,10,10
CHAQUI,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2022-02-01,2,2
CHARAGUA,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2022-02-01,24,24
CHIMORE,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2022-02-01,12,12
CHULUMANI (V. DE LA LIBERTAD),refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2022-02-01,23,23
CLIZA,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2022-02-01,24,24
COBIJA,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2022-02-01,11,11
COCAPATA,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2022-02-01,2,2
COCHABAMBA,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2022-02-01,5425,5425
COLCAPIRHUA,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2022-02-01,66,66
COLOMI,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2022-02-01,6,6
COLQUECHACA,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2022-02-01,1,1
COLQUIRI,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2022-02-01,1,1
COMARAPA,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2022-02-01,36,36
COMBAYA,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2022-02-01,2,2
CONCEPCION,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2022-02-01,1,1
CORIPATA,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2022-02-01,2,2
COROICO,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2022-02-01,121,121
COTAGAITA,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2022-02-01,3,3
COTOCA,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2022-02-01,8,8
CUATRO CAÑADAS,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2022-02-01,2,2
CUEVO,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2022-02-01,4,4
CULPINA,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2022-02-01,5,5
EL ALTO,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2022-02-01,2491,2491
EL PUENTE(TJA),refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2022-02-01,1,1
EL TORNO,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2022-02-01,198,198
EL VILLAR,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2022-02-01,2,2
ENTRE RIOS TRJ,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2022-02-01,8,8
ENTRE RIOS CBBA,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2022-02-01,53,53
ESCOMA,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2022-02-01,8,8
EXALTACION,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2022-02-01,1,1
FERNANDEZ ALONSO,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2022-02-01,4,4
FILADELFIA,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2022-02-01,4,4
GENERAL SAAVEDRA,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2022-02-01,4,4
GUANAY,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2022-02-01,3,3
GUAYARAMERIN,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2022-02-01,55,55
GUTIERREZ,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2022-02-01,7,7
HUACARETA,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2022-02-01,7,7
HUANUNI,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2022-02-01,7,7
INCAHUASI,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2022-02-01,7,7
IRUPANA (VILLA DE LANZA),refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2022-02-01,1,1
JESUS DE MACHACA,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2022-02-01,1,1
LA ASUNTA,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2022-02-01,6,6
LA GUARDIA,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2022-02-01,32,32
LA PAZ,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2022-02-01,12560,12560
LAGUNILLAS,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2022-02-01,1,1
LAJA,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2022-02-01,1,1
LLALLAGUA,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2022-02-01,55,55
LLICA,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2022-02-01,1,1
MACHARETI,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2022-02-01,2,2
MAGDALENA,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2022-02-01,9,9
MAIRANA,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2022-02-01,11,11
MAPIRI,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2022-02-01,1,1
MECAPACA,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2022-02-01,1,1
MINEROS,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2022-02-01,7,7
MIZQUE,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2022-02-01,20,20
MOJOCOYA,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2022-02-01,2,2
MONTEAGUDO,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2022-02-01,51,51
MONTERO,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2022-02-01,2353,2353
MORO MORO,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2022-02-01,1,1
OCURI,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2022-02-01,3,3
OKINAWA,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2022-02-01,20,20
OMEREQUE,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2022-02-01,1,1
ORURO,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2022-02-01,1684,1684
PADCAYA,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2022-02-01,16,16
PADILLA,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2022-02-01,39,39
PAILON,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2022-02-01,4,4
PALOS BLANCOS,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2022-02-01,23,23
PATACAMAYA,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2022-02-01,23,23
PELECHUCO,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2022-02-01,1,1
POCONA,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2022-02-01,1,1
PORONGO,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2022-02-01,2,2
POSTRER VALLE,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2022-02-01,1,1
POTOSI,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2022-02-01,748,748
PRESTO,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2022-02-01,2,2
PUCARA,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2022-02-01,1,1
PUERTO ACOSTA,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2022-02-01,3,3
PUERTO GONZALO MORENO,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2022-02-01,7,7
PUERTO SUAREZ,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2022-02-01,1,1
PUERTO VILLARROEL,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2022-02-01,386,386
PUNA,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2022-02-01,2,2
PUNATA,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2022-02-01,809,809
QUILLACOLLO,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2022-02-01,377,377
QUIME,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2022-02-01,1,1
RIBERALTA,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2022-02-01,516,516
ROBORE,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2022-02-01,8,8
RURRENABAQUE,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2022-02-01,13,13
SACABA,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2022-02-01,293,293
SACACA,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2022-02-01,1,1
SAMAIPATA,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2022-02-01,6,6
SAN BENITO,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2022-02-01,1,1
SAN BORJA,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2022-02-01,24,24
