municipality,group,variable,month,PCD referidas a Unidades de Calificación de Discapacidad.,TOTAL
BETANZOS,refencias y contrareferencias,pcd referidas a unidades de calificacion de discapacidad.,2022-05-01,3,3
CAJUATA,refencias y contrareferencias,pcd referidas a unidades de calificacion de discapacidad.,2022-05-01,1,1
CARANAVI,refencias y contrareferencias,pcd referidas a unidades de calificacion de discapacidad.,2022-05-01,11,11
CKOCHAS,refencias y contrareferencias,pcd referidas a unidades de calificacion de discapacidad.,2022-05-01,3,3
COBIJA,refencias y contrareferencias,pcd referidas a unidades de calificacion de discapacidad.,2022-05-01,1,1
COCHABAMBA,refencias y contrareferencias,pcd referidas a unidades de calificacion de discapacidad.,2022-05-01,11,11
COLCAPIRHUA,refencias y contrareferencias,pcd referidas a unidades de calificacion de discapacidad.,2022-05-01,1,1
CORO CORO,refencias y contrareferencias,pcd referidas a unidades de calificacion de discapacidad.,2022-05-01,3,3
EL ALTO,refencias y contrareferencias,pcd referidas a unidades de calificacion de discapacidad.,2022-05-01,14,14
EL PUENTE(TJA),refencias y contrareferencias,pcd referidas a unidades de calificacion de discapacidad.,2022-05-01,1,1
LA PAZ,refencias y contrareferencias,pcd referidas a unidades de calificacion de discapacidad.,2022-05-01,11,11
MOCOMOCO,refencias y contrareferencias,pcd referidas a unidades de calificacion de discapacidad.,2022-05-01,1,1
MONTERO,refencias y contrareferencias,pcd referidas a unidades de calificacion de discapacidad.,2022-05-01,6,6
POTOSI,refencias y contrareferencias,pcd referidas a unidades de calificacion de discapacidad.,2022-05-01,7,7
RIBERALTA,refencias y contrareferencias,pcd referidas a unidades de calificacion de discapacidad.,2022-05-01,2,2
SAN LORENZO(TJA),refencias y contrareferencias,pcd referidas a unidades de calificacion de discapacidad.,2022-05-01,1,1
SAN LUCAS,refencias y contrareferencias,pcd referidas a unidades de calificacion de discapacidad.,2022-05-01,1,1
SANTA CRUZ DE LA SIERRA,refencias y contrareferencias,pcd referidas a unidades de calificacion de discapacidad.,2022-05-01,2,2
SUCRE,refencias y contrareferencias,pcd referidas a unidades de calificacion de discapacidad.,2022-05-01,2,2
TARIJA,refencias y contrareferencias,pcd referidas a unidades de calificacion de discapacidad.,2022-05-01,6,6
TARVITA,refencias y contrareferencias,pcd referidas a unidades de calificacion de discapacidad.,2022-05-01,9,9
TIAHUANACU,refencias y contrareferencias,pcd referidas a unidades de calificacion de discapacidad.,2022-05-01,2,2
TRINIDAD,refencias y contrareferencias,pcd referidas a unidades de calificacion de discapacidad.,2022-05-01,5,5
YACUIBA,refencias y contrareferencias,pcd referidas a unidades de calificacion de discapacidad.,2022-05-01,2,2
ZUDAÑEZ,refencias y contrareferencias,pcd referidas a unidades de calificacion de discapacidad.,2022-05-01,1,1
CARANAVI,refencias y contrareferencias,pcd referidas a unidades de calificacion de discapacidad.,2022-06-01,9,9
COBIJA,refencias y contrareferencias,pcd referidas a unidades de calificacion de discapacidad.,2022-06-01,1,1
COCHABAMBA,refencias y contrareferencias,pcd referidas a unidades de calificacion de discapacidad.,2022-06-01,11,11
CUATRO CAÑADAS,refencias y contrareferencias,pcd referidas a unidades de calificacion de discapacidad.,2022-06-01,1,1
EL ALTO,refencias y contrareferencias,pcd referidas a unidades de calificacion de discapacidad.,2022-06-01,7,7
EL TORNO,refencias y contrareferencias,pcd referidas a unidades de calificacion de discapacidad.,2022-06-01,1,1
LA ASUNTA,refencias y contrareferencias,pcd referidas a unidades de calificacion de discapacidad.,2022-06-01,1,1
LA PAZ,refencias y contrareferencias,pcd referidas a unidades de calificacion de discapacidad.,2022-06-01,6,6
MONTERO,refencias y contrareferencias,pcd referidas a unidades de calificacion de discapacidad.,2022-06-01,5,5
PAILON,refencias y contrareferencias,pcd referidas a unidades de calificacion de discapacidad.,2022-06-01,6,6
RIBERALTA,refencias y contrareferencias,pcd referidas a unidades de calificacion de discapacidad.,2022-06-01,1,1
SACABA,refencias y contrareferencias,pcd referidas a unidades de calificacion de discapacidad.,2022-06-01,1,1
SAN BORJA,refencias y contrareferencias,pcd referidas a unidades de calificacion de discapacidad.,2022-06-01,4,4
SAN LUCAS,refencias y contrareferencias,pcd referidas a unidades de calificacion de discapacidad.,2022-06-01,1,1
TARATA,refencias y contrareferencias,pcd referidas a unidades de calificacion de discapacidad.,2022-06-01,1,1
TARIJA,refencias y contrareferencias,pcd referidas a unidades de calificacion de discapacidad.,2022-06-01,20,20
TARVITA,refencias y contrareferencias,pcd referidas a unidades de calificacion de discapacidad.,2022-06-01,2,2
TIAHUANACU,refencias y contrareferencias,pcd referidas a unidades de calificacion de discapacidad.,2022-06-01,1,1
TRINIDAD,refencias y contrareferencias,pcd referidas a unidades de calificacion de discapacidad.,2022-06-01,6,6
VALLEGRANDE,refencias y contrareferencias,pcd referidas a unidades de calificacion de discapacidad.,2022-06-01,9,9
VILLA SERRANO,refencias y contrareferencias,pcd referidas a unidades de calificacion de discapacidad.,2022-06-01,1,1
VILLA VACA GUZMAN (MUYUPAMPA),refencias y contrareferencias,pcd referidas a unidades de calificacion de discapacidad.,2022-06-01,16,16
YACUIBA,refencias y contrareferencias,pcd referidas a unidades de calificacion de discapacidad.,2022-06-01,2,2
BERMEJO,refencias y contrareferencias,pcd referidas a unidades de calificacion de discapacidad.,2022-07-01,1,1
BETANZOS,refencias y contrareferencias,pcd referidas a unidades de calificacion de discapacidad.,2022-07-01,1,1
CARANAVI,refencias y contrareferencias,pcd referidas a unidades de calificacion de discapacidad.,2022-07-01,11,11
COCHABAMBA,refencias y contrareferencias,pcd referidas a unidades de calificacion de discapacidad.,2022-07-01,2,2
EL ALTO,refencias y contrareferencias,pcd referidas a unidades de calificacion de discapacidad.,2022-07-01,4,4
LA PAZ,refencias y contrareferencias,pcd referidas a unidades de calificacion de discapacidad.,2022-07-01,6,6
MONTERO,refencias y contrareferencias,pcd referidas a unidades de calificacion de discapacidad.,2022-07-01,2,2
ORURO,refencias y contrareferencias,pcd referidas a unidades de calificacion de discapacidad.,2022-07-01,4,4
PAILON,refencias y contrareferencias,pcd referidas a unidades de calificacion de discapacidad.,2022-07-01,4,4
POTOSI,refencias y contrareferencias,pcd referidas a unidades de calificacion de discapacidad.,2022-07-01,4,4
PUERTO CARABUCO,refencias y contrareferencias,pcd referidas a unidades de calificacion de discapacidad.,2022-07-01,1,1
PUNA,refencias y contrareferencias,pcd referidas a unidades de calificacion de discapacidad.,2022-07-01,1,1
RIBERALTA,refencias y contrareferencias,pcd referidas a unidades de calificacion de discapacidad.,2022-07-01,2,2
ROBORE,refencias y contrareferencias,pcd referidas a unidades de calificacion de discapacidad.,2022-07-01,3,3
SAN BORJA,refencias y contrareferencias,pcd referidas a unidades de calificacion de discapacidad.,2022-07-01,7,7
SAN JOAQUIN,refencias y contrareferencias,pcd referidas a unidades de calificacion de discapacidad.,2022-07-01,3,3
SAN PEDRO DE BUENA VISTA,refencias y contrareferencias,pcd referidas a unidades de calificacion de discapacidad.,2022-07-01,3,3
SUCRE,refencias y contrareferencias,pcd referidas a unidades de calificacion de discapacidad.,2022-07-01,1,1
TARIJA,refencias y contrareferencias,pcd referidas a unidades de calificacion de discapacidad.,2022-07-01,3,3
TRINIDAD,refencias y contrareferencias,pcd referidas a unidades de calificacion de discapacidad.,2022-07-01,3,3
VILLA VACA GUZMAN (MUYUPAMPA),refencias y contrareferencias,pcd referidas a unidades de calificacion de discapacidad.,2022-07-01,1,1
WALDO BALLIVIAN,refencias y contrareferencias,pcd referidas a unidades de calificacion de discapacidad.,2022-07-01,2,2
YACUIBA,refencias y contrareferencias,pcd referidas a unidades de calificacion de discapacidad.,2022-07-01,1,1
ZUDAÑEZ,refencias y contrareferencias,pcd referidas a unidades de calificacion de discapacidad.,2022-07-01,2,2
BETANZOS,refencias y contrareferencias,pcd referidas a unidades de calificacion de discapacidad.,2022-08-01,2,2
CARANAVI,refencias y contrareferencias,pcd referidas a unidades de calificacion de discapacidad.,2022-08-01,13,13
COCHABAMBA,refencias y contrareferencias,pcd referidas a unidades de calificacion de discapacidad.,2022-08-01,23,23
COLCAPIRHUA,refencias y contrareferencias,pcd referidas a unidades de calificacion de discapacidad.,2022-08-01,1,1
CORO CORO,refencias y contrareferencias,pcd referidas a unidades de calificacion de discapacidad.,2022-08-01,1,1
EL ALTO,refencias y contrareferencias,pcd referidas a unidades de calificacion de discapacidad.,2022-08-01,21,21
EL TORNO,refencias y contrareferencias,pcd referidas a unidades de calificacion de discapacidad.,2022-08-01,3,3
EXALTACION,refencias y contrareferencias,pcd referidas a unidades de calificacion de discapacidad.,2022-08-01,2,2
LA PAZ,refencias y contrareferencias,pcd referidas a unidades de calificacion de discapacidad.,2022-08-01,63,63
MINEROS,refencias y contrareferencias,pcd referidas a unidades de calificacion de discapacidad.,2022-08-01,1,1
MONTERO,refencias y contrareferencias,pcd referidas a unidades de calificacion de discapacidad.,2022-08-01,1,1
PADCAYA,refencias y contrareferencias,pcd referidas a unidades de calificacion de discapacidad.,2022-08-01,2,2
PAILON,refencias y contrareferencias,pcd referidas a unidades de calificacion de discapacidad.,2022-08-01,2,2
POTOSI,refencias y contrareferencias,pcd referidas a unidades de calificacion de discapacidad.,2022-08-01,2,2
PUERTO CARABUCO,refencias y contrareferencias,pcd referidas a unidades de calificacion de discapacidad.,2022-08-01,3,3
RIBERALTA,refencias y contrareferencias,pcd referidas a unidades de calificacion de discapacidad.,2022-08-01,1,1
ROBORE,refencias y contrareferencias,pcd referidas a unidades de calificacion de discapacidad.,2022-08-01,9,9
SAN BORJA,refencias y contrareferencias,pcd referidas a unidades de calificacion de discapacidad.,2022-08-01,17,17
SAN JOAQUIN,refencias y contrareferencias,pcd referidas a unidades de calificacion de discapacidad.,2022-08-01,3,3
SAN PABLO DE LIPEZ,refencias y contrareferencias,pcd referidas a unidades de calificacion de discapacidad.,2022-08-01,1,1
SUCRE,refencias y contrareferencias,pcd referidas a unidades de calificacion de discapacidad.,2022-08-01,5,5
TIAHUANACU,refencias y contrareferencias,pcd referidas a unidades de calificacion de discapacidad.,2022-08-01,2,2
TRINIDAD,refencias y contrareferencias,pcd referidas a unidades de calificacion de discapacidad.,2022-08-01,8,8
VALLEGRANDE,refencias y contrareferencias,pcd referidas a unidades de calificacion de discapacidad.,2022-08-01,5,5
VIACHA,refencias y contrareferencias,pcd referidas a unidades de calificacion de discapacidad.,2022-08-01,1,1
VILLA VACA GUZMAN (MUYUPAMPA),refencias y contrareferencias,pcd referidas a unidades de calificacion de discapacidad.,2022-08-01,1,1
WALDO BALLIVIAN,refencias y contrareferencias,pcd referidas a unidades de calificacion de discapacidad.,2022-08-01,1,1
WARNES,refencias y contrareferencias,pcd referidas a unidades de calificacion de discapacidad.,2022-08-01,1,1
ZUDAÑEZ,refencias y contrareferencias,pcd referidas a unidades de calificacion de discapacidad.,2022-08-01,1,1
BETANZOS,refencias y contrareferencias,pcd referidas a unidades de calificacion de discapacidad.,2022-09-01,4,4
CARANAVI,refencias y contrareferencias,pcd referidas a unidades de calificacion de discapacidad.,2022-09-01,26,26
COCHABAMBA,refencias y contrareferencias,pcd referidas a unidades de calificacion de discapacidad.,2022-09-01,1,1
CORO CORO,refencias y contrareferencias,pcd referidas a unidades de calificacion de discapacidad.,2022-09-01,1,1
EL ALTO,refencias y contrareferencias,pcd referidas a unidades de calificacion de discapacidad.,2022-09-01,11,11
LA PAZ,refencias y contrareferencias,pcd referidas a unidades de calificacion de discapacidad.,2022-09-01,2,2
MONTERO,refencias y contrareferencias,pcd referidas a unidades de calificacion de discapacidad.,2022-09-01,2,2
PADCAYA,refencias y contrareferencias,pcd referidas a unidades de calificacion de discapacidad.,2022-09-01,2,2
POROMA,refencias y contrareferencias,pcd referidas a unidades de calificacion de discapacidad.,2022-09-01,1,1
POTOSI,refencias y contrareferencias,pcd referidas a unidades de calificacion de discapacidad.,2022-09-01,3,3
RIBERALTA,refencias y contrareferencias,pcd referidas a unidades de calificacion de discapacidad.,2022-09-01,1,1
ROBORE,refencias y contrareferencias,pcd referidas a unidades de calificacion de discapacidad.,2022-09-01,1,1
SAN ANDRES,refencias y contrareferencias,pcd referidas a unidades de calificacion de discapacidad.,2022-09-01,1,1
SAN BORJA,refencias y contrareferencias,pcd referidas a unidades de calificacion de discapacidad.,2022-09-01,7,7
SAN JOSE DE CHIQUITOS,refencias y contrareferencias,pcd referidas a unidades de calificacion de discapacidad.,2022-09-01,1,1
SUCRE,refencias y contrareferencias,pcd referidas a unidades de calificacion de discapacidad.,2022-09-01,5,5
TARIJA,refencias y contrareferencias,pcd referidas a unidades de calificacion de discapacidad.,2022-09-01,8,8
TRINIDAD,refencias y contrareferencias,pcd referidas a unidades de calificacion de discapacidad.,2022-09-01,6,6
VIACHA,refencias y contrareferencias,pcd referidas a unidades de calificacion de discapacidad.,2022-09-01,12,12
VILLA VACA GUZMAN (MUYUPAMPA),refencias y contrareferencias,pcd referidas a unidades de calificacion de discapacidad.,2022-09-01,2,2
ZUDAÑEZ,refencias y contrareferencias,pcd referidas a unidades de calificacion de discapacidad.,2022-09-01,2,2
ANCORAIMES,refencias y contrareferencias,pcd referidas a unidades de calificacion de discapacidad.,2022-10-01,4,4
AYO AYO,refencias y contrareferencias,pcd referidas a unidades de calificacion de discapacidad.,2022-10-01,15,15
BETANZOS,refencias y contrareferencias,pcd referidas a unidades de calificacion de discapacidad.,2022-10-01,5,5
CARANAVI,refencias y contrareferencias,pcd referidas a unidades de calificacion de discapacidad.,2022-10-01,12,12
COCHABAMBA,refencias y contrareferencias,pcd referidas a unidades de calificacion de discapacidad.,2022-10-01,2,2
CUATRO CAÑADAS,refencias y contrareferencias,pcd referidas a unidades de calificacion de discapacidad.,2022-10-01,3,3
EL ALTO,refencias y contrareferencias,pcd referidas a unidades de calificacion de discapacidad.,2022-10-01,11,11
GUAYARAMERIN,refencias y contrareferencias,pcd referidas a unidades de calificacion de discapacidad.,2022-10-01,1,1
LA PAZ,refencias y contrareferencias,pcd referidas a unidades de calificacion de discapacidad.,2022-10-01,6,6
POTOSI,refencias y contrareferencias,pcd referidas a unidades de calificacion de discapacidad.,2022-10-01,3,3
PUCARANI,refencias y contrareferencias,pcd referidas a unidades de calificacion de discapacidad.,2022-10-01,3,3
ROBORE,refencias y contrareferencias,pcd referidas a unidades de calificacion de discapacidad.,2022-10-01,2,2
SAN BORJA,refencias y contrareferencias,pcd referidas a unidades de calificacion de discapacidad.,2022-10-01,1,1
SUCRE,refencias y contrareferencias,pcd referidas a unidades de calificacion de discapacidad.,2022-10-01,3,3
TARIJA,refencias y contrareferencias,pcd referidas a unidades de calificacion de discapacidad.,2022-10-01,1,1
TRINIDAD,refencias y contrareferencias,pcd referidas a unidades de calificacion de discapacidad.,2022-10-01,11,11
VALLEGRANDE,refencias y contrareferencias,pcd referidas a unidades de calificacion de discapacidad.,2022-10-01,20,20
VIACHA,refencias y contrareferencias,pcd referidas a unidades de calificacion de discapacidad.,2022-10-01,1,1
WARNES,refencias y contrareferencias,pcd referidas a unidades de calificacion de discapacidad.,2022-10-01,1,1
YACUIBA,refencias y contrareferencias,pcd referidas a unidades de calificacion de discapacidad.,2022-10-01,1,1
AZURDUY,refencias y contrareferencias,pcd referidas a unidades de calificacion de discapacidad.,2022-11-01,2,2
CARANAVI,refencias y contrareferencias,pcd referidas a unidades de calificacion de discapacidad.,2022-11-01,12,12
CKOCHAS,refencias y contrareferencias,pcd referidas a unidades de calificacion de discapacidad.,2022-11-01,1,1
COCHABAMBA,refencias y contrareferencias,pcd referidas a unidades de calificacion de discapacidad.,2022-11-01,2,2
"COLCHA ""K""",refencias y contrareferencias,pcd referidas a unidades de calificacion de discapacidad.,2022-11-01,3,3
EL ALTO,refencias y contrareferencias,pcd referidas a unidades de calificacion de discapacidad.,2022-11-01,8,8
LA PAZ,refencias y contrareferencias,pcd referidas a unidades de calificacion de discapacidad.,2022-11-01,47,47
MONTERO,refencias y contrareferencias,pcd referidas a unidades de calificacion de discapacidad.,2022-11-01,5,5
ORURO,refencias y contrareferencias,pcd referidas a unidades de calificacion de discapacidad.,2022-11-01,1,1
PADCAYA,refencias y contrareferencias,pcd referidas a unidades de calificacion de discapacidad.,2022-11-01,1,1
POTOSI,refencias y contrareferencias,pcd referidas a unidades de calificacion de discapacidad.,2022-11-01,4,4
PUERTO CARABUCO,refencias y contrareferencias,pcd referidas a unidades de calificacion de discapacidad.,2022-11-01,3,3
SAIPINA,refencias y contrareferencias,pcd referidas a unidades de calificacion de discapacidad.,2022-11-01,7,7
SAN LORENZO(TJA),refencias y contrareferencias,pcd referidas a unidades de calificacion de discapacidad.,2022-11-01,1,1
SUCRE,refencias y contrareferencias,pcd referidas a unidades de calificacion de discapacidad.,2022-11-01,4,4
TARVITA,refencias y contrareferencias,pcd referidas a unidades de calificacion de discapacidad.,2022-11-01,1,1
TRINIDAD,refencias y contrareferencias,pcd referidas a unidades de calificacion de discapacidad.,2022-11-01,8,8
VACAS,refencias y contrareferencias,pcd referidas a unidades de calificacion de discapacidad.,2022-11-01,2,2
VALLEGRANDE,refencias y contrareferencias,pcd referidas a unidades de calificacion de discapacidad.,2022-11-01,7,7
VIACHA,refencias y contrareferencias,pcd referidas a unidades de calificacion de discapacidad.,2022-11-01,7,7
ZUDAÑEZ,refencias y contrareferencias,pcd referidas a unidades de calificacion de discapacidad.,2022-11-01,2,2
CARANAVI,refencias y contrareferencias,pcd referidas a unidades de calificacion de discapacidad.,2022-12-01,8,8
COCHABAMBA,refencias y contrareferencias,pcd referidas a unidades de calificacion de discapacidad.,2022-12-01,1,1
CUEVO,refencias y contrareferencias,pcd referidas a unidades de calificacion de discapacidad.,2022-12-01,1,1
EL ALTO,refencias y contrareferencias,pcd referidas a unidades de calificacion de discapacidad.,2022-12-01,4,4
GENERAL SAAVEDRA,refencias y contrareferencias,pcd referidas a unidades de calificacion de discapacidad.,2022-12-01,1,1
LA PAZ,refencias y contrareferencias,pcd referidas a unidades de calificacion de discapacidad.,2022-12-01,7,7
LLICA,refencias y contrareferencias,pcd referidas a unidades de calificacion de discapacidad.,2022-12-01,2,2
MOCOMOCO,refencias y contrareferencias,pcd referidas a unidades de calificacion de discapacidad.,2022-12-01,1,1
MONTERO,refencias y contrareferencias,pcd referidas a unidades de calificacion de discapacidad.,2022-12-01,5,5
ORURO,refencias y contrareferencias,pcd referidas a unidades de calificacion de discapacidad.,2022-12-01,1,1
PADCAYA,refencias y contrareferencias,pcd referidas a unidades de calificacion de discapacidad.,2022-12-01,1,1
PALOS BLANCOS,refencias y contrareferencias,pcd referidas a unidades de calificacion de discapacidad.,2022-12-01,1,1
POTOSI,refencias y contrareferencias,pcd referidas a unidades de calificacion de discapacidad.,2022-12-01,6,6
PUERTO SUAREZ,refencias y contrareferencias,pcd referidas a unidades de calificacion de discapacidad.,2022-12-01,12,12
