municipality,group,variable,month,Pacientes referidos a otros establecimientos,TOTAL
EL ALTO,refencias y contrareferencias,pacientes referidos a otros establecimientos,2022-01-01,6056,6056
EL CHORO,refencias y contrareferencias,pacientes referidos a otros establecimientos,2022-01-01,2,2
EL PUENTE(STC),refencias y contrareferencias,pacientes referidos a otros establecimientos,2022-01-01,8,8
EL PUENTE(TJA),refencias y contrareferencias,pacientes referidos a otros establecimientos,2022-01-01,21,21
EL TORNO,refencias y contrareferencias,pacientes referidos a otros establecimientos,2022-01-01,181,181
EL VILLAR,refencias y contrareferencias,pacientes referidos a otros establecimientos,2022-01-01,19,19
ENTRE RIOS TRJ,refencias y contrareferencias,pacientes referidos a otros establecimientos,2022-01-01,40,40
ENTRE RIOS CBBA,refencias y contrareferencias,pacientes referidos a otros establecimientos,2022-01-01,167,167
ESCARA,refencias y contrareferencias,pacientes referidos a otros establecimientos,2022-01-01,1,1
ESCOMA,refencias y contrareferencias,pacientes referidos a otros establecimientos,2022-01-01,4,4
EUCALIPTUS,refencias y contrareferencias,pacientes referidos a otros establecimientos,2022-01-01,3,3
EUREKA (SANTOS MERCADO),refencias y contrareferencias,pacientes referidos a otros establecimientos,2022-01-01,1,1
EXALTACION,refencias y contrareferencias,pacientes referidos a otros establecimientos,2022-01-01,1,1
FERNANDEZ ALONSO,refencias y contrareferencias,pacientes referidos a otros establecimientos,2022-01-01,30,30
FILADELFIA,refencias y contrareferencias,pacientes referidos a otros establecimientos,2022-01-01,21,21
GAIOC JATUN AYLLU YURA,refencias y contrareferencias,pacientes referidos a otros establecimientos,2022-01-01,1,1
GENERAL SAAVEDRA,refencias y contrareferencias,pacientes referidos a otros establecimientos,2022-01-01,28,28
GRAL. J.J. PEREZ (CHARAZANI),refencias y contrareferencias,pacientes referidos a otros establecimientos,2022-01-01,3,3
GUANAY,refencias y contrareferencias,pacientes referidos a otros establecimientos,2022-01-01,30,30
GUAQUI,refencias y contrareferencias,pacientes referidos a otros establecimientos,2022-01-01,2,2
GUAYARAMERIN,refencias y contrareferencias,pacientes referidos a otros establecimientos,2022-01-01,188,188
GUTIERREZ,refencias y contrareferencias,pacientes referidos a otros establecimientos,2022-01-01,11,11
HUACARETA,refencias y contrareferencias,pacientes referidos a otros establecimientos,2022-01-01,22,22
HUACAYA (VILLA DE HUACAYA),refencias y contrareferencias,pacientes referidos a otros establecimientos,2022-01-01,2,2
HUACHACALLA,refencias y contrareferencias,pacientes referidos a otros establecimientos,2022-01-01,6,6
HUANUNI,refencias y contrareferencias,pacientes referidos a otros establecimientos,2022-01-01,167,167
HUARINA,refencias y contrareferencias,pacientes referidos a otros establecimientos,2022-01-01,20,20
HUATAJATA,refencias y contrareferencias,pacientes referidos a otros establecimientos,2022-01-01,3,3
HUAYLLAMARCA,refencias y contrareferencias,pacientes referidos a otros establecimientos,2022-01-01,2,2
ICHOCA,refencias y contrareferencias,pacientes referidos a otros establecimientos,2022-01-01,1,1
ICLA,refencias y contrareferencias,pacientes referidos a otros establecimientos,2022-01-01,8,8
INCAHUASI,refencias y contrareferencias,pacientes referidos a otros establecimientos,2022-01-01,27,27
INQUISIVI,refencias y contrareferencias,pacientes referidos a otros establecimientos,2022-01-01,12,12
IRUPANA (VILLA DE LANZA),refencias y contrareferencias,pacientes referidos a otros establecimientos,2022-01-01,24,24
IXIAMAS,refencias y contrareferencias,pacientes referidos a otros establecimientos,2022-01-01,2,2
JESUS DE MACHACA,refencias y contrareferencias,pacientes referidos a otros establecimientos,2022-01-01,13,13
LA ASUNTA,refencias y contrareferencias,pacientes referidos a otros establecimientos,2022-01-01,55,55
LA GUARDIA,refencias y contrareferencias,pacientes referidos a otros establecimientos,2022-01-01,512,512
LA PAZ,refencias y contrareferencias,pacientes referidos a otros establecimientos,2022-01-01,9323,9323
LAGUNILLAS,refencias y contrareferencias,pacientes referidos a otros establecimientos,2022-01-01,15,15
LAJA,refencias y contrareferencias,pacientes referidos a otros establecimientos,2022-01-01,13,13
LAS CARRERAS,refencias y contrareferencias,pacientes referidos a otros establecimientos,2022-01-01,22,22
LICOMA PAMPA,refencias y contrareferencias,pacientes referidos a otros establecimientos,2022-01-01,8,8
LLALLAGUA,refencias y contrareferencias,pacientes referidos a otros establecimientos,2022-01-01,40,40
LLICA,refencias y contrareferencias,pacientes referidos a otros establecimientos,2022-01-01,7,7
LURIBAY,refencias y contrareferencias,pacientes referidos a otros establecimientos,2022-01-01,1,1
MACHACAMARCA,refencias y contrareferencias,pacientes referidos a otros establecimientos,2022-01-01,22,22
MACHARETI,refencias y contrareferencias,pacientes referidos a otros establecimientos,2022-01-01,26,26
MAGDALENA,refencias y contrareferencias,pacientes referidos a otros establecimientos,2022-01-01,5,5
MAIRANA,refencias y contrareferencias,pacientes referidos a otros establecimientos,2022-01-01,38,38
MALLA,refencias y contrareferencias,pacientes referidos a otros establecimientos,2022-01-01,1,1
MAPIRI,refencias y contrareferencias,pacientes referidos a otros establecimientos,2022-01-01,13,13
MECAPACA,refencias y contrareferencias,pacientes referidos a otros establecimientos,2022-01-01,28,28
MINEROS,refencias y contrareferencias,pacientes referidos a otros establecimientos,2022-01-01,73,73
MIZQUE,refencias y contrareferencias,pacientes referidos a otros establecimientos,2022-01-01,41,41
MOCOMOCO,refencias y contrareferencias,pacientes referidos a otros establecimientos,2022-01-01,4,4
MOJOCOYA,refencias y contrareferencias,pacientes referidos a otros establecimientos,2022-01-01,18,18
MONTEAGUDO,refencias y contrareferencias,pacientes referidos a otros establecimientos,2022-01-01,109,109
MONTERO,refencias y contrareferencias,pacientes referidos a otros establecimientos,2022-01-01,1887,1887
MORO MORO,refencias y contrareferencias,pacientes referidos a otros establecimientos,2022-01-01,6,6
MOROCHATA,refencias y contrareferencias,pacientes referidos a otros establecimientos,2022-01-01,8,8
NACEBE (SANTA ROSA DEL ABUNA),refencias y contrareferencias,pacientes referidos a otros establecimientos,2022-01-01,7,7
NUEVO MANOA (NUEVA ESPERANZA),refencias y contrareferencias,pacientes referidos a otros establecimientos,2022-01-01,2,2
OCURI,refencias y contrareferencias,pacientes referidos a otros establecimientos,2022-01-01,6,6
OKINAWA,refencias y contrareferencias,pacientes referidos a otros establecimientos,2022-01-01,33,33
OMEREQUE,refencias y contrareferencias,pacientes referidos a otros establecimientos,2022-01-01,5,5
ORURO,refencias y contrareferencias,pacientes referidos a otros establecimientos,2022-01-01,1427,1427
PADCAYA,refencias y contrareferencias,pacientes referidos a otros establecimientos,2022-01-01,83,83
PADILLA,refencias y contrareferencias,pacientes referidos a otros establecimientos,2022-01-01,34,34
PAILON,refencias y contrareferencias,pacientes referidos a otros establecimientos,2022-01-01,42,42
PALCA,refencias y contrareferencias,pacientes referidos a otros establecimientos,2022-01-01,47,47
PALOS BLANCOS,refencias y contrareferencias,pacientes referidos a otros establecimientos,2022-01-01,40,40
PAMPA AULLAGAS,refencias y contrareferencias,pacientes referidos a otros establecimientos,2022-01-01,2,2
PAMPA GRANDE,refencias y contrareferencias,pacientes referidos a otros establecimientos,2022-01-01,37,37
PAPEL PAMPA,refencias y contrareferencias,pacientes referidos a otros establecimientos,2022-01-01,4,4
PASORAPA,refencias y contrareferencias,pacientes referidos a otros establecimientos,2022-01-01,5,5
PATACAMAYA,refencias y contrareferencias,pacientes referidos a otros establecimientos,2022-01-01,34,34
PAZÑA,refencias y contrareferencias,pacientes referidos a otros establecimientos,2022-01-01,1,1
PELECHUCO,refencias y contrareferencias,pacientes referidos a otros establecimientos,2022-01-01,5,5
POCOATA,refencias y contrareferencias,pacientes referidos a otros establecimientos,2022-01-01,3,3
POCONA,refencias y contrareferencias,pacientes referidos a otros establecimientos,2022-01-01,7,7
POJO (CBBA),refencias y contrareferencias,pacientes referidos a otros establecimientos,2022-01-01,12,12
POOPO,refencias y contrareferencias,pacientes referidos a otros establecimientos,2022-01-01,43,43
PORCO,refencias y contrareferencias,pacientes referidos a otros establecimientos,2022-01-01,16,16
POROMA,refencias y contrareferencias,pacientes referidos a otros establecimientos,2022-01-01,19,19
PORONGO,refencias y contrareferencias,pacientes referidos a otros establecimientos,2022-01-01,30,30
PORTACHUELO,refencias y contrareferencias,pacientes referidos a otros establecimientos,2022-01-01,31,31
PORVENIR,refencias y contrareferencias,pacientes referidos a otros establecimientos,2022-01-01,14,14
POSTRER VALLE,refencias y contrareferencias,pacientes referidos a otros establecimientos,2022-01-01,4,4
POTOSI,refencias y contrareferencias,pacientes referidos a otros establecimientos,2022-01-01,186,186
PRESTO,refencias y contrareferencias,pacientes referidos a otros establecimientos,2022-01-01,24,24
PUCARANI,refencias y contrareferencias,pacientes referidos a otros establecimientos,2022-01-01,25,25
PUERTO ACOSTA,refencias y contrareferencias,pacientes referidos a otros establecimientos,2022-01-01,1,1
PUERTO CARABUCO,refencias y contrareferencias,pacientes referidos a otros establecimientos,2022-01-01,6,6
PUERTO GONZALO MORENO,refencias y contrareferencias,pacientes referidos a otros establecimientos,2022-01-01,11,11
PUERTO PEREZ,refencias y contrareferencias,pacientes referidos a otros establecimientos,2022-01-01,5,5
PUERTO QUIJARRO,refencias y contrareferencias,pacientes referidos a otros establecimientos,2022-01-01,2,2
PUERTO RICO,refencias y contrareferencias,pacientes referidos a otros establecimientos,2022-01-01,13,13
PUERTO SUAREZ,refencias y contrareferencias,pacientes referidos a otros establecimientos,2022-01-01,33,33
PUERTO VILLARROEL,refencias y contrareferencias,pacientes referidos a otros establecimientos,2022-01-01,308,308
PUNA,refencias y contrareferencias,pacientes referidos a otros establecimientos,2022-01-01,8,8
PUNATA,refencias y contrareferencias,pacientes referidos a otros establecimientos,2022-01-01,338,338
QUIABAYA,refencias y contrareferencias,pacientes referidos a otros establecimientos,2022-01-01,4,4
QUILLACOLLO,refencias y contrareferencias,pacientes referidos a otros establecimientos,2022-01-01,940,940
QUIME,refencias y contrareferencias,pacientes referidos a otros establecimientos,2022-01-01,18,18
QUIRUSILLAS,refencias y contrareferencias,pacientes referidos a otros establecimientos,2022-01-01,6,6
RAQAYPAMPA(ETA),refencias y contrareferencias,pacientes referidos a otros establecimientos,2022-01-01,2,2
RAVELO,refencias y contrareferencias,pacientes referidos a otros establecimientos,2022-01-01,5,5
REYES,refencias y contrareferencias,pacientes referidos a otros establecimientos,2022-01-01,5,5
RIBERALTA,refencias y contrareferencias,pacientes referidos a otros establecimientos,2022-01-01,737,737
ROBORE,refencias y contrareferencias,pacientes referidos a otros establecimientos,2022-01-01,34,34
RURRENABAQUE,refencias y contrareferencias,pacientes referidos a otros establecimientos,2022-01-01,50,50
SABAYA,refencias y contrareferencias,pacientes referidos a otros establecimientos,2022-01-01,11,11
SACABA,refencias y contrareferencias,pacientes referidos a otros establecimientos,2022-01-01,787,787
SACABAMBA,refencias y contrareferencias,pacientes referidos a otros establecimientos,2022-01-01,6,6
SACACA,refencias y contrareferencias,pacientes referidos a otros establecimientos,2022-01-01,4,4
SAIPINA,refencias y contrareferencias,pacientes referidos a otros establecimientos,2022-01-01,10,10
SALINAS DE GARCI MENDOZA,refencias y contrareferencias,pacientes referidos a otros establecimientos,2022-01-01,7,7
SAMAIPATA,refencias y contrareferencias,pacientes referidos a otros establecimientos,2022-01-01,5,5
SAN AGUSTIN,refencias y contrareferencias,pacientes referidos a otros establecimientos,2022-01-01,1,1
SAN ANDRES,refencias y contrareferencias,pacientes referidos a otros establecimientos,2022-01-01,3,3
SAN ANDRES DE MACHACA,refencias y contrareferencias,pacientes referidos a otros establecimientos,2022-01-01,1,1
SAN ANTONIO DE LOMERIO,refencias y contrareferencias,pacientes referidos a otros establecimientos,2022-01-01,4,4
SAN BENITO,refencias y contrareferencias,pacientes referidos a otros establecimientos,2022-01-01,47,47
SAN BORJA,refencias y contrareferencias,pacientes referidos a otros establecimientos,2022-01-01,60,60
SAN BUENA VENTURA,refencias y contrareferencias,pacientes referidos a otros establecimientos,2022-01-01,7,7
SAN CARLOS,refencias y contrareferencias,pacientes referidos a otros establecimientos,2022-01-01,123,123
SAN IGNACIO,refencias y contrareferencias,pacientes referidos a otros establecimientos,2022-01-01,28,28
SAN IGNACIO DE VELASCO,refencias y contrareferencias,pacientes referidos a otros establecimientos,2022-01-01,50,50
SAN JAVIER(BNI),refencias y contrareferencias,pacientes referidos a otros establecimientos,2022-01-01,9,9
SAN JAVIER(STC),refencias y contrareferencias,pacientes referidos a otros establecimientos,2022-01-01,1,1
SAN JOAQUIN,refencias y contrareferencias,pacientes referidos a otros establecimientos,2022-01-01,3,3
SAN JOSE DE CHIQUITOS,refencias y contrareferencias,pacientes referidos a otros establecimientos,2022-01-01,41,41
SAN JUAN DE YAPACANI,refencias y contrareferencias,pacientes referidos a otros establecimientos,2022-01-01,19,19
SAN JULIAN,refencias y contrareferencias,pacientes referidos a otros establecimientos,2022-01-01,70,70
SAN LORENZO(PND),refencias y contrareferencias,pacientes referidos a otros establecimientos,2022-01-01,12,12
SAN LORENZO(TJA),refencias y contrareferencias,pacientes referidos a otros establecimientos,2022-01-01,48,48
SAN LUCAS,refencias y contrareferencias,pacientes referidos a otros establecimientos,2022-01-01,105,105
SAN MATIAS,refencias y contrareferencias,pacientes referidos a otros establecimientos,2022-01-01,7,7
SAN MIGUEL DE VELASCO,refencias y contrareferencias,pacientes referidos a otros establecimientos,2022-01-01,33,33
SAN PABLO DE LIPEZ,refencias y contrareferencias,pacientes referidos a otros establecimientos,2022-01-01,3,3
SAN PEDRO,refencias y contrareferencias,pacientes referidos a otros establecimientos,2022-01-01,58,58
SAN PEDRO DE BUENA VISTA,refencias y contrareferencias,pacientes referidos a otros establecimientos,2022-01-01,6,6
SAN PEDRO DE QUEMES,refencias y contrareferencias,pacientes referidos a otros establecimientos,2022-01-01,1,1
SAN PEDRO DE TIQUINA,refencias y contrareferencias,pacientes referidos a otros establecimientos,2022-01-01,6,6
SAN PEDRO(PND),refencias y contrareferencias,pacientes referidos a otros establecimientos,2022-01-01,1,1
SAN RAFAEL,refencias y contrareferencias,pacientes referidos a otros establecimientos,2022-01-01,15,15
SAN RAMON BENI,refencias y contrareferencias,pacientes referidos a otros establecimientos,2022-01-01,3,3
SAN RAMON SCZ,refencias y contrareferencias,pacientes referidos a otros establecimientos,2022-01-01,11,11
SANTA ANA,refencias y contrareferencias,pacientes referidos a otros establecimientos,2022-01-01,11,11
SANTA CRUZ DE LA SIERRA,refencias y contrareferencias,pacientes referidos a otros establecimientos,2022-01-01,10616,10616
SANTA ROSA,refencias y contrareferencias,pacientes referidos a otros establecimientos,2022-01-01,8,8
SANTA ROSA DEL SARA,refencias y contrareferencias,pacientes referidos a otros establecimientos,2022-01-01,34,34
SANTIAGO DE CALLAPA,refencias y contrareferencias,pacientes referidos a otros establecimientos,2022-01-01,1,1
SANTIAGO DE HUARI,refencias y contrareferencias,pacientes referidos a otros establecimientos,2022-01-01,9,9
SANTIAGO DE HUATA,refencias y contrareferencias,pacientes referidos a otros establecimientos,2022-01-01,5,5
SANTIVAÑES,refencias y contrareferencias,pacientes referidos a otros establecimientos,2022-01-01,10,10
SANTUARIO DE QUILLACAS,refencias y contrareferencias,pacientes referidos a otros establecimientos,2022-01-01,3,3
SAPAHAQUI,refencias y contrareferencias,pacientes referidos a otros establecimientos,2022-01-01,7,7
SENA,refencias y contrareferencias,pacientes referidos a otros establecimientos,2022-01-01,20,20
SHINAOTA,refencias y contrareferencias,pacientes referidos a otros establecimientos,2022-01-01,109,109
SICA SICA (VILLA AROMA),refencias y contrareferencias,pacientes referidos a otros establecimientos,2022-01-01,6,6
SICAYA,refencias y contrareferencias,pacientes referidos a otros establecimientos,2022-01-01,2,2
SIPE SIPE,refencias y contrareferencias,pacientes referidos a otros establecimientos,2022-01-01,78,78
SOPACHUY,refencias y contrareferencias,pacientes referidos a otros establecimientos,2022-01-01,29,29
SORACACHI,refencias y contrareferencias,pacientes referidos a otros establecimientos,2022-01-01,5,5
SORATA,refencias y contrareferencias,pacientes referidos a otros establecimientos,2022-01-01,23,23
SUCRE,refencias y contrareferencias,pacientes referidos a otros establecimientos,2022-01-01,2832,2832
TACACHI,refencias y contrareferencias,pacientes referidos a otros establecimientos,2022-01-01,1,1
TACACOMA,refencias y contrareferencias,pacientes referidos a otros establecimientos,2022-01-01,6,6
TACOBAMBA,refencias y contrareferencias,pacientes referidos a otros establecimientos,2022-01-01,4,4
TACOPAYA,refencias y contrareferencias,pacientes referidos a otros establecimientos,2022-01-01,8,8
TAHUA,refencias y contrareferencias,pacientes referidos a otros establecimientos,2022-01-01,1,1
TAPACARI,refencias y contrareferencias,pacientes referidos a otros establecimientos,2022-01-01,24,24
TARABUCO,refencias y contrareferencias,pacientes referidos a otros establecimientos,2022-01-01,27,27
TARACO,refencias y contrareferencias,pacientes referidos a otros establecimientos,2022-01-01,11,11
TARATA,refencias y contrareferencias,pacientes referidos a otros establecimientos,2022-01-01,14,14
TARIJA,refencias y contrareferencias,pacientes referidos a otros establecimientos,2022-01-01,627,627
TARVITA,refencias y contrareferencias,pacientes referidos a otros establecimientos,2022-01-01,27,27
TEOPONTE,refencias y contrareferencias,pacientes referidos a otros establecimientos,2022-01-01,3,3
TIAHUANACU,refencias y contrareferencias,pacientes referidos a otros establecimientos,2022-01-01,18,18
TINGUIPAYA,refencias y contrareferencias,pacientes referidos a otros establecimientos,2022-01-01,3,3
TIPUANI,refencias y contrareferencias,pacientes referidos a otros establecimientos,2022-01-01,10,10
TIQUIPAYA,refencias y contrareferencias,pacientes referidos a otros establecimientos,2022-01-01,200,200
TIRAQUE (CBBA),refencias y contrareferencias,pacientes referidos a otros establecimientos,2022-01-01,27,27
TITO YUPANQUI (PARQUIPUJIO),refencias y contrareferencias,pacientes referidos a otros establecimientos,2022-01-01,1,1
TOCO,refencias y contrareferencias,pacientes referidos a otros establecimientos,2022-01-01,4,4
TOLATA,refencias y contrareferencias,pacientes referidos a otros establecimientos,2022-01-01,19,19
TOLEDO,refencias y contrareferencias,pacientes referidos a otros establecimientos,2022-01-01,6,6
TOMAVE,refencias y contrareferencias,pacientes referidos a otros establecimientos,2022-01-01,5,5
TOMINA,refencias y contrareferencias,pacientes referidos a otros establecimientos,2022-01-01,41,41
TORO TORO,refencias y contrareferencias,pacientes referidos a otros establecimientos,2022-01-01,1,1
TOTORA(CBBA),refencias y contrareferencias,pacientes referidos a otros establecimientos,2022-01-01,28,28
TOTORA(ORR),refencias y contrareferencias,pacientes referidos a otros establecimientos,2022-01-01,2,2
TRIGAL,refencias y contrareferencias,pacientes referidos a otros establecimientos,2022-01-01,2,2
TRINIDAD,refencias y contrareferencias,pacientes referidos a otros establecimientos,2022-01-01,1008,1008
TUPIZA,refencias y contrareferencias,pacientes referidos a otros establecimientos,2022-01-01,250,250
TURCO,refencias y contrareferencias,pacientes referidos a otros establecimientos,2022-01-01,2,2
UMALA,refencias y contrareferencias,pacientes referidos a otros establecimientos,2022-01-01,1,1
UNCIA,refencias y contrareferencias,pacientes referidos a otros establecimientos,2022-01-01,12,12
URIONDO (A. CONCEPCION),refencias y contrareferencias,pacientes referidos a otros establecimientos,2022-01-01,29,29
URUBICHA,refencias y contrareferencias,pacientes referidos a otros establecimientos,2022-01-01,17,17
UYUNI,refencias y contrareferencias,pacientes referidos a otros establecimientos,2022-01-01,181,181
VACAS,refencias y contrareferencias,pacientes referidos a otros establecimientos,2022-01-01,11,11
VALLEGRANDE,refencias y contrareferencias,pacientes referidos a otros establecimientos,2022-01-01,16,16
VIACHA,refencias y contrareferencias,pacientes referidos a otros establecimientos,2022-01-01,579,579
VILA VILA,refencias y contrareferencias,pacientes referidos a otros establecimientos,2022-01-01,2,2
