municipality,group,variable,month,Pacientes derivados de la comunidad o medicina tradicional,TOTAL
POROMA,refencias y contrareferencias,pacientes derivados de la comunidad o medicina tradicional,2022-04-01,4,4
PRESTO,refencias y contrareferencias,pacientes derivados de la comunidad o medicina tradicional,2022-04-01,3,3
SAN LORENZO(TJA),refencias y contrareferencias,pacientes derivados de la comunidad o medicina tradicional,2022-04-01,1,1
SAN LUCAS,refencias y contrareferencias,pacientes derivados de la comunidad o medicina tradicional,2022-04-01,10,10
SUCRE,refencias y contrareferencias,pacientes derivados de la comunidad o medicina tradicional,2022-04-01,7,7
TARABUCO,refencias y contrareferencias,pacientes derivados de la comunidad o medicina tradicional,2022-04-01,2,2
TARIJA,refencias y contrareferencias,pacientes derivados de la comunidad o medicina tradicional,2022-04-01,5,5
TARVITA,refencias y contrareferencias,pacientes derivados de la comunidad o medicina tradicional,2022-04-01,23,23
TOMINA,refencias y contrareferencias,pacientes derivados de la comunidad o medicina tradicional,2022-04-01,6,6
VILLA MONTES,refencias y contrareferencias,pacientes derivados de la comunidad o medicina tradicional,2022-04-01,1,1
VITICHI,refencias y contrareferencias,pacientes derivados de la comunidad o medicina tradicional,2022-04-01,1,1
YAMPARAEZ,refencias y contrareferencias,pacientes derivados de la comunidad o medicina tradicional,2022-04-01,8,8
YUNCHARA,refencias y contrareferencias,pacientes derivados de la comunidad o medicina tradicional,2022-04-01,2,2
ZUDAÑEZ,refencias y contrareferencias,pacientes derivados de la comunidad o medicina tradicional,2022-04-01,3,3
ALCALA,refencias y contrareferencias,pacientes derivados de la comunidad o medicina tradicional,2022-05-01,2,2
ARANI,refencias y contrareferencias,pacientes derivados de la comunidad o medicina tradicional,2022-05-01,1,1
AZURDUY,refencias y contrareferencias,pacientes derivados de la comunidad o medicina tradicional,2022-05-01,9,9
CAMARGO,refencias y contrareferencias,pacientes derivados de la comunidad o medicina tradicional,2022-05-01,1,1
CAMATAQUI (C. VILLA ABECIA),refencias y contrareferencias,pacientes derivados de la comunidad o medicina tradicional,2022-05-01,4,4
EL VILLAR,refencias y contrareferencias,pacientes derivados de la comunidad o medicina tradicional,2022-05-01,1,1
FERNANDEZ ALONSO,refencias y contrareferencias,pacientes derivados de la comunidad o medicina tradicional,2022-05-01,1,1
HUACARETA,refencias y contrareferencias,pacientes derivados de la comunidad o medicina tradicional,2022-05-01,4,4
ICLA,refencias y contrareferencias,pacientes derivados de la comunidad o medicina tradicional,2022-05-01,13,13
INCAHUASI,refencias y contrareferencias,pacientes derivados de la comunidad o medicina tradicional,2022-05-01,3,3
LAS CARRERAS,refencias y contrareferencias,pacientes derivados de la comunidad o medicina tradicional,2022-05-01,3,3
MOJOCOYA,refencias y contrareferencias,pacientes derivados de la comunidad o medicina tradicional,2022-05-01,10,10
MONTEAGUDO,refencias y contrareferencias,pacientes derivados de la comunidad o medicina tradicional,2022-05-01,13,13
PADCAYA,refencias y contrareferencias,pacientes derivados de la comunidad o medicina tradicional,2022-05-01,6,6
POROMA,refencias y contrareferencias,pacientes derivados de la comunidad o medicina tradicional,2022-05-01,6,6
PRESTO,refencias y contrareferencias,pacientes derivados de la comunidad o medicina tradicional,2022-05-01,3,3
SAN JULIAN,refencias y contrareferencias,pacientes derivados de la comunidad o medicina tradicional,2022-05-01,3,3
SAN LUCAS,refencias y contrareferencias,pacientes derivados de la comunidad o medicina tradicional,2022-05-01,14,14
SUCRE,refencias y contrareferencias,pacientes derivados de la comunidad o medicina tradicional,2022-05-01,6,6
TARABUCO,refencias y contrareferencias,pacientes derivados de la comunidad o medicina tradicional,2022-05-01,3,3
TARIJA,refencias y contrareferencias,pacientes derivados de la comunidad o medicina tradicional,2022-05-01,3,3
TARVITA,refencias y contrareferencias,pacientes derivados de la comunidad o medicina tradicional,2022-05-01,36,36
TOMINA,refencias y contrareferencias,pacientes derivados de la comunidad o medicina tradicional,2022-05-01,4,4
URIONDO (A. CONCEPCION),refencias y contrareferencias,pacientes derivados de la comunidad o medicina tradicional,2022-05-01,2,2
VILLA CHARCAS,refencias y contrareferencias,pacientes derivados de la comunidad o medicina tradicional,2022-05-01,1,1
YACUIBA,refencias y contrareferencias,pacientes derivados de la comunidad o medicina tradicional,2022-05-01,1,1
YAMPARAEZ,refencias y contrareferencias,pacientes derivados de la comunidad o medicina tradicional,2022-05-01,9,9
YOTALA,refencias y contrareferencias,pacientes derivados de la comunidad o medicina tradicional,2022-05-01,2,2
ZUDAÑEZ,refencias y contrareferencias,pacientes derivados de la comunidad o medicina tradicional,2022-05-01,4,4
ALCALA,refencias y contrareferencias,pacientes derivados de la comunidad o medicina tradicional,2022-06-01,2,2
AZURDUY,refencias y contrareferencias,pacientes derivados de la comunidad o medicina tradicional,2022-06-01,17,17
BERMEJO,refencias y contrareferencias,pacientes derivados de la comunidad o medicina tradicional,2022-06-01,1,1
CAMARGO,refencias y contrareferencias,pacientes derivados de la comunidad o medicina tradicional,2022-06-01,3,3
CAMATAQUI (C. VILLA ABECIA),refencias y contrareferencias,pacientes derivados de la comunidad o medicina tradicional,2022-06-01,4,4
CARAPARI,refencias y contrareferencias,pacientes derivados de la comunidad o medicina tradicional,2022-06-01,1,1
COTAGAITA,refencias y contrareferencias,pacientes derivados de la comunidad o medicina tradicional,2022-06-01,4,4
EL PUENTE(TJA),refencias y contrareferencias,pacientes derivados de la comunidad o medicina tradicional,2022-06-01,1,1
EL VILLAR,refencias y contrareferencias,pacientes derivados de la comunidad o medicina tradicional,2022-06-01,5,5
HUACARETA,refencias y contrareferencias,pacientes derivados de la comunidad o medicina tradicional,2022-06-01,8,8
ICLA,refencias y contrareferencias,pacientes derivados de la comunidad o medicina tradicional,2022-06-01,35,35
LAS CARRERAS,refencias y contrareferencias,pacientes derivados de la comunidad o medicina tradicional,2022-06-01,1,1
MOJOCOYA,refencias y contrareferencias,pacientes derivados de la comunidad o medicina tradicional,2022-06-01,10,10
MONTEAGUDO,refencias y contrareferencias,pacientes derivados de la comunidad o medicina tradicional,2022-06-01,10,10
PADCAYA,refencias y contrareferencias,pacientes derivados de la comunidad o medicina tradicional,2022-06-01,1,1
PAILON,refencias y contrareferencias,pacientes derivados de la comunidad o medicina tradicional,2022-06-01,2,2
POROMA,refencias y contrareferencias,pacientes derivados de la comunidad o medicina tradicional,2022-06-01,4,4
PRESTO,refencias y contrareferencias,pacientes derivados de la comunidad o medicina tradicional,2022-06-01,2,2
RIBERALTA,refencias y contrareferencias,pacientes derivados de la comunidad o medicina tradicional,2022-06-01,1,1
SAN LORENZO(TJA),refencias y contrareferencias,pacientes derivados de la comunidad o medicina tradicional,2022-06-01,1,1
SAN LUCAS,refencias y contrareferencias,pacientes derivados de la comunidad o medicina tradicional,2022-06-01,7,7
SOPACHUY,refencias y contrareferencias,pacientes derivados de la comunidad o medicina tradicional,2022-06-01,3,3
SUCRE,refencias y contrareferencias,pacientes derivados de la comunidad o medicina tradicional,2022-06-01,9,9
TARABUCO,refencias y contrareferencias,pacientes derivados de la comunidad o medicina tradicional,2022-06-01,2,2
TARIJA,refencias y contrareferencias,pacientes derivados de la comunidad o medicina tradicional,2022-06-01,7,7
TARVITA,refencias y contrareferencias,pacientes derivados de la comunidad o medicina tradicional,2022-06-01,25,25
TOMINA,refencias y contrareferencias,pacientes derivados de la comunidad o medicina tradicional,2022-06-01,5,5
URIONDO (A. CONCEPCION),refencias y contrareferencias,pacientes derivados de la comunidad o medicina tradicional,2022-06-01,1,1
VILLA SERRANO,refencias y contrareferencias,pacientes derivados de la comunidad o medicina tradicional,2022-06-01,2,2
VILLA VACA GUZMAN (MUYUPAMPA),refencias y contrareferencias,pacientes derivados de la comunidad o medicina tradicional,2022-06-01,1,1
YAMPARAEZ,refencias y contrareferencias,pacientes derivados de la comunidad o medicina tradicional,2022-06-01,9,9
ZUDAÑEZ,refencias y contrareferencias,pacientes derivados de la comunidad o medicina tradicional,2022-06-01,1,1
ALCALA,refencias y contrareferencias,pacientes derivados de la comunidad o medicina tradicional,2022-07-01,2,2
AZURDUY,refencias y contrareferencias,pacientes derivados de la comunidad o medicina tradicional,2022-07-01,14,14
CAMARGO,refencias y contrareferencias,pacientes derivados de la comunidad o medicina tradicional,2022-07-01,1,1
CAMATAQUI (C. VILLA ABECIA),refencias y contrareferencias,pacientes derivados de la comunidad o medicina tradicional,2022-07-01,4,4
EL PUENTE(TJA),refencias y contrareferencias,pacientes derivados de la comunidad o medicina tradicional,2022-07-01,1,1
EL VILLAR,refencias y contrareferencias,pacientes derivados de la comunidad o medicina tradicional,2022-07-01,5,5
HUACARETA,refencias y contrareferencias,pacientes derivados de la comunidad o medicina tradicional,2022-07-01,6,6
ICLA,refencias y contrareferencias,pacientes derivados de la comunidad o medicina tradicional,2022-07-01,12,12
INCAHUASI,refencias y contrareferencias,pacientes derivados de la comunidad o medicina tradicional,2022-07-01,2,2
MACHARETI,refencias y contrareferencias,pacientes derivados de la comunidad o medicina tradicional,2022-07-01,1,1
MOJOCOYA,refencias y contrareferencias,pacientes derivados de la comunidad o medicina tradicional,2022-07-01,13,13
MONTEAGUDO,refencias y contrareferencias,pacientes derivados de la comunidad o medicina tradicional,2022-07-01,6,6
PADCAYA,refencias y contrareferencias,pacientes derivados de la comunidad o medicina tradicional,2022-07-01,2,2
POROMA,refencias y contrareferencias,pacientes derivados de la comunidad o medicina tradicional,2022-07-01,9,9
PRESTO,refencias y contrareferencias,pacientes derivados de la comunidad o medicina tradicional,2022-07-01,6,6
SAN LORENZO(TJA),refencias y contrareferencias,pacientes derivados de la comunidad o medicina tradicional,2022-07-01,3,3
SAN LUCAS,refencias y contrareferencias,pacientes derivados de la comunidad o medicina tradicional,2022-07-01,8,8
SOPACHUY,refencias y contrareferencias,pacientes derivados de la comunidad o medicina tradicional,2022-07-01,1,1
SUCRE,refencias y contrareferencias,pacientes derivados de la comunidad o medicina tradicional,2022-07-01,10,10
TARABUCO,refencias y contrareferencias,pacientes derivados de la comunidad o medicina tradicional,2022-07-01,2,2
TARIJA,refencias y contrareferencias,pacientes derivados de la comunidad o medicina tradicional,2022-07-01,5,5
TARVITA,refencias y contrareferencias,pacientes derivados de la comunidad o medicina tradicional,2022-07-01,18,18
TIAHUANACU,refencias y contrareferencias,pacientes derivados de la comunidad o medicina tradicional,2022-07-01,1,1
TOMINA,refencias y contrareferencias,pacientes derivados de la comunidad o medicina tradicional,2022-07-01,3,3
TRINIDAD,refencias y contrareferencias,pacientes derivados de la comunidad o medicina tradicional,2022-07-01,1,1
VILLA CHARCAS,refencias y contrareferencias,pacientes derivados de la comunidad o medicina tradicional,2022-07-01,1,1
VILLA SERRANO,refencias y contrareferencias,pacientes derivados de la comunidad o medicina tradicional,2022-07-01,3,3
VILLA VACA GUZMAN (MUYUPAMPA),refencias y contrareferencias,pacientes derivados de la comunidad o medicina tradicional,2022-07-01,2,2
YAMPARAEZ,refencias y contrareferencias,pacientes derivados de la comunidad o medicina tradicional,2022-07-01,7,7
YUNCHARA,refencias y contrareferencias,pacientes derivados de la comunidad o medicina tradicional,2022-07-01,3,3
ZUDAÑEZ,refencias y contrareferencias,pacientes derivados de la comunidad o medicina tradicional,2022-07-01,2,2
ALCALA,refencias y contrareferencias,pacientes derivados de la comunidad o medicina tradicional,2022-08-01,9,9
AZURDUY,refencias y contrareferencias,pacientes derivados de la comunidad o medicina tradicional,2022-08-01,10,10
CAMARGO,refencias y contrareferencias,pacientes derivados de la comunidad o medicina tradicional,2022-08-01,2,2
CAMATAQUI (C. VILLA ABECIA),refencias y contrareferencias,pacientes derivados de la comunidad o medicina tradicional,2022-08-01,6,6
COCHABAMBA,refencias y contrareferencias,pacientes derivados de la comunidad o medicina tradicional,2022-08-01,1,1
EL VILLAR,refencias y contrareferencias,pacientes derivados de la comunidad o medicina tradicional,2022-08-01,7,7
GUANAY,refencias y contrareferencias,pacientes derivados de la comunidad o medicina tradicional,2022-08-01,1,1
ICLA,refencias y contrareferencias,pacientes derivados de la comunidad o medicina tradicional,2022-08-01,9,9
INCAHUASI,refencias y contrareferencias,pacientes derivados de la comunidad o medicina tradicional,2022-08-01,1,1
LA PAZ,refencias y contrareferencias,pacientes derivados de la comunidad o medicina tradicional,2022-08-01,1,1
MOJOCOYA,refencias y contrareferencias,pacientes derivados de la comunidad o medicina tradicional,2022-08-01,14,14
MONTEAGUDO,refencias y contrareferencias,pacientes derivados de la comunidad o medicina tradicional,2022-08-01,7,7
PADCAYA,refencias y contrareferencias,pacientes derivados de la comunidad o medicina tradicional,2022-08-01,3,3
POROMA,refencias y contrareferencias,pacientes derivados de la comunidad o medicina tradicional,2022-08-01,11,11
PRESTO,refencias y contrareferencias,pacientes derivados de la comunidad o medicina tradicional,2022-08-01,6,6
SAN LORENZO(TJA),refencias y contrareferencias,pacientes derivados de la comunidad o medicina tradicional,2022-08-01,2,2
SAN LUCAS,refencias y contrareferencias,pacientes derivados de la comunidad o medicina tradicional,2022-08-01,5,5
SOPACHUY,refencias y contrareferencias,pacientes derivados de la comunidad o medicina tradicional,2022-08-01,3,3
SUCRE,refencias y contrareferencias,pacientes derivados de la comunidad o medicina tradicional,2022-08-01,4,4
TARABUCO,refencias y contrareferencias,pacientes derivados de la comunidad o medicina tradicional,2022-08-01,2,2
TARIJA,refencias y contrareferencias,pacientes derivados de la comunidad o medicina tradicional,2022-08-01,2,2
TARVITA,refencias y contrareferencias,pacientes derivados de la comunidad o medicina tradicional,2022-08-01,17,17
TOMINA,refencias y contrareferencias,pacientes derivados de la comunidad o medicina tradicional,2022-08-01,2,2
VALLEGRANDE,refencias y contrareferencias,pacientes derivados de la comunidad o medicina tradicional,2022-08-01,1,1
VILLA CHARCAS,refencias y contrareferencias,pacientes derivados de la comunidad o medicina tradicional,2022-08-01,4,4
VILLA SERRANO,refencias y contrareferencias,pacientes derivados de la comunidad o medicina tradicional,2022-08-01,2,2
VILLA VACA GUZMAN (MUYUPAMPA),refencias y contrareferencias,pacientes derivados de la comunidad o medicina tradicional,2022-08-01,3,3
YAMPARAEZ,refencias y contrareferencias,pacientes derivados de la comunidad o medicina tradicional,2022-08-01,8,8
YUNCHARA,refencias y contrareferencias,pacientes derivados de la comunidad o medicina tradicional,2022-08-01,1,1
ZUDAÑEZ,refencias y contrareferencias,pacientes derivados de la comunidad o medicina tradicional,2022-08-01,1,1
ALCALA,refencias y contrareferencias,pacientes derivados de la comunidad o medicina tradicional,2022-09-01,12,12
AZURDUY,refencias y contrareferencias,pacientes derivados de la comunidad o medicina tradicional,2022-09-01,6,6
CAMATAQUI (C. VILLA ABECIA),refencias y contrareferencias,pacientes derivados de la comunidad o medicina tradicional,2022-09-01,1,1
EL ALTO,refencias y contrareferencias,pacientes derivados de la comunidad o medicina tradicional,2022-09-01,6,6
EL PUENTE(TJA),refencias y contrareferencias,pacientes derivados de la comunidad o medicina tradicional,2022-09-01,1,1
EL VILLAR,refencias y contrareferencias,pacientes derivados de la comunidad o medicina tradicional,2022-09-01,2,2
HUACARETA,refencias y contrareferencias,pacientes derivados de la comunidad o medicina tradicional,2022-09-01,5,5
ICLA,refencias y contrareferencias,pacientes derivados de la comunidad o medicina tradicional,2022-09-01,10,10
MOJOCOYA,refencias y contrareferencias,pacientes derivados de la comunidad o medicina tradicional,2022-09-01,17,17
MONTEAGUDO,refencias y contrareferencias,pacientes derivados de la comunidad o medicina tradicional,2022-09-01,15,15
PADCAYA,refencias y contrareferencias,pacientes derivados de la comunidad o medicina tradicional,2022-09-01,3,3
PADILLA,refencias y contrareferencias,pacientes derivados de la comunidad o medicina tradicional,2022-09-01,1,1
POROMA,refencias y contrareferencias,pacientes derivados de la comunidad o medicina tradicional,2022-09-01,11,11
PRESTO,refencias y contrareferencias,pacientes derivados de la comunidad o medicina tradicional,2022-09-01,8,8
SAN LORENZO(TJA),refencias y contrareferencias,pacientes derivados de la comunidad o medicina tradicional,2022-09-01,2,2
SAN LUCAS,refencias y contrareferencias,pacientes derivados de la comunidad o medicina tradicional,2022-09-01,8,8
SOPACHUY,refencias y contrareferencias,pacientes derivados de la comunidad o medicina tradicional,2022-09-01,1,1
SUCRE,refencias y contrareferencias,pacientes derivados de la comunidad o medicina tradicional,2022-09-01,5,5
TARABUCO,refencias y contrareferencias,pacientes derivados de la comunidad o medicina tradicional,2022-09-01,3,3
TARIJA,refencias y contrareferencias,pacientes derivados de la comunidad o medicina tradicional,2022-09-01,3,3
TARVITA,refencias y contrareferencias,pacientes derivados de la comunidad o medicina tradicional,2022-09-01,28,28
VILLA CHARCAS,refencias y contrareferencias,pacientes derivados de la comunidad o medicina tradicional,2022-09-01,4,4
VILLA VACA GUZMAN (MUYUPAMPA),refencias y contrareferencias,pacientes derivados de la comunidad o medicina tradicional,2022-09-01,2,2
YAMPARAEZ,refencias y contrareferencias,pacientes derivados de la comunidad o medicina tradicional,2022-09-01,9,9
YOTALA,refencias y contrareferencias,pacientes derivados de la comunidad o medicina tradicional,2022-09-01,2,2
ZUDAÑEZ,refencias y contrareferencias,pacientes derivados de la comunidad o medicina tradicional,2022-09-01,4,4
ALCALA,refencias y contrareferencias,pacientes derivados de la comunidad o medicina tradicional,2022-10-01,10,10
AZURDUY,refencias y contrareferencias,pacientes derivados de la comunidad o medicina tradicional,2022-10-01,10,10
CAMATAQUI (C. VILLA ABECIA),refencias y contrareferencias,pacientes derivados de la comunidad o medicina tradicional,2022-10-01,2,2
CARAPARI,refencias y contrareferencias,pacientes derivados de la comunidad o medicina tradicional,2022-10-01,1,1
CULPINA,refencias y contrareferencias,pacientes derivados de la comunidad o medicina tradicional,2022-10-01,1,1
EL PUENTE(TJA),refencias y contrareferencias,pacientes derivados de la comunidad o medicina tradicional,2022-10-01,1,1
EL VILLAR,refencias y contrareferencias,pacientes derivados de la comunidad o medicina tradicional,2022-10-01,3,3
ICLA,refencias y contrareferencias,pacientes derivados de la comunidad o medicina tradicional,2022-10-01,19,19
MOJOCOYA,refencias y contrareferencias,pacientes derivados de la comunidad o medicina tradicional,2022-10-01,13,13
MONTEAGUDO,refencias y contrareferencias,pacientes derivados de la comunidad o medicina tradicional,2022-10-01,8,8
