municipality,group,variable,month,Pacientes contrareferidos al establecimiento,TOTAL
EL PUENTE(TJA),refencias y contrareferencias,pacientes contrareferidos al establecimiento,2022-01-01,7,7
EL TORNO,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2022-01-01,3,3
EL VILLAR,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2022-01-01,1,1
ENTRE RIOS CBBA,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2022-01-01,1,1
FERNANDEZ ALONSO,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2022-01-01,1,1
FILADELFIA,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2022-01-01,1,1
GUAYARAMERIN,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2022-01-01,141,141
GUTIERREZ,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2022-01-01,1,1
HUANUNI,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2022-01-01,6,6
ICLA,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2022-01-01,1,1
INCAHUASI,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2022-01-01,3,3
LA ASUNTA,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2022-01-01,2,2
LA PAZ,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2022-01-01,1847,1847
LAS CARRERAS,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2022-01-01,1,1
LLALLAGUA,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2022-01-01,1,1
MACHARETI,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2022-01-01,1,1
MAIRANA,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2022-01-01,1,1
MINEROS,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2022-01-01,2,2
MOJOCOYA,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2022-01-01,2,2
MONTEAGUDO,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2022-01-01,2,2
MONTERO,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2022-01-01,33,33
OCURI,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2022-01-01,1,1
ORURO,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2022-01-01,245,245
PADILLA,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2022-01-01,8,8
PORONGO,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2022-01-01,1,1
POTOSI,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2022-01-01,2,2
PRESTO,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2022-01-01,1,1
PUERTO GONZALO MORENO,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2022-01-01,1,1
PUERTO VILLARROEL,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2022-01-01,3,3
PUNATA,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2022-01-01,6,6
QUILLACOLLO,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2022-01-01,55,55
RAVELO,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2022-01-01,3,3
RIBERALTA,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2022-01-01,32,32
RURRENABAQUE,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2022-01-01,7,7
SACABA,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2022-01-01,13,13
SAN AGUSTIN,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2022-01-01,1,1
SAN BENITO,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2022-01-01,1,1
SAN CARLOS,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2022-01-01,6,6
SAN JOSE DE CHIQUITOS,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2022-01-01,2,2
SAN JUAN DE YAPACANI,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2022-01-01,1,1
SAN LUCAS,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2022-01-01,2,2
SAN RAFAEL,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2022-01-01,1,1
SANTA CRUZ DE LA SIERRA,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2022-01-01,539,539
SENA,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2022-01-01,2,2
SORACACHI,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2022-01-01,1,1
SUCRE,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2022-01-01,72,72
TARABUCO,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2022-01-01,2,2
TARATA,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2022-01-01,1,1
TARIJA,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2022-01-01,11,11
TARVITA,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2022-01-01,3,3
TIAHUANACU,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2022-01-01,1,1
TOLEDO,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2022-01-01,1,1
TOMINA,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2022-01-01,8,8
TRINIDAD,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2022-01-01,103,103
TUPIZA,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2022-01-01,16,16
VILLA CHARCAS,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2022-01-01,1,1
VILLA MONTES,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2022-01-01,7,7
VILLA SERRANO,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2022-01-01,3,3
VILLA TUNARI,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2022-01-01,1,1
VILLA VACA GUZMAN (MUYUPAMPA),refencias y contrareferencias,pacientes contrareferidos al establecimiento,2022-01-01,3,3
VILLAZON,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2022-01-01,3,3
WARNES,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2022-01-01,143,143
YACUIBA,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2022-01-01,4,4
YAMPARAEZ,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2022-01-01,2,2
YANACACHI,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2022-01-01,1,1
YAPACANI,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2022-01-01,1,1
ZUDAÑEZ,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2022-01-01,1,1
ACHACACHI,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2022-02-01,4,4
AIQUILE,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2022-02-01,5,5
ALCALA,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2022-02-01,15,15
ASCENCION DE GUARAYOS,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2022-02-01,18,18
ATOCHA,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2022-02-01,7,7
BERMEJO,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2022-02-01,10,10
BETANZOS,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2022-02-01,3,3
BUENA VISTA,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2022-02-01,8,8
"CAIZA ""D""",refencias y contrareferencias,pacientes contrareferidos al establecimiento,2022-02-01,1,1
CAMATAQUI (C. VILLA ABECIA),refencias y contrareferencias,pacientes contrareferidos al establecimiento,2022-02-01,2,2
CAMIRI,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2022-02-01,8,8
CARMEN RIVERO TORREZ,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2022-02-01,1,1
CHALLAPATA,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2022-02-01,1,1
CHARAGUA,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2022-02-01,2,2
COBIJA,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2022-02-01,50,50
COCHABAMBA,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2022-02-01,561,561
COLOMI,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2022-02-01,1,1
COMARAPA,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2022-02-01,1,1
CORO CORO,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2022-02-01,2,2
COROICO,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2022-02-01,7,7
COTAGAITA,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2022-02-01,1,1
COTOCA,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2022-02-01,1,1
CUATRO CAÑADAS,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2022-02-01,1,1
EL ALTO,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2022-02-01,173,173
EL PUENTE(TJA),refencias y contrareferencias,pacientes contrareferidos al establecimiento,2022-02-01,2,2
EL TORNO,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2022-02-01,4,4
EL VILLAR,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2022-02-01,2,2
ENTRE RIOS CBBA,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2022-02-01,1,1
EUCALIPTUS,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2022-02-01,1,1
FERNANDEZ ALONSO,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2022-02-01,4,4
GUAYARAMERIN,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2022-02-01,13,13
GUTIERREZ,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2022-02-01,1,1
HUACARETA,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2022-02-01,2,2
HUACAYA (VILLA DE HUACAYA),refencias y contrareferencias,pacientes contrareferidos al establecimiento,2022-02-01,1,1
HUANUNI,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2022-02-01,16,16
INCAHUASI,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2022-02-01,3,3
LA PAZ,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2022-02-01,1512,1512
LAGUNILLAS,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2022-02-01,1,1
LAJA,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2022-02-01,1,1
MACHACAMARCA,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2022-02-01,1,1
MACHARETI,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2022-02-01,1,1
MAIRANA,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2022-02-01,1,1
MOJOCOYA,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2022-02-01,1,1
MONTEAGUDO,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2022-02-01,1,1
MONTERO,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2022-02-01,60,60
ORURO,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2022-02-01,98,98
PADILLA,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2022-02-01,17,17
PALOS BLANCOS,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2022-02-01,1,1
PAMPA GRANDE,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2022-02-01,1,1
POOPO,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2022-02-01,1,1
POTOSI,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2022-02-01,2,2
PRESTO,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2022-02-01,4,4
PUCARANI,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2022-02-01,2,2
PUERTO GONZALO MORENO,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2022-02-01,1,1
PUERTO VILLARROEL,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2022-02-01,5,5
PUNATA,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2022-02-01,11,11
QUILLACOLLO,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2022-02-01,32,32
RAVELO,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2022-02-01,1,1
RIBERALTA,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2022-02-01,43,43
RURRENABAQUE,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2022-02-01,2,2
SACABA,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2022-02-01,15,15
SAIPINA,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2022-02-01,1,1
SAMAIPATA,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2022-02-01,1,1
SAN BENITO,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2022-02-01,1,1
SAN BUENA VENTURA,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2022-02-01,2,2
SAN CARLOS,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2022-02-01,14,14
SAN JUAN DE YAPACANI,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2022-02-01,1,1
SAN JULIAN,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2022-02-01,1,1
SAN LORENZO(TJA),refencias y contrareferencias,pacientes contrareferidos al establecimiento,2022-02-01,1,1
SAN LUCAS,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2022-02-01,2,2
SAN MIGUEL DE VELASCO,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2022-02-01,6,6
SAN PEDRO,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2022-02-01,1,1
SAN PEDRO DE BUENA VISTA,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2022-02-01,1,1
SAN PEDRO DE MACHA,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2022-02-01,2,2
SAN RAFAEL,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2022-02-01,1,1
SANTA CRUZ DE LA SIERRA,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2022-02-01,687,687
SOPACHUY,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2022-02-01,1,1
SUCRE,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2022-02-01,147,147
TAPACARI,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2022-02-01,1,1
TARABUCO,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2022-02-01,2,2
TARATA,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2022-02-01,2,2
TARIJA,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2022-02-01,31,31
TARVITA,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2022-02-01,4,4
TOLATA,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2022-02-01,1,1
TOMINA,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2022-02-01,13,13
TRINIDAD,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2022-02-01,96,96
TUPIZA,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2022-02-01,38,38
UYUNI,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2022-02-01,3,3
VIACHA,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2022-02-01,11,11
VILLA CHARCAS,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2022-02-01,4,4
VILLA MONTES,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2022-02-01,16,16
VILLA SERRANO,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2022-02-01,4,4
VILLA VACA GUZMAN (MUYUPAMPA),refencias y contrareferencias,pacientes contrareferidos al establecimiento,2022-02-01,3,3
VILLAZON,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2022-02-01,5,5
VINTO,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2022-02-01,1,1
WARNES,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2022-02-01,92,92
YACUIBA,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2022-02-01,7,7
YAPACANI,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2022-02-01,1,1
ZUDAÑEZ,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2022-02-01,3,3
ACHACACHI,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2022-03-01,3,3
AIQUILE,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2022-03-01,8,8
ALCALA,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2022-03-01,22,22
ARBIETO,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2022-03-01,2,2
ASCENCION DE GUARAYOS,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2022-03-01,15,15
AYOPAYA (V. DE INDEPENDENCIA),refencias y contrareferencias,pacientes contrareferidos al establecimiento,2022-03-01,1,1
BERMEJO,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2022-03-01,9,9
BETANZOS,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2022-03-01,4,4
BUENA VISTA,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2022-03-01,4,4
CAMATAQUI (C. VILLA ABECIA),refencias y contrareferencias,pacientes contrareferidos al establecimiento,2022-03-01,3,3
CAMIRI,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2022-03-01,5,5
CAPINOTA,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2022-03-01,1,1
CARACOLLO,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2022-03-01,1,1
CARIPUYO,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2022-03-01,1,1
CARMEN RIVERO TORREZ,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2022-03-01,1,1
CHIMORE,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2022-03-01,1,1
CKOCHAS,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2022-03-01,4,4
COBIJA,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2022-03-01,24,24
COCHABAMBA,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2022-03-01,368,368
COLCAPIRHUA,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2022-03-01,1,1
"COLCHA ""K""",refencias y contrareferencias,pacientes contrareferidos al establecimiento,2022-03-01,1,1
COLLANA,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2022-03-01,1,1
CORIPATA,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2022-03-01,9,9
COROICO,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2022-03-01,17,17
COTAGAITA,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2022-03-01,5,5
COTOCA,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2022-03-01,7,7
CULPINA,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2022-03-01,2,2
CURAHUARA DE CARANGAS,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2022-03-01,1,1
EL ALTO,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2022-03-01,224,224
EL PUENTE(STC),refencias y contrareferencias,pacientes contrareferidos al establecimiento,2022-03-01,2,2
EL PUENTE(TJA),refencias y contrareferencias,pacientes contrareferidos al establecimiento,2022-03-01,6,6
EL TORNO,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2022-03-01,7,7
EL VILLAR,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2022-03-01,2,2
EUCALIPTUS,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2022-03-01,1,1
FERNANDEZ ALONSO,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2022-03-01,5,5
GENERAL SAAVEDRA,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2022-03-01,1,1
GUAQUI,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2022-03-01,1,1
GUAYARAMERIN,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2022-03-01,170,170
GUTIERREZ,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2022-03-01,1,1
HUANUNI,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2022-03-01,26,26
HUAYLLAMARCA,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2022-03-01,1,1
INCAHUASI,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2022-03-01,4,4
IRUPANA (VILLA DE LANZA),refencias y contrareferencias,pacientes contrareferidos al establecimiento,2022-03-01,1,1
LA ASUNTA,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2022-03-01,2,2
LA PAZ,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2022-03-01,2225,2225
LAGUNILLAS,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2022-03-01,1,1
LLALLAGUA,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2022-03-01,2,2
MACHACAMARCA,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2022-03-01,1,1
MAIRANA,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2022-03-01,7,7
MINEROS,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2022-03-01,1,1
MOJOCOYA,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2022-03-01,3,3
MONTEAGUDO,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2022-03-01,2,2
MONTERO,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2022-03-01,69,69
OCURI,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2022-03-01,3,3
ORURO,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2022-03-01,134,134
PADCAYA,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2022-03-01,1,1
PADILLA,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2022-03-01,14,14
PALCA,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2022-03-01,1,1
PALOS BLANCOS,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2022-03-01,1,1
POSTRER VALLE,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2022-03-01,1,1
POTOSI,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2022-03-01,5,5
PRESTO,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2022-03-01,4,4
PUCARA,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2022-03-01,1,1
PUCARANI,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2022-03-01,1,1
PUERTO GONZALO MORENO,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2022-03-01,2,2
PUERTO PEREZ,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2022-03-01,1,1
PUERTO VILLARROEL,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2022-03-01,7,7
PUNATA,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2022-03-01,5,5
QUILLACOLLO,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2022-03-01,49,49
QUIRUSILLAS,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2022-03-01,1,1
RAQAYPAMPA(ETA),refencias y contrareferencias,pacientes contrareferidos al establecimiento,2022-03-01,1,1
RAVELO,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2022-03-01,1,1
RIBERALTA,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2022-03-01,70,70
ROBORE,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2022-03-01,1,1
RURRENABAQUE,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2022-03-01,2,2
SACABA,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2022-03-01,26,26
SAIPINA,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2022-03-01,1,1
SAN BUENA VENTURA,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2022-03-01,1,1
SAN CARLOS,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2022-03-01,10,10
SAN IGNACIO,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2022-03-01,1,1
SAN JOSE DE CHIQUITOS,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2022-03-01,1,1
SAN JUAN DE YAPACANI,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2022-03-01,3,3
SAN LORENZO(PND),refencias y contrareferencias,pacientes contrareferidos al establecimiento,2022-03-01,1,1
SAN LORENZO(TJA),refencias y contrareferencias,pacientes contrareferidos al establecimiento,2022-03-01,1,1
SAN LUCAS,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2022-03-01,3,3
SAN MIGUEL DE VELASCO,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2022-03-01,5,5
SAN PEDRO DE MACHA,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2022-03-01,2,2
SAN RAFAEL,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2022-03-01,2,2
SANTA CRUZ DE LA SIERRA,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2022-03-01,1219,1219
SHINAOTA,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2022-03-01,1,1
SIPE SIPE,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2022-03-01,1,1
SOPACHUY,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2022-03-01,3,3
SUCRE,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2022-03-01,175,175
TARABUCO,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2022-03-01,1,1
TARATA,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2022-03-01,3,3
TARIJA,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2022-03-01,33,33
TOLEDO,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2022-03-01,1,1
