,group,variable,month,NUEVAS A PARTIR DEL 5TO MES DE EMBARAZO A. < 15,NUEVAS A PARTIR DEL 5TO MES DE EMBARAZO A. < 15,NUEVAS A PARTIR DEL 5TO MES DE EMBARAZO B. 15 A 19,NUEVAS A PARTIR DEL 5TO MES DE EMBARAZO B. 15 A 19,NUEVAS A PARTIR DEL 5TO MES DE EMBARAZO C. 20 - 34,NUEVAS A PARTIR DEL 5TO MES DE EMBARAZO C. 20 - 34,NUEVAS A PARTIR DEL 5TO MES DE EMBARAZO D. 35 - 49,NUEVAS A PARTIR DEL 5TO MES DE EMBARAZO D. 35 - 49,NUEVAS A PARTIR DEL 5TO MES DE EMBARAZO E. 50 Y +,NUEVAS A PARTIR DEL 5TO MES DE EMBARAZO E. 50 Y +,TOTALES
CABEZAS,consultas prenatales,nuevas a partir del 5to mes de embarazo,2023-01-01,0,0,2,1,4,1,1,0,0,0,9
CAIROMA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2023-01-01,0,0,0,0,3,0,0,0,0,0,3
CAJUATA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2023-01-01,0,0,1,0,3,0,0,0,0,0,4
CALAMARCA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2023-01-01,0,0,1,1,3,0,1,0,0,0,6
CAMARGO,consultas prenatales,nuevas a partir del 5to mes de embarazo,2023-01-01,0,0,2,0,3,1,0,0,0,0,6
CAMIRI,consultas prenatales,nuevas a partir del 5to mes de embarazo,2023-01-01,0,0,1,1,22,0,7,0,0,0,31
CAPINOTA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2023-01-01,0,0,2,0,2,0,3,0,0,0,7
CAQUIAVIRI,consultas prenatales,nuevas a partir del 5to mes de embarazo,2023-01-01,0,0,0,0,0,1,0,0,0,0,1
CARACOLLO,consultas prenatales,nuevas a partir del 5to mes de embarazo,2023-01-01,0,0,2,0,1,0,0,0,0,0,3
CARANAVI,consultas prenatales,nuevas a partir del 5to mes de embarazo,2023-01-01,0,0,3,0,10,0,1,0,0,0,14
CARAPARI,consultas prenatales,nuevas a partir del 5to mes de embarazo,2023-01-01,0,0,1,0,1,0,1,0,0,0,3
CARIPUYO,consultas prenatales,nuevas a partir del 5to mes de embarazo,2023-01-01,0,0,2,0,1,0,1,1,0,0,5
CARMEN RIVERO TORREZ,consultas prenatales,nuevas a partir del 5to mes de embarazo,2023-01-01,0,0,2,0,7,0,0,0,0,0,9
CATACORA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2023-01-01,0,0,0,0,0,0,0,1,0,0,1
CHALLAPATA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2023-01-01,0,0,3,0,8,0,3,1,0,0,15
CHAQUI,consultas prenatales,nuevas a partir del 5to mes de embarazo,2023-01-01,1,0,1,0,2,0,0,0,0,0,4
CHARAGUA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2023-01-01,0,0,7,0,14,0,0,0,0,0,21
CHARAÑA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2023-01-01,0,0,1,0,0,0,0,0,0,0,1
CHAYANTA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2023-01-01,0,0,0,1,1,1,0,0,0,0,3
CHIMORE,consultas prenatales,nuevas a partir del 5to mes de embarazo,2023-01-01,1,0,2,1,3,0,1,0,0,0,8
CHIPAYA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2023-01-01,1,0,0,0,0,0,0,0,0,0,1
CHULUMANI (V. DE LA LIBERTAD),consultas prenatales,nuevas a partir del 5to mes de embarazo,2023-01-01,0,0,2,0,5,0,0,0,0,0,7
CHUMA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2023-01-01,0,0,1,0,0,0,1,0,0,0,2
CKOCHAS,consultas prenatales,nuevas a partir del 5to mes de embarazo,2023-01-01,0,0,1,0,1,0,0,0,0,0,2
CLIZA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2023-01-01,0,0,1,0,2,0,3,0,0,0,6
COBIJA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2023-01-01,0,0,1,0,12,0,1,0,0,0,14
COCAPATA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2023-01-01,0,0,1,0,2,0,0,0,0,0,3
COCHABAMBA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2023-01-01,1,0,30,1,417,22,177,4,0,0,652
COLCAPIRHUA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2023-01-01,0,0,1,0,10,5,4,0,0,0,20
"COLCHA ""K""",consultas prenatales,nuevas a partir del 5to mes de embarazo,2023-01-01,0,0,0,0,6,0,5,0,0,0,11
COLOMI,consultas prenatales,nuevas a partir del 5to mes de embarazo,2023-01-01,0,0,3,1,7,0,1,0,0,0,12
COLPA BELGICA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2023-01-01,0,0,1,0,1,0,1,0,0,0,3
COLQUECHACA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2023-01-01,0,0,4,0,5,1,1,0,0,0,11
COLQUENCHA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2023-01-01,0,0,0,0,2,0,1,0,0,0,3
COLQUIRI,consultas prenatales,nuevas a partir del 5to mes de embarazo,2023-01-01,1,0,1,1,8,1,2,0,0,0,14
COMARAPA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2023-01-01,0,0,2,0,4,0,1,0,0,0,7
CONCEPCION,consultas prenatales,nuevas a partir del 5to mes de embarazo,2023-01-01,0,0,1,0,6,0,3,0,0,0,10
COPACABANA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2023-01-01,0,0,0,0,4,0,0,0,0,0,4
CORIPATA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2023-01-01,0,0,0,0,1,0,1,0,0,0,2
CORO CORO,consultas prenatales,nuevas a partir del 5to mes de embarazo,2023-01-01,0,0,1,0,0,0,1,0,0,0,2
COROICO,consultas prenatales,nuevas a partir del 5to mes de embarazo,2023-01-01,0,0,0,0,7,0,1,0,0,0,8
CORQUE,consultas prenatales,nuevas a partir del 5to mes de embarazo,2023-01-01,0,0,0,0,1,0,0,0,0,0,1
COTAGAITA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2023-01-01,0,1,0,0,0,0,1,0,0,0,2
COTOCA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2023-01-01,2,0,7,0,23,9,5,1,0,0,47
CUEVO,consultas prenatales,nuevas a partir del 5to mes de embarazo,2023-01-01,0,0,1,0,1,0,0,0,0,0,2
CULPINA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2023-01-01,0,0,0,0,2,0,1,0,0,0,3
CURVA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2023-01-01,0,0,0,0,1,0,0,0,0,0,1
DESAGUADERO,consultas prenatales,nuevas a partir del 5to mes de embarazo,2023-01-01,0,0,0,0,0,0,1,0,0,0,1
EL ALTO,consultas prenatales,nuevas a partir del 5to mes de embarazo,2023-01-01,1,0,29,19,274,51,90,20,0,0,484
EL CHORO,consultas prenatales,nuevas a partir del 5to mes de embarazo,2023-01-01,0,0,0,0,1,0,0,0,0,0,1
EL PUENTE(STC),consultas prenatales,nuevas a partir del 5to mes de embarazo,2023-01-01,0,0,0,0,2,0,0,0,0,0,2
EL PUENTE(TJA),consultas prenatales,nuevas a partir del 5to mes de embarazo,2023-01-01,0,0,0,0,1,0,1,0,0,0,2
EL TORNO,consultas prenatales,nuevas a partir del 5to mes de embarazo,2023-01-01,0,0,6,0,20,0,3,0,0,0,29
ENTRE RIOS TRJ,consultas prenatales,nuevas a partir del 5to mes de embarazo,2023-01-01,0,0,0,0,1,0,1,0,0,0,2
ENTRE RIOS CBBA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2023-01-01,0,0,2,0,7,0,3,0,0,0,12
EUCALIPTUS,consultas prenatales,nuevas a partir del 5to mes de embarazo,2023-01-01,0,0,0,0,1,0,1,0,0,0,2
EXALTACION,consultas prenatales,nuevas a partir del 5to mes de embarazo,2023-01-01,0,0,1,0,1,0,0,0,0,0,2
FERNANDEZ ALONSO,consultas prenatales,nuevas a partir del 5to mes de embarazo,2023-01-01,0,0,0,0,0,0,1,0,0,0,1
FILADELFIA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2023-01-01,0,0,2,0,1,0,0,0,0,0,3
GAIOC JATUN AYLLU YURA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2023-01-01,0,0,1,0,1,0,1,0,0,0,3
GENERAL SAAVEDRA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2023-01-01,0,0,0,0,5,0,1,0,0,0,6
GRAL. J.J. PEREZ (CHARAZANI),consultas prenatales,nuevas a partir del 5to mes de embarazo,2023-01-01,0,0,2,0,2,0,0,0,0,0,4
GUANAY,consultas prenatales,nuevas a partir del 5to mes de embarazo,2023-01-01,0,0,0,0,3,0,0,0,0,0,3
GUAQUI,consultas prenatales,nuevas a partir del 5to mes de embarazo,2023-01-01,0,0,1,0,2,0,0,0,0,0,3
GUAYARAMERIN,consultas prenatales,nuevas a partir del 5to mes de embarazo,2023-01-01,0,0,6,0,8,0,2,0,0,0,16
GUTIERREZ,consultas prenatales,nuevas a partir del 5to mes de embarazo,2023-01-01,0,0,0,0,2,0,2,0,0,0,4
HUACARETA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2023-01-01,0,0,0,0,1,0,0,0,0,0,1
HUANUNI,consultas prenatales,nuevas a partir del 5to mes de embarazo,2023-01-01,0,0,3,0,2,0,0,0,0,0,5
HUARINA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2023-01-01,0,0,0,1,1,0,0,0,0,0,2
HUAYLLAMARCA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2023-01-01,0,0,0,0,0,0,2,0,0,0,2
ICHOCA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2023-01-01,0,0,0,0,0,0,0,1,0,0,1
ICLA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2023-01-01,0,0,2,0,1,0,0,0,0,0,3
INCAHUASI,consultas prenatales,nuevas a partir del 5to mes de embarazo,2023-01-01,0,0,0,0,1,0,0,0,0,0,1
INQUISIVI,consultas prenatales,nuevas a partir del 5to mes de embarazo,2023-01-01,0,0,0,0,2,1,0,0,0,0,3
IRUPANA (VILLA DE LANZA),consultas prenatales,nuevas a partir del 5to mes de embarazo,2023-01-01,1,0,0,0,2,1,0,0,0,0,4
IXIAMAS,consultas prenatales,nuevas a partir del 5to mes de embarazo,2023-01-01,0,0,1,0,1,0,1,0,0,0,3
JESUS DE MACHACA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2023-01-01,0,0,1,0,1,0,0,0,0,0,2
LA ASUNTA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2023-01-01,0,0,7,1,9,1,2,0,0,0,20
LA GUARDIA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2023-01-01,0,0,10,1,12,8,5,0,0,0,36
LA PAZ,consultas prenatales,nuevas a partir del 5to mes de embarazo,2023-01-01,0,0,32,0,215,1,89,0,0,0,337
LAJA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2023-01-01,0,0,0,0,5,0,1,0,0,0,6
LLALLAGUA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2023-01-01,0,1,4,1,14,1,3,0,0,0,24
LLICA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2023-01-01,0,0,0,0,1,0,0,0,0,0,1
LORETO,consultas prenatales,nuevas a partir del 5to mes de embarazo,2023-01-01,0,0,1,0,2,0,1,0,0,0,4
LURIBAY,consultas prenatales,nuevas a partir del 5to mes de embarazo,2023-01-01,0,0,0,0,1,0,1,0,0,0,2
MACHARETI,consultas prenatales,nuevas a partir del 5to mes de embarazo,2023-01-01,0,0,1,0,1,0,2,0,0,0,4
MAGDALENA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2023-01-01,0,0,0,0,1,0,0,0,0,0,1
MAIRANA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2023-01-01,0,0,1,0,2,0,0,0,0,0,3
MALLA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2023-01-01,0,0,0,0,0,1,0,1,0,0,2
MAPIRI,consultas prenatales,nuevas a partir del 5to mes de embarazo,2023-01-01,0,0,3,0,4,0,0,0,0,0,7
MECAPACA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2023-01-01,0,0,0,0,2,0,0,0,0,0,2
MINEROS,consultas prenatales,nuevas a partir del 5to mes de embarazo,2023-01-01,0,0,6,1,1,1,2,0,0,0,11
MIZQUE,consultas prenatales,nuevas a partir del 5to mes de embarazo,2023-01-01,0,0,6,0,6,1,3,0,0,0,16
MOCOMOCO,consultas prenatales,nuevas a partir del 5to mes de embarazo,2023-01-01,0,0,2,0,2,0,0,0,0,0,4
MOJINETE,consultas prenatales,nuevas a partir del 5to mes de embarazo,2023-01-01,0,0,1,0,0,0,0,0,0,0,1
MONTEAGUDO,consultas prenatales,nuevas a partir del 5to mes de embarazo,2023-01-01,0,0,1,0,5,0,0,0,0,0,6
MONTERO,consultas prenatales,nuevas a partir del 5to mes de embarazo,2023-01-01,1,0,4,0,63,4,21,1,0,0,94
MOROCHATA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2023-01-01,0,0,2,0,1,2,0,0,0,0,5
NUEVO MANOA (NUEVA ESPERANZA),consultas prenatales,nuevas a partir del 5to mes de embarazo,2023-01-01,0,0,0,0,1,0,0,0,0,0,1
OCURI,consultas prenatales,nuevas a partir del 5to mes de embarazo,2023-01-01,0,0,1,0,0,0,1,1,0,0,3
OKINAWA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2023-01-01,0,0,0,0,1,0,0,0,0,0,1
OMEREQUE,consultas prenatales,nuevas a partir del 5to mes de embarazo,2023-01-01,0,0,1,0,0,0,0,0,0,0,1
ORURO,consultas prenatales,nuevas a partir del 5to mes de embarazo,2023-01-01,1,0,12,0,327,3,74,0,0,0,417
PADCAYA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2023-01-01,0,0,1,0,2,0,1,0,0,0,4
PADILLA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2023-01-01,0,0,1,0,1,0,0,0,0,0,2
PAILON,consultas prenatales,nuevas a partir del 5to mes de embarazo,2023-01-01,0,0,3,0,16,0,1,0,0,0,20
PALCA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2023-01-01,0,0,2,0,6,1,3,0,0,0,12
PALOS BLANCOS,consultas prenatales,nuevas a partir del 5to mes de embarazo,2023-01-01,0,0,3,0,3,0,3,0,0,0,9
PAMPA GRANDE,consultas prenatales,nuevas a partir del 5to mes de embarazo,2023-01-01,0,0,1,0,0,0,3,0,0,0,4
PAPEL PAMPA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2023-01-01,0,0,1,0,0,0,0,0,0,0,1
PATACAMAYA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2023-01-01,0,0,1,0,7,0,0,0,0,0,8
PAZÑA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2023-01-01,0,0,1,0,0,0,0,0,0,0,1
PELECHUCO,consultas prenatales,nuevas a partir del 5to mes de embarazo,2023-01-01,0,0,1,0,2,0,0,0,0,0,3
POCOATA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2023-01-01,0,0,1,0,1,0,0,0,0,0,2
POCONA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2023-01-01,0,0,2,0,1,0,0,0,0,0,3
POJO (CBBA),consultas prenatales,nuevas a partir del 5to mes de embarazo,2023-01-01,0,0,4,0,4,3,1,0,0,0,12
PORCO,consultas prenatales,nuevas a partir del 5to mes de embarazo,2023-01-01,1,0,1,0,3,0,0,0,0,0,5
POROMA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2023-01-01,0,0,1,1,2,0,0,0,0,0,4
PORONGO,consultas prenatales,nuevas a partir del 5to mes de embarazo,2023-01-01,0,0,4,0,18,0,2,0,0,0,24
PORTACHUELO,consultas prenatales,nuevas a partir del 5to mes de embarazo,2023-01-01,0,0,2,0,2,0,0,0,0,0,4
POTOSI,consultas prenatales,nuevas a partir del 5to mes de embarazo,2023-01-01,0,0,27,1,175,2,55,1,0,0,261
PUCARANI,consultas prenatales,nuevas a partir del 5to mes de embarazo,2023-01-01,0,0,0,0,8,0,0,0,0,0,8
PUERTO ACOSTA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2023-01-01,0,0,0,0,1,1,0,1,0,0,3
PUERTO CARABUCO,consultas prenatales,nuevas a partir del 5to mes de embarazo,2023-01-01,0,0,0,0,0,0,0,1,0,0,1
PUERTO PEREZ,consultas prenatales,nuevas a partir del 5to mes de embarazo,2023-01-01,0,0,0,0,1,0,0,0,0,0,1
PUERTO QUIJARRO,consultas prenatales,nuevas a partir del 5to mes de embarazo,2023-01-01,0,0,9,3,46,9,9,0,0,0,76
PUERTO SILES,consultas prenatales,nuevas a partir del 5to mes de embarazo,2023-01-01,0,0,0,0,1,0,0,0,0,0,1
PUERTO SUAREZ,consultas prenatales,nuevas a partir del 5to mes de embarazo,2023-01-01,1,0,0,0,8,0,0,1,0,0,10
PUERTO VILLARROEL,consultas prenatales,nuevas a partir del 5to mes de embarazo,2023-01-01,0,0,8,0,25,0,4,0,0,0,37
PUNA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2023-01-01,0,0,3,0,0,0,0,0,0,0,3
PUNATA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2023-01-01,0,0,2,1,16,0,3,0,0,0,22
QUIABAYA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2023-01-01,0,0,1,0,1,0,0,0,0,0,2
QUILLACOLLO,consultas prenatales,nuevas a partir del 5to mes de embarazo,2023-01-01,1,0,9,2,35,5,8,2,1,0,63
QUIME,consultas prenatales,nuevas a partir del 5to mes de embarazo,2023-01-01,0,0,2,0,3,0,0,0,0,0,5
RAQAYPAMPA(ETA),consultas prenatales,nuevas a partir del 5to mes de embarazo,2023-01-01,0,0,1,0,2,0,0,0,0,0,3
RAVELO,consultas prenatales,nuevas a partir del 5to mes de embarazo,2023-01-01,0,0,0,0,1,1,0,0,0,0,2
REYES,consultas prenatales,nuevas a partir del 5to mes de embarazo,2023-01-01,0,0,1,0,3,0,2,0,0,0,6
RIBERALTA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2023-01-01,4,0,14,0,31,1,5,0,0,0,55
ROBORE,consultas prenatales,nuevas a partir del 5to mes de embarazo,2023-01-01,0,0,8,0,10,0,3,0,0,0,21
RURRENABAQUE,consultas prenatales,nuevas a partir del 5to mes de embarazo,2023-01-01,0,0,2,0,8,0,4,0,0,0,14
SABAYA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2023-01-01,0,0,1,0,0,0,0,0,0,0,1
SACABA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2023-01-01,1,0,5,0,38,4,11,1,0,0,60
SACACA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2023-01-01,0,0,1,0,3,0,1,0,0,0,5
SAIPINA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2023-01-01,0,0,1,0,2,0,0,0,0,0,3
SAMAIPATA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2023-01-01,0,0,0,0,0,0,1,0,0,0,1
SAN ANDRES,consultas prenatales,nuevas a partir del 5to mes de embarazo,2023-01-01,0,0,2,0,3,0,1,0,0,0,6
SAN ANDRES DE MACHACA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2023-01-01,0,0,1,0,0,0,0,0,0,0,1
SAN ANTONIO DE LOMERIO,consultas prenatales,nuevas a partir del 5to mes de embarazo,2023-01-01,0,0,0,0,1,0,0,0,0,0,1
SAN BENITO,consultas prenatales,nuevas a partir del 5to mes de embarazo,2023-01-01,0,0,0,0,1,0,0,0,0,0,1
SAN BORJA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2023-01-01,0,0,7,6,28,8,4,0,0,0,53
SAN BUENA VENTURA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2023-01-01,1,0,1,0,0,0,0,0,0,0,2
SAN CARLOS,consultas prenatales,nuevas a partir del 5to mes de embarazo,2023-01-01,0,0,3,0,2,0,0,0,0,0,5
SAN IGNACIO,consultas prenatales,nuevas a partir del 5to mes de embarazo,2023-01-01,0,0,5,0,11,1,5,0,0,0,22
SAN IGNACIO DE VELASCO,consultas prenatales,nuevas a partir del 5to mes de embarazo,2023-01-01,0,0,5,0,32,3,5,0,0,0,45
SAN JAVIER(BNI),consultas prenatales,nuevas a partir del 5to mes de embarazo,2023-01-01,0,0,0,0,1,1,0,1,0,0,3
SAN JAVIER(STC),consultas prenatales,nuevas a partir del 5to mes de embarazo,2023-01-01,0,0,10,0,10,0,7,0,0,0,27
SAN JOAQUIN,consultas prenatales,nuevas a partir del 5to mes de embarazo,2023-01-01,0,0,1,1,1,0,0,0,0,0,3
SAN JOSE DE CHIQUITOS,consultas prenatales,nuevas a partir del 5to mes de embarazo,2023-01-01,1,0,5,0,14,5,1,1,0,0,27
SAN JUAN DE YAPACANI,consultas prenatales,nuevas a partir del 5to mes de embarazo,2023-01-01,0,0,0,0,3,0,0,0,0,0,3
SAN JULIAN,consultas prenatales,nuevas a partir del 5to mes de embarazo,2023-01-01,0,0,1,0,25,0,5,0,0,0,31
SAN LORENZO(PND),consultas prenatales,nuevas a partir del 5to mes de embarazo,2023-01-01,0,0,1,0,1,0,0,0,0,0,2
SAN LORENZO(TJA),consultas prenatales,nuevas a partir del 5to mes de embarazo,2023-01-01,0,0,3,0,1,2,0,0,0,0,6
SAN LUCAS,consultas prenatales,nuevas a partir del 5to mes de embarazo,2023-01-01,0,0,3,1,5,0,0,2,0,0,11
SAN MATIAS,consultas prenatales,nuevas a partir del 5to mes de embarazo,2023-01-01,0,0,2,0,2,0,1,0,0,0,5
SAN MIGUEL DE VELASCO,consultas prenatales,nuevas a partir del 5to mes de embarazo,2023-01-01,0,0,2,0,2,0,0,0,0,0,4
SAN PEDRO,consultas prenatales,nuevas a partir del 5to mes de embarazo,2023-01-01,0,0,0,0,1,0,1,0,0,0,2
SAN PEDRO DE BUENA VISTA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2023-01-01,0,0,1,0,2,0,3,0,0,0,6
SAN PEDRO DE MACHA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2023-01-01,0,0,0,0,3,1,0,0,0,0,4
SAN RAMON SCZ,consultas prenatales,nuevas a partir del 5to mes de embarazo,2023-01-01,0,0,1,0,7,0,1,0,0,0,9
SANTA ANA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2023-01-01,0,0,1,0,1,1,1,0,0,0,4
SANTA CRUZ DE LA SIERRA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2023-01-01,18,2,222,43,1119,97,284,66,2,3,1856
SANTA ROSA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2023-01-01,0,0,4,1,3,0,0,0,0,0,8
SANTA ROSA DEL SARA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2023-01-01,0,0,0,0,0,0,1,0,0,0,1
SANTIAGO DE CALLAPA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2023-01-01,0,0,0,0,3,0,0,0,0,0,3
