,group,variable,month,MUJERES CON 4TA CONSULTA PRENATAL A. < 15,MUJERES CON 4TA CONSULTA PRENATAL A. < 15,MUJERES CON 4TA CONSULTA PRENATAL B. 15 A 19,MUJERES CON 4TA CONSULTA PRENATAL B. 15 A 19,MUJERES CON 4TA CONSULTA PRENATAL C. 20 - 34,MUJERES CON 4TA CONSULTA PRENATAL C. 20 - 34,MUJERES CON 4TA CONSULTA PRENATAL D. 35 - 49,MUJERES CON 4TA CONSULTA PRENATAL D. 35 - 49,MUJERES CON 4TA CONSULTA PRENATAL E. 50 Y +,MUJERES CON 4TA CONSULTA PRENATAL E. 50 Y +,TOTALES
BOLPEBRA,consultas prenatales,mujeres con 4ta consulta prenatal,2023-01-01,0,0,0,0,2,0,0,0,0,0,2
BOYUIBE,consultas prenatales,mujeres con 4ta consulta prenatal,2023-01-01,0,0,1,0,9,0,0,0,0,0,10
BUENA VISTA,consultas prenatales,mujeres con 4ta consulta prenatal,2023-01-01,0,0,1,0,13,0,3,0,0,0,17
CABEZAS,consultas prenatales,mujeres con 4ta consulta prenatal,2023-01-01,0,0,4,0,15,2,0,0,0,0,21
CAIROMA,consultas prenatales,mujeres con 4ta consulta prenatal,2023-01-01,0,0,1,0,9,0,0,0,0,0,10
"CAIZA ""D""",consultas prenatales,mujeres con 4ta consulta prenatal,2023-01-01,0,0,2,0,3,0,0,0,0,0,5
CAJUATA,consultas prenatales,mujeres con 4ta consulta prenatal,2023-01-01,0,0,1,0,6,0,0,0,0,0,7
CALACOTO,consultas prenatales,mujeres con 4ta consulta prenatal,2023-01-01,0,0,0,0,1,1,0,2,0,0,4
CALAMARCA,consultas prenatales,mujeres con 4ta consulta prenatal,2023-01-01,0,0,2,0,10,0,1,0,0,0,13
CAMARGO,consultas prenatales,mujeres con 4ta consulta prenatal,2023-01-01,0,0,1,0,6,0,4,0,0,0,11
CAMATAQUI (C. VILLA ABECIA),consultas prenatales,mujeres con 4ta consulta prenatal,2023-01-01,0,0,0,0,1,1,0,0,0,0,2
CAMIRI,consultas prenatales,mujeres con 4ta consulta prenatal,2023-01-01,0,0,2,3,28,0,4,0,0,0,37
CAPINOTA,consultas prenatales,mujeres con 4ta consulta prenatal,2023-01-01,0,0,0,0,20,0,1,0,0,0,21
CAQUIAVIRI,consultas prenatales,mujeres con 4ta consulta prenatal,2023-01-01,0,0,0,0,5,0,1,0,0,0,6
CARACOLLO,consultas prenatales,mujeres con 4ta consulta prenatal,2023-01-01,0,0,5,0,14,0,2,0,0,0,21
CARANAVI,consultas prenatales,mujeres con 4ta consulta prenatal,2023-01-01,1,0,9,0,45,1,8,0,0,0,64
CARAPARI,consultas prenatales,mujeres con 4ta consulta prenatal,2023-01-01,0,0,1,0,7,0,2,0,0,0,10
CARIPUYO,consultas prenatales,mujeres con 4ta consulta prenatal,2023-01-01,0,0,1,0,4,0,0,0,0,0,5
CARMEN RIVERO TORREZ,consultas prenatales,mujeres con 4ta consulta prenatal,2023-01-01,1,0,2,0,5,0,1,0,0,0,9
CHALLAPATA,consultas prenatales,mujeres con 4ta consulta prenatal,2023-01-01,0,0,5,0,26,0,8,0,0,0,39
CHAQUI,consultas prenatales,mujeres con 4ta consulta prenatal,2023-01-01,0,0,1,0,5,0,0,1,0,0,7
CHARAGUA,consultas prenatales,mujeres con 4ta consulta prenatal,2023-01-01,0,0,5,0,12,1,2,0,0,0,20
CHAYANTA,consultas prenatales,mujeres con 4ta consulta prenatal,2023-01-01,0,0,1,0,3,3,0,0,0,0,7
CHIMORE,consultas prenatales,mujeres con 4ta consulta prenatal,2023-01-01,0,0,9,0,33,1,5,0,0,0,48
CHIPAYA,consultas prenatales,mujeres con 4ta consulta prenatal,2023-01-01,0,0,1,0,0,0,0,0,0,0,1
CHULUMANI (V. DE LA LIBERTAD),consultas prenatales,mujeres con 4ta consulta prenatal,2023-01-01,0,0,1,0,16,0,4,0,1,0,22
CHUMA,consultas prenatales,mujeres con 4ta consulta prenatal,2023-01-01,0,0,0,0,1,1,0,0,0,0,2
CHUQUIHUTA AYLLU JUCUMANI,consultas prenatales,mujeres con 4ta consulta prenatal,2023-01-01,0,0,2,0,8,1,0,0,0,0,11
CKOCHAS,consultas prenatales,mujeres con 4ta consulta prenatal,2023-01-01,0,0,3,1,3,3,2,2,0,0,14
CLIZA,consultas prenatales,mujeres con 4ta consulta prenatal,2023-01-01,0,0,1,0,7,0,1,0,0,0,9
COBIJA,consultas prenatales,mujeres con 4ta consulta prenatal,2023-01-01,1,0,11,0,61,0,15,0,0,0,88
COCAPATA,consultas prenatales,mujeres con 4ta consulta prenatal,2023-01-01,0,0,1,1,5,2,3,0,0,0,12
COCHABAMBA,consultas prenatales,mujeres con 4ta consulta prenatal,2023-01-01,0,0,47,0,546,1,149,15,0,0,758
COIPASA,consultas prenatales,mujeres con 4ta consulta prenatal,2023-01-01,0,0,0,0,1,0,0,0,0,0,1
COLCAPIRHUA,consultas prenatales,mujeres con 4ta consulta prenatal,2023-01-01,0,0,3,0,17,0,2,1,0,0,23
"COLCHA ""K""",consultas prenatales,mujeres con 4ta consulta prenatal,2023-01-01,0,0,1,0,5,1,1,0,0,0,8
COLLANA,consultas prenatales,mujeres con 4ta consulta prenatal,2023-01-01,0,0,1,0,0,0,0,0,0,0,1
COLOMI,consultas prenatales,mujeres con 4ta consulta prenatal,2023-01-01,0,0,2,0,10,0,4,0,0,0,16
COLPA BELGICA,consultas prenatales,mujeres con 4ta consulta prenatal,2023-01-01,0,0,3,0,4,0,0,0,0,0,7
COLQUECHACA,consultas prenatales,mujeres con 4ta consulta prenatal,2023-01-01,0,0,6,1,7,5,2,1,0,0,22
COLQUENCHA,consultas prenatales,mujeres con 4ta consulta prenatal,2023-01-01,0,0,0,0,6,0,0,0,0,0,6
COLQUIRI,consultas prenatales,mujeres con 4ta consulta prenatal,2023-01-01,0,0,0,1,3,0,5,0,0,0,9
COMANCHE,consultas prenatales,mujeres con 4ta consulta prenatal,2023-01-01,0,0,1,0,6,0,0,0,0,0,7
COMARAPA,consultas prenatales,mujeres con 4ta consulta prenatal,2023-01-01,1,0,2,0,17,0,2,0,0,0,22
CONCEPCION,consultas prenatales,mujeres con 4ta consulta prenatal,2023-01-01,0,0,6,0,24,1,2,0,0,0,33
COPACABANA,consultas prenatales,mujeres con 4ta consulta prenatal,2023-01-01,0,0,0,0,3,0,1,0,0,0,4
CORIPATA,consultas prenatales,mujeres con 4ta consulta prenatal,2023-01-01,0,0,2,1,20,2,3,0,0,0,28
CORO CORO,consultas prenatales,mujeres con 4ta consulta prenatal,2023-01-01,0,0,1,0,7,0,0,0,0,0,8
COROICO,consultas prenatales,mujeres con 4ta consulta prenatal,2023-01-01,0,0,1,0,14,0,2,0,0,0,17
CORQUE,consultas prenatales,mujeres con 4ta consulta prenatal,2023-01-01,0,0,1,0,2,0,1,0,0,0,4
COTAGAITA,consultas prenatales,mujeres con 4ta consulta prenatal,2023-01-01,0,0,0,0,3,1,6,0,0,0,10
COTOCA,consultas prenatales,mujeres con 4ta consulta prenatal,2023-01-01,1,0,19,0,57,1,9,0,0,0,87
CUATRO CAÑADAS,consultas prenatales,mujeres con 4ta consulta prenatal,2023-01-01,0,0,5,0,18,0,0,0,0,0,23
CUCHUMUELA (V. G. VILLARROEL),consultas prenatales,mujeres con 4ta consulta prenatal,2023-01-01,0,0,0,0,1,0,0,0,0,0,1
CUEVO,consultas prenatales,mujeres con 4ta consulta prenatal,2023-01-01,0,0,0,0,2,0,1,0,0,0,3
CULPINA,consultas prenatales,mujeres con 4ta consulta prenatal,2023-01-01,0,0,2,1,10,0,4,0,0,0,17
CURAHUARA DE CARANGAS,consultas prenatales,mujeres con 4ta consulta prenatal,2023-01-01,0,0,1,0,0,0,0,0,0,0,1
CURVA,consultas prenatales,mujeres con 4ta consulta prenatal,2023-01-01,0,0,0,0,3,0,0,0,0,0,3
DESAGUADERO,consultas prenatales,mujeres con 4ta consulta prenatal,2023-01-01,0,0,4,0,2,0,1,0,0,0,7
EL ALTO,consultas prenatales,mujeres con 4ta consulta prenatal,2023-01-01,1,1,62,18,636,169,155,37,1,0,1080
EL CHORO,consultas prenatales,mujeres con 4ta consulta prenatal,2023-01-01,0,0,1,0,2,0,0,0,0,0,3
EL PUENTE(STC),consultas prenatales,mujeres con 4ta consulta prenatal,2023-01-01,0,0,3,0,4,1,3,0,0,0,11
EL PUENTE(TJA),consultas prenatales,mujeres con 4ta consulta prenatal,2023-01-01,0,0,0,0,5,1,1,0,0,0,7
EL TORNO,consultas prenatales,mujeres con 4ta consulta prenatal,2023-01-01,4,0,13,0,69,0,9,0,0,0,95
EL VILLAR,consultas prenatales,mujeres con 4ta consulta prenatal,2023-01-01,0,0,0,0,0,1,0,0,0,0,1
ENTRE RIOS TRJ,consultas prenatales,mujeres con 4ta consulta prenatal,2023-01-01,1,0,2,0,9,0,2,0,0,0,14
ENTRE RIOS CBBA,consultas prenatales,mujeres con 4ta consulta prenatal,2023-01-01,0,0,5,0,31,1,6,0,0,0,43
ESCOMA,consultas prenatales,mujeres con 4ta consulta prenatal,2023-01-01,0,0,1,0,1,0,0,0,0,0,2
EUCALIPTUS,consultas prenatales,mujeres con 4ta consulta prenatal,2023-01-01,0,0,1,0,1,0,1,0,0,0,3
EXALTACION,consultas prenatales,mujeres con 4ta consulta prenatal,2023-01-01,0,0,1,0,2,0,0,0,0,0,3
FERNANDEZ ALONSO,consultas prenatales,mujeres con 4ta consulta prenatal,2023-01-01,0,0,1,0,11,0,2,0,0,0,14
FILADELFIA,consultas prenatales,mujeres con 4ta consulta prenatal,2023-01-01,1,0,2,0,3,0,0,0,0,0,6
GAIOC JATUN AYLLU YURA,consultas prenatales,mujeres con 4ta consulta prenatal,2023-01-01,0,0,1,0,1,0,0,0,0,0,2
GENERAL SAAVEDRA,consultas prenatales,mujeres con 4ta consulta prenatal,2023-01-01,0,0,0,0,11,0,2,0,0,0,13
GRAL. J.J. PEREZ (CHARAZANI),consultas prenatales,mujeres con 4ta consulta prenatal,2023-01-01,0,0,3,0,3,1,1,0,0,0,8
GUANAY,consultas prenatales,mujeres con 4ta consulta prenatal,2023-01-01,0,0,0,0,6,0,0,0,0,0,6
GUAQUI,consultas prenatales,mujeres con 4ta consulta prenatal,2023-01-01,0,0,1,0,3,0,0,0,0,0,4
GUAYARAMERIN,consultas prenatales,mujeres con 4ta consulta prenatal,2023-01-01,2,1,9,0,41,0,4,0,0,0,57
GUTIERREZ,consultas prenatales,mujeres con 4ta consulta prenatal,2023-01-01,0,0,3,0,10,0,3,0,0,0,16
HUACARAJE,consultas prenatales,mujeres con 4ta consulta prenatal,2023-01-01,0,0,1,0,4,0,0,0,0,0,5
HUACARETA,consultas prenatales,mujeres con 4ta consulta prenatal,2023-01-01,0,0,2,0,5,2,2,0,0,0,11
HUACAYA (VILLA DE HUACAYA),consultas prenatales,mujeres con 4ta consulta prenatal,2023-01-01,0,0,0,0,1,3,0,0,0,0,4
HUANUNI,consultas prenatales,mujeres con 4ta consulta prenatal,2023-01-01,0,0,5,0,13,0,3,1,0,0,22
HUARINA,consultas prenatales,mujeres con 4ta consulta prenatal,2023-01-01,0,0,3,0,3,0,0,0,0,0,6
HUATAJATA,consultas prenatales,mujeres con 4ta consulta prenatal,2023-01-01,0,0,0,0,2,0,0,0,0,0,2
HUAYLLAMARCA,consultas prenatales,mujeres con 4ta consulta prenatal,2023-01-01,0,0,0,0,3,0,0,0,0,0,3
HUMANATA,consultas prenatales,mujeres con 4ta consulta prenatal,2023-01-01,0,0,2,0,0,0,0,0,0,0,2
ICHOCA,consultas prenatales,mujeres con 4ta consulta prenatal,2023-01-01,0,0,0,0,1,0,0,0,0,0,1
ICLA,consultas prenatales,mujeres con 4ta consulta prenatal,2023-01-01,0,0,1,0,0,0,0,0,0,0,1
INCAHUASI,consultas prenatales,mujeres con 4ta consulta prenatal,2023-01-01,0,0,2,2,6,2,1,0,0,0,13
INGAVI (HUMAITA),consultas prenatales,mujeres con 4ta consulta prenatal,2023-01-01,0,0,0,0,3,0,0,0,0,0,3
INQUISIVI,consultas prenatales,mujeres con 4ta consulta prenatal,2023-01-01,0,0,1,1,3,1,0,0,0,0,6
IRUPANA (VILLA DE LANZA),consultas prenatales,mujeres con 4ta consulta prenatal,2023-01-01,0,0,2,0,6,0,1,0,0,0,9
IXIAMAS,consultas prenatales,mujeres con 4ta consulta prenatal,2023-01-01,0,0,1,0,3,0,0,0,0,0,4
JESUS DE MACHACA,consultas prenatales,mujeres con 4ta consulta prenatal,2023-01-01,0,0,2,0,6,0,0,0,0,0,8
LA ASUNTA,consultas prenatales,mujeres con 4ta consulta prenatal,2023-01-01,0,0,14,3,40,3,8,0,0,0,68
LA GUARDIA,consultas prenatales,mujeres con 4ta consulta prenatal,2023-01-01,1,0,6,4,58,6,10,0,0,0,85
LA PAZ,consultas prenatales,mujeres con 4ta consulta prenatal,2023-01-01,0,0,33,0,479,1,158,0,3,0,674
LA RIVERA,consultas prenatales,mujeres con 4ta consulta prenatal,2023-01-01,0,0,0,0,0,0,1,0,0,0,1
LAGUNILLAS,consultas prenatales,mujeres con 4ta consulta prenatal,2023-01-01,0,0,0,0,3,5,1,0,0,0,9
LAJA,consultas prenatales,mujeres con 4ta consulta prenatal,2023-01-01,0,0,3,0,11,0,3,0,0,0,17
LAS CARRERAS,consultas prenatales,mujeres con 4ta consulta prenatal,2023-01-01,0,0,1,0,3,0,1,0,0,0,5
LICOMA PAMPA,consultas prenatales,mujeres con 4ta consulta prenatal,2023-01-01,0,0,0,0,2,0,1,0,0,0,3
LLALLAGUA,consultas prenatales,mujeres con 4ta consulta prenatal,2023-01-01,0,1,10,0,48,0,8,0,0,0,67
LLICA,consultas prenatales,mujeres con 4ta consulta prenatal,2023-01-01,0,0,0,0,1,0,1,0,0,0,2
LORETO,consultas prenatales,mujeres con 4ta consulta prenatal,2023-01-01,0,0,0,0,0,0,1,0,0,0,1
LURIBAY,consultas prenatales,mujeres con 4ta consulta prenatal,2023-01-01,0,0,0,0,2,0,1,0,0,0,3
MACHACAMARCA,consultas prenatales,mujeres con 4ta consulta prenatal,2023-01-01,0,0,0,0,1,0,0,0,0,0,1
MACHARETI,consultas prenatales,mujeres con 4ta consulta prenatal,2023-01-01,0,0,0,0,4,0,2,0,0,0,6
MAGDALENA,consultas prenatales,mujeres con 4ta consulta prenatal,2023-01-01,0,0,5,0,16,0,4,0,0,0,25
MAIRANA,consultas prenatales,mujeres con 4ta consulta prenatal,2023-01-01,0,0,3,0,16,0,2,0,0,0,21
MALLA,consultas prenatales,mujeres con 4ta consulta prenatal,2023-01-01,0,0,1,0,1,0,0,0,0,0,2
MAPIRI,consultas prenatales,mujeres con 4ta consulta prenatal,2023-01-01,0,0,3,0,8,0,3,0,0,0,14
MECAPACA,consultas prenatales,mujeres con 4ta consulta prenatal,2023-01-01,0,0,2,0,5,0,1,0,0,0,8
MINEROS,consultas prenatales,mujeres con 4ta consulta prenatal,2023-01-01,1,0,6,1,23,1,4,0,0,0,36
MIZQUE,consultas prenatales,mujeres con 4ta consulta prenatal,2023-01-01,0,0,3,0,7,2,1,0,0,0,13
MOCOMOCO,consultas prenatales,mujeres con 4ta consulta prenatal,2023-01-01,0,0,3,0,5,1,0,1,0,0,10
MOJOCOYA,consultas prenatales,mujeres con 4ta consulta prenatal,2023-01-01,0,0,2,0,2,1,0,0,0,0,5
MONTEAGUDO,consultas prenatales,mujeres con 4ta consulta prenatal,2023-01-01,0,0,2,0,14,0,6,0,0,0,22
MONTERO,consultas prenatales,mujeres con 4ta consulta prenatal,2023-01-01,1,0,24,0,163,2,40,0,0,0,230
MORO MORO,consultas prenatales,mujeres con 4ta consulta prenatal,2023-01-01,0,0,0,0,1,0,0,0,0,0,1
MOROCHATA,consultas prenatales,mujeres con 4ta consulta prenatal,2023-01-01,0,0,5,0,0,1,0,0,0,0,6
NACEBE (SANTA ROSA DEL ABUNA),consultas prenatales,mujeres con 4ta consulta prenatal,2023-01-01,0,0,1,0,2,0,0,0,0,0,3
NAZACARA DE PACAJES,consultas prenatales,mujeres con 4ta consulta prenatal,2023-01-01,0,0,0,0,1,0,0,0,0,0,1
NUEVO MANOA (NUEVA ESPERANZA),consultas prenatales,mujeres con 4ta consulta prenatal,2023-01-01,0,0,1,0,0,0,0,0,0,0,1
OCURI,consultas prenatales,mujeres con 4ta consulta prenatal,2023-01-01,0,0,4,0,5,0,0,0,0,0,9
OKINAWA,consultas prenatales,mujeres con 4ta consulta prenatal,2023-01-01,0,0,1,2,10,1,2,1,0,0,17
OMEREQUE,consultas prenatales,mujeres con 4ta consulta prenatal,2023-01-01,0,0,2,0,2,0,2,1,0,0,7
ORURO,consultas prenatales,mujeres con 4ta consulta prenatal,2023-01-01,1,0,50,1,377,3,91,0,0,0,523
PADCAYA,consultas prenatales,mujeres con 4ta consulta prenatal,2023-01-01,0,0,3,0,8,0,2,0,0,0,13
PADILLA,consultas prenatales,mujeres con 4ta consulta prenatal,2023-01-01,0,0,0,0,5,1,3,0,0,0,9
PAILON,consultas prenatales,mujeres con 4ta consulta prenatal,2023-01-01,0,1,3,0,12,0,0,0,0,0,16
PALCA,consultas prenatales,mujeres con 4ta consulta prenatal,2023-01-01,0,0,4,0,15,1,1,0,0,0,21
PALOS BLANCOS,consultas prenatales,mujeres con 4ta consulta prenatal,2023-01-01,1,0,7,0,15,0,0,0,0,0,23
PAMPA AULLAGAS,consultas prenatales,mujeres con 4ta consulta prenatal,2023-01-01,0,0,1,0,3,0,0,0,0,0,4
PAMPA GRANDE,consultas prenatales,mujeres con 4ta consulta prenatal,2023-01-01,0,0,2,0,4,0,0,0,0,0,6
PAPEL PAMPA,consultas prenatales,mujeres con 4ta consulta prenatal,2023-01-01,0,0,0,1,2,2,0,0,0,0,5
PASORAPA,consultas prenatales,mujeres con 4ta consulta prenatal,2023-01-01,0,0,0,0,2,0,0,0,0,0,2
PATACAMAYA,consultas prenatales,mujeres con 4ta consulta prenatal,2023-01-01,0,0,2,0,14,0,2,0,0,0,18
PAZÑA,consultas prenatales,mujeres con 4ta consulta prenatal,2023-01-01,0,0,0,0,2,0,0,0,0,0,2
PELECHUCO,consultas prenatales,mujeres con 4ta consulta prenatal,2023-01-01,1,0,0,0,6,0,1,0,0,0,8
POCOATA,consultas prenatales,mujeres con 4ta consulta prenatal,2023-01-01,0,0,6,2,6,2,0,1,0,0,17
POCONA,consultas prenatales,mujeres con 4ta consulta prenatal,2023-01-01,0,0,0,0,9,0,2,0,0,0,11
POJO (CBBA),consultas prenatales,mujeres con 4ta consulta prenatal,2023-01-01,0,0,1,0,5,0,1,0,0,0,7
POOPO,consultas prenatales,mujeres con 4ta consulta prenatal,2023-01-01,0,0,2,0,3,0,1,0,0,0,6
PORCO,consultas prenatales,mujeres con 4ta consulta prenatal,2023-01-01,0,0,8,0,4,1,0,0,0,0,13
POROMA,consultas prenatales,mujeres con 4ta consulta prenatal,2023-01-01,0,0,2,0,3,2,1,2,0,0,10
PORONGO,consultas prenatales,mujeres con 4ta consulta prenatal,2023-01-01,0,0,2,0,5,0,0,0,0,0,7
PORTACHUELO,consultas prenatales,mujeres con 4ta consulta prenatal,2023-01-01,1,0,4,0,11,0,1,0,0,0,17
PORVENIR,consultas prenatales,mujeres con 4ta consulta prenatal,2023-01-01,0,0,0,0,2,0,1,0,0,0,3
POTOSI,consultas prenatales,mujeres con 4ta consulta prenatal,2023-01-01,0,0,45,0,285,10,74,2,0,0,416
PRESTO,consultas prenatales,mujeres con 4ta consulta prenatal,2023-01-01,0,0,0,1,3,1,0,0,0,0,5
PUCARANI,consultas prenatales,mujeres con 4ta consulta prenatal,2023-01-01,0,0,3,0,20,0,3,0,0,0,26
PUERTO ACOSTA,consultas prenatales,mujeres con 4ta consulta prenatal,2023-01-01,1,0,0,0,4,1,0,0,0,0,6
PUERTO CARABUCO,consultas prenatales,mujeres con 4ta consulta prenatal,2023-01-01,0,0,1,1,3,0,0,0,0,0,5
PUERTO GONZALO MORENO,consultas prenatales,mujeres con 4ta consulta prenatal,2023-01-01,0,0,2,0,5,0,0,0,0,0,7
PUERTO PEREZ,consultas prenatales,mujeres con 4ta consulta prenatal,2023-01-01,0,0,0,0,1,0,1,0,0,0,2
PUERTO QUIJARRO,consultas prenatales,mujeres con 4ta consulta prenatal,2023-01-01,0,0,5,2,31,8,2,2,0,0,50
PUERTO RICO,consultas prenatales,mujeres con 4ta consulta prenatal,2023-01-01,1,0,2,0,9,0,0,0,0,0,12
PUERTO SUAREZ,consultas prenatales,mujeres con 4ta consulta prenatal,2023-01-01,0,0,7,0,28,0,4,0,0,0,39
PUERTO VILLARROEL,consultas prenatales,mujeres con 4ta consulta prenatal,2023-01-01,0,0,11,0,56,0,12,0,0,0,79
PUNA,consultas prenatales,mujeres con 4ta consulta prenatal,2023-01-01,0,0,3,0,7,1,0,0,0,0,11
PUNATA,consultas prenatales,mujeres con 4ta consulta prenatal,2023-01-01,1,0,8,0,45,3,11,1,0,0,69
QUIABAYA,consultas prenatales,mujeres con 4ta consulta prenatal,2023-01-01,0,0,0,0,3,0,0,0,0,0,3
QUILLACOLLO,consultas prenatales,mujeres con 4ta consulta prenatal,2023-01-01,0,0,8,5,71,21,22,7,0,1,135
QUIME,consultas prenatales,mujeres con 4ta consulta prenatal,2023-01-01,0,0,3,0,6,0,0,0,0,0,9
QUIRUSILLAS,consultas prenatales,mujeres con 4ta consulta prenatal,2023-01-01,0,0,0,0,1,0,0,0,0,0,1
RAQAYPAMPA(ETA),consultas prenatales,mujeres con 4ta consulta prenatal,2023-01-01,0,0,0,0,1,1,2,0,0,0,4
RAVELO,consultas prenatales,mujeres con 4ta consulta prenatal,2023-01-01,0,0,0,0,4,0,2,1,0,0,7
REYES,consultas prenatales,mujeres con 4ta consulta prenatal,2023-01-01,0,0,2,0,9,0,1,0,0,0,12
RIBERALTA,consultas prenatales,mujeres con 4ta consulta prenatal,2023-01-01,2,0,34,1,102,1,13,0,0,0,153
ROBORE,consultas prenatales,mujeres con 4ta consulta prenatal,2023-01-01,0,0,2,0,12,0,1,0,0,0,15
RURRENABAQUE,consultas prenatales,mujeres con 4ta consulta prenatal,2023-01-01,2,0,8,0,19,0,4,0,0,0,33
SABAYA,consultas prenatales,mujeres con 4ta consulta prenatal,2023-01-01,0,0,1,0,0,0,0,0,0,0,1
SACABA,consultas prenatales,mujeres con 4ta consulta prenatal,2023-01-01,1,0,17,1,129,6,24,2,0,0,180
SACACA,consultas prenatales,mujeres con 4ta consulta prenatal,2023-01-01,0,0,8,1,10,4,0,1,0,0,24
SAIPINA,consultas prenatales,mujeres con 4ta consulta prenatal,2023-01-01,0,0,3,0,6,0,3,0,0,0,12
SALINAS DE GARCI MENDOZA,consultas prenatales,mujeres con 4ta consulta prenatal,2023-01-01,0,0,1,0,5,1,1,0,0,0,8
SAMAIPATA,consultas prenatales,mujeres con 4ta consulta prenatal,2023-01-01,0,0,0,0,9,1,2,0,0,0,12
SAN AGUSTIN,consultas prenatales,mujeres con 4ta consulta prenatal,2023-01-01,0,0,1,0,1,0,0,0,0,0,2
SAN ANDRES,consultas prenatales,mujeres con 4ta consulta prenatal,2023-01-01,0,0,1,0,12,0,1,0,0,0,14
