,group,variable,month,NUEVAS ANTES DEL 5TO MES DE EMBARAZO A. < 15,NUEVAS ANTES DEL 5TO MES DE EMBARAZO A. < 15,NUEVAS ANTES DEL 5TO MES DE EMBARAZO B. 15 A 19,NUEVAS ANTES DEL 5TO MES DE EMBARAZO B. 15 A 19,NUEVAS ANTES DEL 5TO MES DE EMBARAZO C. 20 - 34,NUEVAS ANTES DEL 5TO MES DE EMBARAZO C. 20 - 34,NUEVAS ANTES DEL 5TO MES DE EMBARAZO D. 35 - 49,NUEVAS ANTES DEL 5TO MES DE EMBARAZO D. 35 - 49,NUEVAS ANTES DEL 5TO MES DE EMBARAZO E. 50 Y +,NUEVAS ANTES DEL 5TO MES DE EMBARAZO E. 50 Y +,TOTALES
BELLA FLOR,consultas prenatales,nuevas antes del 5to mes de embarazo,2023-01-01,0,0,1,0,3,0,1,0,0,0,5
BERMEJO,consultas prenatales,nuevas antes del 5to mes de embarazo,2023-01-01,0,0,4,0,23,1,5,0,0,0,33
BETANZOS,consultas prenatales,nuevas antes del 5to mes de embarazo,2023-01-01,0,0,3,0,12,0,5,0,0,0,20
BOLIVAR,consultas prenatales,nuevas antes del 5to mes de embarazo,2023-01-01,0,0,0,0,2,0,2,0,0,0,4
BOLPEBRA,consultas prenatales,nuevas antes del 5to mes de embarazo,2023-01-01,1,0,0,0,0,0,0,0,0,0,1
BOYUIBE,consultas prenatales,nuevas antes del 5to mes de embarazo,2023-01-01,0,0,0,0,3,0,1,0,0,0,4
BUENA VISTA,consultas prenatales,nuevas antes del 5to mes de embarazo,2023-01-01,1,0,8,0,15,0,3,0,0,0,27
CABEZAS,consultas prenatales,nuevas antes del 5to mes de embarazo,2023-01-01,0,1,11,0,17,0,2,0,0,0,31
CAIROMA,consultas prenatales,nuevas antes del 5to mes de embarazo,2023-01-01,0,0,3,0,10,1,2,0,0,0,16
"CAIZA ""D""",consultas prenatales,nuevas antes del 5to mes de embarazo,2023-01-01,0,0,2,0,8,1,1,0,0,0,12
CAJUATA,consultas prenatales,nuevas antes del 5to mes de embarazo,2023-01-01,1,0,2,0,6,0,0,0,0,0,9
CALACOTO,consultas prenatales,nuevas antes del 5to mes de embarazo,2023-01-01,0,0,0,2,1,0,0,1,0,0,4
CALAMARCA,consultas prenatales,nuevas antes del 5to mes de embarazo,2023-01-01,0,0,1,0,7,0,1,0,0,0,9
CAMARGO,consultas prenatales,nuevas antes del 5to mes de embarazo,2023-01-01,0,0,1,0,11,0,3,0,0,0,15
CAMATAQUI (C. VILLA ABECIA),consultas prenatales,nuevas antes del 5to mes de embarazo,2023-01-01,0,0,1,0,1,0,0,0,0,0,2
CAMIRI,consultas prenatales,nuevas antes del 5to mes de embarazo,2023-01-01,0,0,2,1,38,2,8,0,0,0,51
CAPINOTA,consultas prenatales,nuevas antes del 5to mes de embarazo,2023-01-01,0,0,4,0,17,0,7,0,0,0,28
CAQUIAVIRI,consultas prenatales,nuevas antes del 5to mes de embarazo,2023-01-01,0,0,1,0,4,0,1,0,0,0,6
CARACOLLO,consultas prenatales,nuevas antes del 5to mes de embarazo,2023-01-01,1,0,4,0,9,0,3,0,0,0,17
CARANAVI,consultas prenatales,nuevas antes del 5to mes de embarazo,2023-01-01,1,0,7,0,32,0,7,1,0,0,48
CARAPARI,consultas prenatales,nuevas antes del 5to mes de embarazo,2023-01-01,0,0,2,0,11,0,0,0,0,0,13
CARIPUYO,consultas prenatales,nuevas antes del 5to mes de embarazo,2023-01-01,0,1,2,0,4,0,0,0,0,0,7
CARMEN RIVERO TORREZ,consultas prenatales,nuevas antes del 5to mes de embarazo,2023-01-01,0,0,0,0,5,0,1,0,0,0,6
CATACORA,consultas prenatales,nuevas antes del 5to mes de embarazo,2023-01-01,0,0,1,0,0,0,0,0,0,0,1
CHACARILLA,consultas prenatales,nuevas antes del 5to mes de embarazo,2023-01-01,0,0,0,0,2,0,0,0,0,0,2
CHALLAPATA,consultas prenatales,nuevas antes del 5to mes de embarazo,2023-01-01,0,0,5,0,25,7,6,1,0,0,44
CHAQUI,consultas prenatales,nuevas antes del 5to mes de embarazo,2023-01-01,0,0,2,0,4,0,1,0,0,0,7
CHARAGUA,consultas prenatales,nuevas antes del 5to mes de embarazo,2023-01-01,0,0,5,0,27,1,7,0,0,0,40
CHARAÑA,consultas prenatales,nuevas antes del 5to mes de embarazo,2023-01-01,0,0,1,0,0,0,2,0,0,0,3
CHAYANTA,consultas prenatales,nuevas antes del 5to mes de embarazo,2023-01-01,0,0,0,0,8,0,1,0,0,0,9
CHIMORE,consultas prenatales,nuevas antes del 5to mes de embarazo,2023-01-01,0,0,7,1,26,0,3,0,0,0,37
CHOQUE COTA,consultas prenatales,nuevas antes del 5to mes de embarazo,2023-01-01,0,0,0,0,1,0,2,0,0,0,3
CHUA COCANI,consultas prenatales,nuevas antes del 5to mes de embarazo,2023-01-01,0,0,0,0,2,0,0,0,0,0,2
CHULUMANI (V. DE LA LIBERTAD),consultas prenatales,nuevas antes del 5to mes de embarazo,2023-01-01,0,0,0,0,8,0,2,0,0,0,10
CHUMA,consultas prenatales,nuevas antes del 5to mes de embarazo,2023-01-01,0,0,1,0,6,0,1,0,0,0,8
CHUQUIHUTA AYLLU JUCUMANI,consultas prenatales,nuevas antes del 5to mes de embarazo,2023-01-01,0,0,3,0,6,2,0,0,0,0,11
CKOCHAS,consultas prenatales,nuevas antes del 5to mes de embarazo,2023-01-01,0,0,1,0,7,3,3,0,0,0,14
CLIZA,consultas prenatales,nuevas antes del 5to mes de embarazo,2023-01-01,0,1,3,0,18,0,3,0,0,0,25
COBIJA,consultas prenatales,nuevas antes del 5to mes de embarazo,2023-01-01,0,0,19,0,79,0,17,0,0,0,115
COCAPATA,consultas prenatales,nuevas antes del 5to mes de embarazo,2023-01-01,0,0,6,1,15,1,0,0,0,0,23
COCHABAMBA,consultas prenatales,nuevas antes del 5to mes de embarazo,2023-01-01,3,0,65,3,685,7,169,6,0,0,938
COLCAPIRHUA,consultas prenatales,nuevas antes del 5to mes de embarazo,2023-01-01,0,0,4,0,32,2,8,0,0,0,46
"COLCHA ""K""",consultas prenatales,nuevas antes del 5to mes de embarazo,2023-01-01,0,0,0,0,12,1,1,0,0,0,14
COLLANA,consultas prenatales,nuevas antes del 5to mes de embarazo,2023-01-01,0,0,1,0,1,0,0,0,0,0,2
COLOMI,consultas prenatales,nuevas antes del 5to mes de embarazo,2023-01-01,0,0,13,1,24,0,4,0,0,0,42
COLPA BELGICA,consultas prenatales,nuevas antes del 5to mes de embarazo,2023-01-01,0,0,1,0,7,0,2,0,0,0,10
COLQUECHACA,consultas prenatales,nuevas antes del 5to mes de embarazo,2023-01-01,0,0,6,0,13,2,2,0,0,0,23
COLQUENCHA,consultas prenatales,nuevas antes del 5to mes de embarazo,2023-01-01,0,0,1,0,10,0,2,0,0,0,13
COLQUIRI,consultas prenatales,nuevas antes del 5to mes de embarazo,2023-01-01,0,0,2,1,20,0,3,0,0,0,26
COMARAPA,consultas prenatales,nuevas antes del 5to mes de embarazo,2023-01-01,0,0,13,0,15,1,1,0,0,0,30
CONCEPCION,consultas prenatales,nuevas antes del 5to mes de embarazo,2023-01-01,0,0,2,0,17,0,9,0,0,0,28
COPACABANA,consultas prenatales,nuevas antes del 5to mes de embarazo,2023-01-01,0,0,1,0,5,0,2,0,0,0,8
CORIPATA,consultas prenatales,nuevas antes del 5to mes de embarazo,2023-01-01,0,0,3,0,21,0,2,0,0,0,26
CORO CORO,consultas prenatales,nuevas antes del 5to mes de embarazo,2023-01-01,0,0,1,0,3,0,1,0,0,0,5
COROICO,consultas prenatales,nuevas antes del 5to mes de embarazo,2023-01-01,0,0,2,0,9,0,1,0,0,0,12
CORQUE,consultas prenatales,nuevas antes del 5to mes de embarazo,2023-01-01,0,0,2,0,6,0,0,0,0,0,8
COTAGAITA,consultas prenatales,nuevas antes del 5to mes de embarazo,2023-01-01,0,0,4,0,13,2,1,0,0,0,20
COTOCA,consultas prenatales,nuevas antes del 5to mes de embarazo,2023-01-01,1,2,25,6,61,6,14,3,0,0,118
CUATRO CAÑADAS,consultas prenatales,nuevas antes del 5to mes de embarazo,2023-01-01,0,0,2,0,11,0,0,1,0,0,14
CUCHUMUELA (V. G. VILLARROEL),consultas prenatales,nuevas antes del 5to mes de embarazo,2023-01-01,0,0,0,0,3,0,0,0,0,0,3
CUEVO,consultas prenatales,nuevas antes del 5to mes de embarazo,2023-01-01,0,0,1,0,1,0,0,0,0,0,2
CULPINA,consultas prenatales,nuevas antes del 5to mes de embarazo,2023-01-01,0,0,3,0,9,1,0,0,0,0,13
CURAHUARA DE CARANGAS,consultas prenatales,nuevas antes del 5to mes de embarazo,2023-01-01,0,0,0,0,2,0,0,0,0,0,2
CURVA,consultas prenatales,nuevas antes del 5to mes de embarazo,2023-01-01,0,0,0,0,4,0,0,0,0,0,4
DESAGUADERO,consultas prenatales,nuevas antes del 5to mes de embarazo,2023-01-01,0,0,0,0,5,0,0,0,0,0,5
EL ALTO,consultas prenatales,nuevas antes del 5to mes de embarazo,2023-01-01,1,1,59,39,735,222,233,31,0,0,1321
EL CHORO,consultas prenatales,nuevas antes del 5to mes de embarazo,2023-01-01,0,0,2,0,2,0,0,0,0,0,4
EL PUENTE(STC),consultas prenatales,nuevas antes del 5to mes de embarazo,2023-01-01,1,0,6,2,11,0,1,0,0,0,21
EL PUENTE(TJA),consultas prenatales,nuevas antes del 5to mes de embarazo,2023-01-01,0,0,2,0,5,1,3,0,0,0,11
EL TORNO,consultas prenatales,nuevas antes del 5to mes de embarazo,2023-01-01,0,0,15,0,79,0,11,0,0,0,105
EL VILLAR,consultas prenatales,nuevas antes del 5to mes de embarazo,2023-01-01,1,0,0,0,1,1,0,0,0,0,3
ENTRE RIOS TRJ,consultas prenatales,nuevas antes del 5to mes de embarazo,2023-01-01,0,0,4,0,13,0,4,2,0,0,23
ENTRE RIOS CBBA,consultas prenatales,nuevas antes del 5to mes de embarazo,2023-01-01,0,0,8,0,44,0,11,0,0,0,63
ESCOMA,consultas prenatales,nuevas antes del 5to mes de embarazo,2023-01-01,0,0,1,0,2,0,0,0,0,0,3
EUCALIPTUS,consultas prenatales,nuevas antes del 5to mes de embarazo,2023-01-01,0,0,0,0,2,0,0,0,0,0,2
EUREKA (SANTOS MERCADO),consultas prenatales,nuevas antes del 5to mes de embarazo,2023-01-01,0,0,0,0,1,0,0,0,0,0,1
EXALTACION,consultas prenatales,nuevas antes del 5to mes de embarazo,2023-01-01,0,0,0,0,1,0,0,0,0,0,1
FERNANDEZ ALONSO,consultas prenatales,nuevas antes del 5to mes de embarazo,2023-01-01,0,0,1,0,11,0,1,0,0,0,13
FILADELFIA,consultas prenatales,nuevas antes del 5to mes de embarazo,2023-01-01,0,0,0,0,4,0,1,0,0,0,5
GAIOC JATUN AYLLU YURA,consultas prenatales,nuevas antes del 5to mes de embarazo,2023-01-01,0,0,0,0,0,1,0,0,0,0,1
GENERAL SAAVEDRA,consultas prenatales,nuevas antes del 5to mes de embarazo,2023-01-01,0,0,9,0,13,0,3,1,0,0,26
GRAL. J.J. PEREZ (CHARAZANI),consultas prenatales,nuevas antes del 5to mes de embarazo,2023-01-01,0,0,2,0,10,0,1,0,0,0,13
GUANAY,consultas prenatales,nuevas antes del 5to mes de embarazo,2023-01-01,0,0,3,0,19,0,0,1,0,0,23
GUAQUI,consultas prenatales,nuevas antes del 5to mes de embarazo,2023-01-01,0,0,0,0,3,0,1,0,0,0,4
GUAYARAMERIN,consultas prenatales,nuevas antes del 5to mes de embarazo,2023-01-01,4,0,18,0,40,0,6,0,0,0,68
GUTIERREZ,consultas prenatales,nuevas antes del 5to mes de embarazo,2023-01-01,0,0,7,0,17,0,3,0,0,0,27
HUACARAJE,consultas prenatales,nuevas antes del 5to mes de embarazo,2023-01-01,0,0,1,0,4,0,0,0,0,0,5
HUACARETA,consultas prenatales,nuevas antes del 5to mes de embarazo,2023-01-01,0,0,1,0,5,0,2,1,0,0,9
HUACAYA (VILLA DE HUACAYA),consultas prenatales,nuevas antes del 5to mes de embarazo,2023-01-01,0,0,1,0,2,1,0,0,0,0,4
HUANUNI,consultas prenatales,nuevas antes del 5to mes de embarazo,2023-01-01,0,0,2,0,12,0,2,0,0,0,16
HUARINA,consultas prenatales,nuevas antes del 5to mes de embarazo,2023-01-01,0,0,1,0,3,0,0,0,0,0,4
HUATAJATA,consultas prenatales,nuevas antes del 5to mes de embarazo,2023-01-01,0,0,0,0,2,0,1,0,0,0,3
HUAYLLAMARCA,consultas prenatales,nuevas antes del 5to mes de embarazo,2023-01-01,0,0,0,0,1,0,0,0,0,0,1
HUMANATA,consultas prenatales,nuevas antes del 5to mes de embarazo,2023-01-01,0,0,2,0,0,0,0,0,0,0,2
ICHOCA,consultas prenatales,nuevas antes del 5to mes de embarazo,2023-01-01,0,0,2,0,2,1,0,1,0,0,6
ICLA,consultas prenatales,nuevas antes del 5to mes de embarazo,2023-01-01,0,0,2,1,3,0,0,0,0,0,6
INCAHUASI,consultas prenatales,nuevas antes del 5to mes de embarazo,2023-01-01,0,0,0,1,7,2,3,1,0,0,14
INGAVI (HUMAITA),consultas prenatales,nuevas antes del 5to mes de embarazo,2023-01-01,1,0,1,0,1,0,0,0,0,0,3
INQUISIVI,consultas prenatales,nuevas antes del 5to mes de embarazo,2023-01-01,0,0,2,2,5,1,0,1,0,0,11
IRUPANA (VILLA DE LANZA),consultas prenatales,nuevas antes del 5to mes de embarazo,2023-01-01,0,0,2,0,11,1,3,1,0,0,18
IXIAMAS,consultas prenatales,nuevas antes del 5to mes de embarazo,2023-01-01,0,0,4,0,5,1,1,0,0,0,11
JESUS DE MACHACA,consultas prenatales,nuevas antes del 5to mes de embarazo,2023-01-01,0,0,2,0,3,0,1,0,0,0,6
LA ASUNTA,consultas prenatales,nuevas antes del 5to mes de embarazo,2023-01-01,5,0,7,1,47,1,8,0,0,0,69
LA GUARDIA,consultas prenatales,nuevas antes del 5to mes de embarazo,2023-01-01,2,0,13,3,64,6,20,0,0,0,108
LA PAZ,consultas prenatales,nuevas antes del 5to mes de embarazo,2023-01-01,1,0,39,0,635,0,209,0,1,0,885
LAGUNILLAS,consultas prenatales,nuevas antes del 5to mes de embarazo,2023-01-01,0,0,1,0,1,2,0,1,0,0,5
LAJA,consultas prenatales,nuevas antes del 5to mes de embarazo,2023-01-01,1,0,3,0,15,0,2,0,0,0,21
LICOMA PAMPA,consultas prenatales,nuevas antes del 5to mes de embarazo,2023-01-01,0,0,0,0,1,0,1,0,0,0,2
LLALLAGUA,consultas prenatales,nuevas antes del 5to mes de embarazo,2023-01-01,0,0,12,0,62,0,6,0,0,0,80
LLICA,consultas prenatales,nuevas antes del 5to mes de embarazo,2023-01-01,0,0,0,0,3,0,1,0,0,0,4
LORETO,consultas prenatales,nuevas antes del 5to mes de embarazo,2023-01-01,0,0,0,0,2,0,0,0,0,1,3
LURIBAY,consultas prenatales,nuevas antes del 5to mes de embarazo,2023-01-01,0,0,2,0,4,0,2,0,0,0,8
MACHACAMARCA,consultas prenatales,nuevas antes del 5to mes de embarazo,2023-01-01,0,0,0,0,3,0,0,0,0,0,3
MACHARETI,consultas prenatales,nuevas antes del 5to mes de embarazo,2023-01-01,0,0,1,0,3,0,1,0,0,0,5
MAGDALENA,consultas prenatales,nuevas antes del 5to mes de embarazo,2023-01-01,0,0,5,0,16,0,2,0,0,0,23
MAIRANA,consultas prenatales,nuevas antes del 5to mes de embarazo,2023-01-01,1,0,2,0,12,0,1,0,0,0,16
MALLA,consultas prenatales,nuevas antes del 5to mes de embarazo,2023-01-01,0,0,2,1,1,1,0,0,0,0,5
MAPIRI,consultas prenatales,nuevas antes del 5to mes de embarazo,2023-01-01,0,0,6,0,25,0,5,0,0,0,36
MECAPACA,consultas prenatales,nuevas antes del 5to mes de embarazo,2023-01-01,0,0,2,0,14,0,1,0,0,0,17
MINEROS,consultas prenatales,nuevas antes del 5to mes de embarazo,2023-01-01,0,0,5,0,15,1,3,0,0,0,24
MIZQUE,consultas prenatales,nuevas antes del 5to mes de embarazo,2023-01-01,0,0,8,0,11,0,6,0,0,0,25
MOCOMOCO,consultas prenatales,nuevas antes del 5to mes de embarazo,2023-01-01,0,0,0,0,6,0,1,0,0,0,7
MOJOCOYA,consultas prenatales,nuevas antes del 5to mes de embarazo,2023-01-01,0,0,1,0,5,0,1,0,0,0,7
MONTEAGUDO,consultas prenatales,nuevas antes del 5to mes de embarazo,2023-01-01,0,0,4,0,16,2,7,0,0,0,29
MONTERO,consultas prenatales,nuevas antes del 5to mes de embarazo,2023-01-01,1,0,27,2,171,18,39,0,0,0,258
MORO MORO,consultas prenatales,nuevas antes del 5to mes de embarazo,2023-01-01,1,0,1,0,0,0,0,0,0,0,2
MOROCHATA,consultas prenatales,nuevas antes del 5to mes de embarazo,2023-01-01,0,0,5,0,8,0,0,0,0,0,13
NACEBE (SANTA ROSA DEL ABUNA),consultas prenatales,nuevas antes del 5to mes de embarazo,2023-01-01,0,0,1,0,1,1,0,0,0,0,3
NUEVO MANOA (NUEVA ESPERANZA),consultas prenatales,nuevas antes del 5to mes de embarazo,2023-01-01,0,0,0,0,3,0,0,0,0,0,3
OCURI,consultas prenatales,nuevas antes del 5to mes de embarazo,2023-01-01,0,0,2,0,10,1,5,1,0,0,19
OKINAWA,consultas prenatales,nuevas antes del 5to mes de embarazo,2023-01-01,1,0,3,0,5,0,1,14,0,0,24
OMEREQUE,consultas prenatales,nuevas antes del 5to mes de embarazo,2023-01-01,0,0,4,0,4,0,1,0,0,0,9
ORURO,consultas prenatales,nuevas antes del 5to mes de embarazo,2023-01-01,0,0,43,5,348,7,84,3,0,0,490
PADCAYA,consultas prenatales,nuevas antes del 5to mes de embarazo,2023-01-01,1,0,2,1,12,1,3,0,0,0,20
PADILLA,consultas prenatales,nuevas antes del 5to mes de embarazo,2023-01-01,0,0,0,0,7,0,0,0,0,0,7
PAILON,consultas prenatales,nuevas antes del 5to mes de embarazo,2023-01-01,0,0,7,0,26,0,0,0,0,0,33
PALCA,consultas prenatales,nuevas antes del 5to mes de embarazo,2023-01-01,0,0,6,0,16,1,4,0,0,0,27
PALOS BLANCOS,consultas prenatales,nuevas antes del 5to mes de embarazo,2023-01-01,0,0,4,0,17,0,1,0,0,0,22
PAMPA AULLAGAS,consultas prenatales,nuevas antes del 5to mes de embarazo,2023-01-01,0,0,1,0,1,0,1,0,0,0,3
PAMPA GRANDE,consultas prenatales,nuevas antes del 5to mes de embarazo,2023-01-01,0,0,1,0,7,0,1,0,0,0,9
PAPEL PAMPA,consultas prenatales,nuevas antes del 5to mes de embarazo,2023-01-01,0,0,0,0,4,0,0,1,0,0,5
PASORAPA,consultas prenatales,nuevas antes del 5to mes de embarazo,2023-01-01,0,0,0,0,2,0,0,0,0,0,2
PATACAMAYA,consultas prenatales,nuevas antes del 5to mes de embarazo,2023-01-01,0,0,3,0,22,0,5,0,0,0,30
PAZÑA,consultas prenatales,nuevas antes del 5to mes de embarazo,2023-01-01,0,0,0,0,0,0,2,0,0,0,2
PELECHUCO,consultas prenatales,nuevas antes del 5to mes de embarazo,2023-01-01,0,0,0,0,10,0,0,0,0,0,10
POCOATA,consultas prenatales,nuevas antes del 5to mes de embarazo,2023-01-01,0,0,5,1,12,0,4,1,0,0,23
POCONA,consultas prenatales,nuevas antes del 5to mes de embarazo,2023-01-01,0,0,0,0,9,0,0,0,0,0,9
POJO (CBBA),consultas prenatales,nuevas antes del 5to mes de embarazo,2023-01-01,0,0,3,1,9,1,4,0,0,0,18
POOPO,consultas prenatales,nuevas antes del 5to mes de embarazo,2023-01-01,0,0,3,0,4,1,2,0,0,0,10
PORCO,consultas prenatales,nuevas antes del 5to mes de embarazo,2023-01-01,0,0,6,0,21,0,3,0,0,0,30
POROMA,consultas prenatales,nuevas antes del 5to mes de embarazo,2023-01-01,0,0,5,0,6,1,2,1,0,0,15
PORONGO,consultas prenatales,nuevas antes del 5to mes de embarazo,2023-01-01,0,0,4,0,11,0,0,0,0,0,15
PORTACHUELO,consultas prenatales,nuevas antes del 5to mes de embarazo,2023-01-01,0,0,0,0,5,0,5,0,0,0,10
PORVENIR,consultas prenatales,nuevas antes del 5to mes de embarazo,2023-01-01,0,0,1,0,4,0,0,0,0,0,5
POTOSI,consultas prenatales,nuevas antes del 5to mes de embarazo,2023-01-01,1,0,51,1,321,4,68,1,0,0,447
PRESTO,consultas prenatales,nuevas antes del 5to mes de embarazo,2023-01-01,0,0,0,0,2,0,0,1,0,0,3
PUCARA,consultas prenatales,nuevas antes del 5to mes de embarazo,2023-01-01,0,0,1,0,1,0,0,0,0,0,2
PUCARANI,consultas prenatales,nuevas antes del 5to mes de embarazo,2023-01-01,0,0,11,0,24,0,5,0,0,0,40
PUERTO ACOSTA,consultas prenatales,nuevas antes del 5to mes de embarazo,2023-01-01,0,0,1,0,7,0,0,0,0,0,8
PUERTO CARABUCO,consultas prenatales,nuevas antes del 5to mes de embarazo,2023-01-01,0,0,1,0,4,0,0,1,0,0,6
PUERTO GONZALO MORENO,consultas prenatales,nuevas antes del 5to mes de embarazo,2023-01-01,0,0,3,0,3,0,1,0,0,0,7
PUERTO PEREZ,consultas prenatales,nuevas antes del 5to mes de embarazo,2023-01-01,0,0,2,0,6,0,0,0,0,0,8
PUERTO QUIJARRO,consultas prenatales,nuevas antes del 5to mes de embarazo,2023-01-01,0,0,12,1,33,8,2,5,0,0,61
PUERTO RICO,consultas prenatales,nuevas antes del 5to mes de embarazo,2023-01-01,0,0,3,0,8,0,1,0,0,0,12
PUERTO SILES,consultas prenatales,nuevas antes del 5to mes de embarazo,2023-01-01,0,0,0,0,1,0,1,0,0,0,2
PUERTO SUAREZ,consultas prenatales,nuevas antes del 5to mes de embarazo,2023-01-01,1,0,4,0,15,0,1,0,0,0,21
PUERTO VILLARROEL,consultas prenatales,nuevas antes del 5to mes de embarazo,2023-01-01,1,0,28,0,100,1,10,0,0,0,140
PUNA,consultas prenatales,nuevas antes del 5to mes de embarazo,2023-01-01,0,0,2,0,8,0,1,0,0,0,11
PUNATA,consultas prenatales,nuevas antes del 5to mes de embarazo,2023-01-01,2,0,5,1,46,10,9,3,0,0,76
QUIABAYA,consultas prenatales,nuevas antes del 5to mes de embarazo,2023-01-01,0,0,0,0,3,0,0,0,0,0,3
QUILLACOLLO,consultas prenatales,nuevas antes del 5to mes de embarazo,2023-01-01,0,1,24,3,128,39,50,3,0,0,248
QUIME,consultas prenatales,nuevas antes del 5to mes de embarazo,2023-01-01,0,0,3,0,7,0,0,0,0,0,10
RAQAYPAMPA(ETA),consultas prenatales,nuevas antes del 5to mes de embarazo,2023-01-01,0,0,2,0,5,0,5,0,0,0,12
RAVELO,consultas prenatales,nuevas antes del 5to mes de embarazo,2023-01-01,0,0,1,1,7,1,1,0,0,0,11
REYES,consultas prenatales,nuevas antes del 5to mes de embarazo,2023-01-01,1,0,2,0,8,0,1,0,0,0,12
RIBERALTA,consultas prenatales,nuevas antes del 5to mes de embarazo,2023-01-01,1,0,37,0,101,1,22,1,0,0,163
ROBORE,consultas prenatales,nuevas antes del 5to mes de embarazo,2023-01-01,0,0,5,0,20,0,3,0,0,0,28
RURRENABAQUE,consultas prenatales,nuevas antes del 5to mes de embarazo,2023-01-01,1,0,11,1,21,0,6,0,0,0,40
