,group,variable,month,ANTIPOLIOMIELÍTICA 2DA DOSIS DENTRO,ANTIPOLIOMIELÍTICA 2DA DOSIS DENTRO,ANTIPOLIOMIELÍTICA 2DA DOSIS FUERA,ANTIPOLIOMIELÍTICA 2DA DOSIS FUERA,TOTALES
BELLA FLOR,vacunaciones en menores de 1 ano,antipoliomielitica 2da dosis,2022-01-01,2,1,3,4,10
BERMEJO,vacunaciones en menores de 1 ano,antipoliomielitica 2da dosis,2022-01-01,13,17,0,0,30
BETANZOS,vacunaciones en menores de 1 ano,antipoliomielitica 2da dosis,2022-01-01,11,15,6,3,35
BOLIVAR,vacunaciones en menores de 1 ano,antipoliomielitica 2da dosis,2022-01-01,0,2,0,0,2
BOLPEBRA,vacunaciones en menores de 1 ano,antipoliomielitica 2da dosis,2022-01-01,0,2,1,0,3
BOYUIBE,vacunaciones en menores de 1 ano,antipoliomielitica 2da dosis,2022-01-01,3,7,0,0,10
BUENA VISTA,vacunaciones en menores de 1 ano,antipoliomielitica 2da dosis,2022-01-01,11,8,0,0,19
CABEZAS,vacunaciones en menores de 1 ano,antipoliomielitica 2da dosis,2022-01-01,11,15,7,7,40
CAIROMA,vacunaciones en menores de 1 ano,antipoliomielitica 2da dosis,2022-01-01,7,6,1,0,14
"CAIZA ""D""",vacunaciones en menores de 1 ano,antipoliomielitica 2da dosis,2022-01-01,2,1,1,2,6
CAJUATA,vacunaciones en menores de 1 ano,antipoliomielitica 2da dosis,2022-01-01,10,9,0,0,19
CALACOTO,vacunaciones en menores de 1 ano,antipoliomielitica 2da dosis,2022-01-01,0,3,0,0,3
CALAMARCA,vacunaciones en menores de 1 ano,antipoliomielitica 2da dosis,2022-01-01,6,6,0,0,12
CAMARGO,vacunaciones en menores de 1 ano,antipoliomielitica 2da dosis,2022-01-01,8,5,1,4,18
CAMATAQUI (C. VILLA ABECIA),vacunaciones en menores de 1 ano,antipoliomielitica 2da dosis,2022-01-01,1,0,0,0,1
CAMIRI,vacunaciones en menores de 1 ano,antipoliomielitica 2da dosis,2022-01-01,26,17,1,1,45
CAPINOTA,vacunaciones en menores de 1 ano,antipoliomielitica 2da dosis,2022-01-01,7,14,0,0,21
CAQUIAVIRI,vacunaciones en menores de 1 ano,antipoliomielitica 2da dosis,2022-01-01,1,3,0,0,4
CARACOLLO,vacunaciones en menores de 1 ano,antipoliomielitica 2da dosis,2022-01-01,8,11,0,0,19
CARANAVI,vacunaciones en menores de 1 ano,antipoliomielitica 2da dosis,2022-01-01,23,32,6,2,63
CARAPARI,vacunaciones en menores de 1 ano,antipoliomielitica 2da dosis,2022-01-01,9,8,1,0,18
CARIPUYO,vacunaciones en menores de 1 ano,antipoliomielitica 2da dosis,2022-01-01,2,3,2,2,9
CARMEN RIVERO TORREZ,vacunaciones en menores de 1 ano,antipoliomielitica 2da dosis,2022-01-01,2,4,2,3,11
CATACORA,vacunaciones en menores de 1 ano,antipoliomielitica 2da dosis,2022-01-01,0,2,0,0,2
CHACARILLA,vacunaciones en menores de 1 ano,antipoliomielitica 2da dosis,2022-01-01,1,0,0,0,1
CHALLAPATA,vacunaciones en menores de 1 ano,antipoliomielitica 2da dosis,2022-01-01,23,20,2,3,48
CHAQUI,vacunaciones en menores de 1 ano,antipoliomielitica 2da dosis,2022-01-01,5,6,0,2,13
CHARAGUA,vacunaciones en menores de 1 ano,antipoliomielitica 2da dosis,2022-01-01,15,11,4,1,31
CHARAÑA,vacunaciones en menores de 1 ano,antipoliomielitica 2da dosis,2022-01-01,1,1,0,0,2
CHAYANTA,vacunaciones en menores de 1 ano,antipoliomielitica 2da dosis,2022-01-01,6,4,1,1,12
CHIMORE,vacunaciones en menores de 1 ano,antipoliomielitica 2da dosis,2022-01-01,8,20,6,3,37
CHOQUE COTA,vacunaciones en menores de 1 ano,antipoliomielitica 2da dosis,2022-01-01,0,0,1,0,1
CHUA COCANI,vacunaciones en menores de 1 ano,antipoliomielitica 2da dosis,2022-01-01,1,1,0,0,2
CHULUMANI (V. DE LA LIBERTAD),vacunaciones en menores de 1 ano,antipoliomielitica 2da dosis,2022-01-01,8,5,1,0,14
CHUMA,vacunaciones en menores de 1 ano,antipoliomielitica 2da dosis,2022-01-01,4,2,0,3,9
CHUQUIHUTA AYLLU JUCUMANI,vacunaciones en menores de 1 ano,antipoliomielitica 2da dosis,2022-01-01,1,1,4,1,7
CKOCHAS,vacunaciones en menores de 1 ano,antipoliomielitica 2da dosis,2022-01-01,5,5,3,1,14
CLIZA,vacunaciones en menores de 1 ano,antipoliomielitica 2da dosis,2022-01-01,10,10,1,1,22
COBIJA,vacunaciones en menores de 1 ano,antipoliomielitica 2da dosis,2022-01-01,33,25,7,0,65
COCAPATA,vacunaciones en menores de 1 ano,antipoliomielitica 2da dosis,2022-01-01,10,7,5,2,24
COCHABAMBA,vacunaciones en menores de 1 ano,antipoliomielitica 2da dosis,2022-01-01,455,407,2,1,865
COLCAPIRHUA,vacunaciones en menores de 1 ano,antipoliomielitica 2da dosis,2022-01-01,26,30,0,0,56
"COLCHA ""K""",vacunaciones en menores de 1 ano,antipoliomielitica 2da dosis,2022-01-01,5,3,1,0,9
COLLANA,vacunaciones en menores de 1 ano,antipoliomielitica 2da dosis,2022-01-01,2,1,0,0,3
COLOMI,vacunaciones en menores de 1 ano,antipoliomielitica 2da dosis,2022-01-01,15,8,1,0,24
COLPA BELGICA,vacunaciones en menores de 1 ano,antipoliomielitica 2da dosis,2022-01-01,3,5,0,0,8
COLQUECHACA,vacunaciones en menores de 1 ano,antipoliomielitica 2da dosis,2022-01-01,6,7,5,6,24
COLQUENCHA,vacunaciones en menores de 1 ano,antipoliomielitica 2da dosis,2022-01-01,4,10,0,0,14
COLQUIRI,vacunaciones en menores de 1 ano,antipoliomielitica 2da dosis,2022-01-01,1,4,1,2,8
COMANCHE,vacunaciones en menores de 1 ano,antipoliomielitica 2da dosis,2022-01-01,0,3,0,0,3
COMARAPA,vacunaciones en menores de 1 ano,antipoliomielitica 2da dosis,2022-01-01,11,14,2,2,29
CONCEPCION,vacunaciones en menores de 1 ano,antipoliomielitica 2da dosis,2022-01-01,15,28,6,8,57
COPACABANA,vacunaciones en menores de 1 ano,antipoliomielitica 2da dosis,2022-01-01,6,5,1,0,12
CORIPATA,vacunaciones en menores de 1 ano,antipoliomielitica 2da dosis,2022-01-01,9,8,0,0,17
CORO CORO,vacunaciones en menores de 1 ano,antipoliomielitica 2da dosis,2022-01-01,3,1,0,0,4
COROICO,vacunaciones en menores de 1 ano,antipoliomielitica 2da dosis,2022-01-01,5,9,2,5,21
CORQUE,vacunaciones en menores de 1 ano,antipoliomielitica 2da dosis,2022-01-01,2,4,0,0,6
COTAGAITA,vacunaciones en menores de 1 ano,antipoliomielitica 2da dosis,2022-01-01,16,9,1,1,27
COTOCA,vacunaciones en menores de 1 ano,antipoliomielitica 2da dosis,2022-01-01,53,63,5,4,125
CUATRO CAÑADAS,vacunaciones en menores de 1 ano,antipoliomielitica 2da dosis,2022-01-01,20,10,1,4,35
CUCHUMUELA (V. G. VILLARROEL),vacunaciones en menores de 1 ano,antipoliomielitica 2da dosis,2022-01-01,1,1,1,2,5
CUEVO,vacunaciones en menores de 1 ano,antipoliomielitica 2da dosis,2022-01-01,3,1,1,2,7
CULPINA,vacunaciones en menores de 1 ano,antipoliomielitica 2da dosis,2022-01-01,4,15,7,2,28
CURAHUARA DE CARANGAS,vacunaciones en menores de 1 ano,antipoliomielitica 2da dosis,2022-01-01,4,1,0,0,5
CURVA,vacunaciones en menores de 1 ano,antipoliomielitica 2da dosis,2022-01-01,1,2,1,1,5
DESAGUADERO,vacunaciones en menores de 1 ano,antipoliomielitica 2da dosis,2022-01-01,3,1,0,1,5
EL ALTO,vacunaciones en menores de 1 ano,antipoliomielitica 2da dosis,2022-01-01,416,416,72,59,963
EL CHORO,vacunaciones en menores de 1 ano,antipoliomielitica 2da dosis,2022-01-01,2,1,0,0,3
EL PUENTE(STC),vacunaciones en menores de 1 ano,antipoliomielitica 2da dosis,2022-01-01,6,6,1,2,15
EL PUENTE(TJA),vacunaciones en menores de 1 ano,antipoliomielitica 2da dosis,2022-01-01,4,2,0,1,7
EL TORNO,vacunaciones en menores de 1 ano,antipoliomielitica 2da dosis,2022-01-01,39,40,0,0,79
EL VILLAR,vacunaciones en menores de 1 ano,antipoliomielitica 2da dosis,2022-01-01,1,0,0,1,2
ENTRE RIOS TRJ,vacunaciones en menores de 1 ano,antipoliomielitica 2da dosis,2022-01-01,18,10,2,1,31
ENTRE RIOS CBBA,vacunaciones en menores de 1 ano,antipoliomielitica 2da dosis,2022-01-01,23,32,2,0,57
ESCARA,vacunaciones en menores de 1 ano,antipoliomielitica 2da dosis,2022-01-01,0,1,0,0,1
ESCOMA,vacunaciones en menores de 1 ano,antipoliomielitica 2da dosis,2022-01-01,0,2,0,0,2
EUCALIPTUS,vacunaciones en menores de 1 ano,antipoliomielitica 2da dosis,2022-01-01,1,1,1,1,4
EUREKA (SANTOS MERCADO),vacunaciones en menores de 1 ano,antipoliomielitica 2da dosis,2022-01-01,1,0,0,0,1
EXALTACION,vacunaciones en menores de 1 ano,antipoliomielitica 2da dosis,2022-01-01,0,1,0,0,1
FERNANDEZ ALONSO,vacunaciones en menores de 1 ano,antipoliomielitica 2da dosis,2022-01-01,7,7,2,3,19
FILADELFIA,vacunaciones en menores de 1 ano,antipoliomielitica 2da dosis,2022-01-01,4,4,0,2,10
GAIOC JATUN AYLLU YURA,vacunaciones en menores de 1 ano,antipoliomielitica 2da dosis,2022-01-01,1,0,2,1,4
GENERAL SAAVEDRA,vacunaciones en menores de 1 ano,antipoliomielitica 2da dosis,2022-01-01,14,12,1,0,27
GRAL. J.J. PEREZ (CHARAZANI),vacunaciones en menores de 1 ano,antipoliomielitica 2da dosis,2022-01-01,5,5,3,3,16
GUANAY,vacunaciones en menores de 1 ano,antipoliomielitica 2da dosis,2022-01-01,6,5,3,3,17
GUAQUI,vacunaciones en menores de 1 ano,antipoliomielitica 2da dosis,2022-01-01,2,3,0,0,5
GUAYARAMERIN,vacunaciones en menores de 1 ano,antipoliomielitica 2da dosis,2022-01-01,17,31,1,4,53
GUTIERREZ,vacunaciones en menores de 1 ano,antipoliomielitica 2da dosis,2022-01-01,13,12,1,0,26
HUACARETA,vacunaciones en menores de 1 ano,antipoliomielitica 2da dosis,2022-01-01,3,3,0,1,7
HUACAYA (VILLA DE HUACAYA),vacunaciones en menores de 1 ano,antipoliomielitica 2da dosis,2022-01-01,0,1,0,0,1
HUACHACALLA,vacunaciones en menores de 1 ano,antipoliomielitica 2da dosis,2022-01-01,1,0,0,0,1
HUANUNI,vacunaciones en menores de 1 ano,antipoliomielitica 2da dosis,2022-01-01,11,10,0,0,21
HUARACAJE,vacunaciones en menores de 1 ano,antipoliomielitica 2da dosis,2022-01-01,2,5,0,0,7
HUARINA,vacunaciones en menores de 1 ano,antipoliomielitica 2da dosis,2022-01-01,1,5,0,0,6
HUATAJATA,vacunaciones en menores de 1 ano,antipoliomielitica 2da dosis,2022-01-01,1,2,0,0,3
HUAYLLAMARCA,vacunaciones en menores de 1 ano,antipoliomielitica 2da dosis,2022-01-01,2,1,1,0,4
HUMANATA,vacunaciones en menores de 1 ano,antipoliomielitica 2da dosis,2022-01-01,0,1,0,0,1
ICHOCA,vacunaciones en menores de 1 ano,antipoliomielitica 2da dosis,2022-01-01,1,0,0,0,1
ICLA,vacunaciones en menores de 1 ano,antipoliomielitica 2da dosis,2022-01-01,3,5,1,1,10
INCAHUASI,vacunaciones en menores de 1 ano,antipoliomielitica 2da dosis,2022-01-01,10,8,1,4,23
INGAVI (HUMAITA),vacunaciones en menores de 1 ano,antipoliomielitica 2da dosis,2022-01-01,2,1,0,0,3
INQUISIVI,vacunaciones en menores de 1 ano,antipoliomielitica 2da dosis,2022-01-01,8,6,3,6,23
IRUPANA (VILLA DE LANZA),vacunaciones en menores de 1 ano,antipoliomielitica 2da dosis,2022-01-01,5,8,4,2,19
IXIAMAS,vacunaciones en menores de 1 ano,antipoliomielitica 2da dosis,2022-01-01,5,6,1,2,14
JESUS DE MACHACA,vacunaciones en menores de 1 ano,antipoliomielitica 2da dosis,2022-01-01,9,5,1,0,15
LA ASUNTA,vacunaciones en menores de 1 ano,antipoliomielitica 2da dosis,2022-01-01,23,21,4,7,55
LA GUARDIA,vacunaciones en menores de 1 ano,antipoliomielitica 2da dosis,2022-01-01,94,85,0,0,179
LA PAZ,vacunaciones en menores de 1 ano,antipoliomielitica 2da dosis,2022-01-01,347,353,1,4,705
LAGUNILLAS,vacunaciones en menores de 1 ano,antipoliomielitica 2da dosis,2022-01-01,5,1,2,1,9
LAJA,vacunaciones en menores de 1 ano,antipoliomielitica 2da dosis,2022-01-01,7,5,1,1,14
LAS CARRERAS,vacunaciones en menores de 1 ano,antipoliomielitica 2da dosis,2022-01-01,0,0,1,0,1
LICOMA PAMPA,vacunaciones en menores de 1 ano,antipoliomielitica 2da dosis,2022-01-01,1,1,0,0,2
LLALLAGUA,vacunaciones en menores de 1 ano,antipoliomielitica 2da dosis,2022-01-01,19,13,19,15,66
LLICA,vacunaciones en menores de 1 ano,antipoliomielitica 2da dosis,2022-01-01,1,1,0,0,2
LORETO,vacunaciones en menores de 1 ano,antipoliomielitica 2da dosis,2022-01-01,0,2,6,6,14
LURIBAY,vacunaciones en menores de 1 ano,antipoliomielitica 2da dosis,2022-01-01,4,2,0,1,7
MACHACAMARCA,vacunaciones en menores de 1 ano,antipoliomielitica 2da dosis,2022-01-01,2,2,0,0,4
MACHARETI,vacunaciones en menores de 1 ano,antipoliomielitica 2da dosis,2022-01-01,4,6,1,1,12
MAGDALENA,vacunaciones en menores de 1 ano,antipoliomielitica 2da dosis,2022-01-01,4,8,3,4,19
MAIRANA,vacunaciones en menores de 1 ano,antipoliomielitica 2da dosis,2022-01-01,16,7,1,0,24
MALLA,vacunaciones en menores de 1 ano,antipoliomielitica 2da dosis,2022-01-01,1,0,3,2,6
MAPIRI,vacunaciones en menores de 1 ano,antipoliomielitica 2da dosis,2022-01-01,11,15,0,0,26
MECAPACA,vacunaciones en menores de 1 ano,antipoliomielitica 2da dosis,2022-01-01,5,3,0,0,8
MINEROS,vacunaciones en menores de 1 ano,antipoliomielitica 2da dosis,2022-01-01,24,16,0,1,41
MIZQUE,vacunaciones en menores de 1 ano,antipoliomielitica 2da dosis,2022-01-01,7,23,3,3,36
MOCOMOCO,vacunaciones en menores de 1 ano,antipoliomielitica 2da dosis,2022-01-01,6,6,1,5,18
MOJINETE,vacunaciones en menores de 1 ano,antipoliomielitica 2da dosis,2022-01-01,1,0,0,0,1
MOJOCOYA,vacunaciones en menores de 1 ano,antipoliomielitica 2da dosis,2022-01-01,6,3,0,2,11
MONTEAGUDO,vacunaciones en menores de 1 ano,antipoliomielitica 2da dosis,2022-01-01,10,11,1,0,22
MONTERO,vacunaciones en menores de 1 ano,antipoliomielitica 2da dosis,2022-01-01,119,110,5,3,237
MORO MORO,vacunaciones en menores de 1 ano,antipoliomielitica 2da dosis,2022-01-01,0,1,0,0,1
MOROCHATA,vacunaciones en menores de 1 ano,antipoliomielitica 2da dosis,2022-01-01,3,3,2,3,11
NACEBE (SANTA ROSA DEL ABUNA),vacunaciones en menores de 1 ano,antipoliomielitica 2da dosis,2022-01-01,1,3,0,0,4
NUEVO MANOA (NUEVA ESPERANZA),vacunaciones en menores de 1 ano,antipoliomielitica 2da dosis,2022-01-01,2,0,1,0,3
OCURI,vacunaciones en menores de 1 ano,antipoliomielitica 2da dosis,2022-01-01,3,4,5,2,14
OKINAWA,vacunaciones en menores de 1 ano,antipoliomielitica 2da dosis,2022-01-01,5,4,0,0,9
OMEREQUE,vacunaciones en menores de 1 ano,antipoliomielitica 2da dosis,2022-01-01,2,7,4,3,16
ORURO,vacunaciones en menores de 1 ano,antipoliomielitica 2da dosis,2022-01-01,226,216,2,1,445
PADCAYA,vacunaciones en menores de 1 ano,antipoliomielitica 2da dosis,2022-01-01,11,9,0,0,20
PADILLA,vacunaciones en menores de 1 ano,antipoliomielitica 2da dosis,2022-01-01,5,15,0,0,20
PAILON,vacunaciones en menores de 1 ano,antipoliomielitica 2da dosis,2022-01-01,10,7,14,15,46
PALCA,vacunaciones en menores de 1 ano,antipoliomielitica 2da dosis,2022-01-01,13,5,2,7,27
PALOS BLANCOS,vacunaciones en menores de 1 ano,antipoliomielitica 2da dosis,2022-01-01,14,27,2,0,43
PAMPA AULLAGAS,vacunaciones en menores de 1 ano,antipoliomielitica 2da dosis,2022-01-01,1,0,0,0,1
PAMPA GRANDE,vacunaciones en menores de 1 ano,antipoliomielitica 2da dosis,2022-01-01,2,7,0,0,9
PAPEL PAMPA,vacunaciones en menores de 1 ano,antipoliomielitica 2da dosis,2022-01-01,1,2,0,0,3
PASORAPA,vacunaciones en menores de 1 ano,antipoliomielitica 2da dosis,2022-01-01,4,2,0,2,8
PATACAMAYA,vacunaciones en menores de 1 ano,antipoliomielitica 2da dosis,2022-01-01,8,12,1,1,22
PAZÑA,vacunaciones en menores de 1 ano,antipoliomielitica 2da dosis,2022-01-01,2,2,0,0,4
PELECHUCO,vacunaciones en menores de 1 ano,antipoliomielitica 2da dosis,2022-01-01,7,0,1,0,8
POCOATA,vacunaciones en menores de 1 ano,antipoliomielitica 2da dosis,2022-01-01,9,5,7,3,24
POCONA,vacunaciones en menores de 1 ano,antipoliomielitica 2da dosis,2022-01-01,0,3,5,5,13
POJO (CBBA),vacunaciones en menores de 1 ano,antipoliomielitica 2da dosis,2022-01-01,8,3,1,1,13
POOPO,vacunaciones en menores de 1 ano,antipoliomielitica 2da dosis,2022-01-01,3,0,0,0,3
PORCO,vacunaciones en menores de 1 ano,antipoliomielitica 2da dosis,2022-01-01,10,8,1,0,19
POROMA,vacunaciones en menores de 1 ano,antipoliomielitica 2da dosis,2022-01-01,11,7,1,6,25
PORONGO,vacunaciones en menores de 1 ano,antipoliomielitica 2da dosis,2022-01-01,4,12,0,0,16
PORTACHUELO,vacunaciones en menores de 1 ano,antipoliomielitica 2da dosis,2022-01-01,14,20,0,0,34
PORVENIR,vacunaciones en menores de 1 ano,antipoliomielitica 2da dosis,2022-01-01,2,4,0,0,6
POSTRER VALLE,vacunaciones en menores de 1 ano,antipoliomielitica 2da dosis,2022-01-01,1,1,0,0,2
POTOSI,vacunaciones en menores de 1 ano,antipoliomielitica 2da dosis,2022-01-01,189,147,7,9,352
PRESTO,vacunaciones en menores de 1 ano,antipoliomielitica 2da dosis,2022-01-01,1,1,1,2,5
PUCARA,vacunaciones en menores de 1 ano,antipoliomielitica 2da dosis,2022-01-01,1,0,0,0,1
PUCARANI,vacunaciones en menores de 1 ano,antipoliomielitica 2da dosis,2022-01-01,18,22,7,7,54
PUERTO ACOSTA,vacunaciones en menores de 1 ano,antipoliomielitica 2da dosis,2022-01-01,3,3,1,0,7
PUERTO CARABUCO,vacunaciones en menores de 1 ano,antipoliomielitica 2da dosis,2022-01-01,5,3,1,0,9
PUERTO GONZALO MORENO,vacunaciones en menores de 1 ano,antipoliomielitica 2da dosis,2022-01-01,7,4,2,0,13
PUERTO PEREZ,vacunaciones en menores de 1 ano,antipoliomielitica 2da dosis,2022-01-01,2,3,1,2,8
PUERTO QUIJARRO,vacunaciones en menores de 1 ano,antipoliomielitica 2da dosis,2022-01-01,10,13,3,2,28
PUERTO RICO,vacunaciones en menores de 1 ano,antipoliomielitica 2da dosis,2022-01-01,9,6,3,2,20
PUERTO SILES,vacunaciones en menores de 1 ano,antipoliomielitica 2da dosis,2022-01-01,1,1,0,0,2
PUERTO SUAREZ,vacunaciones en menores de 1 ano,antipoliomielitica 2da dosis,2022-01-01,20,17,0,1,38
PUERTO VILLARROEL,vacunaciones en menores de 1 ano,antipoliomielitica 2da dosis,2022-01-01,41,52,0,2,95
PUNA,vacunaciones en menores de 1 ano,antipoliomielitica 2da dosis,2022-01-01,5,3,7,4,19
PUNATA,vacunaciones en menores de 1 ano,antipoliomielitica 2da dosis,2022-01-01,17,24,2,4,47
QUIABAYA,vacunaciones en menores de 1 ano,antipoliomielitica 2da dosis,2022-01-01,1,0,1,0,2
QUILLACOLLO,vacunaciones en menores de 1 ano,antipoliomielitica 2da dosis,2022-01-01,78,51,34,28,191
QUIME,vacunaciones en menores de 1 ano,antipoliomielitica 2da dosis,2022-01-01,4,4,0,0,8
QUIRUSILLAS,vacunaciones en menores de 1 ano,antipoliomielitica 2da dosis,2022-01-01,0,1,0,0,1
RAQAYPAMPA(ETA),vacunaciones en menores de 1 ano,antipoliomielitica 2da dosis,2022-01-01,5,3,2,1,11
RAVELO,vacunaciones en menores de 1 ano,antipoliomielitica 2da dosis,2022-01-01,3,5,3,2,13
REYES,vacunaciones en menores de 1 ano,antipoliomielitica 2da dosis,2022-01-01,7,13,0,0,20
RIBERALTA,vacunaciones en menores de 1 ano,antipoliomielitica 2da dosis,2022-01-01,62,65,2,12,141
ROBORE,vacunaciones en menores de 1 ano,antipoliomielitica 2da dosis,2022-01-01,14,15,1,0,30
RURRENABAQUE,vacunaciones en menores de 1 ano,antipoliomielitica 2da dosis,2022-01-01,14,14,0,3,31
SABAYA,vacunaciones en menores de 1 ano,antipoliomielitica 2da dosis,2022-01-01,1,0,1,0,2
SACABA,vacunaciones en menores de 1 ano,antipoliomielitica 2da dosis,2022-01-01,85,75,17,15,192
SACABAMBA,vacunaciones en menores de 1 ano,antipoliomielitica 2da dosis,2022-01-01,0,2,0,0,2
SACACA,vacunaciones en menores de 1 ano,antipoliomielitica 2da dosis,2022-01-01,10,11,5,5,31
SAIPINA,vacunaciones en menores de 1 ano,antipoliomielitica 2da dosis,2022-01-01,6,4,1,0,11
SALINAS DE GARCI MENDOZA,vacunaciones en menores de 1 ano,antipoliomielitica 2da dosis,2022-01-01,7,1,3,1,12
SAMAIPATA,vacunaciones en menores de 1 ano,antipoliomielitica 2da dosis,2022-01-01,8,2,0,0,10
SAN ANDRES,vacunaciones en menores de 1 ano,antipoliomielitica 2da dosis,2022-01-01,12,6,0,0,18
SAN ANDRES DE MACHACA,vacunaciones en menores de 1 ano,antipoliomielitica 2da dosis,2022-01-01,2,0,1,2,5
SAN ANTONIO DE ESMORUCO,vacunaciones en menores de 1 ano,antipoliomielitica 2da dosis,2022-01-01,0,2,0,0,2
SAN ANTONIO DE LOMERIO,vacunaciones en menores de 1 ano,antipoliomielitica 2da dosis,2022-01-01,8,0,0,0,8
SAN BENITO,vacunaciones en menores de 1 ano,antipoliomielitica 2da dosis,2022-01-01,9,4,0,0,13
SAN BORJA,vacunaciones en menores de 1 ano,antipoliomielitica 2da dosis,2022-01-01,24,30,0,1,55
SAN BUENA VENTURA,vacunaciones en menores de 1 ano,antipoliomielitica 2da dosis,2022-01-01,6,7,3,0,16
SAN CARLOS,vacunaciones en menores de 1 ano,antipoliomielitica 2da dosis,2022-01-01,9,16,0,0,25
SAN IGNACIO,vacunaciones en menores de 1 ano,antipoliomielitica 2da dosis,2022-01-01,12,17,2,4,35
SAN IGNACIO DE VELASCO,vacunaciones en menores de 1 ano,antipoliomielitica 2da dosis,2022-01-01,53,43,2,8,106
SAN JAVIER(BNI),vacunaciones en menores de 1 ano,antipoliomielitica 2da dosis,2022-01-01,0,2,0,0,2
SAN JAVIER(STC),vacunaciones en menores de 1 ano,antipoliomielitica 2da dosis,2022-01-01,17,16,3,0,36
SAN JOAQUIN,vacunaciones en menores de 1 ano,antipoliomielitica 2da dosis,2022-01-01,2,2,0,1,5
SAN JOSE DE CHIQUITOS,vacunaciones en menores de 1 ano,antipoliomielitica 2da dosis,2022-01-01,14,17,5,5,41
SAN JUAN DE YAPACANI,vacunaciones en menores de 1 ano,antipoliomielitica 2da dosis,2022-01-01,6,1,1,0,8
SAN JULIAN,vacunaciones en menores de 1 ano,antipoliomielitica 2da dosis,2022-01-01,44,32,3,1,80
SAN LORENZO(PND),vacunaciones en menores de 1 ano,antipoliomielitica 2da dosis,2022-01-01,8,3,3,1,15
SAN LORENZO(TJA),vacunaciones en menores de 1 ano,antipoliomielitica 2da dosis,2022-01-01,8,13,0,2,23
SAN LUCAS,vacunaciones en menores de 1 ano,antipoliomielitica 2da dosis,2022-01-01,15,15,5,7,42
SAN MATIAS,vacunaciones en menores de 1 ano,antipoliomielitica 2da dosis,2022-01-01,12,12,0,0,24
