,group,variable,month,INFLUENZA ESTACIONAL (7M A 11 M) 2DA. DOSIS DENTRO,INFLUENZA ESTACIONAL (7M A 11 M) 2DA. DOSIS DENTRO,INFLUENZA ESTACIONAL (7M A 11 M) 2DA. DOSIS FUERA,INFLUENZA ESTACIONAL (7M A 11 M) 2DA. DOSIS FUERA,TOTALES
FILADELFIA,vacunaciones en menores de 1 ano,influenza estacional (7m a 11 m) 2da. dosis,2022-01-01,1,1,4,1,7
GUAYARAMERIN,vacunaciones en menores de 1 ano,influenza estacional (7m a 11 m) 2da. dosis,2022-01-01,1,0,0,0,1
HUARACAJE,vacunaciones en menores de 1 ano,influenza estacional (7m a 11 m) 2da. dosis,2022-01-01,5,0,0,0,5
HUAYLLAMARCA,vacunaciones en menores de 1 ano,influenza estacional (7m a 11 m) 2da. dosis,2022-01-01,2,0,0,0,2
INGAVI (HUMAITA),vacunaciones en menores de 1 ano,influenza estacional (7m a 11 m) 2da. dosis,2022-01-01,0,3,0,0,3
INQUISIVI,vacunaciones en menores de 1 ano,influenza estacional (7m a 11 m) 2da. dosis,2022-01-01,1,0,0,0,1
IXIAMAS,vacunaciones en menores de 1 ano,influenza estacional (7m a 11 m) 2da. dosis,2022-01-01,0,0,1,1,2
LA ASUNTA,vacunaciones en menores de 1 ano,influenza estacional (7m a 11 m) 2da. dosis,2022-01-01,7,6,1,0,14
LA PAZ,vacunaciones en menores de 1 ano,influenza estacional (7m a 11 m) 2da. dosis,2022-01-01,15,20,2,1,38
LAS CARRERAS,vacunaciones en menores de 1 ano,influenza estacional (7m a 11 m) 2da. dosis,2022-01-01,0,2,0,0,2
LLICA,vacunaciones en menores de 1 ano,influenza estacional (7m a 11 m) 2da. dosis,2022-01-01,0,3,0,0,3
MAGDALENA,vacunaciones en menores de 1 ano,influenza estacional (7m a 11 m) 2da. dosis,2022-01-01,3,1,0,0,4
MAPIRI,vacunaciones en menores de 1 ano,influenza estacional (7m a 11 m) 2da. dosis,2022-01-01,0,2,0,0,2
MOJINETE,vacunaciones en menores de 1 ano,influenza estacional (7m a 11 m) 2da. dosis,2022-01-01,0,1,0,0,1
MONTEAGUDO,vacunaciones en menores de 1 ano,influenza estacional (7m a 11 m) 2da. dosis,2022-01-01,10,6,0,0,16
MONTERO,vacunaciones en menores de 1 ano,influenza estacional (7m a 11 m) 2da. dosis,2022-01-01,7,9,0,0,16
ORURO,vacunaciones en menores de 1 ano,influenza estacional (7m a 11 m) 2da. dosis,2022-01-01,40,34,1,0,75
PAZÑA,vacunaciones en menores de 1 ano,influenza estacional (7m a 11 m) 2da. dosis,2022-01-01,0,2,0,0,2
POCOATA,vacunaciones en menores de 1 ano,influenza estacional (7m a 11 m) 2da. dosis,2022-01-01,1,0,0,0,1
PORCO,vacunaciones en menores de 1 ano,influenza estacional (7m a 11 m) 2da. dosis,2022-01-01,3,1,0,0,4
PORVENIR,vacunaciones en menores de 1 ano,influenza estacional (7m a 11 m) 2da. dosis,2022-01-01,1,1,0,0,2
POTOSI,vacunaciones en menores de 1 ano,influenza estacional (7m a 11 m) 2da. dosis,2022-01-01,47,43,0,0,90
PRESTO,vacunaciones en menores de 1 ano,influenza estacional (7m a 11 m) 2da. dosis,2022-01-01,2,4,1,0,7
PUCARANI,vacunaciones en menores de 1 ano,influenza estacional (7m a 11 m) 2da. dosis,2022-01-01,0,0,0,1,1
PUERTO GONZALO MORENO,vacunaciones en menores de 1 ano,influenza estacional (7m a 11 m) 2da. dosis,2022-01-01,1,2,1,0,4
PUERTO QUIJARRO,vacunaciones en menores de 1 ano,influenza estacional (7m a 11 m) 2da. dosis,2022-01-01,2,1,0,0,3
PUERTO RICO,vacunaciones en menores de 1 ano,influenza estacional (7m a 11 m) 2da. dosis,2022-01-01,2,1,0,0,3
PUERTO SUAREZ,vacunaciones en menores de 1 ano,influenza estacional (7m a 11 m) 2da. dosis,2022-01-01,9,14,0,0,23
PUERTO VILLARROEL,vacunaciones en menores de 1 ano,influenza estacional (7m a 11 m) 2da. dosis,2022-01-01,2,1,0,0,3
RAVELO,vacunaciones en menores de 1 ano,influenza estacional (7m a 11 m) 2da. dosis,2022-01-01,0,1,0,0,1
REYES,vacunaciones en menores de 1 ano,influenza estacional (7m a 11 m) 2da. dosis,2022-01-01,2,4,0,0,6
RIBERALTA,vacunaciones en menores de 1 ano,influenza estacional (7m a 11 m) 2da. dosis,2022-01-01,1,0,0,0,1
ROBORE,vacunaciones en menores de 1 ano,influenza estacional (7m a 11 m) 2da. dosis,2022-01-01,4,1,0,0,5
SACACA,vacunaciones en menores de 1 ano,influenza estacional (7m a 11 m) 2da. dosis,2022-01-01,1,0,0,1,2
SAN BORJA,vacunaciones en menores de 1 ano,influenza estacional (7m a 11 m) 2da. dosis,2022-01-01,1,2,0,0,3
SAN BUENA VENTURA,vacunaciones en menores de 1 ano,influenza estacional (7m a 11 m) 2da. dosis,2022-01-01,0,3,0,0,3
SAN IGNACIO,vacunaciones en menores de 1 ano,influenza estacional (7m a 11 m) 2da. dosis,2022-01-01,2,0,0,0,2
SAN JOSE DE CHIQUITOS,vacunaciones en menores de 1 ano,influenza estacional (7m a 11 m) 2da. dosis,2022-01-01,14,11,1,0,26
SAN JUAN DE YAPACANI,vacunaciones en menores de 1 ano,influenza estacional (7m a 11 m) 2da. dosis,2022-01-01,0,5,1,1,7
SAN LORENZO(PND),vacunaciones en menores de 1 ano,influenza estacional (7m a 11 m) 2da. dosis,2022-01-01,1,1,0,0,2
SAN PEDRO,vacunaciones en menores de 1 ano,influenza estacional (7m a 11 m) 2da. dosis,2022-01-01,2,3,0,0,5
SAN PEDRO(PND),vacunaciones en menores de 1 ano,influenza estacional (7m a 11 m) 2da. dosis,2022-01-01,0,0,1,0,1
SANTA CRUZ DE LA SIERRA,vacunaciones en menores de 1 ano,influenza estacional (7m a 11 m) 2da. dosis,2022-01-01,12,12,0,0,24
SANTIAGO DE HUARI,vacunaciones en menores de 1 ano,influenza estacional (7m a 11 m) 2da. dosis,2022-01-01,1,0,1,0,2
SUCRE,vacunaciones en menores de 1 ano,influenza estacional (7m a 11 m) 2da. dosis,2022-01-01,21,23,0,0,44
TARIJA,vacunaciones en menores de 1 ano,influenza estacional (7m a 11 m) 2da. dosis,2022-01-01,3,4,0,0,7
TINGUIPAYA,vacunaciones en menores de 1 ano,influenza estacional (7m a 11 m) 2da. dosis,2022-01-01,0,0,2,0,2
TITO YUPANQUI (PARQUIPUJIO),vacunaciones en menores de 1 ano,influenza estacional (7m a 11 m) 2da. dosis,2022-01-01,0,1,0,0,1
TORO TORO,vacunaciones en menores de 1 ano,influenza estacional (7m a 11 m) 2da. dosis,2022-01-01,0,1,1,0,2
TRINIDAD,vacunaciones en menores de 1 ano,influenza estacional (7m a 11 m) 2da. dosis,2022-01-01,19,15,0,0,34
TUPIZA,vacunaciones en menores de 1 ano,influenza estacional (7m a 11 m) 2da. dosis,2022-01-01,4,3,0,1,8
UNCIA,vacunaciones en menores de 1 ano,influenza estacional (7m a 11 m) 2da. dosis,2022-01-01,0,1,0,0,1
URIONDO (A. CONCEPCION),vacunaciones en menores de 1 ano,influenza estacional (7m a 11 m) 2da. dosis,2022-01-01,2,0,1,0,3
VIACHA,vacunaciones en menores de 1 ano,influenza estacional (7m a 11 m) 2da. dosis,2022-01-01,2,2,0,0,4
VILLA MONTES,vacunaciones en menores de 1 ano,influenza estacional (7m a 11 m) 2da. dosis,2022-01-01,1,1,0,0,2
VILLAZON,vacunaciones en menores de 1 ano,influenza estacional (7m a 11 m) 2da. dosis,2022-01-01,5,10,0,0,15
YACUIBA,vacunaciones en menores de 1 ano,influenza estacional (7m a 11 m) 2da. dosis,2022-01-01,18,12,0,0,30
YOTALA,vacunaciones en menores de 1 ano,influenza estacional (7m a 11 m) 2da. dosis,2022-01-01,1,4,0,0,5
ACHOCALLA,vacunaciones en menores de 1 ano,influenza estacional (7m a 11 m) 2da. dosis,2022-02-01,3,1,0,0,4
ANDAMARCA,vacunaciones en menores de 1 ano,influenza estacional (7m a 11 m) 2da. dosis,2022-02-01,0,0,0,1,1
ATOCHA,vacunaciones en menores de 1 ano,influenza estacional (7m a 11 m) 2da. dosis,2022-02-01,1,0,0,0,1
AZURDUY,vacunaciones en menores de 1 ano,influenza estacional (7m a 11 m) 2da. dosis,2022-02-01,0,0,0,1,1
BAURES,vacunaciones en menores de 1 ano,influenza estacional (7m a 11 m) 2da. dosis,2022-02-01,0,0,6,2,8
BETANZOS,vacunaciones en menores de 1 ano,influenza estacional (7m a 11 m) 2da. dosis,2022-02-01,3,3,0,1,7
"CAIZA ""D""",vacunaciones en menores de 1 ano,influenza estacional (7m a 11 m) 2da. dosis,2022-02-01,1,2,2,0,5
CARACOLLO,vacunaciones en menores de 1 ano,influenza estacional (7m a 11 m) 2da. dosis,2022-02-01,4,2,0,0,6
CHALLAPATA,vacunaciones en menores de 1 ano,influenza estacional (7m a 11 m) 2da. dosis,2022-02-01,3,7,5,0,15
CHAYANTA,vacunaciones en menores de 1 ano,influenza estacional (7m a 11 m) 2da. dosis,2022-02-01,0,1,0,0,1
CHOQUE COTA,vacunaciones en menores de 1 ano,influenza estacional (7m a 11 m) 2da. dosis,2022-02-01,1,0,1,0,2
CKOCHAS,vacunaciones en menores de 1 ano,influenza estacional (7m a 11 m) 2da. dosis,2022-02-01,2,1,0,1,4
COBIJA,vacunaciones en menores de 1 ano,influenza estacional (7m a 11 m) 2da. dosis,2022-02-01,9,10,3,3,25
COCHABAMBA,vacunaciones en menores de 1 ano,influenza estacional (7m a 11 m) 2da. dosis,2022-02-01,54,68,0,1,123
"COLCHA ""K""",vacunaciones en menores de 1 ano,influenza estacional (7m a 11 m) 2da. dosis,2022-02-01,1,0,0,0,1
COPACABANA,vacunaciones en menores de 1 ano,influenza estacional (7m a 11 m) 2da. dosis,2022-02-01,0,1,1,0,2
CORIPATA,vacunaciones en menores de 1 ano,influenza estacional (7m a 11 m) 2da. dosis,2022-02-01,0,1,0,0,1
EL ALTO,vacunaciones en menores de 1 ano,influenza estacional (7m a 11 m) 2da. dosis,2022-02-01,40,48,22,32,142
EL VILLAR,vacunaciones en menores de 1 ano,influenza estacional (7m a 11 m) 2da. dosis,2022-02-01,1,0,0,0,1
ENTRE RIOS TRJ,vacunaciones en menores de 1 ano,influenza estacional (7m a 11 m) 2da. dosis,2022-02-01,1,0,0,0,1
FILADELFIA,vacunaciones en menores de 1 ano,influenza estacional (7m a 11 m) 2da. dosis,2022-02-01,1,1,1,0,3
HUARACAJE,vacunaciones en menores de 1 ano,influenza estacional (7m a 11 m) 2da. dosis,2022-02-01,0,3,0,0,3
HUAYLLAMARCA,vacunaciones en menores de 1 ano,influenza estacional (7m a 11 m) 2da. dosis,2022-02-01,0,2,0,0,2
INQUISIVI,vacunaciones en menores de 1 ano,influenza estacional (7m a 11 m) 2da. dosis,2022-02-01,1,0,0,0,1
LA ASUNTA,vacunaciones en menores de 1 ano,influenza estacional (7m a 11 m) 2da. dosis,2022-02-01,12,4,0,1,17
LA PAZ,vacunaciones en menores de 1 ano,influenza estacional (7m a 11 m) 2da. dosis,2022-02-01,18,23,1,2,44
LAS CARRERAS,vacunaciones en menores de 1 ano,influenza estacional (7m a 11 m) 2da. dosis,2022-02-01,1,0,0,0,1
LLICA,vacunaciones en menores de 1 ano,influenza estacional (7m a 11 m) 2da. dosis,2022-02-01,0,1,0,0,1
MAGDALENA,vacunaciones en menores de 1 ano,influenza estacional (7m a 11 m) 2da. dosis,2022-02-01,0,0,2,1,3
MAPIRI,vacunaciones en menores de 1 ano,influenza estacional (7m a 11 m) 2da. dosis,2022-02-01,0,3,0,0,3
MOJOCOYA,vacunaciones en menores de 1 ano,influenza estacional (7m a 11 m) 2da. dosis,2022-02-01,1,1,0,0,2
MONTEAGUDO,vacunaciones en menores de 1 ano,influenza estacional (7m a 11 m) 2da. dosis,2022-02-01,6,8,0,0,14
MONTERO,vacunaciones en menores de 1 ano,influenza estacional (7m a 11 m) 2da. dosis,2022-02-01,2,4,0,0,6
ORURO,vacunaciones en menores de 1 ano,influenza estacional (7m a 11 m) 2da. dosis,2022-02-01,68,78,1,2,149
PORCO,vacunaciones en menores de 1 ano,influenza estacional (7m a 11 m) 2da. dosis,2022-02-01,1,3,1,0,5
POROMA,vacunaciones en menores de 1 ano,influenza estacional (7m a 11 m) 2da. dosis,2022-02-01,5,2,3,0,10
PORVENIR,vacunaciones en menores de 1 ano,influenza estacional (7m a 11 m) 2da. dosis,2022-02-01,0,1,0,0,1
POTOSI,vacunaciones en menores de 1 ano,influenza estacional (7m a 11 m) 2da. dosis,2022-02-01,57,46,3,4,110
PRESTO,vacunaciones en menores de 1 ano,influenza estacional (7m a 11 m) 2da. dosis,2022-02-01,3,3,2,0,8
PUCARANI,vacunaciones en menores de 1 ano,influenza estacional (7m a 11 m) 2da. dosis,2022-02-01,4,3,0,0,7
PUERTO ACOSTA,vacunaciones en menores de 1 ano,influenza estacional (7m a 11 m) 2da. dosis,2022-02-01,0,1,1,0,2
PUERTO GONZALO MORENO,vacunaciones en menores de 1 ano,influenza estacional (7m a 11 m) 2da. dosis,2022-02-01,1,0,0,0,1
PUERTO PEREZ,vacunaciones en menores de 1 ano,influenza estacional (7m a 11 m) 2da. dosis,2022-02-01,1,0,0,0,1
PUERTO QUIJARRO,vacunaciones en menores de 1 ano,influenza estacional (7m a 11 m) 2da. dosis,2022-02-01,4,2,0,0,6
PUERTO RICO,vacunaciones en menores de 1 ano,influenza estacional (7m a 11 m) 2da. dosis,2022-02-01,2,2,0,1,5
PUERTO SUAREZ,vacunaciones en menores de 1 ano,influenza estacional (7m a 11 m) 2da. dosis,2022-02-01,9,3,0,0,12
RAVELO,vacunaciones en menores de 1 ano,influenza estacional (7m a 11 m) 2da. dosis,2022-02-01,3,0,1,1,5
REYES,vacunaciones en menores de 1 ano,influenza estacional (7m a 11 m) 2da. dosis,2022-02-01,4,9,0,0,13
RIBERALTA,vacunaciones en menores de 1 ano,influenza estacional (7m a 11 m) 2da. dosis,2022-02-01,1,0,0,0,1
SACACA,vacunaciones en menores de 1 ano,influenza estacional (7m a 11 m) 2da. dosis,2022-02-01,2,0,0,0,2
SAN AGUSTIN,vacunaciones en menores de 1 ano,influenza estacional (7m a 11 m) 2da. dosis,2022-02-01,2,0,0,0,2
SAN BUENA VENTURA,vacunaciones en menores de 1 ano,influenza estacional (7m a 11 m) 2da. dosis,2022-02-01,1,1,0,0,2
SAN IGNACIO,vacunaciones en menores de 1 ano,influenza estacional (7m a 11 m) 2da. dosis,2022-02-01,2,0,1,0,3
SAN JOSE DE CHIQUITOS,vacunaciones en menores de 1 ano,influenza estacional (7m a 11 m) 2da. dosis,2022-02-01,8,9,4,1,22
SAN JUAN DE YAPACANI,vacunaciones en menores de 1 ano,influenza estacional (7m a 11 m) 2da. dosis,2022-02-01,1,1,0,0,2
SAN LORENZO(PND),vacunaciones en menores de 1 ano,influenza estacional (7m a 11 m) 2da. dosis,2022-02-01,0,0,0,1,1
SAN PEDRO,vacunaciones en menores de 1 ano,influenza estacional (7m a 11 m) 2da. dosis,2022-02-01,2,3,0,1,6
SAN PEDRO DE TIQUINA,vacunaciones en menores de 1 ano,influenza estacional (7m a 11 m) 2da. dosis,2022-02-01,0,1,0,0,1
SAN PEDRO(PND),vacunaciones en menores de 1 ano,influenza estacional (7m a 11 m) 2da. dosis,2022-02-01,0,0,1,0,1
SAN RAMON BENI,vacunaciones en menores de 1 ano,influenza estacional (7m a 11 m) 2da. dosis,2022-02-01,1,3,0,0,4
SANTA CRUZ DE LA SIERRA,vacunaciones en menores de 1 ano,influenza estacional (7m a 11 m) 2da. dosis,2022-02-01,5,4,0,0,9
SANTIAGO DE HUARI,vacunaciones en menores de 1 ano,influenza estacional (7m a 11 m) 2da. dosis,2022-02-01,2,0,0,0,2
SANTUARIO DE QUILLACAS,vacunaciones en menores de 1 ano,influenza estacional (7m a 11 m) 2da. dosis,2022-02-01,1,0,0,1,2
SORACACHI,vacunaciones en menores de 1 ano,influenza estacional (7m a 11 m) 2da. dosis,2022-02-01,0,1,0,0,1
SUCRE,vacunaciones en menores de 1 ano,influenza estacional (7m a 11 m) 2da. dosis,2022-02-01,26,21,0,0,47
TARIJA,vacunaciones en menores de 1 ano,influenza estacional (7m a 11 m) 2da. dosis,2022-02-01,5,1,0,0,6
TITO YUPANQUI (PARQUIPUJIO),vacunaciones en menores de 1 ano,influenza estacional (7m a 11 m) 2da. dosis,2022-02-01,0,1,0,0,1
TOLEDO,vacunaciones en menores de 1 ano,influenza estacional (7m a 11 m) 2da. dosis,2022-02-01,1,0,0,0,1
TRINIDAD,vacunaciones en menores de 1 ano,influenza estacional (7m a 11 m) 2da. dosis,2022-02-01,28,34,2,1,65
TUPIZA,vacunaciones en menores de 1 ano,influenza estacional (7m a 11 m) 2da. dosis,2022-02-01,2,1,0,0,3
UNCIA,vacunaciones en menores de 1 ano,influenza estacional (7m a 11 m) 2da. dosis,2022-02-01,1,1,0,0,2
URIONDO (A. CONCEPCION),vacunaciones en menores de 1 ano,influenza estacional (7m a 11 m) 2da. dosis,2022-02-01,0,1,0,0,1
UYUNI,vacunaciones en menores de 1 ano,influenza estacional (7m a 11 m) 2da. dosis,2022-02-01,3,1,0,0,4
VILLA MONTES,vacunaciones en menores de 1 ano,influenza estacional (7m a 11 m) 2da. dosis,2022-02-01,0,0,1,0,1
VILLAZON,vacunaciones en menores de 1 ano,influenza estacional (7m a 11 m) 2da. dosis,2022-02-01,8,5,0,0,13
YACUIBA,vacunaciones en menores de 1 ano,influenza estacional (7m a 11 m) 2da. dosis,2022-02-01,14,14,0,3,31
YOTALA,vacunaciones en menores de 1 ano,influenza estacional (7m a 11 m) 2da. dosis,2022-02-01,1,1,1,0,3
ACHOCALLA,vacunaciones en menores de 1 ano,influenza estacional (7m a 11 m) 2da. dosis,2022-03-01,3,2,0,0,5
ANDAMARCA,vacunaciones en menores de 1 ano,influenza estacional (7m a 11 m) 2da. dosis,2022-03-01,0,0,0,1,1
ATOCHA,vacunaciones en menores de 1 ano,influenza estacional (7m a 11 m) 2da. dosis,2022-03-01,1,3,0,0,4
AZURDUY,vacunaciones en menores de 1 ano,influenza estacional (7m a 11 m) 2da. dosis,2022-03-01,0,1,0,0,1
BETANZOS,vacunaciones en menores de 1 ano,influenza estacional (7m a 11 m) 2da. dosis,2022-03-01,7,3,0,0,10
BOLPEBRA,vacunaciones en menores de 1 ano,influenza estacional (7m a 11 m) 2da. dosis,2022-03-01,1,0,0,0,1
"CAIZA ""D""",vacunaciones en menores de 1 ano,influenza estacional (7m a 11 m) 2da. dosis,2022-03-01,5,0,0,0,5
CARACOLLO,vacunaciones en menores de 1 ano,influenza estacional (7m a 11 m) 2da. dosis,2022-03-01,2,0,0,0,2
CARAPARI,vacunaciones en menores de 1 ano,influenza estacional (7m a 11 m) 2da. dosis,2022-03-01,0,1,0,0,1
CARIPUYO,vacunaciones en menores de 1 ano,influenza estacional (7m a 11 m) 2da. dosis,2022-03-01,2,1,0,0,3
CHALLAPATA,vacunaciones en menores de 1 ano,influenza estacional (7m a 11 m) 2da. dosis,2022-03-01,20,9,2,0,31
CHAQUI,vacunaciones en menores de 1 ano,influenza estacional (7m a 11 m) 2da. dosis,2022-03-01,0,1,2,0,3
CHAYANTA,vacunaciones en menores de 1 ano,influenza estacional (7m a 11 m) 2da. dosis,2022-03-01,0,1,0,0,1
CHULUMANI (V. DE LA LIBERTAD),vacunaciones en menores de 1 ano,influenza estacional (7m a 11 m) 2da. dosis,2022-03-01,4,5,1,0,10
CHUQUIHUTA AYLLU JUCUMANI,vacunaciones en menores de 1 ano,influenza estacional (7m a 11 m) 2da. dosis,2022-03-01,1,0,0,0,1
CKOCHAS,vacunaciones en menores de 1 ano,influenza estacional (7m a 11 m) 2da. dosis,2022-03-01,0,1,1,1,3
COBIJA,vacunaciones en menores de 1 ano,influenza estacional (7m a 11 m) 2da. dosis,2022-03-01,6,7,2,1,16
COCHABAMBA,vacunaciones en menores de 1 ano,influenza estacional (7m a 11 m) 2da. dosis,2022-03-01,71,77,11,6,165
"COLCHA ""K""",vacunaciones en menores de 1 ano,influenza estacional (7m a 11 m) 2da. dosis,2022-03-01,0,3,0,0,3
COMANCHE,vacunaciones en menores de 1 ano,influenza estacional (7m a 11 m) 2da. dosis,2022-03-01,0,1,0,0,1
COPACABANA,vacunaciones en menores de 1 ano,influenza estacional (7m a 11 m) 2da. dosis,2022-03-01,0,1,0,0,1
CORIPATA,vacunaciones en menores de 1 ano,influenza estacional (7m a 11 m) 2da. dosis,2022-03-01,3,0,0,0,3
COROICO,vacunaciones en menores de 1 ano,influenza estacional (7m a 11 m) 2da. dosis,2022-03-01,1,1,2,0,4
COTAGAITA,vacunaciones en menores de 1 ano,influenza estacional (7m a 11 m) 2da. dosis,2022-03-01,0,1,0,1,2
EL ALTO,vacunaciones en menores de 1 ano,influenza estacional (7m a 11 m) 2da. dosis,2022-03-01,66,65,12,13,156
FILADELFIA,vacunaciones en menores de 1 ano,influenza estacional (7m a 11 m) 2da. dosis,2022-03-01,2,2,1,2,7
GUAYARAMERIN,vacunaciones en menores de 1 ano,influenza estacional (7m a 11 m) 2da. dosis,2022-03-01,2,4,0,0,6
HUARACAJE,vacunaciones en menores de 1 ano,influenza estacional (7m a 11 m) 2da. dosis,2022-03-01,0,1,0,0,1
HUAYLLAMARCA,vacunaciones en menores de 1 ano,influenza estacional (7m a 11 m) 2da. dosis,2022-03-01,0,1,0,0,1
INQUISIVI,vacunaciones en menores de 1 ano,influenza estacional (7m a 11 m) 2da. dosis,2022-03-01,1,0,0,0,1
IRUPANA (VILLA DE LANZA),vacunaciones en menores de 1 ano,influenza estacional (7m a 11 m) 2da. dosis,2022-03-01,1,1,0,0,2
IXIAMAS,vacunaciones en menores de 1 ano,influenza estacional (7m a 11 m) 2da. dosis,2022-03-01,0,1,0,0,1
LA ASUNTA,vacunaciones en menores de 1 ano,influenza estacional (7m a 11 m) 2da. dosis,2022-03-01,10,12,0,0,22
LA PAZ,vacunaciones en menores de 1 ano,influenza estacional (7m a 11 m) 2da. dosis,2022-03-01,40,45,1,0,86
LAS CARRERAS,vacunaciones en menores de 1 ano,influenza estacional (7m a 11 m) 2da. dosis,2022-03-01,1,0,0,0,1
LLICA,vacunaciones en menores de 1 ano,influenza estacional (7m a 11 m) 2da. dosis,2022-03-01,1,0,0,0,1
MAGDALENA,vacunaciones en menores de 1 ano,influenza estacional (7m a 11 m) 2da. dosis,2022-03-01,0,0,4,7,11
MAPIRI,vacunaciones en menores de 1 ano,influenza estacional (7m a 11 m) 2da. dosis,2022-03-01,0,1,0,1,2
MOCOMOCO,vacunaciones en menores de 1 ano,influenza estacional (7m a 11 m) 2da. dosis,2022-03-01,2,0,0,0,2
MOJOCOYA,vacunaciones en menores de 1 ano,influenza estacional (7m a 11 m) 2da. dosis,2022-03-01,1,4,0,0,5
NAZACARA DE PACAJES,vacunaciones en menores de 1 ano,influenza estacional (7m a 11 m) 2da. dosis,2022-03-01,1,0,0,0,1
OCURI,vacunaciones en menores de 1 ano,influenza estacional (7m a 11 m) 2da. dosis,2022-03-01,1,0,1,2,4
ORURO,vacunaciones en menores de 1 ano,influenza estacional (7m a 11 m) 2da. dosis,2022-03-01,115,114,1,1,231
PALOS BLANCOS,vacunaciones en menores de 1 ano,influenza estacional (7m a 11 m) 2da. dosis,2022-03-01,0,1,0,0,1
PAZÑA,vacunaciones en menores de 1 ano,influenza estacional (7m a 11 m) 2da. dosis,2022-03-01,1,1,0,0,2
POCOATA,vacunaciones en menores de 1 ano,influenza estacional (7m a 11 m) 2da. dosis,2022-03-01,1,0,1,1,3
POOPO,vacunaciones en menores de 1 ano,influenza estacional (7m a 11 m) 2da. dosis,2022-03-01,3,2,1,1,7
PORCO,vacunaciones en menores de 1 ano,influenza estacional (7m a 11 m) 2da. dosis,2022-03-01,3,4,1,0,8
POROMA,vacunaciones en menores de 1 ano,influenza estacional (7m a 11 m) 2da. dosis,2022-03-01,0,2,1,2,5
POSTRER VALLE,vacunaciones en menores de 1 ano,influenza estacional (7m a 11 m) 2da. dosis,2022-03-01,0,1,0,0,1
POTOSI,vacunaciones en menores de 1 ano,influenza estacional (7m a 11 m) 2da. dosis,2022-03-01,56,74,2,1,133
PRESTO,vacunaciones en menores de 1 ano,influenza estacional (7m a 11 m) 2da. dosis,2022-03-01,0,3,1,2,6
