,group,variable,month,BCG DENTRO,BCG DENTRO,BCG FUERA,BCG FUERA,TOTALES
CAJUATA,vacunaciones en menores de 1 ano,bcg,2022-01-01,9,4,0,0,13
CALACOTO,vacunaciones en menores de 1 ano,bcg,2022-01-01,0,0,2,1,3
CALAMARCA,vacunaciones en menores de 1 ano,bcg,2022-01-01,2,3,2,5,12
CAMARGO,vacunaciones en menores de 1 ano,bcg,2022-01-01,7,8,1,1,17
CAMATAQUI (C. VILLA ABECIA),vacunaciones en menores de 1 ano,bcg,2022-01-01,0,1,0,0,1
CAMIRI,vacunaciones en menores de 1 ano,bcg,2022-01-01,27,38,1,0,66
CAPINOTA,vacunaciones en menores de 1 ano,bcg,2022-01-01,6,17,2,2,27
CAQUIAVIRI,vacunaciones en menores de 1 ano,bcg,2022-01-01,0,3,0,3,6
CARACOLLO,vacunaciones en menores de 1 ano,bcg,2022-01-01,11,10,1,0,22
CARANAVI,vacunaciones en menores de 1 ano,bcg,2022-01-01,28,18,3,3,52
CARANGAS,vacunaciones en menores de 1 ano,bcg,2022-01-01,2,0,0,0,2
CARAPARI,vacunaciones en menores de 1 ano,bcg,2022-01-01,4,6,3,0,13
CARIPUYO,vacunaciones en menores de 1 ano,bcg,2022-01-01,5,5,0,4,14
CARMEN RIVERO TORREZ,vacunaciones en menores de 1 ano,bcg,2022-01-01,2,2,4,2,10
CATACORA,vacunaciones en menores de 1 ano,bcg,2022-01-01,0,0,0,1,1
CHACARILLA,vacunaciones en menores de 1 ano,bcg,2022-01-01,0,1,0,0,1
CHALLAPATA,vacunaciones en menores de 1 ano,bcg,2022-01-01,28,28,7,3,66
CHAQUI,vacunaciones en menores de 1 ano,bcg,2022-01-01,0,3,5,1,9
CHARAGUA,vacunaciones en menores de 1 ano,bcg,2022-01-01,15,12,0,6,33
CHAYANTA,vacunaciones en menores de 1 ano,bcg,2022-01-01,2,4,3,5,14
CHIMORE,vacunaciones en menores de 1 ano,bcg,2022-01-01,18,22,5,1,46
CHIPAYA,vacunaciones en menores de 1 ano,bcg,2022-01-01,0,0,0,1,1
CHUA COCANI,vacunaciones en menores de 1 ano,bcg,2022-01-01,0,0,2,1,3
CHULUMANI (V. DE LA LIBERTAD),vacunaciones en menores de 1 ano,bcg,2022-01-01,9,9,0,0,18
CHUMA,vacunaciones en menores de 1 ano,bcg,2022-01-01,2,0,3,5,10
CHUQUIHUTA AYLLU JUCUMANI,vacunaciones en menores de 1 ano,bcg,2022-01-01,1,1,2,6,10
CKOCHAS,vacunaciones en menores de 1 ano,bcg,2022-01-01,5,4,4,1,14
CLIZA,vacunaciones en menores de 1 ano,bcg,2022-01-01,20,16,1,1,38
COBIJA,vacunaciones en menores de 1 ano,bcg,2022-01-01,71,61,0,0,132
COCAPATA,vacunaciones en menores de 1 ano,bcg,2022-01-01,4,3,5,12,24
COCHABAMBA,vacunaciones en menores de 1 ano,bcg,2022-01-01,595,565,0,0,1160
COLCAPIRHUA,vacunaciones en menores de 1 ano,bcg,2022-01-01,24,24,0,0,48
"COLCHA ""K""",vacunaciones en menores de 1 ano,bcg,2022-01-01,3,6,2,2,13
COLLANA,vacunaciones en menores de 1 ano,bcg,2022-01-01,0,0,1,0,1
COLOMI,vacunaciones en menores de 1 ano,bcg,2022-01-01,7,11,2,7,27
COLPA BELGICA,vacunaciones en menores de 1 ano,bcg,2022-01-01,1,6,0,0,7
COLQUECHACA,vacunaciones en menores de 1 ano,bcg,2022-01-01,4,5,8,5,22
COLQUENCHA,vacunaciones en menores de 1 ano,bcg,2022-01-01,5,1,1,6,13
COLQUIRI,vacunaciones en menores de 1 ano,bcg,2022-01-01,5,8,10,8,31
COMANCHE,vacunaciones en menores de 1 ano,bcg,2022-01-01,0,0,1,1,2
COMARAPA,vacunaciones en menores de 1 ano,bcg,2022-01-01,10,10,1,0,21
COMBAYA,vacunaciones en menores de 1 ano,bcg,2022-01-01,0,0,0,2,2
CONCEPCION,vacunaciones en menores de 1 ano,bcg,2022-01-01,25,16,3,1,45
COPACABANA,vacunaciones en menores de 1 ano,bcg,2022-01-01,2,4,2,0,8
CORIPATA,vacunaciones en menores de 1 ano,bcg,2022-01-01,10,12,1,0,23
CORO CORO,vacunaciones en menores de 1 ano,bcg,2022-01-01,2,1,2,3,8
COROICO,vacunaciones en menores de 1 ano,bcg,2022-01-01,17,16,3,1,37
CORQUE,vacunaciones en menores de 1 ano,bcg,2022-01-01,0,0,1,0,1
COTAGAITA,vacunaciones en menores de 1 ano,bcg,2022-01-01,9,7,2,1,19
COTOCA,vacunaciones en menores de 1 ano,bcg,2022-01-01,68,63,1,2,134
CUATRO CAÑADAS,vacunaciones en menores de 1 ano,bcg,2022-01-01,16,15,1,5,37
CUCHUMUELA (V. G. VILLARROEL),vacunaciones en menores de 1 ano,bcg,2022-01-01,0,1,0,0,1
CUEVO,vacunaciones en menores de 1 ano,bcg,2022-01-01,1,3,1,0,5
CULPINA,vacunaciones en menores de 1 ano,bcg,2022-01-01,8,8,1,4,21
CURVA,vacunaciones en menores de 1 ano,bcg,2022-01-01,1,0,2,0,3
DESAGUADERO,vacunaciones en menores de 1 ano,bcg,2022-01-01,0,6,1,1,8
EL ALTO,vacunaciones en menores de 1 ano,bcg,2022-01-01,654,604,21,15,1294
EL CHORO,vacunaciones en menores de 1 ano,bcg,2022-01-01,1,1,0,0,2
EL PUENTE(STC),vacunaciones en menores de 1 ano,bcg,2022-01-01,6,2,1,0,9
EL PUENTE(TJA),vacunaciones en menores de 1 ano,bcg,2022-01-01,1,1,5,4,11
EL TORNO,vacunaciones en menores de 1 ano,bcg,2022-01-01,47,41,0,0,88
EL VILLAR,vacunaciones en menores de 1 ano,bcg,2022-01-01,2,1,1,0,4
ENTRE RIOS TRJ,vacunaciones en menores de 1 ano,bcg,2022-01-01,9,8,0,1,18
ENTRE RIOS CBBA,vacunaciones en menores de 1 ano,bcg,2022-01-01,47,39,0,0,86
ESCOMA,vacunaciones en menores de 1 ano,bcg,2022-01-01,3,2,0,3,8
EUCALIPTUS,vacunaciones en menores de 1 ano,bcg,2022-01-01,2,1,0,0,3
EUREKA (SANTOS MERCADO),vacunaciones en menores de 1 ano,bcg,2022-01-01,0,1,0,1,2
EXALTACION,vacunaciones en menores de 1 ano,bcg,2022-01-01,0,1,0,0,1
FERNANDEZ ALONSO,vacunaciones en menores de 1 ano,bcg,2022-01-01,3,4,3,7,17
FILADELFIA,vacunaciones en menores de 1 ano,bcg,2022-01-01,4,2,0,1,7
GAIOC JATUN AYLLU YURA,vacunaciones en menores de 1 ano,bcg,2022-01-01,3,1,1,2,7
GENERAL SAAVEDRA,vacunaciones en menores de 1 ano,bcg,2022-01-01,7,12,0,0,19
GRAL. J.J. PEREZ (CHARAZANI),vacunaciones en menores de 1 ano,bcg,2022-01-01,0,0,11,5,16
GUANAY,vacunaciones en menores de 1 ano,bcg,2022-01-01,11,11,1,0,23
GUAQUI,vacunaciones en menores de 1 ano,bcg,2022-01-01,2,3,4,1,10
GUAYARAMERIN,vacunaciones en menores de 1 ano,bcg,2022-01-01,46,35,0,0,81
GUTIERREZ,vacunaciones en menores de 1 ano,bcg,2022-01-01,6,2,0,0,8
HUACARETA,vacunaciones en menores de 1 ano,bcg,2022-01-01,2,5,0,4,11
HUACAYA (VILLA DE HUACAYA),vacunaciones en menores de 1 ano,bcg,2022-01-01,1,0,1,0,2
HUACHACALLA,vacunaciones en menores de 1 ano,bcg,2022-01-01,0,2,0,0,2
HUANUNI,vacunaciones en menores de 1 ano,bcg,2022-01-01,11,9,0,1,21
HUARINA,vacunaciones en menores de 1 ano,bcg,2022-01-01,3,3,2,4,12
HUAYLLAMARCA,vacunaciones en menores de 1 ano,bcg,2022-01-01,1,0,1,1,3
HUMANATA,vacunaciones en menores de 1 ano,bcg,2022-01-01,0,1,1,3,5
ICHOCA,vacunaciones en menores de 1 ano,bcg,2022-01-01,1,2,3,7,13
ICLA,vacunaciones en menores de 1 ano,bcg,2022-01-01,2,1,2,0,5
INCAHUASI,vacunaciones en menores de 1 ano,bcg,2022-01-01,8,1,3,2,14
INGAVI (HUMAITA),vacunaciones en menores de 1 ano,bcg,2022-01-01,1,0,0,0,1
INQUISIVI,vacunaciones en menores de 1 ano,bcg,2022-01-01,1,1,6,9,17
IRUPANA (VILLA DE LANZA),vacunaciones en menores de 1 ano,bcg,2022-01-01,12,4,2,1,19
IXIAMAS,vacunaciones en menores de 1 ano,bcg,2022-01-01,5,3,1,0,9
JESUS DE MACHACA,vacunaciones en menores de 1 ano,bcg,2022-01-01,1,2,2,3,8
LA ASUNTA,vacunaciones en menores de 1 ano,bcg,2022-01-01,30,35,1,5,71
LA GUARDIA,vacunaciones en menores de 1 ano,bcg,2022-01-01,81,80,0,1,162
LA PAZ,vacunaciones en menores de 1 ano,bcg,2022-01-01,629,563,6,5,1203
LA RIVERA,vacunaciones en menores de 1 ano,bcg,2022-01-01,1,0,0,0,1
LAGUNILLAS,vacunaciones en menores de 1 ano,bcg,2022-01-01,0,4,1,1,6
LAJA,vacunaciones en menores de 1 ano,bcg,2022-01-01,15,11,2,0,28
LAS CARRERAS,vacunaciones en menores de 1 ano,bcg,2022-01-01,1,0,0,0,1
LICOMA PAMPA,vacunaciones en menores de 1 ano,bcg,2022-01-01,2,0,1,0,3
LLALLAGUA,vacunaciones en menores de 1 ano,bcg,2022-01-01,19,14,27,25,85
LLICA,vacunaciones en menores de 1 ano,bcg,2022-01-01,0,0,0,1,1
LORETO,vacunaciones en menores de 1 ano,bcg,2022-01-01,1,0,5,5,11
LURIBAY,vacunaciones en menores de 1 ano,bcg,2022-01-01,3,3,5,3,14
MACHACAMARCA,vacunaciones en menores de 1 ano,bcg,2022-01-01,2,3,0,0,5
MACHARETI,vacunaciones en menores de 1 ano,bcg,2022-01-01,1,3,0,0,4
MAGDALENA,vacunaciones en menores de 1 ano,bcg,2022-01-01,4,2,1,2,9
MAIRANA,vacunaciones en menores de 1 ano,bcg,2022-01-01,7,8,0,0,15
MALLA,vacunaciones en menores de 1 ano,bcg,2022-01-01,1,0,2,1,4
MAPIRI,vacunaciones en menores de 1 ano,bcg,2022-01-01,17,15,0,0,32
MECAPACA,vacunaciones en menores de 1 ano,bcg,2022-01-01,7,0,2,1,10
MINEROS,vacunaciones en menores de 1 ano,bcg,2022-01-01,18,14,0,0,32
MIZQUE,vacunaciones en menores de 1 ano,bcg,2022-01-01,23,20,0,5,48
MOCOMOCO,vacunaciones en menores de 1 ano,bcg,2022-01-01,0,1,7,5,13
MOJOCOYA,vacunaciones en menores de 1 ano,bcg,2022-01-01,3,2,0,0,5
MONTEAGUDO,vacunaciones en menores de 1 ano,bcg,2022-01-01,17,15,0,0,32
MONTERO,vacunaciones en menores de 1 ano,bcg,2022-01-01,138,137,1,0,276
MORO MORO,vacunaciones en menores de 1 ano,bcg,2022-01-01,1,2,0,0,3
MOROCHATA,vacunaciones en menores de 1 ano,bcg,2022-01-01,1,1,3,0,5
NACEBE (SANTA ROSA DEL ABUNA),vacunaciones en menores de 1 ano,bcg,2022-01-01,0,1,0,0,1
NAZACARA DE PACAJES,vacunaciones en menores de 1 ano,bcg,2022-01-01,1,0,0,0,1
NUEVO MANOA (NUEVA ESPERANZA),vacunaciones en menores de 1 ano,bcg,2022-01-01,0,0,0,1,1
OCURI,vacunaciones en menores de 1 ano,bcg,2022-01-01,2,2,3,3,10
OKINAWA,vacunaciones en menores de 1 ano,bcg,2022-01-01,4,10,2,1,17
OMEREQUE,vacunaciones en menores de 1 ano,bcg,2022-01-01,1,3,3,1,8
ORURO,vacunaciones en menores de 1 ano,bcg,2022-01-01,285,286,1,1,573
PADCAYA,vacunaciones en menores de 1 ano,bcg,2022-01-01,1,6,3,3,13
PADILLA,vacunaciones en menores de 1 ano,bcg,2022-01-01,7,7,0,0,14
PAILON,vacunaciones en menores de 1 ano,bcg,2022-01-01,21,22,5,6,54
PALCA,vacunaciones en menores de 1 ano,bcg,2022-01-01,8,1,8,12,29
PALOS BLANCOS,vacunaciones en menores de 1 ano,bcg,2022-01-01,10,20,2,4,36
PAMPA AULLAGAS,vacunaciones en menores de 1 ano,bcg,2022-01-01,0,1,2,0,3
PAMPA GRANDE,vacunaciones en menores de 1 ano,bcg,2022-01-01,6,5,0,0,11
PAPEL PAMPA,vacunaciones en menores de 1 ano,bcg,2022-01-01,2,0,2,0,4
PASORAPA,vacunaciones en menores de 1 ano,bcg,2022-01-01,0,0,1,0,1
PATACAMAYA,vacunaciones en menores de 1 ano,bcg,2022-01-01,21,13,2,10,46
PAZÑA,vacunaciones en menores de 1 ano,bcg,2022-01-01,0,0,1,1,2
PELECHUCO,vacunaciones en menores de 1 ano,bcg,2022-01-01,1,2,2,2,7
POCOATA,vacunaciones en menores de 1 ano,bcg,2022-01-01,4,4,12,8,28
POCONA,vacunaciones en menores de 1 ano,bcg,2022-01-01,2,0,3,4,9
POJO (CBBA),vacunaciones en menores de 1 ano,bcg,2022-01-01,2,9,2,2,15
POOPO,vacunaciones en menores de 1 ano,bcg,2022-01-01,0,1,0,0,1
PORCO,vacunaciones en menores de 1 ano,bcg,2022-01-01,12,7,2,1,22
POROMA,vacunaciones en menores de 1 ano,bcg,2022-01-01,4,2,4,1,11
PORONGO,vacunaciones en menores de 1 ano,bcg,2022-01-01,4,0,2,1,7
PORTACHUELO,vacunaciones en menores de 1 ano,bcg,2022-01-01,24,20,0,1,45
PORVENIR,vacunaciones en menores de 1 ano,bcg,2022-01-01,2,1,0,0,3
POTOSI,vacunaciones en menores de 1 ano,bcg,2022-01-01,230,196,5,1,432
PRESTO,vacunaciones en menores de 1 ano,bcg,2022-01-01,5,2,1,1,9
PUCARANI,vacunaciones en menores de 1 ano,bcg,2022-01-01,8,5,18,16,47
PUERTO ACOSTA,vacunaciones en menores de 1 ano,bcg,2022-01-01,2,0,8,9,19
PUERTO CARABUCO,vacunaciones en menores de 1 ano,bcg,2022-01-01,0,0,5,3,8
PUERTO GONZALO MORENO,vacunaciones en menores de 1 ano,bcg,2022-01-01,1,5,1,1,8
PUERTO PEREZ,vacunaciones en menores de 1 ano,bcg,2022-01-01,0,2,2,6,10
PUERTO QUIJARRO,vacunaciones en menores de 1 ano,bcg,2022-01-01,10,9,3,3,25
PUERTO RICO,vacunaciones en menores de 1 ano,bcg,2022-01-01,3,2,0,0,5
PUERTO SILES,vacunaciones en menores de 1 ano,bcg,2022-01-01,0,0,0,1,1
PUERTO SUAREZ,vacunaciones en menores de 1 ano,bcg,2022-01-01,17,16,3,0,36
PUERTO VILLARROEL,vacunaciones en menores de 1 ano,bcg,2022-01-01,72,86,1,0,159
PUNA,vacunaciones en menores de 1 ano,bcg,2022-01-01,2,4,6,5,17
PUNATA,vacunaciones en menores de 1 ano,bcg,2022-01-01,26,32,0,1,59
QUIABAYA,vacunaciones en menores de 1 ano,bcg,2022-01-01,0,0,2,2,4
QUILLACOLLO,vacunaciones en menores de 1 ano,bcg,2022-01-01,133,110,17,13,273
QUIME,vacunaciones en menores de 1 ano,bcg,2022-01-01,1,0,3,2,6
QUIRUSILLAS,vacunaciones en menores de 1 ano,bcg,2022-01-01,1,3,0,0,4
RAQAYPAMPA(ETA),vacunaciones en menores de 1 ano,bcg,2022-01-01,4,2,0,0,6
RAVELO,vacunaciones en menores de 1 ano,bcg,2022-01-01,3,4,2,5,14
REYES,vacunaciones en menores de 1 ano,bcg,2022-01-01,9,3,0,0,12
RIBERALTA,vacunaciones en menores de 1 ano,bcg,2022-01-01,148,118,1,1,268
ROBORE,vacunaciones en menores de 1 ano,bcg,2022-01-01,13,17,0,2,32
RURRENABAQUE,vacunaciones en menores de 1 ano,bcg,2022-01-01,27,12,2,1,42
SABAYA,vacunaciones en menores de 1 ano,bcg,2022-01-01,4,2,1,1,8
SACABA,vacunaciones en menores de 1 ano,bcg,2022-01-01,136,118,1,2,257
SACABAMBA,vacunaciones en menores de 1 ano,bcg,2022-01-01,1,0,0,0,1
SACACA,vacunaciones en menores de 1 ano,bcg,2022-01-01,5,7,7,4,23
SAIPINA,vacunaciones en menores de 1 ano,bcg,2022-01-01,0,2,0,0,2
SALINAS DE GARCI MENDOZA,vacunaciones en menores de 1 ano,bcg,2022-01-01,0,4,2,2,8
SAMAIPATA,vacunaciones en menores de 1 ano,bcg,2022-01-01,6,6,0,1,13
SAN ANDRES,vacunaciones en menores de 1 ano,bcg,2022-01-01,1,2,0,0,3
SAN ANDRES DE MACHACA,vacunaciones en menores de 1 ano,bcg,2022-01-01,0,0,3,1,4
SAN ANTONIO DE ESMORUCO,vacunaciones en menores de 1 ano,bcg,2022-01-01,1,0,0,1,2
SAN ANTONIO DE LOMERIO,vacunaciones en menores de 1 ano,bcg,2022-01-01,3,5,0,0,8
SAN BENITO,vacunaciones en menores de 1 ano,bcg,2022-01-01,6,3,0,0,9
SAN BORJA,vacunaciones en menores de 1 ano,bcg,2022-01-01,34,40,1,1,76
SAN BUENA VENTURA,vacunaciones en menores de 1 ano,bcg,2022-01-01,12,13,0,2,27
SAN CARLOS,vacunaciones en menores de 1 ano,bcg,2022-01-01,22,9,0,0,31
SAN IGNACIO,vacunaciones en menores de 1 ano,bcg,2022-01-01,26,15,2,2,45
SAN IGNACIO DE VELASCO,vacunaciones en menores de 1 ano,bcg,2022-01-01,74,55,2,2,133
SAN JAVIER(BNI),vacunaciones en menores de 1 ano,bcg,2022-01-01,1,0,0,0,1
SAN JAVIER(STC),vacunaciones en menores de 1 ano,bcg,2022-01-01,25,17,0,0,42
SAN JOAQUIN,vacunaciones en menores de 1 ano,bcg,2022-01-01,3,0,2,2,7
SAN JOSE DE CHIQUITOS,vacunaciones en menores de 1 ano,bcg,2022-01-01,18,17,10,6,51
SAN JUAN DE YAPACANI,vacunaciones en menores de 1 ano,bcg,2022-01-01,2,1,0,0,3
SAN JULIAN,vacunaciones en menores de 1 ano,bcg,2022-01-01,27,35,0,0,62
SAN LORENZO(PND),vacunaciones en menores de 1 ano,bcg,2022-01-01,5,1,3,0,9
SAN LORENZO(TJA),vacunaciones en menores de 1 ano,bcg,2022-01-01,6,7,0,1,14
SAN LUCAS,vacunaciones en menores de 1 ano,bcg,2022-01-01,14,11,4,4,33
SAN MATIAS,vacunaciones en menores de 1 ano,bcg,2022-01-01,6,22,2,2,32
SAN MIGUEL DE VELASCO,vacunaciones en menores de 1 ano,bcg,2022-01-01,12,10,0,1,23
SAN PABLO DE LIPEZ,vacunaciones en menores de 1 ano,bcg,2022-01-01,0,2,0,0,2
SAN PEDRO,vacunaciones en menores de 1 ano,bcg,2022-01-01,13,10,0,0,23
SAN PEDRO DE BUENA VISTA,vacunaciones en menores de 1 ano,bcg,2022-01-01,13,4,12,14,43
SAN PEDRO DE CURAHUARA,vacunaciones en menores de 1 ano,bcg,2022-01-01,0,0,4,1,5
SAN PEDRO DE MACHA,vacunaciones en menores de 1 ano,bcg,2022-01-01,3,2,14,21,40
SAN PEDRO DE QUEMES,vacunaciones en menores de 1 ano,bcg,2022-01-01,1,0,0,0,1
SAN PEDRO DE TIQUINA,vacunaciones en menores de 1 ano,bcg,2022-01-01,3,2,0,2,7
SAN RAFAEL,vacunaciones en menores de 1 ano,bcg,2022-01-01,2,2,0,0,4
SAN RAMON BENI,vacunaciones en menores de 1 ano,bcg,2022-01-01,0,0,5,4,9
SAN RAMON SCZ,vacunaciones en menores de 1 ano,bcg,2022-01-01,5,10,0,0,15
SANTA ANA,vacunaciones en menores de 1 ano,bcg,2022-01-01,18,18,0,0,36
SANTA CRUZ DE LA SIERRA,vacunaciones en menores de 1 ano,bcg,2022-01-01,1456,1404,35,23,2918
SANTA ROSA,vacunaciones en menores de 1 ano,bcg,2022-01-01,6,8,0,0,14
SANTA ROSA DEL SARA,vacunaciones en menores de 1 ano,bcg,2022-01-01,8,2,0,0,10
SANTIAGO DE HUARI,vacunaciones en menores de 1 ano,bcg,2022-01-01,1,2,0,4,7
SANTIAGO DE HUATA,vacunaciones en menores de 1 ano,bcg,2022-01-01,0,0,3,1,4
SANTIAGO DE MACHACA,vacunaciones en menores de 1 ano,bcg,2022-01-01,0,0,1,2,3
SANTIVAÑES,vacunaciones en menores de 1 ano,bcg,2022-01-01,4,2,0,0,6
SANTUARIO DE QUILLACAS,vacunaciones en menores de 1 ano,bcg,2022-01-01,0,0,1,0,1
SAPAHAQUI,vacunaciones en menores de 1 ano,bcg,2022-01-01,2,5,3,1,11
SENA,vacunaciones en menores de 1 ano,bcg,2022-01-01,4,4,1,0,9
SHINAOTA,vacunaciones en menores de 1 ano,bcg,2022-01-01,18,20,0,0,38
SICA SICA (VILLA AROMA),vacunaciones en menores de 1 ano,bcg,2022-01-01,5,4,1,1,11
SICAYA,vacunaciones en menores de 1 ano,bcg,2022-01-01,0,1,1,1,3
SIPE SIPE,vacunaciones en menores de 1 ano,bcg,2022-01-01,40,33,0,0,73
SOPACHUY,vacunaciones en menores de 1 ano,bcg,2022-01-01,2,2,0,0,4
SORACACHI,vacunaciones en menores de 1 ano,bcg,2022-01-01,2,1,1,0,4
SORATA,vacunaciones en menores de 1 ano,bcg,2022-01-01,11,7,2,3,23
SUCRE,vacunaciones en menores de 1 ano,bcg,2022-01-01,244,212,0,0,456
TACACOMA,vacunaciones en menores de 1 ano,bcg,2022-01-01,6,4,0,0,10
TACOBAMBA,vacunaciones en menores de 1 ano,bcg,2022-01-01,1,3,4,1,9
TACOPAYA,vacunaciones en menores de 1 ano,bcg,2022-01-01,3,5,4,1,13
TAPACARI,vacunaciones en menores de 1 ano,bcg,2022-01-01,7,8,10,3,28
TARABUCO,vacunaciones en menores de 1 ano,bcg,2022-01-01,6,7,1,1,15
TARACO,vacunaciones en menores de 1 ano,bcg,2022-01-01,1,0,4,4,9
TARATA,vacunaciones en menores de 1 ano,bcg,2022-01-01,3,1,0,0,4
TARIJA,vacunaciones en menores de 1 ano,bcg,2022-01-01,177,151,0,1,329
TARVITA,vacunaciones en menores de 1 ano,bcg,2022-01-01,2,8,2,2,14
TEOPONTE,vacunaciones en menores de 1 ano,bcg,2022-01-01,4,10,0,0,14
TIAHUANACU,vacunaciones en menores de 1 ano,bcg,2022-01-01,4,7,4,4,19
TINGUIPAYA,vacunaciones en menores de 1 ano,bcg,2022-01-01,1,2,9,5,17
TIPUANI,vacunaciones en menores de 1 ano,bcg,2022-01-01,5,7,0,0,12
TIQUIPAYA,vacunaciones en menores de 1 ano,bcg,2022-01-01,35,32,6,5,78
TIRAQUE (CBBA),vacunaciones en menores de 1 ano,bcg,2022-01-01,16,11,2,1,30
TITO YUPANQUI (PARQUIPUJIO),vacunaciones en menores de 1 ano,bcg,2022-01-01,0,0,1,0,1
TOCO,vacunaciones en menores de 1 ano,bcg,2022-01-01,1,1,0,0,2
TOLATA,vacunaciones en menores de 1 ano,bcg,2022-01-01,2,0,0,0,2
TOLEDO,vacunaciones en menores de 1 ano,bcg,2022-01-01,0,2,0,0,2
TOMAVE,vacunaciones en menores de 1 ano,bcg,2022-01-01,2,1,0,4,7
TOMINA,vacunaciones en menores de 1 ano,bcg,2022-01-01,3,3,0,0,6
TORO TORO,vacunaciones en menores de 1 ano,bcg,2022-01-01,2,2,1,5,10
TOTORA(CBBA),vacunaciones en menores de 1 ano,bcg,2022-01-01,9,15,0,0,24
TOTORA(ORR),vacunaciones en menores de 1 ano,bcg,2022-01-01,0,1,4,0,5
TRIGAL,vacunaciones en menores de 1 ano,bcg,2022-01-01,0,1,0,0,1
TRINIDAD,vacunaciones en menores de 1 ano,bcg,2022-01-01,153,114,0,0,267
TUPIZA,vacunaciones en menores de 1 ano,bcg,2022-01-01,29,26,4,1,60
TURCO,vacunaciones en menores de 1 ano,bcg,2022-01-01,1,1,0,0,2
UMALA,vacunaciones en menores de 1 ano,bcg,2022-01-01,1,0,2,2,5
UNCIA,vacunaciones en menores de 1 ano,bcg,2022-01-01,9,12,7,9,37
URIONDO (A. CONCEPCION),vacunaciones en menores de 1 ano,bcg,2022-01-01,5,9,0,0,14
URUBICHA,vacunaciones en menores de 1 ano,bcg,2022-01-01,5,6,0,0,11
UYUNI,vacunaciones en menores de 1 ano,bcg,2022-01-01,18,25,3,1,47
VACAS,vacunaciones en menores de 1 ano,bcg,2022-01-01,1,2,0,2,5
VALLEGRANDE,vacunaciones en menores de 1 ano,bcg,2022-01-01,10,20,0,0,30
