,group,variable,month,PENTAVALENTE 1RA DOSIS DENTRO,PENTAVALENTE 1RA DOSIS DENTRO,PENTAVALENTE 1RA DOSIS FUERA,PENTAVALENTE 1RA DOSIS FUERA,TOTALES
BETANZOS,vacunaciones en menores de 1 ano,pentavalente 1ra dosis,2022-01-01,12,12,3,8,35
BOLIVAR,vacunaciones en menores de 1 ano,pentavalente 1ra dosis,2022-01-01,0,2,0,0,2
BOLPEBRA,vacunaciones en menores de 1 ano,pentavalente 1ra dosis,2022-01-01,0,1,1,0,2
BOYUIBE,vacunaciones en menores de 1 ano,pentavalente 1ra dosis,2022-01-01,2,5,0,0,7
BUENA VISTA,vacunaciones en menores de 1 ano,pentavalente 1ra dosis,2022-01-01,9,8,0,0,17
CABEZAS,vacunaciones en menores de 1 ano,pentavalente 1ra dosis,2022-01-01,10,13,4,5,32
CAIROMA,vacunaciones en menores de 1 ano,pentavalente 1ra dosis,2022-01-01,7,2,0,0,9
"CAIZA ""D""",vacunaciones en menores de 1 ano,pentavalente 1ra dosis,2022-01-01,1,5,0,2,8
CAJUATA,vacunaciones en menores de 1 ano,pentavalente 1ra dosis,2022-01-01,1,7,0,0,8
CALACOTO,vacunaciones en menores de 1 ano,pentavalente 1ra dosis,2022-01-01,0,0,1,0,1
CALAMARCA,vacunaciones en menores de 1 ano,pentavalente 1ra dosis,2022-01-01,8,9,0,1,18
CAMARGO,vacunaciones en menores de 1 ano,pentavalente 1ra dosis,2022-01-01,8,5,4,3,20
CAMATAQUI (C. VILLA ABECIA),vacunaciones en menores de 1 ano,pentavalente 1ra dosis,2022-01-01,0,2,1,0,3
CAMIRI,vacunaciones en menores de 1 ano,pentavalente 1ra dosis,2022-01-01,18,16,1,4,39
CAPINOTA,vacunaciones en menores de 1 ano,pentavalente 1ra dosis,2022-01-01,13,13,0,1,27
CAQUIAVIRI,vacunaciones en menores de 1 ano,pentavalente 1ra dosis,2022-01-01,2,3,0,0,5
CARACOLLO,vacunaciones en menores de 1 ano,pentavalente 1ra dosis,2022-01-01,15,14,0,0,29
CARANAVI,vacunaciones en menores de 1 ano,pentavalente 1ra dosis,2022-01-01,39,30,4,4,77
CARAPARI,vacunaciones en menores de 1 ano,pentavalente 1ra dosis,2022-01-01,11,9,1,0,21
CARIPUYO,vacunaciones en menores de 1 ano,pentavalente 1ra dosis,2022-01-01,4,2,0,0,6
CARMEN RIVERO TORREZ,vacunaciones en menores de 1 ano,pentavalente 1ra dosis,2022-01-01,3,1,1,2,7
CATACORA,vacunaciones en menores de 1 ano,pentavalente 1ra dosis,2022-01-01,0,1,0,0,1
CHACARILLA,vacunaciones en menores de 1 ano,pentavalente 1ra dosis,2022-01-01,0,2,0,0,2
CHALLAPATA,vacunaciones en menores de 1 ano,pentavalente 1ra dosis,2022-01-01,25,18,3,3,49
CHAQUI,vacunaciones en menores de 1 ano,pentavalente 1ra dosis,2022-01-01,4,6,2,1,13
CHARAGUA,vacunaciones en menores de 1 ano,pentavalente 1ra dosis,2022-01-01,16,10,3,10,39
CHARAÑA,vacunaciones en menores de 1 ano,pentavalente 1ra dosis,2022-01-01,2,3,0,0,5
CHAYANTA,vacunaciones en menores de 1 ano,pentavalente 1ra dosis,2022-01-01,7,7,5,0,19
CHIMORE,vacunaciones en menores de 1 ano,pentavalente 1ra dosis,2022-01-01,23,19,3,3,48
CHOQUE COTA,vacunaciones en menores de 1 ano,pentavalente 1ra dosis,2022-01-01,0,1,0,0,1
CHUA COCANI,vacunaciones en menores de 1 ano,pentavalente 1ra dosis,2022-01-01,1,3,0,0,4
CHULUMANI (V. DE LA LIBERTAD),vacunaciones en menores de 1 ano,pentavalente 1ra dosis,2022-01-01,12,7,1,0,20
CHUMA,vacunaciones en menores de 1 ano,pentavalente 1ra dosis,2022-01-01,5,2,2,2,11
CHUQUIHUTA AYLLU JUCUMANI,vacunaciones en menores de 1 ano,pentavalente 1ra dosis,2022-01-01,4,4,1,3,12
CKOCHAS,vacunaciones en menores de 1 ano,pentavalente 1ra dosis,2022-01-01,7,6,0,2,15
CLIZA,vacunaciones en menores de 1 ano,pentavalente 1ra dosis,2022-01-01,16,13,0,1,30
COBIJA,vacunaciones en menores de 1 ano,pentavalente 1ra dosis,2022-01-01,44,36,5,1,86
COCAPATA,vacunaciones en menores de 1 ano,pentavalente 1ra dosis,2022-01-01,8,4,0,4,16
COCHABAMBA,vacunaciones en menores de 1 ano,pentavalente 1ra dosis,2022-01-01,455,456,0,2,913
COLCAPIRHUA,vacunaciones en menores de 1 ano,pentavalente 1ra dosis,2022-01-01,36,29,0,0,65
"COLCHA ""K""",vacunaciones en menores de 1 ano,pentavalente 1ra dosis,2022-01-01,5,3,0,0,8
COLLANA,vacunaciones en menores de 1 ano,pentavalente 1ra dosis,2022-01-01,1,0,0,0,1
COLOMI,vacunaciones en menores de 1 ano,pentavalente 1ra dosis,2022-01-01,15,9,0,0,24
COLPA BELGICA,vacunaciones en menores de 1 ano,pentavalente 1ra dosis,2022-01-01,5,15,0,0,20
COLQUECHACA,vacunaciones en menores de 1 ano,pentavalente 1ra dosis,2022-01-01,13,9,3,3,28
COLQUENCHA,vacunaciones en menores de 1 ano,pentavalente 1ra dosis,2022-01-01,3,10,0,0,13
COLQUIRI,vacunaciones en menores de 1 ano,pentavalente 1ra dosis,2022-01-01,7,9,2,4,22
COMANCHE,vacunaciones en menores de 1 ano,pentavalente 1ra dosis,2022-01-01,2,0,0,0,2
COMARAPA,vacunaciones en menores de 1 ano,pentavalente 1ra dosis,2022-01-01,9,8,2,1,20
CONCEPCION,vacunaciones en menores de 1 ano,pentavalente 1ra dosis,2022-01-01,22,29,7,4,62
COPACABANA,vacunaciones en menores de 1 ano,pentavalente 1ra dosis,2022-01-01,1,5,0,1,7
CORIPATA,vacunaciones en menores de 1 ano,pentavalente 1ra dosis,2022-01-01,8,14,2,1,25
CORO CORO,vacunaciones en menores de 1 ano,pentavalente 1ra dosis,2022-01-01,2,5,0,1,8
COROICO,vacunaciones en menores de 1 ano,pentavalente 1ra dosis,2022-01-01,9,9,0,1,19
CORQUE,vacunaciones en menores de 1 ano,pentavalente 1ra dosis,2022-01-01,4,3,0,1,8
COTAGAITA,vacunaciones en menores de 1 ano,pentavalente 1ra dosis,2022-01-01,11,13,2,1,27
COTOCA,vacunaciones en menores de 1 ano,pentavalente 1ra dosis,2022-01-01,77,65,4,2,148
CUATRO CAÑADAS,vacunaciones en menores de 1 ano,pentavalente 1ra dosis,2022-01-01,17,14,0,2,33
CUCHUMUELA (V. G. VILLARROEL),vacunaciones en menores de 1 ano,pentavalente 1ra dosis,2022-01-01,1,1,0,0,2
CUEVO,vacunaciones en menores de 1 ano,pentavalente 1ra dosis,2022-01-01,2,2,0,1,5
CULPINA,vacunaciones en menores de 1 ano,pentavalente 1ra dosis,2022-01-01,12,7,4,2,25
CURAHUARA DE CARANGAS,vacunaciones en menores de 1 ano,pentavalente 1ra dosis,2022-01-01,5,5,0,0,10
CURVA,vacunaciones en menores de 1 ano,pentavalente 1ra dosis,2022-01-01,2,1,0,0,3
DESAGUADERO,vacunaciones en menores de 1 ano,pentavalente 1ra dosis,2022-01-01,2,0,0,0,2
EL ALTO,vacunaciones en menores de 1 ano,pentavalente 1ra dosis,2022-01-01,486,468,72,61,1087
EL CHORO,vacunaciones en menores de 1 ano,pentavalente 1ra dosis,2022-01-01,4,4,0,0,8
EL PUENTE(STC),vacunaciones en menores de 1 ano,pentavalente 1ra dosis,2022-01-01,5,5,1,1,12
EL PUENTE(TJA),vacunaciones en menores de 1 ano,pentavalente 1ra dosis,2022-01-01,5,11,0,2,18
EL TORNO,vacunaciones en menores de 1 ano,pentavalente 1ra dosis,2022-01-01,48,28,0,0,76
EL VILLAR,vacunaciones en menores de 1 ano,pentavalente 1ra dosis,2022-01-01,0,2,0,0,2
ENTRE RIOS TRJ,vacunaciones en menores de 1 ano,pentavalente 1ra dosis,2022-01-01,10,12,0,0,22
ENTRE RIOS CBBA,vacunaciones en menores de 1 ano,pentavalente 1ra dosis,2022-01-01,34,35,0,0,69
ESCOMA,vacunaciones en menores de 1 ano,pentavalente 1ra dosis,2022-01-01,0,3,1,1,5
ESMERALDA,vacunaciones en menores de 1 ano,pentavalente 1ra dosis,2022-01-01,1,0,0,0,1
EUCALIPTUS,vacunaciones en menores de 1 ano,pentavalente 1ra dosis,2022-01-01,2,1,0,0,3
EUREKA (SANTOS MERCADO),vacunaciones en menores de 1 ano,pentavalente 1ra dosis,2022-01-01,1,0,0,0,1
EXALTACION,vacunaciones en menores de 1 ano,pentavalente 1ra dosis,2022-01-01,1,1,0,0,2
FERNANDEZ ALONSO,vacunaciones en menores de 1 ano,pentavalente 1ra dosis,2022-01-01,6,4,3,4,17
FILADELFIA,vacunaciones en menores de 1 ano,pentavalente 1ra dosis,2022-01-01,5,4,2,3,14
GAIOC JATUN AYLLU YURA,vacunaciones en menores de 1 ano,pentavalente 1ra dosis,2022-01-01,2,1,0,0,3
GENERAL SAAVEDRA,vacunaciones en menores de 1 ano,pentavalente 1ra dosis,2022-01-01,16,14,0,0,30
GRAL. J.J. PEREZ (CHARAZANI),vacunaciones en menores de 1 ano,pentavalente 1ra dosis,2022-01-01,5,1,1,3,10
GUANAY,vacunaciones en menores de 1 ano,pentavalente 1ra dosis,2022-01-01,5,12,0,0,17
GUAQUI,vacunaciones en menores de 1 ano,pentavalente 1ra dosis,2022-01-01,1,6,0,0,7
GUAYARAMERIN,vacunaciones en menores de 1 ano,pentavalente 1ra dosis,2022-01-01,38,35,2,0,75
GUTIERREZ,vacunaciones en menores de 1 ano,pentavalente 1ra dosis,2022-01-01,12,9,0,0,21
HUACARETA,vacunaciones en menores de 1 ano,pentavalente 1ra dosis,2022-01-01,6,3,1,2,12
HUACAYA (VILLA DE HUACAYA),vacunaciones en menores de 1 ano,pentavalente 1ra dosis,2022-01-01,1,0,0,0,1
HUANUNI,vacunaciones en menores de 1 ano,pentavalente 1ra dosis,2022-01-01,8,8,0,0,16
HUARACAJE,vacunaciones en menores de 1 ano,pentavalente 1ra dosis,2022-01-01,4,2,0,0,6
HUARINA,vacunaciones en menores de 1 ano,pentavalente 1ra dosis,2022-01-01,0,2,0,0,2
HUATAJATA,vacunaciones en menores de 1 ano,pentavalente 1ra dosis,2022-01-01,2,0,0,0,2
HUAYLLAMARCA,vacunaciones en menores de 1 ano,pentavalente 1ra dosis,2022-01-01,3,2,1,0,6
HUMANATA,vacunaciones en menores de 1 ano,pentavalente 1ra dosis,2022-01-01,0,1,1,0,2
ICHOCA,vacunaciones en menores de 1 ano,pentavalente 1ra dosis,2022-01-01,2,1,2,0,5
ICLA,vacunaciones en menores de 1 ano,pentavalente 1ra dosis,2022-01-01,4,2,1,1,8
INCAHUASI,vacunaciones en menores de 1 ano,pentavalente 1ra dosis,2022-01-01,3,8,1,1,13
INGAVI (HUMAITA),vacunaciones en menores de 1 ano,pentavalente 1ra dosis,2022-01-01,6,2,0,0,8
INQUISIVI,vacunaciones en menores de 1 ano,pentavalente 1ra dosis,2022-01-01,3,6,3,1,13
IRUPANA (VILLA DE LANZA),vacunaciones en menores de 1 ano,pentavalente 1ra dosis,2022-01-01,8,9,0,1,18
IXIAMAS,vacunaciones en menores de 1 ano,pentavalente 1ra dosis,2022-01-01,4,7,5,1,17
JESUS DE MACHACA,vacunaciones en menores de 1 ano,pentavalente 1ra dosis,2022-01-01,4,6,0,1,11
LA ASUNTA,vacunaciones en menores de 1 ano,pentavalente 1ra dosis,2022-01-01,34,33,5,6,78
LA GUARDIA,vacunaciones en menores de 1 ano,pentavalente 1ra dosis,2022-01-01,86,77,2,1,166
LA PAZ,vacunaciones en menores de 1 ano,pentavalente 1ra dosis,2022-01-01,344,356,2,1,703
LAGUNILLAS,vacunaciones en menores de 1 ano,pentavalente 1ra dosis,2022-01-01,6,0,1,0,7
LAJA,vacunaciones en menores de 1 ano,pentavalente 1ra dosis,2022-01-01,11,11,0,0,22
LAS CARRERAS,vacunaciones en menores de 1 ano,pentavalente 1ra dosis,2022-01-01,0,4,1,0,5
LICOMA PAMPA,vacunaciones en menores de 1 ano,pentavalente 1ra dosis,2022-01-01,0,1,0,0,1
LLALLAGUA,vacunaciones en menores de 1 ano,pentavalente 1ra dosis,2022-01-01,18,22,17,17,74
LLICA,vacunaciones en menores de 1 ano,pentavalente 1ra dosis,2022-01-01,0,2,1,0,3
LORETO,vacunaciones en menores de 1 ano,pentavalente 1ra dosis,2022-01-01,1,0,5,3,9
LURIBAY,vacunaciones en menores de 1 ano,pentavalente 1ra dosis,2022-01-01,6,4,0,0,10
MACHACAMARCA,vacunaciones en menores de 1 ano,pentavalente 1ra dosis,2022-01-01,1,1,0,0,2
MACHARETI,vacunaciones en menores de 1 ano,pentavalente 1ra dosis,2022-01-01,1,5,1,0,7
MAGDALENA,vacunaciones en menores de 1 ano,pentavalente 1ra dosis,2022-01-01,11,13,1,0,25
MAIRANA,vacunaciones en menores de 1 ano,pentavalente 1ra dosis,2022-01-01,14,9,0,2,25
MALLA,vacunaciones en menores de 1 ano,pentavalente 1ra dosis,2022-01-01,0,1,1,1,3
MAPIRI,vacunaciones en menores de 1 ano,pentavalente 1ra dosis,2022-01-01,12,15,0,0,27
MECAPACA,vacunaciones en menores de 1 ano,pentavalente 1ra dosis,2022-01-01,5,9,0,0,14
MINEROS,vacunaciones en menores de 1 ano,pentavalente 1ra dosis,2022-01-01,24,19,0,0,43
MIZQUE,vacunaciones en menores de 1 ano,pentavalente 1ra dosis,2022-01-01,13,27,5,4,49
MOCOMOCO,vacunaciones en menores de 1 ano,pentavalente 1ra dosis,2022-01-01,4,7,2,3,16
MOJINETE,vacunaciones en menores de 1 ano,pentavalente 1ra dosis,2022-01-01,0,2,0,0,2
MOJOCOYA,vacunaciones en menores de 1 ano,pentavalente 1ra dosis,2022-01-01,5,6,0,0,11
MONTEAGUDO,vacunaciones en menores de 1 ano,pentavalente 1ra dosis,2022-01-01,18,18,0,0,36
MONTERO,vacunaciones en menores de 1 ano,pentavalente 1ra dosis,2022-01-01,145,114,2,1,262
MORO MORO,vacunaciones en menores de 1 ano,pentavalente 1ra dosis,2022-01-01,1,1,1,1,4
MOROCHATA,vacunaciones en menores de 1 ano,pentavalente 1ra dosis,2022-01-01,3,4,2,3,12
NACEBE (SANTA ROSA DEL ABUNA),vacunaciones en menores de 1 ano,pentavalente 1ra dosis,2022-01-01,6,3,0,0,9
NAZACARA DE PACAJES,vacunaciones en menores de 1 ano,pentavalente 1ra dosis,2022-01-01,0,1,0,0,1
NUEVO MANOA (NUEVA ESPERANZA),vacunaciones en menores de 1 ano,pentavalente 1ra dosis,2022-01-01,1,2,0,1,4
OCURI,vacunaciones en menores de 1 ano,pentavalente 1ra dosis,2022-01-01,6,9,0,4,19
OKINAWA,vacunaciones en menores de 1 ano,pentavalente 1ra dosis,2022-01-01,5,5,1,0,11
OMEREQUE,vacunaciones en menores de 1 ano,pentavalente 1ra dosis,2022-01-01,2,5,4,4,15
ORURO,vacunaciones en menores de 1 ano,pentavalente 1ra dosis,2022-01-01,213,210,3,3,429
PADCAYA,vacunaciones en menores de 1 ano,pentavalente 1ra dosis,2022-01-01,8,8,2,0,18
PADILLA,vacunaciones en menores de 1 ano,pentavalente 1ra dosis,2022-01-01,7,5,0,0,12
PAILON,vacunaciones en menores de 1 ano,pentavalente 1ra dosis,2022-01-01,18,17,12,10,57
PALCA,vacunaciones en menores de 1 ano,pentavalente 1ra dosis,2022-01-01,18,10,3,7,38
PALOS BLANCOS,vacunaciones en menores de 1 ano,pentavalente 1ra dosis,2022-01-01,26,12,2,1,41
PAMPA AULLAGAS,vacunaciones en menores de 1 ano,pentavalente 1ra dosis,2022-01-01,0,2,0,0,2
PAMPA GRANDE,vacunaciones en menores de 1 ano,pentavalente 1ra dosis,2022-01-01,9,3,0,0,12
PAPEL PAMPA,vacunaciones en menores de 1 ano,pentavalente 1ra dosis,2022-01-01,2,0,1,1,4
PASORAPA,vacunaciones en menores de 1 ano,pentavalente 1ra dosis,2022-01-01,1,1,1,0,3
PATACAMAYA,vacunaciones en menores de 1 ano,pentavalente 1ra dosis,2022-01-01,21,23,2,1,47
PAZÑA,vacunaciones en menores de 1 ano,pentavalente 1ra dosis,2022-01-01,4,1,0,1,6
PELECHUCO,vacunaciones en menores de 1 ano,pentavalente 1ra dosis,2022-01-01,4,1,0,0,5
POCOATA,vacunaciones en menores de 1 ano,pentavalente 1ra dosis,2022-01-01,3,7,8,6,24
POCONA,vacunaciones en menores de 1 ano,pentavalente 1ra dosis,2022-01-01,5,6,0,1,12
POJO (CBBA),vacunaciones en menores de 1 ano,pentavalente 1ra dosis,2022-01-01,9,11,1,1,22
POOPO,vacunaciones en menores de 1 ano,pentavalente 1ra dosis,2022-01-01,2,7,0,0,9
PORCO,vacunaciones en menores de 1 ano,pentavalente 1ra dosis,2022-01-01,8,6,1,0,15
POROMA,vacunaciones en menores de 1 ano,pentavalente 1ra dosis,2022-01-01,12,8,6,5,31
PORONGO,vacunaciones en menores de 1 ano,pentavalente 1ra dosis,2022-01-01,7,7,0,0,14
PORTACHUELO,vacunaciones en menores de 1 ano,pentavalente 1ra dosis,2022-01-01,14,14,1,0,29
PORVENIR,vacunaciones en menores de 1 ano,pentavalente 1ra dosis,2022-01-01,4,2,0,0,6
POSTRER VALLE,vacunaciones en menores de 1 ano,pentavalente 1ra dosis,2022-01-01,0,1,0,1,2
POTOSI,vacunaciones en menores de 1 ano,pentavalente 1ra dosis,2022-01-01,170,147,5,2,324
PRESTO,vacunaciones en menores de 1 ano,pentavalente 1ra dosis,2022-01-01,1,2,1,3,7
PUCARA,vacunaciones en menores de 1 ano,pentavalente 1ra dosis,2022-01-01,1,2,0,0,3
PUCARANI,vacunaciones en menores de 1 ano,pentavalente 1ra dosis,2022-01-01,19,12,1,6,38
PUERTO ACOSTA,vacunaciones en menores de 1 ano,pentavalente 1ra dosis,2022-01-01,5,5,3,2,15
PUERTO CARABUCO,vacunaciones en menores de 1 ano,pentavalente 1ra dosis,2022-01-01,5,4,0,2,11
PUERTO GONZALO MORENO,vacunaciones en menores de 1 ano,pentavalente 1ra dosis,2022-01-01,2,4,3,1,10
PUERTO PEREZ,vacunaciones en menores de 1 ano,pentavalente 1ra dosis,2022-01-01,2,2,1,3,8
PUERTO QUIJARRO,vacunaciones en menores de 1 ano,pentavalente 1ra dosis,2022-01-01,11,8,6,6,31
PUERTO RICO,vacunaciones en menores de 1 ano,pentavalente 1ra dosis,2022-01-01,6,6,1,0,13
PUERTO SILES,vacunaciones en menores de 1 ano,pentavalente 1ra dosis,2022-01-01,1,1,1,0,3
PUERTO SUAREZ,vacunaciones en menores de 1 ano,pentavalente 1ra dosis,2022-01-01,23,9,3,0,35
PUERTO VILLARROEL,vacunaciones en menores de 1 ano,pentavalente 1ra dosis,2022-01-01,51,49,2,1,103
PUNA,vacunaciones en menores de 1 ano,pentavalente 1ra dosis,2022-01-01,5,6,3,4,18
PUNATA,vacunaciones en menores de 1 ano,pentavalente 1ra dosis,2022-01-01,19,15,6,0,40
QUIABAYA,vacunaciones en menores de 1 ano,pentavalente 1ra dosis,2022-01-01,1,0,0,1,2
QUILLACOLLO,vacunaciones en menores de 1 ano,pentavalente 1ra dosis,2022-01-01,71,65,31,31,198
QUIME,vacunaciones en menores de 1 ano,pentavalente 1ra dosis,2022-01-01,6,9,0,0,15
QUIRUSILLAS,vacunaciones en menores de 1 ano,pentavalente 1ra dosis,2022-01-01,2,0,0,0,2
RAQAYPAMPA(ETA),vacunaciones en menores de 1 ano,pentavalente 1ra dosis,2022-01-01,3,7,1,0,11
RAVELO,vacunaciones en menores de 1 ano,pentavalente 1ra dosis,2022-01-01,3,5,4,4,16
REYES,vacunaciones en menores de 1 ano,pentavalente 1ra dosis,2022-01-01,5,5,0,0,10
RIBERALTA,vacunaciones en menores de 1 ano,pentavalente 1ra dosis,2022-01-01,74,112,11,13,210
ROBORE,vacunaciones en menores de 1 ano,pentavalente 1ra dosis,2022-01-01,8,16,0,0,24
RURRENABAQUE,vacunaciones en menores de 1 ano,pentavalente 1ra dosis,2022-01-01,15,17,2,6,40
SABAYA,vacunaciones en menores de 1 ano,pentavalente 1ra dosis,2022-01-01,1,5,0,0,6
SACABA,vacunaciones en menores de 1 ano,pentavalente 1ra dosis,2022-01-01,91,83,19,12,205
SACABAMBA,vacunaciones en menores de 1 ano,pentavalente 1ra dosis,2022-01-01,0,3,1,0,4
SACACA,vacunaciones en menores de 1 ano,pentavalente 1ra dosis,2022-01-01,9,10,6,3,28
SAIPINA,vacunaciones en menores de 1 ano,pentavalente 1ra dosis,2022-01-01,4,2,0,1,7
SALINAS DE GARCI MENDOZA,vacunaciones en menores de 1 ano,pentavalente 1ra dosis,2022-01-01,6,11,1,0,18
SAMAIPATA,vacunaciones en menores de 1 ano,pentavalente 1ra dosis,2022-01-01,8,6,0,0,14
SAN AGUSTIN,vacunaciones en menores de 1 ano,pentavalente 1ra dosis,2022-01-01,0,2,0,0,2
SAN ANDRES,vacunaciones en menores de 1 ano,pentavalente 1ra dosis,2022-01-01,7,7,0,0,14
SAN ANDRES DE MACHACA,vacunaciones en menores de 1 ano,pentavalente 1ra dosis,2022-01-01,3,2,0,0,5
SAN ANTONIO DE ESMORUCO,vacunaciones en menores de 1 ano,pentavalente 1ra dosis,2022-01-01,1,1,0,0,2
SAN ANTONIO DE LOMERIO,vacunaciones en menores de 1 ano,pentavalente 1ra dosis,2022-01-01,3,5,1,0,9
SAN BENITO,vacunaciones en menores de 1 ano,pentavalente 1ra dosis,2022-01-01,3,5,0,0,8
SAN BORJA,vacunaciones en menores de 1 ano,pentavalente 1ra dosis,2022-01-01,39,50,2,1,92
SAN BUENA VENTURA,vacunaciones en menores de 1 ano,pentavalente 1ra dosis,2022-01-01,5,6,1,1,13
SAN CARLOS,vacunaciones en menores de 1 ano,pentavalente 1ra dosis,2022-01-01,16,8,0,0,24
SAN IGNACIO,vacunaciones en menores de 1 ano,pentavalente 1ra dosis,2022-01-01,18,13,2,2,35
SAN IGNACIO DE VELASCO,vacunaciones en menores de 1 ano,pentavalente 1ra dosis,2022-01-01,48,49,4,10,111
SAN JAVIER(BNI),vacunaciones en menores de 1 ano,pentavalente 1ra dosis,2022-01-01,2,1,0,0,3
SAN JAVIER(STC),vacunaciones en menores de 1 ano,pentavalente 1ra dosis,2022-01-01,21,9,0,0,30
SAN JOAQUIN,vacunaciones en menores de 1 ano,pentavalente 1ra dosis,2022-01-01,4,4,5,2,15
SAN JOSE DE CHIQUITOS,vacunaciones en menores de 1 ano,pentavalente 1ra dosis,2022-01-01,21,12,6,7,46
SAN JUAN DE YAPACANI,vacunaciones en menores de 1 ano,pentavalente 1ra dosis,2022-01-01,9,0,1,1,11
SAN JULIAN,vacunaciones en menores de 1 ano,pentavalente 1ra dosis,2022-01-01,45,37,4,1,87
SAN LORENZO(PND),vacunaciones en menores de 1 ano,pentavalente 1ra dosis,2022-01-01,5,7,1,2,15
SAN LORENZO(TJA),vacunaciones en menores de 1 ano,pentavalente 1ra dosis,2022-01-01,12,10,0,1,23
SAN LUCAS,vacunaciones en menores de 1 ano,pentavalente 1ra dosis,2022-01-01,14,18,10,5,47
SAN MATIAS,vacunaciones en menores de 1 ano,pentavalente 1ra dosis,2022-01-01,14,8,0,0,22
SAN MIGUEL DE VELASCO,vacunaciones en menores de 1 ano,pentavalente 1ra dosis,2022-01-01,8,11,0,0,19
SAN PABLO DE LIPEZ,vacunaciones en menores de 1 ano,pentavalente 1ra dosis,2022-01-01,0,2,0,0,2
SAN PEDRO,vacunaciones en menores de 1 ano,pentavalente 1ra dosis,2022-01-01,10,12,0,0,22
SAN PEDRO DE BUENA VISTA,vacunaciones en menores de 1 ano,pentavalente 1ra dosis,2022-01-01,8,7,3,10,28
SAN PEDRO DE CURAHUARA,vacunaciones en menores de 1 ano,pentavalente 1ra dosis,2022-01-01,0,2,0,0,2
SAN PEDRO DE MACHA,vacunaciones en menores de 1 ano,pentavalente 1ra dosis,2022-01-01,6,3,6,3,18
SAN PEDRO DE QUEMES,vacunaciones en menores de 1 ano,pentavalente 1ra dosis,2022-01-01,2,1,0,0,3
SAN PEDRO DE TIQUINA,vacunaciones en menores de 1 ano,pentavalente 1ra dosis,2022-01-01,2,4,0,0,6
