,group,variable,month,INGRESOS REFERIDOS DE OTROS ESTABLECIMIENTOS DE SALUD CANTIDAD,INGRESOS REFERIDOS DE OTROS ESTABLECIMIENTOS DE SALUD CANTIDAD,TOTALES,TOTALES,TOTALES
LA PAZ,internaciones,ingresos referidos de otros establecimientos de salud,2012-01-01,1704,3172,1704,3172,4876
LLALLAGUA,internaciones,ingresos referidos de otros establecimientos de salud,2012-01-01,10,21,10,21,31
MACHARETI,internaciones,ingresos referidos de otros establecimientos de salud,2012-01-01,0,1,0,1,1
MAGDALENA,internaciones,ingresos referidos de otros establecimientos de salud,2012-01-01,5,8,5,8,13
MAIRANA,internaciones,ingresos referidos de otros establecimientos de salud,2012-01-01,1,1,1,1,2
MIZQUE,internaciones,ingresos referidos de otros establecimientos de salud,2012-01-01,2,5,2,5,7
MONTEAGUDO,internaciones,ingresos referidos de otros establecimientos de salud,2012-01-01,4,10,4,10,14
MONTERO,internaciones,ingresos referidos de otros establecimientos de salud,2012-01-01,45,93,45,93,138
OCURI,internaciones,ingresos referidos de otros establecimientos de salud,2012-01-01,0,3,0,3,3
OKINAWA,internaciones,ingresos referidos de otros establecimientos de salud,2012-01-01,0,1,0,1,1
ORURO,internaciones,ingresos referidos de otros establecimientos de salud,2012-01-01,8,98,8,98,106
PADILLA,internaciones,ingresos referidos de otros establecimientos de salud,2012-01-01,11,21,11,21,32
PAILON,internaciones,ingresos referidos de otros establecimientos de salud,2012-01-01,1,1,1,1,2
PALOS BLANCOS,internaciones,ingresos referidos de otros establecimientos de salud,2012-01-01,2,3,2,3,5
PASORAPA,internaciones,ingresos referidos de otros establecimientos de salud,2012-01-01,0,2,0,2,2
PATACAMAYA,internaciones,ingresos referidos de otros establecimientos de salud,2012-01-01,0,4,0,4,4
POCONA,internaciones,ingresos referidos de otros establecimientos de salud,2012-01-01,0,1,0,1,1
PORTACHUELO,internaciones,ingresos referidos de otros establecimientos de salud,2012-01-01,0,4,0,4,4
POTOSI,internaciones,ingresos referidos de otros establecimientos de salud,2012-01-01,7,14,7,14,21
PRESTO,internaciones,ingresos referidos de otros establecimientos de salud,2012-01-01,0,2,0,2,2
PUERTO SUAREZ,internaciones,ingresos referidos de otros establecimientos de salud,2012-01-01,8,8,8,8,16
PUERTO VILLARROEL,internaciones,ingresos referidos de otros establecimientos de salud,2012-01-01,8,20,8,20,28
PUNATA,internaciones,ingresos referidos de otros establecimientos de salud,2012-01-01,6,34,6,34,40
QUILLACOLLO,internaciones,ingresos referidos de otros establecimientos de salud,2012-01-01,1,37,1,37,38
REYES,internaciones,ingresos referidos de otros establecimientos de salud,2012-01-01,4,7,4,7,11
RIBERALTA,internaciones,ingresos referidos de otros establecimientos de salud,2012-01-01,14,79,14,79,93
ROBORE,internaciones,ingresos referidos de otros establecimientos de salud,2012-01-01,1,0,1,0,1
RURRENABAQUE,internaciones,ingresos referidos de otros establecimientos de salud,2012-01-01,11,13,11,13,24
SACABA,internaciones,ingresos referidos de otros establecimientos de salud,2012-01-01,0,3,0,3,3
SACABAMBA,internaciones,ingresos referidos de otros establecimientos de salud,2012-01-01,0,1,0,1,1
SAMAIPATA,internaciones,ingresos referidos de otros establecimientos de salud,2012-01-01,0,4,0,4,4
SAN ANTONIO DE LOMERIO,internaciones,ingresos referidos de otros establecimientos de salud,2012-01-01,4,9,4,9,13
SAN BORJA,internaciones,ingresos referidos de otros establecimientos de salud,2012-01-01,1,10,1,10,11
SAN BUENA VENTURA,internaciones,ingresos referidos de otros establecimientos de salud,2012-01-01,6,10,6,10,16
SAN CARLOS,internaciones,ingresos referidos de otros establecimientos de salud,2012-01-01,38,16,38,16,54
SAN IGNACIO DE VELASCO,internaciones,ingresos referidos de otros establecimientos de salud,2012-01-01,14,22,14,22,36
SAN JOSE DE CHIQUITOS,internaciones,ingresos referidos de otros establecimientos de salud,2012-01-01,1,0,1,0,1
SAN JUAN DE YAPACANI,internaciones,ingresos referidos de otros establecimientos de salud,2012-01-01,0,5,0,5,5
SAN JULIAN,internaciones,ingresos referidos de otros establecimientos de salud,2012-01-01,3,7,3,7,10
SAN LUCAS,internaciones,ingresos referidos de otros establecimientos de salud,2012-01-01,2,5,2,5,7
SAN MATIAS,internaciones,ingresos referidos de otros establecimientos de salud,2012-01-01,1,3,1,3,4
SAN MIGUEL DE VELASCO,internaciones,ingresos referidos de otros establecimientos de salud,2012-01-01,1,0,1,0,1
SAN PEDRO,internaciones,ingresos referidos de otros establecimientos de salud,2012-01-01,0,1,0,1,1
SAN RAMON SCZ,internaciones,ingresos referidos de otros establecimientos de salud,2012-01-01,2,3,2,3,5
SANTA CRUZ DE LA SIERRA,internaciones,ingresos referidos de otros establecimientos de salud,2012-01-01,17,35,17,35,52
SANTA ROSA,internaciones,ingresos referidos de otros establecimientos de salud,2012-01-01,1,4,1,4,5
SANTIAGO DE HUARI,internaciones,ingresos referidos de otros establecimientos de salud,2012-01-01,1,3,1,3,4
SHINAOTA,internaciones,ingresos referidos de otros establecimientos de salud,2012-01-01,0,3,0,3,3
SOPACHUY,internaciones,ingresos referidos de otros establecimientos de salud,2012-01-01,3,0,3,0,3
SORATA,internaciones,ingresos referidos de otros establecimientos de salud,2012-01-01,1,0,1,0,1
SUCRE,internaciones,ingresos referidos de otros establecimientos de salud,2012-01-01,12,65,12,65,77
TAPACARI,internaciones,ingresos referidos de otros establecimientos de salud,2012-01-01,0,1,0,1,1
TARABUCO,internaciones,ingresos referidos de otros establecimientos de salud,2012-01-01,1,6,1,6,7
TARIJA,internaciones,ingresos referidos de otros establecimientos de salud,2012-01-01,43,51,43,51,94
TARVITA,internaciones,ingresos referidos de otros establecimientos de salud,2012-01-01,1,7,1,7,8
TIPUANI,internaciones,ingresos referidos de otros establecimientos de salud,2012-01-01,0,2,0,2,2
TORO TORO,internaciones,ingresos referidos de otros establecimientos de salud,2012-01-01,1,1,1,1,2
TUPIZA,internaciones,ingresos referidos de otros establecimientos de salud,2012-01-01,17,45,17,45,62
UNCIA,internaciones,ingresos referidos de otros establecimientos de salud,2012-01-01,0,1,0,1,1
UYUNI,internaciones,ingresos referidos de otros establecimientos de salud,2012-01-01,0,4,0,4,4
VALLEGRANDE,internaciones,ingresos referidos de otros establecimientos de salud,2012-01-01,1,4,1,4,5
VIACHA,internaciones,ingresos referidos de otros establecimientos de salud,2012-01-01,3,2,3,2,5
VILLA MONTES,internaciones,ingresos referidos de otros establecimientos de salud,2012-01-01,3,2,3,2,5
VILLA TUNARI,internaciones,ingresos referidos de otros establecimientos de salud,2012-01-01,4,35,4,35,39
VILLA VACA GUZMAN (MUYUPAMPA),internaciones,ingresos referidos de otros establecimientos de salud,2012-01-01,1,1,1,1,2
VILLAZON,internaciones,ingresos referidos de otros establecimientos de salud,2012-01-01,2,12,2,12,14
VINTO,internaciones,ingresos referidos de otros establecimientos de salud,2012-01-01,0,1,0,1,1
VITICHI,internaciones,ingresos referidos de otros establecimientos de salud,2012-01-01,0,1,0,1,1
WARNES,internaciones,ingresos referidos de otros establecimientos de salud,2012-01-01,3,7,3,7,10
YACUIBA,internaciones,ingresos referidos de otros establecimientos de salud,2012-01-01,10,6,10,6,16
YAPACANI,internaciones,ingresos referidos de otros establecimientos de salud,2012-01-01,0,1,0,1,1
ZUDAÑEZ,internaciones,ingresos referidos de otros establecimientos de salud,2012-01-01,0,1,0,1,1
ACHACACHI,internaciones,ingresos referidos de otros establecimientos de salud,2012-02-01,0,7,0,7,7
AIQUILE,internaciones,ingresos referidos de otros establecimientos de salud,2012-02-01,1,4,1,4,5
ASCENCION DE GUARAYOS,internaciones,ingresos referidos de otros establecimientos de salud,2012-02-01,1,8,1,8,9
AZURDUY,internaciones,ingresos referidos de otros establecimientos de salud,2012-02-01,2,2,2,2,4
BERMEJO,internaciones,ingresos referidos de otros establecimientos de salud,2012-02-01,7,7,7,7,14
BETANZOS,internaciones,ingresos referidos de otros establecimientos de salud,2012-02-01,0,1,0,1,1
BOYUIBE,internaciones,ingresos referidos de otros establecimientos de salud,2012-02-01,2,1,2,1,3
BUENA VISTA,internaciones,ingresos referidos de otros establecimientos de salud,2012-02-01,3,6,3,6,9
CABEZAS,internaciones,ingresos referidos de otros establecimientos de salud,2012-02-01,0,1,0,1,1
CAMIRI,internaciones,ingresos referidos de otros establecimientos de salud,2012-02-01,6,6,6,6,12
CAPINOTA,internaciones,ingresos referidos de otros establecimientos de salud,2012-02-01,0,1,0,1,1
CARACOLLO,internaciones,ingresos referidos de otros establecimientos de salud,2012-02-01,0,2,0,2,2
CARANAVI,internaciones,ingresos referidos de otros establecimientos de salud,2012-02-01,12,12,12,12,24
CARAPARI,internaciones,ingresos referidos de otros establecimientos de salud,2012-02-01,0,1,0,1,1
CHALLAPATA,internaciones,ingresos referidos de otros establecimientos de salud,2012-02-01,0,5,0,5,5
CHARAGUA,internaciones,ingresos referidos de otros establecimientos de salud,2012-02-01,8,11,8,11,19
CHULUMANI (V. DE LA LIBERTAD),internaciones,ingresos referidos de otros establecimientos de salud,2012-02-01,1,9,1,9,10
CHUQUIHUTA AYLLU JUCUMANI,internaciones,ingresos referidos de otros establecimientos de salud,2012-02-01,0,1,0,1,1
COBIJA,internaciones,ingresos referidos de otros establecimientos de salud,2012-02-01,49,90,49,90,139
COCHABAMBA,internaciones,ingresos referidos de otros establecimientos de salud,2012-02-01,29,277,29,277,306
"COLCHA ""K""",internaciones,ingresos referidos de otros establecimientos de salud,2012-02-01,0,3,0,3,3
COLOMI,internaciones,ingresos referidos de otros establecimientos de salud,2012-02-01,0,1,0,1,1
COMARAPA,internaciones,ingresos referidos de otros establecimientos de salud,2012-02-01,2,8,2,8,10
CONCEPCION,internaciones,ingresos referidos de otros establecimientos de salud,2012-02-01,1,8,1,8,9
COROICO,internaciones,ingresos referidos de otros establecimientos de salud,2012-02-01,0,10,0,10,10
COTAGAITA,internaciones,ingresos referidos de otros establecimientos de salud,2012-02-01,3,0,3,0,3
COTOCA,internaciones,ingresos referidos de otros establecimientos de salud,2012-02-01,4,6,4,6,10
CULPINA,internaciones,ingresos referidos de otros establecimientos de salud,2012-02-01,0,2,0,2,2
EL ALTO,internaciones,ingresos referidos de otros establecimientos de salud,2012-02-01,60,215,60,215,275
ENTRE RIOS TRJ,internaciones,ingresos referidos de otros establecimientos de salud,2012-02-01,0,3,0,3,3
EXALTACION,internaciones,ingresos referidos de otros establecimientos de salud,2012-02-01,0,1,0,1,1
GENERAL SAAVEDRA,internaciones,ingresos referidos de otros establecimientos de salud,2012-02-01,0,15,0,15,15
GUAYARAMERIN,internaciones,ingresos referidos de otros establecimientos de salud,2012-02-01,0,34,0,34,34
GUTIERREZ,internaciones,ingresos referidos de otros establecimientos de salud,2012-02-01,0,6,0,6,6
HUACHACALLA,internaciones,ingresos referidos de otros establecimientos de salud,2012-02-01,0,1,0,1,1
HUANUNI,internaciones,ingresos referidos de otros establecimientos de salud,2012-02-01,0,2,0,2,2
JESUS DE MACHACA,internaciones,ingresos referidos de otros establecimientos de salud,2012-02-01,1,1,1,1,2
LA PAZ,internaciones,ingresos referidos de otros establecimientos de salud,2012-02-01,2549,4384,2549,4384,6933
LLALLAGUA,internaciones,ingresos referidos de otros establecimientos de salud,2012-02-01,11,13,11,13,24
LLICA,internaciones,ingresos referidos de otros establecimientos de salud,2012-02-01,1,0,1,0,1
MAGDALENA,internaciones,ingresos referidos de otros establecimientos de salud,2012-02-01,7,9,7,9,16
MAIRANA,internaciones,ingresos referidos de otros establecimientos de salud,2012-02-01,0,1,0,1,1
MAPIRI,internaciones,ingresos referidos de otros establecimientos de salud,2012-02-01,1,2,1,2,3
MIZQUE,internaciones,ingresos referidos de otros establecimientos de salud,2012-02-01,0,2,0,2,2
MONTEAGUDO,internaciones,ingresos referidos de otros establecimientos de salud,2012-02-01,8,26,8,26,34
MONTERO,internaciones,ingresos referidos de otros establecimientos de salud,2012-02-01,35,144,35,144,179
OCURI,internaciones,ingresos referidos de otros establecimientos de salud,2012-02-01,2,1,2,1,3
OKINAWA,internaciones,ingresos referidos de otros establecimientos de salud,2012-02-01,0,1,0,1,1
ORURO,internaciones,ingresos referidos de otros establecimientos de salud,2012-02-01,6,85,6,85,91
PADILLA,internaciones,ingresos referidos de otros establecimientos de salud,2012-02-01,7,10,7,10,17
PAILON,internaciones,ingresos referidos de otros establecimientos de salud,2012-02-01,1,1,1,1,2
PALOS BLANCOS,internaciones,ingresos referidos de otros establecimientos de salud,2012-02-01,3,3,3,3,6
PATACAMAYA,internaciones,ingresos referidos de otros establecimientos de salud,2012-02-01,0,3,0,3,3
PORTACHUELO,internaciones,ingresos referidos de otros establecimientos de salud,2012-02-01,0,2,0,2,2
POTOSI,internaciones,ingresos referidos de otros establecimientos de salud,2012-02-01,7,6,7,6,13
PUERTO RICO,internaciones,ingresos referidos de otros establecimientos de salud,2012-02-01,12,23,12,23,35
PUERTO SUAREZ,internaciones,ingresos referidos de otros establecimientos de salud,2012-02-01,9,8,9,8,17
PUERTO VILLARROEL,internaciones,ingresos referidos de otros establecimientos de salud,2012-02-01,2,12,2,12,14
PUNATA,internaciones,ingresos referidos de otros establecimientos de salud,2012-02-01,3,16,3,16,19
QUILLACOLLO,internaciones,ingresos referidos de otros establecimientos de salud,2012-02-01,4,11,4,11,15
REYES,internaciones,ingresos referidos de otros establecimientos de salud,2012-02-01,1,4,1,4,5
RIBERALTA,internaciones,ingresos referidos de otros establecimientos de salud,2012-02-01,4,95,4,95,99
RURRENABAQUE,internaciones,ingresos referidos de otros establecimientos de salud,2012-02-01,5,17,5,17,22
SACABA,internaciones,ingresos referidos de otros establecimientos de salud,2012-02-01,7,13,7,13,20
SAMAIPATA,internaciones,ingresos referidos de otros establecimientos de salud,2012-02-01,0,1,0,1,1
SAN BORJA,internaciones,ingresos referidos de otros establecimientos de salud,2012-02-01,4,10,4,10,14
SAN BUENA VENTURA,internaciones,ingresos referidos de otros establecimientos de salud,2012-02-01,5,7,5,7,12
SAN CARLOS,internaciones,ingresos referidos de otros establecimientos de salud,2012-02-01,29,23,29,23,52
SAN IGNACIO,internaciones,ingresos referidos de otros establecimientos de salud,2012-02-01,1,0,1,0,1
SAN IGNACIO DE VELASCO,internaciones,ingresos referidos de otros establecimientos de salud,2012-02-01,8,10,8,10,18
SAN JUAN DE YAPACANI,internaciones,ingresos referidos de otros establecimientos de salud,2012-02-01,0,4,0,4,4
SAN JULIAN,internaciones,ingresos referidos de otros establecimientos de salud,2012-02-01,4,2,4,2,6
SAN LORENZO(PND),internaciones,ingresos referidos de otros establecimientos de salud,2012-02-01,0,1,0,1,1
SAN LUCAS,internaciones,ingresos referidos de otros establecimientos de salud,2012-02-01,0,6,0,6,6
SAN PEDRO,internaciones,ingresos referidos de otros establecimientos de salud,2012-02-01,3,5,3,5,8
SANTA CRUZ DE LA SIERRA,internaciones,ingresos referidos de otros establecimientos de salud,2012-02-01,22,93,22,93,115
SANTA ROSA,internaciones,ingresos referidos de otros establecimientos de salud,2012-02-01,3,3,3,3,6
SANTA ROSA DEL SARA,internaciones,ingresos referidos de otros establecimientos de salud,2012-02-01,0,1,0,1,1
SHINAOTA,internaciones,ingresos referidos de otros establecimientos de salud,2012-02-01,0,1,0,1,1
SOPACHUY,internaciones,ingresos referidos de otros establecimientos de salud,2012-02-01,2,0,2,0,2
SUCRE,internaciones,ingresos referidos de otros establecimientos de salud,2012-02-01,15,65,15,65,80
TAPACARI,internaciones,ingresos referidos de otros establecimientos de salud,2012-02-01,1,0,1,0,1
TARABUCO,internaciones,ingresos referidos de otros establecimientos de salud,2012-02-01,0,5,0,5,5
TARACO,internaciones,ingresos referidos de otros establecimientos de salud,2012-02-01,0,2,0,2,2
TARIJA,internaciones,ingresos referidos de otros establecimientos de salud,2012-02-01,90,92,90,92,182
TARVITA,internaciones,ingresos referidos de otros establecimientos de salud,2012-02-01,1,11,1,11,12
TIPUANI,internaciones,ingresos referidos de otros establecimientos de salud,2012-02-01,1,3,1,3,4
TUPIZA,internaciones,ingresos referidos de otros establecimientos de salud,2012-02-01,22,45,22,45,67
UYUNI,internaciones,ingresos referidos de otros establecimientos de salud,2012-02-01,0,8,0,8,8
VALLEGRANDE,internaciones,ingresos referidos de otros establecimientos de salud,2012-02-01,3,1,3,1,4
VIACHA,internaciones,ingresos referidos de otros establecimientos de salud,2012-02-01,2,2,2,2,4
VILLA MONTES,internaciones,ingresos referidos de otros establecimientos de salud,2012-02-01,4,18,4,18,22
VILLA SERRANO,internaciones,ingresos referidos de otros establecimientos de salud,2012-02-01,0,2,0,2,2
VILLA TUNARI,internaciones,ingresos referidos de otros establecimientos de salud,2012-02-01,4,36,4,36,40
VILLA VACA GUZMAN (MUYUPAMPA),internaciones,ingresos referidos de otros establecimientos de salud,2012-02-01,0,1,0,1,1
VILLAZON,internaciones,ingresos referidos de otros establecimientos de salud,2012-02-01,3,5,3,5,8
VINTO,internaciones,ingresos referidos de otros establecimientos de salud,2012-02-01,2,1,2,1,3
WARNES,internaciones,ingresos referidos de otros establecimientos de salud,2012-02-01,2,2,2,2,4
YACUIBA,internaciones,ingresos referidos de otros establecimientos de salud,2012-02-01,7,5,7,5,12
ZUDAÑEZ,internaciones,ingresos referidos de otros establecimientos de salud,2012-02-01,0,2,0,2,2
ACHACACHI,internaciones,ingresos referidos de otros establecimientos de salud,2012-03-01,0,12,0,12,12
ARQUE,internaciones,ingresos referidos de otros establecimientos de salud,2012-03-01,0,1,0,1,1
ASCENCION DE GUARAYOS,internaciones,ingresos referidos de otros establecimientos de salud,2012-03-01,3,9,3,9,12
ATOCHA,internaciones,ingresos referidos de otros establecimientos de salud,2012-03-01,10,27,10,27,37
AYOPAYA (V. DE INDEPENDENCIA),internaciones,ingresos referidos de otros establecimientos de salud,2012-03-01,2,1,2,1,3
AZURDUY,internaciones,ingresos referidos de otros establecimientos de salud,2012-03-01,1,2,1,2,3
BERMEJO,internaciones,ingresos referidos de otros establecimientos de salud,2012-03-01,2,12,2,12,14
BETANZOS,internaciones,ingresos referidos de otros establecimientos de salud,2012-03-01,0,3,0,3,3
BOYUIBE,internaciones,ingresos referidos de otros establecimientos de salud,2012-03-01,0,1,0,1,1
BUENA VISTA,internaciones,ingresos referidos de otros establecimientos de salud,2012-03-01,0,1,0,1,1
CAMIRI,internaciones,ingresos referidos de otros establecimientos de salud,2012-03-01,4,10,4,10,14
CARACOLLO,internaciones,ingresos referidos de otros establecimientos de salud,2012-03-01,0,3,0,3,3
CARANAVI,internaciones,ingresos referidos de otros establecimientos de salud,2012-03-01,7,34,7,34,41
CHALLAPATA,internaciones,ingresos referidos de otros establecimientos de salud,2012-03-01,0,3,0,3,3
CHARAGUA,internaciones,ingresos referidos de otros establecimientos de salud,2012-03-01,3,7,3,7,10
CHIMORE,internaciones,ingresos referidos de otros establecimientos de salud,2012-03-01,0,3,0,3,3
CHULUMANI (V. DE LA LIBERTAD),internaciones,ingresos referidos de otros establecimientos de salud,2012-03-01,2,7,2,7,9
COBIJA,internaciones,ingresos referidos de otros establecimientos de salud,2012-03-01,28,75,28,75,103
COCAPATA,internaciones,ingresos referidos de otros establecimientos de salud,2012-03-01,0,1,0,1,1
COCHABAMBA,internaciones,ingresos referidos de otros establecimientos de salud,2012-03-01,38,257,38,257,295
COMARAPA,internaciones,ingresos referidos de otros establecimientos de salud,2012-03-01,1,3,1,3,4
COROICO,internaciones,ingresos referidos de otros establecimientos de salud,2012-03-01,0,7,0,7,7
COTAGAITA,internaciones,ingresos referidos de otros establecimientos de salud,2012-03-01,3,0,3,0,3
CUEVO,internaciones,ingresos referidos de otros establecimientos de salud,2012-03-01,2,3,2,3,5
CULPINA,internaciones,ingresos referidos de otros establecimientos de salud,2012-03-01,1,0,1,0,1
EL ALTO,internaciones,ingresos referidos de otros establecimientos de salud,2012-03-01,75,79,75,79,154
EL TORNO,internaciones,ingresos referidos de otros establecimientos de salud,2012-03-01,1,0,1,0,1
ENTRE RIOS TRJ,internaciones,ingresos referidos de otros establecimientos de salud,2012-03-01,0,1,0,1,1
ESCOMA,internaciones,ingresos referidos de otros establecimientos de salud,2012-03-01,1,2,1,2,3
GUANAY,internaciones,ingresos referidos de otros establecimientos de salud,2012-03-01,0,1,0,1,1
GUAYARAMERIN,internaciones,ingresos referidos de otros establecimientos de salud,2012-03-01,2,38,2,38,40
GUTIERREZ,internaciones,ingresos referidos de otros establecimientos de salud,2012-03-01,0,3,0,3,3
HUANUNI,internaciones,ingresos referidos de otros establecimientos de salud,2012-03-01,1,2,1,2,3
ICLA,internaciones,ingresos referidos de otros establecimientos de salud,2012-03-01,1,2,1,2,3
JESUS DE MACHACA,internaciones,ingresos referidos de otros establecimientos de salud,2012-03-01,4,4,4,4,8
LA GUARDIA,internaciones,ingresos referidos de otros establecimientos de salud,2012-03-01,0,2,0,2,2
LA PAZ,internaciones,ingresos referidos de otros establecimientos de salud,2012-03-01,160,570,160,570,730
LLALLAGUA,internaciones,ingresos referidos de otros establecimientos de salud,2012-03-01,5,21,5,21,26
MAGDALENA,internaciones,ingresos referidos de otros establecimientos de salud,2012-03-01,2,3,2,3,5
MAPIRI,internaciones,ingresos referidos de otros establecimientos de salud,2012-03-01,0,2,0,2,2
MIZQUE,internaciones,ingresos referidos de otros establecimientos de salud,2012-03-01,1,4,1,4,5
MOJOCOYA,internaciones,ingresos referidos de otros establecimientos de salud,2012-03-01,0,3,0,3,3
MONTEAGUDO,internaciones,ingresos referidos de otros establecimientos de salud,2012-03-01,13,21,13,21,34
MONTERO,internaciones,ingresos referidos de otros establecimientos de salud,2012-03-01,42,110,42,110,152
OCURI,internaciones,ingresos referidos de otros establecimientos de salud,2012-03-01,0,2,0,2,2
ORURO,internaciones,ingresos referidos de otros establecimientos de salud,2012-03-01,15,66,15,66,81
PADILLA,internaciones,ingresos referidos de otros establecimientos de salud,2012-03-01,9,14,9,14,23
PAILON,internaciones,ingresos referidos de otros establecimientos de salud,2012-03-01,0,1,0,1,1
PALOS BLANCOS,internaciones,ingresos referidos de otros establecimientos de salud,2012-03-01,1,1,1,1,2
PATACAMAYA,internaciones,ingresos referidos de otros establecimientos de salud,2012-03-01,0,3,0,3,3
POCONA,internaciones,ingresos referidos de otros establecimientos de salud,2012-03-01,0,3,0,3,3
POROMA,internaciones,ingresos referidos de otros establecimientos de salud,2012-03-01,1,1,1,1,2
PORTACHUELO,internaciones,ingresos referidos de otros establecimientos de salud,2012-03-01,0,1,0,1,1
POTOSI,internaciones,ingresos referidos de otros establecimientos de salud,2012-03-01,5,1,5,1,6
PRESTO,internaciones,ingresos referidos de otros establecimientos de salud,2012-03-01,3,0,3,0,3
PUERTO SUAREZ,internaciones,ingresos referidos de otros establecimientos de salud,2012-03-01,14,32,14,32,46
PUERTO VILLARROEL,internaciones,ingresos referidos de otros establecimientos de salud,2012-03-01,0,9,0,9,9
PUNATA,internaciones,ingresos referidos de otros establecimientos de salud,2012-03-01,1,34,1,34,35
QUILLACOLLO,internaciones,ingresos referidos de otros establecimientos de salud,2012-03-01,0,5,0,5,5
REYES,internaciones,ingresos referidos de otros establecimientos de salud,2012-03-01,2,1,2,1,3
RIBERALTA,internaciones,ingresos referidos de otros establecimientos de salud,2012-03-01,10,93,10,93,103
RURRENABAQUE,internaciones,ingresos referidos de otros establecimientos de salud,2012-03-01,13,15,13,15,28
SACABA,internaciones,ingresos referidos de otros establecimientos de salud,2012-03-01,3,8,3,8,11
SACABAMBA,internaciones,ingresos referidos de otros establecimientos de salud,2012-03-01,0,2,0,2,2
