,group,variable,month,ANTIPOLIOMIELÍTICA 3RA DOSIS DENTRO,ANTIPOLIOMIELÍTICA 3RA DOSIS DENTRO,ANTIPOLIOMIELÍTICA 3RA DOSIS FUERA,ANTIPOLIOMIELÍTICA 3RA DOSIS FUERA,TOTALES
BETANZOS,vacunaciones en menores de 1 ano,antipoliomielitica 3ra dosis,2020-01-01,14,16,2,8,40
BOLIVAR,vacunaciones en menores de 1 ano,antipoliomielitica 3ra dosis,2020-01-01,2,2,1,0,5
BOLPEBRA,vacunaciones en menores de 1 ano,antipoliomielitica 3ra dosis,2020-01-01,0,1,1,0,2
BOYUIBE,vacunaciones en menores de 1 ano,antipoliomielitica 3ra dosis,2020-01-01,6,2,1,0,9
BUENA VISTA,vacunaciones en menores de 1 ano,antipoliomielitica 3ra dosis,2020-01-01,6,9,1,1,17
CABEZAS,vacunaciones en menores de 1 ano,antipoliomielitica 3ra dosis,2020-01-01,16,14,0,1,31
CAIROMA,vacunaciones en menores de 1 ano,antipoliomielitica 3ra dosis,2020-01-01,3,7,2,0,12
"CAIZA ""D""",vacunaciones en menores de 1 ano,antipoliomielitica 3ra dosis,2020-01-01,9,5,2,1,17
CAJUATA,vacunaciones en menores de 1 ano,antipoliomielitica 3ra dosis,2020-01-01,5,9,0,1,15
CALACOTO,vacunaciones en menores de 1 ano,antipoliomielitica 3ra dosis,2020-01-01,1,0,0,0,1
CALAMARCA,vacunaciones en menores de 1 ano,antipoliomielitica 3ra dosis,2020-01-01,6,0,1,2,9
CAMARGO,vacunaciones en menores de 1 ano,antipoliomielitica 3ra dosis,2020-01-01,10,11,1,1,23
CAMATAQUI (C. VILLA ABECIA),vacunaciones en menores de 1 ano,antipoliomielitica 3ra dosis,2020-01-01,2,0,0,1,3
CAMIRI,vacunaciones en menores de 1 ano,antipoliomielitica 3ra dosis,2020-01-01,35,33,2,1,71
CAPINOTA,vacunaciones en menores de 1 ano,antipoliomielitica 3ra dosis,2020-01-01,14,9,0,0,23
CAQUIAVIRI,vacunaciones en menores de 1 ano,antipoliomielitica 3ra dosis,2020-01-01,6,3,0,0,9
CARACOLLO,vacunaciones en menores de 1 ano,antipoliomielitica 3ra dosis,2020-01-01,9,7,0,0,16
CARANAVI,vacunaciones en menores de 1 ano,antipoliomielitica 3ra dosis,2020-01-01,26,19,5,0,50
CARAPARI,vacunaciones en menores de 1 ano,antipoliomielitica 3ra dosis,2020-01-01,8,12,2,2,24
CARIPUYO,vacunaciones en menores de 1 ano,antipoliomielitica 3ra dosis,2020-01-01,2,8,1,1,12
CARMEN RIVERO TORREZ,vacunaciones en menores de 1 ano,antipoliomielitica 3ra dosis,2020-01-01,1,3,2,3,9
CATACORA,vacunaciones en menores de 1 ano,antipoliomielitica 3ra dosis,2020-01-01,0,1,1,2,4
CHACARILLA,vacunaciones en menores de 1 ano,antipoliomielitica 3ra dosis,2020-01-01,0,1,1,0,2
CHALLAPATA,vacunaciones en menores de 1 ano,antipoliomielitica 3ra dosis,2020-01-01,20,21,7,3,51
CHAQUI,vacunaciones en menores de 1 ano,antipoliomielitica 3ra dosis,2020-01-01,5,4,2,2,13
CHARAGUA,vacunaciones en menores de 1 ano,antipoliomielitica 3ra dosis,2020-01-01,26,23,13,8,70
CHARAÑA,vacunaciones en menores de 1 ano,antipoliomielitica 3ra dosis,2020-01-01,0,0,1,0,1
CHAYANTA,vacunaciones en menores de 1 ano,antipoliomielitica 3ra dosis,2020-01-01,10,9,3,2,24
CHIMORE,vacunaciones en menores de 1 ano,antipoliomielitica 3ra dosis,2020-01-01,17,12,2,4,35
CHIPAYA,vacunaciones en menores de 1 ano,antipoliomielitica 3ra dosis,2020-01-01,2,1,0,0,3
CHUA COCANI,vacunaciones en menores de 1 ano,antipoliomielitica 3ra dosis,2020-01-01,2,1,0,0,3
CHULUMANI (V. DE LA LIBERTAD),vacunaciones en menores de 1 ano,antipoliomielitica 3ra dosis,2020-01-01,10,11,1,0,22
CHUMA,vacunaciones en menores de 1 ano,antipoliomielitica 3ra dosis,2020-01-01,1,4,1,5,11
CHUQUIHUTA AYLLU JUCUMANI,vacunaciones en menores de 1 ano,antipoliomielitica 3ra dosis,2020-01-01,4,7,2,4,17
CKOCHAS,vacunaciones en menores de 1 ano,antipoliomielitica 3ra dosis,2020-01-01,5,4,2,3,14
CLIZA,vacunaciones en menores de 1 ano,antipoliomielitica 3ra dosis,2020-01-01,23,12,1,1,37
COBIJA,vacunaciones en menores de 1 ano,antipoliomielitica 3ra dosis,2020-01-01,38,32,4,7,81
COCAPATA,vacunaciones en menores de 1 ano,antipoliomielitica 3ra dosis,2020-01-01,4,4,6,6,20
COCHABAMBA,vacunaciones en menores de 1 ano,antipoliomielitica 3ra dosis,2020-01-01,630,575,10,8,1223
COLCAPIRHUA,vacunaciones en menores de 1 ano,antipoliomielitica 3ra dosis,2020-01-01,35,45,0,0,80
"COLCHA ""K""",vacunaciones en menores de 1 ano,antipoliomielitica 3ra dosis,2020-01-01,6,6,2,0,14
COLLANA,vacunaciones en menores de 1 ano,antipoliomielitica 3ra dosis,2020-01-01,1,3,0,0,4
COLOMI,vacunaciones en menores de 1 ano,antipoliomielitica 3ra dosis,2020-01-01,13,19,0,1,33
COLPA BELGICA,vacunaciones en menores de 1 ano,antipoliomielitica 3ra dosis,2020-01-01,7,6,3,1,17
COLQUECHACA,vacunaciones en menores de 1 ano,antipoliomielitica 3ra dosis,2020-01-01,16,27,8,7,58
COLQUENCHA,vacunaciones en menores de 1 ano,antipoliomielitica 3ra dosis,2020-01-01,7,4,0,0,11
COLQUIRI,vacunaciones en menores de 1 ano,antipoliomielitica 3ra dosis,2020-01-01,8,6,2,3,19
COMANCHE,vacunaciones en menores de 1 ano,antipoliomielitica 3ra dosis,2020-01-01,0,1,0,0,1
COMARAPA,vacunaciones en menores de 1 ano,antipoliomielitica 3ra dosis,2020-01-01,11,18,1,0,30
COMBAYA,vacunaciones en menores de 1 ano,antipoliomielitica 3ra dosis,2020-01-01,0,1,2,2,5
CONCEPCION,vacunaciones en menores de 1 ano,antipoliomielitica 3ra dosis,2020-01-01,23,10,8,0,41
COPACABANA,vacunaciones en menores de 1 ano,antipoliomielitica 3ra dosis,2020-01-01,5,3,3,1,12
CORIPATA,vacunaciones en menores de 1 ano,antipoliomielitica 3ra dosis,2020-01-01,7,8,0,0,15
CORO CORO,vacunaciones en menores de 1 ano,antipoliomielitica 3ra dosis,2020-01-01,1,1,1,0,3
COROICO,vacunaciones en menores de 1 ano,antipoliomielitica 3ra dosis,2020-01-01,6,9,0,2,17
CORQUE,vacunaciones en menores de 1 ano,antipoliomielitica 3ra dosis,2020-01-01,6,4,0,0,10
COTAGAITA,vacunaciones en menores de 1 ano,antipoliomielitica 3ra dosis,2020-01-01,10,14,4,0,28
COTOCA,vacunaciones en menores de 1 ano,antipoliomielitica 3ra dosis,2020-01-01,74,65,5,7,151
CUATRO CAÑADAS,vacunaciones en menores de 1 ano,antipoliomielitica 3ra dosis,2020-01-01,18,14,1,0,33
CUCHUMUELA (V. G. VILLARROEL),vacunaciones en menores de 1 ano,antipoliomielitica 3ra dosis,2020-01-01,3,1,0,0,4
CUEVO,vacunaciones en menores de 1 ano,antipoliomielitica 3ra dosis,2020-01-01,2,2,2,3,9
CULPINA,vacunaciones en menores de 1 ano,antipoliomielitica 3ra dosis,2020-01-01,8,9,2,3,22
CURAHUARA DE CARANGAS,vacunaciones en menores de 1 ano,antipoliomielitica 3ra dosis,2020-01-01,3,4,0,0,7
CURVA,vacunaciones en menores de 1 ano,antipoliomielitica 3ra dosis,2020-01-01,0,0,1,1,2
DESAGUADERO,vacunaciones en menores de 1 ano,antipoliomielitica 3ra dosis,2020-01-01,6,3,0,0,9
EL ALTO,vacunaciones en menores de 1 ano,antipoliomielitica 3ra dosis,2020-01-01,561,477,130,120,1288
EL CHORO,vacunaciones en menores de 1 ano,antipoliomielitica 3ra dosis,2020-01-01,1,1,1,0,3
EL PUENTE(STC),vacunaciones en menores de 1 ano,antipoliomielitica 3ra dosis,2020-01-01,10,9,0,0,19
EL PUENTE(TJA),vacunaciones en menores de 1 ano,antipoliomielitica 3ra dosis,2020-01-01,7,6,0,3,16
EL TORNO,vacunaciones en menores de 1 ano,antipoliomielitica 3ra dosis,2020-01-01,47,60,2,6,115
EL VILLAR,vacunaciones en menores de 1 ano,antipoliomielitica 3ra dosis,2020-01-01,1,1,0,0,2
ENTRE RIOS TRJ,vacunaciones en menores de 1 ano,antipoliomielitica 3ra dosis,2020-01-01,8,9,2,4,23
ENTRE RIOS CBBA,vacunaciones en menores de 1 ano,antipoliomielitica 3ra dosis,2020-01-01,12,14,5,5,36
ESCOMA,vacunaciones en menores de 1 ano,antipoliomielitica 3ra dosis,2020-01-01,2,1,0,2,5
EUCALIPTUS,vacunaciones en menores de 1 ano,antipoliomielitica 3ra dosis,2020-01-01,6,1,0,0,7
EUREKA (SANTOS MERCADO),vacunaciones en menores de 1 ano,antipoliomielitica 3ra dosis,2020-01-01,0,1,0,0,1
EXALTACION,vacunaciones en menores de 1 ano,antipoliomielitica 3ra dosis,2020-01-01,2,0,0,0,2
FERNANDEZ ALONSO,vacunaciones en menores de 1 ano,antipoliomielitica 3ra dosis,2020-01-01,9,12,4,1,26
FILADELFIA,vacunaciones en menores de 1 ano,antipoliomielitica 3ra dosis,2020-01-01,2,4,2,1,9
GENERAL SAAVEDRA,vacunaciones en menores de 1 ano,antipoliomielitica 3ra dosis,2020-01-01,10,11,0,0,21
GRAL. J.J. PEREZ (CHARAZANI),vacunaciones en menores de 1 ano,antipoliomielitica 3ra dosis,2020-01-01,0,3,3,0,6
GUANAY,vacunaciones en menores de 1 ano,antipoliomielitica 3ra dosis,2020-01-01,9,5,2,2,18
GUAQUI,vacunaciones en menores de 1 ano,antipoliomielitica 3ra dosis,2020-01-01,2,3,1,0,6
GUAYARAMERIN,vacunaciones en menores de 1 ano,antipoliomielitica 3ra dosis,2020-01-01,35,37,0,1,73
GUTIERREZ,vacunaciones en menores de 1 ano,antipoliomielitica 3ra dosis,2020-01-01,6,9,2,4,21
HUACARETA,vacunaciones en menores de 1 ano,antipoliomielitica 3ra dosis,2020-01-01,2,5,0,1,8
HUACAYA (VILLA DE HUACAYA),vacunaciones en menores de 1 ano,antipoliomielitica 3ra dosis,2020-01-01,2,0,0,4,6
HUACHACALLA,vacunaciones en menores de 1 ano,antipoliomielitica 3ra dosis,2020-01-01,1,1,0,0,2
HUANUNI,vacunaciones en menores de 1 ano,antipoliomielitica 3ra dosis,2020-01-01,18,13,4,6,41
HUARACAJE,vacunaciones en menores de 1 ano,antipoliomielitica 3ra dosis,2020-01-01,5,2,0,0,7
HUARINA,vacunaciones en menores de 1 ano,antipoliomielitica 3ra dosis,2020-01-01,2,2,0,2,6
HUATAJATA,vacunaciones en menores de 1 ano,antipoliomielitica 3ra dosis,2020-01-01,2,0,1,0,3
HUAYLLAMARCA,vacunaciones en menores de 1 ano,antipoliomielitica 3ra dosis,2020-01-01,1,1,0,1,3
HUMANATA,vacunaciones en menores de 1 ano,antipoliomielitica 3ra dosis,2020-01-01,1,1,0,0,2
ICHOCA,vacunaciones en menores de 1 ano,antipoliomielitica 3ra dosis,2020-01-01,0,1,0,2,3
ICLA,vacunaciones en menores de 1 ano,antipoliomielitica 3ra dosis,2020-01-01,2,4,0,3,9
INCAHUASI,vacunaciones en menores de 1 ano,antipoliomielitica 3ra dosis,2020-01-01,5,2,0,0,7
INGAVI (HUMAITA),vacunaciones en menores de 1 ano,antipoliomielitica 3ra dosis,2020-01-01,2,5,0,0,7
INQUISIVI,vacunaciones en menores de 1 ano,antipoliomielitica 3ra dosis,2020-01-01,1,2,3,6,12
IRUPANA (VILLA DE LANZA),vacunaciones en menores de 1 ano,antipoliomielitica 3ra dosis,2020-01-01,10,5,2,1,18
IXIAMAS,vacunaciones en menores de 1 ano,antipoliomielitica 3ra dosis,2020-01-01,10,4,3,1,18
JESUS DE MACHACA,vacunaciones en menores de 1 ano,antipoliomielitica 3ra dosis,2020-01-01,5,0,0,0,5
LA ASUNTA,vacunaciones en menores de 1 ano,antipoliomielitica 3ra dosis,2020-01-01,27,26,1,5,59
LA GUARDIA,vacunaciones en menores de 1 ano,antipoliomielitica 3ra dosis,2020-01-01,127,116,2,1,246
LA PAZ,vacunaciones en menores de 1 ano,antipoliomielitica 3ra dosis,2020-01-01,514,467,9,17,1007
LAGUNILLAS,vacunaciones en menores de 1 ano,antipoliomielitica 3ra dosis,2020-01-01,1,0,5,3,9
LAJA,vacunaciones en menores de 1 ano,antipoliomielitica 3ra dosis,2020-01-01,14,5,2,0,21
LAS CARRERAS,vacunaciones en menores de 1 ano,antipoliomielitica 3ra dosis,2020-01-01,1,1,0,0,2
LICOMA PAMPA,vacunaciones en menores de 1 ano,antipoliomielitica 3ra dosis,2020-01-01,1,1,0,0,2
LLALLAGUA,vacunaciones en menores de 1 ano,antipoliomielitica 3ra dosis,2020-01-01,14,16,27,27,84
LLICA,vacunaciones en menores de 1 ano,antipoliomielitica 3ra dosis,2020-01-01,3,1,0,0,4
LORETO,vacunaciones en menores de 1 ano,antipoliomielitica 3ra dosis,2020-01-01,5,2,0,0,7
LURIBAY,vacunaciones en menores de 1 ano,antipoliomielitica 3ra dosis,2020-01-01,3,3,0,1,7
MACHACAMARCA,vacunaciones en menores de 1 ano,antipoliomielitica 3ra dosis,2020-01-01,2,2,0,0,4
MACHARETI,vacunaciones en menores de 1 ano,antipoliomielitica 3ra dosis,2020-01-01,2,5,0,1,8
MAGDALENA,vacunaciones en menores de 1 ano,antipoliomielitica 3ra dosis,2020-01-01,10,8,6,4,28
MAIRANA,vacunaciones en menores de 1 ano,antipoliomielitica 3ra dosis,2020-01-01,14,8,3,0,25
MALLA,vacunaciones en menores de 1 ano,antipoliomielitica 3ra dosis,2020-01-01,0,1,1,1,3
MAPIRI,vacunaciones en menores de 1 ano,antipoliomielitica 3ra dosis,2020-01-01,18,13,0,0,31
MECAPACA,vacunaciones en menores de 1 ano,antipoliomielitica 3ra dosis,2020-01-01,3,12,0,0,15
MINEROS,vacunaciones en menores de 1 ano,antipoliomielitica 3ra dosis,2020-01-01,24,7,0,0,31
MIZQUE,vacunaciones en menores de 1 ano,antipoliomielitica 3ra dosis,2020-01-01,15,10,3,7,35
MOCOMOCO,vacunaciones en menores de 1 ano,antipoliomielitica 3ra dosis,2020-01-01,3,6,4,3,16
MOJOCOYA,vacunaciones en menores de 1 ano,antipoliomielitica 3ra dosis,2020-01-01,1,3,0,0,4
MONTEAGUDO,vacunaciones en menores de 1 ano,antipoliomielitica 3ra dosis,2020-01-01,17,15,3,1,36
MONTERO,vacunaciones en menores de 1 ano,antipoliomielitica 3ra dosis,2020-01-01,115,87,7,13,222
MORO MORO,vacunaciones en menores de 1 ano,antipoliomielitica 3ra dosis,2020-01-01,3,5,0,1,9
MOROCHATA,vacunaciones en menores de 1 ano,antipoliomielitica 3ra dosis,2020-01-01,0,6,2,1,9
NACEBE (SANTA ROSA DEL ABUNA),vacunaciones en menores de 1 ano,antipoliomielitica 3ra dosis,2020-01-01,2,3,1,0,6
NUEVO MANOA (NUEVA ESPERANZA),vacunaciones en menores de 1 ano,antipoliomielitica 3ra dosis,2020-01-01,0,0,4,5,9
OCURI,vacunaciones en menores de 1 ano,antipoliomielitica 3ra dosis,2020-01-01,6,3,8,0,17
OKINAWA,vacunaciones en menores de 1 ano,antipoliomielitica 3ra dosis,2020-01-01,7,10,0,0,17
OMEREQUE,vacunaciones en menores de 1 ano,antipoliomielitica 3ra dosis,2020-01-01,9,2,2,4,17
ORURO,vacunaciones en menores de 1 ano,antipoliomielitica 3ra dosis,2020-01-01,230,249,10,10,499
PADCAYA,vacunaciones en menores de 1 ano,antipoliomielitica 3ra dosis,2020-01-01,11,11,3,1,26
PADILLA,vacunaciones en menores de 1 ano,antipoliomielitica 3ra dosis,2020-01-01,6,6,0,0,12
PAILON,vacunaciones en menores de 1 ano,antipoliomielitica 3ra dosis,2020-01-01,34,22,6,11,73
PALCA,vacunaciones en menores de 1 ano,antipoliomielitica 3ra dosis,2020-01-01,7,6,4,5,22
PALOS BLANCOS,vacunaciones en menores de 1 ano,antipoliomielitica 3ra dosis,2020-01-01,13,24,0,1,38
PAMPA AULLAGAS,vacunaciones en menores de 1 ano,antipoliomielitica 3ra dosis,2020-01-01,3,4,0,0,7
PAMPA GRANDE,vacunaciones en menores de 1 ano,antipoliomielitica 3ra dosis,2020-01-01,4,2,0,0,6
PAPEL PAMPA,vacunaciones en menores de 1 ano,antipoliomielitica 3ra dosis,2020-01-01,1,2,2,2,7
PASORAPA,vacunaciones en menores de 1 ano,antipoliomielitica 3ra dosis,2020-01-01,0,0,3,0,3
PATACAMAYA,vacunaciones en menores de 1 ano,antipoliomielitica 3ra dosis,2020-01-01,17,11,4,2,34
PAZÑA,vacunaciones en menores de 1 ano,antipoliomielitica 3ra dosis,2020-01-01,0,2,1,0,3
PELECHUCO,vacunaciones en menores de 1 ano,antipoliomielitica 3ra dosis,2020-01-01,6,3,1,0,10
POCOATA,vacunaciones en menores de 1 ano,antipoliomielitica 3ra dosis,2020-01-01,9,7,10,3,29
POCONA,vacunaciones en menores de 1 ano,antipoliomielitica 3ra dosis,2020-01-01,2,0,2,2,6
POJO (CBBA),vacunaciones en menores de 1 ano,antipoliomielitica 3ra dosis,2020-01-01,8,4,3,0,15
POOPO,vacunaciones en menores de 1 ano,antipoliomielitica 3ra dosis,2020-01-01,4,7,0,1,12
PORCO,vacunaciones en menores de 1 ano,antipoliomielitica 3ra dosis,2020-01-01,13,9,0,2,24
POROMA,vacunaciones en menores de 1 ano,antipoliomielitica 3ra dosis,2020-01-01,4,5,4,2,15
PORONGO,vacunaciones en menores de 1 ano,antipoliomielitica 3ra dosis,2020-01-01,6,7,4,3,20
PORTACHUELO,vacunaciones en menores de 1 ano,antipoliomielitica 3ra dosis,2020-01-01,11,16,0,0,27
PORVENIR,vacunaciones en menores de 1 ano,antipoliomielitica 3ra dosis,2020-01-01,0,5,0,1,6
POSTRER VALLE,vacunaciones en menores de 1 ano,antipoliomielitica 3ra dosis,2020-01-01,0,1,0,0,1
POTOSI,vacunaciones en menores de 1 ano,antipoliomielitica 3ra dosis,2020-01-01,162,155,28,35,380
PRESTO,vacunaciones en menores de 1 ano,antipoliomielitica 3ra dosis,2020-01-01,4,1,2,4,11
PUCARA,vacunaciones en menores de 1 ano,antipoliomielitica 3ra dosis,2020-01-01,0,0,1,0,1
PUCARANI,vacunaciones en menores de 1 ano,antipoliomielitica 3ra dosis,2020-01-01,17,11,5,6,39
PUERTO ACOSTA,vacunaciones en menores de 1 ano,antipoliomielitica 3ra dosis,2020-01-01,5,4,1,0,10
PUERTO CARABUCO,vacunaciones en menores de 1 ano,antipoliomielitica 3ra dosis,2020-01-01,1,3,2,4,10
PUERTO GONZALO MORENO,vacunaciones en menores de 1 ano,antipoliomielitica 3ra dosis,2020-01-01,3,2,4,1,10
PUERTO PEREZ,vacunaciones en menores de 1 ano,antipoliomielitica 3ra dosis,2020-01-01,1,2,0,2,5
PUERTO QUIJARRO,vacunaciones en menores de 1 ano,antipoliomielitica 3ra dosis,2020-01-01,7,11,3,2,23
PUERTO RICO,vacunaciones en menores de 1 ano,antipoliomielitica 3ra dosis,2020-01-01,3,6,2,0,11
PUERTO SUAREZ,vacunaciones en menores de 1 ano,antipoliomielitica 3ra dosis,2020-01-01,33,30,3,0,66
PUERTO VILLARROEL,vacunaciones en menores de 1 ano,antipoliomielitica 3ra dosis,2020-01-01,49,36,4,2,91
PUNA,vacunaciones en menores de 1 ano,antipoliomielitica 3ra dosis,2020-01-01,2,2,4,10,18
PUNATA,vacunaciones en menores de 1 ano,antipoliomielitica 3ra dosis,2020-01-01,27,23,10,7,67
QUIABAYA,vacunaciones en menores de 1 ano,antipoliomielitica 3ra dosis,2020-01-01,1,0,0,1,2
QUILLACOLLO,vacunaciones en menores de 1 ano,antipoliomielitica 3ra dosis,2020-01-01,73,79,39,43,234
QUIME,vacunaciones en menores de 1 ano,antipoliomielitica 3ra dosis,2020-01-01,5,7,0,0,12
QUIRUSILLAS,vacunaciones en menores de 1 ano,antipoliomielitica 3ra dosis,2020-01-01,1,1,0,0,2
RAQAYPAMPA(ETA),vacunaciones en menores de 1 ano,antipoliomielitica 3ra dosis,2020-01-01,4,5,2,3,14
RAVELO,vacunaciones en menores de 1 ano,antipoliomielitica 3ra dosis,2020-01-01,8,1,4,2,15
REYES,vacunaciones en menores de 1 ano,antipoliomielitica 3ra dosis,2020-01-01,11,5,0,0,16
RIBERALTA,vacunaciones en menores de 1 ano,antipoliomielitica 3ra dosis,2020-01-01,80,75,18,16,189
ROBORE,vacunaciones en menores de 1 ano,antipoliomielitica 3ra dosis,2020-01-01,12,15,1,2,30
RURRENABAQUE,vacunaciones en menores de 1 ano,antipoliomielitica 3ra dosis,2020-01-01,17,21,2,2,42
SABAYA,vacunaciones en menores de 1 ano,antipoliomielitica 3ra dosis,2020-01-01,1,1,0,1,3
SACABA,vacunaciones en menores de 1 ano,antipoliomielitica 3ra dosis,2020-01-01,95,99,25,25,244
SACABAMBA,vacunaciones en menores de 1 ano,antipoliomielitica 3ra dosis,2020-01-01,2,1,2,0,5
SACACA,vacunaciones en menores de 1 ano,antipoliomielitica 3ra dosis,2020-01-01,5,8,5,5,23
SAIPINA,vacunaciones en menores de 1 ano,antipoliomielitica 3ra dosis,2020-01-01,6,4,0,0,10
SALINAS DE GARCI MENDOZA,vacunaciones en menores de 1 ano,antipoliomielitica 3ra dosis,2020-01-01,5,3,0,2,10
SAMAIPATA,vacunaciones en menores de 1 ano,antipoliomielitica 3ra dosis,2020-01-01,6,8,2,0,16
SAN AGUSTIN,vacunaciones en menores de 1 ano,antipoliomielitica 3ra dosis,2020-01-01,2,0,0,0,2
SAN ANDRES,vacunaciones en menores de 1 ano,antipoliomielitica 3ra dosis,2020-01-01,2,6,0,1,9
SAN ANDRES DE MACHACA,vacunaciones en menores de 1 ano,antipoliomielitica 3ra dosis,2020-01-01,0,2,1,0,3
SAN ANTONIO DE ESMORUCO,vacunaciones en menores de 1 ano,antipoliomielitica 3ra dosis,2020-01-01,0,1,0,0,1
SAN ANTONIO DE LOMERIO,vacunaciones en menores de 1 ano,antipoliomielitica 3ra dosis,2020-01-01,3,5,0,3,11
SAN BENITO,vacunaciones en menores de 1 ano,antipoliomielitica 3ra dosis,2020-01-01,10,4,0,0,14
SAN BORJA,vacunaciones en menores de 1 ano,antipoliomielitica 3ra dosis,2020-01-01,41,36,0,4,81
SAN BUENA VENTURA,vacunaciones en menores de 1 ano,antipoliomielitica 3ra dosis,2020-01-01,9,7,1,0,17
SAN CARLOS,vacunaciones en menores de 1 ano,antipoliomielitica 3ra dosis,2020-01-01,25,13,2,2,42
SAN IGNACIO,vacunaciones en menores de 1 ano,antipoliomielitica 3ra dosis,2020-01-01,15,12,2,1,30
SAN IGNACIO DE VELASCO,vacunaciones en menores de 1 ano,antipoliomielitica 3ra dosis,2020-01-01,62,54,8,11,135
SAN JAVIER(BNI),vacunaciones en menores de 1 ano,antipoliomielitica 3ra dosis,2020-01-01,2,1,0,0,3
SAN JAVIER(STC),vacunaciones en menores de 1 ano,antipoliomielitica 3ra dosis,2020-01-01,14,6,0,0,20
SAN JOAQUIN,vacunaciones en menores de 1 ano,antipoliomielitica 3ra dosis,2020-01-01,4,0,0,3,7
SAN JOSE DE CHIQUITOS,vacunaciones en menores de 1 ano,antipoliomielitica 3ra dosis,2020-01-01,20,14,2,0,36
SAN JUAN DE YAPACANI,vacunaciones en menores de 1 ano,antipoliomielitica 3ra dosis,2020-01-01,4,9,2,3,18
SAN JULIAN,vacunaciones en menores de 1 ano,antipoliomielitica 3ra dosis,2020-01-01,35,32,5,5,77
SAN LORENZO(PND),vacunaciones en menores de 1 ano,antipoliomielitica 3ra dosis,2020-01-01,3,5,2,3,13
SAN LORENZO(TJA),vacunaciones en menores de 1 ano,antipoliomielitica 3ra dosis,2020-01-01,19,14,1,2,36
SAN LUCAS,vacunaciones en menores de 1 ano,antipoliomielitica 3ra dosis,2020-01-01,14,10,6,9,39
SAN MATIAS,vacunaciones en menores de 1 ano,antipoliomielitica 3ra dosis,2020-01-01,13,12,1,1,27
SAN MIGUEL DE VELASCO,vacunaciones en menores de 1 ano,antipoliomielitica 3ra dosis,2020-01-01,9,13,3,1,26
