,group,variable,month,PERSONAS DE 60 AÑOS Y MÁS NUEVO,PERSONAS DE 60 AÑOS Y MÁS NUEVO,PERSONAS DE 60 AÑOS Y MÁS REPETIDO,PERSONAS DE 60 AÑOS Y MÁS REPETIDO,TOTALES,TOTALES,TOTALES
AYOPAYA (V. DE INDEPENDENCIA),consulta externa,personas de 60 anos y mas,2010-01-01,68,67,6,1,74,68,142
AZURDUY,consulta externa,personas de 60 anos y mas,2010-01-01,62,65,2,5,64,70,134
BATALLAS,consulta externa,personas de 60 anos y mas,2010-01-01,103,94,5,2,108,96,204
BAURES,consulta externa,personas de 60 anos y mas,2010-01-01,17,33,20,23,37,56,93
BELEN DE ANDAMARCA,consulta externa,personas de 60 anos y mas,2010-01-01,13,16,0,1,13,17,30
BELEN DE URMIRI,consulta externa,personas de 60 anos y mas,2010-01-01,19,24,2,2,21,26,47
BELLA FLOR,consulta externa,personas de 60 anos y mas,2010-01-01,3,10,0,1,3,11,14
BERMEJO,consulta externa,personas de 60 anos y mas,2010-01-01,349,328,28,30,377,358,735
BETANZOS,consulta externa,personas de 60 anos y mas,2010-01-01,224,322,46,65,270,387,657
BOLIVAR,consulta externa,personas de 60 anos y mas,2010-01-01,14,20,1,2,15,22,37
BOLPEBRA,consulta externa,personas de 60 anos y mas,2010-01-01,12,7,2,0,14,7,21
BOYUIBE,consulta externa,personas de 60 anos y mas,2010-01-01,25,43,2,10,27,53,80
BUENA VISTA,consulta externa,personas de 60 anos y mas,2010-01-01,74,61,9,6,83,67,150
CABEZAS,consulta externa,personas de 60 anos y mas,2010-01-01,82,68,8,9,90,77,167
CAIROMA,consulta externa,personas de 60 anos y mas,2010-01-01,54,54,1,1,55,55,110
"CAIZA ""D""",consulta externa,personas de 60 anos y mas,2010-01-01,91,164,1,5,92,169,261
CAJUATA,consulta externa,personas de 60 anos y mas,2010-01-01,84,48,8,3,92,51,143
CALACOTO,consulta externa,personas de 60 anos y mas,2010-01-01,48,42,5,1,53,43,96
CALAMARCA,consulta externa,personas de 60 anos y mas,2010-01-01,69,31,29,16,98,47,145
CAMARGO,consulta externa,personas de 60 anos y mas,2010-01-01,200,310,47,84,247,394,641
CAMATAQUI (C. VILLA ABECIA),consulta externa,personas de 60 anos y mas,2010-01-01,76,85,17,16,93,101,194
CAMIRI,consulta externa,personas de 60 anos y mas,2010-01-01,718,857,95,137,813,994,1807
CAPINOTA,consulta externa,personas de 60 anos y mas,2010-01-01,77,101,33,27,110,128,238
CAQUIAVIRI,consulta externa,personas de 60 anos y mas,2010-01-01,42,32,0,5,42,37,79
CARACOLLO,consulta externa,personas de 60 anos y mas,2010-01-01,54,73,9,8,63,81,144
CARANAVI,consulta externa,personas de 60 anos y mas,2010-01-01,163,125,14,4,177,129,306
CARANGAS,consulta externa,personas de 60 anos y mas,2010-01-01,1,0,0,0,1,0,1
CARAPARI,consulta externa,personas de 60 anos y mas,2010-01-01,50,89,2,4,52,93,145
CARIPUYO,consulta externa,personas de 60 anos y mas,2010-01-01,8,24,0,0,8,24,32
CARMEN RIVERO TORREZ,consulta externa,personas de 60 anos y mas,2010-01-01,17,30,1,1,18,31,49
CATACORA,consulta externa,personas de 60 anos y mas,2010-01-01,7,13,2,4,9,17,26
CHACARILLA,consulta externa,personas de 60 anos y mas,2010-01-01,5,6,0,0,5,6,11
CHALLAPATA,consulta externa,personas de 60 anos y mas,2010-01-01,143,152,54,50,197,202,399
CHAQUI,consulta externa,personas de 60 anos y mas,2010-01-01,58,83,1,2,59,85,144
CHARAGUA,consulta externa,personas de 60 anos y mas,2010-01-01,136,165,15,19,151,184,335
CHARAÑA,consulta externa,personas de 60 anos y mas,2010-01-01,9,5,0,1,9,6,15
CHAYANTA,consulta externa,personas de 60 anos y mas,2010-01-01,38,98,2,6,40,104,144
CHIMORE,consulta externa,personas de 60 anos y mas,2010-01-01,64,52,0,4,64,56,120
CHIPAYA,consulta externa,personas de 60 anos y mas,2010-01-01,10,9,0,0,10,9,19
CHOQUE COTA,consulta externa,personas de 60 anos y mas,2010-01-01,18,22,3,2,21,24,45
CHULUMANI (V. DE LA LIBERTAD),consulta externa,personas de 60 anos y mas,2010-01-01,116,84,31,17,147,101,248
CHUMA,consulta externa,personas de 60 anos y mas,2010-01-01,58,88,3,9,61,97,158
CHUQUIHUTA AYLLU JUCUMANI,consulta externa,personas de 60 anos y mas,2010-01-01,1,8,0,0,1,8,9
CKOCHAS,consulta externa,personas de 60 anos y mas,2010-01-01,57,116,1,2,58,118,176
CLIZA,consulta externa,personas de 60 anos y mas,2010-01-01,62,80,27,47,89,127,216
COBIJA,consulta externa,personas de 60 anos y mas,2010-01-01,130,172,33,95,163,267,430
COCAPATA,consulta externa,personas de 60 anos y mas,2010-01-01,13,36,0,2,13,38,51
COCHABAMBA,consulta externa,personas de 60 anos y mas,2010-01-01,4662,5914,5978,8250,10640,14164,24804
COIPASA,consulta externa,personas de 60 anos y mas,2010-01-01,3,3,1,0,4,3,7
COLCAPIRHUA,consulta externa,personas de 60 anos y mas,2010-01-01,126,115,176,104,302,219,521
"COLCHA ""K""",consulta externa,personas de 60 anos y mas,2010-01-01,65,104,4,3,69,107,176
COLLANA,consulta externa,personas de 60 anos y mas,2010-01-01,26,24,13,21,39,45,84
COLOMI,consulta externa,personas de 60 anos y mas,2010-01-01,13,11,0,0,13,11,24
COLPA BELGICA,consulta externa,personas de 60 anos y mas,2010-01-01,6,7,0,0,6,7,13
COLQUECHACA,consulta externa,personas de 60 anos y mas,2010-01-01,69,109,0,0,69,109,178
COLQUENCHA,consulta externa,personas de 60 anos y mas,2010-01-01,75,80,6,23,81,103,184
COLQUIRI,consulta externa,personas de 60 anos y mas,2010-01-01,46,64,20,8,66,72,138
COMANCHE,consulta externa,personas de 60 anos y mas,2010-01-01,39,29,21,7,60,36,96
COMARAPA,consulta externa,personas de 60 anos y mas,2010-01-01,124,130,6,4,130,134,264
COMBAYA,consulta externa,personas de 60 anos y mas,2010-01-01,26,31,1,3,27,34,61
CONCEPCION,consulta externa,personas de 60 anos y mas,2010-01-01,4,8,0,0,4,8,12
COPACABANA,consulta externa,personas de 60 anos y mas,2010-01-01,55,52,10,16,65,68,133
CORIPATA,consulta externa,personas de 60 anos y mas,2010-01-01,40,57,18,19,58,76,134
CORO CORO,consulta externa,personas de 60 anos y mas,2010-01-01,37,38,2,0,39,38,77
COROICO,consulta externa,personas de 60 anos y mas,2010-01-01,89,46,72,76,161,122,283
CORQUE,consulta externa,personas de 60 anos y mas,2010-01-01,69,59,3,3,72,62,134
COTAGAITA,consulta externa,personas de 60 anos y mas,2010-01-01,143,298,8,11,151,309,460
COTOCA,consulta externa,personas de 60 anos y mas,2010-01-01,170,150,43,54,213,204,417
CUATRO CAÑADAS,consulta externa,personas de 60 anos y mas,2010-01-01,30,36,0,2,30,38,68
CUCHUMUELA (V. G. VILLARROEL),consulta externa,personas de 60 anos y mas,2010-01-01,7,24,2,7,9,31,40
CUEVO,consulta externa,personas de 60 anos y mas,2010-01-01,47,71,4,4,51,75,126
CULPINA,consulta externa,personas de 60 anos y mas,2010-01-01,105,155,0,2,105,157,262
CURAHUARA DE CARANGAS,consulta externa,personas de 60 anos y mas,2010-01-01,43,45,0,0,43,45,88
CURVA,consulta externa,personas de 60 anos y mas,2010-01-01,16,15,3,1,19,16,35
DESAGUADERO,consulta externa,personas de 60 anos y mas,2010-01-01,24,21,2,2,26,23,49
EL ALTO,consulta externa,personas de 60 anos y mas,2010-01-01,2239,2284,1368,1420,3607,3704,7311
EL CHORO,consulta externa,personas de 60 anos y mas,2010-01-01,26,13,0,0,26,13,39
EL PUENTE(STC),consulta externa,personas de 60 anos y mas,2010-01-01,30,43,2,1,32,44,76
EL PUENTE(TJA),consulta externa,personas de 60 anos y mas,2010-01-01,58,144,7,9,65,153,218
EL TORNO,consulta externa,personas de 60 anos y mas,2010-01-01,288,325,246,243,534,568,1102
EL VILLAR,consulta externa,personas de 60 anos y mas,2010-01-01,44,68,1,4,45,72,117
ENTRE RIOS TRJ,consulta externa,personas de 60 anos y mas,2010-01-01,127,118,13,12,140,130,270
ENTRE RIOS CBBA,consulta externa,personas de 60 anos y mas,2010-01-01,26,32,1,0,27,32,59
ESCOMA,consulta externa,personas de 60 anos y mas,2010-01-01,68,68,39,30,107,98,205
ESMERALDA,consulta externa,personas de 60 anos y mas,2010-01-01,28,22,0,0,28,22,50
EUCALIPTUS,consulta externa,personas de 60 anos y mas,2010-01-01,52,49,9,5,61,54,115
EUREKA (SANTOS MERCADO),consulta externa,personas de 60 anos y mas,2010-01-01,0,1,0,0,0,1,1
EXALTACION,consulta externa,personas de 60 anos y mas,2010-01-01,8,4,0,1,8,5,13
FERNANDEZ ALONSO,consulta externa,personas de 60 anos y mas,2010-01-01,52,57,1,4,53,61,114
FILADELFIA,consulta externa,personas de 60 anos y mas,2010-01-01,7,7,0,0,7,7,14
GENERAL SAAVEDRA,consulta externa,personas de 60 anos y mas,2010-01-01,17,20,1,4,18,24,42
GRAL. J.J. PEREZ (CHARAZANI),consulta externa,personas de 60 anos y mas,2010-01-01,58,75,4,3,62,78,140
GUANAY,consulta externa,personas de 60 anos y mas,2010-01-01,106,90,38,23,144,113,257
GUAQUI,consulta externa,personas de 60 anos y mas,2010-01-01,33,89,9,13,42,102,144
GUAYARAMERIN,consulta externa,personas de 60 anos y mas,2010-01-01,528,458,182,152,710,610,1320
GUTIERREZ,consulta externa,personas de 60 anos y mas,2010-01-01,51,55,9,8,60,63,123
HUACARETA,consulta externa,personas de 60 anos y mas,2010-01-01,30,57,4,12,34,69,103
HUACAYA (VILLA DE HUACAYA),consulta externa,personas de 60 anos y mas,2010-01-01,23,36,0,0,23,36,59
HUACHACALLA,consulta externa,personas de 60 anos y mas,2010-01-01,60,37,2,3,62,40,102
HUANUNI,consulta externa,personas de 60 anos y mas,2010-01-01,161,166,46,38,207,204,411
HUARACAJE,consulta externa,personas de 60 anos y mas,2010-01-01,19,10,5,1,24,11,35
HUARINA,consulta externa,personas de 60 anos y mas,2010-01-01,66,62,9,6,75,68,143
HUAYLLAMARCA,consulta externa,personas de 60 anos y mas,2010-01-01,44,49,4,6,48,55,103
HUMANATA,consulta externa,personas de 60 anos y mas,2010-01-01,9,17,8,0,17,17,34
ICHOCA,consulta externa,personas de 60 anos y mas,2010-01-01,21,13,0,0,21,13,34
ICLA,consulta externa,personas de 60 anos y mas,2010-01-01,47,98,1,4,48,102,150
INCAHUASI,consulta externa,personas de 60 anos y mas,2010-01-01,28,87,0,2,28,89,117
INGAVI (HUMAITA),consulta externa,personas de 60 anos y mas,2010-01-01,16,13,6,3,22,16,38
INQUISIVI,consulta externa,personas de 60 anos y mas,2010-01-01,31,33,1,0,32,33,65
IRUPANA (VILLA DE LANZA),consulta externa,personas de 60 anos y mas,2010-01-01,102,111,16,20,118,131,249
IXIAMAS,consulta externa,personas de 60 anos y mas,2010-01-01,12,13,0,0,12,13,25
JESUS DE MACHACA,consulta externa,personas de 60 anos y mas,2010-01-01,225,273,92,115,317,388,705
LA ASUNTA,consulta externa,personas de 60 anos y mas,2010-01-01,60,21,3,1,63,22,85
LA GUARDIA,consulta externa,personas de 60 anos y mas,2010-01-01,194,211,25,48,219,259,478
LA PAZ,consulta externa,personas de 60 anos y mas,2010-01-01,8533,10044,7732,11777,16265,21821,38086
LA RIVERA,consulta externa,personas de 60 anos y mas,2010-01-01,5,7,0,0,5,7,12
LAGUNILLAS,consulta externa,personas de 60 anos y mas,2010-01-01,55,77,4,7,59,84,143
LAJA,consulta externa,personas de 60 anos y mas,2010-01-01,57,50,13,11,70,61,131
LAS CARRERAS,consulta externa,personas de 60 anos y mas,2010-01-01,42,62,6,3,48,65,113
LICOMA PAMPA,consulta externa,personas de 60 anos y mas,2010-01-01,27,21,0,2,27,23,50
LLALLAGUA,consulta externa,personas de 60 anos y mas,2010-01-01,102,154,4,13,106,167,273
LLICA,consulta externa,personas de 60 anos y mas,2010-01-01,59,56,4,1,63,57,120
LORETO,consulta externa,personas de 60 anos y mas,2010-01-01,6,9,0,1,6,10,16
LURIBAY,consulta externa,personas de 60 anos y mas,2010-01-01,71,58,12,8,83,66,149
MACHACAMARCA,consulta externa,personas de 60 anos y mas,2010-01-01,39,63,14,24,53,87,140
MACHARETI,consulta externa,personas de 60 anos y mas,2010-01-01,73,80,4,1,77,81,158
MAGDALENA,consulta externa,personas de 60 anos y mas,2010-01-01,22,16,69,94,91,110,201
MAIRANA,consulta externa,personas de 60 anos y mas,2010-01-01,64,62,4,5,68,67,135
MALLA,consulta externa,personas de 60 anos y mas,2010-01-01,26,21,1,2,27,23,50
MAPIRI,consulta externa,personas de 60 anos y mas,2010-01-01,25,37,0,0,25,37,62
MECAPACA,consulta externa,personas de 60 anos y mas,2010-01-01,42,19,6,4,48,23,71
MINEROS,consulta externa,personas de 60 anos y mas,2010-01-01,17,11,0,0,17,11,28
MIZQUE,consulta externa,personas de 60 anos y mas,2010-01-01,52,78,6,7,58,85,143
MOCOMOCO,consulta externa,personas de 60 anos y mas,2010-01-01,55,51,10,22,65,73,138
MOJINETE,consulta externa,personas de 60 anos y mas,2010-01-01,8,7,0,1,8,8,16
MOJOCOYA,consulta externa,personas de 60 anos y mas,2010-01-01,56,69,3,4,59,73,132
MONTEAGUDO,consulta externa,personas de 60 anos y mas,2010-01-01,304,504,28,35,332,539,871
MONTERO,consulta externa,personas de 60 anos y mas,2010-01-01,391,575,580,677,971,1252,2223
MORO MORO,consulta externa,personas de 60 anos y mas,2010-01-01,28,83,0,5,28,88,116
MOROCHATA,consulta externa,personas de 60 anos y mas,2010-01-01,14,9,1,2,15,11,26
NACEBE (SANTA ROSA DEL ABUNA),consulta externa,personas de 60 anos y mas,2010-01-01,7,6,1,1,8,7,15
NAZACARA DE PACAJES,consulta externa,personas de 60 anos y mas,2010-01-01,2,2,0,0,2,2,4
NUEVO MANOA (NUEVA ESPERANZA),consulta externa,personas de 60 anos y mas,2010-01-01,5,5,0,0,5,5,10
OCURI,consulta externa,personas de 60 anos y mas,2010-01-01,51,60,2,4,53,64,117
OKINAWA,consulta externa,personas de 60 anos y mas,2010-01-01,49,43,7,8,56,51,107
OMEREQUE,consulta externa,personas de 60 anos y mas,2010-01-01,20,37,1,6,21,43,64
ORURO,consulta externa,personas de 60 anos y mas,2010-01-01,3631,3740,1287,1549,4918,5289,10207
PADCAYA,consulta externa,personas de 60 anos y mas,2010-01-01,48,78,11,6,59,84,143
PADILLA,consulta externa,personas de 60 anos y mas,2010-01-01,205,284,26,21,231,305,536
PAILON,consulta externa,personas de 60 anos y mas,2010-01-01,30,22,0,4,30,26,56
PALCA,consulta externa,personas de 60 anos y mas,2010-01-01,52,45,8,10,60,55,115
PALOS BLANCOS,consulta externa,personas de 60 anos y mas,2010-01-01,172,75,13,8,185,83,268
PAMPA AULLAGAS,consulta externa,personas de 60 anos y mas,2010-01-01,11,16,0,1,11,17,28
PAMPA GRANDE,consulta externa,personas de 60 anos y mas,2010-01-01,20,51,2,5,22,56,78
PAPEL PAMPA,consulta externa,personas de 60 anos y mas,2010-01-01,74,109,4,4,78,113,191
PASORAPA,consulta externa,personas de 60 anos y mas,2010-01-01,21,51,0,0,21,51,72
PATACAMAYA,consulta externa,personas de 60 anos y mas,2010-01-01,71,60,0,3,71,63,134
PAZÑA,consulta externa,personas de 60 anos y mas,2010-01-01,25,43,26,24,51,67,118
PELECHUCO,consulta externa,personas de 60 anos y mas,2010-01-01,31,21,0,0,31,21,52
POCOATA,consulta externa,personas de 60 anos y mas,2010-01-01,61,87,0,0,61,87,148
POCONA,consulta externa,personas de 60 anos y mas,2010-01-01,37,57,0,4,37,61,98
POJO (CBBA),consulta externa,personas de 60 anos y mas,2010-01-01,17,26,0,0,17,26,43
POOPO,consulta externa,personas de 60 anos y mas,2010-01-01,35,47,11,19,46,66,112
PORCO,consulta externa,personas de 60 anos y mas,2010-01-01,15,36,0,0,15,36,51
POROMA,consulta externa,personas de 60 anos y mas,2010-01-01,39,75,2,6,41,81,122
PORONGO,consulta externa,personas de 60 anos y mas,2010-01-01,29,23,3,0,32,23,55
PORTACHUELO,consulta externa,personas de 60 anos y mas,2010-01-01,126,135,74,47,200,182,382
PORVENIR,consulta externa,personas de 60 anos y mas,2010-01-01,13,2,0,0,13,2,15
POSTRER VALLE,consulta externa,personas de 60 anos y mas,2010-01-01,30,34,4,6,34,40,74
POTOSI,consulta externa,personas de 60 anos y mas,2010-01-01,1616,2103,1213,1457,2829,3560,6389
PRESTO,consulta externa,personas de 60 anos y mas,2010-01-01,53,69,0,1,53,70,123
PUCARA,consulta externa,personas de 60 anos y mas,2010-01-01,27,32,1,1,28,33,61
PUCARANI,consulta externa,personas de 60 anos y mas,2010-01-01,122,154,13,13,135,167,302
PUERTO ACOSTA,consulta externa,personas de 60 anos y mas,2010-01-01,35,30,0,2,35,32,67
PUERTO CARABUCO,consulta externa,personas de 60 anos y mas,2010-01-01,62,52,5,4,67,56,123
PUERTO GONZALO MORENO,consulta externa,personas de 60 anos y mas,2010-01-01,26,21,0,8,26,29,55
PUERTO PEREZ,consulta externa,personas de 60 anos y mas,2010-01-01,41,27,1,3,42,30,72
PUERTO QUIJARRO,consulta externa,personas de 60 anos y mas,2010-01-01,48,33,2,2,50,35,85
PUERTO RICO,consulta externa,personas de 60 anos y mas,2010-01-01,40,21,2,2,42,23,65
PUERTO SILES,consulta externa,personas de 60 anos y mas,2010-01-01,2,0,1,0,3,0,3
PUERTO SUAREZ,consulta externa,personas de 60 anos y mas,2010-01-01,41,51,3,5,44,56,100
PUERTO VILLARROEL,consulta externa,personas de 60 anos y mas,2010-01-01,108,107,7,10,115,117,232
PUNA,consulta externa,personas de 60 anos y mas,2010-01-01,131,224,2,1,133,225,358
PUNATA,consulta externa,personas de 60 anos y mas,2010-01-01,164,206,51,79,215,285,500
QUIABAYA,consulta externa,personas de 60 anos y mas,2010-01-01,45,36,5,5,50,41,91
QUILLACOLLO,consulta externa,personas de 60 anos y mas,2010-01-01,607,810,302,439,909,1249,2158
QUIME,consulta externa,personas de 60 anos y mas,2010-01-01,38,19,7,4,45,23,68
QUIRUSILLAS,consulta externa,personas de 60 anos y mas,2010-01-01,18,17,8,12,26,29,55
RAVELO,consulta externa,personas de 60 anos y mas,2010-01-01,71,161,1,8,72,169,241
REYES,consulta externa,personas de 60 anos y mas,2010-01-01,133,135,66,50,199,185,384
RIBERALTA,consulta externa,personas de 60 anos y mas,2010-01-01,447,443,24,22,471,465,936
ROBORE,consulta externa,personas de 60 anos y mas,2010-01-01,148,208,87,101,235,309,544
RURRENABAQUE,consulta externa,personas de 60 anos y mas,2010-01-01,100,183,71,146,171,329,500
SABAYA,consulta externa,personas de 60 anos y mas,2010-01-01,35,38,1,1,36,39,75
SACABA,consulta externa,personas de 60 anos y mas,2010-01-01,237,309,151,204,388,513,901
SACABAMBA,consulta externa,personas de 60 anos y mas,2010-01-01,15,21,19,34,34,55,89
SACACA,consulta externa,personas de 60 anos y mas,2010-01-01,21,50,1,1,22,51,73
SAIPINA,consulta externa,personas de 60 anos y mas,2010-01-01,12,24,0,2,12,26,38
SALINAS DE GARCI MENDOZA,consulta externa,personas de 60 anos y mas,2010-01-01,44,33,2,1,46,34,80
SAMAIPATA,consulta externa,personas de 60 anos y mas,2010-01-01,56,61,1,1,57,62,119
SAN AGUSTIN,consulta externa,personas de 60 anos y mas,2010-01-01,10,20,0,0,10,20,30
SAN ANDRES,consulta externa,personas de 60 anos y mas,2010-01-01,16,9,3,6,19,15,34
SAN ANDRES DE MACHACA,consulta externa,personas de 60 anos y mas,2010-01-01,85,92,17,11,102,103,205
SAN ANTONIO DE ESMORUCO,consulta externa,personas de 60 anos y mas,2010-01-01,5,11,0,2,5,13,18
SAN ANTONIO DE LOMERIO,consulta externa,personas de 60 anos y mas,2010-01-01,42,77,1,5,43,82,125
SAN BENITO,consulta externa,personas de 60 anos y mas,2010-01-01,47,74,15,21,62,95,157
SAN BORJA,consulta externa,personas de 60 anos y mas,2010-01-01,223,230,70,75,293,305,598
SAN BUENA VENTURA,consulta externa,personas de 60 anos y mas,2010-01-01,74,54,5,5,79,59,138
SAN CARLOS,consulta externa,personas de 60 anos y mas,2010-01-01,283,77,31,71,314,148,462
SAN IGNACIO,consulta externa,personas de 60 anos y mas,2010-01-01,130,129,66,69,196,198,394
SAN IGNACIO DE VELASCO,consulta externa,personas de 60 anos y mas,2010-01-01,216,310,81,105,297,415,712
SAN JAVIER(BNI),consulta externa,personas de 60 anos y mas,2010-01-01,16,17,0,0,16,17,33
SAN JAVIER(STC),consulta externa,personas de 60 anos y mas,2010-01-01,32,32,1,5,33,37,70
SAN JOAQUIN,consulta externa,personas de 60 anos y mas,2010-01-01,103,115,15,12,118,127,245
SAN JOSE DE CHIQUITOS,consulta externa,personas de 60 anos y mas,2010-01-01,82,110,2,5,84,115,199
SAN JUAN DE YAPACANI,consulta externa,personas de 60 anos y mas,2010-01-01,55,92,8,18,63,110,173
SAN JULIAN,consulta externa,personas de 60 anos y mas,2010-01-01,57,83,0,1,57,84,141
SAN LORENZO(PND),consulta externa,personas de 60 anos y mas,2010-01-01,13,15,0,0,13,15,28
SAN LORENZO(TJA),consulta externa,personas de 60 anos y mas,2010-01-01,106,186,21,43,127,229,356
SAN LUCAS,consulta externa,personas de 60 anos y mas,2010-01-01,181,318,13,18,194,336,530
SAN MATIAS,consulta externa,personas de 60 anos y mas,2010-01-01,35,26,0,1,35,27,62
SAN MIGUEL DE VELASCO,consulta externa,personas de 60 anos y mas,2010-01-01,31,48,43,68,74,116,190
SAN PABLO DE LIPEZ,consulta externa,personas de 60 anos y mas,2010-01-01,27,27,4,3,31,30,61
SAN PEDRO,consulta externa,personas de 60 anos y mas,2010-01-01,97,71,7,0,104,71,175
SAN PEDRO DE BUENA VISTA,consulta externa,personas de 60 anos y mas,2010-01-01,20,37,1,0,21,37,58
SAN PEDRO DE CURAHUARA,consulta externa,personas de 60 anos y mas,2010-01-01,27,37,0,4,27,41,68
SAN PEDRO DE QUEMES,consulta externa,personas de 60 anos y mas,2010-01-01,5,6,0,0,5,6,11
SAN PEDRO DE TIQUINA,consulta externa,personas de 60 anos y mas,2010-01-01,63,68,12,5,75,73,148
SAN PEDRO(PND),consulta externa,personas de 60 anos y mas,2010-01-01,3,5,1,0,4,5,9
SAN RAFAEL,consulta externa,personas de 60 anos y mas,2010-01-01,27,28,1,3,28,31,59
SAN RAMON BENI,consulta externa,personas de 60 anos y mas,2010-01-01,160,168,21,16,181,184,365
SAN RAMON SCZ,consulta externa,personas de 60 anos y mas,2010-01-01,27,26,3,3,30,29,59
SANTA ANA,consulta externa,personas de 60 anos y mas,2010-01-01,111,49,94,175,205,224,429
SANTA CRUZ DE LA SIERRA,consulta externa,personas de 60 anos y mas,2010-01-01,8488,11481,3090,4286,11578,15767,27345
SANTA ROSA,consulta externa,personas de 60 anos y mas,2010-01-01,159,125,0,0,159,125,284
SANTA ROSA DEL SARA,consulta externa,personas de 60 anos y mas,2010-01-01,48,41,1,0,49,41,90
SANTIAGO DE CALLAPA,consulta externa,personas de 60 anos y mas,2010-01-01,17,43,0,2,17,45,62
SANTIAGO DE HUARI,consulta externa,personas de 60 anos y mas,2010-01-01,71,68,19,28,90,96,186
SANTIAGO DE HUATA,consulta externa,personas de 60 anos y mas,2010-01-01,48,31,13,11,61,42,103
SANTIAGO DE MACHACA,consulta externa,personas de 60 anos y mas,2010-01-01,39,71,0,0,39,71,110
SANTIVAÑES,consulta externa,personas de 60 anos y mas,2010-01-01,27,39,3,3,30,42,72
SANTUARIO DE QUILLACAS,consulta externa,personas de 60 anos y mas,2010-01-01,13,17,0,1,13,18,31
SAPAHAQUI,consulta externa,personas de 60 anos y mas,2010-01-01,80,77,8,13,88,90,178
SENA,consulta externa,personas de 60 anos y mas,2010-01-01,8,1,0,0,8,1,9
SHINAOTA,consulta externa,personas de 60 anos y mas,2010-01-01,60,44,4,3,64,47,111
SICA SICA (VILLA AROMA),consulta externa,personas de 60 anos y mas,2010-01-01,119,125,5,18,124,143,267
SICAYA,consulta externa,personas de 60 anos y mas,2010-01-01,12,31,2,1,14,32,46
SIPE SIPE,consulta externa,personas de 60 anos y mas,2010-01-01,31,33,1,5,32,38,70
SOPACHUY,consulta externa,personas de 60 anos y mas,2010-01-01,13,21,16,9,29,30,59
SORACACHI,consulta externa,personas de 60 anos y mas,2010-01-01,26,25,2,1,28,26,54
SORATA,consulta externa,personas de 60 anos y mas,2010-01-01,132,125,38,53,170,178,348
SUCRE,consulta externa,personas de 60 anos y mas,2010-01-01,2652,4469,1271,2153,3923,6622,10545
TACACHI,consulta externa,personas de 60 anos y mas,2010-01-01,1,12,3,0,4,12,16
TACACOMA,consulta externa,personas de 60 anos y mas,2010-01-01,74,45,6,2,80,47,127
TACOBAMBA,consulta externa,personas de 60 anos y mas,2010-01-01,37,81,0,0,37,81,118
TACOPAYA,consulta externa,personas de 60 anos y mas,2010-01-01,18,45,3,5,21,50,71
TAHUA,consulta externa,personas de 60 anos y mas,2010-01-01,10,6,2,1,12,7,19
TAPACARI,consulta externa,personas de 60 anos y mas,2010-01-01,36,55,5,2,41,57,98
TARABUCO,consulta externa,personas de 60 anos y mas,2010-01-01,121,206,30,33,151,239,390
