municipality,group,variable,month,AQV femenino,TOTAL
SOPACHUY,"anticoncepcion, prevencionde its y de cancer de cuello uterino",aqv femenino,2007-01-01,1,1
SUCRE,"anticoncepcion, prevencionde its y de cancer de cuello uterino",aqv femenino,2007-01-01,46,46
TARIJA,"anticoncepcion, prevencionde its y de cancer de cuello uterino",aqv femenino,2007-01-01,19,19
TARVITA,"anticoncepcion, prevencionde its y de cancer de cuello uterino",aqv femenino,2007-01-01,3,3
TIQUIPAYA,"anticoncepcion, prevencionde its y de cancer de cuello uterino",aqv femenino,2007-01-01,4,4
TRINIDAD,"anticoncepcion, prevencionde its y de cancer de cuello uterino",aqv femenino,2007-01-01,12,12
VALLEGRANDE,"anticoncepcion, prevencionde its y de cancer de cuello uterino",aqv femenino,2007-01-01,2,2
VILLA MONTES,"anticoncepcion, prevencionde its y de cancer de cuello uterino",aqv femenino,2007-01-01,7,7
VILLA TUNARI,"anticoncepcion, prevencionde its y de cancer de cuello uterino",aqv femenino,2007-01-01,4,4
WARNES,"anticoncepcion, prevencionde its y de cancer de cuello uterino",aqv femenino,2007-01-01,7,7
ASCENCION DE GUARAYOS,"anticoncepcion, prevencionde its y de cancer de cuello uterino",aqv femenino,2007-02-01,1,1
ATOCHA,"anticoncepcion, prevencionde its y de cancer de cuello uterino",aqv femenino,2007-02-01,1,1
BETANZOS,"anticoncepcion, prevencionde its y de cancer de cuello uterino",aqv femenino,2007-02-01,2,2
CAMARGO,"anticoncepcion, prevencionde its y de cancer de cuello uterino",aqv femenino,2007-02-01,10,10
CHARAGUA,"anticoncepcion, prevencionde its y de cancer de cuello uterino",aqv femenino,2007-02-01,2,2
COBIJA,"anticoncepcion, prevencionde its y de cancer de cuello uterino",aqv femenino,2007-02-01,5,5
COCHABAMBA,"anticoncepcion, prevencionde its y de cancer de cuello uterino",aqv femenino,2007-02-01,13,13
COLCAPIRHUA,"anticoncepcion, prevencionde its y de cancer de cuello uterino",aqv femenino,2007-02-01,1,1
COMARAPA,"anticoncepcion, prevencionde its y de cancer de cuello uterino",aqv femenino,2007-02-01,1,1
CONCEPCION,"anticoncepcion, prevencionde its y de cancer de cuello uterino",aqv femenino,2007-02-01,5,5
COTOCA,"anticoncepcion, prevencionde its y de cancer de cuello uterino",aqv femenino,2007-02-01,6,6
EL ALTO,"anticoncepcion, prevencionde its y de cancer de cuello uterino",aqv femenino,2007-02-01,5,5
EL TORNO,"anticoncepcion, prevencionde its y de cancer de cuello uterino",aqv femenino,2007-02-01,6,6
GUAYARAMERIN,"anticoncepcion, prevencionde its y de cancer de cuello uterino",aqv femenino,2007-02-01,8,8
LA PAZ,"anticoncepcion, prevencionde its y de cancer de cuello uterino",aqv femenino,2007-02-01,6,6
LLALLAGUA,"anticoncepcion, prevencionde its y de cancer de cuello uterino",aqv femenino,2007-02-01,2,2
MAGDALENA,"anticoncepcion, prevencionde its y de cancer de cuello uterino",aqv femenino,2007-02-01,1,1
MAIRANA,"anticoncepcion, prevencionde its y de cancer de cuello uterino",aqv femenino,2007-02-01,3,3
MONTEAGUDO,"anticoncepcion, prevencionde its y de cancer de cuello uterino",aqv femenino,2007-02-01,4,4
ORURO,"anticoncepcion, prevencionde its y de cancer de cuello uterino",aqv femenino,2007-02-01,7,7
PADILLA,"anticoncepcion, prevencionde its y de cancer de cuello uterino",aqv femenino,2007-02-01,10,10
PORTACHUELO,"anticoncepcion, prevencionde its y de cancer de cuello uterino",aqv femenino,2007-02-01,3,3
POTOSI,"anticoncepcion, prevencionde its y de cancer de cuello uterino",aqv femenino,2007-02-01,4,4
PUERTO VILLARROEL,"anticoncepcion, prevencionde its y de cancer de cuello uterino",aqv femenino,2007-02-01,2,2
PUNATA,"anticoncepcion, prevencionde its y de cancer de cuello uterino",aqv femenino,2007-02-01,1,1
SACABA,"anticoncepcion, prevencionde its y de cancer de cuello uterino",aqv femenino,2007-02-01,3,3
SAN BORJA,"anticoncepcion, prevencionde its y de cancer de cuello uterino",aqv femenino,2007-02-01,4,4
SAN BUENA VENTURA,"anticoncepcion, prevencionde its y de cancer de cuello uterino",aqv femenino,2007-02-01,2,2
SAN IGNACIO,"anticoncepcion, prevencionde its y de cancer de cuello uterino",aqv femenino,2007-02-01,15,15
SAN IGNACIO DE VELASCO,"anticoncepcion, prevencionde its y de cancer de cuello uterino",aqv femenino,2007-02-01,2,2
SAN JULIAN,"anticoncepcion, prevencionde its y de cancer de cuello uterino",aqv femenino,2007-02-01,4,4
SAN LUCAS,"anticoncepcion, prevencionde its y de cancer de cuello uterino",aqv femenino,2007-02-01,5,5
SANTA ANA,"anticoncepcion, prevencionde its y de cancer de cuello uterino",aqv femenino,2007-02-01,1,1
SANTA CRUZ DE LA SIERRA,"anticoncepcion, prevencionde its y de cancer de cuello uterino",aqv femenino,2007-02-01,106,106
SIPE SIPE,"anticoncepcion, prevencionde its y de cancer de cuello uterino",aqv femenino,2007-02-01,3,3
SUCRE,"anticoncepcion, prevencionde its y de cancer de cuello uterino",aqv femenino,2007-02-01,32,32
TARIJA,"anticoncepcion, prevencionde its y de cancer de cuello uterino",aqv femenino,2007-02-01,15,15
TARVITA,"anticoncepcion, prevencionde its y de cancer de cuello uterino",aqv femenino,2007-02-01,2,2
TRINIDAD,"anticoncepcion, prevencionde its y de cancer de cuello uterino",aqv femenino,2007-02-01,23,23
UYUNI,"anticoncepcion, prevencionde its y de cancer de cuello uterino",aqv femenino,2007-02-01,5,5
VALLEGRANDE,"anticoncepcion, prevencionde its y de cancer de cuello uterino",aqv femenino,2007-02-01,1,1
VILLA MONTES,"anticoncepcion, prevencionde its y de cancer de cuello uterino",aqv femenino,2007-02-01,9,9
VILLA TUNARI,"anticoncepcion, prevencionde its y de cancer de cuello uterino",aqv femenino,2007-02-01,4,4
VILLAZON,"anticoncepcion, prevencionde its y de cancer de cuello uterino",aqv femenino,2007-02-01,2,2
WARNES,"anticoncepcion, prevencionde its y de cancer de cuello uterino",aqv femenino,2007-02-01,3,3
YACUIBA,"anticoncepcion, prevencionde its y de cancer de cuello uterino",aqv femenino,2007-02-01,1,1
ZUDAÑEZ,"anticoncepcion, prevencionde its y de cancer de cuello uterino",aqv femenino,2007-02-01,1,1
ASCENCION DE GUARAYOS,"anticoncepcion, prevencionde its y de cancer de cuello uterino",aqv femenino,2007-03-01,3,3
ATOCHA,"anticoncepcion, prevencionde its y de cancer de cuello uterino",aqv femenino,2007-03-01,1,1
AYOPAYA (V. DE INDEPENDENCIA),"anticoncepcion, prevencionde its y de cancer de cuello uterino",aqv femenino,2007-03-01,2,2
AZURDUY,"anticoncepcion, prevencionde its y de cancer de cuello uterino",aqv femenino,2007-03-01,1,1
BERMEJO,"anticoncepcion, prevencionde its y de cancer de cuello uterino",aqv femenino,2007-03-01,1,1
BETANZOS,"anticoncepcion, prevencionde its y de cancer de cuello uterino",aqv femenino,2007-03-01,1,1
CAMARGO,"anticoncepcion, prevencionde its y de cancer de cuello uterino",aqv femenino,2007-03-01,3,3
CAMIRI,"anticoncepcion, prevencionde its y de cancer de cuello uterino",aqv femenino,2007-03-01,4,4
CHARAGUA,"anticoncepcion, prevencionde its y de cancer de cuello uterino",aqv femenino,2007-03-01,2,2
COBIJA,"anticoncepcion, prevencionde its y de cancer de cuello uterino",aqv femenino,2007-03-01,6,6
COCHABAMBA,"anticoncepcion, prevencionde its y de cancer de cuello uterino",aqv femenino,2007-03-01,10,10
COMARAPA,"anticoncepcion, prevencionde its y de cancer de cuello uterino",aqv femenino,2007-03-01,1,1
CULPINA,"anticoncepcion, prevencionde its y de cancer de cuello uterino",aqv femenino,2007-03-01,2,2
EL ALTO,"anticoncepcion, prevencionde its y de cancer de cuello uterino",aqv femenino,2007-03-01,3,3
EL TORNO,"anticoncepcion, prevencionde its y de cancer de cuello uterino",aqv femenino,2007-03-01,12,12
GUAYARAMERIN,"anticoncepcion, prevencionde its y de cancer de cuello uterino",aqv femenino,2007-03-01,2,2
HUANUNI,"anticoncepcion, prevencionde its y de cancer de cuello uterino",aqv femenino,2007-03-01,1,1
LA PAZ,"anticoncepcion, prevencionde its y de cancer de cuello uterino",aqv femenino,2007-03-01,5,5
LLALLAGUA,"anticoncepcion, prevencionde its y de cancer de cuello uterino",aqv femenino,2007-03-01,1,1
MAGDALENA,"anticoncepcion, prevencionde its y de cancer de cuello uterino",aqv femenino,2007-03-01,3,3
MAIRANA,"anticoncepcion, prevencionde its y de cancer de cuello uterino",aqv femenino,2007-03-01,3,3
MONTEAGUDO,"anticoncepcion, prevencionde its y de cancer de cuello uterino",aqv femenino,2007-03-01,2,2
ORURO,"anticoncepcion, prevencionde its y de cancer de cuello uterino",aqv femenino,2007-03-01,2,2
PADILLA,"anticoncepcion, prevencionde its y de cancer de cuello uterino",aqv femenino,2007-03-01,3,3
PORTACHUELO,"anticoncepcion, prevencionde its y de cancer de cuello uterino",aqv femenino,2007-03-01,2,2
POTOSI,"anticoncepcion, prevencionde its y de cancer de cuello uterino",aqv femenino,2007-03-01,3,3
PUERTO SUAREZ,"anticoncepcion, prevencionde its y de cancer de cuello uterino",aqv femenino,2007-03-01,2,2
PUERTO VILLARROEL,"anticoncepcion, prevencionde its y de cancer de cuello uterino",aqv femenino,2007-03-01,6,6
QUILLACOLLO,"anticoncepcion, prevencionde its y de cancer de cuello uterino",aqv femenino,2007-03-01,1,1
SACABA,"anticoncepcion, prevencionde its y de cancer de cuello uterino",aqv femenino,2007-03-01,6,6
SAN BORJA,"anticoncepcion, prevencionde its y de cancer de cuello uterino",aqv femenino,2007-03-01,1,1
SAN BUENA VENTURA,"anticoncepcion, prevencionde its y de cancer de cuello uterino",aqv femenino,2007-03-01,1,1
SAN IGNACIO DE VELASCO,"anticoncepcion, prevencionde its y de cancer de cuello uterino",aqv femenino,2007-03-01,7,7
SAN JULIAN,"anticoncepcion, prevencionde its y de cancer de cuello uterino",aqv femenino,2007-03-01,2,2
SAN LUCAS,"anticoncepcion, prevencionde its y de cancer de cuello uterino",aqv femenino,2007-03-01,1,1
SANTA ANA,"anticoncepcion, prevencionde its y de cancer de cuello uterino",aqv femenino,2007-03-01,2,2
SANTA CRUZ DE LA SIERRA,"anticoncepcion, prevencionde its y de cancer de cuello uterino",aqv femenino,2007-03-01,190,190
SIPE SIPE,"anticoncepcion, prevencionde its y de cancer de cuello uterino",aqv femenino,2007-03-01,1,1
SOPACHUY,"anticoncepcion, prevencionde its y de cancer de cuello uterino",aqv femenino,2007-03-01,2,2
SUCRE,"anticoncepcion, prevencionde its y de cancer de cuello uterino",aqv femenino,2007-03-01,51,51
TARIJA,"anticoncepcion, prevencionde its y de cancer de cuello uterino",aqv femenino,2007-03-01,14,14
TRINIDAD,"anticoncepcion, prevencionde its y de cancer de cuello uterino",aqv femenino,2007-03-01,6,6
VALLEGRANDE,"anticoncepcion, prevencionde its y de cancer de cuello uterino",aqv femenino,2007-03-01,4,4
VILLA MONTES,"anticoncepcion, prevencionde its y de cancer de cuello uterino",aqv femenino,2007-03-01,3,3
VILLA TUNARI,"anticoncepcion, prevencionde its y de cancer de cuello uterino",aqv femenino,2007-03-01,1,1
VILLAZON,"anticoncepcion, prevencionde its y de cancer de cuello uterino",aqv femenino,2007-03-01,2,2
WARNES,"anticoncepcion, prevencionde its y de cancer de cuello uterino",aqv femenino,2007-03-01,8,8
ACHACACHI,"anticoncepcion, prevencionde its y de cancer de cuello uterino",aqv femenino,2007-04-01,2,2
ASCENCION DE GUARAYOS,"anticoncepcion, prevencionde its y de cancer de cuello uterino",aqv femenino,2007-04-01,4,4
AYOPAYA (V. DE INDEPENDENCIA),"anticoncepcion, prevencionde its y de cancer de cuello uterino",aqv femenino,2007-04-01,1,1
BERMEJO,"anticoncepcion, prevencionde its y de cancer de cuello uterino",aqv femenino,2007-04-01,1,1
CAMARGO,"anticoncepcion, prevencionde its y de cancer de cuello uterino",aqv femenino,2007-04-01,1,1
CAMIRI,"anticoncepcion, prevencionde its y de cancer de cuello uterino",aqv femenino,2007-04-01,3,3
CHALLAPATA,"anticoncepcion, prevencionde its y de cancer de cuello uterino",aqv femenino,2007-04-01,1,1
CHARAGUA,"anticoncepcion, prevencionde its y de cancer de cuello uterino",aqv femenino,2007-04-01,1,1
CHULUMANI (V. DE LA LIBERTAD),"anticoncepcion, prevencionde its y de cancer de cuello uterino",aqv femenino,2007-04-01,1,1
COBIJA,"anticoncepcion, prevencionde its y de cancer de cuello uterino",aqv femenino,2007-04-01,6,6
COCHABAMBA,"anticoncepcion, prevencionde its y de cancer de cuello uterino",aqv femenino,2007-04-01,14,14
CONCEPCION,"anticoncepcion, prevencionde its y de cancer de cuello uterino",aqv femenino,2007-04-01,6,6
COTOCA,"anticoncepcion, prevencionde its y de cancer de cuello uterino",aqv femenino,2007-04-01,4,4
CULPINA,"anticoncepcion, prevencionde its y de cancer de cuello uterino",aqv femenino,2007-04-01,1,1
EL ALTO,"anticoncepcion, prevencionde its y de cancer de cuello uterino",aqv femenino,2007-04-01,1,1
LA PAZ,"anticoncepcion, prevencionde its y de cancer de cuello uterino",aqv femenino,2007-04-01,13,13
MAIRANA,"anticoncepcion, prevencionde its y de cancer de cuello uterino",aqv femenino,2007-04-01,4,4
MONTEAGUDO,"anticoncepcion, prevencionde its y de cancer de cuello uterino",aqv femenino,2007-04-01,4,4
ORURO,"anticoncepcion, prevencionde its y de cancer de cuello uterino",aqv femenino,2007-04-01,7,7
POTOSI,"anticoncepcion, prevencionde its y de cancer de cuello uterino",aqv femenino,2007-04-01,3,3
PUERTO VILLARROEL,"anticoncepcion, prevencionde its y de cancer de cuello uterino",aqv femenino,2007-04-01,1,1
PUNATA,"anticoncepcion, prevencionde its y de cancer de cuello uterino",aqv femenino,2007-04-01,1,1
QUILLACOLLO,"anticoncepcion, prevencionde its y de cancer de cuello uterino",aqv femenino,2007-04-01,2,2
SAN BORJA,"anticoncepcion, prevencionde its y de cancer de cuello uterino",aqv femenino,2007-04-01,1,1
SAN IGNACIO DE VELASCO,"anticoncepcion, prevencionde its y de cancer de cuello uterino",aqv femenino,2007-04-01,6,6
SAN JULIAN,"anticoncepcion, prevencionde its y de cancer de cuello uterino",aqv femenino,2007-04-01,1,1
SAN LUCAS,"anticoncepcion, prevencionde its y de cancer de cuello uterino",aqv femenino,2007-04-01,4,4
SANTA ANA,"anticoncepcion, prevencionde its y de cancer de cuello uterino",aqv femenino,2007-04-01,1,1
SANTA CRUZ DE LA SIERRA,"anticoncepcion, prevencionde its y de cancer de cuello uterino",aqv femenino,2007-04-01,117,117
SANTA ROSA,"anticoncepcion, prevencionde its y de cancer de cuello uterino",aqv femenino,2007-04-01,3,3
SOPACHUY,"anticoncepcion, prevencionde its y de cancer de cuello uterino",aqv femenino,2007-04-01,1,1
SUCRE,"anticoncepcion, prevencionde its y de cancer de cuello uterino",aqv femenino,2007-04-01,53,53
TARIJA,"anticoncepcion, prevencionde its y de cancer de cuello uterino",aqv femenino,2007-04-01,21,21
TIQUIPAYA,"anticoncepcion, prevencionde its y de cancer de cuello uterino",aqv femenino,2007-04-01,2,2
TRINIDAD,"anticoncepcion, prevencionde its y de cancer de cuello uterino",aqv femenino,2007-04-01,8,8
VALLEGRANDE,"anticoncepcion, prevencionde its y de cancer de cuello uterino",aqv femenino,2007-04-01,1,1
VILLA TUNARI,"anticoncepcion, prevencionde its y de cancer de cuello uterino",aqv femenino,2007-04-01,5,5
VILLAZON,"anticoncepcion, prevencionde its y de cancer de cuello uterino",aqv femenino,2007-04-01,4,4
WARNES,"anticoncepcion, prevencionde its y de cancer de cuello uterino",aqv femenino,2007-04-01,10,10
YACUIBA,"anticoncepcion, prevencionde its y de cancer de cuello uterino",aqv femenino,2007-04-01,1,1
ASCENCION DE GUARAYOS,"anticoncepcion, prevencionde its y de cancer de cuello uterino",aqv femenino,2007-05-01,2,2
AYOPAYA (V. DE INDEPENDENCIA),"anticoncepcion, prevencionde its y de cancer de cuello uterino",aqv femenino,2007-05-01,2,2
AZURDUY,"anticoncepcion, prevencionde its y de cancer de cuello uterino",aqv femenino,2007-05-01,1,1
BERMEJO,"anticoncepcion, prevencionde its y de cancer de cuello uterino",aqv femenino,2007-05-01,2,2
BETANZOS,"anticoncepcion, prevencionde its y de cancer de cuello uterino",aqv femenino,2007-05-01,2,2
CAMARGO,"anticoncepcion, prevencionde its y de cancer de cuello uterino",aqv femenino,2007-05-01,1,1
CAMIRI,"anticoncepcion, prevencionde its y de cancer de cuello uterino",aqv femenino,2007-05-01,7,7
CHARAGUA,"anticoncepcion, prevencionde its y de cancer de cuello uterino",aqv femenino,2007-05-01,2,2
COBIJA,"anticoncepcion, prevencionde its y de cancer de cuello uterino",aqv femenino,2007-05-01,2,2
COCHABAMBA,"anticoncepcion, prevencionde its y de cancer de cuello uterino",aqv femenino,2007-05-01,14,14
CONCEPCION,"anticoncepcion, prevencionde its y de cancer de cuello uterino",aqv femenino,2007-05-01,8,8
COTOCA,"anticoncepcion, prevencionde its y de cancer de cuello uterino",aqv femenino,2007-05-01,2,2
EL ALTO,"anticoncepcion, prevencionde its y de cancer de cuello uterino",aqv femenino,2007-05-01,6,6
EL TORNO,"anticoncepcion, prevencionde its y de cancer de cuello uterino",aqv femenino,2007-05-01,1,1
LA PAZ,"anticoncepcion, prevencionde its y de cancer de cuello uterino",aqv femenino,2007-05-01,16,16
MAGDALENA,"anticoncepcion, prevencionde its y de cancer de cuello uterino",aqv femenino,2007-05-01,2,2
MONTEAGUDO,"anticoncepcion, prevencionde its y de cancer de cuello uterino",aqv femenino,2007-05-01,6,6
MONTERO,"anticoncepcion, prevencionde its y de cancer de cuello uterino",aqv femenino,2007-05-01,4,4
ORURO,"anticoncepcion, prevencionde its y de cancer de cuello uterino",aqv femenino,2007-05-01,9,9
PADILLA,"anticoncepcion, prevencionde its y de cancer de cuello uterino",aqv femenino,2007-05-01,1,1
PORTACHUELO,"anticoncepcion, prevencionde its y de cancer de cuello uterino",aqv femenino,2007-05-01,1,1
POTOSI,"anticoncepcion, prevencionde its y de cancer de cuello uterino",aqv femenino,2007-05-01,5,5
PUERTO SUAREZ,"anticoncepcion, prevencionde its y de cancer de cuello uterino",aqv femenino,2007-05-01,2,2
PUERTO VILLARROEL,"anticoncepcion, prevencionde its y de cancer de cuello uterino",aqv femenino,2007-05-01,7,7
PUNATA,"anticoncepcion, prevencionde its y de cancer de cuello uterino",aqv femenino,2007-05-01,1,1
SAN IGNACIO DE VELASCO,"anticoncepcion, prevencionde its y de cancer de cuello uterino",aqv femenino,2007-05-01,9,9
SAN JULIAN,"anticoncepcion, prevencionde its y de cancer de cuello uterino",aqv femenino,2007-05-01,2,2
SAN LUCAS,"anticoncepcion, prevencionde its y de cancer de cuello uterino",aqv femenino,2007-05-01,2,2
SAN MATIAS,"anticoncepcion, prevencionde its y de cancer de cuello uterino",aqv femenino,2007-05-01,5,5
SANTA ANA,"anticoncepcion, prevencionde its y de cancer de cuello uterino",aqv femenino,2007-05-01,2,2
SANTA CRUZ DE LA SIERRA,"anticoncepcion, prevencionde its y de cancer de cuello uterino",aqv femenino,2007-05-01,122,122
SIPE SIPE,"anticoncepcion, prevencionde its y de cancer de cuello uterino",aqv femenino,2007-05-01,1,1
SOPACHUY,"anticoncepcion, prevencionde its y de cancer de cuello uterino",aqv femenino,2007-05-01,1,1
SUCRE,"anticoncepcion, prevencionde its y de cancer de cuello uterino",aqv femenino,2007-05-01,46,46
TARIJA,"anticoncepcion, prevencionde its y de cancer de cuello uterino",aqv femenino,2007-05-01,16,16
TIQUIPAYA,"anticoncepcion, prevencionde its y de cancer de cuello uterino",aqv femenino,2007-05-01,3,3
UYUNI,"anticoncepcion, prevencionde its y de cancer de cuello uterino",aqv femenino,2007-05-01,1,1
VALLEGRANDE,"anticoncepcion, prevencionde its y de cancer de cuello uterino",aqv femenino,2007-05-01,4,4
VILLA TUNARI,"anticoncepcion, prevencionde its y de cancer de cuello uterino",aqv femenino,2007-05-01,6,6
VILLAZON,"anticoncepcion, prevencionde its y de cancer de cuello uterino",aqv femenino,2007-05-01,2,2
WARNES,"anticoncepcion, prevencionde its y de cancer de cuello uterino",aqv femenino,2007-05-01,14,14
ACHACACHI,"anticoncepcion, prevencionde its y de cancer de cuello uterino",aqv femenino,2007-06-01,5,5
ASCENCION DE GUARAYOS,"anticoncepcion, prevencionde its y de cancer de cuello uterino",aqv femenino,2007-06-01,2,2
AYOPAYA (V. DE INDEPENDENCIA),"anticoncepcion, prevencionde its y de cancer de cuello uterino",aqv femenino,2007-06-01,1,1
BAURES,"anticoncepcion, prevencionde its y de cancer de cuello uterino",aqv femenino,2007-06-01,1,1
BERMEJO,"anticoncepcion, prevencionde its y de cancer de cuello uterino",aqv femenino,2007-06-01,2,2
CAMARGO,"anticoncepcion, prevencionde its y de cancer de cuello uterino",aqv femenino,2007-06-01,10,10
CAMIRI,"anticoncepcion, prevencionde its y de cancer de cuello uterino",aqv femenino,2007-06-01,4,4
CHARAGUA,"anticoncepcion, prevencionde its y de cancer de cuello uterino",aqv femenino,2007-06-01,5,5
COBIJA,"anticoncepcion, prevencionde its y de cancer de cuello uterino",aqv femenino,2007-06-01,9,9
COCHABAMBA,"anticoncepcion, prevencionde its y de cancer de cuello uterino",aqv femenino,2007-06-01,8,8
COMARAPA,"anticoncepcion, prevencionde its y de cancer de cuello uterino",aqv femenino,2007-06-01,3,3
CONCEPCION,"anticoncepcion, prevencionde its y de cancer de cuello uterino",aqv femenino,2007-06-01,14,14
CULPINA,"anticoncepcion, prevencionde its y de cancer de cuello uterino",aqv femenino,2007-06-01,2,2
EL ALTO,"anticoncepcion, prevencionde its y de cancer de cuello uterino",aqv femenino,2007-06-01,4,4
EL TORNO,"anticoncepcion, prevencionde its y de cancer de cuello uterino",aqv femenino,2007-06-01,15,15
LA PAZ,"anticoncepcion, prevencionde its y de cancer de cuello uterino",aqv femenino,2007-06-01,11,11
MAGDALENA,"anticoncepcion, prevencionde its y de cancer de cuello uterino",aqv femenino,2007-06-01,1,1
MAIRANA,"anticoncepcion, prevencionde its y de cancer de cuello uterino",aqv femenino,2007-06-01,2,2
MONTEAGUDO,"anticoncepcion, prevencionde its y de cancer de cuello uterino",aqv femenino,2007-06-01,6,6
MONTERO,"anticoncepcion, prevencionde its y de cancer de cuello uterino",aqv femenino,2007-06-01,7,7
ORURO,"anticoncepcion, prevencionde its y de cancer de cuello uterino",aqv femenino,2007-06-01,4,4
PORTACHUELO,"anticoncepcion, prevencionde its y de cancer de cuello uterino",aqv femenino,2007-06-01,2,2
POTOSI,"anticoncepcion, prevencionde its y de cancer de cuello uterino",aqv femenino,2007-06-01,2,2
PUERTO SUAREZ,"anticoncepcion, prevencionde its y de cancer de cuello uterino",aqv femenino,2007-06-01,5,5
PUERTO VILLARROEL,"anticoncepcion, prevencionde its y de cancer de cuello uterino",aqv femenino,2007-06-01,4,4
PUNATA,"anticoncepcion, prevencionde its y de cancer de cuello uterino",aqv femenino,2007-06-01,3,3
QUILLACOLLO,"anticoncepcion, prevencionde its y de cancer de cuello uterino",aqv femenino,2007-06-01,5,5
REYES,"anticoncepcion, prevencionde its y de cancer de cuello uterino",aqv femenino,2007-06-01,1,1
SACABA,"anticoncepcion, prevencionde its y de cancer de cuello uterino",aqv femenino,2007-06-01,2,2
SAN BORJA,"anticoncepcion, prevencionde its y de cancer de cuello uterino",aqv femenino,2007-06-01,1,1
