municipality,group,variable,month,Neumonías,TOTAL
SOPACHUY,diagnostico de egreso en menores de 5 anos,neumonias,2006-01-01,2,2
SUCRE,diagnostico de egreso en menores de 5 anos,neumonias,2006-01-01,9,9
TARIJA,diagnostico de egreso en menores de 5 anos,neumonias,2006-01-01,6,6
TIPUANI,diagnostico de egreso en menores de 5 anos,neumonias,2006-01-01,2,2
TIQUIPAYA,diagnostico de egreso en menores de 5 anos,neumonias,2006-01-01,1,1
TIRAQUE (CBBA),diagnostico de egreso en menores de 5 anos,neumonias,2006-01-01,21,21
TRINIDAD,diagnostico de egreso en menores de 5 anos,neumonias,2006-01-01,6,6
TUPIZA,diagnostico de egreso en menores de 5 anos,neumonias,2006-01-01,21,21
UNCIA,diagnostico de egreso en menores de 5 anos,neumonias,2006-01-01,6,6
URUBICHA,diagnostico de egreso en menores de 5 anos,neumonias,2006-01-01,1,1
VALLEGRANDE,diagnostico de egreso en menores de 5 anos,neumonias,2006-01-01,2,2
VILLA MONTES,diagnostico de egreso en menores de 5 anos,neumonias,2006-01-01,2,2
VILLA TUNARI,diagnostico de egreso en menores de 5 anos,neumonias,2006-01-01,6,6
VILLAZON,diagnostico de egreso en menores de 5 anos,neumonias,2006-01-01,6,6
VINTO,diagnostico de egreso en menores de 5 anos,neumonias,2006-01-01,2,2
WARNES,diagnostico de egreso en menores de 5 anos,neumonias,2006-01-01,4,4
YACUIBA,diagnostico de egreso en menores de 5 anos,neumonias,2006-01-01,25,25
YAPACANI,diagnostico de egreso en menores de 5 anos,neumonias,2006-01-01,7,7
AIQUILE,diagnostico de egreso en menores de 5 anos,neumonias,2006-02-01,1,1
APOLO,diagnostico de egreso en menores de 5 anos,neumonias,2006-02-01,1,1
ASCENCION DE GUARAYOS,diagnostico de egreso en menores de 5 anos,neumonias,2006-02-01,7,7
ATOCHA,diagnostico de egreso en menores de 5 anos,neumonias,2006-02-01,1,1
AYOPAYA (V. DE INDEPENDENCIA),diagnostico de egreso en menores de 5 anos,neumonias,2006-02-01,3,3
BAURES,diagnostico de egreso en menores de 5 anos,neumonias,2006-02-01,1,1
BERMEJO,diagnostico de egreso en menores de 5 anos,neumonias,2006-02-01,2,2
BUENA VISTA,diagnostico de egreso en menores de 5 anos,neumonias,2006-02-01,3,3
CABEZAS,diagnostico de egreso en menores de 5 anos,neumonias,2006-02-01,3,3
CAMIRI,diagnostico de egreso en menores de 5 anos,neumonias,2006-02-01,13,13
CAPINOTA,diagnostico de egreso en menores de 5 anos,neumonias,2006-02-01,2,2
CARANAVI,diagnostico de egreso en menores de 5 anos,neumonias,2006-02-01,2,2
CHALLAPATA,diagnostico de egreso en menores de 5 anos,neumonias,2006-02-01,1,1
CHARAGUA,diagnostico de egreso en menores de 5 anos,neumonias,2006-02-01,3,3
CHULUMANI (V. DE LA LIBERTAD),diagnostico de egreso en menores de 5 anos,neumonias,2006-02-01,1,1
COBIJA,diagnostico de egreso en menores de 5 anos,neumonias,2006-02-01,11,11
COCHABAMBA,diagnostico de egreso en menores de 5 anos,neumonias,2006-02-01,50,50
COLCAPIRHUA,diagnostico de egreso en menores de 5 anos,neumonias,2006-02-01,1,1
COMARAPA,diagnostico de egreso en menores de 5 anos,neumonias,2006-02-01,1,1
CONCEPCION,diagnostico de egreso en menores de 5 anos,neumonias,2006-02-01,8,8
COROICO,diagnostico de egreso en menores de 5 anos,neumonias,2006-02-01,3,3
COTAGAITA,diagnostico de egreso en menores de 5 anos,neumonias,2006-02-01,1,1
COTOCA,diagnostico de egreso en menores de 5 anos,neumonias,2006-02-01,1,1
CULPINA,diagnostico de egreso en menores de 5 anos,neumonias,2006-02-01,1,1
EL ALTO,diagnostico de egreso en menores de 5 anos,neumonias,2006-02-01,49,49
EL TORNO,diagnostico de egreso en menores de 5 anos,neumonias,2006-02-01,1,1
GUAYARAMERIN,diagnostico de egreso en menores de 5 anos,neumonias,2006-02-01,2,2
HUANUNI,diagnostico de egreso en menores de 5 anos,neumonias,2006-02-01,3,3
INCAHUASI,diagnostico de egreso en menores de 5 anos,neumonias,2006-02-01,1,1
LA ASUNTA,diagnostico de egreso en menores de 5 anos,neumonias,2006-02-01,1,1
LA GUARDIA,diagnostico de egreso en menores de 5 anos,neumonias,2006-02-01,3,3
LA PAZ,diagnostico de egreso en menores de 5 anos,neumonias,2006-02-01,40,40
LLALLAGUA,diagnostico de egreso en menores de 5 anos,neumonias,2006-02-01,6,6
LORETO,diagnostico de egreso en menores de 5 anos,neumonias,2006-02-01,1,1
MAGDALENA,diagnostico de egreso en menores de 5 anos,neumonias,2006-02-01,3,3
MIZQUE,diagnostico de egreso en menores de 5 anos,neumonias,2006-02-01,1,1
MONTEAGUDO,diagnostico de egreso en menores de 5 anos,neumonias,2006-02-01,1,1
MONTERO,diagnostico de egreso en menores de 5 anos,neumonias,2006-02-01,40,40
ORURO,diagnostico de egreso en menores de 5 anos,neumonias,2006-02-01,11,11
PADILLA,diagnostico de egreso en menores de 5 anos,neumonias,2006-02-01,6,6
POTOSI,diagnostico de egreso en menores de 5 anos,neumonias,2006-02-01,147,147
PUERTO QUIJARRO,diagnostico de egreso en menores de 5 anos,neumonias,2006-02-01,1,1
PUERTO RICO,diagnostico de egreso en menores de 5 anos,neumonias,2006-02-01,2,2
PUERTO VILLARROEL,diagnostico de egreso en menores de 5 anos,neumonias,2006-02-01,6,6
PUNATA,diagnostico de egreso en menores de 5 anos,neumonias,2006-02-01,8,8
QUILLACOLLO,diagnostico de egreso en menores de 5 anos,neumonias,2006-02-01,6,6
RIBERALTA,diagnostico de egreso en menores de 5 anos,neumonias,2006-02-01,7,7
ROBORE,diagnostico de egreso en menores de 5 anos,neumonias,2006-02-01,1,1
RURRENABAQUE,diagnostico de egreso en menores de 5 anos,neumonias,2006-02-01,2,2
SACABA,diagnostico de egreso en menores de 5 anos,neumonias,2006-02-01,49,49
SACACA,diagnostico de egreso en menores de 5 anos,neumonias,2006-02-01,2,2
SAMAIPATA,diagnostico de egreso en menores de 5 anos,neumonias,2006-02-01,1,1
SAN ANTONIO DE LOMERIO,diagnostico de egreso en menores de 5 anos,neumonias,2006-02-01,1,1
SAN BORJA,diagnostico de egreso en menores de 5 anos,neumonias,2006-02-01,1,1
SAN CARLOS,diagnostico de egreso en menores de 5 anos,neumonias,2006-02-01,20,20
SAN IGNACIO,diagnostico de egreso en menores de 5 anos,neumonias,2006-02-01,3,3
SAN IGNACIO DE VELASCO,diagnostico de egreso en menores de 5 anos,neumonias,2006-02-01,32,32
SAN JAVIER(STC),diagnostico de egreso en menores de 5 anos,neumonias,2006-02-01,2,2
SAN JOAQUIN,diagnostico de egreso en menores de 5 anos,neumonias,2006-02-01,1,1
SAN JUAN DE YAPACANI,diagnostico de egreso en menores de 5 anos,neumonias,2006-02-01,1,1
SAN JULIAN,diagnostico de egreso en menores de 5 anos,neumonias,2006-02-01,3,3
SAN RAMON,diagnostico de egreso en menores de 5 anos,neumonias,2006-02-01,2,2
SAN RAMON,diagnostico de egreso en menores de 5 anos,neumonias,2006-02-01,3,3
SANTA ANA,diagnostico de egreso en menores de 5 anos,neumonias,2006-02-01,2,2
SANTA CRUZ DE LA SIERRA,diagnostico de egreso en menores de 5 anos,neumonias,2006-02-01,364,364
SIPE SIPE,diagnostico de egreso en menores de 5 anos,neumonias,2006-02-01,1,1
SUCRE,diagnostico de egreso en menores de 5 anos,neumonias,2006-02-01,13,13
TARABUCO,diagnostico de egreso en menores de 5 anos,neumonias,2006-02-01,1,1
TARIJA,diagnostico de egreso en menores de 5 anos,neumonias,2006-02-01,12,12
TEOPONTE,diagnostico de egreso en menores de 5 anos,neumonias,2006-02-01,2,2
TIQUIPAYA,diagnostico de egreso en menores de 5 anos,neumonias,2006-02-01,1,1
TIRAQUE (CBBA),diagnostico de egreso en menores de 5 anos,neumonias,2006-02-01,7,7
TOTORA(CBBA),diagnostico de egreso en menores de 5 anos,neumonias,2006-02-01,1,1
TRINIDAD,diagnostico de egreso en menores de 5 anos,neumonias,2006-02-01,6,6
TUPIZA,diagnostico de egreso en menores de 5 anos,neumonias,2006-02-01,11,11
UNCIA,diagnostico de egreso en menores de 5 anos,neumonias,2006-02-01,4,4
URUBICHA,diagnostico de egreso en menores de 5 anos,neumonias,2006-02-01,3,3
VALLEGRANDE,diagnostico de egreso en menores de 5 anos,neumonias,2006-02-01,1,1
VILLA MONTES,diagnostico de egreso en menores de 5 anos,neumonias,2006-02-01,7,7
VILLA TUNARI,diagnostico de egreso en menores de 5 anos,neumonias,2006-02-01,2,2
VILLAZON,diagnostico de egreso en menores de 5 anos,neumonias,2006-02-01,24,24
VITICHI,diagnostico de egreso en menores de 5 anos,neumonias,2006-02-01,1,1
WARNES,diagnostico de egreso en menores de 5 anos,neumonias,2006-02-01,4,4
YACUIBA,diagnostico de egreso en menores de 5 anos,neumonias,2006-02-01,30,30
YAPACANI,diagnostico de egreso en menores de 5 anos,neumonias,2006-02-01,7,7
AIQUILE,diagnostico de egreso en menores de 5 anos,neumonias,2006-03-01,3,3
ANCORAIMES,diagnostico de egreso en menores de 5 anos,neumonias,2006-03-01,1,1
APOLO,diagnostico de egreso en menores de 5 anos,neumonias,2006-03-01,2,2
ASCENCION DE GUARAYOS,diagnostico de egreso en menores de 5 anos,neumonias,2006-03-01,17,17
ATOCHA,diagnostico de egreso en menores de 5 anos,neumonias,2006-03-01,3,3
AYOPAYA (V. DE INDEPENDENCIA),diagnostico de egreso en menores de 5 anos,neumonias,2006-03-01,3,3
BERMEJO,diagnostico de egreso en menores de 5 anos,neumonias,2006-03-01,4,4
BOYUIBE,diagnostico de egreso en menores de 5 anos,neumonias,2006-03-01,1,1
CABEZAS,diagnostico de egreso en menores de 5 anos,neumonias,2006-03-01,5,5
CAMIRI,diagnostico de egreso en menores de 5 anos,neumonias,2006-03-01,7,7
CAPINOTA,diagnostico de egreso en menores de 5 anos,neumonias,2006-03-01,4,4
CARANAVI,diagnostico de egreso en menores de 5 anos,neumonias,2006-03-01,3,3
CHALLAPATA,diagnostico de egreso en menores de 5 anos,neumonias,2006-03-01,4,4
CHARAGUA,diagnostico de egreso en menores de 5 anos,neumonias,2006-03-01,9,9
CHULUMANI (V. DE LA LIBERTAD),diagnostico de egreso en menores de 5 anos,neumonias,2006-03-01,1,1
COBIJA,diagnostico de egreso en menores de 5 anos,neumonias,2006-03-01,8,8
COCHABAMBA,diagnostico de egreso en menores de 5 anos,neumonias,2006-03-01,155,155
COLCAPIRHUA,diagnostico de egreso en menores de 5 anos,neumonias,2006-03-01,4,4
COMARAPA,diagnostico de egreso en menores de 5 anos,neumonias,2006-03-01,3,3
CONCEPCION,diagnostico de egreso en menores de 5 anos,neumonias,2006-03-01,16,16
COROICO,diagnostico de egreso en menores de 5 anos,neumonias,2006-03-01,4,4
COTOCA,diagnostico de egreso en menores de 5 anos,neumonias,2006-03-01,1,1
CULPINA,diagnostico de egreso en menores de 5 anos,neumonias,2006-03-01,1,1
EL ALTO,diagnostico de egreso en menores de 5 anos,neumonias,2006-03-01,48,48
EL TORNO,diagnostico de egreso en menores de 5 anos,neumonias,2006-03-01,1,1
ENTRE RIOS,diagnostico de egreso en menores de 5 anos,neumonias,2006-03-01,2,2
GUAYARAMERIN,diagnostico de egreso en menores de 5 anos,neumonias,2006-03-01,6,6
HUANUNI,diagnostico de egreso en menores de 5 anos,neumonias,2006-03-01,5,5
LA ASUNTA,diagnostico de egreso en menores de 5 anos,neumonias,2006-03-01,2,2
LA GUARDIA,diagnostico de egreso en menores de 5 anos,neumonias,2006-03-01,12,12
LA PAZ,diagnostico de egreso en menores de 5 anos,neumonias,2006-03-01,81,81
LLALLAGUA,diagnostico de egreso en menores de 5 anos,neumonias,2006-03-01,2,2
LORETO,diagnostico de egreso en menores de 5 anos,neumonias,2006-03-01,20,20
MAGDALENA,diagnostico de egreso en menores de 5 anos,neumonias,2006-03-01,3,3
MAIRANA,diagnostico de egreso en menores de 5 anos,neumonias,2006-03-01,2,2
MIZQUE,diagnostico de egreso en menores de 5 anos,neumonias,2006-03-01,4,4
MONTEAGUDO,diagnostico de egreso en menores de 5 anos,neumonias,2006-03-01,5,5
MONTERO,diagnostico de egreso en menores de 5 anos,neumonias,2006-03-01,88,88
ORURO,diagnostico de egreso en menores de 5 anos,neumonias,2006-03-01,29,29
PADILLA,diagnostico de egreso en menores de 5 anos,neumonias,2006-03-01,4,4
PAILON,diagnostico de egreso en menores de 5 anos,neumonias,2006-03-01,1,1
PATACAMAYA,diagnostico de egreso en menores de 5 anos,neumonias,2006-03-01,1,1
PORTACHUELO,diagnostico de egreso en menores de 5 anos,neumonias,2006-03-01,1,1
POTOSI,diagnostico de egreso en menores de 5 anos,neumonias,2006-03-01,28,28
PUERTO QUIJARRO,diagnostico de egreso en menores de 5 anos,neumonias,2006-03-01,1,1
PUERTO RICO,diagnostico de egreso en menores de 5 anos,neumonias,2006-03-01,1,1
PUERTO SUAREZ,diagnostico de egreso en menores de 5 anos,neumonias,2006-03-01,1,1
PUERTO VILLARROEL,diagnostico de egreso en menores de 5 anos,neumonias,2006-03-01,15,15
PUNATA,diagnostico de egreso en menores de 5 anos,neumonias,2006-03-01,16,16
QUILLACOLLO,diagnostico de egreso en menores de 5 anos,neumonias,2006-03-01,19,19
REYES,diagnostico de egreso en menores de 5 anos,neumonias,2006-03-01,1,1
RIBERALTA,diagnostico de egreso en menores de 5 anos,neumonias,2006-03-01,16,16
ROBORE,diagnostico de egreso en menores de 5 anos,neumonias,2006-03-01,4,4
RURRENABAQUE,diagnostico de egreso en menores de 5 anos,neumonias,2006-03-01,6,6
SACABA,diagnostico de egreso en menores de 5 anos,neumonias,2006-03-01,88,88
SACACA,diagnostico de egreso en menores de 5 anos,neumonias,2006-03-01,3,3
SAN ANDRES,diagnostico de egreso en menores de 5 anos,neumonias,2006-03-01,2,2
SAN ANTONIO DE LOMERIO,diagnostico de egreso en menores de 5 anos,neumonias,2006-03-01,5,5
SAN BORJA,diagnostico de egreso en menores de 5 anos,neumonias,2006-03-01,5,5
SAN CARLOS,diagnostico de egreso en menores de 5 anos,neumonias,2006-03-01,15,15
SAN IGNACIO,diagnostico de egreso en menores de 5 anos,neumonias,2006-03-01,4,4
SAN IGNACIO DE VELASCO,diagnostico de egreso en menores de 5 anos,neumonias,2006-03-01,63,63
SAN JAVIER(STC),diagnostico de egreso en menores de 5 anos,neumonias,2006-03-01,1,1
SAN JOAQUIN,diagnostico de egreso en menores de 5 anos,neumonias,2006-03-01,2,2
SAN JOSE DE CHIQUITOS,diagnostico de egreso en menores de 5 anos,neumonias,2006-03-01,4,4
SAN JULIAN,diagnostico de egreso en menores de 5 anos,neumonias,2006-03-01,15,15
SAN LUCAS,diagnostico de egreso en menores de 5 anos,neumonias,2006-03-01,1,1
SAN MATIAS,diagnostico de egreso en menores de 5 anos,neumonias,2006-03-01,11,11
SAN MIGUEL DE VELASCO,diagnostico de egreso en menores de 5 anos,neumonias,2006-03-01,13,13
SAN RAFAEL,diagnostico de egreso en menores de 5 anos,neumonias,2006-03-01,1,1
SAN RAMON,diagnostico de egreso en menores de 5 anos,neumonias,2006-03-01,7,7
SANTA ANA,diagnostico de egreso en menores de 5 anos,neumonias,2006-03-01,5,5
SANTA CRUZ DE LA SIERRA,diagnostico de egreso en menores de 5 anos,neumonias,2006-03-01,364,364
SANTA ROSA,diagnostico de egreso en menores de 5 anos,neumonias,2006-03-01,3,3
SUCRE,diagnostico de egreso en menores de 5 anos,neumonias,2006-03-01,14,14
TARABUCO,diagnostico de egreso en menores de 5 anos,neumonias,2006-03-01,1,1
TARIJA,diagnostico de egreso en menores de 5 anos,neumonias,2006-03-01,17,17
TIQUIPAYA,diagnostico de egreso en menores de 5 anos,neumonias,2006-03-01,3,3
TIRAQUE (CBBA),diagnostico de egreso en menores de 5 anos,neumonias,2006-03-01,9,9
TOTORA(CBBA),diagnostico de egreso en menores de 5 anos,neumonias,2006-03-01,2,2
TRINIDAD,diagnostico de egreso en menores de 5 anos,neumonias,2006-03-01,11,11
TUPIZA,diagnostico de egreso en menores de 5 anos,neumonias,2006-03-01,27,27
UNCIA,diagnostico de egreso en menores de 5 anos,neumonias,2006-03-01,1,1
VALLEGRANDE,diagnostico de egreso en menores de 5 anos,neumonias,2006-03-01,3,3
VILLA MONTES,diagnostico de egreso en menores de 5 anos,neumonias,2006-03-01,10,10
VILLA TUNARI,diagnostico de egreso en menores de 5 anos,neumonias,2006-03-01,10,10
VILLAZON,diagnostico de egreso en menores de 5 anos,neumonias,2006-03-01,46,46
VINTO,diagnostico de egreso en menores de 5 anos,neumonias,2006-03-01,2,2
WARNES,diagnostico de egreso en menores de 5 anos,neumonias,2006-03-01,18,18
YACUIBA,diagnostico de egreso en menores de 5 anos,neumonias,2006-03-01,50,50
YAPACANI,diagnostico de egreso en menores de 5 anos,neumonias,2006-03-01,19,19
ACHACACHI,diagnostico de egreso en menores de 5 anos,neumonias,2006-04-01,1,1
APOLO,diagnostico de egreso en menores de 5 anos,neumonias,2006-04-01,2,2
ASCENCION DE GUARAYOS,diagnostico de egreso en menores de 5 anos,neumonias,2006-04-01,11,11
ATOCHA,diagnostico de egreso en menores de 5 anos,neumonias,2006-04-01,2,2
AYOPAYA (V. DE INDEPENDENCIA),diagnostico de egreso en menores de 5 anos,neumonias,2006-04-01,4,4
BERMEJO,diagnostico de egreso en menores de 5 anos,neumonias,2006-04-01,1,1
BOYUIBE,diagnostico de egreso en menores de 5 anos,neumonias,2006-04-01,1,1
BUENA VISTA,diagnostico de egreso en menores de 5 anos,neumonias,2006-04-01,2,2
CAMARGO,diagnostico de egreso en menores de 5 anos,neumonias,2006-04-01,9,9
CAMIRI,diagnostico de egreso en menores de 5 anos,neumonias,2006-04-01,5,5
CAPINOTA,diagnostico de egreso en menores de 5 anos,neumonias,2006-04-01,4,4
CARANAVI,diagnostico de egreso en menores de 5 anos,neumonias,2006-04-01,6,6
CHALLAPATA,diagnostico de egreso en menores de 5 anos,neumonias,2006-04-01,8,8
CHARAGUA,diagnostico de egreso en menores de 5 anos,neumonias,2006-04-01,1,1
CHAYANTA,diagnostico de egreso en menores de 5 anos,neumonias,2006-04-01,1,1
COBIJA,diagnostico de egreso en menores de 5 anos,neumonias,2006-04-01,3,3
COCHABAMBA,diagnostico de egreso en menores de 5 anos,neumonias,2006-04-01,88,88
COLCAPIRHUA,diagnostico de egreso en menores de 5 anos,neumonias,2006-04-01,9,9
COLPA BELGICA,diagnostico de egreso en menores de 5 anos,neumonias,2006-04-01,1,1
COMARAPA,diagnostico de egreso en menores de 5 anos,neumonias,2006-04-01,6,6
CONCEPCION,diagnostico de egreso en menores de 5 anos,neumonias,2006-04-01,1,1
COROICO,diagnostico de egreso en menores de 5 anos,neumonias,2006-04-01,2,2
COTAGAITA,diagnostico de egreso en menores de 5 anos,neumonias,2006-04-01,2,2
COTOCA,diagnostico de egreso en menores de 5 anos,neumonias,2006-04-01,1,1
EL ALTO,diagnostico de egreso en menores de 5 anos,neumonias,2006-04-01,93,93
ENTRE RIOS,diagnostico de egreso en menores de 5 anos,neumonias,2006-04-01,5,5
GUANAY,diagnostico de egreso en menores de 5 anos,neumonias,2006-04-01,1,1
GUAYARAMERIN,diagnostico de egreso en menores de 5 anos,neumonias,2006-04-01,8,8
GUTIERREZ,diagnostico de egreso en menores de 5 anos,neumonias,2006-04-01,1,1
HUANUNI,diagnostico de egreso en menores de 5 anos,neumonias,2006-04-01,7,7
IXIAMAS,diagnostico de egreso en menores de 5 anos,neumonias,2006-04-01,1,1
LA ASUNTA,diagnostico de egreso en menores de 5 anos,neumonias,2006-04-01,2,2
LA GUARDIA,diagnostico de egreso en menores de 5 anos,neumonias,2006-04-01,8,8
LA PAZ,diagnostico de egreso en menores de 5 anos,neumonias,2006-04-01,91,91
LLALLAGUA,diagnostico de egreso en menores de 5 anos,neumonias,2006-04-01,21,21
LORETO,diagnostico de egreso en menores de 5 anos,neumonias,2006-04-01,19,19
MAGDALENA,diagnostico de egreso en menores de 5 anos,neumonias,2006-04-01,3,3
MAIRANA,diagnostico de egreso en menores de 5 anos,neumonias,2006-04-01,2,2
MONTEAGUDO,diagnostico de egreso en menores de 5 anos,neumonias,2006-04-01,17,17
MONTERO,diagnostico de egreso en menores de 5 anos,neumonias,2006-04-01,85,85
ORURO,diagnostico de egreso en menores de 5 anos,neumonias,2006-04-01,29,29
PADILLA,diagnostico de egreso en menores de 5 anos,neumonias,2006-04-01,5,5
PALOS BLANCOS,diagnostico de egreso en menores de 5 anos,neumonias,2006-04-01,1,1
PASORAPA,diagnostico de egreso en menores de 5 anos,neumonias,2006-04-01,4,4
PORTACHUELO,diagnostico de egreso en menores de 5 anos,neumonias,2006-04-01,1,1
POTOSI,diagnostico de egreso en menores de 5 anos,neumonias,2006-04-01,41,41
PUERTO QUIJARRO,diagnostico de egreso en menores de 5 anos,neumonias,2006-04-01,4,4
PUERTO RICO,diagnostico de egreso en menores de 5 anos,neumonias,2006-04-01,1,1
PUERTO SUAREZ,diagnostico de egreso en menores de 5 anos,neumonias,2006-04-01,2,2
PUERTO VILLARROEL,diagnostico de egreso en menores de 5 anos,neumonias,2006-04-01,13,13
PUNATA,diagnostico de egreso en menores de 5 anos,neumonias,2006-04-01,18,18
QUILLACOLLO,diagnostico de egreso en menores de 5 anos,neumonias,2006-04-01,29,29
REYES,diagnostico de egreso en menores de 5 anos,neumonias,2006-04-01,1,1
RIBERALTA,diagnostico de egreso en menores de 5 anos,neumonias,2006-04-01,16,16
ROBORE,diagnostico de egreso en menores de 5 anos,neumonias,2006-04-01,3,3
RURRENABAQUE,diagnostico de egreso en menores de 5 anos,neumonias,2006-04-01,14,14
SACABA,diagnostico de egreso en menores de 5 anos,neumonias,2006-04-01,67,67
SACACA,diagnostico de egreso en menores de 5 anos,neumonias,2006-04-01,2,2
SAMAIPATA,diagnostico de egreso en menores de 5 anos,neumonias,2006-04-01,2,2
SAN ANDRES,diagnostico de egreso en menores de 5 anos,neumonias,2006-04-01,3,3
SAN ANTONIO DE LOMERIO,diagnostico de egreso en menores de 5 anos,neumonias,2006-04-01,2,2
SAN BORJA,diagnostico de egreso en menores de 5 anos,neumonias,2006-04-01,6,6
SAN CARLOS,diagnostico de egreso en menores de 5 anos,neumonias,2006-04-01,17,17
SAN IGNACIO,diagnostico de egreso en menores de 5 anos,neumonias,2006-04-01,1,1
SAN IGNACIO DE VELASCO,diagnostico de egreso en menores de 5 anos,neumonias,2006-04-01,48,48
SAN JOAQUIN,diagnostico de egreso en menores de 5 anos,neumonias,2006-04-01,5,5
