municipality,group,variable,month,Mujeres con visita de control en las 48 hrs siguientes al parto,TOTAL
PADCAYA,atencion de partos en domicilio,mujeres con visita de control en las 48 hrs siguientes al parto,2016-01-01,6,6
PALCA,atencion de partos en domicilio,mujeres con visita de control en las 48 hrs siguientes al parto,2016-01-01,6,6
PALOS BLANCOS,atencion de partos en domicilio,mujeres con visita de control en las 48 hrs siguientes al parto,2016-01-01,12,12
PAMPA AULLAGAS,atencion de partos en domicilio,mujeres con visita de control en las 48 hrs siguientes al parto,2016-01-01,3,3
PAPEL PAMPA,atencion de partos en domicilio,mujeres con visita de control en las 48 hrs siguientes al parto,2016-01-01,2,2
PAZÑA,atencion de partos en domicilio,mujeres con visita de control en las 48 hrs siguientes al parto,2016-01-01,1,1
PELECHUCO,atencion de partos en domicilio,mujeres con visita de control en las 48 hrs siguientes al parto,2016-01-01,7,7
POCOATA,atencion de partos en domicilio,mujeres con visita de control en las 48 hrs siguientes al parto,2016-01-01,29,29
POCONA,atencion de partos en domicilio,mujeres con visita de control en las 48 hrs siguientes al parto,2016-01-01,4,4
POJO (CBBA),atencion de partos en domicilio,mujeres con visita de control en las 48 hrs siguientes al parto,2016-01-01,1,1
POOPO,atencion de partos en domicilio,mujeres con visita de control en las 48 hrs siguientes al parto,2016-01-01,3,3
POROMA,atencion de partos en domicilio,mujeres con visita de control en las 48 hrs siguientes al parto,2016-01-01,12,12
PORONGO,atencion de partos en domicilio,mujeres con visita de control en las 48 hrs siguientes al parto,2016-01-01,3,3
PORVENIR,atencion de partos en domicilio,mujeres con visita de control en las 48 hrs siguientes al parto,2016-01-01,1,1
POTOSI,atencion de partos en domicilio,mujeres con visita de control en las 48 hrs siguientes al parto,2016-01-01,39,39
PRESTO,atencion de partos en domicilio,mujeres con visita de control en las 48 hrs siguientes al parto,2016-01-01,5,5
PUCARANI,atencion de partos en domicilio,mujeres con visita de control en las 48 hrs siguientes al parto,2016-01-01,11,11
PUERTO ACOSTA,atencion de partos en domicilio,mujeres con visita de control en las 48 hrs siguientes al parto,2016-01-01,5,5
PUERTO CARABUCO,atencion de partos en domicilio,mujeres con visita de control en las 48 hrs siguientes al parto,2016-01-01,13,13
PUERTO GONZALO MORENO,atencion de partos en domicilio,mujeres con visita de control en las 48 hrs siguientes al parto,2016-01-01,4,4
PUERTO PEREZ,atencion de partos en domicilio,mujeres con visita de control en las 48 hrs siguientes al parto,2016-01-01,11,11
PUERTO RICO,atencion de partos en domicilio,mujeres con visita de control en las 48 hrs siguientes al parto,2016-01-01,1,1
PUNA,atencion de partos en domicilio,mujeres con visita de control en las 48 hrs siguientes al parto,2016-01-01,5,5
QUIABAYA,atencion de partos en domicilio,mujeres con visita de control en las 48 hrs siguientes al parto,2016-01-01,2,2
QUILLACOLLO,atencion de partos en domicilio,mujeres con visita de control en las 48 hrs siguientes al parto,2016-01-01,7,7
RAVELO,atencion de partos en domicilio,mujeres con visita de control en las 48 hrs siguientes al parto,2016-01-01,7,7
REYES,atencion de partos en domicilio,mujeres con visita de control en las 48 hrs siguientes al parto,2016-01-01,1,1
RIBERALTA,atencion de partos en domicilio,mujeres con visita de control en las 48 hrs siguientes al parto,2016-01-01,8,8
RURRENABAQUE,atencion de partos en domicilio,mujeres con visita de control en las 48 hrs siguientes al parto,2016-01-01,1,1
SACABA,atencion de partos en domicilio,mujeres con visita de control en las 48 hrs siguientes al parto,2016-01-01,9,9
SACACA,atencion de partos en domicilio,mujeres con visita de control en las 48 hrs siguientes al parto,2016-01-01,13,13
SALINAS DE GARCI MENDOZA,atencion de partos en domicilio,mujeres con visita de control en las 48 hrs siguientes al parto,2016-01-01,1,1
SAN AGUSTIN,atencion de partos en domicilio,mujeres con visita de control en las 48 hrs siguientes al parto,2016-01-01,3,3
SAN ANDRES DE MACHACA,atencion de partos en domicilio,mujeres con visita de control en las 48 hrs siguientes al parto,2016-01-01,6,6
SAN ANTONIO DE ESMORUCO,atencion de partos en domicilio,mujeres con visita de control en las 48 hrs siguientes al parto,2016-01-01,5,5
SAN ANTONIO DE LOMERIO,atencion de partos en domicilio,mujeres con visita de control en las 48 hrs siguientes al parto,2016-01-01,2,2
SAN BORJA,atencion de partos en domicilio,mujeres con visita de control en las 48 hrs siguientes al parto,2016-01-01,7,7
SAN BUENA VENTURA,atencion de partos en domicilio,mujeres con visita de control en las 48 hrs siguientes al parto,2016-01-01,1,1
SAN IGNACIO,atencion de partos en domicilio,mujeres con visita de control en las 48 hrs siguientes al parto,2016-01-01,2,2
SAN IGNACIO DE VELASCO,atencion de partos en domicilio,mujeres con visita de control en las 48 hrs siguientes al parto,2016-01-01,5,5
SAN LORENZO(PND),atencion de partos en domicilio,mujeres con visita de control en las 48 hrs siguientes al parto,2016-01-01,5,5
SAN LORENZO(TJA),atencion de partos en domicilio,mujeres con visita de control en las 48 hrs siguientes al parto,2016-01-01,2,2
SAN LUCAS,atencion de partos en domicilio,mujeres con visita de control en las 48 hrs siguientes al parto,2016-01-01,13,13
SAN MIGUEL DE VELASCO,atencion de partos en domicilio,mujeres con visita de control en las 48 hrs siguientes al parto,2016-01-01,3,3
SAN PABLO DE LIPEZ,atencion de partos en domicilio,mujeres con visita de control en las 48 hrs siguientes al parto,2016-01-01,2,2
SAN PEDRO DE BUENA VISTA,atencion de partos en domicilio,mujeres con visita de control en las 48 hrs siguientes al parto,2016-01-01,36,36
SAN PEDRO DE CURAHUARA,atencion de partos en domicilio,mujeres con visita de control en las 48 hrs siguientes al parto,2016-01-01,6,6
SAN PEDRO DE TIQUINA,atencion de partos en domicilio,mujeres con visita de control en las 48 hrs siguientes al parto,2016-01-01,3,3
SAN RAFAEL,atencion de partos en domicilio,mujeres con visita de control en las 48 hrs siguientes al parto,2016-01-01,1,1
SANTA ANA,atencion de partos en domicilio,mujeres con visita de control en las 48 hrs siguientes al parto,2016-01-01,1,1
SANTA CRUZ DE LA SIERRA,atencion de partos en domicilio,mujeres con visita de control en las 48 hrs siguientes al parto,2016-01-01,2,2
SANTA ROSA DEL SARA,atencion de partos en domicilio,mujeres con visita de control en las 48 hrs siguientes al parto,2016-01-01,1,1
SANTIAGO DE HUARI,atencion de partos en domicilio,mujeres con visita de control en las 48 hrs siguientes al parto,2016-01-01,2,2
SANTIAGO DE HUATA,atencion de partos en domicilio,mujeres con visita de control en las 48 hrs siguientes al parto,2016-01-01,5,5
SANTIAGO DE MACHACA,atencion de partos en domicilio,mujeres con visita de control en las 48 hrs siguientes al parto,2016-01-01,1,1
SANTUARIO DE QUILLACAS,atencion de partos en domicilio,mujeres con visita de control en las 48 hrs siguientes al parto,2016-01-01,1,1
SAPAHAQUI,atencion de partos en domicilio,mujeres con visita de control en las 48 hrs siguientes al parto,2016-01-01,6,6
SHINAOTA,atencion de partos en domicilio,mujeres con visita de control en las 48 hrs siguientes al parto,2016-01-01,1,1
SICA SICA (VILLA AROMA),atencion de partos en domicilio,mujeres con visita de control en las 48 hrs siguientes al parto,2016-01-01,5,5
SIPE SIPE,atencion de partos en domicilio,mujeres con visita de control en las 48 hrs siguientes al parto,2016-01-01,1,1
SOPACHUY,atencion de partos en domicilio,mujeres con visita de control en las 48 hrs siguientes al parto,2016-01-01,2,2
SORACACHI,atencion de partos en domicilio,mujeres con visita de control en las 48 hrs siguientes al parto,2016-01-01,4,4
SORATA,atencion de partos en domicilio,mujeres con visita de control en las 48 hrs siguientes al parto,2016-01-01,12,12
SUCRE,atencion de partos en domicilio,mujeres con visita de control en las 48 hrs siguientes al parto,2016-01-01,3,3
TACACHI,atencion de partos en domicilio,mujeres con visita de control en las 48 hrs siguientes al parto,2016-01-01,1,1
TACACOMA,atencion de partos en domicilio,mujeres con visita de control en las 48 hrs siguientes al parto,2016-01-01,1,1
TACOBAMBA,atencion de partos en domicilio,mujeres con visita de control en las 48 hrs siguientes al parto,2016-01-01,4,4
TACOPAYA,atencion de partos en domicilio,mujeres con visita de control en las 48 hrs siguientes al parto,2016-01-01,10,10
TAPACARI,atencion de partos en domicilio,mujeres con visita de control en las 48 hrs siguientes al parto,2016-01-01,21,21
TARABUCO,atencion de partos en domicilio,mujeres con visita de control en las 48 hrs siguientes al parto,2016-01-01,3,3
TARACO,atencion de partos en domicilio,mujeres con visita de control en las 48 hrs siguientes al parto,2016-01-01,1,1
TARATA,atencion de partos en domicilio,mujeres con visita de control en las 48 hrs siguientes al parto,2016-01-01,2,2
TARIJA,atencion de partos en domicilio,mujeres con visita de control en las 48 hrs siguientes al parto,2016-01-01,242,242
TARVITA,atencion de partos en domicilio,mujeres con visita de control en las 48 hrs siguientes al parto,2016-01-01,3,3
TEOPONTE,atencion de partos en domicilio,mujeres con visita de control en las 48 hrs siguientes al parto,2016-01-01,1,1
TIAWANACU,atencion de partos en domicilio,mujeres con visita de control en las 48 hrs siguientes al parto,2016-01-01,7,7
TINGUIPAYA,atencion de partos en domicilio,mujeres con visita de control en las 48 hrs siguientes al parto,2016-01-01,13,13
TIQUIPAYA,atencion de partos en domicilio,mujeres con visita de control en las 48 hrs siguientes al parto,2016-01-01,7,7
TIRAQUE (CBBA),atencion de partos en domicilio,mujeres con visita de control en las 48 hrs siguientes al parto,2016-01-01,6,6
TOCO,atencion de partos en domicilio,mujeres con visita de control en las 48 hrs siguientes al parto,2016-01-01,1,1
TOLEDO,atencion de partos en domicilio,mujeres con visita de control en las 48 hrs siguientes al parto,2016-01-01,1,1
TOMAVE,atencion de partos en domicilio,mujeres con visita de control en las 48 hrs siguientes al parto,2016-01-01,3,3
TOMINA,atencion de partos en domicilio,mujeres con visita de control en las 48 hrs siguientes al parto,2016-01-01,2,2
TORO TORO,atencion de partos en domicilio,mujeres con visita de control en las 48 hrs siguientes al parto,2016-01-01,4,4
TOTORA(CBBA),atencion de partos en domicilio,mujeres con visita de control en las 48 hrs siguientes al parto,2016-01-01,1,1
TOTORA(ORR),atencion de partos en domicilio,mujeres con visita de control en las 48 hrs siguientes al parto,2016-01-01,2,2
TUPIZA,atencion de partos en domicilio,mujeres con visita de control en las 48 hrs siguientes al parto,2016-01-01,6,6
TURCO,atencion de partos en domicilio,mujeres con visita de control en las 48 hrs siguientes al parto,2016-01-01,3,3
UMALA,atencion de partos en domicilio,mujeres con visita de control en las 48 hrs siguientes al parto,2016-01-01,5,5
UNCIA,atencion de partos en domicilio,mujeres con visita de control en las 48 hrs siguientes al parto,2016-01-01,10,10
URIONDO (A. CONCEPCION),atencion de partos en domicilio,mujeres con visita de control en las 48 hrs siguientes al parto,2016-01-01,3,3
URUBICHA,atencion de partos en domicilio,mujeres con visita de control en las 48 hrs siguientes al parto,2016-01-01,1,1
UYUNI,atencion de partos en domicilio,mujeres con visita de control en las 48 hrs siguientes al parto,2016-01-01,4,4
VACAS,atencion de partos en domicilio,mujeres con visita de control en las 48 hrs siguientes al parto,2016-01-01,3,3
VIACHA,atencion de partos en domicilio,mujeres con visita de control en las 48 hrs siguientes al parto,2016-01-01,3,3
VILA VILA,atencion de partos en domicilio,mujeres con visita de control en las 48 hrs siguientes al parto,2016-01-01,3,3
VILLA CHARCAS,atencion de partos en domicilio,mujeres con visita de control en las 48 hrs siguientes al parto,2016-01-01,4,4
VILLA NUEVA (LOMA ALTA),atencion de partos en domicilio,mujeres con visita de control en las 48 hrs siguientes al parto,2016-01-01,2,2
VILLA TUNARI,atencion de partos en domicilio,mujeres con visita de control en las 48 hrs siguientes al parto,2016-01-01,5,5
VILLA VACA GUZMAN (MUYUPAMPA),atencion de partos en domicilio,mujeres con visita de control en las 48 hrs siguientes al parto,2016-01-01,4,4
VILLAZON,atencion de partos en domicilio,mujeres con visita de control en las 48 hrs siguientes al parto,2016-01-01,2,2
VINTO,atencion de partos en domicilio,mujeres con visita de control en las 48 hrs siguientes al parto,2016-01-01,3,3
VITICHI,atencion de partos en domicilio,mujeres con visita de control en las 48 hrs siguientes al parto,2016-01-01,1,1
WALDO BALLIVIAN,atencion de partos en domicilio,mujeres con visita de control en las 48 hrs siguientes al parto,2016-01-01,1,1
WARNES,atencion de partos en domicilio,mujeres con visita de control en las 48 hrs siguientes al parto,2016-01-01,1,1
YACO,atencion de partos en domicilio,mujeres con visita de control en las 48 hrs siguientes al parto,2016-01-01,7,7
YACUIBA,atencion de partos en domicilio,mujeres con visita de control en las 48 hrs siguientes al parto,2016-01-01,6,6
YOCALLA,atencion de partos en domicilio,mujeres con visita de control en las 48 hrs siguientes al parto,2016-01-01,3,3
YUNCHARA,atencion de partos en domicilio,mujeres con visita de control en las 48 hrs siguientes al parto,2016-01-01,3,3
ZUDAÑEZ,atencion de partos en domicilio,mujeres con visita de control en las 48 hrs siguientes al parto,2016-01-01,1,1
ACACIO,atencion de partos en domicilio,mujeres con visita de control en las 48 hrs siguientes al parto,2016-02-01,1,1
ACHACACHI,atencion de partos en domicilio,mujeres con visita de control en las 48 hrs siguientes al parto,2016-02-01,12,12
ACHOCALLA,atencion de partos en domicilio,mujeres con visita de control en las 48 hrs siguientes al parto,2016-02-01,6,6
AIQUILE,atencion de partos en domicilio,mujeres con visita de control en las 48 hrs siguientes al parto,2016-02-01,1,1
ALALAY,atencion de partos en domicilio,mujeres con visita de control en las 48 hrs siguientes al parto,2016-02-01,2,2
ANCORAIMES,atencion de partos en domicilio,mujeres con visita de control en las 48 hrs siguientes al parto,2016-02-01,11,11
ANDAMARCA,atencion de partos en domicilio,mujeres con visita de control en las 48 hrs siguientes al parto,2016-02-01,2,2
ANZALDO,atencion de partos en domicilio,mujeres con visita de control en las 48 hrs siguientes al parto,2016-02-01,1,1
APOLO,atencion de partos en domicilio,mujeres con visita de control en las 48 hrs siguientes al parto,2016-02-01,10,10
ARAMPAMPA,atencion de partos en domicilio,mujeres con visita de control en las 48 hrs siguientes al parto,2016-02-01,3,3
ARBIETO,atencion de partos en domicilio,mujeres con visita de control en las 48 hrs siguientes al parto,2016-02-01,2,2
ARQUE,atencion de partos en domicilio,mujeres con visita de control en las 48 hrs siguientes al parto,2016-02-01,18,18
AUCAPATA,atencion de partos en domicilio,mujeres con visita de control en las 48 hrs siguientes al parto,2016-02-01,1,1
AYATA,atencion de partos en domicilio,mujeres con visita de control en las 48 hrs siguientes al parto,2016-02-01,7,7
AYO AYO,atencion de partos en domicilio,mujeres con visita de control en las 48 hrs siguientes al parto,2016-02-01,8,8
