municipality,group,variable,month,Nacidos vivos atendidos por partera,TOTAL
LLALLAGUA,atencion de partos en domicilio,nacidos vivos atendidos por partera,2016-01-01,2,2
MOROCHATA,atencion de partos en domicilio,nacidos vivos atendidos por partera,2016-01-01,1,1
OCURI,atencion de partos en domicilio,nacidos vivos atendidos por partera,2016-01-01,1,1
PATACAMAYA,atencion de partos en domicilio,nacidos vivos atendidos por partera,2016-01-01,1,1
POCOATA,atencion de partos en domicilio,nacidos vivos atendidos por partera,2016-01-01,5,5
POOPO,atencion de partos en domicilio,nacidos vivos atendidos por partera,2016-01-01,2,2
POROMA,atencion de partos en domicilio,nacidos vivos atendidos por partera,2016-01-01,1,1
POTOSI,atencion de partos en domicilio,nacidos vivos atendidos por partera,2016-01-01,1,1
QUILLACOLLO,atencion de partos en domicilio,nacidos vivos atendidos por partera,2016-01-01,6,6
RAVELO,atencion de partos en domicilio,nacidos vivos atendidos por partera,2016-01-01,1,1
SACACA,atencion de partos en domicilio,nacidos vivos atendidos por partera,2016-01-01,1,1
SAN BORJA,atencion de partos en domicilio,nacidos vivos atendidos por partera,2016-01-01,6,6
SAN BUENA VENTURA,atencion de partos en domicilio,nacidos vivos atendidos por partera,2016-01-01,1,1
SANTA CRUZ DE LA SIERRA,atencion de partos en domicilio,nacidos vivos atendidos por partera,2016-01-01,1,1
SICA SICA (VILLA AROMA),atencion de partos en domicilio,nacidos vivos atendidos por partera,2016-01-01,1,1
SUCRE,atencion de partos en domicilio,nacidos vivos atendidos por partera,2016-01-01,1,1
TAPACARI,atencion de partos en domicilio,nacidos vivos atendidos por partera,2016-01-01,3,3
TARATA,atencion de partos en domicilio,nacidos vivos atendidos por partera,2016-01-01,1,1
TINGUIPAYA,atencion de partos en domicilio,nacidos vivos atendidos por partera,2016-01-01,4,4
TIQUIPAYA,atencion de partos en domicilio,nacidos vivos atendidos por partera,2016-01-01,2,2
VACAS,atencion de partos en domicilio,nacidos vivos atendidos por partera,2016-01-01,1,1
VILLA NUEVA (LOMA ALTA),atencion de partos en domicilio,nacidos vivos atendidos por partera,2016-01-01,1,1
VILLA TUNARI,atencion de partos en domicilio,nacidos vivos atendidos por partera,2016-01-01,1,1
ACHOCALLA,atencion de partos en domicilio,nacidos vivos atendidos por partera,2016-02-01,2,2
ARQUE,atencion de partos en domicilio,nacidos vivos atendidos por partera,2016-02-01,1,1
ATOCHA,atencion de partos en domicilio,nacidos vivos atendidos por partera,2016-02-01,1,1
BATALLAS,atencion de partos en domicilio,nacidos vivos atendidos por partera,2016-02-01,1,1
BETANZOS,atencion de partos en domicilio,nacidos vivos atendidos por partera,2016-02-01,2,2
CABEZAS,atencion de partos en domicilio,nacidos vivos atendidos por partera,2016-02-01,2,2
CAPINOTA,atencion de partos en domicilio,nacidos vivos atendidos por partera,2016-02-01,2,2
CHALLAPATA,atencion de partos en domicilio,nacidos vivos atendidos por partera,2016-02-01,3,3
CHAYANTA,atencion de partos en domicilio,nacidos vivos atendidos por partera,2016-02-01,1,1
CHIMORE,atencion de partos en domicilio,nacidos vivos atendidos por partera,2016-02-01,2,2
COLQUECHACA,atencion de partos en domicilio,nacidos vivos atendidos por partera,2016-02-01,10,10
COLQUENCHA,atencion de partos en domicilio,nacidos vivos atendidos por partera,2016-02-01,1,1
COPACABANA,atencion de partos en domicilio,nacidos vivos atendidos por partera,2016-02-01,1,1
CORIPATA,atencion de partos en domicilio,nacidos vivos atendidos por partera,2016-02-01,1,1
CORO CORO,atencion de partos en domicilio,nacidos vivos atendidos por partera,2016-02-01,1,1
CURAHUARA DE CARANGAS,atencion de partos en domicilio,nacidos vivos atendidos por partera,2016-02-01,5,5
EL ALTO,atencion de partos en domicilio,nacidos vivos atendidos por partera,2016-02-01,1,1
EL TORNO,atencion de partos en domicilio,nacidos vivos atendidos por partera,2016-02-01,4,4
FILADELFIA,atencion de partos en domicilio,nacidos vivos atendidos por partera,2016-02-01,2,2
GUAYARAMERIN,atencion de partos en domicilio,nacidos vivos atendidos por partera,2016-02-01,1,1
IXIAMAS,atencion de partos en domicilio,nacidos vivos atendidos por partera,2016-02-01,1,1
LAJA,atencion de partos en domicilio,nacidos vivos atendidos por partera,2016-02-01,1,1
MACHARETI,atencion de partos en domicilio,nacidos vivos atendidos por partera,2016-02-01,1,1
PAILON,atencion de partos en domicilio,nacidos vivos atendidos por partera,2016-02-01,2,2
PALCA,atencion de partos en domicilio,nacidos vivos atendidos por partera,2016-02-01,1,1
PALOS BLANCOS,atencion de partos en domicilio,nacidos vivos atendidos por partera,2016-02-01,1,1
POJO (CBBA),atencion de partos en domicilio,nacidos vivos atendidos por partera,2016-02-01,1,1
POOPO,atencion de partos en domicilio,nacidos vivos atendidos por partera,2016-02-01,1,1
PUCARANI,atencion de partos en domicilio,nacidos vivos atendidos por partera,2016-02-01,1,1
PUERTO ACOSTA,atencion de partos en domicilio,nacidos vivos atendidos por partera,2016-02-01,1,1
PUERTO VILLARROEL,atencion de partos en domicilio,nacidos vivos atendidos por partera,2016-02-01,1,1
QUILLACOLLO,atencion de partos en domicilio,nacidos vivos atendidos por partera,2016-02-01,3,3
RAVELO,atencion de partos en domicilio,nacidos vivos atendidos por partera,2016-02-01,4,4
SALINAS DE GARCI MENDOZA,atencion de partos en domicilio,nacidos vivos atendidos por partera,2016-02-01,1,1
SAN ANDRES DE MACHACA,atencion de partos en domicilio,nacidos vivos atendidos por partera,2016-02-01,1,1
SAN ANTONIO DE LOMERIO,atencion de partos en domicilio,nacidos vivos atendidos por partera,2016-02-01,1,1
SAN BORJA,atencion de partos en domicilio,nacidos vivos atendidos por partera,2016-02-01,1,1
SAN BUENA VENTURA,atencion de partos en domicilio,nacidos vivos atendidos por partera,2016-02-01,1,1
SAN IGNACIO,atencion de partos en domicilio,nacidos vivos atendidos por partera,2016-02-01,1,1
SAN IGNACIO DE VELASCO,atencion de partos en domicilio,nacidos vivos atendidos por partera,2016-02-01,1,1
SANTA CRUZ DE LA SIERRA,atencion de partos en domicilio,nacidos vivos atendidos por partera,2016-02-01,15,15
SORATA,atencion de partos en domicilio,nacidos vivos atendidos por partera,2016-02-01,1,1
TAPACARI,atencion de partos en domicilio,nacidos vivos atendidos por partera,2016-02-01,1,1
TARATA,atencion de partos en domicilio,nacidos vivos atendidos por partera,2016-02-01,3,3
TINGUIPAYA,atencion de partos en domicilio,nacidos vivos atendidos por partera,2016-02-01,6,6
TOLEDO,atencion de partos en domicilio,nacidos vivos atendidos por partera,2016-02-01,1,1
UNCIA,atencion de partos en domicilio,nacidos vivos atendidos por partera,2016-02-01,1,1
VILLA TUNARI,atencion de partos en domicilio,nacidos vivos atendidos por partera,2016-02-01,1,1
VITICHI,atencion de partos en domicilio,nacidos vivos atendidos por partera,2016-02-01,1,1
YAPACANI,atencion de partos en domicilio,nacidos vivos atendidos por partera,2016-02-01,1,1
YOTALA,atencion de partos en domicilio,nacidos vivos atendidos por partera,2016-02-01,1,1
ACACIO,atencion de partos en domicilio,nacidos vivos atendidos por partera,2016-03-01,1,1
BOYUIBE,atencion de partos en domicilio,nacidos vivos atendidos por partera,2016-03-01,1,1
CABEZAS,atencion de partos en domicilio,nacidos vivos atendidos por partera,2016-03-01,3,3
CAMIRI,atencion de partos en domicilio,nacidos vivos atendidos por partera,2016-03-01,1,1
CARACOLLO,atencion de partos en domicilio,nacidos vivos atendidos por partera,2016-03-01,1,1
CHALLAPATA,atencion de partos en domicilio,nacidos vivos atendidos por partera,2016-03-01,2,2
CHARAGUA,atencion de partos en domicilio,nacidos vivos atendidos por partera,2016-03-01,1,1
CHOQUE COTA,atencion de partos en domicilio,nacidos vivos atendidos por partera,2016-03-01,1,1
COLQUECHACA,atencion de partos en domicilio,nacidos vivos atendidos por partera,2016-03-01,6,6
CONCEPCION,atencion de partos en domicilio,nacidos vivos atendidos por partera,2016-03-01,1,1
COTAGAITA,atencion de partos en domicilio,nacidos vivos atendidos por partera,2016-03-01,1,1
CURAHUARA DE CARANGAS,atencion de partos en domicilio,nacidos vivos atendidos por partera,2016-03-01,1,1
EL ALTO,atencion de partos en domicilio,nacidos vivos atendidos por partera,2016-03-01,2,2
ENTRE RIOS CBBA,atencion de partos en domicilio,nacidos vivos atendidos por partera,2016-03-01,5,5
HUANUNI,atencion de partos en domicilio,nacidos vivos atendidos por partera,2016-03-01,1,1
LA ASUNTA,atencion de partos en domicilio,nacidos vivos atendidos por partera,2016-03-01,3,3
LLALLAGUA,atencion de partos en domicilio,nacidos vivos atendidos por partera,2016-03-01,3,3
LORETO,atencion de partos en domicilio,nacidos vivos atendidos por partera,2016-03-01,2,2
MACHACAMARCA,atencion de partos en domicilio,nacidos vivos atendidos por partera,2016-03-01,1,1
MOROCHATA,atencion de partos en domicilio,nacidos vivos atendidos por partera,2016-03-01,1,1
PADCAYA,atencion de partos en domicilio,nacidos vivos atendidos por partera,2016-03-01,1,1
PALOS BLANCOS,atencion de partos en domicilio,nacidos vivos atendidos por partera,2016-03-01,2,2
PUERTO ACOSTA,atencion de partos en domicilio,nacidos vivos atendidos por partera,2016-03-01,1,1
RAVELO,atencion de partos en domicilio,nacidos vivos atendidos por partera,2016-03-01,7,7
ROBORE,atencion de partos en domicilio,nacidos vivos atendidos por partera,2016-03-01,1,1
SAN ANDRES,atencion de partos en domicilio,nacidos vivos atendidos por partera,2016-03-01,1,1
SAN BUENA VENTURA,atencion de partos en domicilio,nacidos vivos atendidos por partera,2016-03-01,3,3
SAN LORENZO(TJA),atencion de partos en domicilio,nacidos vivos atendidos por partera,2016-03-01,1,1
SAN PEDRO DE BUENA VISTA,atencion de partos en domicilio,nacidos vivos atendidos por partera,2016-03-01,1,1
SANTA CRUZ DE LA SIERRA,atencion de partos en domicilio,nacidos vivos atendidos por partera,2016-03-01,1,1
SORATA,atencion de partos en domicilio,nacidos vivos atendidos por partera,2016-03-01,1,1
SUCRE,atencion de partos en domicilio,nacidos vivos atendidos por partera,2016-03-01,1,1
TAPACARI,atencion de partos en domicilio,nacidos vivos atendidos por partera,2016-03-01,3,3
TARIJA,atencion de partos en domicilio,nacidos vivos atendidos por partera,2016-03-01,1,1
TINGUIPAYA,atencion de partos en domicilio,nacidos vivos atendidos por partera,2016-03-01,2,2
WARNES,atencion de partos en domicilio,nacidos vivos atendidos por partera,2016-03-01,2,2
YACUIBA,atencion de partos en domicilio,nacidos vivos atendidos por partera,2016-03-01,1,1
YAPACANI,atencion de partos en domicilio,nacidos vivos atendidos por partera,2016-03-01,1,1
ARQUE,atencion de partos en domicilio,nacidos vivos atendidos por partera,2016-04-01,1,1
BETANZOS,atencion de partos en domicilio,nacidos vivos atendidos por partera,2016-04-01,1,1
CABEZAS,atencion de partos en domicilio,nacidos vivos atendidos por partera,2016-04-01,12,12
CAMIRI,atencion de partos en domicilio,nacidos vivos atendidos por partera,2016-04-01,1,1
CARMEN RIVERO TORREZ,atencion de partos en domicilio,nacidos vivos atendidos por partera,2016-04-01,1,1
CHALLAPATA,atencion de partos en domicilio,nacidos vivos atendidos por partera,2016-04-01,4,4
CHAYANTA,atencion de partos en domicilio,nacidos vivos atendidos por partera,2016-04-01,1,1
CHIMORE,atencion de partos en domicilio,nacidos vivos atendidos por partera,2016-04-01,2,2
CKOCHAS,atencion de partos en domicilio,nacidos vivos atendidos por partera,2016-04-01,1,1
COLQUECHACA,atencion de partos en domicilio,nacidos vivos atendidos por partera,2016-04-01,6,6
COLQUENCHA,atencion de partos en domicilio,nacidos vivos atendidos por partera,2016-04-01,1,1
CONCEPCION,atencion de partos en domicilio,nacidos vivos atendidos por partera,2016-04-01,1,1
CURAHUARA DE CARANGAS,atencion de partos en domicilio,nacidos vivos atendidos por partera,2016-04-01,1,1
EL ALTO,atencion de partos en domicilio,nacidos vivos atendidos por partera,2016-04-01,3,3
ENTRE RIOS TRJ,atencion de partos en domicilio,nacidos vivos atendidos por partera,2016-04-01,2,2
ENTRE RIOS CBBA,atencion de partos en domicilio,nacidos vivos atendidos por partera,2016-04-01,3,3
EUCALIPTUS,atencion de partos en domicilio,nacidos vivos atendidos por partera,2016-04-01,1,1
JESUS DE MACHACA,atencion de partos en domicilio,nacidos vivos atendidos por partera,2016-04-01,1,1
LA ASUNTA,atencion de partos en domicilio,nacidos vivos atendidos por partera,2016-04-01,1,1
LAJA,atencion de partos en domicilio,nacidos vivos atendidos por partera,2016-04-01,1,1
LORETO,atencion de partos en domicilio,nacidos vivos atendidos por partera,2016-04-01,1,1
ORURO,atencion de partos en domicilio,nacidos vivos atendidos por partera,2016-04-01,1,1
PALOS BLANCOS,atencion de partos en domicilio,nacidos vivos atendidos por partera,2016-04-01,2,2
POCOATA,atencion de partos en domicilio,nacidos vivos atendidos por partera,2016-04-01,2,2
PRESTO,atencion de partos en domicilio,nacidos vivos atendidos por partera,2016-04-01,1,1
PUERTO GONZALO MORENO,atencion de partos en domicilio,nacidos vivos atendidos por partera,2016-04-01,1,1
PUNA,atencion de partos en domicilio,nacidos vivos atendidos por partera,2016-04-01,1,1
RAVELO,atencion de partos en domicilio,nacidos vivos atendidos por partera,2016-04-01,4,4
SACACA,atencion de partos en domicilio,nacidos vivos atendidos por partera,2016-04-01,4,4
SAN ANDRES,atencion de partos en domicilio,nacidos vivos atendidos por partera,2016-04-01,1,1
SAN BORJA,atencion de partos en domicilio,nacidos vivos atendidos por partera,2016-04-01,7,7
SAN BUENA VENTURA,atencion de partos en domicilio,nacidos vivos atendidos por partera,2016-04-01,2,2
SAN IGNACIO DE VELASCO,atencion de partos en domicilio,nacidos vivos atendidos por partera,2016-04-01,2,2
SAN MATIAS,atencion de partos en domicilio,nacidos vivos atendidos por partera,2016-04-01,2,2
SANTA CRUZ DE LA SIERRA,atencion de partos en domicilio,nacidos vivos atendidos por partera,2016-04-01,2,2
SICAYA,atencion de partos en domicilio,nacidos vivos atendidos por partera,2016-04-01,1,1
SORATA,atencion de partos en domicilio,nacidos vivos atendidos por partera,2016-04-01,4,4
TAPACARI,atencion de partos en domicilio,nacidos vivos atendidos por partera,2016-04-01,2,2
TARIJA,atencion de partos en domicilio,nacidos vivos atendidos por partera,2016-04-01,1,1
TINGUIPAYA,atencion de partos en domicilio,nacidos vivos atendidos por partera,2016-04-01,3,3
TIQUIPAYA,atencion de partos en domicilio,nacidos vivos atendidos por partera,2016-04-01,1,1
TORO TORO,atencion de partos en domicilio,nacidos vivos atendidos por partera,2016-04-01,1,1
TURCO,atencion de partos en domicilio,nacidos vivos atendidos por partera,2016-04-01,1,1
VILLA VACA GUZMAN (MUYUPAMPA),atencion de partos en domicilio,nacidos vivos atendidos por partera,2016-04-01,1,1
ANDAMARCA,atencion de partos en domicilio,nacidos vivos atendidos por partera,2016-05-01,1,1
APOLO,atencion de partos en domicilio,nacidos vivos atendidos por partera,2016-05-01,2,2
ARAMPAMPA,atencion de partos en domicilio,nacidos vivos atendidos por partera,2016-05-01,1,1
ARQUE,atencion de partos en domicilio,nacidos vivos atendidos por partera,2016-05-01,1,1
ASCENCION DE GUARAYOS,atencion de partos en domicilio,nacidos vivos atendidos por partera,2016-05-01,1,1
CABEZAS,atencion de partos en domicilio,nacidos vivos atendidos por partera,2016-05-01,9,9
CAPINOTA,atencion de partos en domicilio,nacidos vivos atendidos por partera,2016-05-01,1,1
CHALLAPATA,atencion de partos en domicilio,nacidos vivos atendidos por partera,2016-05-01,4,4
CHIMORE,atencion de partos en domicilio,nacidos vivos atendidos por partera,2016-05-01,2,2
COCAPATA,atencion de partos en domicilio,nacidos vivos atendidos por partera,2016-05-01,2,2
COLQUECHACA,atencion de partos en domicilio,nacidos vivos atendidos por partera,2016-05-01,7,7
EL ALTO,atencion de partos en domicilio,nacidos vivos atendidos por partera,2016-05-01,2,2
EUCALIPTUS,atencion de partos en domicilio,nacidos vivos atendidos por partera,2016-05-01,1,1
GUAYARAMERIN,atencion de partos en domicilio,nacidos vivos atendidos por partera,2016-05-01,1,1
MIZQUE,atencion de partos en domicilio,nacidos vivos atendidos por partera,2016-05-01,1,1
MOROCHATA,atencion de partos en domicilio,nacidos vivos atendidos por partera,2016-05-01,1,1
POCOATA,atencion de partos en domicilio,nacidos vivos atendidos por partera,2016-05-01,2,2
PUERTO ACOSTA,atencion de partos en domicilio,nacidos vivos atendidos por partera,2016-05-01,1,1
PUERTO SILES,atencion de partos en domicilio,nacidos vivos atendidos por partera,2016-05-01,1,1
PUERTO VILLARROEL,atencion de partos en domicilio,nacidos vivos atendidos por partera,2016-05-01,1,1
QUILLACOLLO,atencion de partos en domicilio,nacidos vivos atendidos por partera,2016-05-01,1,1
RAVELO,atencion de partos en domicilio,nacidos vivos atendidos por partera,2016-05-01,5,5
SACACA,atencion de partos en domicilio,nacidos vivos atendidos por partera,2016-05-01,1,1
SAN ANDRES,atencion de partos en domicilio,nacidos vivos atendidos por partera,2016-05-01,1,1
SAN ANTONIO DE LOMERIO,atencion de partos en domicilio,nacidos vivos atendidos por partera,2016-05-01,1,1
SAN BORJA,atencion de partos en domicilio,nacidos vivos atendidos por partera,2016-05-01,2,2
SAN BUENA VENTURA,atencion de partos en domicilio,nacidos vivos atendidos por partera,2016-05-01,2,2
SAN IGNACIO,atencion de partos en domicilio,nacidos vivos atendidos por partera,2016-05-01,3,3
SAN IGNACIO DE VELASCO,atencion de partos en domicilio,nacidos vivos atendidos por partera,2016-05-01,1,1
SAN JOSE DE CHIQUITOS,atencion de partos en domicilio,nacidos vivos atendidos por partera,2016-05-01,1,1
SAN LUCAS,atencion de partos en domicilio,nacidos vivos atendidos por partera,2016-05-01,1,1
SAN PABLO DE LIPEZ,atencion de partos en domicilio,nacidos vivos atendidos por partera,2016-05-01,1,1
SANTUARIO DE QUILLACAS,atencion de partos en domicilio,nacidos vivos atendidos por partera,2016-05-01,1,1
SORATA,atencion de partos en domicilio,nacidos vivos atendidos por partera,2016-05-01,2,2
SUCRE,atencion de partos en domicilio,nacidos vivos atendidos por partera,2016-05-01,1,1
TACOPAYA,atencion de partos en domicilio,nacidos vivos atendidos por partera,2016-05-01,2,2
TAPACARI,atencion de partos en domicilio,nacidos vivos atendidos por partera,2016-05-01,6,6
TARABUCO,atencion de partos en domicilio,nacidos vivos atendidos por partera,2016-05-01,1,1
TINGUIPAYA,atencion de partos en domicilio,nacidos vivos atendidos por partera,2016-05-01,2,2
TIQUIPAYA,atencion de partos en domicilio,nacidos vivos atendidos por partera,2016-05-01,3,3
TOLEDO,atencion de partos en domicilio,nacidos vivos atendidos por partera,2016-05-01,1,1
TORO TORO,atencion de partos en domicilio,nacidos vivos atendidos por partera,2016-05-01,1,1
TUPIZA,atencion de partos en domicilio,nacidos vivos atendidos por partera,2016-05-01,1,1
UNCIA,atencion de partos en domicilio,nacidos vivos atendidos por partera,2016-05-01,1,1
UYUNI,atencion de partos en domicilio,nacidos vivos atendidos por partera,2016-05-01,1,1
VACAS,atencion de partos en domicilio,nacidos vivos atendidos por partera,2016-05-01,1,1
VALLEGRANDE,atencion de partos en domicilio,nacidos vivos atendidos por partera,2016-05-01,1,1
VILLAZON,atencion de partos en domicilio,nacidos vivos atendidos por partera,2016-05-01,1,1
VINTO,atencion de partos en domicilio,nacidos vivos atendidos por partera,2016-05-01,2,2
ACHOCALLA,atencion de partos en domicilio,nacidos vivos atendidos por partera,2016-06-01,1,1
ANDAMARCA,atencion de partos en domicilio,nacidos vivos atendidos por partera,2016-06-01,2,2
APOLO,atencion de partos en domicilio,nacidos vivos atendidos por partera,2016-06-01,3,3
ARAMPAMPA,atencion de partos en domicilio,nacidos vivos atendidos por partera,2016-06-01,1,1
ARQUE,atencion de partos en domicilio,nacidos vivos atendidos por partera,2016-06-01,1,1
BUENA VISTA,atencion de partos en domicilio,nacidos vivos atendidos por partera,2016-06-01,1,1
CABEZAS,atencion de partos en domicilio,nacidos vivos atendidos por partera,2016-06-01,30,30
CARAPARI,atencion de partos en domicilio,nacidos vivos atendidos por partera,2016-06-01,1,1
CHALLAPATA,atencion de partos en domicilio,nacidos vivos atendidos por partera,2016-06-01,6,6
CHARAGUA,atencion de partos en domicilio,nacidos vivos atendidos por partera,2016-06-01,1,1
COLOMI,atencion de partos en domicilio,nacidos vivos atendidos por partera,2016-06-01,1,1
COLQUECHACA,atencion de partos en domicilio,nacidos vivos atendidos por partera,2016-06-01,3,3
CORQUE,atencion de partos en domicilio,nacidos vivos atendidos por partera,2016-06-01,1,1
CURAHUARA DE CARANGAS,atencion de partos en domicilio,nacidos vivos atendidos por partera,2016-06-01,1,1
EL ALTO,atencion de partos en domicilio,nacidos vivos atendidos por partera,2016-06-01,2,2
GRAL. J.J. PEREZ (CHARAZANI),atencion de partos en domicilio,nacidos vivos atendidos por partera,2016-06-01,2,2
JESUS DE MACHACA,atencion de partos en domicilio,nacidos vivos atendidos por partera,2016-06-01,1,1
OCURI,atencion de partos en domicilio,nacidos vivos atendidos por partera,2016-06-01,1,1
PATACAMAYA,atencion de partos en domicilio,nacidos vivos atendidos por partera,2016-06-01,1,1
POCOATA,atencion de partos en domicilio,nacidos vivos atendidos por partera,2016-06-01,3,3
PUERTO VILLARROEL,atencion de partos en domicilio,nacidos vivos atendidos por partera,2016-06-01,1,1
RAVELO,atencion de partos en domicilio,nacidos vivos atendidos por partera,2016-06-01,6,6
RIBERALTA,atencion de partos en domicilio,nacidos vivos atendidos por partera,2016-06-01,1,1
ROBORE,atencion de partos en domicilio,nacidos vivos atendidos por partera,2016-06-01,1,1
SACABA,atencion de partos en domicilio,nacidos vivos atendidos por partera,2016-06-01,1,1
SACACA,atencion de partos en domicilio,nacidos vivos atendidos por partera,2016-06-01,1,1
SAN BORJA,atencion de partos en domicilio,nacidos vivos atendidos por partera,2016-06-01,3,3
SAN IGNACIO,atencion de partos en domicilio,nacidos vivos atendidos por partera,2016-06-01,4,4
SAN JOSE DE CHIQUITOS,atencion de partos en domicilio,nacidos vivos atendidos por partera,2016-06-01,1,1
SAN LUCAS,atencion de partos en domicilio,nacidos vivos atendidos por partera,2016-06-01,6,6
SAN MATIAS,atencion de partos en domicilio,nacidos vivos atendidos por partera,2016-06-01,1,1
SAN PABLO DE LIPEZ,atencion de partos en domicilio,nacidos vivos atendidos por partera,2016-06-01,1,1
SANTIAGO DE HUATA,atencion de partos en domicilio,nacidos vivos atendidos por partera,2016-06-01,1,1
SUCRE,atencion de partos en domicilio,nacidos vivos atendidos por partera,2016-06-01,1,1
TAPACARI,atencion de partos en domicilio,nacidos vivos atendidos por partera,2016-06-01,5,5
TARATA,atencion de partos en domicilio,nacidos vivos atendidos por partera,2016-06-01,1,1
TARIJA,atencion de partos en domicilio,nacidos vivos atendidos por partera,2016-06-01,1,1
TIQUIPAYA,atencion de partos en domicilio,nacidos vivos atendidos por partera,2016-06-01,1,1
TORO TORO,atencion de partos en domicilio,nacidos vivos atendidos por partera,2016-06-01,2,2
TUPIZA,atencion de partos en domicilio,nacidos vivos atendidos por partera,2016-06-01,1,1
UNCIA,atencion de partos en domicilio,nacidos vivos atendidos por partera,2016-06-01,1,1
URUBICHA,atencion de partos en domicilio,nacidos vivos atendidos por partera,2016-06-01,1,1
VILLA MONTES,atencion de partos en domicilio,nacidos vivos atendidos por partera,2016-06-01,1,1
VILLA TUNARI,atencion de partos en domicilio,nacidos vivos atendidos por partera,2016-06-01,1,1
VINTO,atencion de partos en domicilio,nacidos vivos atendidos por partera,2016-06-01,3,3
ACHACACHI,atencion de partos en domicilio,nacidos vivos atendidos por partera,2016-07-01,1,1
APOLO,atencion de partos en domicilio,nacidos vivos atendidos por partera,2016-07-01,1,1
ARQUE,atencion de partos en domicilio,nacidos vivos atendidos por partera,2016-07-01,1,1
CABEZAS,atencion de partos en domicilio,nacidos vivos atendidos por partera,2016-07-01,16,16
CARACOLLO,atencion de partos en domicilio,nacidos vivos atendidos por partera,2016-07-01,1,1
CHALLAPATA,atencion de partos en domicilio,nacidos vivos atendidos por partera,2016-07-01,4,4
CHAYANTA,atencion de partos en domicilio,nacidos vivos atendidos por partera,2016-07-01,1,1
CHIMORE,atencion de partos en domicilio,nacidos vivos atendidos por partera,2016-07-01,1,1
CKOCHAS,atencion de partos en domicilio,nacidos vivos atendidos por partera,2016-07-01,1,1
COCHABAMBA,atencion de partos en domicilio,nacidos vivos atendidos por partera,2016-07-01,1,1
COLQUECHACA,atencion de partos en domicilio,nacidos vivos atendidos por partera,2016-07-01,5,5
CONCEPCION,atencion de partos en domicilio,nacidos vivos atendidos por partera,2016-07-01,2,2
CORIPATA,atencion de partos en domicilio,nacidos vivos atendidos por partera,2016-07-01,2,2
CURAHUARA DE CARANGAS,atencion de partos en domicilio,nacidos vivos atendidos por partera,2016-07-01,2,2
EL ALTO,atencion de partos en domicilio,nacidos vivos atendidos por partera,2016-07-01,3,3
EL TORNO,atencion de partos en domicilio,nacidos vivos atendidos por partera,2016-07-01,1,1
EUCALIPTUS,atencion de partos en domicilio,nacidos vivos atendidos por partera,2016-07-01,1,1
LAJA,atencion de partos en domicilio,nacidos vivos atendidos por partera,2016-07-01,2,2
ORURO,atencion de partos en domicilio,nacidos vivos atendidos por partera,2016-07-01,2,2
PADCAYA,atencion de partos en domicilio,nacidos vivos atendidos por partera,2016-07-01,2,2
PALOS BLANCOS,atencion de partos en domicilio,nacidos vivos atendidos por partera,2016-07-01,2,2
POCOATA,atencion de partos en domicilio,nacidos vivos atendidos por partera,2016-07-01,1,1
POJO (CBBA),atencion de partos en domicilio,nacidos vivos atendidos por partera,2016-07-01,1,1
POOPO,atencion de partos en domicilio,nacidos vivos atendidos por partera,2016-07-01,1,1
