municipality,group,variable,month,Partos atendidos por proveedor calificado,TOTAL
SAN RAFAEL,atencion de partos en domicilio,partos atendidos por proveedor calificado,2016-01-01,1,1
SANTA ANA,atencion de partos en domicilio,partos atendidos por proveedor calificado,2016-01-01,1,1
SANTA CRUZ DE LA SIERRA,atencion de partos en domicilio,partos atendidos por proveedor calificado,2016-01-01,1,1
SANTIAGO DE HUARI,atencion de partos en domicilio,partos atendidos por proveedor calificado,2016-01-01,2,2
SAPAHAQUI,atencion de partos en domicilio,partos atendidos por proveedor calificado,2016-01-01,2,2
SICA SICA (VILLA AROMA),atencion de partos en domicilio,partos atendidos por proveedor calificado,2016-01-01,6,6
SIPE SIPE,atencion de partos en domicilio,partos atendidos por proveedor calificado,2016-01-01,1,1
SOPACHUY,atencion de partos en domicilio,partos atendidos por proveedor calificado,2016-01-01,2,2
TACACOMA,atencion de partos en domicilio,partos atendidos por proveedor calificado,2016-01-01,1,1
TACOBAMBA,atencion de partos en domicilio,partos atendidos por proveedor calificado,2016-01-01,3,3
TACOPAYA,atencion de partos en domicilio,partos atendidos por proveedor calificado,2016-01-01,4,4
TAPACARI,atencion de partos en domicilio,partos atendidos por proveedor calificado,2016-01-01,8,8
TARABUCO,atencion de partos en domicilio,partos atendidos por proveedor calificado,2016-01-01,2,2
TARVITA,atencion de partos en domicilio,partos atendidos por proveedor calificado,2016-01-01,1,1
TIAWANACU,atencion de partos en domicilio,partos atendidos por proveedor calificado,2016-01-01,2,2
TINGUIPAYA,atencion de partos en domicilio,partos atendidos por proveedor calificado,2016-01-01,1,1
TIQUIPAYA,atencion de partos en domicilio,partos atendidos por proveedor calificado,2016-01-01,5,5
TIRAQUE (CBBA),atencion de partos en domicilio,partos atendidos por proveedor calificado,2016-01-01,2,2
TOCO,atencion de partos en domicilio,partos atendidos por proveedor calificado,2016-01-01,1,1
TOLEDO,atencion de partos en domicilio,partos atendidos por proveedor calificado,2016-01-01,1,1
TOMAVE,atencion de partos en domicilio,partos atendidos por proveedor calificado,2016-01-01,2,2
TOMINA,atencion de partos en domicilio,partos atendidos por proveedor calificado,2016-01-01,2,2
TOTORA(ORR),atencion de partos en domicilio,partos atendidos por proveedor calificado,2016-01-01,2,2
TUPIZA,atencion de partos en domicilio,partos atendidos por proveedor calificado,2016-01-01,3,3
TURCO,atencion de partos en domicilio,partos atendidos por proveedor calificado,2016-01-01,1,1
VACAS,atencion de partos en domicilio,partos atendidos por proveedor calificado,2016-01-01,3,3
VILA VILA,atencion de partos en domicilio,partos atendidos por proveedor calificado,2016-01-01,4,4
VILLA CHARCAS,atencion de partos en domicilio,partos atendidos por proveedor calificado,2016-01-01,2,2
VILLA VACA GUZMAN (MUYUPAMPA),atencion de partos en domicilio,partos atendidos por proveedor calificado,2016-01-01,2,2
YACUIBA,atencion de partos en domicilio,partos atendidos por proveedor calificado,2016-01-01,2,2
YUNCHARA,atencion de partos en domicilio,partos atendidos por proveedor calificado,2016-01-01,1,1
ZUDAÑEZ,atencion de partos en domicilio,partos atendidos por proveedor calificado,2016-01-01,1,1
ACACIO,atencion de partos en domicilio,partos atendidos por proveedor calificado,2016-02-01,1,1
ALALAY,atencion de partos en domicilio,partos atendidos por proveedor calificado,2016-02-01,2,2
ANCORAIMES,atencion de partos en domicilio,partos atendidos por proveedor calificado,2016-02-01,4,4
ANDAMARCA,atencion de partos en domicilio,partos atendidos por proveedor calificado,2016-02-01,1,1
APOLO,atencion de partos en domicilio,partos atendidos por proveedor calificado,2016-02-01,3,3
ARAMPAMPA,atencion de partos en domicilio,partos atendidos por proveedor calificado,2016-02-01,1,1
ARBIETO,atencion de partos en domicilio,partos atendidos por proveedor calificado,2016-02-01,2,2
ARQUE,atencion de partos en domicilio,partos atendidos por proveedor calificado,2016-02-01,3,3
ATOCHA,atencion de partos en domicilio,partos atendidos por proveedor calificado,2016-02-01,1,1
AYATA,atencion de partos en domicilio,partos atendidos por proveedor calificado,2016-02-01,3,3
AYO AYO,atencion de partos en domicilio,partos atendidos por proveedor calificado,2016-02-01,1,1
AYOPAYA (V. DE INDEPENDENCIA),atencion de partos en domicilio,partos atendidos por proveedor calificado,2016-02-01,2,2
AZURDUY,atencion de partos en domicilio,partos atendidos por proveedor calificado,2016-02-01,3,3
BETANZOS,atencion de partos en domicilio,partos atendidos por proveedor calificado,2016-02-01,1,1
CAIROMA,atencion de partos en domicilio,partos atendidos por proveedor calificado,2016-02-01,1,1
CALAMARCA,atencion de partos en domicilio,partos atendidos por proveedor calificado,2016-02-01,5,5
CARACOLLO,atencion de partos en domicilio,partos atendidos por proveedor calificado,2016-02-01,3,3
CARANAVI,atencion de partos en domicilio,partos atendidos por proveedor calificado,2016-02-01,4,4
CARAPARI,atencion de partos en domicilio,partos atendidos por proveedor calificado,2016-02-01,1,1
CARIPUYO,atencion de partos en domicilio,partos atendidos por proveedor calificado,2016-02-01,1,1
CHAQUI,atencion de partos en domicilio,partos atendidos por proveedor calificado,2016-02-01,1,1
CHAYANTA,atencion de partos en domicilio,partos atendidos por proveedor calificado,2016-02-01,3,3
CHIPAYA,atencion de partos en domicilio,partos atendidos por proveedor calificado,2016-02-01,1,1
CKOCHAS,atencion de partos en domicilio,partos atendidos por proveedor calificado,2016-02-01,2,2
COIPASA,atencion de partos en domicilio,partos atendidos por proveedor calificado,2016-02-01,1,1
"COLCHA ""K""",atencion de partos en domicilio,partos atendidos por proveedor calificado,2016-02-01,3,3
COLQUECHACA,atencion de partos en domicilio,partos atendidos por proveedor calificado,2016-02-01,10,10
COLQUENCHA,atencion de partos en domicilio,partos atendidos por proveedor calificado,2016-02-01,3,3
COLQUIRI,atencion de partos en domicilio,partos atendidos por proveedor calificado,2016-02-01,6,6
CORIPATA,atencion de partos en domicilio,partos atendidos por proveedor calificado,2016-02-01,2,2
CUATRO CAÑADAS,atencion de partos en domicilio,partos atendidos por proveedor calificado,2016-02-01,2,2
CURAHUARA DE CARANGAS,atencion de partos en domicilio,partos atendidos por proveedor calificado,2016-02-01,1,1
EL ALTO,atencion de partos en domicilio,partos atendidos por proveedor calificado,2016-02-01,2,2
EUCALIPTUS,atencion de partos en domicilio,partos atendidos por proveedor calificado,2016-02-01,2,2
FILADELFIA,atencion de partos en domicilio,partos atendidos por proveedor calificado,2016-02-01,2,2
GRAL. J.J. PEREZ (CHARAZANI),atencion de partos en domicilio,partos atendidos por proveedor calificado,2016-02-01,2,2
GUAQUI,atencion de partos en domicilio,partos atendidos por proveedor calificado,2016-02-01,1,1
HUACARETA,atencion de partos en domicilio,partos atendidos por proveedor calificado,2016-02-01,1,1
HUACHACALLA,atencion de partos en domicilio,partos atendidos por proveedor calificado,2016-02-01,1,1
HUARINA,atencion de partos en domicilio,partos atendidos por proveedor calificado,2016-02-01,1,1
ICHOCA,atencion de partos en domicilio,partos atendidos por proveedor calificado,2016-02-01,1,1
ICLA,atencion de partos en domicilio,partos atendidos por proveedor calificado,2016-02-01,1,1
INCAHUASI,atencion de partos en domicilio,partos atendidos por proveedor calificado,2016-02-01,6,6
INQUISIVI,atencion de partos en domicilio,partos atendidos por proveedor calificado,2016-02-01,4,4
IRUPANA (VILLA DE LANZA),atencion de partos en domicilio,partos atendidos por proveedor calificado,2016-02-01,1,1
JESUS DE MACHACA,atencion de partos en domicilio,partos atendidos por proveedor calificado,2016-02-01,8,8
LA ASUNTA,atencion de partos en domicilio,partos atendidos por proveedor calificado,2016-02-01,5,5
LAJA,atencion de partos en domicilio,partos atendidos por proveedor calificado,2016-02-01,8,8
LICOMA PAMPA,atencion de partos en domicilio,partos atendidos por proveedor calificado,2016-02-01,1,1
MAPIRI,atencion de partos en domicilio,partos atendidos por proveedor calificado,2016-02-01,2,2
MIZQUE,atencion de partos en domicilio,partos atendidos por proveedor calificado,2016-02-01,4,4
MOCOMOCO,atencion de partos en domicilio,partos atendidos por proveedor calificado,2016-02-01,3,3
MONTEAGUDO,atencion de partos en domicilio,partos atendidos por proveedor calificado,2016-02-01,1,1
MOROCHATA,atencion de partos en domicilio,partos atendidos por proveedor calificado,2016-02-01,2,2
NUEVO MANOA (NUEVA ESPERANZA),atencion de partos en domicilio,partos atendidos por proveedor calificado,2016-02-01,1,1
OCURI,atencion de partos en domicilio,partos atendidos por proveedor calificado,2016-02-01,3,3
OMEREQUE,atencion de partos en domicilio,partos atendidos por proveedor calificado,2016-02-01,2,2
ORURO,atencion de partos en domicilio,partos atendidos por proveedor calificado,2016-02-01,2,2
PADCAYA,atencion de partos en domicilio,partos atendidos por proveedor calificado,2016-02-01,2,2
PAILON,atencion de partos en domicilio,partos atendidos por proveedor calificado,2016-02-01,2,2
PALOS BLANCOS,atencion de partos en domicilio,partos atendidos por proveedor calificado,2016-02-01,2,2
PAPEL PAMPA,atencion de partos en domicilio,partos atendidos por proveedor calificado,2016-02-01,2,2
PELECHUCO,atencion de partos en domicilio,partos atendidos por proveedor calificado,2016-02-01,3,3
POROMA,atencion de partos en domicilio,partos atendidos por proveedor calificado,2016-02-01,3,3
PUCARANI,atencion de partos en domicilio,partos atendidos por proveedor calificado,2016-02-01,18,18
PUERTO PEREZ,atencion de partos en domicilio,partos atendidos por proveedor calificado,2016-02-01,3,3
PUNA,atencion de partos en domicilio,partos atendidos por proveedor calificado,2016-02-01,1,1
QUILLACOLLO,atencion de partos en domicilio,partos atendidos por proveedor calificado,2016-02-01,1,1
QUIME,atencion de partos en domicilio,partos atendidos por proveedor calificado,2016-02-01,4,4
RAVELO,atencion de partos en domicilio,partos atendidos por proveedor calificado,2016-02-01,2,2
SACABA,atencion de partos en domicilio,partos atendidos por proveedor calificado,2016-02-01,3,3
SALINAS DE GARCI MENDOZA,atencion de partos en domicilio,partos atendidos por proveedor calificado,2016-02-01,1,1
SAN AGUSTIN,atencion de partos en domicilio,partos atendidos por proveedor calificado,2016-02-01,3,3
SAN ANDRES DE MACHACA,atencion de partos en domicilio,partos atendidos por proveedor calificado,2016-02-01,2,2
SAN BORJA,atencion de partos en domicilio,partos atendidos por proveedor calificado,2016-02-01,4,4
SAN LORENZO(PND),atencion de partos en domicilio,partos atendidos por proveedor calificado,2016-02-01,1,1
SAN LUCAS,atencion de partos en domicilio,partos atendidos por proveedor calificado,2016-02-01,3,3
SAN MIGUEL DE VELASCO,atencion de partos en domicilio,partos atendidos por proveedor calificado,2016-02-01,1,1
SAN PEDRO DE TIQUINA,atencion de partos en domicilio,partos atendidos por proveedor calificado,2016-02-01,1,1
SAN RAFAEL,atencion de partos en domicilio,partos atendidos por proveedor calificado,2016-02-01,2,2
SANTA CRUZ DE LA SIERRA,atencion de partos en domicilio,partos atendidos por proveedor calificado,2016-02-01,13,13
SAPAHAQUI,atencion de partos en domicilio,partos atendidos por proveedor calificado,2016-02-01,5,5
SICA SICA (VILLA AROMA),atencion de partos en domicilio,partos atendidos por proveedor calificado,2016-02-01,1,1
SICAYA,atencion de partos en domicilio,partos atendidos por proveedor calificado,2016-02-01,1,1
SORACACHI,atencion de partos en domicilio,partos atendidos por proveedor calificado,2016-02-01,2,2
TACOBAMBA,atencion de partos en domicilio,partos atendidos por proveedor calificado,2016-02-01,3,3
TACOPAYA,atencion de partos en domicilio,partos atendidos por proveedor calificado,2016-02-01,2,2
TAPACARI,atencion de partos en domicilio,partos atendidos por proveedor calificado,2016-02-01,2,2
TARACO,atencion de partos en domicilio,partos atendidos por proveedor calificado,2016-02-01,1,1
TARVITA,atencion de partos en domicilio,partos atendidos por proveedor calificado,2016-02-01,3,3
TIAWANACU,atencion de partos en domicilio,partos atendidos por proveedor calificado,2016-02-01,6,6
TINGUIPAYA,atencion de partos en domicilio,partos atendidos por proveedor calificado,2016-02-01,4,4
TIQUIPAYA,atencion de partos en domicilio,partos atendidos por proveedor calificado,2016-02-01,5,5
TIRAQUE (CBBA),atencion de partos en domicilio,partos atendidos por proveedor calificado,2016-02-01,1,1
TOCO,atencion de partos en domicilio,partos atendidos por proveedor calificado,2016-02-01,1,1
TOMAVE,atencion de partos en domicilio,partos atendidos por proveedor calificado,2016-02-01,3,3
TORO TORO,atencion de partos en domicilio,partos atendidos por proveedor calificado,2016-02-01,1,1
TOTORA(ORR),atencion de partos en domicilio,partos atendidos por proveedor calificado,2016-02-01,1,1
TUPIZA,atencion de partos en domicilio,partos atendidos por proveedor calificado,2016-02-01,2,2
VACAS,atencion de partos en domicilio,partos atendidos por proveedor calificado,2016-02-01,1,1
VIACHA,atencion de partos en domicilio,partos atendidos por proveedor calificado,2016-02-01,3,3
VILA VILA,atencion de partos en domicilio,partos atendidos por proveedor calificado,2016-02-01,3,3
VILLA CHARCAS,atencion de partos en domicilio,partos atendidos por proveedor calificado,2016-02-01,2,2
VILLA TUNARI,atencion de partos en domicilio,partos atendidos por proveedor calificado,2016-02-01,3,3
VILLA VACA GUZMAN (MUYUPAMPA),atencion de partos en domicilio,partos atendidos por proveedor calificado,2016-02-01,1,1
VITICHI,atencion de partos en domicilio,partos atendidos por proveedor calificado,2016-02-01,2,2
WALDO BALLIVIAN,atencion de partos en domicilio,partos atendidos por proveedor calificado,2016-02-01,1,1
YACO,atencion de partos en domicilio,partos atendidos por proveedor calificado,2016-02-01,1,1
YACUIBA,atencion de partos en domicilio,partos atendidos por proveedor calificado,2016-02-01,1,1
YAMPARAEZ,atencion de partos en domicilio,partos atendidos por proveedor calificado,2016-02-01,1,1
YANACACHI,atencion de partos en domicilio,partos atendidos por proveedor calificado,2016-02-01,1,1
YUNCHARA,atencion de partos en domicilio,partos atendidos por proveedor calificado,2016-02-01,1,1
ACACIO,atencion de partos en domicilio,partos atendidos por proveedor calificado,2016-03-01,1,1
ACHACACHI,atencion de partos en domicilio,partos atendidos por proveedor calificado,2016-03-01,1,1
ALALAY,atencion de partos en domicilio,partos atendidos por proveedor calificado,2016-03-01,1,1
ANDAMARCA,atencion de partos en domicilio,partos atendidos por proveedor calificado,2016-03-01,1,1
APOLO,atencion de partos en domicilio,partos atendidos por proveedor calificado,2016-03-01,3,3
ARBIETO,atencion de partos en domicilio,partos atendidos por proveedor calificado,2016-03-01,1,1
ARQUE,atencion de partos en domicilio,partos atendidos por proveedor calificado,2016-03-01,1,1
AUCAPATA,atencion de partos en domicilio,partos atendidos por proveedor calificado,2016-03-01,2,2
AYATA,atencion de partos en domicilio,partos atendidos por proveedor calificado,2016-03-01,4,4
AYO AYO,atencion de partos en domicilio,partos atendidos por proveedor calificado,2016-03-01,1,1
AZURDUY,atencion de partos en domicilio,partos atendidos por proveedor calificado,2016-03-01,1,1
BAURES,atencion de partos en domicilio,partos atendidos por proveedor calificado,2016-03-01,3,3
CALAMARCA,atencion de partos en domicilio,partos atendidos por proveedor calificado,2016-03-01,2,2
CARACOLLO,atencion de partos en domicilio,partos atendidos por proveedor calificado,2016-03-01,2,2
CARANAVI,atencion de partos en domicilio,partos atendidos por proveedor calificado,2016-03-01,1,1
CHACARILLA,atencion de partos en domicilio,partos atendidos por proveedor calificado,2016-03-01,1,1
CHAQUI,atencion de partos en domicilio,partos atendidos por proveedor calificado,2016-03-01,3,3
CHARAGUA,atencion de partos en domicilio,partos atendidos por proveedor calificado,2016-03-01,1,1
CHAYANTA,atencion de partos en domicilio,partos atendidos por proveedor calificado,2016-03-01,5,5
CHIPAYA,atencion de partos en domicilio,partos atendidos por proveedor calificado,2016-03-01,1,1
CHUMA,atencion de partos en domicilio,partos atendidos por proveedor calificado,2016-03-01,2,2
CKOCHAS,atencion de partos en domicilio,partos atendidos por proveedor calificado,2016-03-01,1,1
CLIZA,atencion de partos en domicilio,partos atendidos por proveedor calificado,2016-03-01,1,1
"COLCHA ""K""",atencion de partos en domicilio,partos atendidos por proveedor calificado,2016-03-01,4,4
COLQUECHACA,atencion de partos en domicilio,partos atendidos por proveedor calificado,2016-03-01,11,11
COLQUENCHA,atencion de partos en domicilio,partos atendidos por proveedor calificado,2016-03-01,6,6
COLQUIRI,atencion de partos en domicilio,partos atendidos por proveedor calificado,2016-03-01,10,10
COPACABANA,atencion de partos en domicilio,partos atendidos por proveedor calificado,2016-03-01,1,1
CORIPATA,atencion de partos en domicilio,partos atendidos por proveedor calificado,2016-03-01,2,2
COTAGAITA,atencion de partos en domicilio,partos atendidos por proveedor calificado,2016-03-01,1,1
CUEVO,atencion de partos en domicilio,partos atendidos por proveedor calificado,2016-03-01,1,1
EL ALTO,atencion de partos en domicilio,partos atendidos por proveedor calificado,2016-03-01,2,2
ENTRE RIOS CBBA,atencion de partos en domicilio,partos atendidos por proveedor calificado,2016-03-01,1,1
ESMERALDA,atencion de partos en domicilio,partos atendidos por proveedor calificado,2016-03-01,1,1
EUCALIPTUS,atencion de partos en domicilio,partos atendidos por proveedor calificado,2016-03-01,1,1
FILADELFIA,atencion de partos en domicilio,partos atendidos por proveedor calificado,2016-03-01,1,1
GRAL. J.J. PEREZ (CHARAZANI),atencion de partos en domicilio,partos atendidos por proveedor calificado,2016-03-01,8,8
GUANAY,atencion de partos en domicilio,partos atendidos por proveedor calificado,2016-03-01,2,2
HUARINA,atencion de partos en domicilio,partos atendidos por proveedor calificado,2016-03-01,1,1
HUMANATA,atencion de partos en domicilio,partos atendidos por proveedor calificado,2016-03-01,1,1
ICHOCA,atencion de partos en domicilio,partos atendidos por proveedor calificado,2016-03-01,2,2
ICLA,atencion de partos en domicilio,partos atendidos por proveedor calificado,2016-03-01,6,6
INCAHUASI,atencion de partos en domicilio,partos atendidos por proveedor calificado,2016-03-01,6,6
INQUISIVI,atencion de partos en domicilio,partos atendidos por proveedor calificado,2016-03-01,2,2
IRUPANA (VILLA DE LANZA),atencion de partos en domicilio,partos atendidos por proveedor calificado,2016-03-01,4,4
JESUS DE MACHACA,atencion de partos en domicilio,partos atendidos por proveedor calificado,2016-03-01,5,5
LA ASUNTA,atencion de partos en domicilio,partos atendidos por proveedor calificado,2016-03-01,7,7
LA GUARDIA,atencion de partos en domicilio,partos atendidos por proveedor calificado,2016-03-01,1,1
LA RIVERA,atencion de partos en domicilio,partos atendidos por proveedor calificado,2016-03-01,1,1
LAJA,atencion de partos en domicilio,partos atendidos por proveedor calificado,2016-03-01,3,3
LORETO,atencion de partos en domicilio,partos atendidos por proveedor calificado,2016-03-01,1,1
MACHARETI,atencion de partos en domicilio,partos atendidos por proveedor calificado,2016-03-01,1,1
MAPIRI,atencion de partos en domicilio,partos atendidos por proveedor calificado,2016-03-01,1,1
MIZQUE,atencion de partos en domicilio,partos atendidos por proveedor calificado,2016-03-01,10,10
MOCOMOCO,atencion de partos en domicilio,partos atendidos por proveedor calificado,2016-03-01,2,2
MOJOCOYA,atencion de partos en domicilio,partos atendidos por proveedor calificado,2016-03-01,1,1
MOROCHATA,atencion de partos en domicilio,partos atendidos por proveedor calificado,2016-03-01,4,4
NUEVO MANOA (NUEVA ESPERANZA),atencion de partos en domicilio,partos atendidos por proveedor calificado,2016-03-01,1,1
OCURI,atencion de partos en domicilio,partos atendidos por proveedor calificado,2016-03-01,3,3
ORURO,atencion de partos en domicilio,partos atendidos por proveedor calificado,2016-03-01,4,4
PADCAYA,atencion de partos en domicilio,partos atendidos por proveedor calificado,2016-03-01,2,2
PALOS BLANCOS,atencion de partos en domicilio,partos atendidos por proveedor calificado,2016-03-01,1,1
PAPEL PAMPA,atencion de partos en domicilio,partos atendidos por proveedor calificado,2016-03-01,4,4
PAZÑA,atencion de partos en domicilio,partos atendidos por proveedor calificado,2016-03-01,1,1
POCOATA,atencion de partos en domicilio,partos atendidos por proveedor calificado,2016-03-01,3,3
POROMA,atencion de partos en domicilio,partos atendidos por proveedor calificado,2016-03-01,6,6
PRESTO,atencion de partos en domicilio,partos atendidos por proveedor calificado,2016-03-01,1,1
PUCARANI,atencion de partos en domicilio,partos atendidos por proveedor calificado,2016-03-01,9,9
PUERTO PEREZ,atencion de partos en domicilio,partos atendidos por proveedor calificado,2016-03-01,5,5
PUNA,atencion de partos en domicilio,partos atendidos por proveedor calificado,2016-03-01,1,1
QUIME,atencion de partos en domicilio,partos atendidos por proveedor calificado,2016-03-01,4,4
RAVELO,atencion de partos en domicilio,partos atendidos por proveedor calificado,2016-03-01,1,1
RURRENABAQUE,atencion de partos en domicilio,partos atendidos por proveedor calificado,2016-03-01,1,1
SACABA,atencion de partos en domicilio,partos atendidos por proveedor calificado,2016-03-01,4,4
SACACA,atencion de partos en domicilio,partos atendidos por proveedor calificado,2016-03-01,3,3
SAN AGUSTIN,atencion de partos en domicilio,partos atendidos por proveedor calificado,2016-03-01,2,2
SAN ANDRES,atencion de partos en domicilio,partos atendidos por proveedor calificado,2016-03-01,1,1
SAN ANTONIO DE ESMORUCO,atencion de partos en domicilio,partos atendidos por proveedor calificado,2016-03-01,2,2
SAN BORJA,atencion de partos en domicilio,partos atendidos por proveedor calificado,2016-03-01,3,3
SAN IGNACIO DE VELASCO,atencion de partos en domicilio,partos atendidos por proveedor calificado,2016-03-01,2,2
SAN LUCAS,atencion de partos en domicilio,partos atendidos por proveedor calificado,2016-03-01,4,4
SAN PABLO DE LIPEZ,atencion de partos en domicilio,partos atendidos por proveedor calificado,2016-03-01,1,1
SANTA ANA,atencion de partos en domicilio,partos atendidos por proveedor calificado,2016-03-01,2,2
