municipality,group,variable,month,RN con visita de control en las 48 hrs siguientes al nacimiento,TOTAL
BELEN DE ANDAMARCA,atencion de partos en domicilio,rn con visita de control en las 48 hrs siguientes al nacimiento,2016-01-01,1,1
BETANZOS,atencion de partos en domicilio,rn con visita de control en las 48 hrs siguientes al nacimiento,2016-01-01,10,10
BOLIVAR,atencion de partos en domicilio,rn con visita de control en las 48 hrs siguientes al nacimiento,2016-01-01,2,2
BUENA VISTA,atencion de partos en domicilio,rn con visita de control en las 48 hrs siguientes al nacimiento,2016-01-01,1,1
CABEZAS,atencion de partos en domicilio,rn con visita de control en las 48 hrs siguientes al nacimiento,2016-01-01,4,4
CAIROMA,atencion de partos en domicilio,rn con visita de control en las 48 hrs siguientes al nacimiento,2016-01-01,7,7
"CAIZA ""D""",atencion de partos en domicilio,rn con visita de control en las 48 hrs siguientes al nacimiento,2016-01-01,6,6
CALAMARCA,atencion de partos en domicilio,rn con visita de control en las 48 hrs siguientes al nacimiento,2016-01-01,7,7
CAMARGO,atencion de partos en domicilio,rn con visita de control en las 48 hrs siguientes al nacimiento,2016-01-01,1,1
CAMIRI,atencion de partos en domicilio,rn con visita de control en las 48 hrs siguientes al nacimiento,2016-01-01,1,1
CAQUIAVIRI,atencion de partos en domicilio,rn con visita de control en las 48 hrs siguientes al nacimiento,2016-01-01,5,5
CARACOLLO,atencion de partos en domicilio,rn con visita de control en las 48 hrs siguientes al nacimiento,2016-01-01,4,4
CARANAVI,atencion de partos en domicilio,rn con visita de control en las 48 hrs siguientes al nacimiento,2016-01-01,7,7
CARAPARI,atencion de partos en domicilio,rn con visita de control en las 48 hrs siguientes al nacimiento,2016-01-01,1,1
CARIPUYO,atencion de partos en domicilio,rn con visita de control en las 48 hrs siguientes al nacimiento,2016-01-01,8,8
CATACORA,atencion de partos en domicilio,rn con visita de control en las 48 hrs siguientes al nacimiento,2016-01-01,1,1
CHACARILLA,atencion de partos en domicilio,rn con visita de control en las 48 hrs siguientes al nacimiento,2016-01-01,3,3
CHALLAPATA,atencion de partos en domicilio,rn con visita de control en las 48 hrs siguientes al nacimiento,2016-01-01,15,15
CHAQUI,atencion de partos en domicilio,rn con visita de control en las 48 hrs siguientes al nacimiento,2016-01-01,4,4
CHARAGUA,atencion de partos en domicilio,rn con visita de control en las 48 hrs siguientes al nacimiento,2016-01-01,1,1
CHARAÑA,atencion de partos en domicilio,rn con visita de control en las 48 hrs siguientes al nacimiento,2016-01-01,1,1
CHAYANTA,atencion de partos en domicilio,rn con visita de control en las 48 hrs siguientes al nacimiento,2016-01-01,9,9
CHIPAYA,atencion de partos en domicilio,rn con visita de control en las 48 hrs siguientes al nacimiento,2016-01-01,1,1
CHUA COCANI,atencion de partos en domicilio,rn con visita de control en las 48 hrs siguientes al nacimiento,2016-01-01,5,5
CHULUMANI (V. DE LA LIBERTAD),atencion de partos en domicilio,rn con visita de control en las 48 hrs siguientes al nacimiento,2016-01-01,1,1
CHUMA,atencion de partos en domicilio,rn con visita de control en las 48 hrs siguientes al nacimiento,2016-01-01,4,4
CHUQUIHUTA AYLLU JUCUMANI,atencion de partos en domicilio,rn con visita de control en las 48 hrs siguientes al nacimiento,2016-01-01,5,5
CKOCHAS,atencion de partos en domicilio,rn con visita de control en las 48 hrs siguientes al nacimiento,2016-01-01,14,14
CLIZA,atencion de partos en domicilio,rn con visita de control en las 48 hrs siguientes al nacimiento,2016-01-01,1,1
COCAPATA,atencion de partos en domicilio,rn con visita de control en las 48 hrs siguientes al nacimiento,2016-01-01,12,12
COCHABAMBA,atencion de partos en domicilio,rn con visita de control en las 48 hrs siguientes al nacimiento,2016-01-01,1,1
"COLCHA ""K""",atencion de partos en domicilio,rn con visita de control en las 48 hrs siguientes al nacimiento,2016-01-01,7,7
COLLANA,atencion de partos en domicilio,rn con visita de control en las 48 hrs siguientes al nacimiento,2016-01-01,5,5
COLOMI,atencion de partos en domicilio,rn con visita de control en las 48 hrs siguientes al nacimiento,2016-01-01,2,2
COLQUECHACA,atencion de partos en domicilio,rn con visita de control en las 48 hrs siguientes al nacimiento,2016-01-01,44,44
COLQUENCHA,atencion de partos en domicilio,rn con visita de control en las 48 hrs siguientes al nacimiento,2016-01-01,5,5
COLQUIRI,atencion de partos en domicilio,rn con visita de control en las 48 hrs siguientes al nacimiento,2016-01-01,11,11
COMANCHE,atencion de partos en domicilio,rn con visita de control en las 48 hrs siguientes al nacimiento,2016-01-01,1,1
COMARAPA,atencion de partos en domicilio,rn con visita de control en las 48 hrs siguientes al nacimiento,2016-01-01,3,3
CONCEPCION,atencion de partos en domicilio,rn con visita de control en las 48 hrs siguientes al nacimiento,2016-01-01,5,5
COPACABANA,atencion de partos en domicilio,rn con visita de control en las 48 hrs siguientes al nacimiento,2016-01-01,1,1
CORO CORO,atencion de partos en domicilio,rn con visita de control en las 48 hrs siguientes al nacimiento,2016-01-01,4,4
COROICO,atencion de partos en domicilio,rn con visita de control en las 48 hrs siguientes al nacimiento,2016-01-01,2,2
CORQUE,atencion de partos en domicilio,rn con visita de control en las 48 hrs siguientes al nacimiento,2016-01-01,6,6
COTAGAITA,atencion de partos en domicilio,rn con visita de control en las 48 hrs siguientes al nacimiento,2016-01-01,5,5
COTOCA,atencion de partos en domicilio,rn con visita de control en las 48 hrs siguientes al nacimiento,2016-01-01,2,2
CUEVO,atencion de partos en domicilio,rn con visita de control en las 48 hrs siguientes al nacimiento,2016-01-01,3,3
CULPINA,atencion de partos en domicilio,rn con visita de control en las 48 hrs siguientes al nacimiento,2016-01-01,4,4
CURAHUARA DE CARANGAS,atencion de partos en domicilio,rn con visita de control en las 48 hrs siguientes al nacimiento,2016-01-01,2,2
CURVA,atencion de partos en domicilio,rn con visita de control en las 48 hrs siguientes al nacimiento,2016-01-01,3,3
DESAGUADERO,atencion de partos en domicilio,rn con visita de control en las 48 hrs siguientes al nacimiento,2016-01-01,6,6
EL ALTO,atencion de partos en domicilio,rn con visita de control en las 48 hrs siguientes al nacimiento,2016-01-01,11,11
EL CHORO,atencion de partos en domicilio,rn con visita de control en las 48 hrs siguientes al nacimiento,2016-01-01,1,1
EL PUENTE(STC),atencion de partos en domicilio,rn con visita de control en las 48 hrs siguientes al nacimiento,2016-01-01,2,2
EL PUENTE(TJA),atencion de partos en domicilio,rn con visita de control en las 48 hrs siguientes al nacimiento,2016-01-01,1,1
EL TORNO,atencion de partos en domicilio,rn con visita de control en las 48 hrs siguientes al nacimiento,2016-01-01,3,3
ENTRE RIOS TRJ,atencion de partos en domicilio,rn con visita de control en las 48 hrs siguientes al nacimiento,2016-01-01,5,5
EUCALIPTUS,atencion de partos en domicilio,rn con visita de control en las 48 hrs siguientes al nacimiento,2016-01-01,2,2
EXALTACION,atencion de partos en domicilio,rn con visita de control en las 48 hrs siguientes al nacimiento,2016-01-01,1,1
FILADELFIA,atencion de partos en domicilio,rn con visita de control en las 48 hrs siguientes al nacimiento,2016-01-01,2,2
GRAL. J.J. PEREZ (CHARAZANI),atencion de partos en domicilio,rn con visita de control en las 48 hrs siguientes al nacimiento,2016-01-01,6,6
GUAQUI,atencion de partos en domicilio,rn con visita de control en las 48 hrs siguientes al nacimiento,2016-01-01,2,2
GUTIERREZ,atencion de partos en domicilio,rn con visita de control en las 48 hrs siguientes al nacimiento,2016-01-01,4,4
HUACAYA (VILLA DE HUACAYA),atencion de partos en domicilio,rn con visita de control en las 48 hrs siguientes al nacimiento,2016-01-01,1,1
HUARINA,atencion de partos en domicilio,rn con visita de control en las 48 hrs siguientes al nacimiento,2016-01-01,1,1
HUATAJATA,atencion de partos en domicilio,rn con visita de control en las 48 hrs siguientes al nacimiento,2016-01-01,2,2
HUAYLLAMARCA,atencion de partos en domicilio,rn con visita de control en las 48 hrs siguientes al nacimiento,2016-01-01,1,1
HUMANATA,atencion de partos en domicilio,rn con visita de control en las 48 hrs siguientes al nacimiento,2016-01-01,2,2
ICHOCA,atencion de partos en domicilio,rn con visita de control en las 48 hrs siguientes al nacimiento,2016-01-01,1,1
ICLA,atencion de partos en domicilio,rn con visita de control en las 48 hrs siguientes al nacimiento,2016-01-01,9,9
INCAHUASI,atencion de partos en domicilio,rn con visita de control en las 48 hrs siguientes al nacimiento,2016-01-01,5,5
INQUISIVI,atencion de partos en domicilio,rn con visita de control en las 48 hrs siguientes al nacimiento,2016-01-01,11,11
IRUPANA (VILLA DE LANZA),atencion de partos en domicilio,rn con visita de control en las 48 hrs siguientes al nacimiento,2016-01-01,4,4
IXIAMAS,atencion de partos en domicilio,rn con visita de control en las 48 hrs siguientes al nacimiento,2016-01-01,2,2
JESUS DE MACHACA,atencion de partos en domicilio,rn con visita de control en las 48 hrs siguientes al nacimiento,2016-01-01,6,6
LA ASUNTA,atencion de partos en domicilio,rn con visita de control en las 48 hrs siguientes al nacimiento,2016-01-01,12,12
LA PAZ,atencion de partos en domicilio,rn con visita de control en las 48 hrs siguientes al nacimiento,2016-01-01,22,22
LA RIVERA,atencion de partos en domicilio,rn con visita de control en las 48 hrs siguientes al nacimiento,2016-01-01,1,1
LAGUNILLAS,atencion de partos en domicilio,rn con visita de control en las 48 hrs siguientes al nacimiento,2016-01-01,1,1
LAJA,atencion de partos en domicilio,rn con visita de control en las 48 hrs siguientes al nacimiento,2016-01-01,15,15
LAS CARRERAS,atencion de partos en domicilio,rn con visita de control en las 48 hrs siguientes al nacimiento,2016-01-01,2,2
LLALLAGUA,atencion de partos en domicilio,rn con visita de control en las 48 hrs siguientes al nacimiento,2016-01-01,4,4
LURIBAY,atencion de partos en domicilio,rn con visita de control en las 48 hrs siguientes al nacimiento,2016-01-01,2,2
MAGDALENA,atencion de partos en domicilio,rn con visita de control en las 48 hrs siguientes al nacimiento,2016-01-01,1,1
MIZQUE,atencion de partos en domicilio,rn con visita de control en las 48 hrs siguientes al nacimiento,2016-01-01,10,10
MOCOMOCO,atencion de partos en domicilio,rn con visita de control en las 48 hrs siguientes al nacimiento,2016-01-01,8,8
MOJINETE,atencion de partos en domicilio,rn con visita de control en las 48 hrs siguientes al nacimiento,2016-01-01,1,1
MOROCHATA,atencion de partos en domicilio,rn con visita de control en las 48 hrs siguientes al nacimiento,2016-01-01,4,4
NAZACARA DE PACAJES,atencion de partos en domicilio,rn con visita de control en las 48 hrs siguientes al nacimiento,2016-01-01,2,2
NUEVO MANOA (NUEVA ESPERANZA),atencion de partos en domicilio,rn con visita de control en las 48 hrs siguientes al nacimiento,2016-01-01,4,4
OCURI,atencion de partos en domicilio,rn con visita de control en las 48 hrs siguientes al nacimiento,2016-01-01,5,5
ORURO,atencion de partos en domicilio,rn con visita de control en las 48 hrs siguientes al nacimiento,2016-01-01,8,8
PADCAYA,atencion de partos en domicilio,rn con visita de control en las 48 hrs siguientes al nacimiento,2016-01-01,6,6
PALCA,atencion de partos en domicilio,rn con visita de control en las 48 hrs siguientes al nacimiento,2016-01-01,4,4
PALOS BLANCOS,atencion de partos en domicilio,rn con visita de control en las 48 hrs siguientes al nacimiento,2016-01-01,12,12
PAMPA AULLAGAS,atencion de partos en domicilio,rn con visita de control en las 48 hrs siguientes al nacimiento,2016-01-01,3,3
PAPEL PAMPA,atencion de partos en domicilio,rn con visita de control en las 48 hrs siguientes al nacimiento,2016-01-01,3,3
PAZÑA,atencion de partos en domicilio,rn con visita de control en las 48 hrs siguientes al nacimiento,2016-01-01,1,1
PELECHUCO,atencion de partos en domicilio,rn con visita de control en las 48 hrs siguientes al nacimiento,2016-01-01,7,7
POCOATA,atencion de partos en domicilio,rn con visita de control en las 48 hrs siguientes al nacimiento,2016-01-01,31,31
POCONA,atencion de partos en domicilio,rn con visita de control en las 48 hrs siguientes al nacimiento,2016-01-01,4,4
POJO (CBBA),atencion de partos en domicilio,rn con visita de control en las 48 hrs siguientes al nacimiento,2016-01-01,1,1
POOPO,atencion de partos en domicilio,rn con visita de control en las 48 hrs siguientes al nacimiento,2016-01-01,3,3
POROMA,atencion de partos en domicilio,rn con visita de control en las 48 hrs siguientes al nacimiento,2016-01-01,12,12
PORONGO,atencion de partos en domicilio,rn con visita de control en las 48 hrs siguientes al nacimiento,2016-01-01,3,3
PORVENIR,atencion de partos en domicilio,rn con visita de control en las 48 hrs siguientes al nacimiento,2016-01-01,1,1
POTOSI,atencion de partos en domicilio,rn con visita de control en las 48 hrs siguientes al nacimiento,2016-01-01,5,5
PRESTO,atencion de partos en domicilio,rn con visita de control en las 48 hrs siguientes al nacimiento,2016-01-01,3,3
PUCARANI,atencion de partos en domicilio,rn con visita de control en las 48 hrs siguientes al nacimiento,2016-01-01,11,11
PUERTO ACOSTA,atencion de partos en domicilio,rn con visita de control en las 48 hrs siguientes al nacimiento,2016-01-01,5,5
PUERTO CARABUCO,atencion de partos en domicilio,rn con visita de control en las 48 hrs siguientes al nacimiento,2016-01-01,13,13
PUERTO GONZALO MORENO,atencion de partos en domicilio,rn con visita de control en las 48 hrs siguientes al nacimiento,2016-01-01,4,4
PUERTO PEREZ,atencion de partos en domicilio,rn con visita de control en las 48 hrs siguientes al nacimiento,2016-01-01,11,11
PUERTO RICO,atencion de partos en domicilio,rn con visita de control en las 48 hrs siguientes al nacimiento,2016-01-01,1,1
PUNA,atencion de partos en domicilio,rn con visita de control en las 48 hrs siguientes al nacimiento,2016-01-01,5,5
QUIABAYA,atencion de partos en domicilio,rn con visita de control en las 48 hrs siguientes al nacimiento,2016-01-01,2,2
QUILLACOLLO,atencion de partos en domicilio,rn con visita de control en las 48 hrs siguientes al nacimiento,2016-01-01,7,7
RAVELO,atencion de partos en domicilio,rn con visita de control en las 48 hrs siguientes al nacimiento,2016-01-01,7,7
REYES,atencion de partos en domicilio,rn con visita de control en las 48 hrs siguientes al nacimiento,2016-01-01,1,1
RIBERALTA,atencion de partos en domicilio,rn con visita de control en las 48 hrs siguientes al nacimiento,2016-01-01,8,8
RURRENABAQUE,atencion de partos en domicilio,rn con visita de control en las 48 hrs siguientes al nacimiento,2016-01-01,1,1
SACABA,atencion de partos en domicilio,rn con visita de control en las 48 hrs siguientes al nacimiento,2016-01-01,3,3
SACACA,atencion de partos en domicilio,rn con visita de control en las 48 hrs siguientes al nacimiento,2016-01-01,12,12
SALINAS DE GARCI MENDOZA,atencion de partos en domicilio,rn con visita de control en las 48 hrs siguientes al nacimiento,2016-01-01,1,1
SAN AGUSTIN,atencion de partos en domicilio,rn con visita de control en las 48 hrs siguientes al nacimiento,2016-01-01,3,3
SAN ANDRES DE MACHACA,atencion de partos en domicilio,rn con visita de control en las 48 hrs siguientes al nacimiento,2016-01-01,5,5
SAN ANTONIO DE ESMORUCO,atencion de partos en domicilio,rn con visita de control en las 48 hrs siguientes al nacimiento,2016-01-01,5,5
SAN ANTONIO DE LOMERIO,atencion de partos en domicilio,rn con visita de control en las 48 hrs siguientes al nacimiento,2016-01-01,2,2
SAN BORJA,atencion de partos en domicilio,rn con visita de control en las 48 hrs siguientes al nacimiento,2016-01-01,7,7
SAN BUENA VENTURA,atencion de partos en domicilio,rn con visita de control en las 48 hrs siguientes al nacimiento,2016-01-01,1,1
SAN IGNACIO,atencion de partos en domicilio,rn con visita de control en las 48 hrs siguientes al nacimiento,2016-01-01,2,2
SAN IGNACIO DE VELASCO,atencion de partos en domicilio,rn con visita de control en las 48 hrs siguientes al nacimiento,2016-01-01,5,5
SAN LORENZO(PND),atencion de partos en domicilio,rn con visita de control en las 48 hrs siguientes al nacimiento,2016-01-01,5,5
SAN LUCAS,atencion de partos en domicilio,rn con visita de control en las 48 hrs siguientes al nacimiento,2016-01-01,11,11
SAN MIGUEL DE VELASCO,atencion de partos en domicilio,rn con visita de control en las 48 hrs siguientes al nacimiento,2016-01-01,3,3
SAN PABLO DE LIPEZ,atencion de partos en domicilio,rn con visita de control en las 48 hrs siguientes al nacimiento,2016-01-01,2,2
SAN PEDRO DE BUENA VISTA,atencion de partos en domicilio,rn con visita de control en las 48 hrs siguientes al nacimiento,2016-01-01,36,36
SAN PEDRO DE CURAHUARA,atencion de partos en domicilio,rn con visita de control en las 48 hrs siguientes al nacimiento,2016-01-01,2,2
SAN PEDRO DE TIQUINA,atencion de partos en domicilio,rn con visita de control en las 48 hrs siguientes al nacimiento,2016-01-01,1,1
SAN RAFAEL,atencion de partos en domicilio,rn con visita de control en las 48 hrs siguientes al nacimiento,2016-01-01,1,1
SANTA ANA,atencion de partos en domicilio,rn con visita de control en las 48 hrs siguientes al nacimiento,2016-01-01,1,1
SANTA CRUZ DE LA SIERRA,atencion de partos en domicilio,rn con visita de control en las 48 hrs siguientes al nacimiento,2016-01-01,2,2
SANTA ROSA DEL SARA,atencion de partos en domicilio,rn con visita de control en las 48 hrs siguientes al nacimiento,2016-01-01,1,1
SANTIAGO DE CALLAPA,atencion de partos en domicilio,rn con visita de control en las 48 hrs siguientes al nacimiento,2016-01-01,1,1
SANTIAGO DE HUARI,atencion de partos en domicilio,rn con visita de control en las 48 hrs siguientes al nacimiento,2016-01-01,2,2
SANTIAGO DE HUATA,atencion de partos en domicilio,rn con visita de control en las 48 hrs siguientes al nacimiento,2016-01-01,5,5
SANTIAGO DE MACHACA,atencion de partos en domicilio,rn con visita de control en las 48 hrs siguientes al nacimiento,2016-01-01,3,3
SANTUARIO DE QUILLACAS,atencion de partos en domicilio,rn con visita de control en las 48 hrs siguientes al nacimiento,2016-01-01,1,1
SAPAHAQUI,atencion de partos en domicilio,rn con visita de control en las 48 hrs siguientes al nacimiento,2016-01-01,6,6
SHINAOTA,atencion de partos en domicilio,rn con visita de control en las 48 hrs siguientes al nacimiento,2016-01-01,1,1
SICA SICA (VILLA AROMA),atencion de partos en domicilio,rn con visita de control en las 48 hrs siguientes al nacimiento,2016-01-01,3,3
SIPE SIPE,atencion de partos en domicilio,rn con visita de control en las 48 hrs siguientes al nacimiento,2016-01-01,1,1
SOPACHUY,atencion de partos en domicilio,rn con visita de control en las 48 hrs siguientes al nacimiento,2016-01-01,2,2
SORACACHI,atencion de partos en domicilio,rn con visita de control en las 48 hrs siguientes al nacimiento,2016-01-01,4,4
SORATA,atencion de partos en domicilio,rn con visita de control en las 48 hrs siguientes al nacimiento,2016-01-01,11,11
SUCRE,atencion de partos en domicilio,rn con visita de control en las 48 hrs siguientes al nacimiento,2016-01-01,1,1
TACACHI,atencion de partos en domicilio,rn con visita de control en las 48 hrs siguientes al nacimiento,2016-01-01,1,1
TACACOMA,atencion de partos en domicilio,rn con visita de control en las 48 hrs siguientes al nacimiento,2016-01-01,1,1
TACOBAMBA,atencion de partos en domicilio,rn con visita de control en las 48 hrs siguientes al nacimiento,2016-01-01,4,4
TACOPAYA,atencion de partos en domicilio,rn con visita de control en las 48 hrs siguientes al nacimiento,2016-01-01,8,8
TAHUA,atencion de partos en domicilio,rn con visita de control en las 48 hrs siguientes al nacimiento,2016-01-01,1,1
TAPACARI,atencion de partos en domicilio,rn con visita de control en las 48 hrs siguientes al nacimiento,2016-01-01,19,19
TARABUCO,atencion de partos en domicilio,rn con visita de control en las 48 hrs siguientes al nacimiento,2016-01-01,3,3
TARACO,atencion de partos en domicilio,rn con visita de control en las 48 hrs siguientes al nacimiento,2016-01-01,1,1
TARATA,atencion de partos en domicilio,rn con visita de control en las 48 hrs siguientes al nacimiento,2016-01-01,2,2
TARIJA,atencion de partos en domicilio,rn con visita de control en las 48 hrs siguientes al nacimiento,2016-01-01,1,1
TARVITA,atencion de partos en domicilio,rn con visita de control en las 48 hrs siguientes al nacimiento,2016-01-01,3,3
TEOPONTE,atencion de partos en domicilio,rn con visita de control en las 48 hrs siguientes al nacimiento,2016-01-01,4,4
TIAWANACU,atencion de partos en domicilio,rn con visita de control en las 48 hrs siguientes al nacimiento,2016-01-01,7,7
TINGUIPAYA,atencion de partos en domicilio,rn con visita de control en las 48 hrs siguientes al nacimiento,2016-01-01,14,14
TIQUIPAYA,atencion de partos en domicilio,rn con visita de control en las 48 hrs siguientes al nacimiento,2016-01-01,7,7
TIRAQUE (CBBA),atencion de partos en domicilio,rn con visita de control en las 48 hrs siguientes al nacimiento,2016-01-01,6,6
TOCO,atencion de partos en domicilio,rn con visita de control en las 48 hrs siguientes al nacimiento,2016-01-01,1,1
TOLEDO,atencion de partos en domicilio,rn con visita de control en las 48 hrs siguientes al nacimiento,2016-01-01,1,1
TOMAVE,atencion de partos en domicilio,rn con visita de control en las 48 hrs siguientes al nacimiento,2016-01-01,3,3
TOMINA,atencion de partos en domicilio,rn con visita de control en las 48 hrs siguientes al nacimiento,2016-01-01,2,2
TORO TORO,atencion de partos en domicilio,rn con visita de control en las 48 hrs siguientes al nacimiento,2016-01-01,4,4
TOTORA(CBBA),atencion de partos en domicilio,rn con visita de control en las 48 hrs siguientes al nacimiento,2016-01-01,1,1
TOTORA(ORR),atencion de partos en domicilio,rn con visita de control en las 48 hrs siguientes al nacimiento,2016-01-01,2,2
TUPIZA,atencion de partos en domicilio,rn con visita de control en las 48 hrs siguientes al nacimiento,2016-01-01,6,6
TURCO,atencion de partos en domicilio,rn con visita de control en las 48 hrs siguientes al nacimiento,2016-01-01,2,2
UMALA,atencion de partos en domicilio,rn con visita de control en las 48 hrs siguientes al nacimiento,2016-01-01,5,5
UNCIA,atencion de partos en domicilio,rn con visita de control en las 48 hrs siguientes al nacimiento,2016-01-01,10,10
URUBICHA,atencion de partos en domicilio,rn con visita de control en las 48 hrs siguientes al nacimiento,2016-01-01,1,1
UYUNI,atencion de partos en domicilio,rn con visita de control en las 48 hrs siguientes al nacimiento,2016-01-01,4,4
VACAS,atencion de partos en domicilio,rn con visita de control en las 48 hrs siguientes al nacimiento,2016-01-01,4,4
VIACHA,atencion de partos en domicilio,rn con visita de control en las 48 hrs siguientes al nacimiento,2016-01-01,3,3
VILA VILA,atencion de partos en domicilio,rn con visita de control en las 48 hrs siguientes al nacimiento,2016-01-01,4,4
VILLA CHARCAS,atencion de partos en domicilio,rn con visita de control en las 48 hrs siguientes al nacimiento,2016-01-01,4,4
VILLA NUEVA (LOMA ALTA),atencion de partos en domicilio,rn con visita de control en las 48 hrs siguientes al nacimiento,2016-01-01,2,2
VILLA TUNARI,atencion de partos en domicilio,rn con visita de control en las 48 hrs siguientes al nacimiento,2016-01-01,3,3
VILLA VACA GUZMAN (MUYUPAMPA),atencion de partos en domicilio,rn con visita de control en las 48 hrs siguientes al nacimiento,2016-01-01,4,4
VILLAZON,atencion de partos en domicilio,rn con visita de control en las 48 hrs siguientes al nacimiento,2016-01-01,2,2
VINTO,atencion de partos en domicilio,rn con visita de control en las 48 hrs siguientes al nacimiento,2016-01-01,2,2
WALDO BALLIVIAN,atencion de partos en domicilio,rn con visita de control en las 48 hrs siguientes al nacimiento,2016-01-01,1,1
YACO,atencion de partos en domicilio,rn con visita de control en las 48 hrs siguientes al nacimiento,2016-01-01,7,7
YACUIBA,atencion de partos en domicilio,rn con visita de control en las 48 hrs siguientes al nacimiento,2016-01-01,6,6
YOCALLA,atencion de partos en domicilio,rn con visita de control en las 48 hrs siguientes al nacimiento,2016-01-01,3,3
YUNCHARA,atencion de partos en domicilio,rn con visita de control en las 48 hrs siguientes al nacimiento,2016-01-01,3,3
ZUDAÑEZ,atencion de partos en domicilio,rn con visita de control en las 48 hrs siguientes al nacimiento,2016-01-01,1,1
ACHACACHI,atencion de partos en domicilio,rn con visita de control en las 48 hrs siguientes al nacimiento,2016-02-01,12,12
ACHOCALLA,atencion de partos en domicilio,rn con visita de control en las 48 hrs siguientes al nacimiento,2016-02-01,6,6
AIQUILE,atencion de partos en domicilio,rn con visita de control en las 48 hrs siguientes al nacimiento,2016-02-01,1,1
ALALAY,atencion de partos en domicilio,rn con visita de control en las 48 hrs siguientes al nacimiento,2016-02-01,2,2
ANCORAIMES,atencion de partos en domicilio,rn con visita de control en las 48 hrs siguientes al nacimiento,2016-02-01,11,11
ANDAMARCA,atencion de partos en domicilio,rn con visita de control en las 48 hrs siguientes al nacimiento,2016-02-01,1,1
APOLO,atencion de partos en domicilio,rn con visita de control en las 48 hrs siguientes al nacimiento,2016-02-01,9,9
ARAMPAMPA,atencion de partos en domicilio,rn con visita de control en las 48 hrs siguientes al nacimiento,2016-02-01,3,3
ARBIETO,atencion de partos en domicilio,rn con visita de control en las 48 hrs siguientes al nacimiento,2016-02-01,2,2
ARQUE,atencion de partos en domicilio,rn con visita de control en las 48 hrs siguientes al nacimiento,2016-02-01,18,18
AUCAPATA,atencion de partos en domicilio,rn con visita de control en las 48 hrs siguientes al nacimiento,2016-02-01,1,1
AYATA,atencion de partos en domicilio,rn con visita de control en las 48 hrs siguientes al nacimiento,2016-02-01,7,7
AYO AYO,atencion de partos en domicilio,rn con visita de control en las 48 hrs siguientes al nacimiento,2016-02-01,8,8
AYOPAYA (V. DE INDEPENDENCIA),atencion de partos en domicilio,rn con visita de control en las 48 hrs siguientes al nacimiento,2016-02-01,6,6
AZURDUY,atencion de partos en domicilio,rn con visita de control en las 48 hrs siguientes al nacimiento,2016-02-01,4,4
BATALLAS,atencion de partos en domicilio,rn con visita de control en las 48 hrs siguientes al nacimiento,2016-02-01,11,11
BAURES,atencion de partos en domicilio,rn con visita de control en las 48 hrs siguientes al nacimiento,2016-02-01,1,1
BELEN DE ANDAMARCA,atencion de partos en domicilio,rn con visita de control en las 48 hrs siguientes al nacimiento,2016-02-01,1,1
BELEN DE URMIRI,atencion de partos en domicilio,rn con visita de control en las 48 hrs siguientes al nacimiento,2016-02-01,1,1
BETANZOS,atencion de partos en domicilio,rn con visita de control en las 48 hrs siguientes al nacimiento,2016-02-01,4,4
