municipality,group,variable,month,RN con malformación congénita,TOTAL
TUPIZA,atencion de partos en domicilio,rn con malformacion congenita,2016-06-01,1,1
YAMPARAEZ,atencion de partos en domicilio,rn con malformacion congenita,2016-06-01,1,1
CHIMORE,atencion de partos en domicilio,rn con malformacion congenita,2016-07-01,1,1
LAJA,atencion de partos en domicilio,rn con malformacion congenita,2016-07-01,2,2
PUERTO CARABUCO,atencion de partos en domicilio,rn con malformacion congenita,2016-07-01,1,1
SACABA,atencion de partos en domicilio,rn con malformacion congenita,2016-07-01,3,3
SAN MATIAS,atencion de partos en domicilio,rn con malformacion congenita,2016-07-01,1,1
VIACHA,atencion de partos en domicilio,rn con malformacion congenita,2016-07-01,1,1
BETANZOS,atencion de partos en domicilio,rn con malformacion congenita,2016-08-01,1,1
CARACOLLO,atencion de partos en domicilio,rn con malformacion congenita,2016-08-01,1,1
SAN BORJA,atencion de partos en domicilio,rn con malformacion congenita,2016-08-01,1,1
SUCRE,atencion de partos en domicilio,rn con malformacion congenita,2016-08-01,2,2
ACHACACHI,atencion de partos en domicilio,rn con malformacion congenita,2016-09-01,1,1
CARANAVI,atencion de partos en domicilio,rn con malformacion congenita,2016-09-01,1,1
CKOCHAS,atencion de partos en domicilio,rn con malformacion congenita,2016-09-01,1,1
COCAPATA,atencion de partos en domicilio,rn con malformacion congenita,2016-09-01,1,1
OCURI,atencion de partos en domicilio,rn con malformacion congenita,2016-09-01,8,8
PADCAYA,atencion de partos en domicilio,rn con malformacion congenita,2016-09-01,1,1
SAN IGNACIO DE VELASCO,atencion de partos en domicilio,rn con malformacion congenita,2016-09-01,1,1
SAN LUCAS,atencion de partos en domicilio,rn con malformacion congenita,2016-09-01,1,1
SICA SICA (VILLA AROMA),atencion de partos en domicilio,rn con malformacion congenita,2016-09-01,1,1
SORACACHI,atencion de partos en domicilio,rn con malformacion congenita,2016-09-01,1,1
TORO TORO,atencion de partos en domicilio,rn con malformacion congenita,2016-09-01,1,1
CARANAVI,atencion de partos en domicilio,rn con malformacion congenita,2016-10-01,1,1
COLQUECHACA,atencion de partos en domicilio,rn con malformacion congenita,2016-10-01,1,1
LA ASUNTA,atencion de partos en domicilio,rn con malformacion congenita,2016-10-01,1,1
MALLA,atencion de partos en domicilio,rn con malformacion congenita,2016-10-01,1,1
PUCARANI,atencion de partos en domicilio,rn con malformacion congenita,2016-10-01,1,1
APOLO,atencion de partos en domicilio,rn con malformacion congenita,2016-11-01,1,1
ATOCHA,atencion de partos en domicilio,rn con malformacion congenita,2016-11-01,1,1
CHARAGUA,atencion de partos en domicilio,rn con malformacion congenita,2016-11-01,1,1
POCONA,atencion de partos en domicilio,rn con malformacion congenita,2016-11-01,1,1
SAN IGNACIO,atencion de partos en domicilio,rn con malformacion congenita,2016-11-01,1,1
CULPINA,atencion de partos en domicilio,rn con malformacion congenita,2016-12-01,1,1
HUMANATA,atencion de partos en domicilio,rn con malformacion congenita,2016-12-01,1,1
MIZQUE,atencion de partos en domicilio,rn con malformacion congenita,2016-12-01,1,1
PALCA,atencion de partos en domicilio,rn con malformacion congenita,2016-12-01,1,1
PALOS BLANCOS,atencion de partos en domicilio,rn con malformacion congenita,2016-12-01,1,1
PUCARANI,atencion de partos en domicilio,rn con malformacion congenita,2016-12-01,1,1
SALINAS DE GARCI MENDOZA,atencion de partos en domicilio,rn con malformacion congenita,2016-12-01,1,1
SAN PEDRO DE CURAHUARA,atencion de partos en domicilio,rn con malformacion congenita,2016-12-01,1,1
