municipality,group,variable,month,Partos atendidos por otros,TOTAL
SANTA CRUZ DE LA SIERRA,atencion de partos en domicilio,partos atendidos por otros,2016-01-01,2,2
TACOPAYA,atencion de partos en domicilio,partos atendidos por otros,2016-01-01,1,1
TAPACARI,atencion de partos en domicilio,partos atendidos por otros,2016-01-01,2,2
TARABUCO,atencion de partos en domicilio,partos atendidos por otros,2016-01-01,1,1
TARATA,atencion de partos en domicilio,partos atendidos por otros,2016-01-01,3,3
TEOPONTE,atencion de partos en domicilio,partos atendidos por otros,2016-01-01,1,1
TORO TORO,atencion de partos en domicilio,partos atendidos por otros,2016-01-01,2,2
TRINIDAD,atencion de partos en domicilio,partos atendidos por otros,2016-01-01,2,2
VILLAZON,atencion de partos en domicilio,partos atendidos por otros,2016-01-01,1,1
VINTO,atencion de partos en domicilio,partos atendidos por otros,2016-01-01,2,2
YACUIBA,atencion de partos en domicilio,partos atendidos por otros,2016-01-01,1,1
AIQUILE,atencion de partos en domicilio,partos atendidos por otros,2016-02-01,1,1
ALALAY,atencion de partos en domicilio,partos atendidos por otros,2016-02-01,1,1
APOLO,atencion de partos en domicilio,partos atendidos por otros,2016-02-01,3,3
ARQUE,atencion de partos en domicilio,partos atendidos por otros,2016-02-01,1,1
AYOPAYA (V. DE INDEPENDENCIA),atencion de partos en domicilio,partos atendidos por otros,2016-02-01,1,1
BERMEJO,atencion de partos en domicilio,partos atendidos por otros,2016-02-01,1,1
CHALLAPATA,atencion de partos en domicilio,partos atendidos por otros,2016-02-01,1,1
CHARAÑA,atencion de partos en domicilio,partos atendidos por otros,2016-02-01,2,2
CHAYANTA,atencion de partos en domicilio,partos atendidos por otros,2016-02-01,1,1
CHIMORE,atencion de partos en domicilio,partos atendidos por otros,2016-02-01,2,2
CHULUMANI (V. DE LA LIBERTAD),atencion de partos en domicilio,partos atendidos por otros,2016-02-01,1,1
CKOCHAS,atencion de partos en domicilio,partos atendidos por otros,2016-02-01,3,3
COCAPATA,atencion de partos en domicilio,partos atendidos por otros,2016-02-01,2,2
COCHABAMBA,atencion de partos en domicilio,partos atendidos por otros,2016-02-01,1,1
COLQUECHACA,atencion de partos en domicilio,partos atendidos por otros,2016-02-01,1,1
CORIPATA,atencion de partos en domicilio,partos atendidos por otros,2016-02-01,1,1
COROICO,atencion de partos en domicilio,partos atendidos por otros,2016-02-01,1,1
CORQUE,atencion de partos en domicilio,partos atendidos por otros,2016-02-01,1,1
COTAGAITA,atencion de partos en domicilio,partos atendidos por otros,2016-02-01,2,2
CURAHUARA DE CARANGAS,atencion de partos en domicilio,partos atendidos por otros,2016-02-01,2,2
EL ALTO,atencion de partos en domicilio,partos atendidos por otros,2016-02-01,20,20
ENTRE RIOS CBBA,atencion de partos en domicilio,partos atendidos por otros,2016-02-01,1,1
HUARINA,atencion de partos en domicilio,partos atendidos por otros,2016-02-01,2,2
INQUISIVI,atencion de partos en domicilio,partos atendidos por otros,2016-02-01,3,3
LA GUARDIA,atencion de partos en domicilio,partos atendidos por otros,2016-02-01,1,1
LLALLAGUA,atencion de partos en domicilio,partos atendidos por otros,2016-02-01,1,1
LORETO,atencion de partos en domicilio,partos atendidos por otros,2016-02-01,1,1
LURIBAY,atencion de partos en domicilio,partos atendidos por otros,2016-02-01,1,1
MIZQUE,atencion de partos en domicilio,partos atendidos por otros,2016-02-01,1,1
MOJOCOYA,atencion de partos en domicilio,partos atendidos por otros,2016-02-01,1,1
MOROCHATA,atencion de partos en domicilio,partos atendidos por otros,2016-02-01,3,3
ORURO,atencion de partos en domicilio,partos atendidos por otros,2016-02-01,4,4
PAMPA GRANDE,atencion de partos en domicilio,partos atendidos por otros,2016-02-01,1,1
POCONA,atencion de partos en domicilio,partos atendidos por otros,2016-02-01,1,1
PUERTO SUAREZ,atencion de partos en domicilio,partos atendidos por otros,2016-02-01,1,1
SACACA,atencion de partos en domicilio,partos atendidos por otros,2016-02-01,3,3
SAN BORJA,atencion de partos en domicilio,partos atendidos por otros,2016-02-01,2,2
SAN BUENA VENTURA,atencion de partos en domicilio,partos atendidos por otros,2016-02-01,1,1
SAN MIGUEL DE VELASCO,atencion de partos en domicilio,partos atendidos por otros,2016-02-01,1,1
SANTA CRUZ DE LA SIERRA,atencion de partos en domicilio,partos atendidos por otros,2016-02-01,1,1
SIPE SIPE,atencion de partos en domicilio,partos atendidos por otros,2016-02-01,2,2
TACOPAYA,atencion de partos en domicilio,partos atendidos por otros,2016-02-01,1,1
TAPACARI,atencion de partos en domicilio,partos atendidos por otros,2016-02-01,2,2
TARACO,atencion de partos en domicilio,partos atendidos por otros,2016-02-01,1,1
TINGUIPAYA,atencion de partos en domicilio,partos atendidos por otros,2016-02-01,1,1
TIQUIPAYA,atencion de partos en domicilio,partos atendidos por otros,2016-02-01,1,1
TOLEDO,atencion de partos en domicilio,partos atendidos por otros,2016-02-01,1,1
TOMAVE,atencion de partos en domicilio,partos atendidos por otros,2016-02-01,1,1
URUBICHA,atencion de partos en domicilio,partos atendidos por otros,2016-02-01,1,1
WARNES,atencion de partos en domicilio,partos atendidos por otros,2016-02-01,1,1
YACUIBA,atencion de partos en domicilio,partos atendidos por otros,2016-02-01,2,2
YANACACHI,atencion de partos en domicilio,partos atendidos por otros,2016-02-01,2,2
ACHOCALLA,atencion de partos en domicilio,partos atendidos por otros,2016-03-01,3,3
AIQUILE,atencion de partos en domicilio,partos atendidos por otros,2016-03-01,5,5
APOLO,atencion de partos en domicilio,partos atendidos por otros,2016-03-01,1,1
ARQUE,atencion de partos en domicilio,partos atendidos por otros,2016-03-01,2,2
CAPINOTA,atencion de partos en domicilio,partos atendidos por otros,2016-03-01,1,1
CARACOLLO,atencion de partos en domicilio,partos atendidos por otros,2016-03-01,1,1
CHALLAPATA,atencion de partos en domicilio,partos atendidos por otros,2016-03-01,2,2
CHOQUE COTA,atencion de partos en domicilio,partos atendidos por otros,2016-03-01,1,1
COCAPATA,atencion de partos en domicilio,partos atendidos por otros,2016-03-01,1,1
COCHABAMBA,atencion de partos en domicilio,partos atendidos por otros,2016-03-01,1,1
COLQUECHACA,atencion de partos en domicilio,partos atendidos por otros,2016-03-01,2,2
EL ALTO,atencion de partos en domicilio,partos atendidos por otros,2016-03-01,13,13
EL TORNO,atencion de partos en domicilio,partos atendidos por otros,2016-03-01,1,1
GRAL. J.J. PEREZ (CHARAZANI),atencion de partos en domicilio,partos atendidos por otros,2016-03-01,1,1
HUANUNI,atencion de partos en domicilio,partos atendidos por otros,2016-03-01,1,1
ICHOCA,atencion de partos en domicilio,partos atendidos por otros,2016-03-01,1,1
ICLA,atencion de partos en domicilio,partos atendidos por otros,2016-03-01,1,1
INQUISIVI,atencion de partos en domicilio,partos atendidos por otros,2016-03-01,2,2
IRUPANA (VILLA DE LANZA),atencion de partos en domicilio,partos atendidos por otros,2016-03-01,1,1
LLALLAGUA,atencion de partos en domicilio,partos atendidos por otros,2016-03-01,1,1
LORETO,atencion de partos en domicilio,partos atendidos por otros,2016-03-01,1,1
MAIRANA,atencion de partos en domicilio,partos atendidos por otros,2016-03-01,1,1
MIZQUE,atencion de partos en domicilio,partos atendidos por otros,2016-03-01,1,1
MONTERO,atencion de partos en domicilio,partos atendidos por otros,2016-03-01,8,8
MOROCHATA,atencion de partos en domicilio,partos atendidos por otros,2016-03-01,2,2
ORURO,atencion de partos en domicilio,partos atendidos por otros,2016-03-01,7,7
PALOS BLANCOS,atencion de partos en domicilio,partos atendidos por otros,2016-03-01,2,2
PAMPA GRANDE,atencion de partos en domicilio,partos atendidos por otros,2016-03-01,1,1
PRESTO,atencion de partos en domicilio,partos atendidos por otros,2016-03-01,1,1
QUILLACOLLO,atencion de partos en domicilio,partos atendidos por otros,2016-03-01,6,6
RAVELO,atencion de partos en domicilio,partos atendidos por otros,2016-03-01,2,2
SACABA,atencion de partos en domicilio,partos atendidos por otros,2016-03-01,3,3
SALINAS DE GARCI MENDOZA,atencion de partos en domicilio,partos atendidos por otros,2016-03-01,1,1
SAN BORJA,atencion de partos en domicilio,partos atendidos por otros,2016-03-01,17,17
SAN BUENA VENTURA,atencion de partos en domicilio,partos atendidos por otros,2016-03-01,1,1
SAN IGNACIO,atencion de partos en domicilio,partos atendidos por otros,2016-03-01,2,2
SAN MATIAS,atencion de partos en domicilio,partos atendidos por otros,2016-03-01,1,1
SAN PEDRO DE BUENA VISTA,atencion de partos en domicilio,partos atendidos por otros,2016-03-01,1,1
SANTA CRUZ DE LA SIERRA,atencion de partos en domicilio,partos atendidos por otros,2016-03-01,1,1
SANTIVAÑES,atencion de partos en domicilio,partos atendidos por otros,2016-03-01,1,1
SENA,atencion de partos en domicilio,partos atendidos por otros,2016-03-01,1,1
SIPE SIPE,atencion de partos en domicilio,partos atendidos por otros,2016-03-01,4,4
SUCRE,atencion de partos en domicilio,partos atendidos por otros,2016-03-01,1,1
TACOPAYA,atencion de partos en domicilio,partos atendidos por otros,2016-03-01,1,1
TAPACARI,atencion de partos en domicilio,partos atendidos por otros,2016-03-01,2,2
TARACO,atencion de partos en domicilio,partos atendidos por otros,2016-03-01,1,1
TIQUIPAYA,atencion de partos en domicilio,partos atendidos por otros,2016-03-01,1,1
TOLATA,atencion de partos en domicilio,partos atendidos por otros,2016-03-01,1,1
TORO TORO,atencion de partos en domicilio,partos atendidos por otros,2016-03-01,2,2
VILLA TUNARI,atencion de partos en domicilio,partos atendidos por otros,2016-03-01,3,3
VINTO,atencion de partos en domicilio,partos atendidos por otros,2016-03-01,2,2
YAMPARAEZ,atencion de partos en domicilio,partos atendidos por otros,2016-03-01,1,1
AIQUILE,atencion de partos en domicilio,partos atendidos por otros,2016-04-01,3,3
CARMEN RIVERO TORREZ,atencion de partos en domicilio,partos atendidos por otros,2016-04-01,1,1
CHIMORE,atencion de partos en domicilio,partos atendidos por otros,2016-04-01,2,2
COCAPATA,atencion de partos en domicilio,partos atendidos por otros,2016-04-01,1,1
COCHABAMBA,atencion de partos en domicilio,partos atendidos por otros,2016-04-01,2,2
CORQUE,atencion de partos en domicilio,partos atendidos por otros,2016-04-01,1,1
COTOCA,atencion de partos en domicilio,partos atendidos por otros,2016-04-01,1,1
CURAHUARA DE CARANGAS,atencion de partos en domicilio,partos atendidos por otros,2016-04-01,1,1
EL ALTO,atencion de partos en domicilio,partos atendidos por otros,2016-04-01,4,4
EL TORNO,atencion de partos en domicilio,partos atendidos por otros,2016-04-01,2,2
GRAL. J.J. PEREZ (CHARAZANI),atencion de partos en domicilio,partos atendidos por otros,2016-04-01,2,2
HUACAYA (VILLA DE HUACAYA),atencion de partos en domicilio,partos atendidos por otros,2016-04-01,1,1
HUMANATA,atencion de partos en domicilio,partos atendidos por otros,2016-04-01,1,1
LA ASUNTA,atencion de partos en domicilio,partos atendidos por otros,2016-04-01,3,3
LLALLAGUA,atencion de partos en domicilio,partos atendidos por otros,2016-04-01,5,5
MAIRANA,atencion de partos en domicilio,partos atendidos por otros,2016-04-01,1,1
MOJOCOYA,atencion de partos en domicilio,partos atendidos por otros,2016-04-01,1,1
ORURO,atencion de partos en domicilio,partos atendidos por otros,2016-04-01,1,1
PALOS BLANCOS,atencion de partos en domicilio,partos atendidos por otros,2016-04-01,1,1
POCOATA,atencion de partos en domicilio,partos atendidos por otros,2016-04-01,1,1
POTOSI,atencion de partos en domicilio,partos atendidos por otros,2016-04-01,1,1
PUCARANI,atencion de partos en domicilio,partos atendidos por otros,2016-04-01,1,1
PUERTO ACOSTA,atencion de partos en domicilio,partos atendidos por otros,2016-04-01,1,1
RAVELO,atencion de partos en domicilio,partos atendidos por otros,2016-04-01,1,1
SACABA,atencion de partos en domicilio,partos atendidos por otros,2016-04-01,1,1
SACACA,atencion de partos en domicilio,partos atendidos por otros,2016-04-01,6,6
SAN BORJA,atencion de partos en domicilio,partos atendidos por otros,2016-04-01,3,3
SAN BUENA VENTURA,atencion de partos en domicilio,partos atendidos por otros,2016-04-01,1,1
SAN IGNACIO,atencion de partos en domicilio,partos atendidos por otros,2016-04-01,2,2
SAN IGNACIO DE VELASCO,atencion de partos en domicilio,partos atendidos por otros,2016-04-01,1,1
SAN LUCAS,atencion de partos en domicilio,partos atendidos por otros,2016-04-01,1,1
SAN PEDRO DE BUENA VISTA,atencion de partos en domicilio,partos atendidos por otros,2016-04-01,1,1
SIPE SIPE,atencion de partos en domicilio,partos atendidos por otros,2016-04-01,3,3
TAPACARI,atencion de partos en domicilio,partos atendidos por otros,2016-04-01,1,1
TARABUCO,atencion de partos en domicilio,partos atendidos por otros,2016-04-01,1,1
TIRAQUE (CBBA),atencion de partos en domicilio,partos atendidos por otros,2016-04-01,1,1
TOLATA,atencion de partos en domicilio,partos atendidos por otros,2016-04-01,1,1
TORO TORO,atencion de partos en domicilio,partos atendidos por otros,2016-04-01,2,2
TURCO,atencion de partos en domicilio,partos atendidos por otros,2016-04-01,1,1
VILLA MONTES,atencion de partos en domicilio,partos atendidos por otros,2016-04-01,1,1
VILLA RIVERO,atencion de partos en domicilio,partos atendidos por otros,2016-04-01,1,1
VILLA TUNARI,atencion de partos en domicilio,partos atendidos por otros,2016-04-01,2,2
VILLAZON,atencion de partos en domicilio,partos atendidos por otros,2016-04-01,1,1
YACUIBA,atencion de partos en domicilio,partos atendidos por otros,2016-04-01,2,2
YAPACANI,atencion de partos en domicilio,partos atendidos por otros,2016-04-01,1,1
AIQUILE,atencion de partos en domicilio,partos atendidos por otros,2016-05-01,4,4
ANZALDO,atencion de partos en domicilio,partos atendidos por otros,2016-05-01,2,2
APOLO,atencion de partos en domicilio,partos atendidos por otros,2016-05-01,1,1
ARANI,atencion de partos en domicilio,partos atendidos por otros,2016-05-01,2,2
ATOCHA,atencion de partos en domicilio,partos atendidos por otros,2016-05-01,1,1
CAPINOTA,atencion de partos en domicilio,partos atendidos por otros,2016-05-01,6,6
CARMEN RIVERO TORREZ,atencion de partos en domicilio,partos atendidos por otros,2016-05-01,1,1
CHALLAPATA,atencion de partos en domicilio,partos atendidos por otros,2016-05-01,2,2
COCAPATA,atencion de partos en domicilio,partos atendidos por otros,2016-05-01,1,1
COCHABAMBA,atencion de partos en domicilio,partos atendidos por otros,2016-05-01,1,1
"COLCHA ""K""",atencion de partos en domicilio,partos atendidos por otros,2016-05-01,1,1
COLQUECHACA,atencion de partos en domicilio,partos atendidos por otros,2016-05-01,1,1
CORQUE,atencion de partos en domicilio,partos atendidos por otros,2016-05-01,1,1
EL ALTO,atencion de partos en domicilio,partos atendidos por otros,2016-05-01,11,11
GRAL. J.J. PEREZ (CHARAZANI),atencion de partos en domicilio,partos atendidos por otros,2016-05-01,2,2
GUTIERREZ,atencion de partos en domicilio,partos atendidos por otros,2016-05-01,1,1
INQUISIVI,atencion de partos en domicilio,partos atendidos por otros,2016-05-01,2,2
LA ASUNTA,atencion de partos en domicilio,partos atendidos por otros,2016-05-01,5,5
LA PAZ,atencion de partos en domicilio,partos atendidos por otros,2016-05-01,1,1
MAIRANA,atencion de partos en domicilio,partos atendidos por otros,2016-05-01,3,3
MOJOCOYA,atencion de partos en domicilio,partos atendidos por otros,2016-05-01,2,2
MONTERO,atencion de partos en domicilio,partos atendidos por otros,2016-05-01,4,4
POJO (CBBA),atencion de partos en domicilio,partos atendidos por otros,2016-05-01,1,1
PORCO,atencion de partos en domicilio,partos atendidos por otros,2016-05-01,1,1
POROMA,atencion de partos en domicilio,partos atendidos por otros,2016-05-01,1,1
PUCARANI,atencion de partos en domicilio,partos atendidos por otros,2016-05-01,1,1
SACABA,atencion de partos en domicilio,partos atendidos por otros,2016-05-01,1,1
SACACA,atencion de partos en domicilio,partos atendidos por otros,2016-05-01,2,2
SAN BUENA VENTURA,atencion de partos en domicilio,partos atendidos por otros,2016-05-01,2,2
SAN IGNACIO,atencion de partos en domicilio,partos atendidos por otros,2016-05-01,1,1
SAN IGNACIO DE VELASCO,atencion de partos en domicilio,partos atendidos por otros,2016-05-01,1,1
SAN LORENZO(PND),atencion de partos en domicilio,partos atendidos por otros,2016-05-01,1,1
SAN MIGUEL DE VELASCO,atencion de partos en domicilio,partos atendidos por otros,2016-05-01,1,1
SAN PABLO DE LIPEZ,atencion de partos en domicilio,partos atendidos por otros,2016-05-01,1,1
SAN PEDRO DE BUENA VISTA,atencion de partos en domicilio,partos atendidos por otros,2016-05-01,2,2
SIPE SIPE,atencion de partos en domicilio,partos atendidos por otros,2016-05-01,1,1
TARABUCO,atencion de partos en domicilio,partos atendidos por otros,2016-05-01,4,4
TARVITA,atencion de partos en domicilio,partos atendidos por otros,2016-05-01,1,1
TOLEDO,atencion de partos en domicilio,partos atendidos por otros,2016-05-01,2,2
TORO TORO,atencion de partos en domicilio,partos atendidos por otros,2016-05-01,2,2
TUPIZA,atencion de partos en domicilio,partos atendidos por otros,2016-05-01,2,2
VINTO,atencion de partos en domicilio,partos atendidos por otros,2016-05-01,1,1
AIQUILE,atencion de partos en domicilio,partos atendidos por otros,2016-06-01,3,3
CAMARGO,atencion de partos en domicilio,partos atendidos por otros,2016-06-01,1,1
CAPINOTA,atencion de partos en domicilio,partos atendidos por otros,2016-06-01,1,1
CARIPUYO,atencion de partos en domicilio,partos atendidos por otros,2016-06-01,1,1
CHALLAPATA,atencion de partos en domicilio,partos atendidos por otros,2016-06-01,1,1
CKOCHAS,atencion de partos en domicilio,partos atendidos por otros,2016-06-01,1,1
COCAPATA,atencion de partos en domicilio,partos atendidos por otros,2016-06-01,1,1
CORQUE,atencion de partos en domicilio,partos atendidos por otros,2016-06-01,2,2
COTOCA,atencion de partos en domicilio,partos atendidos por otros,2016-06-01,1,1
CURAHUARA DE CARANGAS,atencion de partos en domicilio,partos atendidos por otros,2016-06-01,1,1
EL ALTO,atencion de partos en domicilio,partos atendidos por otros,2016-06-01,4,4
ENTRE RIOS CBBA,atencion de partos en domicilio,partos atendidos por otros,2016-06-01,1,1
FILADELFIA,atencion de partos en domicilio,partos atendidos por otros,2016-06-01,1,1
GRAL. J.J. PEREZ (CHARAZANI),atencion de partos en domicilio,partos atendidos por otros,2016-06-01,3,3
GUTIERREZ,atencion de partos en domicilio,partos atendidos por otros,2016-06-01,1,1
HUMANATA,atencion de partos en domicilio,partos atendidos por otros,2016-06-01,1,1
JESUS DE MACHACA,atencion de partos en domicilio,partos atendidos por otros,2016-06-01,1,1
LA ASUNTA,atencion de partos en domicilio,partos atendidos por otros,2016-06-01,5,5
MIZQUE,atencion de partos en domicilio,partos atendidos por otros,2016-06-01,1,1
MOCOMOCO,atencion de partos en domicilio,partos atendidos por otros,2016-06-01,2,2
MONTERO,atencion de partos en domicilio,partos atendidos por otros,2016-06-01,2,2
MOROCHATA,atencion de partos en domicilio,partos atendidos por otros,2016-06-01,2,2
NACEBE (SANTA ROSA DEL ABUNA),atencion de partos en domicilio,partos atendidos por otros,2016-06-01,1,1
ORURO,atencion de partos en domicilio,partos atendidos por otros,2016-06-01,2,2
PADCAYA,atencion de partos en domicilio,partos atendidos por otros,2016-06-01,1,1
PALCA,atencion de partos en domicilio,partos atendidos por otros,2016-06-01,1,1
PAMPA GRANDE,atencion de partos en domicilio,partos atendidos por otros,2016-06-01,1,1
PUERTO GONZALO MORENO,atencion de partos en domicilio,partos atendidos por otros,2016-06-01,1,1
SACABA,atencion de partos en domicilio,partos atendidos por otros,2016-06-01,2,2
SACACA,atencion de partos en domicilio,partos atendidos por otros,2016-06-01,1,1
SAN BORJA,atencion de partos en domicilio,partos atendidos por otros,2016-06-01,3,3
SAN BUENA VENTURA,atencion de partos en domicilio,partos atendidos por otros,2016-06-01,3,3
SAN IGNACIO,atencion de partos en domicilio,partos atendidos por otros,2016-06-01,1,1
SAN IGNACIO DE VELASCO,atencion de partos en domicilio,partos atendidos por otros,2016-06-01,3,3
SAN LORENZO(TJA),atencion de partos en domicilio,partos atendidos por otros,2016-06-01,1,1
SAN LUCAS,atencion de partos en domicilio,partos atendidos por otros,2016-06-01,3,3
SAN MIGUEL DE VELASCO,atencion de partos en domicilio,partos atendidos por otros,2016-06-01,1,1
SAN PEDRO DE BUENA VISTA,atencion de partos en domicilio,partos atendidos por otros,2016-06-01,1,1
SHINAOTA,atencion de partos en domicilio,partos atendidos por otros,2016-06-01,1,1
SIPE SIPE,atencion de partos en domicilio,partos atendidos por otros,2016-06-01,1,1
SUCRE,atencion de partos en domicilio,partos atendidos por otros,2016-06-01,1,1
TAPACARI,atencion de partos en domicilio,partos atendidos por otros,2016-06-01,2,2
TARABUCO,atencion de partos en domicilio,partos atendidos por otros,2016-06-01,1,1
TIAWANACU,atencion de partos en domicilio,partos atendidos por otros,2016-06-01,1,1
UNCIA,atencion de partos en domicilio,partos atendidos por otros,2016-06-01,2,2
URUBICHA,atencion de partos en domicilio,partos atendidos por otros,2016-06-01,2,2
VILLAZON,atencion de partos en domicilio,partos atendidos por otros,2016-06-01,4,4
VINTO,atencion de partos en domicilio,partos atendidos por otros,2016-06-01,4,4
ACHACACHI,atencion de partos en domicilio,partos atendidos por otros,2016-07-01,1,1
AIQUILE,atencion de partos en domicilio,partos atendidos por otros,2016-07-01,5,5
APOLO,atencion de partos en domicilio,partos atendidos por otros,2016-07-01,1,1
ARANI,atencion de partos en domicilio,partos atendidos por otros,2016-07-01,1,1
ARBIETO,atencion de partos en domicilio,partos atendidos por otros,2016-07-01,1,1
ARQUE,atencion de partos en domicilio,partos atendidos por otros,2016-07-01,5,5
AYO AYO,atencion de partos en domicilio,partos atendidos por otros,2016-07-01,1,1
AYOPAYA (V. DE INDEPENDENCIA),atencion de partos en domicilio,partos atendidos por otros,2016-07-01,1,1
CAMARGO,atencion de partos en domicilio,partos atendidos por otros,2016-07-01,1,1
CAPINOTA,atencion de partos en domicilio,partos atendidos por otros,2016-07-01,4,4
CHALLAPATA,atencion de partos en domicilio,partos atendidos por otros,2016-07-01,2,2
CHIMORE,atencion de partos en domicilio,partos atendidos por otros,2016-07-01,1,1
COBIJA,atencion de partos en domicilio,partos atendidos por otros,2016-07-01,1,1
COCAPATA,atencion de partos en domicilio,partos atendidos por otros,2016-07-01,1,1
COCHABAMBA,atencion de partos en domicilio,partos atendidos por otros,2016-07-01,2,2
COLQUECHACA,atencion de partos en domicilio,partos atendidos por otros,2016-07-01,3,3
COROICO,atencion de partos en domicilio,partos atendidos por otros,2016-07-01,1,1
CURAHUARA DE CARANGAS,atencion de partos en domicilio,partos atendidos por otros,2016-07-01,1,1
EL ALTO,atencion de partos en domicilio,partos atendidos por otros,2016-07-01,11,11
ENTRE RIOS CBBA,atencion de partos en domicilio,partos atendidos por otros,2016-07-01,1,1
EUCALIPTUS,atencion de partos en domicilio,partos atendidos por otros,2016-07-01,1,1
GRAL. J.J. PEREZ (CHARAZANI),atencion de partos en domicilio,partos atendidos por otros,2016-07-01,2,2
GUTIERREZ,atencion de partos en domicilio,partos atendidos por otros,2016-07-01,4,4
IRUPANA (VILLA DE LANZA),atencion de partos en domicilio,partos atendidos por otros,2016-07-01,1,1
LA ASUNTA,atencion de partos en domicilio,partos atendidos por otros,2016-07-01,3,3
LA GUARDIA,atencion de partos en domicilio,partos atendidos por otros,2016-07-01,1,1
LA PAZ,atencion de partos en domicilio,partos atendidos por otros,2016-07-01,1,1
MAGDALENA,atencion de partos en domicilio,partos atendidos por otros,2016-07-01,1,1
MIZQUE,atencion de partos en domicilio,partos atendidos por otros,2016-07-01,2,2
MOCOMOCO,atencion de partos en domicilio,partos atendidos por otros,2016-07-01,3,3
MONTERO,atencion de partos en domicilio,partos atendidos por otros,2016-07-01,3,3
MOROCHATA,atencion de partos en domicilio,partos atendidos por otros,2016-07-01,3,3
ORURO,atencion de partos en domicilio,partos atendidos por otros,2016-07-01,4,4
PAMPA GRANDE,atencion de partos en domicilio,partos atendidos por otros,2016-07-01,1,1
POCOATA,atencion de partos en domicilio,partos atendidos por otros,2016-07-01,1,1
POROMA,atencion de partos en domicilio,partos atendidos por otros,2016-07-01,2,2
PUERTO ACOSTA,atencion de partos en domicilio,partos atendidos por otros,2016-07-01,2,2
PUERTO CARABUCO,atencion de partos en domicilio,partos atendidos por otros,2016-07-01,1,1
PUERTO PEREZ,atencion de partos en domicilio,partos atendidos por otros,2016-07-01,1,1
PUERTO RICO,atencion de partos en domicilio,partos atendidos por otros,2016-07-01,2,2
RAVELO,atencion de partos en domicilio,partos atendidos por otros,2016-07-01,2,2
SACABA,atencion de partos en domicilio,partos atendidos por otros,2016-07-01,3,3
SACACA,atencion de partos en domicilio,partos atendidos por otros,2016-07-01,9,9
SAN ANDRES DE MACHACA,atencion de partos en domicilio,partos atendidos por otros,2016-07-01,1,1
SAN BORJA,atencion de partos en domicilio,partos atendidos por otros,2016-07-01,1,1
