municipality,group,variable,month,Partos atendidos por personal de salud calificado,TOTAL
CHUMA,atencion de partos en domicilio,partos atendidos por personal de salud calificado,2016-01-01,1,1
CHUQUIHUTA AYLLU JUCUMANI,atencion de partos en domicilio,partos atendidos por personal de salud calificado,2016-01-01,5,5
CKOCHAS,atencion de partos en domicilio,partos atendidos por personal de salud calificado,2016-01-01,13,13
COCAPATA,atencion de partos en domicilio,partos atendidos por personal de salud calificado,2016-01-01,11,11
"COLCHA ""K""",atencion de partos en domicilio,partos atendidos por personal de salud calificado,2016-01-01,5,5
COLLANA,atencion de partos en domicilio,partos atendidos por personal de salud calificado,2016-01-01,4,4
COLOMI,atencion de partos en domicilio,partos atendidos por personal de salud calificado,2016-01-01,1,1
COLQUECHACA,atencion de partos en domicilio,partos atendidos por personal de salud calificado,2016-01-01,24,24
COLQUIRI,atencion de partos en domicilio,partos atendidos por personal de salud calificado,2016-01-01,4,4
COMANCHE,atencion de partos en domicilio,partos atendidos por personal de salud calificado,2016-01-01,1,1
COMARAPA,atencion de partos en domicilio,partos atendidos por personal de salud calificado,2016-01-01,1,1
CONCEPCION,atencion de partos en domicilio,partos atendidos por personal de salud calificado,2016-01-01,4,4
COPACABANA,atencion de partos en domicilio,partos atendidos por personal de salud calificado,2016-01-01,5,5
CORIPATA,atencion de partos en domicilio,partos atendidos por personal de salud calificado,2016-01-01,1,1
CORO CORO,atencion de partos en domicilio,partos atendidos por personal de salud calificado,2016-01-01,4,4
COROICO,atencion de partos en domicilio,partos atendidos por personal de salud calificado,2016-01-01,1,1
CORQUE,atencion de partos en domicilio,partos atendidos por personal de salud calificado,2016-01-01,5,5
COTAGAITA,atencion de partos en domicilio,partos atendidos por personal de salud calificado,2016-01-01,5,5
COTOCA,atencion de partos en domicilio,partos atendidos por personal de salud calificado,2016-01-01,2,2
CUEVO,atencion de partos en domicilio,partos atendidos por personal de salud calificado,2016-01-01,2,2
CULPINA,atencion de partos en domicilio,partos atendidos por personal de salud calificado,2016-01-01,4,4
CURVA,atencion de partos en domicilio,partos atendidos por personal de salud calificado,2016-01-01,2,2
DESAGUADERO,atencion de partos en domicilio,partos atendidos por personal de salud calificado,2016-01-01,1,1
EL ALTO,atencion de partos en domicilio,partos atendidos por personal de salud calificado,2016-01-01,2,2
EL CHORO,atencion de partos en domicilio,partos atendidos por personal de salud calificado,2016-01-01,1,1
EL PUENTE(STC),atencion de partos en domicilio,partos atendidos por personal de salud calificado,2016-01-01,1,1
EL PUENTE(TJA),atencion de partos en domicilio,partos atendidos por personal de salud calificado,2016-01-01,2,2
ENTRE RIOS TRJ,atencion de partos en domicilio,partos atendidos por personal de salud calificado,2016-01-01,4,4
ENTRE RIOS CBBA,atencion de partos en domicilio,partos atendidos por personal de salud calificado,2016-01-01,2,2
EUCALIPTUS,atencion de partos en domicilio,partos atendidos por personal de salud calificado,2016-01-01,1,1
EXALTACION,atencion de partos en domicilio,partos atendidos por personal de salud calificado,2016-01-01,1,1
FILADELFIA,atencion de partos en domicilio,partos atendidos por personal de salud calificado,2016-01-01,2,2
GRAL. J.J. PEREZ (CHARAZANI),atencion de partos en domicilio,partos atendidos por personal de salud calificado,2016-01-01,4,4
GUTIERREZ,atencion de partos en domicilio,partos atendidos por personal de salud calificado,2016-01-01,4,4
HUACAYA (VILLA DE HUACAYA),atencion de partos en domicilio,partos atendidos por personal de salud calificado,2016-01-01,1,1
HUARINA,atencion de partos en domicilio,partos atendidos por personal de salud calificado,2016-01-01,1,1
HUATAJATA,atencion de partos en domicilio,partos atendidos por personal de salud calificado,2016-01-01,2,2
HUAYLLAMARCA,atencion de partos en domicilio,partos atendidos por personal de salud calificado,2016-01-01,1,1
ICLA,atencion de partos en domicilio,partos atendidos por personal de salud calificado,2016-01-01,5,5
INCAHUASI,atencion de partos en domicilio,partos atendidos por personal de salud calificado,2016-01-01,1,1
INQUISIVI,atencion de partos en domicilio,partos atendidos por personal de salud calificado,2016-01-01,5,5
IRUPANA (VILLA DE LANZA),atencion de partos en domicilio,partos atendidos por personal de salud calificado,2016-01-01,1,1
IXIAMAS,atencion de partos en domicilio,partos atendidos por personal de salud calificado,2016-01-01,1,1
JESUS DE MACHACA,atencion de partos en domicilio,partos atendidos por personal de salud calificado,2016-01-01,6,6
LA ASUNTA,atencion de partos en domicilio,partos atendidos por personal de salud calificado,2016-01-01,2,2
LA RIVERA,atencion de partos en domicilio,partos atendidos por personal de salud calificado,2016-01-01,1,1
LAJA,atencion de partos en domicilio,partos atendidos por personal de salud calificado,2016-01-01,3,3
LAS CARRERAS,atencion de partos en domicilio,partos atendidos por personal de salud calificado,2016-01-01,2,2
LLALLAGUA,atencion de partos en domicilio,partos atendidos por personal de salud calificado,2016-01-01,2,2
LURIBAY,atencion de partos en domicilio,partos atendidos por personal de salud calificado,2016-01-01,2,2
MAGDALENA,atencion de partos en domicilio,partos atendidos por personal de salud calificado,2016-01-01,2,2
MALLA,atencion de partos en domicilio,partos atendidos por personal de salud calificado,2016-01-01,1,1
MECAPACA,atencion de partos en domicilio,partos atendidos por personal de salud calificado,2016-01-01,5,5
MIZQUE,atencion de partos en domicilio,partos atendidos por personal de salud calificado,2016-01-01,1,1
MOCOMOCO,atencion de partos en domicilio,partos atendidos por personal de salud calificado,2016-01-01,7,7
MOJINETE,atencion de partos en domicilio,partos atendidos por personal de salud calificado,2016-01-01,1,1
MONTERO,atencion de partos en domicilio,partos atendidos por personal de salud calificado,2016-01-01,6,6
MOROCHATA,atencion de partos en domicilio,partos atendidos por personal de salud calificado,2016-01-01,4,4
NAZACARA DE PACAJES,atencion de partos en domicilio,partos atendidos por personal de salud calificado,2016-01-01,2,2
OCURI,atencion de partos en domicilio,partos atendidos por personal de salud calificado,2016-01-01,4,4
ORURO,atencion de partos en domicilio,partos atendidos por personal de salud calificado,2016-01-01,4,4
PADCAYA,atencion de partos en domicilio,partos atendidos por personal de salud calificado,2016-01-01,4,4
PALCA,atencion de partos en domicilio,partos atendidos por personal de salud calificado,2016-01-01,5,5
PALOS BLANCOS,atencion de partos en domicilio,partos atendidos por personal de salud calificado,2016-01-01,10,10
PAMPA AULLAGAS,atencion de partos en domicilio,partos atendidos por personal de salud calificado,2016-01-01,3,3
PAPEL PAMPA,atencion de partos en domicilio,partos atendidos por personal de salud calificado,2016-01-01,1,1
PATACAMAYA,atencion de partos en domicilio,partos atendidos por personal de salud calificado,2016-01-01,4,4
PAZÑA,atencion de partos en domicilio,partos atendidos por personal de salud calificado,2016-01-01,1,1
PELECHUCO,atencion de partos en domicilio,partos atendidos por personal de salud calificado,2016-01-01,7,7
POCOATA,atencion de partos en domicilio,partos atendidos por personal de salud calificado,2016-01-01,27,27
POCONA,atencion de partos en domicilio,partos atendidos por personal de salud calificado,2016-01-01,2,2
POJO (CBBA),atencion de partos en domicilio,partos atendidos por personal de salud calificado,2016-01-01,1,1
PORCO,atencion de partos en domicilio,partos atendidos por personal de salud calificado,2016-01-01,1,1
POROMA,atencion de partos en domicilio,partos atendidos por personal de salud calificado,2016-01-01,6,6
PORONGO,atencion de partos en domicilio,partos atendidos por personal de salud calificado,2016-01-01,1,1
PRESTO,atencion de partos en domicilio,partos atendidos por personal de salud calificado,2016-01-01,3,3
PUCARANI,atencion de partos en domicilio,partos atendidos por personal de salud calificado,2016-01-01,11,11
PUERTO ACOSTA,atencion de partos en domicilio,partos atendidos por personal de salud calificado,2016-01-01,5,5
PUERTO CARABUCO,atencion de partos en domicilio,partos atendidos por personal de salud calificado,2016-01-01,13,13
PUERTO GONZALO MORENO,atencion de partos en domicilio,partos atendidos por personal de salud calificado,2016-01-01,1,1
PUERTO PEREZ,atencion de partos en domicilio,partos atendidos por personal de salud calificado,2016-01-01,6,6
PUERTO VILLARROEL,atencion de partos en domicilio,partos atendidos por personal de salud calificado,2016-01-01,1,1
PUNA,atencion de partos en domicilio,partos atendidos por personal de salud calificado,2016-01-01,5,5
QUIABAYA,atencion de partos en domicilio,partos atendidos por personal de salud calificado,2016-01-01,2,2
RAVELO,atencion de partos en domicilio,partos atendidos por personal de salud calificado,2016-01-01,4,4
REYES,atencion de partos en domicilio,partos atendidos por personal de salud calificado,2016-01-01,1,1
RIBERALTA,atencion de partos en domicilio,partos atendidos por personal de salud calificado,2016-01-01,9,9
RURRENABAQUE,atencion de partos en domicilio,partos atendidos por personal de salud calificado,2016-01-01,2,2
SACABA,atencion de partos en domicilio,partos atendidos por personal de salud calificado,2016-01-01,1,1
SACACA,atencion de partos en domicilio,partos atendidos por personal de salud calificado,2016-01-01,10,10
SAN AGUSTIN,atencion de partos en domicilio,partos atendidos por personal de salud calificado,2016-01-01,1,1
SAN ANDRES DE MACHACA,atencion de partos en domicilio,partos atendidos por personal de salud calificado,2016-01-01,1,1
SAN ANTONIO DE ESMORUCO,atencion de partos en domicilio,partos atendidos por personal de salud calificado,2016-01-01,5,5
SAN BORJA,atencion de partos en domicilio,partos atendidos por personal de salud calificado,2016-01-01,4,4
SAN IGNACIO,atencion de partos en domicilio,partos atendidos por personal de salud calificado,2016-01-01,3,3
SAN IGNACIO DE VELASCO,atencion de partos en domicilio,partos atendidos por personal de salud calificado,2016-01-01,5,5
SAN LORENZO(PND),atencion de partos en domicilio,partos atendidos por personal de salud calificado,2016-01-01,1,1
SAN LUCAS,atencion de partos en domicilio,partos atendidos por personal de salud calificado,2016-01-01,15,15
SAN MIGUEL DE VELASCO,atencion de partos en domicilio,partos atendidos por personal de salud calificado,2016-01-01,1,1
SAN PABLO DE LIPEZ,atencion de partos en domicilio,partos atendidos por personal de salud calificado,2016-01-01,2,2
SAN PEDRO DE BUENA VISTA,atencion de partos en domicilio,partos atendidos por personal de salud calificado,2016-01-01,36,36
SAN PEDRO DE CURAHUARA,atencion de partos en domicilio,partos atendidos por personal de salud calificado,2016-01-01,6,6
SAN PEDRO DE TIQUINA,atencion de partos en domicilio,partos atendidos por personal de salud calificado,2016-01-01,1,1
SANTA ANA,atencion de partos en domicilio,partos atendidos por personal de salud calificado,2016-01-01,1,1
SANTA ROSA,atencion de partos en domicilio,partos atendidos por personal de salud calificado,2016-01-01,2,2
SANTA ROSA DEL SARA,atencion de partos en domicilio,partos atendidos por personal de salud calificado,2016-01-01,1,1
SANTIAGO DE CALLAPA,atencion de partos en domicilio,partos atendidos por personal de salud calificado,2016-01-01,2,2
SANTIAGO DE HUATA,atencion de partos en domicilio,partos atendidos por personal de salud calificado,2016-01-01,5,5
SANTIAGO DE MACHACA,atencion de partos en domicilio,partos atendidos por personal de salud calificado,2016-01-01,3,3
SANTUARIO DE QUILLACAS,atencion de partos en domicilio,partos atendidos por personal de salud calificado,2016-01-01,1,1
SAPAHAQUI,atencion de partos en domicilio,partos atendidos por personal de salud calificado,2016-01-01,4,4
SICA SICA (VILLA AROMA),atencion de partos en domicilio,partos atendidos por personal de salud calificado,2016-01-01,3,3
SORACACHI,atencion de partos en domicilio,partos atendidos por personal de salud calificado,2016-01-01,6,6
SORATA,atencion de partos en domicilio,partos atendidos por personal de salud calificado,2016-01-01,11,11
SUCRE,atencion de partos en domicilio,partos atendidos por personal de salud calificado,2016-01-01,1,1
TACACHI,atencion de partos en domicilio,partos atendidos por personal de salud calificado,2016-01-01,1,1
TACOBAMBA,atencion de partos en domicilio,partos atendidos por personal de salud calificado,2016-01-01,6,6
TACOPAYA,atencion de partos en domicilio,partos atendidos por personal de salud calificado,2016-01-01,2,2
TAHUA,atencion de partos en domicilio,partos atendidos por personal de salud calificado,2016-01-01,1,1
TAPACARI,atencion de partos en domicilio,partos atendidos por personal de salud calificado,2016-01-01,9,9
TARABUCO,atencion de partos en domicilio,partos atendidos por personal de salud calificado,2016-01-01,1,1
TARACO,atencion de partos en domicilio,partos atendidos por personal de salud calificado,2016-01-01,1,1
TARVITA,atencion de partos en domicilio,partos atendidos por personal de salud calificado,2016-01-01,2,2
TEOPONTE,atencion de partos en domicilio,partos atendidos por personal de salud calificado,2016-01-01,1,1
TIAWANACU,atencion de partos en domicilio,partos atendidos por personal de salud calificado,2016-01-01,5,5
TINGUIPAYA,atencion de partos en domicilio,partos atendidos por personal de salud calificado,2016-01-01,16,16
TIRAQUE (CBBA),atencion de partos en domicilio,partos atendidos por personal de salud calificado,2016-01-01,2,2
TOMAVE,atencion de partos en domicilio,partos atendidos por personal de salud calificado,2016-01-01,4,4
TORO TORO,atencion de partos en domicilio,partos atendidos por personal de salud calificado,2016-01-01,6,6
TUPIZA,atencion de partos en domicilio,partos atendidos por personal de salud calificado,2016-01-01,3,3
TURCO,atencion de partos en domicilio,partos atendidos por personal de salud calificado,2016-01-01,2,2
UMALA,atencion de partos en domicilio,partos atendidos por personal de salud calificado,2016-01-01,5,5
UNCIA,atencion de partos en domicilio,partos atendidos por personal de salud calificado,2016-01-01,10,10
URIONDO (A. CONCEPCION),atencion de partos en domicilio,partos atendidos por personal de salud calificado,2016-01-01,3,3
URUBICHA,atencion de partos en domicilio,partos atendidos por personal de salud calificado,2016-01-01,1,1
UYUNI,atencion de partos en domicilio,partos atendidos por personal de salud calificado,2016-01-01,5,5
VACAS,atencion de partos en domicilio,partos atendidos por personal de salud calificado,2016-01-01,2,2
VIACHA,atencion de partos en domicilio,partos atendidos por personal de salud calificado,2016-01-01,4,4
VILLA CHARCAS,atencion de partos en domicilio,partos atendidos por personal de salud calificado,2016-01-01,2,2
VILLA MONTES,atencion de partos en domicilio,partos atendidos por personal de salud calificado,2016-01-01,1,1
VILLA NUEVA (LOMA ALTA),atencion de partos en domicilio,partos atendidos por personal de salud calificado,2016-01-01,1,1
VILLA TUNARI,atencion de partos en domicilio,partos atendidos por personal de salud calificado,2016-01-01,3,3
VILLA VACA GUZMAN (MUYUPAMPA),atencion de partos en domicilio,partos atendidos por personal de salud calificado,2016-01-01,3,3
VITICHI,atencion de partos en domicilio,partos atendidos por personal de salud calificado,2016-01-01,1,1
WALDO BALLIVIAN,atencion de partos en domicilio,partos atendidos por personal de salud calificado,2016-01-01,1,1
YACO,atencion de partos en domicilio,partos atendidos por personal de salud calificado,2016-01-01,6,6
YACUIBA,atencion de partos en domicilio,partos atendidos por personal de salud calificado,2016-01-01,4,4
YOCALLA,atencion de partos en domicilio,partos atendidos por personal de salud calificado,2016-01-01,3,3
YUNCHARA,atencion de partos en domicilio,partos atendidos por personal de salud calificado,2016-01-01,2,2
ACACIO,atencion de partos en domicilio,partos atendidos por personal de salud calificado,2016-02-01,2,2
ACHACACHI,atencion de partos en domicilio,partos atendidos por personal de salud calificado,2016-02-01,6,6
ACHOCALLA,atencion de partos en domicilio,partos atendidos por personal de salud calificado,2016-02-01,5,5
AIQUILE,atencion de partos en domicilio,partos atendidos por personal de salud calificado,2016-02-01,1,1
ANCORAIMES,atencion de partos en domicilio,partos atendidos por personal de salud calificado,2016-02-01,7,7
ANDAMARCA,atencion de partos en domicilio,partos atendidos por personal de salud calificado,2016-02-01,1,1
ANZALDO,atencion de partos en domicilio,partos atendidos por personal de salud calificado,2016-02-01,1,1
APOLO,atencion de partos en domicilio,partos atendidos por personal de salud calificado,2016-02-01,4,4
ARAMPAMPA,atencion de partos en domicilio,partos atendidos por personal de salud calificado,2016-02-01,2,2
ARQUE,atencion de partos en domicilio,partos atendidos por personal de salud calificado,2016-02-01,13,13
ATOCHA,atencion de partos en domicilio,partos atendidos por personal de salud calificado,2016-02-01,1,1
AUCAPATA,atencion de partos en domicilio,partos atendidos por personal de salud calificado,2016-02-01,1,1
AYATA,atencion de partos en domicilio,partos atendidos por personal de salud calificado,2016-02-01,4,4
AYO AYO,atencion de partos en domicilio,partos atendidos por personal de salud calificado,2016-02-01,7,7
AYOPAYA (V. DE INDEPENDENCIA),atencion de partos en domicilio,partos atendidos por personal de salud calificado,2016-02-01,4,4
AZURDUY,atencion de partos en domicilio,partos atendidos por personal de salud calificado,2016-02-01,2,2
BATALLAS,atencion de partos en domicilio,partos atendidos por personal de salud calificado,2016-02-01,10,10
BELEN DE ANDAMARCA,atencion de partos en domicilio,partos atendidos por personal de salud calificado,2016-02-01,1,1
BELEN DE URMIRI,atencion de partos en domicilio,partos atendidos por personal de salud calificado,2016-02-01,1,1
BETANZOS,atencion de partos en domicilio,partos atendidos por personal de salud calificado,2016-02-01,5,5
BOLIVAR,atencion de partos en domicilio,partos atendidos por personal de salud calificado,2016-02-01,5,5
CAIROMA,atencion de partos en domicilio,partos atendidos por personal de salud calificado,2016-02-01,9,9
CALACOTO,atencion de partos en domicilio,partos atendidos por personal de salud calificado,2016-02-01,1,1
CALAMARCA,atencion de partos en domicilio,partos atendidos por personal de salud calificado,2016-02-01,4,4
CAMATAQUI (C. VILLA ABECIA),atencion de partos en domicilio,partos atendidos por personal de salud calificado,2016-02-01,1,1
CAQUIAVIRI,atencion de partos en domicilio,partos atendidos por personal de salud calificado,2016-02-01,8,8
CARACOLLO,atencion de partos en domicilio,partos atendidos por personal de salud calificado,2016-02-01,3,3
CARANAVI,atencion de partos en domicilio,partos atendidos por personal de salud calificado,2016-02-01,5,5
CARAPARI,atencion de partos en domicilio,partos atendidos por personal de salud calificado,2016-02-01,3,3
CARIPUYO,atencion de partos en domicilio,partos atendidos por personal de salud calificado,2016-02-01,6,6
CARMEN RIVERO TORREZ,atencion de partos en domicilio,partos atendidos por personal de salud calificado,2016-02-01,1,1
CATACORA,atencion de partos en domicilio,partos atendidos por personal de salud calificado,2016-02-01,1,1
CHACARILLA,atencion de partos en domicilio,partos atendidos por personal de salud calificado,2016-02-01,3,3
CHALLAPATA,atencion de partos en domicilio,partos atendidos por personal de salud calificado,2016-02-01,8,8
CHAQUI,atencion de partos en domicilio,partos atendidos por personal de salud calificado,2016-02-01,1,1
CHARAGUA,atencion de partos en domicilio,partos atendidos por personal de salud calificado,2016-02-01,2,2
CHARAÑA,atencion de partos en domicilio,partos atendidos por personal de salud calificado,2016-02-01,1,1
CHAYANTA,atencion de partos en domicilio,partos atendidos por personal de salud calificado,2016-02-01,14,14
CHIMORE,atencion de partos en domicilio,partos atendidos por personal de salud calificado,2016-02-01,2,2
CHIPAYA,atencion de partos en domicilio,partos atendidos por personal de salud calificado,2016-02-01,1,1
CHUA COCANI,atencion de partos en domicilio,partos atendidos por personal de salud calificado,2016-02-01,2,2
CHULUMANI (V. DE LA LIBERTAD),atencion de partos en domicilio,partos atendidos por personal de salud calificado,2016-02-01,1,1
CHUMA,atencion de partos en domicilio,partos atendidos por personal de salud calificado,2016-02-01,8,8
CHUQUIHUTA AYLLU JUCUMANI,atencion de partos en domicilio,partos atendidos por personal de salud calificado,2016-02-01,4,4
CKOCHAS,atencion de partos en domicilio,partos atendidos por personal de salud calificado,2016-02-01,9,9
COCAPATA,atencion de partos en domicilio,partos atendidos por personal de salud calificado,2016-02-01,7,7
"COLCHA ""K""",atencion de partos en domicilio,partos atendidos por personal de salud calificado,2016-02-01,8,8
COLOMI,atencion de partos en domicilio,partos atendidos por personal de salud calificado,2016-02-01,1,1
COLQUECHACA,atencion de partos en domicilio,partos atendidos por personal de salud calificado,2016-02-01,14,14
COLQUIRI,atencion de partos en domicilio,partos atendidos por personal de salud calificado,2016-02-01,5,5
COMANCHE,atencion de partos en domicilio,partos atendidos por personal de salud calificado,2016-02-01,2,2
COMBAYA,atencion de partos en domicilio,partos atendidos por personal de salud calificado,2016-02-01,3,3
CONCEPCION,atencion de partos en domicilio,partos atendidos por personal de salud calificado,2016-02-01,1,1
COPACABANA,atencion de partos en domicilio,partos atendidos por personal de salud calificado,2016-02-01,2,2
CORIPATA,atencion de partos en domicilio,partos atendidos por personal de salud calificado,2016-02-01,4,4
CORO CORO,atencion de partos en domicilio,partos atendidos por personal de salud calificado,2016-02-01,4,4
COROICO,atencion de partos en domicilio,partos atendidos por personal de salud calificado,2016-02-01,3,3
CORQUE,atencion de partos en domicilio,partos atendidos por personal de salud calificado,2016-02-01,2,2
COTAGAITA,atencion de partos en domicilio,partos atendidos por personal de salud calificado,2016-02-01,6,6
COTOCA,atencion de partos en domicilio,partos atendidos por personal de salud calificado,2016-02-01,1,1
CUATRO CAÑADAS,atencion de partos en domicilio,partos atendidos por personal de salud calificado,2016-02-01,1,1
CUEVO,atencion de partos en domicilio,partos atendidos por personal de salud calificado,2016-02-01,1,1
CULPINA,atencion de partos en domicilio,partos atendidos por personal de salud calificado,2016-02-01,5,5
CURVA,atencion de partos en domicilio,partos atendidos por personal de salud calificado,2016-02-01,4,4
EL ALTO,atencion de partos en domicilio,partos atendidos por personal de salud calificado,2016-02-01,3,3
EL CHORO,atencion de partos en domicilio,partos atendidos por personal de salud calificado,2016-02-01,2,2
EL PUENTE(TJA),atencion de partos en domicilio,partos atendidos por personal de salud calificado,2016-02-01,6,6
ENTRE RIOS TRJ,atencion de partos en domicilio,partos atendidos por personal de salud calificado,2016-02-01,2,2
EUCALIPTUS,atencion de partos en domicilio,partos atendidos por personal de salud calificado,2016-02-01,1,1
FILADELFIA,atencion de partos en domicilio,partos atendidos por personal de salud calificado,2016-02-01,1,1
GENERAL SAAVEDRA,atencion de partos en domicilio,partos atendidos por personal de salud calificado,2016-02-01,1,1
GRAL. J.J. PEREZ (CHARAZANI),atencion de partos en domicilio,partos atendidos por personal de salud calificado,2016-02-01,3,3
GUAQUI,atencion de partos en domicilio,partos atendidos por personal de salud calificado,2016-02-01,2,2
GUTIERREZ,atencion de partos en domicilio,partos atendidos por personal de salud calificado,2016-02-01,7,7
HUARINA,atencion de partos en domicilio,partos atendidos por personal de salud calificado,2016-02-01,1,1
HUAYLLAMARCA,atencion de partos en domicilio,partos atendidos por personal de salud calificado,2016-02-01,1,1
HUMANATA,atencion de partos en domicilio,partos atendidos por personal de salud calificado,2016-02-01,3,3
INCAHUASI,atencion de partos en domicilio,partos atendidos por personal de salud calificado,2016-02-01,4,4
INQUISIVI,atencion de partos en domicilio,partos atendidos por personal de salud calificado,2016-02-01,4,4
IRUPANA (VILLA DE LANZA),atencion de partos en domicilio,partos atendidos por personal de salud calificado,2016-02-01,4,4
IXIAMAS,atencion de partos en domicilio,partos atendidos por personal de salud calificado,2016-02-01,5,5
JESUS DE MACHACA,atencion de partos en domicilio,partos atendidos por personal de salud calificado,2016-02-01,2,2
LA ASUNTA,atencion de partos en domicilio,partos atendidos por personal de salud calificado,2016-02-01,1,1
LA PAZ,atencion de partos en domicilio,partos atendidos por personal de salud calificado,2016-02-01,1,1
LA RIVERA,atencion de partos en domicilio,partos atendidos por personal de salud calificado,2016-02-01,1,1
LAJA,atencion de partos en domicilio,partos atendidos por personal de salud calificado,2016-02-01,1,1
LLALLAGUA,atencion de partos en domicilio,partos atendidos por personal de salud calificado,2016-02-01,1,1
LURIBAY,atencion de partos en domicilio,partos atendidos por personal de salud calificado,2016-02-01,1,1
MACHACAMARCA,atencion de partos en domicilio,partos atendidos por personal de salud calificado,2016-02-01,1,1
MAGDALENA,atencion de partos en domicilio,partos atendidos por personal de salud calificado,2016-02-01,2,2
MAIRANA,atencion de partos en domicilio,partos atendidos por personal de salud calificado,2016-02-01,2,2
MALLA,atencion de partos en domicilio,partos atendidos por personal de salud calificado,2016-02-01,2,2
MINEROS,atencion de partos en domicilio,partos atendidos por personal de salud calificado,2016-02-01,1,1
MOCOMOCO,atencion de partos en domicilio,partos atendidos por personal de salud calificado,2016-02-01,5,5
MONTERO,atencion de partos en domicilio,partos atendidos por personal de salud calificado,2016-02-01,1,1
MOROCHATA,atencion de partos en domicilio,partos atendidos por personal de salud calificado,2016-02-01,3,3
NUEVO MANOA (NUEVA ESPERANZA),atencion de partos en domicilio,partos atendidos por personal de salud calificado,2016-02-01,2,2
OCURI,atencion de partos en domicilio,partos atendidos por personal de salud calificado,2016-02-01,1,1
ORURO,atencion de partos en domicilio,partos atendidos por personal de salud calificado,2016-02-01,4,4
