municipality,group,variable,month,Nacidos muertos atendidos por personal de salud,TOTAL
YAMPARAEZ,atencion de partos en domicilio,nacidos muertos atendidos por personal de salud,2016-06-01,1,1
COLQUECHACA,atencion de partos en domicilio,nacidos muertos atendidos por personal de salud,2016-07-01,1,1
OCURI,atencion de partos en domicilio,nacidos muertos atendidos por personal de salud,2016-07-01,2,2
SACACA,atencion de partos en domicilio,nacidos muertos atendidos por personal de salud,2016-07-01,2,2
TARVITA,atencion de partos en domicilio,nacidos muertos atendidos por personal de salud,2016-07-01,1,1
AZURDUY,atencion de partos en domicilio,nacidos muertos atendidos por personal de salud,2016-08-01,1,1
CHAYANTA,atencion de partos en domicilio,nacidos muertos atendidos por personal de salud,2016-08-01,1,1
IXIAMAS,atencion de partos en domicilio,nacidos muertos atendidos por personal de salud,2016-08-01,1,1
SAN IGNACIO DE VELASCO,atencion de partos en domicilio,nacidos muertos atendidos por personal de salud,2016-08-01,1,1
SANTA CRUZ DE LA SIERRA,atencion de partos en domicilio,nacidos muertos atendidos por personal de salud,2016-08-01,1,1
TINGUIPAYA,atencion de partos en domicilio,nacidos muertos atendidos por personal de salud,2016-08-01,1,1
UNCIA,atencion de partos en domicilio,nacidos muertos atendidos por personal de salud,2016-08-01,1,1
VILLA VACA GUZMAN (MUYUPAMPA),atencion de partos en domicilio,nacidos muertos atendidos por personal de salud,2016-08-01,1,1
BATALLAS,atencion de partos en domicilio,nacidos muertos atendidos por personal de salud,2016-09-01,1,1
CAQUIAVIRI,atencion de partos en domicilio,nacidos muertos atendidos por personal de salud,2016-09-01,1,1
CHAYANTA,atencion de partos en domicilio,nacidos muertos atendidos por personal de salud,2016-09-01,1,1
CKOCHAS,atencion de partos en domicilio,nacidos muertos atendidos por personal de salud,2016-09-01,1,1
SACACA,atencion de partos en domicilio,nacidos muertos atendidos por personal de salud,2016-09-01,1,1
SAN IGNACIO,atencion de partos en domicilio,nacidos muertos atendidos por personal de salud,2016-09-01,1,1
SAN LUCAS,atencion de partos en domicilio,nacidos muertos atendidos por personal de salud,2016-09-01,2,2
TARVITA,atencion de partos en domicilio,nacidos muertos atendidos por personal de salud,2016-09-01,1,1
TINGUIPAYA,atencion de partos en domicilio,nacidos muertos atendidos por personal de salud,2016-09-01,1,1
AYOPAYA (V. DE INDEPENDENCIA),atencion de partos en domicilio,nacidos muertos atendidos por personal de salud,2016-10-01,1,1
CHARAGUA,atencion de partos en domicilio,nacidos muertos atendidos por personal de salud,2016-10-01,1,1
SACACA,atencion de partos en domicilio,nacidos muertos atendidos por personal de salud,2016-10-01,1,1
SOPACHUY,atencion de partos en domicilio,nacidos muertos atendidos por personal de salud,2016-10-01,1,1
VITICHI,atencion de partos en domicilio,nacidos muertos atendidos por personal de salud,2016-10-01,2,2
ZUDAÑEZ,atencion de partos en domicilio,nacidos muertos atendidos por personal de salud,2016-10-01,1,1
CULPINA,atencion de partos en domicilio,nacidos muertos atendidos por personal de salud,2016-11-01,1,1
ICLA,atencion de partos en domicilio,nacidos muertos atendidos por personal de salud,2016-11-01,1,1
POCONA,atencion de partos en domicilio,nacidos muertos atendidos por personal de salud,2016-11-01,1,1
PRESTO,atencion de partos en domicilio,nacidos muertos atendidos por personal de salud,2016-11-01,2,2
PUERTO PEREZ,atencion de partos en domicilio,nacidos muertos atendidos por personal de salud,2016-11-01,1,1
ANCORAIMES,atencion de partos en domicilio,nacidos muertos atendidos por personal de salud,2016-12-01,1,1
INCAHUASI,atencion de partos en domicilio,nacidos muertos atendidos por personal de salud,2016-12-01,1,1
IXIAMAS,atencion de partos en domicilio,nacidos muertos atendidos por personal de salud,2016-12-01,1,1
SANTA CRUZ DE LA SIERRA,atencion de partos en domicilio,nacidos muertos atendidos por personal de salud,2016-12-01,1,1
