municipality,group,variable,month,Consultas nuevas en menores de 5 años,TOTAL
CALACOTO,atenciones odontologicas,consultas nuevas en menores de 5 anos,2008-01-01,9,9
CALAMARCA,atenciones odontologicas,consultas nuevas en menores de 5 anos,2008-01-01,31,31
CAMARGO,atenciones odontologicas,consultas nuevas en menores de 5 anos,2008-01-01,59,59
CAMATAQUI (C. VILLA ABECIA),atenciones odontologicas,consultas nuevas en menores de 5 anos,2008-01-01,25,25
CAMIRI,atenciones odontologicas,consultas nuevas en menores de 5 anos,2008-01-01,143,143
CAPINOTA,atenciones odontologicas,consultas nuevas en menores de 5 anos,2008-01-01,58,58
CAQUIAVIRI,atenciones odontologicas,consultas nuevas en menores de 5 anos,2008-01-01,6,6
CARACOLLO,atenciones odontologicas,consultas nuevas en menores de 5 anos,2008-01-01,55,55
CARANAVI,atenciones odontologicas,consultas nuevas en menores de 5 anos,2008-01-01,50,50
CARAPARI,atenciones odontologicas,consultas nuevas en menores de 5 anos,2008-01-01,24,24
CARIPUYO,atenciones odontologicas,consultas nuevas en menores de 5 anos,2008-01-01,69,69
CARMEN RIVERO TORREZ,atenciones odontologicas,consultas nuevas en menores de 5 anos,2008-01-01,18,18
CATACORA,atenciones odontologicas,consultas nuevas en menores de 5 anos,2008-01-01,5,5
CHALLAPATA,atenciones odontologicas,consultas nuevas en menores de 5 anos,2008-01-01,141,141
CHAQUI,atenciones odontologicas,consultas nuevas en menores de 5 anos,2008-01-01,19,19
CHARAGUA,atenciones odontologicas,consultas nuevas en menores de 5 anos,2008-01-01,73,73
CHARAÑA,atenciones odontologicas,consultas nuevas en menores de 5 anos,2008-01-01,1,1
CHAYANTA,atenciones odontologicas,consultas nuevas en menores de 5 anos,2008-01-01,49,49
CHIMORE,atenciones odontologicas,consultas nuevas en menores de 5 anos,2008-01-01,61,61
CHULUMANI (V. DE LA LIBERTAD),atenciones odontologicas,consultas nuevas en menores de 5 anos,2008-01-01,54,54
CHUMA,atenciones odontologicas,consultas nuevas en menores de 5 anos,2008-01-01,29,29
CLIZA,atenciones odontologicas,consultas nuevas en menores de 5 anos,2008-01-01,122,122
COBIJA,atenciones odontologicas,consultas nuevas en menores de 5 anos,2008-01-01,313,313
COCHABAMBA,atenciones odontologicas,consultas nuevas en menores de 5 anos,2008-01-01,2853,2853
COLCAPIRHUA,atenciones odontologicas,consultas nuevas en menores de 5 anos,2008-01-01,107,107
"COLCHA ""K""",atenciones odontologicas,consultas nuevas en menores de 5 anos,2008-01-01,2,2
COLLANA,atenciones odontologicas,consultas nuevas en menores de 5 anos,2008-01-01,3,3
COLOMI,atenciones odontologicas,consultas nuevas en menores de 5 anos,2008-01-01,15,15
COLPA BELGICA,atenciones odontologicas,consultas nuevas en menores de 5 anos,2008-01-01,182,182
COLQUECHACA,atenciones odontologicas,consultas nuevas en menores de 5 anos,2008-01-01,15,15
COLQUENCHA,atenciones odontologicas,consultas nuevas en menores de 5 anos,2008-01-01,6,6
COLQUIRI,atenciones odontologicas,consultas nuevas en menores de 5 anos,2008-01-01,27,27
COMANCHE,atenciones odontologicas,consultas nuevas en menores de 5 anos,2008-01-01,3,3
COMARAPA,atenciones odontologicas,consultas nuevas en menores de 5 anos,2008-01-01,23,23
COMBAYA,atenciones odontologicas,consultas nuevas en menores de 5 anos,2008-01-01,12,12
CONCEPCION,atenciones odontologicas,consultas nuevas en menores de 5 anos,2008-01-01,15,15
COPACABANA,atenciones odontologicas,consultas nuevas en menores de 5 anos,2008-01-01,15,15
CORIPATA,atenciones odontologicas,consultas nuevas en menores de 5 anos,2008-01-01,29,29
CORO CORO,atenciones odontologicas,consultas nuevas en menores de 5 anos,2008-01-01,3,3
COROICO,atenciones odontologicas,consultas nuevas en menores de 5 anos,2008-01-01,60,60
CORQUE,atenciones odontologicas,consultas nuevas en menores de 5 anos,2008-01-01,12,12
COTAGAITA,atenciones odontologicas,consultas nuevas en menores de 5 anos,2008-01-01,5,5
COTOCA,atenciones odontologicas,consultas nuevas en menores de 5 anos,2008-01-01,9,9
CUATRO CAÑADAS,atenciones odontologicas,consultas nuevas en menores de 5 anos,2008-01-01,172,172
CUCHUMUELA (V. G. VILLARROEL),atenciones odontologicas,consultas nuevas en menores de 5 anos,2008-01-01,4,4
CUEVO,atenciones odontologicas,consultas nuevas en menores de 5 anos,2008-01-01,15,15
CULPINA,atenciones odontologicas,consultas nuevas en menores de 5 anos,2008-01-01,35,35
CURAHUARA DE CARANGAS,atenciones odontologicas,consultas nuevas en menores de 5 anos,2008-01-01,33,33
DESAGUADERO,atenciones odontologicas,consultas nuevas en menores de 5 anos,2008-01-01,9,9
EL ALTO,atenciones odontologicas,consultas nuevas en menores de 5 anos,2008-01-01,2091,2091
EL PUENTE(STC),atenciones odontologicas,consultas nuevas en menores de 5 anos,2008-01-01,5,5
EL PUENTE(TJA),atenciones odontologicas,consultas nuevas en menores de 5 anos,2008-01-01,33,33
EL TORNO,atenciones odontologicas,consultas nuevas en menores de 5 anos,2008-01-01,35,35
EL VILLAR,atenciones odontologicas,consultas nuevas en menores de 5 anos,2008-01-01,45,45
ENTRE RIOS,atenciones odontologicas,consultas nuevas en menores de 5 anos,2008-01-01,65,65
ENTRE RIOS,atenciones odontologicas,consultas nuevas en menores de 5 anos,2008-01-01,22,22
EUCALIPTUS,atenciones odontologicas,consultas nuevas en menores de 5 anos,2008-01-01,14,14
FERNANDEZ ALONSO,atenciones odontologicas,consultas nuevas en menores de 5 anos,2008-01-01,26,26
FILADELFIA,atenciones odontologicas,consultas nuevas en menores de 5 anos,2008-01-01,19,19
GENERAL SAAVEDRA,atenciones odontologicas,consultas nuevas en menores de 5 anos,2008-01-01,52,52
GRAL. J.J. PEREZ (CHARAZANI),atenciones odontologicas,consultas nuevas en menores de 5 anos,2008-01-01,73,73
GUANAY,atenciones odontologicas,consultas nuevas en menores de 5 anos,2008-01-01,20,20
GUAQUI,atenciones odontologicas,consultas nuevas en menores de 5 anos,2008-01-01,14,14
GUAYARAMERIN,atenciones odontologicas,consultas nuevas en menores de 5 anos,2008-01-01,102,102
GUTIERREZ,atenciones odontologicas,consultas nuevas en menores de 5 anos,2008-01-01,69,69
HUACARETA,atenciones odontologicas,consultas nuevas en menores de 5 anos,2008-01-01,10,10
HUACAYA (VILLA DE HUACAYA),atenciones odontologicas,consultas nuevas en menores de 5 anos,2008-01-01,2,2
HUACHACALLA,atenciones odontologicas,consultas nuevas en menores de 5 anos,2008-01-01,7,7
HUANUNI,atenciones odontologicas,consultas nuevas en menores de 5 anos,2008-01-01,158,158
HUARACAJE,atenciones odontologicas,consultas nuevas en menores de 5 anos,2008-01-01,30,30
HUAYLLAMARCA,atenciones odontologicas,consultas nuevas en menores de 5 anos,2008-01-01,9,9
ICHOCA,atenciones odontologicas,consultas nuevas en menores de 5 anos,2008-01-01,20,20
ICLA,atenciones odontologicas,consultas nuevas en menores de 5 anos,2008-01-01,54,54
INCAHUASI,atenciones odontologicas,consultas nuevas en menores de 5 anos,2008-01-01,82,82
INQUISIVI,atenciones odontologicas,consultas nuevas en menores de 5 anos,2008-01-01,6,6
IRUPANA (VILLA DE LANZA),atenciones odontologicas,consultas nuevas en menores de 5 anos,2008-01-01,27,27
IXIAMAS,atenciones odontologicas,consultas nuevas en menores de 5 anos,2008-01-01,11,11
JESUS DE MACHACA,atenciones odontologicas,consultas nuevas en menores de 5 anos,2008-01-01,16,16
LA ASUNTA,atenciones odontologicas,consultas nuevas en menores de 5 anos,2008-01-01,9,9
LA GUARDIA,atenciones odontologicas,consultas nuevas en menores de 5 anos,2008-01-01,161,161
LA PAZ,atenciones odontologicas,consultas nuevas en menores de 5 anos,2008-01-01,4337,4337
LAGUNILLAS,atenciones odontologicas,consultas nuevas en menores de 5 anos,2008-01-01,118,118
LAJA,atenciones odontologicas,consultas nuevas en menores de 5 anos,2008-01-01,27,27
LICOMA PAMPA,atenciones odontologicas,consultas nuevas en menores de 5 anos,2008-01-01,3,3
LLALLAGUA,atenciones odontologicas,consultas nuevas en menores de 5 anos,2008-01-01,234,234
LLICA,atenciones odontologicas,consultas nuevas en menores de 5 anos,2008-01-01,2,2
LURIBAY,atenciones odontologicas,consultas nuevas en menores de 5 anos,2008-01-01,8,8
MACHACAMARCA,atenciones odontologicas,consultas nuevas en menores de 5 anos,2008-01-01,22,22
MACHARETI,atenciones odontologicas,consultas nuevas en menores de 5 anos,2008-01-01,122,122
MAGDALENA,atenciones odontologicas,consultas nuevas en menores de 5 anos,2008-01-01,12,12
MAIRANA,atenciones odontologicas,consultas nuevas en menores de 5 anos,2008-01-01,13,13
MAPIRI,atenciones odontologicas,consultas nuevas en menores de 5 anos,2008-01-01,41,41
MECAPACA,atenciones odontologicas,consultas nuevas en menores de 5 anos,2008-01-01,11,11
MINEROS,atenciones odontologicas,consultas nuevas en menores de 5 anos,2008-01-01,21,21
MIZQUE,atenciones odontologicas,consultas nuevas en menores de 5 anos,2008-01-01,73,73
MOCOMOCO,atenciones odontologicas,consultas nuevas en menores de 5 anos,2008-01-01,8,8
MOJOCOYA,atenciones odontologicas,consultas nuevas en menores de 5 anos,2008-01-01,5,5
MONTEAGUDO,atenciones odontologicas,consultas nuevas en menores de 5 anos,2008-01-01,51,51
MONTERO,atenciones odontologicas,consultas nuevas en menores de 5 anos,2008-01-01,155,155
MORO MORO,atenciones odontologicas,consultas nuevas en menores de 5 anos,2008-01-01,19,19
MOROCHATA,atenciones odontologicas,consultas nuevas en menores de 5 anos,2008-01-01,51,51
OCURI,atenciones odontologicas,consultas nuevas en menores de 5 anos,2008-01-01,16,16
OKINAWA,atenciones odontologicas,consultas nuevas en menores de 5 anos,2008-01-01,21,21
OMEREQUE,atenciones odontologicas,consultas nuevas en menores de 5 anos,2008-01-01,8,8
ORURO,atenciones odontologicas,consultas nuevas en menores de 5 anos,2008-01-01,979,979
PADCAYA,atenciones odontologicas,consultas nuevas en menores de 5 anos,2008-01-01,9,9
PADILLA,atenciones odontologicas,consultas nuevas en menores de 5 anos,2008-01-01,21,21
PAILON,atenciones odontologicas,consultas nuevas en menores de 5 anos,2008-01-01,42,42
PALCA,atenciones odontologicas,consultas nuevas en menores de 5 anos,2008-01-01,44,44
PALOS BLANCOS,atenciones odontologicas,consultas nuevas en menores de 5 anos,2008-01-01,128,128
PAMPA AULLAGAS,atenciones odontologicas,consultas nuevas en menores de 5 anos,2008-01-01,10,10
PAPEL PAMPA,atenciones odontologicas,consultas nuevas en menores de 5 anos,2008-01-01,1,1
PASORAPA,atenciones odontologicas,consultas nuevas en menores de 5 anos,2008-01-01,9,9
PATACAMAYA,atenciones odontologicas,consultas nuevas en menores de 5 anos,2008-01-01,20,20
PAZÑA,atenciones odontologicas,consultas nuevas en menores de 5 anos,2008-01-01,43,43
PELECHUCO,atenciones odontologicas,consultas nuevas en menores de 5 anos,2008-01-01,16,16
POCOATA,atenciones odontologicas,consultas nuevas en menores de 5 anos,2008-01-01,29,29
POCONA,atenciones odontologicas,consultas nuevas en menores de 5 anos,2008-01-01,6,6
POJO (CBBA),atenciones odontologicas,consultas nuevas en menores de 5 anos,2008-01-01,10,10
POOPO,atenciones odontologicas,consultas nuevas en menores de 5 anos,2008-01-01,54,54
PORCO,atenciones odontologicas,consultas nuevas en menores de 5 anos,2008-01-01,25,25
POROMA,atenciones odontologicas,consultas nuevas en menores de 5 anos,2008-01-01,19,19
PORONGO,atenciones odontologicas,consultas nuevas en menores de 5 anos,2008-01-01,18,18
PORTACHUELO,atenciones odontologicas,consultas nuevas en menores de 5 anos,2008-01-01,29,29
PORVENIR,atenciones odontologicas,consultas nuevas en menores de 5 anos,2008-01-01,21,21
POSTRER VALLE,atenciones odontologicas,consultas nuevas en menores de 5 anos,2008-01-01,6,6
POTOSI,atenciones odontologicas,consultas nuevas en menores de 5 anos,2008-01-01,738,738
PUCARA,atenciones odontologicas,consultas nuevas en menores de 5 anos,2008-01-01,26,26
PUCARANI,atenciones odontologicas,consultas nuevas en menores de 5 anos,2008-01-01,44,44
PUERTO ACOSTA,atenciones odontologicas,consultas nuevas en menores de 5 anos,2008-01-01,12,12
PUERTO CARABUCO,atenciones odontologicas,consultas nuevas en menores de 5 anos,2008-01-01,22,22
PUERTO GONZALO MORENO,atenciones odontologicas,consultas nuevas en menores de 5 anos,2008-01-01,6,6
PUERTO PEREZ,atenciones odontologicas,consultas nuevas en menores de 5 anos,2008-01-01,28,28
PUERTO QUIJARRO,atenciones odontologicas,consultas nuevas en menores de 5 anos,2008-01-01,43,43
PUERTO RICO,atenciones odontologicas,consultas nuevas en menores de 5 anos,2008-01-01,3,3
PUERTO SUAREZ,atenciones odontologicas,consultas nuevas en menores de 5 anos,2008-01-01,86,86
PUERTO VILLARROEL,atenciones odontologicas,consultas nuevas en menores de 5 anos,2008-01-01,87,87
PUNA,atenciones odontologicas,consultas nuevas en menores de 5 anos,2008-01-01,66,66
PUNATA,atenciones odontologicas,consultas nuevas en menores de 5 anos,2008-01-01,121,121
QUILLACOLLO,atenciones odontologicas,consultas nuevas en menores de 5 anos,2008-01-01,380,380
QUIME,atenciones odontologicas,consultas nuevas en menores de 5 anos,2008-01-01,41,41
QUIRUSILLAS,atenciones odontologicas,consultas nuevas en menores de 5 anos,2008-01-01,100,100
REYES,atenciones odontologicas,consultas nuevas en menores de 5 anos,2008-01-01,39,39
RIBERALTA,atenciones odontologicas,consultas nuevas en menores de 5 anos,2008-01-01,154,154
ROBORE,atenciones odontologicas,consultas nuevas en menores de 5 anos,2008-01-01,55,55
RURRENABAQUE,atenciones odontologicas,consultas nuevas en menores de 5 anos,2008-01-01,9,9
SABAYA,atenciones odontologicas,consultas nuevas en menores de 5 anos,2008-01-01,20,20
SACABA,atenciones odontologicas,consultas nuevas en menores de 5 anos,2008-01-01,283,283
SACACA,atenciones odontologicas,consultas nuevas en menores de 5 anos,2008-01-01,15,15
SAIPINA,atenciones odontologicas,consultas nuevas en menores de 5 anos,2008-01-01,32,32
SALINAS DE GARCI MENDOZA,atenciones odontologicas,consultas nuevas en menores de 5 anos,2008-01-01,46,46
SAMAIPATA,atenciones odontologicas,consultas nuevas en menores de 5 anos,2008-01-01,19,19
SAN AGUSTIN,atenciones odontologicas,consultas nuevas en menores de 5 anos,2008-01-01,3,3
SAN ANDRES,atenciones odontologicas,consultas nuevas en menores de 5 anos,2008-01-01,1,1
SAN ANDRES DE MACHACA,atenciones odontologicas,consultas nuevas en menores de 5 anos,2008-01-01,7,7
SAN ANTONIO DE LOMERIO,atenciones odontologicas,consultas nuevas en menores de 5 anos,2008-01-01,4,4
SAN BENITO,atenciones odontologicas,consultas nuevas en menores de 5 anos,2008-01-01,15,15
SAN BORJA,atenciones odontologicas,consultas nuevas en menores de 5 anos,2008-01-01,37,37
SAN BUENA VENTURA,atenciones odontologicas,consultas nuevas en menores de 5 anos,2008-01-01,14,14
SAN CARLOS,atenciones odontologicas,consultas nuevas en menores de 5 anos,2008-01-01,74,74
SAN IGNACIO,atenciones odontologicas,consultas nuevas en menores de 5 anos,2008-01-01,25,25
SAN IGNACIO DE VELASCO,atenciones odontologicas,consultas nuevas en menores de 5 anos,2008-01-01,41,41
SAN JAVIER(STC),atenciones odontologicas,consultas nuevas en menores de 5 anos,2008-01-01,11,11
SAN JOAQUIN,atenciones odontologicas,consultas nuevas en menores de 5 anos,2008-01-01,23,23
SAN JOSE DE CHIQUITOS,atenciones odontologicas,consultas nuevas en menores de 5 anos,2008-01-01,34,34
SAN JUAN DE YAPACANI,atenciones odontologicas,consultas nuevas en menores de 5 anos,2008-01-01,356,356
SAN LORENZO(TJA),atenciones odontologicas,consultas nuevas en menores de 5 anos,2008-01-01,107,107
SAN LUCAS,atenciones odontologicas,consultas nuevas en menores de 5 anos,2008-01-01,95,95
SAN MATIAS,atenciones odontologicas,consultas nuevas en menores de 5 anos,2008-01-01,78,78
SAN MIGUEL DE VELASCO,atenciones odontologicas,consultas nuevas en menores de 5 anos,2008-01-01,9,9
SAN PEDRO,atenciones odontologicas,consultas nuevas en menores de 5 anos,2008-01-01,7,7
SAN PEDRO DE BUENA VISTA,atenciones odontologicas,consultas nuevas en menores de 5 anos,2008-01-01,32,32
SAN PEDRO DE CURAHUARA,atenciones odontologicas,consultas nuevas en menores de 5 anos,2008-01-01,9,9
SAN PEDRO DE TIQUINA,atenciones odontologicas,consultas nuevas en menores de 5 anos,2008-01-01,29,29
SAN RAFAEL,atenciones odontologicas,consultas nuevas en menores de 5 anos,2008-01-01,11,11
SAN RAMON,atenciones odontologicas,consultas nuevas en menores de 5 anos,2008-01-01,45,45
SAN RAMON,atenciones odontologicas,consultas nuevas en menores de 5 anos,2008-01-01,4,4
SANTA ANA,atenciones odontologicas,consultas nuevas en menores de 5 anos,2008-01-01,20,20
SANTA CRUZ DE LA SIERRA,atenciones odontologicas,consultas nuevas en menores de 5 anos,2008-01-01,3759,3759
SANTA ROSA DEL SARA,atenciones odontologicas,consultas nuevas en menores de 5 anos,2008-01-01,59,59
SANTIAGO DE HUARI,atenciones odontologicas,consultas nuevas en menores de 5 anos,2008-01-01,61,61
SANTIAGO DE MACHACA,atenciones odontologicas,consultas nuevas en menores de 5 anos,2008-01-01,30,30
SANTIVAÑES,atenciones odontologicas,consultas nuevas en menores de 5 anos,2008-01-01,4,4
SANTUARIO DE QUILLACAS,atenciones odontologicas,consultas nuevas en menores de 5 anos,2008-01-01,21,21
SAPAHAQUI,atenciones odontologicas,consultas nuevas en menores de 5 anos,2008-01-01,70,70
SICA SICA (VILLA AROMA),atenciones odontologicas,consultas nuevas en menores de 5 anos,2008-01-01,106,106
SIPE SIPE,atenciones odontologicas,consultas nuevas en menores de 5 anos,2008-01-01,114,114
SORACACHI,atenciones odontologicas,consultas nuevas en menores de 5 anos,2008-01-01,50,50
SORATA,atenciones odontologicas,consultas nuevas en menores de 5 anos,2008-01-01,24,24
SUCRE,atenciones odontologicas,consultas nuevas en menores de 5 anos,2008-01-01,918,918
TACACOMA,atenciones odontologicas,consultas nuevas en menores de 5 anos,2008-01-01,20,20
TACOPAYA,atenciones odontologicas,consultas nuevas en menores de 5 anos,2008-01-01,9,9
TAPACARI,atenciones odontologicas,consultas nuevas en menores de 5 anos,2008-01-01,39,39
TARABUCO,atenciones odontologicas,consultas nuevas en menores de 5 anos,2008-01-01,1016,1016
TARACO,atenciones odontologicas,consultas nuevas en menores de 5 anos,2008-01-01,14,14
TARATA,atenciones odontologicas,consultas nuevas en menores de 5 anos,2008-01-01,64,64
TARIJA,atenciones odontologicas,consultas nuevas en menores de 5 anos,2008-01-01,252,252
TARVITA,atenciones odontologicas,consultas nuevas en menores de 5 anos,2008-01-01,186,186
TEOPONTE,atenciones odontologicas,consultas nuevas en menores de 5 anos,2008-01-01,12,12
TIAWANACU,atenciones odontologicas,consultas nuevas en menores de 5 anos,2008-01-01,8,8
TINGUIPAYA,atenciones odontologicas,consultas nuevas en menores de 5 anos,2008-01-01,39,39
TIPUANI,atenciones odontologicas,consultas nuevas en menores de 5 anos,2008-01-01,6,6
TIQUIPAYA,atenciones odontologicas,consultas nuevas en menores de 5 anos,2008-01-01,694,694
TIRAQUE (CBBA),atenciones odontologicas,consultas nuevas en menores de 5 anos,2008-01-01,209,209
TITO YUPANQUI (PARQUIPUJIO),atenciones odontologicas,consultas nuevas en menores de 5 anos,2008-01-01,2,2
TOCO,atenciones odontologicas,consultas nuevas en menores de 5 anos,2008-01-01,86,86
TOLATA,atenciones odontologicas,consultas nuevas en menores de 5 anos,2008-01-01,9,9
TOLEDO,atenciones odontologicas,consultas nuevas en menores de 5 anos,2008-01-01,32,32
TOMAVE,atenciones odontologicas,consultas nuevas en menores de 5 anos,2008-01-01,28,28
TOMINA,atenciones odontologicas,consultas nuevas en menores de 5 anos,2008-01-01,35,35
TORO TORO,atenciones odontologicas,consultas nuevas en menores de 5 anos,2008-01-01,8,8
TOTORA(CBBA),atenciones odontologicas,consultas nuevas en menores de 5 anos,2008-01-01,19,19
TOTORA(ORR),atenciones odontologicas,consultas nuevas en menores de 5 anos,2008-01-01,10,10
TRIGAL,atenciones odontologicas,consultas nuevas en menores de 5 anos,2008-01-01,7,7
TRINIDAD,atenciones odontologicas,consultas nuevas en menores de 5 anos,2008-01-01,125,125
TUPIZA,atenciones odontologicas,consultas nuevas en menores de 5 anos,2008-01-01,37,37
TURCO,atenciones odontologicas,consultas nuevas en menores de 5 anos,2008-01-01,10,10
UMALA,atenciones odontologicas,consultas nuevas en menores de 5 anos,2008-01-01,69,69
UNCIA,atenciones odontologicas,consultas nuevas en menores de 5 anos,2008-01-01,130,130
URIONDO (A. CONCEPCION),atenciones odontologicas,consultas nuevas en menores de 5 anos,2008-01-01,48,48
URUBICHA,atenciones odontologicas,consultas nuevas en menores de 5 anos,2008-01-01,31,31
UYUNI,atenciones odontologicas,consultas nuevas en menores de 5 anos,2008-01-01,40,40
VACAS,atenciones odontologicas,consultas nuevas en menores de 5 anos,2008-01-01,76,76
VALLEGRANDE,atenciones odontologicas,consultas nuevas en menores de 5 anos,2008-01-01,48,48
VIACHA,atenciones odontologicas,consultas nuevas en menores de 5 anos,2008-01-01,119,119
VILLA MONTES,atenciones odontologicas,consultas nuevas en menores de 5 anos,2008-01-01,21,21
VILLA NUEVA (LOMA ALTA),atenciones odontologicas,consultas nuevas en menores de 5 anos,2008-01-01,6,6
VILLA RIVERO,atenciones odontologicas,consultas nuevas en menores de 5 anos,2008-01-01,22,22
VILLA SERRANO,atenciones odontologicas,consultas nuevas en menores de 5 anos,2008-01-01,62,62
VILLA TUNARI,atenciones odontologicas,consultas nuevas en menores de 5 anos,2008-01-01,93,93
VILLA VACA GUZMAN (MUYUPAMPA),atenciones odontologicas,consultas nuevas en menores de 5 anos,2008-01-01,26,26
VILLAZON,atenciones odontologicas,consultas nuevas en menores de 5 anos,2008-01-01,137,137
VINTO,atenciones odontologicas,consultas nuevas en menores de 5 anos,2008-01-01,100,100
VITICHI,atenciones odontologicas,consultas nuevas en menores de 5 anos,2008-01-01,8,8
WALDO BALLIVIAN,atenciones odontologicas,consultas nuevas en menores de 5 anos,2008-01-01,3,3
WARNES,atenciones odontologicas,consultas nuevas en menores de 5 anos,2008-01-01,182,182
YACUIBA,atenciones odontologicas,consultas nuevas en menores de 5 anos,2008-01-01,67,67
YAMPARAEZ,atenciones odontologicas,consultas nuevas en menores de 5 anos,2008-01-01,20,20
YANACACHI,atenciones odontologicas,consultas nuevas en menores de 5 anos,2008-01-01,10,10
YAPACANI,atenciones odontologicas,consultas nuevas en menores de 5 anos,2008-01-01,63,63
YOCALLA,atenciones odontologicas,consultas nuevas en menores de 5 anos,2008-01-01,17,17
YOTALA,atenciones odontologicas,consultas nuevas en menores de 5 anos,2008-01-01,70,70
YUNCHARA,atenciones odontologicas,consultas nuevas en menores de 5 anos,2008-01-01,23,23
ZUDAÑEZ,atenciones odontologicas,consultas nuevas en menores de 5 anos,2008-01-01,9,9
ACACIO,atenciones odontologicas,consultas nuevas en menores de 5 anos,2008-02-01,10,10
ACHACACHI,atenciones odontologicas,consultas nuevas en menores de 5 anos,2008-02-01,120,120
ACHOCALLA,atenciones odontologicas,consultas nuevas en menores de 5 anos,2008-02-01,99,99
AIQUILE,atenciones odontologicas,consultas nuevas en menores de 5 anos,2008-02-01,58,58
ALCALA,atenciones odontologicas,consultas nuevas en menores de 5 anos,2008-02-01,202,202
ANCORAIMES,atenciones odontologicas,consultas nuevas en menores de 5 anos,2008-02-01,128,128
ANDAMARCA,atenciones odontologicas,consultas nuevas en menores de 5 anos,2008-02-01,54,54
ANTEQUERA,atenciones odontologicas,consultas nuevas en menores de 5 anos,2008-02-01,25,25
ANZALDO,atenciones odontologicas,consultas nuevas en menores de 5 anos,2008-02-01,29,29
APOLO,atenciones odontologicas,consultas nuevas en menores de 5 anos,2008-02-01,22,22
ARANI,atenciones odontologicas,consultas nuevas en menores de 5 anos,2008-02-01,9,9
ARBIETO,atenciones odontologicas,consultas nuevas en menores de 5 anos,2008-02-01,7,7
ARQUE,atenciones odontologicas,consultas nuevas en menores de 5 anos,2008-02-01,26,26
ASCENCION DE GUARAYOS,atenciones odontologicas,consultas nuevas en menores de 5 anos,2008-02-01,6,6
ATOCHA,atenciones odontologicas,consultas nuevas en menores de 5 anos,2008-02-01,59,59
AUCAPATA,atenciones odontologicas,consultas nuevas en menores de 5 anos,2008-02-01,5,5
AYATA,atenciones odontologicas,consultas nuevas en menores de 5 anos,2008-02-01,3,3
AYO AYO,atenciones odontologicas,consultas nuevas en menores de 5 anos,2008-02-01,88,88
AYOPAYA (V. DE INDEPENDENCIA),atenciones odontologicas,consultas nuevas en menores de 5 anos,2008-02-01,72,72
AZURDUY,atenciones odontologicas,consultas nuevas en menores de 5 anos,2008-02-01,13,13
