municipality,group,variable,month,Endodoncias,TOTAL
AYOPAYA (V. DE INDEPENDENCIA),atenciones odontologicas,endodoncias,2008-02-01,5,5
AZURDUY,atenciones odontologicas,endodoncias,2008-02-01,6,6
BATALLAS,atenciones odontologicas,endodoncias,2008-02-01,3,3
BAURES,atenciones odontologicas,endodoncias,2008-02-01,14,14
BERMEJO,atenciones odontologicas,endodoncias,2008-02-01,84,84
BETANZOS,atenciones odontologicas,endodoncias,2008-02-01,13,13
BOLIVAR,atenciones odontologicas,endodoncias,2008-02-01,1,1
BOYUIBE,atenciones odontologicas,endodoncias,2008-02-01,3,3
CABEZAS,atenciones odontologicas,endodoncias,2008-02-01,2,2
CAIROMA,atenciones odontologicas,endodoncias,2008-02-01,4,4
CAJUATA,atenciones odontologicas,endodoncias,2008-02-01,1,1
CALAMARCA,atenciones odontologicas,endodoncias,2008-02-01,11,11
CAMARGO,atenciones odontologicas,endodoncias,2008-02-01,20,20
CAMATAQUI (C. VILLA ABECIA),atenciones odontologicas,endodoncias,2008-02-01,3,3
CAMIRI,atenciones odontologicas,endodoncias,2008-02-01,80,80
CAPINOTA,atenciones odontologicas,endodoncias,2008-02-01,107,107
CARACOLLO,atenciones odontologicas,endodoncias,2008-02-01,2,2
CARAPARI,atenciones odontologicas,endodoncias,2008-02-01,64,64
CHALLAPATA,atenciones odontologicas,endodoncias,2008-02-01,57,57
CHARAGUA,atenciones odontologicas,endodoncias,2008-02-01,6,6
CHAYANTA,atenciones odontologicas,endodoncias,2008-02-01,14,14
CHIMORE,atenciones odontologicas,endodoncias,2008-02-01,2,2
CHULUMANI (V. DE LA LIBERTAD),atenciones odontologicas,endodoncias,2008-02-01,40,40
CLIZA,atenciones odontologicas,endodoncias,2008-02-01,28,28
COBIJA,atenciones odontologicas,endodoncias,2008-02-01,71,71
COCHABAMBA,atenciones odontologicas,endodoncias,2008-02-01,1025,1025
COLCAPIRHUA,atenciones odontologicas,endodoncias,2008-02-01,15,15
"COLCHA ""K""",atenciones odontologicas,endodoncias,2008-02-01,1,1
COLLANA,atenciones odontologicas,endodoncias,2008-02-01,1,1
COLOMI,atenciones odontologicas,endodoncias,2008-02-01,1,1
COLPA BELGICA,atenciones odontologicas,endodoncias,2008-02-01,9,9
COLQUECHACA,atenciones odontologicas,endodoncias,2008-02-01,15,15
COLQUENCHA,atenciones odontologicas,endodoncias,2008-02-01,2,2
COLQUIRI,atenciones odontologicas,endodoncias,2008-02-01,6,6
COMANCHE,atenciones odontologicas,endodoncias,2008-02-01,2,2
COMARAPA,atenciones odontologicas,endodoncias,2008-02-01,42,42
CONCEPCION,atenciones odontologicas,endodoncias,2008-02-01,1,1
COPACABANA,atenciones odontologicas,endodoncias,2008-02-01,13,13
CORIPATA,atenciones odontologicas,endodoncias,2008-02-01,4,4
COROICO,atenciones odontologicas,endodoncias,2008-02-01,36,36
COTAGAITA,atenciones odontologicas,endodoncias,2008-02-01,6,6
COTOCA,atenciones odontologicas,endodoncias,2008-02-01,9,9
CUEVO,atenciones odontologicas,endodoncias,2008-02-01,4,4
CULPINA,atenciones odontologicas,endodoncias,2008-02-01,5,5
CURAHUARA DE CARANGAS,atenciones odontologicas,endodoncias,2008-02-01,2,2
EL ALTO,atenciones odontologicas,endodoncias,2008-02-01,1313,1313
EL PUENTE(STC),atenciones odontologicas,endodoncias,2008-02-01,7,7
EL PUENTE(TJA),atenciones odontologicas,endodoncias,2008-02-01,61,61
EL TORNO,atenciones odontologicas,endodoncias,2008-02-01,3,3
ENTRE RIOS,atenciones odontologicas,endodoncias,2008-02-01,9,9
ENTRE RIOS,atenciones odontologicas,endodoncias,2008-02-01,9,9
EXALTACION,atenciones odontologicas,endodoncias,2008-02-01,5,5
FERNANDEZ ALONSO,atenciones odontologicas,endodoncias,2008-02-01,9,9
FILADELFIA,atenciones odontologicas,endodoncias,2008-02-01,4,4
GENERAL SAAVEDRA,atenciones odontologicas,endodoncias,2008-02-01,47,47
GRAL. J.J. PEREZ (CHARAZANI),atenciones odontologicas,endodoncias,2008-02-01,9,9
GUANAY,atenciones odontologicas,endodoncias,2008-02-01,30,30
GUAQUI,atenciones odontologicas,endodoncias,2008-02-01,4,4
GUAYARAMERIN,atenciones odontologicas,endodoncias,2008-02-01,106,106
GUTIERREZ,atenciones odontologicas,endodoncias,2008-02-01,10,10
HUACARETA,atenciones odontologicas,endodoncias,2008-02-01,4,4
HUACHACALLA,atenciones odontologicas,endodoncias,2008-02-01,2,2
HUANUNI,atenciones odontologicas,endodoncias,2008-02-01,49,49
HUARACAJE,atenciones odontologicas,endodoncias,2008-02-01,6,6
HUAYLLAMARCA,atenciones odontologicas,endodoncias,2008-02-01,4,4
ICLA,atenciones odontologicas,endodoncias,2008-02-01,20,20
INCAHUASI,atenciones odontologicas,endodoncias,2008-02-01,3,3
INQUISIVI,atenciones odontologicas,endodoncias,2008-02-01,1,1
IRUPANA (VILLA DE LANZA),atenciones odontologicas,endodoncias,2008-02-01,1,1
IXIAMAS,atenciones odontologicas,endodoncias,2008-02-01,11,11
LA ASUNTA,atenciones odontologicas,endodoncias,2008-02-01,8,8
LA GUARDIA,atenciones odontologicas,endodoncias,2008-02-01,20,20
LA PAZ,atenciones odontologicas,endodoncias,2008-02-01,1900,1900
LAGUNILLAS,atenciones odontologicas,endodoncias,2008-02-01,5,5
LAJA,atenciones odontologicas,endodoncias,2008-02-01,6,6
LLALLAGUA,atenciones odontologicas,endodoncias,2008-02-01,8,8
LLICA,atenciones odontologicas,endodoncias,2008-02-01,4,4
MACHACAMARCA,atenciones odontologicas,endodoncias,2008-02-01,27,27
MACHARETI,atenciones odontologicas,endodoncias,2008-02-01,5,5
MAGDALENA,atenciones odontologicas,endodoncias,2008-02-01,3,3
MAPIRI,atenciones odontologicas,endodoncias,2008-02-01,53,53
MECAPACA,atenciones odontologicas,endodoncias,2008-02-01,5,5
MIZQUE,atenciones odontologicas,endodoncias,2008-02-01,8,8
MOJOCOYA,atenciones odontologicas,endodoncias,2008-02-01,2,2
MONTEAGUDO,atenciones odontologicas,endodoncias,2008-02-01,31,31
MONTERO,atenciones odontologicas,endodoncias,2008-02-01,35,35
MOROCHATA,atenciones odontologicas,endodoncias,2008-02-01,5,5
OCURI,atenciones odontologicas,endodoncias,2008-02-01,3,3
OKINAWA,atenciones odontologicas,endodoncias,2008-02-01,1,1
OMEREQUE,atenciones odontologicas,endodoncias,2008-02-01,1,1
ORURO,atenciones odontologicas,endodoncias,2008-02-01,563,563
PADCAYA,atenciones odontologicas,endodoncias,2008-02-01,44,44
PADILLA,atenciones odontologicas,endodoncias,2008-02-01,9,9
PAILON,atenciones odontologicas,endodoncias,2008-02-01,4,4
PALCA,atenciones odontologicas,endodoncias,2008-02-01,8,8
PAMPA AULLAGAS,atenciones odontologicas,endodoncias,2008-02-01,2,2
PATACAMAYA,atenciones odontologicas,endodoncias,2008-02-01,4,4
PAZÑA,atenciones odontologicas,endodoncias,2008-02-01,9,9
PELECHUCO,atenciones odontologicas,endodoncias,2008-02-01,1,1
POCONA,atenciones odontologicas,endodoncias,2008-02-01,3,3
POOPO,atenciones odontologicas,endodoncias,2008-02-01,11,11
PORCO,atenciones odontologicas,endodoncias,2008-02-01,9,9
PORONGO,atenciones odontologicas,endodoncias,2008-02-01,5,5
PORTACHUELO,atenciones odontologicas,endodoncias,2008-02-01,6,6
POSTRER VALLE,atenciones odontologicas,endodoncias,2008-02-01,1,1
POTOSI,atenciones odontologicas,endodoncias,2008-02-01,126,126
PRESTO,atenciones odontologicas,endodoncias,2008-02-01,4,4
PUCARA,atenciones odontologicas,endodoncias,2008-02-01,1,1
PUCARANI,atenciones odontologicas,endodoncias,2008-02-01,11,11
PUERTO ACOSTA,atenciones odontologicas,endodoncias,2008-02-01,82,82
PUERTO QUIJARRO,atenciones odontologicas,endodoncias,2008-02-01,1,1
PUERTO RICO,atenciones odontologicas,endodoncias,2008-02-01,70,70
PUERTO SUAREZ,atenciones odontologicas,endodoncias,2008-02-01,7,7
PUERTO VILLARROEL,atenciones odontologicas,endodoncias,2008-02-01,75,75
PUNA,atenciones odontologicas,endodoncias,2008-02-01,2,2
PUNATA,atenciones odontologicas,endodoncias,2008-02-01,83,83
QUILLACOLLO,atenciones odontologicas,endodoncias,2008-02-01,132,132
QUIME,atenciones odontologicas,endodoncias,2008-02-01,22,22
QUIRUSILLAS,atenciones odontologicas,endodoncias,2008-02-01,5,5
REYES,atenciones odontologicas,endodoncias,2008-02-01,22,22
RIBERALTA,atenciones odontologicas,endodoncias,2008-02-01,18,18
RURRENABAQUE,atenciones odontologicas,endodoncias,2008-02-01,8,8
SACABA,atenciones odontologicas,endodoncias,2008-02-01,179,179
SACABAMBA,atenciones odontologicas,endodoncias,2008-02-01,3,3
SAIPINA,atenciones odontologicas,endodoncias,2008-02-01,35,35
SALINAS DE GARCI MENDOZA,atenciones odontologicas,endodoncias,2008-02-01,2,2
SAMAIPATA,atenciones odontologicas,endodoncias,2008-02-01,2,2
SAN AGUSTIN,atenciones odontologicas,endodoncias,2008-02-01,2,2
SAN ANDRES DE MACHACA,atenciones odontologicas,endodoncias,2008-02-01,2,2
SAN ANTONIO DE LOMERIO,atenciones odontologicas,endodoncias,2008-02-01,1,1
SAN BENITO,atenciones odontologicas,endodoncias,2008-02-01,26,26
SAN BORJA,atenciones odontologicas,endodoncias,2008-02-01,8,8
SAN BUENA VENTURA,atenciones odontologicas,endodoncias,2008-02-01,1,1
SAN CARLOS,atenciones odontologicas,endodoncias,2008-02-01,17,17
SAN IGNACIO,atenciones odontologicas,endodoncias,2008-02-01,33,33
SAN IGNACIO DE VELASCO,atenciones odontologicas,endodoncias,2008-02-01,42,42
SAN JAVIER(STC),atenciones odontologicas,endodoncias,2008-02-01,4,4
SAN JULIAN,atenciones odontologicas,endodoncias,2008-02-01,23,23
SAN LORENZO(TJA),atenciones odontologicas,endodoncias,2008-02-01,77,77
SAN LUCAS,atenciones odontologicas,endodoncias,2008-02-01,11,11
SAN MATIAS,atenciones odontologicas,endodoncias,2008-02-01,19,19
SAN MIGUEL DE VELASCO,atenciones odontologicas,endodoncias,2008-02-01,40,40
SAN PEDRO,atenciones odontologicas,endodoncias,2008-02-01,7,7
SAN PEDRO DE TIQUINA,atenciones odontologicas,endodoncias,2008-02-01,4,4
SAN RAFAEL,atenciones odontologicas,endodoncias,2008-02-01,5,5
SAN RAMON,atenciones odontologicas,endodoncias,2008-02-01,5,5
SAN RAMON,atenciones odontologicas,endodoncias,2008-02-01,1,1
SANTA ANA,atenciones odontologicas,endodoncias,2008-02-01,16,16
SANTA CRUZ DE LA SIERRA,atenciones odontologicas,endodoncias,2008-02-01,999,999
SANTA ROSA DEL SARA,atenciones odontologicas,endodoncias,2008-02-01,10,10
SANTIAGO DE HUARI,atenciones odontologicas,endodoncias,2008-02-01,12,12
SANTIVAÑES,atenciones odontologicas,endodoncias,2008-02-01,24,24
SANTUARIO DE QUILLACAS,atenciones odontologicas,endodoncias,2008-02-01,1,1
SAPAHAQUI,atenciones odontologicas,endodoncias,2008-02-01,6,6
SICA SICA (VILLA AROMA),atenciones odontologicas,endodoncias,2008-02-01,16,16
SIPE SIPE,atenciones odontologicas,endodoncias,2008-02-01,72,72
SOPACHUY,atenciones odontologicas,endodoncias,2008-02-01,14,14
SORATA,atenciones odontologicas,endodoncias,2008-02-01,2,2
SUCRE,atenciones odontologicas,endodoncias,2008-02-01,707,707
TACACOMA,atenciones odontologicas,endodoncias,2008-02-01,7,7
TARABUCO,atenciones odontologicas,endodoncias,2008-02-01,11,11
TARACO,atenciones odontologicas,endodoncias,2008-02-01,1,1
