municipality,group,variable,month,Consultas repetidas en menores de 5 años,TOTAL
EL VILLAR,atenciones odontologicas,consultas repetidas en menores de 5 anos,2008-01-01,2,2
ENTRE RIOS,atenciones odontologicas,consultas repetidas en menores de 5 anos,2008-01-01,1,1
ENTRE RIOS,atenciones odontologicas,consultas repetidas en menores de 5 anos,2008-01-01,49,49
FERNANDEZ ALONSO,atenciones odontologicas,consultas repetidas en menores de 5 anos,2008-01-01,6,6
GENERAL SAAVEDRA,atenciones odontologicas,consultas repetidas en menores de 5 anos,2008-01-01,9,9
GRAL. J.J. PEREZ (CHARAZANI),atenciones odontologicas,consultas repetidas en menores de 5 anos,2008-01-01,1,1
GUANAY,atenciones odontologicas,consultas repetidas en menores de 5 anos,2008-01-01,3,3
GUAQUI,atenciones odontologicas,consultas repetidas en menores de 5 anos,2008-01-01,1,1
GUAYARAMERIN,atenciones odontologicas,consultas repetidas en menores de 5 anos,2008-01-01,13,13
GUTIERREZ,atenciones odontologicas,consultas repetidas en menores de 5 anos,2008-01-01,5,5
HUACARETA,atenciones odontologicas,consultas repetidas en menores de 5 anos,2008-01-01,3,3
HUANUNI,atenciones odontologicas,consultas repetidas en menores de 5 anos,2008-01-01,62,62
HUARACAJE,atenciones odontologicas,consultas repetidas en menores de 5 anos,2008-01-01,8,8
HUAYLLAMARCA,atenciones odontologicas,consultas repetidas en menores de 5 anos,2008-01-01,17,17
INCAHUASI,atenciones odontologicas,consultas repetidas en menores de 5 anos,2008-01-01,8,8
INQUISIVI,atenciones odontologicas,consultas repetidas en menores de 5 anos,2008-01-01,2,2
IRUPANA (VILLA DE LANZA),atenciones odontologicas,consultas repetidas en menores de 5 anos,2008-01-01,7,7
JESUS DE MACHACA,atenciones odontologicas,consultas repetidas en menores de 5 anos,2008-01-01,1,1
LA ASUNTA,atenciones odontologicas,consultas repetidas en menores de 5 anos,2008-01-01,2,2
LA GUARDIA,atenciones odontologicas,consultas repetidas en menores de 5 anos,2008-01-01,2,2
LA PAZ,atenciones odontologicas,consultas repetidas en menores de 5 anos,2008-01-01,1575,1575
LAGUNILLAS,atenciones odontologicas,consultas repetidas en menores de 5 anos,2008-01-01,16,16
LLALLAGUA,atenciones odontologicas,consultas repetidas en menores de 5 anos,2008-01-01,61,61
LURIBAY,atenciones odontologicas,consultas repetidas en menores de 5 anos,2008-01-01,1,1
MACHACAMARCA,atenciones odontologicas,consultas repetidas en menores de 5 anos,2008-01-01,35,35
MACHARETI,atenciones odontologicas,consultas repetidas en menores de 5 anos,2008-01-01,1,1
MAIRANA,atenciones odontologicas,consultas repetidas en menores de 5 anos,2008-01-01,10,10
MECAPACA,atenciones odontologicas,consultas repetidas en menores de 5 anos,2008-01-01,6,6
MIZQUE,atenciones odontologicas,consultas repetidas en menores de 5 anos,2008-01-01,10,10
MONTEAGUDO,atenciones odontologicas,consultas repetidas en menores de 5 anos,2008-01-01,12,12
MONTERO,atenciones odontologicas,consultas repetidas en menores de 5 anos,2008-01-01,24,24
MORO MORO,atenciones odontologicas,consultas repetidas en menores de 5 anos,2008-01-01,3,3
MOROCHATA,atenciones odontologicas,consultas repetidas en menores de 5 anos,2008-01-01,6,6
OKINAWA,atenciones odontologicas,consultas repetidas en menores de 5 anos,2008-01-01,6,6
OMEREQUE,atenciones odontologicas,consultas repetidas en menores de 5 anos,2008-01-01,2,2
ORURO,atenciones odontologicas,consultas repetidas en menores de 5 anos,2008-01-01,11957,11957
PADCAYA,atenciones odontologicas,consultas repetidas en menores de 5 anos,2008-01-01,4,4
PADILLA,atenciones odontologicas,consultas repetidas en menores de 5 anos,2008-01-01,20,20
PAILON,atenciones odontologicas,consultas repetidas en menores de 5 anos,2008-01-01,10,10
PALCA,atenciones odontologicas,consultas repetidas en menores de 5 anos,2008-01-01,2,2
PALOS BLANCOS,atenciones odontologicas,consultas repetidas en menores de 5 anos,2008-01-01,5,5
PAMPA AULLAGAS,atenciones odontologicas,consultas repetidas en menores de 5 anos,2008-01-01,3,3
PAZÑA,atenciones odontologicas,consultas repetidas en menores de 5 anos,2008-01-01,34,34
POCOATA,atenciones odontologicas,consultas repetidas en menores de 5 anos,2008-01-01,7,7
POCONA,atenciones odontologicas,consultas repetidas en menores de 5 anos,2008-01-01,1,1
POJO (CBBA),atenciones odontologicas,consultas repetidas en menores de 5 anos,2008-01-01,10,10
POOPO,atenciones odontologicas,consultas repetidas en menores de 5 anos,2008-01-01,19,19
PORCO,atenciones odontologicas,consultas repetidas en menores de 5 anos,2008-01-01,14,14
PORTACHUELO,atenciones odontologicas,consultas repetidas en menores de 5 anos,2008-01-01,4,4
POSTRER VALLE,atenciones odontologicas,consultas repetidas en menores de 5 anos,2008-01-01,11,11
POTOSI,atenciones odontologicas,consultas repetidas en menores de 5 anos,2008-01-01,474,474
PUCARANI,atenciones odontologicas,consultas repetidas en menores de 5 anos,2008-01-01,17,17
PUERTO ACOSTA,atenciones odontologicas,consultas repetidas en menores de 5 anos,2008-01-01,7,7
PUERTO CARABUCO,atenciones odontologicas,consultas repetidas en menores de 5 anos,2008-01-01,1,1
PUERTO PEREZ,atenciones odontologicas,consultas repetidas en menores de 5 anos,2008-01-01,1,1
PUERTO QUIJARRO,atenciones odontologicas,consultas repetidas en menores de 5 anos,2008-01-01,58,58
PUERTO SUAREZ,atenciones odontologicas,consultas repetidas en menores de 5 anos,2008-01-01,35,35
PUERTO VILLARROEL,atenciones odontologicas,consultas repetidas en menores de 5 anos,2008-01-01,49,49
PUNATA,atenciones odontologicas,consultas repetidas en menores de 5 anos,2008-01-01,27,27
QUILLACOLLO,atenciones odontologicas,consultas repetidas en menores de 5 anos,2008-01-01,585,585
QUIME,atenciones odontologicas,consultas repetidas en menores de 5 anos,2008-01-01,1,1
QUIRUSILLAS,atenciones odontologicas,consultas repetidas en menores de 5 anos,2008-01-01,5,5
REYES,atenciones odontologicas,consultas repetidas en menores de 5 anos,2008-01-01,10,10
RIBERALTA,atenciones odontologicas,consultas repetidas en menores de 5 anos,2008-01-01,37,37
ROBORE,atenciones odontologicas,consultas repetidas en menores de 5 anos,2008-01-01,21,21
RURRENABAQUE,atenciones odontologicas,consultas repetidas en menores de 5 anos,2008-01-01,9,9
SABAYA,atenciones odontologicas,consultas repetidas en menores de 5 anos,2008-01-01,5,5
SACABA,atenciones odontologicas,consultas repetidas en menores de 5 anos,2008-01-01,341,341
SAIPINA,atenciones odontologicas,consultas repetidas en menores de 5 anos,2008-01-01,4,4
SAMAIPATA,atenciones odontologicas,consultas repetidas en menores de 5 anos,2008-01-01,6,6
SAN ANDRES DE MACHACA,atenciones odontologicas,consultas repetidas en menores de 5 anos,2008-01-01,4,4
SAN ANTONIO DE LOMERIO,atenciones odontologicas,consultas repetidas en menores de 5 anos,2008-01-01,1,1
SAN BENITO,atenciones odontologicas,consultas repetidas en menores de 5 anos,2008-01-01,1,1
SAN BORJA,atenciones odontologicas,consultas repetidas en menores de 5 anos,2008-01-01,3,3
SAN BUENA VENTURA,atenciones odontologicas,consultas repetidas en menores de 5 anos,2008-01-01,13,13
SAN CARLOS,atenciones odontologicas,consultas repetidas en menores de 5 anos,2008-01-01,2,2
SAN IGNACIO,atenciones odontologicas,consultas repetidas en menores de 5 anos,2008-01-01,57,57
SAN IGNACIO DE VELASCO,atenciones odontologicas,consultas repetidas en menores de 5 anos,2008-01-01,51,51
SAN JAVIER(STC),atenciones odontologicas,consultas repetidas en menores de 5 anos,2008-01-01,10,10
SAN JOAQUIN,atenciones odontologicas,consultas repetidas en menores de 5 anos,2008-01-01,13,13
SAN JUAN DE YAPACANI,atenciones odontologicas,consultas repetidas en menores de 5 anos,2008-01-01,115,115
SAN LORENZO(TJA),atenciones odontologicas,consultas repetidas en menores de 5 anos,2008-01-01,6,6
SAN LUCAS,atenciones odontologicas,consultas repetidas en menores de 5 anos,2008-01-01,1,1
SAN MATIAS,atenciones odontologicas,consultas repetidas en menores de 5 anos,2008-01-01,4,4
SAN PEDRO DE BUENA VISTA,atenciones odontologicas,consultas repetidas en menores de 5 anos,2008-01-01,2,2
SAN PEDRO DE CURAHUARA,atenciones odontologicas,consultas repetidas en menores de 5 anos,2008-01-01,37,37
SAN PEDRO DE TIQUINA,atenciones odontologicas,consultas repetidas en menores de 5 anos,2008-01-01,2,2
SAN RAFAEL,atenciones odontologicas,consultas repetidas en menores de 5 anos,2008-01-01,52,52
SAN RAMON,atenciones odontologicas,consultas repetidas en menores de 5 anos,2008-01-01,5,5
SAN RAMON,atenciones odontologicas,consultas repetidas en menores de 5 anos,2008-01-01,5,5
SANTA ANA,atenciones odontologicas,consultas repetidas en menores de 5 anos,2008-01-01,1,1
SANTA CRUZ DE LA SIERRA,atenciones odontologicas,consultas repetidas en menores de 5 anos,2008-01-01,805,805
SANTA ROSA DEL SARA,atenciones odontologicas,consultas repetidas en menores de 5 anos,2008-01-01,1,1
SANTIAGO DE HUARI,atenciones odontologicas,consultas repetidas en menores de 5 anos,2008-01-01,19,19
SANTIVAÑES,atenciones odontologicas,consultas repetidas en menores de 5 anos,2008-01-01,2,2
SANTUARIO DE QUILLACAS,atenciones odontologicas,consultas repetidas en menores de 5 anos,2008-01-01,20,20
SENA,atenciones odontologicas,consultas repetidas en menores de 5 anos,2008-01-01,46,46
SICA SICA (VILLA AROMA),atenciones odontologicas,consultas repetidas en menores de 5 anos,2008-01-01,3,3
SIPE SIPE,atenciones odontologicas,consultas repetidas en menores de 5 anos,2008-01-01,102,102
SORACACHI,atenciones odontologicas,consultas repetidas en menores de 5 anos,2008-01-01,7,7
SORATA,atenciones odontologicas,consultas repetidas en menores de 5 anos,2008-01-01,5,5
SUCRE,atenciones odontologicas,consultas repetidas en menores de 5 anos,2008-01-01,888,888
TACACOMA,atenciones odontologicas,consultas repetidas en menores de 5 anos,2008-01-01,2,2
TAPACARI,atenciones odontologicas,consultas repetidas en menores de 5 anos,2008-01-01,5,5
TARATA,atenciones odontologicas,consultas repetidas en menores de 5 anos,2008-01-01,23,23
TARIJA,atenciones odontologicas,consultas repetidas en menores de 5 anos,2008-01-01,159,159
TINGUIPAYA,atenciones odontologicas,consultas repetidas en menores de 5 anos,2008-01-01,1,1
TIQUIPAYA,atenciones odontologicas,consultas repetidas en menores de 5 anos,2008-01-01,207,207
TIRAQUE (CBBA),atenciones odontologicas,consultas repetidas en menores de 5 anos,2008-01-01,33,33
TITO YUPANQUI (PARQUIPUJIO),atenciones odontologicas,consultas repetidas en menores de 5 anos,2008-01-01,2,2
TOCO,atenciones odontologicas,consultas repetidas en menores de 5 anos,2008-01-01,5,5
TOLATA,atenciones odontologicas,consultas repetidas en menores de 5 anos,2008-01-01,1,1
TOLEDO,atenciones odontologicas,consultas repetidas en menores de 5 anos,2008-01-01,9,9
TOMINA,atenciones odontologicas,consultas repetidas en menores de 5 anos,2008-01-01,115,115
TORO TORO,atenciones odontologicas,consultas repetidas en menores de 5 anos,2008-01-01,6,6
TOTORA(CBBA),atenciones odontologicas,consultas repetidas en menores de 5 anos,2008-01-01,10,10
TRINIDAD,atenciones odontologicas,consultas repetidas en menores de 5 anos,2008-01-01,102,102
TUPIZA,atenciones odontologicas,consultas repetidas en menores de 5 anos,2008-01-01,28,28
TURCO,atenciones odontologicas,consultas repetidas en menores de 5 anos,2008-01-01,5,5
UMALA,atenciones odontologicas,consultas repetidas en menores de 5 anos,2008-01-01,4,4
UNCIA,atenciones odontologicas,consultas repetidas en menores de 5 anos,2008-01-01,45,45
URIONDO (A. CONCEPCION),atenciones odontologicas,consultas repetidas en menores de 5 anos,2008-01-01,1,1
URUBICHA,atenciones odontologicas,consultas repetidas en menores de 5 anos,2008-01-01,29,29
UYUNI,atenciones odontologicas,consultas repetidas en menores de 5 anos,2008-01-01,16,16
VACAS,atenciones odontologicas,consultas repetidas en menores de 5 anos,2008-01-01,7,7
VALLEGRANDE,atenciones odontologicas,consultas repetidas en menores de 5 anos,2008-01-01,40,40
VIACHA,atenciones odontologicas,consultas repetidas en menores de 5 anos,2008-01-01,25,25
VILLA MONTES,atenciones odontologicas,consultas repetidas en menores de 5 anos,2008-01-01,2,2
VILLA RIVERO,atenciones odontologicas,consultas repetidas en menores de 5 anos,2008-01-01,3,3
VILLA SERRANO,atenciones odontologicas,consultas repetidas en menores de 5 anos,2008-01-01,89,89
VILLA TUNARI,atenciones odontologicas,consultas repetidas en menores de 5 anos,2008-01-01,241,241
VILLAZON,atenciones odontologicas,consultas repetidas en menores de 5 anos,2008-01-01,21,21
VINTO,atenciones odontologicas,consultas repetidas en menores de 5 anos,2008-01-01,98,98
VITICHI,atenciones odontologicas,consultas repetidas en menores de 5 anos,2008-01-01,19,19
WALDO BALLIVIAN,atenciones odontologicas,consultas repetidas en menores de 5 anos,2008-01-01,6,6
WARNES,atenciones odontologicas,consultas repetidas en menores de 5 anos,2008-01-01,16,16
YACUIBA,atenciones odontologicas,consultas repetidas en menores de 5 anos,2008-01-01,39,39
YAMPARAEZ,atenciones odontologicas,consultas repetidas en menores de 5 anos,2008-01-01,1,1
YANACACHI,atenciones odontologicas,consultas repetidas en menores de 5 anos,2008-01-01,1,1
YAPACANI,atenciones odontologicas,consultas repetidas en menores de 5 anos,2008-01-01,17,17
YOTALA,atenciones odontologicas,consultas repetidas en menores de 5 anos,2008-01-01,2,2
ZUDAÑEZ,atenciones odontologicas,consultas repetidas en menores de 5 anos,2008-01-01,11,11
ACHACACHI,atenciones odontologicas,consultas repetidas en menores de 5 anos,2008-02-01,29,29
ACHOCALLA,atenciones odontologicas,consultas repetidas en menores de 5 anos,2008-02-01,1,1
AIQUILE,atenciones odontologicas,consultas repetidas en menores de 5 anos,2008-02-01,51,51
ALCALA,atenciones odontologicas,consultas repetidas en menores de 5 anos,2008-02-01,2,2
ANCORAIMES,atenciones odontologicas,consultas repetidas en menores de 5 anos,2008-02-01,9,9
ANDAMARCA,atenciones odontologicas,consultas repetidas en menores de 5 anos,2008-02-01,2,2
ANTEQUERA,atenciones odontologicas,consultas repetidas en menores de 5 anos,2008-02-01,5,5
APOLO,atenciones odontologicas,consultas repetidas en menores de 5 anos,2008-02-01,2,2
ARANI,atenciones odontologicas,consultas repetidas en menores de 5 anos,2008-02-01,15,15
ASCENCION DE GUARAYOS,atenciones odontologicas,consultas repetidas en menores de 5 anos,2008-02-01,2,2
ATOCHA,atenciones odontologicas,consultas repetidas en menores de 5 anos,2008-02-01,222,222
AYOPAYA (V. DE INDEPENDENCIA),atenciones odontologicas,consultas repetidas en menores de 5 anos,2008-02-01,4,4
BAURES,atenciones odontologicas,consultas repetidas en menores de 5 anos,2008-02-01,6,6
BERMEJO,atenciones odontologicas,consultas repetidas en menores de 5 anos,2008-02-01,12,12
BETANZOS,atenciones odontologicas,consultas repetidas en menores de 5 anos,2008-02-01,13,13
BOLIVAR,atenciones odontologicas,consultas repetidas en menores de 5 anos,2008-02-01,49,49
BOLPEBRA,atenciones odontologicas,consultas repetidas en menores de 5 anos,2008-02-01,29,29
BUENA VISTA,atenciones odontologicas,consultas repetidas en menores de 5 anos,2008-02-01,8,8
CABEZAS,atenciones odontologicas,consultas repetidas en menores de 5 anos,2008-02-01,29,29
"CAIZA ""D""",atenciones odontologicas,consultas repetidas en menores de 5 anos,2008-02-01,1,1
CAJUATA,atenciones odontologicas,consultas repetidas en menores de 5 anos,2008-02-01,2,2
CALAMARCA,atenciones odontologicas,consultas repetidas en menores de 5 anos,2008-02-01,20,20
CAMARGO,atenciones odontologicas,consultas repetidas en menores de 5 anos,2008-02-01,24,24
CAMATAQUI (C. VILLA ABECIA),atenciones odontologicas,consultas repetidas en menores de 5 anos,2008-02-01,1,1
CAMIRI,atenciones odontologicas,consultas repetidas en menores de 5 anos,2008-02-01,127,127
CAPINOTA,atenciones odontologicas,consultas repetidas en menores de 5 anos,2008-02-01,50,50
CARACOLLO,atenciones odontologicas,consultas repetidas en menores de 5 anos,2008-02-01,13,13
CARANAVI,atenciones odontologicas,consultas repetidas en menores de 5 anos,2008-02-01,14,14
CHALLAPATA,atenciones odontologicas,consultas repetidas en menores de 5 anos,2008-02-01,36,36
CHARAGUA,atenciones odontologicas,consultas repetidas en menores de 5 anos,2008-02-01,5,5
CHARAÑA,atenciones odontologicas,consultas repetidas en menores de 5 anos,2008-02-01,4,4
CHAYANTA,atenciones odontologicas,consultas repetidas en menores de 5 anos,2008-02-01,27,27
CHIMORE,atenciones odontologicas,consultas repetidas en menores de 5 anos,2008-02-01,4,4
CHULUMANI (V. DE LA LIBERTAD),atenciones odontologicas,consultas repetidas en menores de 5 anos,2008-02-01,1,1
CLIZA,atenciones odontologicas,consultas repetidas en menores de 5 anos,2008-02-01,26,26
COBIJA,atenciones odontologicas,consultas repetidas en menores de 5 anos,2008-02-01,16,16
COCHABAMBA,atenciones odontologicas,consultas repetidas en menores de 5 anos,2008-02-01,995,995
COLCAPIRHUA,atenciones odontologicas,consultas repetidas en menores de 5 anos,2008-02-01,116,116
"COLCHA ""K""",atenciones odontologicas,consultas repetidas en menores de 5 anos,2008-02-01,4,4
COLOMI,atenciones odontologicas,consultas repetidas en menores de 5 anos,2008-02-01,7,7
COLQUECHACA,atenciones odontologicas,consultas repetidas en menores de 5 anos,2008-02-01,30,30
COLQUENCHA,atenciones odontologicas,consultas repetidas en menores de 5 anos,2008-02-01,6,6
COLQUIRI,atenciones odontologicas,consultas repetidas en menores de 5 anos,2008-02-01,32,32
CONCEPCION,atenciones odontologicas,consultas repetidas en menores de 5 anos,2008-02-01,3,3
COPACABANA,atenciones odontologicas,consultas repetidas en menores de 5 anos,2008-02-01,1,1
CORIPATA,atenciones odontologicas,consultas repetidas en menores de 5 anos,2008-02-01,14,14
COROICO,atenciones odontologicas,consultas repetidas en menores de 5 anos,2008-02-01,8,8
COTAGAITA,atenciones odontologicas,consultas repetidas en menores de 5 anos,2008-02-01,80,80
COTOCA,atenciones odontologicas,consultas repetidas en menores de 5 anos,2008-02-01,10,10
CUATRO CAÑADAS,atenciones odontologicas,consultas repetidas en menores de 5 anos,2008-02-01,134,134
CUCHUMUELA (V. G. VILLARROEL),atenciones odontologicas,consultas repetidas en menores de 5 anos,2008-02-01,3,3
CULPINA,atenciones odontologicas,consultas repetidas en menores de 5 anos,2008-02-01,18,18
CURAHUARA DE CARANGAS,atenciones odontologicas,consultas repetidas en menores de 5 anos,2008-02-01,4,4
EL ALTO,atenciones odontologicas,consultas repetidas en menores de 5 anos,2008-02-01,861,861
EL PUENTE(TJA),atenciones odontologicas,consultas repetidas en menores de 5 anos,2008-02-01,2,2
EL TORNO,atenciones odontologicas,consultas repetidas en menores de 5 anos,2008-02-01,3,3
EL VILLAR,atenciones odontologicas,consultas repetidas en menores de 5 anos,2008-02-01,3,3
ENTRE RIOS,atenciones odontologicas,consultas repetidas en menores de 5 anos,2008-02-01,29,29
ENTRE RIOS,atenciones odontologicas,consultas repetidas en menores de 5 anos,2008-02-01,2,2
EUCALIPTUS,atenciones odontologicas,consultas repetidas en menores de 5 anos,2008-02-01,4,4
FERNANDEZ ALONSO,atenciones odontologicas,consultas repetidas en menores de 5 anos,2008-02-01,6,6
GENERAL SAAVEDRA,atenciones odontologicas,consultas repetidas en menores de 5 anos,2008-02-01,7,7
GRAL. J.J. PEREZ (CHARAZANI),atenciones odontologicas,consultas repetidas en menores de 5 anos,2008-02-01,1,1
GUANAY,atenciones odontologicas,consultas repetidas en menores de 5 anos,2008-02-01,7,7
GUAYARAMERIN,atenciones odontologicas,consultas repetidas en menores de 5 anos,2008-02-01,3,3
GUTIERREZ,atenciones odontologicas,consultas repetidas en menores de 5 anos,2008-02-01,15,15
HUANUNI,atenciones odontologicas,consultas repetidas en menores de 5 anos,2008-02-01,31,31
HUARACAJE,atenciones odontologicas,consultas repetidas en menores de 5 anos,2008-02-01,4,4
HUAYLLAMARCA,atenciones odontologicas,consultas repetidas en menores de 5 anos,2008-02-01,4,4
ICLA,atenciones odontologicas,consultas repetidas en menores de 5 anos,2008-02-01,6,6
INCAHUASI,atenciones odontologicas,consultas repetidas en menores de 5 anos,2008-02-01,4,4
INQUISIVI,atenciones odontologicas,consultas repetidas en menores de 5 anos,2008-02-01,3,3
IRUPANA (VILLA DE LANZA),atenciones odontologicas,consultas repetidas en menores de 5 anos,2008-02-01,8,8
LA ASUNTA,atenciones odontologicas,consultas repetidas en menores de 5 anos,2008-02-01,6,6
LA GUARDIA,atenciones odontologicas,consultas repetidas en menores de 5 anos,2008-02-01,6,6
LA PAZ,atenciones odontologicas,consultas repetidas en menores de 5 anos,2008-02-01,2069,2069
LAGUNILLAS,atenciones odontologicas,consultas repetidas en menores de 5 anos,2008-02-01,4,4
LICOMA PAMPA,atenciones odontologicas,consultas repetidas en menores de 5 anos,2008-02-01,2,2
LLALLAGUA,atenciones odontologicas,consultas repetidas en menores de 5 anos,2008-02-01,77,77
LURIBAY,atenciones odontologicas,consultas repetidas en menores de 5 anos,2008-02-01,3,3
MACHACAMARCA,atenciones odontologicas,consultas repetidas en menores de 5 anos,2008-02-01,16,16
MACHARETI,atenciones odontologicas,consultas repetidas en menores de 5 anos,2008-02-01,3,3
MAIRANA,atenciones odontologicas,consultas repetidas en menores de 5 anos,2008-02-01,6,6
MAPIRI,atenciones odontologicas,consultas repetidas en menores de 5 anos,2008-02-01,8,8
MECAPACA,atenciones odontologicas,consultas repetidas en menores de 5 anos,2008-02-01,12,12
MIZQUE,atenciones odontologicas,consultas repetidas en menores de 5 anos,2008-02-01,3,3
MONTEAGUDO,atenciones odontologicas,consultas repetidas en menores de 5 anos,2008-02-01,5,5
MONTERO,atenciones odontologicas,consultas repetidas en menores de 5 anos,2008-02-01,28,28
MORO MORO,atenciones odontologicas,consultas repetidas en menores de 5 anos,2008-02-01,18,18
MOROCHATA,atenciones odontologicas,consultas repetidas en menores de 5 anos,2008-02-01,18,18
OKINAWA,atenciones odontologicas,consultas repetidas en menores de 5 anos,2008-02-01,8,8
OMEREQUE,atenciones odontologicas,consultas repetidas en menores de 5 anos,2008-02-01,1,1
ORURO,atenciones odontologicas,consultas repetidas en menores de 5 anos,2008-02-01,463,463
PADCAYA,atenciones odontologicas,consultas repetidas en menores de 5 anos,2008-02-01,6,6
PADILLA,atenciones odontologicas,consultas repetidas en menores de 5 anos,2008-02-01,15,15
PAILON,atenciones odontologicas,consultas repetidas en menores de 5 anos,2008-02-01,2,2
PALCA,atenciones odontologicas,consultas repetidas en menores de 5 anos,2008-02-01,3,3
PALOS BLANCOS,atenciones odontologicas,consultas repetidas en menores de 5 anos,2008-02-01,1,1
PAMPA AULLAGAS,atenciones odontologicas,consultas repetidas en menores de 5 anos,2008-02-01,4,4
PAZÑA,atenciones odontologicas,consultas repetidas en menores de 5 anos,2008-02-01,32,32
POCOATA,atenciones odontologicas,consultas repetidas en menores de 5 anos,2008-02-01,1,1
