municipality,group,variable,month,Mujeres embarazadas con dosis completa de hierro,TOTAL
COBIJA,nutricion y micronutrientes,mujeres embarazadas con dosis completa de hierro,2008-01-01,124,124
COCHABAMBA,nutricion y micronutrientes,mujeres embarazadas con dosis completa de hierro,2008-01-01,2254,2254
COLCAPIRHUA,nutricion y micronutrientes,mujeres embarazadas con dosis completa de hierro,2008-01-01,50,50
"COLCHA ""K""",nutricion y micronutrientes,mujeres embarazadas con dosis completa de hierro,2008-01-01,9,9
COLLANA,nutricion y micronutrientes,mujeres embarazadas con dosis completa de hierro,2008-01-01,2,2
COLOMI,nutricion y micronutrientes,mujeres embarazadas con dosis completa de hierro,2008-01-01,45,45
COLPA BELGICA,nutricion y micronutrientes,mujeres embarazadas con dosis completa de hierro,2008-01-01,8,8
COLQUECHACA,nutricion y micronutrientes,mujeres embarazadas con dosis completa de hierro,2008-01-01,51,51
COLQUENCHA,nutricion y micronutrientes,mujeres embarazadas con dosis completa de hierro,2008-01-01,12,12
COLQUIRI,nutricion y micronutrientes,mujeres embarazadas con dosis completa de hierro,2008-01-01,57,57
COMANCHE,nutricion y micronutrientes,mujeres embarazadas con dosis completa de hierro,2008-01-01,3,3
COMARAPA,nutricion y micronutrientes,mujeres embarazadas con dosis completa de hierro,2008-01-01,34,34
COMBAYA,nutricion y micronutrientes,mujeres embarazadas con dosis completa de hierro,2008-01-01,4,4
CONCEPCION,nutricion y micronutrientes,mujeres embarazadas con dosis completa de hierro,2008-01-01,40,40
COPACABANA,nutricion y micronutrientes,mujeres embarazadas con dosis completa de hierro,2008-01-01,25,25
CORIPATA,nutricion y micronutrientes,mujeres embarazadas con dosis completa de hierro,2008-01-01,14,14
CORO CORO,nutricion y micronutrientes,mujeres embarazadas con dosis completa de hierro,2008-01-01,11,11
COROICO,nutricion y micronutrientes,mujeres embarazadas con dosis completa de hierro,2008-01-01,43,43
CORQUE,nutricion y micronutrientes,mujeres embarazadas con dosis completa de hierro,2008-01-01,8,8
COTAGAITA,nutricion y micronutrientes,mujeres embarazadas con dosis completa de hierro,2008-01-01,31,31
COTOCA,nutricion y micronutrientes,mujeres embarazadas con dosis completa de hierro,2008-01-01,87,87
CUATRO CAÑADAS,nutricion y micronutrientes,mujeres embarazadas con dosis completa de hierro,2008-01-01,18,18
CUEVO,nutricion y micronutrientes,mujeres embarazadas con dosis completa de hierro,2008-01-01,8,8
CULPINA,nutricion y micronutrientes,mujeres embarazadas con dosis completa de hierro,2008-01-01,16,16
CURVA,nutricion y micronutrientes,mujeres embarazadas con dosis completa de hierro,2008-01-01,2,2
DESAGUADERO,nutricion y micronutrientes,mujeres embarazadas con dosis completa de hierro,2008-01-01,9,9
EL ALTO,nutricion y micronutrientes,mujeres embarazadas con dosis completa de hierro,2008-01-01,1524,1524
EL CHORO,nutricion y micronutrientes,mujeres embarazadas con dosis completa de hierro,2008-01-01,5,5
EL PUENTE(STC),nutricion y micronutrientes,mujeres embarazadas con dosis completa de hierro,2008-01-01,16,16
EL PUENTE(TJA),nutricion y micronutrientes,mujeres embarazadas con dosis completa de hierro,2008-01-01,19,19
EL TORNO,nutricion y micronutrientes,mujeres embarazadas con dosis completa de hierro,2008-01-01,257,257
EL VILLAR,nutricion y micronutrientes,mujeres embarazadas con dosis completa de hierro,2008-01-01,5,5
ENTRE RIOS,nutricion y micronutrientes,mujeres embarazadas con dosis completa de hierro,2008-01-01,50,50
ENTRE RIOS,nutricion y micronutrientes,mujeres embarazadas con dosis completa de hierro,2008-01-01,42,42
EUCALIPTUS,nutricion y micronutrientes,mujeres embarazadas con dosis completa de hierro,2008-01-01,10,10
EXALTACION,nutricion y micronutrientes,mujeres embarazadas con dosis completa de hierro,2008-01-01,2,2
FERNANDEZ ALONSO,nutricion y micronutrientes,mujeres embarazadas con dosis completa de hierro,2008-01-01,22,22
FILADELFIA,nutricion y micronutrientes,mujeres embarazadas con dosis completa de hierro,2008-01-01,11,11
GENERAL SAAVEDRA,nutricion y micronutrientes,mujeres embarazadas con dosis completa de hierro,2008-01-01,34,34
GRAL. J.J. PEREZ (CHARAZANI),nutricion y micronutrientes,mujeres embarazadas con dosis completa de hierro,2008-01-01,22,22
GUANAY,nutricion y micronutrientes,mujeres embarazadas con dosis completa de hierro,2008-01-01,64,64
GUAQUI,nutricion y micronutrientes,mujeres embarazadas con dosis completa de hierro,2008-01-01,16,16
GUAYARAMERIN,nutricion y micronutrientes,mujeres embarazadas con dosis completa de hierro,2008-01-01,142,142
GUTIERREZ,nutricion y micronutrientes,mujeres embarazadas con dosis completa de hierro,2008-01-01,20,20
HUACARETA,nutricion y micronutrientes,mujeres embarazadas con dosis completa de hierro,2008-01-01,18,18
HUACAYA (VILLA DE HUACAYA),nutricion y micronutrientes,mujeres embarazadas con dosis completa de hierro,2008-01-01,2,2
HUACHACALLA,nutricion y micronutrientes,mujeres embarazadas con dosis completa de hierro,2008-01-01,3,3
HUANUNI,nutricion y micronutrientes,mujeres embarazadas con dosis completa de hierro,2008-01-01,74,74
HUARACAJE,nutricion y micronutrientes,mujeres embarazadas con dosis completa de hierro,2008-01-01,9,9
HUAYLLAMARCA,nutricion y micronutrientes,mujeres embarazadas con dosis completa de hierro,2008-01-01,4,4
ICHOCA,nutricion y micronutrientes,mujeres embarazadas con dosis completa de hierro,2008-01-01,11,11
ICLA,nutricion y micronutrientes,mujeres embarazadas con dosis completa de hierro,2008-01-01,15,15
INCAHUASI,nutricion y micronutrientes,mujeres embarazadas con dosis completa de hierro,2008-01-01,57,57
INQUISIVI,nutricion y micronutrientes,mujeres embarazadas con dosis completa de hierro,2008-01-01,10,10
IRUPANA (VILLA DE LANZA),nutricion y micronutrientes,mujeres embarazadas con dosis completa de hierro,2008-01-01,20,20
IXIAMAS,nutricion y micronutrientes,mujeres embarazadas con dosis completa de hierro,2008-01-01,1,1
JESUS DE MACHACA,nutricion y micronutrientes,mujeres embarazadas con dosis completa de hierro,2008-01-01,21,21
LA ASUNTA,nutricion y micronutrientes,mujeres embarazadas con dosis completa de hierro,2008-01-01,111,111
LA GUARDIA,nutricion y micronutrientes,mujeres embarazadas con dosis completa de hierro,2008-01-01,90,90
LA PAZ,nutricion y micronutrientes,mujeres embarazadas con dosis completa de hierro,2008-01-01,1602,1602
LAGUNILLAS,nutricion y micronutrientes,mujeres embarazadas con dosis completa de hierro,2008-01-01,10,10
LAJA,nutricion y micronutrientes,mujeres embarazadas con dosis completa de hierro,2008-01-01,23,23
LAS CARRERAS,nutricion y micronutrientes,mujeres embarazadas con dosis completa de hierro,2008-01-01,4,4
LICOMA PAMPA,nutricion y micronutrientes,mujeres embarazadas con dosis completa de hierro,2008-01-01,5,5
LLALLAGUA,nutricion y micronutrientes,mujeres embarazadas con dosis completa de hierro,2008-01-01,1038,1038
LLICA,nutricion y micronutrientes,mujeres embarazadas con dosis completa de hierro,2008-01-01,2,2
LORETO,nutricion y micronutrientes,mujeres embarazadas con dosis completa de hierro,2008-01-01,6,6
LURIBAY,nutricion y micronutrientes,mujeres embarazadas con dosis completa de hierro,2008-01-01,18,18
MACHACAMARCA,nutricion y micronutrientes,mujeres embarazadas con dosis completa de hierro,2008-01-01,8,8
MACHARETI,nutricion y micronutrientes,mujeres embarazadas con dosis completa de hierro,2008-01-01,12,12
MAGDALENA,nutricion y micronutrientes,mujeres embarazadas con dosis completa de hierro,2008-01-01,35,35
MAIRANA,nutricion y micronutrientes,mujeres embarazadas con dosis completa de hierro,2008-01-01,20,20
MALLA,nutricion y micronutrientes,mujeres embarazadas con dosis completa de hierro,2008-01-01,3,3
MAPIRI,nutricion y micronutrientes,mujeres embarazadas con dosis completa de hierro,2008-01-01,19,19
MECAPACA,nutricion y micronutrientes,mujeres embarazadas con dosis completa de hierro,2008-01-01,14,14
MINEROS,nutricion y micronutrientes,mujeres embarazadas con dosis completa de hierro,2008-01-01,47,47
MIZQUE,nutricion y micronutrientes,mujeres embarazadas con dosis completa de hierro,2008-01-01,56,56
MOCOMOCO,nutricion y micronutrientes,mujeres embarazadas con dosis completa de hierro,2008-01-01,10,10
MOJOCOYA,nutricion y micronutrientes,mujeres embarazadas con dosis completa de hierro,2008-01-01,11,11
MONTEAGUDO,nutricion y micronutrientes,mujeres embarazadas con dosis completa de hierro,2008-01-01,61,61
MONTERO,nutricion y micronutrientes,mujeres embarazadas con dosis completa de hierro,2008-01-01,208,208
MORO MORO,nutricion y micronutrientes,mujeres embarazadas con dosis completa de hierro,2008-01-01,2,2
MOROCHATA,nutricion y micronutrientes,mujeres embarazadas con dosis completa de hierro,2008-01-01,48,48
NACEBE (SANTA ROSA DEL ABUNA),nutricion y micronutrientes,mujeres embarazadas con dosis completa de hierro,2008-01-01,7,7
NAZACARA DE PACAJES,nutricion y micronutrientes,mujeres embarazadas con dosis completa de hierro,2008-01-01,2,2
NUEVO MANOA (NUEVA ESPERANZA),nutricion y micronutrientes,mujeres embarazadas con dosis completa de hierro,2008-01-01,5,5
OCURI,nutricion y micronutrientes,mujeres embarazadas con dosis completa de hierro,2008-01-01,19,19
OKINAWA,nutricion y micronutrientes,mujeres embarazadas con dosis completa de hierro,2008-01-01,24,24
OMEREQUE,nutricion y micronutrientes,mujeres embarazadas con dosis completa de hierro,2008-01-01,10,10
ORURO,nutricion y micronutrientes,mujeres embarazadas con dosis completa de hierro,2008-01-01,361,361
PADCAYA,nutricion y micronutrientes,mujeres embarazadas con dosis completa de hierro,2008-01-01,31,31
PADILLA,nutricion y micronutrientes,mujeres embarazadas con dosis completa de hierro,2008-01-01,20,20
PAILON,nutricion y micronutrientes,mujeres embarazadas con dosis completa de hierro,2008-01-01,51,51
PALCA,nutricion y micronutrientes,mujeres embarazadas con dosis completa de hierro,2008-01-01,2,2
PALOS BLANCOS,nutricion y micronutrientes,mujeres embarazadas con dosis completa de hierro,2008-01-01,55,55
PAMPA AULLAGAS,nutricion y micronutrientes,mujeres embarazadas con dosis completa de hierro,2008-01-01,5,5
PAMPA GRANDE,nutricion y micronutrientes,mujeres embarazadas con dosis completa de hierro,2008-01-01,8,8
PAPEL PAMPA,nutricion y micronutrientes,mujeres embarazadas con dosis completa de hierro,2008-01-01,4,4
PASORAPA,nutricion y micronutrientes,mujeres embarazadas con dosis completa de hierro,2008-01-01,8,8
PATACAMAYA,nutricion y micronutrientes,mujeres embarazadas con dosis completa de hierro,2008-01-01,2,2
PAZÑA,nutricion y micronutrientes,mujeres embarazadas con dosis completa de hierro,2008-01-01,6,6
PELECHUCO,nutricion y micronutrientes,mujeres embarazadas con dosis completa de hierro,2008-01-01,8,8
POCOATA,nutricion y micronutrientes,mujeres embarazadas con dosis completa de hierro,2008-01-01,22,22
POCONA,nutricion y micronutrientes,mujeres embarazadas con dosis completa de hierro,2008-01-01,36,36
POJO (CBBA),nutricion y micronutrientes,mujeres embarazadas con dosis completa de hierro,2008-01-01,33,33
POOPO,nutricion y micronutrientes,mujeres embarazadas con dosis completa de hierro,2008-01-01,10,10
PORCO,nutricion y micronutrientes,mujeres embarazadas con dosis completa de hierro,2008-01-01,24,24
POROMA,nutricion y micronutrientes,mujeres embarazadas con dosis completa de hierro,2008-01-01,15,15
PORONGO,nutricion y micronutrientes,mujeres embarazadas con dosis completa de hierro,2008-01-01,22,22
PORTACHUELO,nutricion y micronutrientes,mujeres embarazadas con dosis completa de hierro,2008-01-01,24,24
PORVENIR,nutricion y micronutrientes,mujeres embarazadas con dosis completa de hierro,2008-01-01,11,11
POSTRER VALLE,nutricion y micronutrientes,mujeres embarazadas con dosis completa de hierro,2008-01-01,1,1
POTOSI,nutricion y micronutrientes,mujeres embarazadas con dosis completa de hierro,2008-01-01,270,270
PRESTO,nutricion y micronutrientes,mujeres embarazadas con dosis completa de hierro,2008-01-01,7,7
PUCARANI,nutricion y micronutrientes,mujeres embarazadas con dosis completa de hierro,2008-01-01,40,40
PUERTO ACOSTA,nutricion y micronutrientes,mujeres embarazadas con dosis completa de hierro,2008-01-01,27,27
PUERTO CARABUCO,nutricion y micronutrientes,mujeres embarazadas con dosis completa de hierro,2008-01-01,13,13
PUERTO GONZALO MORENO,nutricion y micronutrientes,mujeres embarazadas con dosis completa de hierro,2008-01-01,12,12
PUERTO PEREZ,nutricion y micronutrientes,mujeres embarazadas con dosis completa de hierro,2008-01-01,5,5
PUERTO QUIJARRO,nutricion y micronutrientes,mujeres embarazadas con dosis completa de hierro,2008-01-01,16,16
PUERTO RICO,nutricion y micronutrientes,mujeres embarazadas con dosis completa de hierro,2008-01-01,7,7
PUERTO SILES,nutricion y micronutrientes,mujeres embarazadas con dosis completa de hierro,2008-01-01,2,2
PUERTO SUAREZ,nutricion y micronutrientes,mujeres embarazadas con dosis completa de hierro,2008-01-01,9,9
PUERTO VILLARROEL,nutricion y micronutrientes,mujeres embarazadas con dosis completa de hierro,2008-01-01,120,120
PUNA,nutricion y micronutrientes,mujeres embarazadas con dosis completa de hierro,2008-01-01,32,32
PUNATA,nutricion y micronutrientes,mujeres embarazadas con dosis completa de hierro,2008-01-01,55,55
QUIABAYA,nutricion y micronutrientes,mujeres embarazadas con dosis completa de hierro,2008-01-01,2,2
QUILLACOLLO,nutricion y micronutrientes,mujeres embarazadas con dosis completa de hierro,2008-01-01,217,217
QUIME,nutricion y micronutrientes,mujeres embarazadas con dosis completa de hierro,2008-01-01,13,13
QUIRUSILLAS,nutricion y micronutrientes,mujeres embarazadas con dosis completa de hierro,2008-01-01,3,3
RAVELO,nutricion y micronutrientes,mujeres embarazadas con dosis completa de hierro,2008-01-01,18,18
REYES,nutricion y micronutrientes,mujeres embarazadas con dosis completa de hierro,2008-01-01,11,11
RIBERALTA,nutricion y micronutrientes,mujeres embarazadas con dosis completa de hierro,2008-01-01,247,247
ROBORE,nutricion y micronutrientes,mujeres embarazadas con dosis completa de hierro,2008-01-01,52,52
RURRENABAQUE,nutricion y micronutrientes,mujeres embarazadas con dosis completa de hierro,2008-01-01,45,45
SABAYA,nutricion y micronutrientes,mujeres embarazadas con dosis completa de hierro,2008-01-01,4,4
SACABA,nutricion y micronutrientes,mujeres embarazadas con dosis completa de hierro,2008-01-01,213,213
SACABAMBA,nutricion y micronutrientes,mujeres embarazadas con dosis completa de hierro,2008-01-01,20,20
SACACA,nutricion y micronutrientes,mujeres embarazadas con dosis completa de hierro,2008-01-01,31,31
SAIPINA,nutricion y micronutrientes,mujeres embarazadas con dosis completa de hierro,2008-01-01,11,11
SALINAS DE GARCI MENDOZA,nutricion y micronutrientes,mujeres embarazadas con dosis completa de hierro,2008-01-01,7,7
SAMAIPATA,nutricion y micronutrientes,mujeres embarazadas con dosis completa de hierro,2008-01-01,6,6
SAN AGUSTIN,nutricion y micronutrientes,mujeres embarazadas con dosis completa de hierro,2008-01-01,2,2
SAN ANDRES,nutricion y micronutrientes,mujeres embarazadas con dosis completa de hierro,2008-01-01,17,17
SAN ANDRES DE MACHACA,nutricion y micronutrientes,mujeres embarazadas con dosis completa de hierro,2008-01-01,7,7
SAN ANTONIO DE ESMORUCO,nutricion y micronutrientes,mujeres embarazadas con dosis completa de hierro,2008-01-01,1,1
SAN ANTONIO DE LOMERIO,nutricion y micronutrientes,mujeres embarazadas con dosis completa de hierro,2008-01-01,19,19
SAN BENITO,nutricion y micronutrientes,mujeres embarazadas con dosis completa de hierro,2008-01-01,12,12
SAN BORJA,nutricion y micronutrientes,mujeres embarazadas con dosis completa de hierro,2008-01-01,95,95
SAN BUENA VENTURA,nutricion y micronutrientes,mujeres embarazadas con dosis completa de hierro,2008-01-01,12,12
SAN CARLOS,nutricion y micronutrientes,mujeres embarazadas con dosis completa de hierro,2008-01-01,55,55
SAN IGNACIO,nutricion y micronutrientes,mujeres embarazadas con dosis completa de hierro,2008-01-01,40,40
SAN IGNACIO DE VELASCO,nutricion y micronutrientes,mujeres embarazadas con dosis completa de hierro,2008-01-01,95,95
SAN JAVIER(BNI),nutricion y micronutrientes,mujeres embarazadas con dosis completa de hierro,2008-01-01,10,10
SAN JAVIER(STC),nutricion y micronutrientes,mujeres embarazadas con dosis completa de hierro,2008-01-01,13,13
SAN JOAQUIN,nutricion y micronutrientes,mujeres embarazadas con dosis completa de hierro,2008-01-01,18,18
SAN JOSE DE CHIQUITOS,nutricion y micronutrientes,mujeres embarazadas con dosis completa de hierro,2008-01-01,53,53
SAN JUAN DE YAPACANI,nutricion y micronutrientes,mujeres embarazadas con dosis completa de hierro,2008-01-01,30,30
SAN JULIAN,nutricion y micronutrientes,mujeres embarazadas con dosis completa de hierro,2008-01-01,63,63
SAN LORENZO(PND),nutricion y micronutrientes,mujeres embarazadas con dosis completa de hierro,2008-01-01,4,4
SAN LORENZO(TJA),nutricion y micronutrientes,mujeres embarazadas con dosis completa de hierro,2008-01-01,18,18
SAN LUCAS,nutricion y micronutrientes,mujeres embarazadas con dosis completa de hierro,2008-01-01,84,84
SAN MATIAS,nutricion y micronutrientes,mujeres embarazadas con dosis completa de hierro,2008-01-01,26,26
SAN MIGUEL DE VELASCO,nutricion y micronutrientes,mujeres embarazadas con dosis completa de hierro,2008-01-01,19,19
SAN PABLO DE LIPEZ,nutricion y micronutrientes,mujeres embarazadas con dosis completa de hierro,2008-01-01,7,7
SAN PEDRO,nutricion y micronutrientes,mujeres embarazadas con dosis completa de hierro,2008-01-01,37,37
SAN PEDRO DE BUENA VISTA,nutricion y micronutrientes,mujeres embarazadas con dosis completa de hierro,2008-01-01,16,16
SAN PEDRO DE CURAHUARA,nutricion y micronutrientes,mujeres embarazadas con dosis completa de hierro,2008-01-01,5,5
SAN PEDRO DE TIQUINA,nutricion y micronutrientes,mujeres embarazadas con dosis completa de hierro,2008-01-01,2,2
SAN PEDRO(PND),nutricion y micronutrientes,mujeres embarazadas con dosis completa de hierro,2008-01-01,5,5
SAN RAFAEL,nutricion y micronutrientes,mujeres embarazadas con dosis completa de hierro,2008-01-01,11,11
SAN RAMON,nutricion y micronutrientes,mujeres embarazadas con dosis completa de hierro,2008-01-01,40,40
SAN RAMON,nutricion y micronutrientes,mujeres embarazadas con dosis completa de hierro,2008-01-01,9,9
SANTA ANA,nutricion y micronutrientes,mujeres embarazadas con dosis completa de hierro,2008-01-01,41,41
SANTA CRUZ DE LA SIERRA,nutricion y micronutrientes,mujeres embarazadas con dosis completa de hierro,2008-01-01,1441,1441
SANTA ROSA,nutricion y micronutrientes,mujeres embarazadas con dosis completa de hierro,2008-01-01,24,24
SANTA ROSA DEL SARA,nutricion y micronutrientes,mujeres embarazadas con dosis completa de hierro,2008-01-01,41,41
SANTIAGO DE CALLAPA,nutricion y micronutrientes,mujeres embarazadas con dosis completa de hierro,2008-01-01,8,8
SANTIAGO DE HUARI,nutricion y micronutrientes,mujeres embarazadas con dosis completa de hierro,2008-01-01,8,8
SANTIAGO DE MACHACA,nutricion y micronutrientes,mujeres embarazadas con dosis completa de hierro,2008-01-01,7,7
SANTIVAÑES,nutricion y micronutrientes,mujeres embarazadas con dosis completa de hierro,2008-01-01,4,4
SANTUARIO DE QUILLACAS,nutricion y micronutrientes,mujeres embarazadas con dosis completa de hierro,2008-01-01,2,2
SAPAHAQUI,nutricion y micronutrientes,mujeres embarazadas con dosis completa de hierro,2008-01-01,13,13
SENA,nutricion y micronutrientes,mujeres embarazadas con dosis completa de hierro,2008-01-01,7,7
SICA SICA (VILLA AROMA),nutricion y micronutrientes,mujeres embarazadas con dosis completa de hierro,2008-01-01,25,25
SICAYA,nutricion y micronutrientes,mujeres embarazadas con dosis completa de hierro,2008-01-01,5,5
SIPE SIPE,nutricion y micronutrientes,mujeres embarazadas con dosis completa de hierro,2008-01-01,33,33
SOPACHUY,nutricion y micronutrientes,mujeres embarazadas con dosis completa de hierro,2008-01-01,13,13
SORATA,nutricion y micronutrientes,mujeres embarazadas con dosis completa de hierro,2008-01-01,25,25
SUCRE,nutricion y micronutrientes,mujeres embarazadas con dosis completa de hierro,2008-01-01,715,715
TACACHI,nutricion y micronutrientes,mujeres embarazadas con dosis completa de hierro,2008-01-01,1,1
TACACOMA,nutricion y micronutrientes,mujeres embarazadas con dosis completa de hierro,2008-01-01,7,7
TACOBAMBA,nutricion y micronutrientes,mujeres embarazadas con dosis completa de hierro,2008-01-01,9,9
TACOPAYA,nutricion y micronutrientes,mujeres embarazadas con dosis completa de hierro,2008-01-01,18,18
TAHUA,nutricion y micronutrientes,mujeres embarazadas con dosis completa de hierro,2008-01-01,2,2
TAPACARI,nutricion y micronutrientes,mujeres embarazadas con dosis completa de hierro,2008-01-01,46,46
TARABUCO,nutricion y micronutrientes,mujeres embarazadas con dosis completa de hierro,2008-01-01,36,36
TARACO,nutricion y micronutrientes,mujeres embarazadas con dosis completa de hierro,2008-01-01,4,4
TARATA,nutricion y micronutrientes,mujeres embarazadas con dosis completa de hierro,2008-01-01,17,17
TARIJA,nutricion y micronutrientes,mujeres embarazadas con dosis completa de hierro,2008-01-01,208,208
TARVITA,nutricion y micronutrientes,mujeres embarazadas con dosis completa de hierro,2008-01-01,39,39
TEOPONTE,nutricion y micronutrientes,mujeres embarazadas con dosis completa de hierro,2008-01-01,17,17
TIAWANACU,nutricion y micronutrientes,mujeres embarazadas con dosis completa de hierro,2008-01-01,26,26
TINGUIPAYA,nutricion y micronutrientes,mujeres embarazadas con dosis completa de hierro,2008-01-01,19,19
TIPUANI,nutricion y micronutrientes,mujeres embarazadas con dosis completa de hierro,2008-01-01,31,31
