municipality,group,variable,month,Niños de 6 meses a menores de 2 años con dosis com,TOTAL
AYOPAYA (V. DE INDEPENDENCIA),nutricion y micronutrientes,ninos de 6 meses a menores de 2 anos con dosis com,2008-01-01,76,76
AZURDUY,nutricion y micronutrientes,ninos de 6 meses a menores de 2 anos con dosis com,2008-01-01,110,110
BATALLAS,nutricion y micronutrientes,ninos de 6 meses a menores de 2 anos con dosis com,2008-01-01,77,77
BAURES,nutricion y micronutrientes,ninos de 6 meses a menores de 2 anos con dosis com,2008-01-01,51,51
BELEN DE ANDAMARCA,nutricion y micronutrientes,ninos de 6 meses a menores de 2 anos con dosis com,2008-01-01,4,4
BELEN DE URMIRI,nutricion y micronutrientes,ninos de 6 meses a menores de 2 anos con dosis com,2008-01-01,15,15
BELLA FLOR,nutricion y micronutrientes,ninos de 6 meses a menores de 2 anos con dosis com,2008-01-01,3,3
BERMEJO,nutricion y micronutrientes,ninos de 6 meses a menores de 2 anos con dosis com,2008-01-01,164,164
BETANZOS,nutricion y micronutrientes,ninos de 6 meses a menores de 2 anos con dosis com,2008-01-01,23,23
BOLIVAR,nutricion y micronutrientes,ninos de 6 meses a menores de 2 anos con dosis com,2008-01-01,26,26
BOLPEBRA,nutricion y micronutrientes,ninos de 6 meses a menores de 2 anos con dosis com,2008-01-01,7,7
BOYUIBE,nutricion y micronutrientes,ninos de 6 meses a menores de 2 anos con dosis com,2008-01-01,24,24
BUENA VISTA,nutricion y micronutrientes,ninos de 6 meses a menores de 2 anos con dosis com,2008-01-01,119,119
CABEZAS,nutricion y micronutrientes,ninos de 6 meses a menores de 2 anos con dosis com,2008-01-01,15,15
CAIROMA,nutricion y micronutrientes,ninos de 6 meses a menores de 2 anos con dosis com,2008-01-01,46,46
CAJUATA,nutricion y micronutrientes,ninos de 6 meses a menores de 2 anos con dosis com,2008-01-01,42,42
CALACOTO,nutricion y micronutrientes,ninos de 6 meses a menores de 2 anos con dosis com,2008-01-01,9,9
CALAMARCA,nutricion y micronutrientes,ninos de 6 meses a menores de 2 anos con dosis com,2008-01-01,67,67
CAMARGO,nutricion y micronutrientes,ninos de 6 meses a menores de 2 anos con dosis com,2008-01-01,133,133
CAMATAQUI (C. VILLA ABECIA),nutricion y micronutrientes,ninos de 6 meses a menores de 2 anos con dosis com,2008-01-01,51,51
CAMIRI,nutricion y micronutrientes,ninos de 6 meses a menores de 2 anos con dosis com,2008-01-01,25,25
CAPINOTA,nutricion y micronutrientes,ninos de 6 meses a menores de 2 anos con dosis com,2008-01-01,108,108
CAQUIAVIRI,nutricion y micronutrientes,ninos de 6 meses a menores de 2 anos con dosis com,2008-01-01,16,16
CARACOLLO,nutricion y micronutrientes,ninos de 6 meses a menores de 2 anos con dosis com,2008-01-01,42,42
CARANAVI,nutricion y micronutrientes,ninos de 6 meses a menores de 2 anos con dosis com,2008-01-01,211,211
CARAPARI,nutricion y micronutrientes,ninos de 6 meses a menores de 2 anos con dosis com,2008-01-01,30,30
CARIPUYO,nutricion y micronutrientes,ninos de 6 meses a menores de 2 anos con dosis com,2008-01-01,23,23
CARMEN RIVERO TORREZ,nutricion y micronutrientes,ninos de 6 meses a menores de 2 anos con dosis com,2008-01-01,21,21
CATACORA,nutricion y micronutrientes,ninos de 6 meses a menores de 2 anos con dosis com,2008-01-01,3,3
CHALLAPATA,nutricion y micronutrientes,ninos de 6 meses a menores de 2 anos con dosis com,2008-01-01,101,101
CHARAGUA,nutricion y micronutrientes,ninos de 6 meses a menores de 2 anos con dosis com,2008-01-01,42,42
CHARAÑA,nutricion y micronutrientes,ninos de 6 meses a menores de 2 anos con dosis com,2008-01-01,15,15
CHAYANTA,nutricion y micronutrientes,ninos de 6 meses a menores de 2 anos con dosis com,2008-01-01,11,11
CHIMORE,nutricion y micronutrientes,ninos de 6 meses a menores de 2 anos con dosis com,2008-01-01,17,17
CHIPAYA,nutricion y micronutrientes,ninos de 6 meses a menores de 2 anos con dosis com,2008-01-01,10,10
CHOQUE COTA,nutricion y micronutrientes,ninos de 6 meses a menores de 2 anos con dosis com,2008-01-01,4,4
CHULUMANI (V. DE LA LIBERTAD),nutricion y micronutrientes,ninos de 6 meses a menores de 2 anos con dosis com,2008-01-01,31,31
CHUMA,nutricion y micronutrientes,ninos de 6 meses a menores de 2 anos con dosis com,2008-01-01,64,64
CLIZA,nutricion y micronutrientes,ninos de 6 meses a menores de 2 anos con dosis com,2008-01-01,105,105
COBIJA,nutricion y micronutrientes,ninos de 6 meses a menores de 2 anos con dosis com,2008-01-01,217,217
COCHABAMBA,nutricion y micronutrientes,ninos de 6 meses a menores de 2 anos con dosis com,2008-01-01,1073,1073
COIPASA,nutricion y micronutrientes,ninos de 6 meses a menores de 2 anos con dosis com,2008-01-01,4,4
COLCAPIRHUA,nutricion y micronutrientes,ninos de 6 meses a menores de 2 anos con dosis com,2008-01-01,138,138
"COLCHA ""K""",nutricion y micronutrientes,ninos de 6 meses a menores de 2 anos con dosis com,2008-01-01,8,8
COLLANA,nutricion y micronutrientes,ninos de 6 meses a menores de 2 anos con dosis com,2008-01-01,3,3
COLOMI,nutricion y micronutrientes,ninos de 6 meses a menores de 2 anos con dosis com,2008-01-01,60,60
COLPA BELGICA,nutricion y micronutrientes,ninos de 6 meses a menores de 2 anos con dosis com,2008-01-01,31,31
COLQUECHACA,nutricion y micronutrientes,ninos de 6 meses a menores de 2 anos con dosis com,2008-01-01,126,126
COLQUENCHA,nutricion y micronutrientes,ninos de 6 meses a menores de 2 anos con dosis com,2008-01-01,67,67
COLQUIRI,nutricion y micronutrientes,ninos de 6 meses a menores de 2 anos con dosis com,2008-01-01,87,87
COMANCHE,nutricion y micronutrientes,ninos de 6 meses a menores de 2 anos con dosis com,2008-01-01,11,11
COMARAPA,nutricion y micronutrientes,ninos de 6 meses a menores de 2 anos con dosis com,2008-01-01,36,36
COMBAYA,nutricion y micronutrientes,ninos de 6 meses a menores de 2 anos con dosis com,2008-01-01,3,3
CONCEPCION,nutricion y micronutrientes,ninos de 6 meses a menores de 2 anos con dosis com,2008-01-01,4,4
COPACABANA,nutricion y micronutrientes,ninos de 6 meses a menores de 2 anos con dosis com,2008-01-01,44,44
CORIPATA,nutricion y micronutrientes,ninos de 6 meses a menores de 2 anos con dosis com,2008-01-01,18,18
CORO CORO,nutricion y micronutrientes,ninos de 6 meses a menores de 2 anos con dosis com,2008-01-01,19,19
COROICO,nutricion y micronutrientes,ninos de 6 meses a menores de 2 anos con dosis com,2008-01-01,37,37
CORQUE,nutricion y micronutrientes,ninos de 6 meses a menores de 2 anos con dosis com,2008-01-01,7,7
COTAGAITA,nutricion y micronutrientes,ninos de 6 meses a menores de 2 anos con dosis com,2008-01-01,56,56
COTOCA,nutricion y micronutrientes,ninos de 6 meses a menores de 2 anos con dosis com,2008-01-01,60,60
CUATRO CAÑADAS,nutricion y micronutrientes,ninos de 6 meses a menores de 2 anos con dosis com,2008-01-01,124,124
CUCHUMUELA (V. G. VILLARROEL),nutricion y micronutrientes,ninos de 6 meses a menores de 2 anos con dosis com,2008-01-01,5,5
CUEVO,nutricion y micronutrientes,ninos de 6 meses a menores de 2 anos con dosis com,2008-01-01,29,29
CULPINA,nutricion y micronutrientes,ninos de 6 meses a menores de 2 anos con dosis com,2008-01-01,139,139
CURAHUARA DE CARANGAS,nutricion y micronutrientes,ninos de 6 meses a menores de 2 anos con dosis com,2008-01-01,19,19
CURVA,nutricion y micronutrientes,ninos de 6 meses a menores de 2 anos con dosis com,2008-01-01,12,12
DESAGUADERO,nutricion y micronutrientes,ninos de 6 meses a menores de 2 anos con dosis com,2008-01-01,32,32
EL ALTO,nutricion y micronutrientes,ninos de 6 meses a menores de 2 anos con dosis com,2008-01-01,1992,1992
EL CHORO,nutricion y micronutrientes,ninos de 6 meses a menores de 2 anos con dosis com,2008-01-01,42,42
EL PUENTE(STC),nutricion y micronutrientes,ninos de 6 meses a menores de 2 anos con dosis com,2008-01-01,36,36
EL PUENTE(TJA),nutricion y micronutrientes,ninos de 6 meses a menores de 2 anos con dosis com,2008-01-01,48,48
EL TORNO,nutricion y micronutrientes,ninos de 6 meses a menores de 2 anos con dosis com,2008-01-01,80,80
EL VILLAR,nutricion y micronutrientes,ninos de 6 meses a menores de 2 anos con dosis com,2008-01-01,3,3
ENTRE RIOS,nutricion y micronutrientes,ninos de 6 meses a menores de 2 anos con dosis com,2008-01-01,65,65
ENTRE RIOS,nutricion y micronutrientes,ninos de 6 meses a menores de 2 anos con dosis com,2008-01-01,72,72
EUCALIPTUS,nutricion y micronutrientes,ninos de 6 meses a menores de 2 anos con dosis com,2008-01-01,18,18
EUREKA (SANTOS MERCADO),nutricion y micronutrientes,ninos de 6 meses a menores de 2 anos con dosis com,2008-01-01,9,9
EXALTACION,nutricion y micronutrientes,ninos de 6 meses a menores de 2 anos con dosis com,2008-01-01,4,4
FERNANDEZ ALONSO,nutricion y micronutrientes,ninos de 6 meses a menores de 2 anos con dosis com,2008-01-01,62,62
FILADELFIA,nutricion y micronutrientes,ninos de 6 meses a menores de 2 anos con dosis com,2008-01-01,10,10
GENERAL SAAVEDRA,nutricion y micronutrientes,ninos de 6 meses a menores de 2 anos con dosis com,2008-01-01,9,9
GRAL. J.J. PEREZ (CHARAZANI),nutricion y micronutrientes,ninos de 6 meses a menores de 2 anos con dosis com,2008-01-01,35,35
GUANAY,nutricion y micronutrientes,ninos de 6 meses a menores de 2 anos con dosis com,2008-01-01,50,50
GUAQUI,nutricion y micronutrientes,ninos de 6 meses a menores de 2 anos con dosis com,2008-01-01,23,23
GUAYARAMERIN,nutricion y micronutrientes,ninos de 6 meses a menores de 2 anos con dosis com,2008-01-01,231,231
GUTIERREZ,nutricion y micronutrientes,ninos de 6 meses a menores de 2 anos con dosis com,2008-01-01,139,139
HUACARETA,nutricion y micronutrientes,ninos de 6 meses a menores de 2 anos con dosis com,2008-01-01,76,76
HUACAYA (VILLA DE HUACAYA),nutricion y micronutrientes,ninos de 6 meses a menores de 2 anos con dosis com,2008-01-01,21,21
HUACHACALLA,nutricion y micronutrientes,ninos de 6 meses a menores de 2 anos con dosis com,2008-01-01,7,7
HUANUNI,nutricion y micronutrientes,ninos de 6 meses a menores de 2 anos con dosis com,2008-01-01,112,112
HUARACAJE,nutricion y micronutrientes,ninos de 6 meses a menores de 2 anos con dosis com,2008-01-01,13,13
HUAYLLAMARCA,nutricion y micronutrientes,ninos de 6 meses a menores de 2 anos con dosis com,2008-01-01,18,18
ICHOCA,nutricion y micronutrientes,ninos de 6 meses a menores de 2 anos con dosis com,2008-01-01,33,33
ICLA,nutricion y micronutrientes,ninos de 6 meses a menores de 2 anos con dosis com,2008-01-01,9,9
INCAHUASI,nutricion y micronutrientes,ninos de 6 meses a menores de 2 anos con dosis com,2008-01-01,199,199
INGAVI (HUMAITA),nutricion y micronutrientes,ninos de 6 meses a menores de 2 anos con dosis com,2008-01-01,4,4
INQUISIVI,nutricion y micronutrientes,ninos de 6 meses a menores de 2 anos con dosis com,2008-01-01,58,58
IRUPANA (VILLA DE LANZA),nutricion y micronutrientes,ninos de 6 meses a menores de 2 anos con dosis com,2008-01-01,44,44
IXIAMAS,nutricion y micronutrientes,ninos de 6 meses a menores de 2 anos con dosis com,2008-01-01,20,20
JESUS DE MACHACA,nutricion y micronutrientes,ninos de 6 meses a menores de 2 anos con dosis com,2008-01-01,66,66
LA ASUNTA,nutricion y micronutrientes,ninos de 6 meses a menores de 2 anos con dosis com,2008-01-01,121,121
LA GUARDIA,nutricion y micronutrientes,ninos de 6 meses a menores de 2 anos con dosis com,2008-01-01,11,11
LA PAZ,nutricion y micronutrientes,ninos de 6 meses a menores de 2 anos con dosis com,2008-01-01,1505,1505
LAGUNILLAS,nutricion y micronutrientes,ninos de 6 meses a menores de 2 anos con dosis com,2008-01-01,2,2
LAJA,nutricion y micronutrientes,ninos de 6 meses a menores de 2 anos con dosis com,2008-01-01,59,59
LAS CARRERAS,nutricion y micronutrientes,ninos de 6 meses a menores de 2 anos con dosis com,2008-01-01,13,13
LICOMA PAMPA,nutricion y micronutrientes,ninos de 6 meses a menores de 2 anos con dosis com,2008-01-01,16,16
LORETO,nutricion y micronutrientes,ninos de 6 meses a menores de 2 anos con dosis com,2008-01-01,14,14
LURIBAY,nutricion y micronutrientes,ninos de 6 meses a menores de 2 anos con dosis com,2008-01-01,31,31
MACHACAMARCA,nutricion y micronutrientes,ninos de 6 meses a menores de 2 anos con dosis com,2008-01-01,14,14
MACHARETI,nutricion y micronutrientes,ninos de 6 meses a menores de 2 anos con dosis com,2008-01-01,72,72
MAGDALENA,nutricion y micronutrientes,ninos de 6 meses a menores de 2 anos con dosis com,2008-01-01,26,26
MAIRANA,nutricion y micronutrientes,ninos de 6 meses a menores de 2 anos con dosis com,2008-01-01,28,28
MALLA,nutricion y micronutrientes,ninos de 6 meses a menores de 2 anos con dosis com,2008-01-01,10,10
MAPIRI,nutricion y micronutrientes,ninos de 6 meses a menores de 2 anos con dosis com,2008-01-01,53,53
MECAPACA,nutricion y micronutrientes,ninos de 6 meses a menores de 2 anos con dosis com,2008-01-01,26,26
MINEROS,nutricion y micronutrientes,ninos de 6 meses a menores de 2 anos con dosis com,2008-01-01,198,198
MIZQUE,nutricion y micronutrientes,ninos de 6 meses a menores de 2 anos con dosis com,2008-01-01,153,153
MOCOMOCO,nutricion y micronutrientes,ninos de 6 meses a menores de 2 anos con dosis com,2008-01-01,59,59
MOJOCOYA,nutricion y micronutrientes,ninos de 6 meses a menores de 2 anos con dosis com,2008-01-01,68,68
MONTEAGUDO,nutricion y micronutrientes,ninos de 6 meses a menores de 2 anos con dosis com,2008-01-01,199,199
MONTERO,nutricion y micronutrientes,ninos de 6 meses a menores de 2 anos con dosis com,2008-01-01,356,356
MORO MORO,nutricion y micronutrientes,ninos de 6 meses a menores de 2 anos con dosis com,2008-01-01,11,11
MOROCHATA,nutricion y micronutrientes,ninos de 6 meses a menores de 2 anos con dosis com,2008-01-01,69,69
NACEBE (SANTA ROSA DEL ABUNA),nutricion y micronutrientes,ninos de 6 meses a menores de 2 anos con dosis com,2008-01-01,14,14
NUEVO MANOA (NUEVA ESPERANZA),nutricion y micronutrientes,ninos de 6 meses a menores de 2 anos con dosis com,2008-01-01,2,2
OCURI,nutricion y micronutrientes,ninos de 6 meses a menores de 2 anos con dosis com,2008-01-01,89,89
OKINAWA,nutricion y micronutrientes,ninos de 6 meses a menores de 2 anos con dosis com,2008-01-01,108,108
OMEREQUE,nutricion y micronutrientes,ninos de 6 meses a menores de 2 anos con dosis com,2008-01-01,41,41
ORURO,nutricion y micronutrientes,ninos de 6 meses a menores de 2 anos con dosis com,2008-01-01,494,494
PADCAYA,nutricion y micronutrientes,ninos de 6 meses a menores de 2 anos con dosis com,2008-01-01,63,63
PADILLA,nutricion y micronutrientes,ninos de 6 meses a menores de 2 anos con dosis com,2008-01-01,7,7
PAILON,nutricion y micronutrientes,ninos de 6 meses a menores de 2 anos con dosis com,2008-01-01,55,55
PALCA,nutricion y micronutrientes,ninos de 6 meses a menores de 2 anos con dosis com,2008-01-01,50,50
PALOS BLANCOS,nutricion y micronutrientes,ninos de 6 meses a menores de 2 anos con dosis com,2008-01-01,90,90
PAMPA GRANDE,nutricion y micronutrientes,ninos de 6 meses a menores de 2 anos con dosis com,2008-01-01,26,26
PAPEL PAMPA,nutricion y micronutrientes,ninos de 6 meses a menores de 2 anos con dosis com,2008-01-01,3,3
PASORAPA,nutricion y micronutrientes,ninos de 6 meses a menores de 2 anos con dosis com,2008-01-01,24,24
PATACAMAYA,nutricion y micronutrientes,ninos de 6 meses a menores de 2 anos con dosis com,2008-01-01,2,2
PAZÑA,nutricion y micronutrientes,ninos de 6 meses a menores de 2 anos con dosis com,2008-01-01,11,11
PELECHUCO,nutricion y micronutrientes,ninos de 6 meses a menores de 2 anos con dosis com,2008-01-01,27,27
POCOATA,nutricion y micronutrientes,ninos de 6 meses a menores de 2 anos con dosis com,2008-01-01,82,82
POCONA,nutricion y micronutrientes,ninos de 6 meses a menores de 2 anos con dosis com,2008-01-01,14,14
POJO (CBBA),nutricion y micronutrientes,ninos de 6 meses a menores de 2 anos con dosis com,2008-01-01,24,24
POOPO,nutricion y micronutrientes,ninos de 6 meses a menores de 2 anos con dosis com,2008-01-01,17,17
PORCO,nutricion y micronutrientes,ninos de 6 meses a menores de 2 anos con dosis com,2008-01-01,60,60
POROMA,nutricion y micronutrientes,ninos de 6 meses a menores de 2 anos con dosis com,2008-01-01,27,27
PORONGO,nutricion y micronutrientes,ninos de 6 meses a menores de 2 anos con dosis com,2008-01-01,15,15
PORTACHUELO,nutricion y micronutrientes,ninos de 6 meses a menores de 2 anos con dosis com,2008-01-01,59,59
PORVENIR,nutricion y micronutrientes,ninos de 6 meses a menores de 2 anos con dosis com,2008-01-01,26,26
POSTRER VALLE,nutricion y micronutrientes,ninos de 6 meses a menores de 2 anos con dosis com,2008-01-01,6,6
POTOSI,nutricion y micronutrientes,ninos de 6 meses a menores de 2 anos con dosis com,2008-01-01,557,557
PRESTO,nutricion y micronutrientes,ninos de 6 meses a menores de 2 anos con dosis com,2008-01-01,29,29
PUCARA,nutricion y micronutrientes,ninos de 6 meses a menores de 2 anos con dosis com,2008-01-01,2,2
PUCARANI,nutricion y micronutrientes,ninos de 6 meses a menores de 2 anos con dosis com,2008-01-01,77,77
PUERTO ACOSTA,nutricion y micronutrientes,ninos de 6 meses a menores de 2 anos con dosis com,2008-01-01,61,61
PUERTO CARABUCO,nutricion y micronutrientes,ninos de 6 meses a menores de 2 anos con dosis com,2008-01-01,79,79
PUERTO GONZALO MORENO,nutricion y micronutrientes,ninos de 6 meses a menores de 2 anos con dosis com,2008-01-01,4,4
PUERTO PEREZ,nutricion y micronutrientes,ninos de 6 meses a menores de 2 anos con dosis com,2008-01-01,13,13
PUERTO QUIJARRO,nutricion y micronutrientes,ninos de 6 meses a menores de 2 anos con dosis com,2008-01-01,41,41
PUERTO RICO,nutricion y micronutrientes,ninos de 6 meses a menores de 2 anos con dosis com,2008-01-01,11,11
PUERTO SUAREZ,nutricion y micronutrientes,ninos de 6 meses a menores de 2 anos con dosis com,2008-01-01,29,29
PUERTO VILLARROEL,nutricion y micronutrientes,ninos de 6 meses a menores de 2 anos con dosis com,2008-01-01,131,131
PUNA,nutricion y micronutrientes,ninos de 6 meses a menores de 2 anos con dosis com,2008-01-01,67,67
PUNATA,nutricion y micronutrientes,ninos de 6 meses a menores de 2 anos con dosis com,2008-01-01,50,50
QUIABAYA,nutricion y micronutrientes,ninos de 6 meses a menores de 2 anos con dosis com,2008-01-01,1,1
QUILLACOLLO,nutricion y micronutrientes,ninos de 6 meses a menores de 2 anos con dosis com,2008-01-01,211,211
QUIME,nutricion y micronutrientes,ninos de 6 meses a menores de 2 anos con dosis com,2008-01-01,45,45
QUIRUSILLAS,nutricion y micronutrientes,ninos de 6 meses a menores de 2 anos con dosis com,2008-01-01,8,8
RAVELO,nutricion y micronutrientes,ninos de 6 meses a menores de 2 anos con dosis com,2008-01-01,25,25
REYES,nutricion y micronutrientes,ninos de 6 meses a menores de 2 anos con dosis com,2008-01-01,60,60
RIBERALTA,nutricion y micronutrientes,ninos de 6 meses a menores de 2 anos con dosis com,2008-01-01,350,350
ROBORE,nutricion y micronutrientes,ninos de 6 meses a menores de 2 anos con dosis com,2008-01-01,82,82
RURRENABAQUE,nutricion y micronutrientes,ninos de 6 meses a menores de 2 anos con dosis com,2008-01-01,113,113
SABAYA,nutricion y micronutrientes,ninos de 6 meses a menores de 2 anos con dosis com,2008-01-01,7,7
SACABA,nutricion y micronutrientes,ninos de 6 meses a menores de 2 anos con dosis com,2008-01-01,222,222
SACABAMBA,nutricion y micronutrientes,ninos de 6 meses a menores de 2 anos con dosis com,2008-01-01,20,20
SACACA,nutricion y micronutrientes,ninos de 6 meses a menores de 2 anos con dosis com,2008-01-01,83,83
SAIPINA,nutricion y micronutrientes,ninos de 6 meses a menores de 2 anos con dosis com,2008-01-01,46,46
SALINAS DE GARCI MENDOZA,nutricion y micronutrientes,ninos de 6 meses a menores de 2 anos con dosis com,2008-01-01,25,25
SAMAIPATA,nutricion y micronutrientes,ninos de 6 meses a menores de 2 anos con dosis com,2008-01-01,31,31
SAN ANDRES,nutricion y micronutrientes,ninos de 6 meses a menores de 2 anos con dosis com,2008-01-01,33,33
SAN ANDRES DE MACHACA,nutricion y micronutrientes,ninos de 6 meses a menores de 2 anos con dosis com,2008-01-01,9,9
SAN ANTONIO DE LOMERIO,nutricion y micronutrientes,ninos de 6 meses a menores de 2 anos con dosis com,2008-01-01,47,47
SAN BENITO,nutricion y micronutrientes,ninos de 6 meses a menores de 2 anos con dosis com,2008-01-01,42,42
SAN BORJA,nutricion y micronutrientes,ninos de 6 meses a menores de 2 anos con dosis com,2008-01-01,244,244
SAN CARLOS,nutricion y micronutrientes,ninos de 6 meses a menores de 2 anos con dosis com,2008-01-01,126,126
SAN IGNACIO,nutricion y micronutrientes,ninos de 6 meses a menores de 2 anos con dosis com,2008-01-01,152,152
SAN IGNACIO DE VELASCO,nutricion y micronutrientes,ninos de 6 meses a menores de 2 anos con dosis com,2008-01-01,279,279
SAN JAVIER(BNI),nutricion y micronutrientes,ninos de 6 meses a menores de 2 anos con dosis com,2008-01-01,7,7
SAN JAVIER(STC),nutricion y micronutrientes,ninos de 6 meses a menores de 2 anos con dosis com,2008-01-01,3,3
SAN JOAQUIN,nutricion y micronutrientes,ninos de 6 meses a menores de 2 anos con dosis com,2008-01-01,2,2
SAN JOSE DE CHIQUITOS,nutricion y micronutrientes,ninos de 6 meses a menores de 2 anos con dosis com,2008-01-01,81,81
SAN JUAN DE YAPACANI,nutricion y micronutrientes,ninos de 6 meses a menores de 2 anos con dosis com,2008-01-01,54,54
SAN JULIAN,nutricion y micronutrientes,ninos de 6 meses a menores de 2 anos con dosis com,2008-01-01,204,204
SAN LORENZO(PND),nutricion y micronutrientes,ninos de 6 meses a menores de 2 anos con dosis com,2008-01-01,11,11
SAN LORENZO(TJA),nutricion y micronutrientes,ninos de 6 meses a menores de 2 anos con dosis com,2008-01-01,78,78
SAN LUCAS,nutricion y micronutrientes,ninos de 6 meses a menores de 2 anos con dosis com,2008-01-01,302,302
SAN MATIAS,nutricion y micronutrientes,ninos de 6 meses a menores de 2 anos con dosis com,2008-01-01,25,25
SAN MIGUEL DE VELASCO,nutricion y micronutrientes,ninos de 6 meses a menores de 2 anos con dosis com,2008-01-01,57,57
SAN PEDRO,nutricion y micronutrientes,ninos de 6 meses a menores de 2 anos con dosis com,2008-01-01,51,51
SAN PEDRO DE BUENA VISTA,nutricion y micronutrientes,ninos de 6 meses a menores de 2 anos con dosis com,2008-01-01,59,59
SAN PEDRO DE CURAHUARA,nutricion y micronutrientes,ninos de 6 meses a menores de 2 anos con dosis com,2008-01-01,25,25
SAN PEDRO DE QUEMES,nutricion y micronutrientes,ninos de 6 meses a menores de 2 anos con dosis com,2008-01-01,1,1
SAN PEDRO DE TIQUINA,nutricion y micronutrientes,ninos de 6 meses a menores de 2 anos con dosis com,2008-01-01,16,16
SAN PEDRO(PND),nutricion y micronutrientes,ninos de 6 meses a menores de 2 anos con dosis com,2008-01-01,5,5
SAN RAFAEL,nutricion y micronutrientes,ninos de 6 meses a menores de 2 anos con dosis com,2008-01-01,61,61
SAN RAMON,nutricion y micronutrientes,ninos de 6 meses a menores de 2 anos con dosis com,2008-01-01,26,26
SAN RAMON,nutricion y micronutrientes,ninos de 6 meses a menores de 2 anos con dosis com,2008-01-01,20,20
SANTA ANA,nutricion y micronutrientes,ninos de 6 meses a menores de 2 anos con dosis com,2008-01-01,73,73
SANTA CRUZ DE LA SIERRA,nutricion y micronutrientes,ninos de 6 meses a menores de 2 anos con dosis com,2008-01-01,6001,6001
SANTA ROSA,nutricion y micronutrientes,ninos de 6 meses a menores de 2 anos con dosis com,2008-01-01,57,57
SANTA ROSA DEL SARA,nutricion y micronutrientes,ninos de 6 meses a menores de 2 anos con dosis com,2008-01-01,89,89
SANTIAGO DE HUARI,nutricion y micronutrientes,ninos de 6 meses a menores de 2 anos con dosis com,2008-01-01,45,45
SANTIAGO DE MACHACA,nutricion y micronutrientes,ninos de 6 meses a menores de 2 anos con dosis com,2008-01-01,11,11
SANTIVAÑES,nutricion y micronutrientes,ninos de 6 meses a menores de 2 anos con dosis com,2008-01-01,23,23
SANTUARIO DE QUILLACAS,nutricion y micronutrientes,ninos de 6 meses a menores de 2 anos con dosis com,2008-01-01,16,16
SAPAHAQUI,nutricion y micronutrientes,ninos de 6 meses a menores de 2 anos con dosis com,2008-01-01,82,82
SICA SICA (VILLA AROMA),nutricion y micronutrientes,ninos de 6 meses a menores de 2 anos con dosis com,2008-01-01,39,39
SICAYA,nutricion y micronutrientes,ninos de 6 meses a menores de 2 anos con dosis com,2008-01-01,12,12
SIPE SIPE,nutricion y micronutrientes,ninos de 6 meses a menores de 2 anos con dosis com,2008-01-01,127,127
SOPACHUY,nutricion y micronutrientes,ninos de 6 meses a menores de 2 anos con dosis com,2008-01-01,2,2
SORACACHI,nutricion y micronutrientes,ninos de 6 meses a menores de 2 anos con dosis com,2008-01-01,23,23
SORATA,nutricion y micronutrientes,ninos de 6 meses a menores de 2 anos con dosis com,2008-01-01,36,36
SUCRE,nutricion y micronutrientes,ninos de 6 meses a menores de 2 anos con dosis com,2008-01-01,713,713
TACACHI,nutricion y micronutrientes,ninos de 6 meses a menores de 2 anos con dosis com,2008-01-01,2,2
TACACOMA,nutricion y micronutrientes,ninos de 6 meses a menores de 2 anos con dosis com,2008-01-01,5,5
