municipality,group,variable,month,Sueros,TOTAL
EUCALIPTUS,otras actividades de enfermeria,sueros,2017-01-01,9,9
EUREKA (SANTOS MERCADO),otras actividades de enfermeria,sueros,2017-01-01,2,2
EXALTACION,otras actividades de enfermeria,sueros,2017-01-01,1,1
FERNANDEZ ALONSO,otras actividades de enfermeria,sueros,2017-01-01,63,63
FILADELFIA,otras actividades de enfermeria,sueros,2017-01-01,52,52
GENERAL SAAVEDRA,otras actividades de enfermeria,sueros,2017-01-01,55,55
GRAL. J.J. PEREZ (CHARAZANI),otras actividades de enfermeria,sueros,2017-01-01,4,4
GUANAY,otras actividades de enfermeria,sueros,2017-01-01,94,94
GUAQUI,otras actividades de enfermeria,sueros,2017-01-01,5,5
GUAYARAMERIN,otras actividades de enfermeria,sueros,2017-01-01,2513,2513
GUTIERREZ,otras actividades de enfermeria,sueros,2017-01-01,92,92
HUACARETA,otras actividades de enfermeria,sueros,2017-01-01,137,137
HUACAYA (VILLA DE HUACAYA),otras actividades de enfermeria,sueros,2017-01-01,10,10
HUACHACALLA,otras actividades de enfermeria,sueros,2017-01-01,2,2
HUANUNI,otras actividades de enfermeria,sueros,2017-01-01,1665,1665
HUARACAJE,otras actividades de enfermeria,sueros,2017-01-01,22,22
HUARINA,otras actividades de enfermeria,sueros,2017-01-01,7,7
HUATAJATA,otras actividades de enfermeria,sueros,2017-01-01,6,6
HUAYLLAMARCA,otras actividades de enfermeria,sueros,2017-01-01,3,3
HUMANATA,otras actividades de enfermeria,sueros,2017-01-01,1,1
ICHOCA,otras actividades de enfermeria,sueros,2017-01-01,6,6
ICLA,otras actividades de enfermeria,sueros,2017-01-01,54,54
INCAHUASI,otras actividades de enfermeria,sueros,2017-01-01,58,58
INQUISIVI,otras actividades de enfermeria,sueros,2017-01-01,4,4
IRUPANA (VILLA DE LANZA),otras actividades de enfermeria,sueros,2017-01-01,28,28
IXIAMAS,otras actividades de enfermeria,sueros,2017-01-01,40,40
JESUS DE MACHACA,otras actividades de enfermeria,sueros,2017-01-01,13,13
LA ASUNTA,otras actividades de enfermeria,sueros,2017-01-01,116,116
LA GUARDIA,otras actividades de enfermeria,sueros,2017-01-01,616,616
LA PAZ,otras actividades de enfermeria,sueros,2017-01-01,47638,47638
LAGUNILLAS,otras actividades de enfermeria,sueros,2017-01-01,20,20
LAJA,otras actividades de enfermeria,sueros,2017-01-01,22,22
LAS CARRERAS,otras actividades de enfermeria,sueros,2017-01-01,32,32
LICOMA PAMPA,otras actividades de enfermeria,sueros,2017-01-01,5,5
LLALLAGUA,otras actividades de enfermeria,sueros,2017-01-01,654,654
LLICA,otras actividades de enfermeria,sueros,2017-01-01,3,3
LORETO,otras actividades de enfermeria,sueros,2017-01-01,5,5
LURIBAY,otras actividades de enfermeria,sueros,2017-01-01,13,13
MACHACAMARCA,otras actividades de enfermeria,sueros,2017-01-01,8,8
MACHARETI,otras actividades de enfermeria,sueros,2017-01-01,51,51
MAGDALENA,otras actividades de enfermeria,sueros,2017-01-01,263,263
MAIRANA,otras actividades de enfermeria,sueros,2017-01-01,173,173
MALLA,otras actividades de enfermeria,sueros,2017-01-01,2,2
MAPIRI,otras actividades de enfermeria,sueros,2017-01-01,21,21
MECAPACA,otras actividades de enfermeria,sueros,2017-01-01,2,2
MINEROS,otras actividades de enfermeria,sueros,2017-01-01,47,47
MIZQUE,otras actividades de enfermeria,sueros,2017-01-01,139,139
MOCOMOCO,otras actividades de enfermeria,sueros,2017-01-01,4,4
MOJINETE,otras actividades de enfermeria,sueros,2017-01-01,10,10
MOJOCOYA,otras actividades de enfermeria,sueros,2017-01-01,36,36
MONTEAGUDO,otras actividades de enfermeria,sueros,2017-01-01,1441,1441
MONTERO,otras actividades de enfermeria,sueros,2017-01-01,4259,4259
MORO MORO,otras actividades de enfermeria,sueros,2017-01-01,5,5
MOROCHATA,otras actividades de enfermeria,sueros,2017-01-01,19,19
NACEBE (SANTA ROSA DEL ABUNA),otras actividades de enfermeria,sueros,2017-01-01,17,17
NUEVO MANOA (NUEVA ESPERANZA),otras actividades de enfermeria,sueros,2017-01-01,4,4
OCURI,otras actividades de enfermeria,sueros,2017-01-01,21,21
OKINAWA,otras actividades de enfermeria,sueros,2017-01-01,17,17
OMEREQUE,otras actividades de enfermeria,sueros,2017-01-01,89,89
ORURO,otras actividades de enfermeria,sueros,2017-01-01,19918,19918
PADCAYA,otras actividades de enfermeria,sueros,2017-01-01,113,113
PADILLA,otras actividades de enfermeria,sueros,2017-01-01,400,400
PAILON,otras actividades de enfermeria,sueros,2017-01-01,181,181
PALCA,otras actividades de enfermeria,sueros,2017-01-01,13,13
PALOS BLANCOS,otras actividades de enfermeria,sueros,2017-01-01,178,178
PAMPA AULLAGAS,otras actividades de enfermeria,sueros,2017-01-01,1,1
PAMPA GRANDE,otras actividades de enfermeria,sueros,2017-01-01,34,34
PAPEL PAMPA,otras actividades de enfermeria,sueros,2017-01-01,1,1
PASORAPA,otras actividades de enfermeria,sueros,2017-01-01,5,5
PATACAMAYA,otras actividades de enfermeria,sueros,2017-01-01,119,119
PAZÑA,otras actividades de enfermeria,sueros,2017-01-01,4,4
PELECHUCO,otras actividades de enfermeria,sueros,2017-01-01,3,3
POCOATA,otras actividades de enfermeria,sueros,2017-01-01,12,12
POCONA,otras actividades de enfermeria,sueros,2017-01-01,19,19
POJO (CBBA),otras actividades de enfermeria,sueros,2017-01-01,38,38
POOPO,otras actividades de enfermeria,sueros,2017-01-01,5,5
PORCO,otras actividades de enfermeria,sueros,2017-01-01,14,14
POROMA,otras actividades de enfermeria,sueros,2017-01-01,41,41
PORONGO,otras actividades de enfermeria,sueros,2017-01-01,32,32
PORTACHUELO,otras actividades de enfermeria,sueros,2017-01-01,544,544
PORVENIR,otras actividades de enfermeria,sueros,2017-01-01,135,135
POSTRER VALLE,otras actividades de enfermeria,sueros,2017-01-01,2,2
POTOSI,otras actividades de enfermeria,sueros,2017-01-01,8228,8228
PRESTO,otras actividades de enfermeria,sueros,2017-01-01,38,38
PUCARA,otras actividades de enfermeria,sueros,2017-01-01,20,20
PUCARANI,otras actividades de enfermeria,sueros,2017-01-01,23,23
PUERTO ACOSTA,otras actividades de enfermeria,sueros,2017-01-01,8,8
PUERTO CARABUCO,otras actividades de enfermeria,sueros,2017-01-01,7,7
PUERTO GONZALO MORENO,otras actividades de enfermeria,sueros,2017-01-01,54,54
PUERTO PEREZ,otras actividades de enfermeria,sueros,2017-01-01,2,2
PUERTO QUIJARRO,otras actividades de enfermeria,sueros,2017-01-01,109,109
PUERTO RICO,otras actividades de enfermeria,sueros,2017-01-01,38,38
PUERTO SILES,otras actividades de enfermeria,sueros,2017-01-01,8,8
PUERTO SUAREZ,otras actividades de enfermeria,sueros,2017-01-01,776,776
PUERTO VILLARROEL,otras actividades de enfermeria,sueros,2017-01-01,1447,1447
PUNA,otras actividades de enfermeria,sueros,2017-01-01,27,27
PUNATA,otras actividades de enfermeria,sueros,2017-01-01,534,534
QUIABAYA,otras actividades de enfermeria,sueros,2017-01-01,8,8
QUILLACOLLO,otras actividades de enfermeria,sueros,2017-01-01,910,910
QUIME,otras actividades de enfermeria,sueros,2017-01-01,16,16
QUIRUSILLAS,otras actividades de enfermeria,sueros,2017-01-01,8,8
RAVELO,otras actividades de enfermeria,sueros,2017-01-01,53,53
REYES,otras actividades de enfermeria,sueros,2017-01-01,68,68
RIBERALTA,otras actividades de enfermeria,sueros,2017-01-01,4049,4049
ROBORE,otras actividades de enfermeria,sueros,2017-01-01,481,481
RURRENABAQUE,otras actividades de enfermeria,sueros,2017-01-01,126,126
SABAYA,otras actividades de enfermeria,sueros,2017-01-01,16,16
SACABA,otras actividades de enfermeria,sueros,2017-01-01,1270,1270
SACABAMBA,otras actividades de enfermeria,sueros,2017-01-01,10,10
SACACA,otras actividades de enfermeria,sueros,2017-01-01,24,24
SAIPINA,otras actividades de enfermeria,sueros,2017-01-01,30,30
SALINAS DE GARCI MENDOZA,otras actividades de enfermeria,sueros,2017-01-01,37,37
SAMAIPATA,otras actividades de enfermeria,sueros,2017-01-01,179,179
SAN AGUSTIN,otras actividades de enfermeria,sueros,2017-01-01,1,1
SAN ANDRES,otras actividades de enfermeria,sueros,2017-01-01,46,46
SAN ANDRES DE MACHACA,otras actividades de enfermeria,sueros,2017-01-01,8,8
SAN ANTONIO DE ESMORUCO,otras actividades de enfermeria,sueros,2017-01-01,1,1
SAN ANTONIO DE LOMERIO,otras actividades de enfermeria,sueros,2017-01-01,18,18
SAN BENITO,otras actividades de enfermeria,sueros,2017-01-01,8,8
SAN BORJA,otras actividades de enfermeria,sueros,2017-01-01,147,147
SAN BUENA VENTURA,otras actividades de enfermeria,sueros,2017-01-01,185,185
SAN CARLOS,otras actividades de enfermeria,sueros,2017-01-01,711,711
SAN IGNACIO,otras actividades de enfermeria,sueros,2017-01-01,264,264
SAN IGNACIO DE VELASCO,otras actividades de enfermeria,sueros,2017-01-01,1086,1086
SAN JAVIER(BNI),otras actividades de enfermeria,sueros,2017-01-01,52,52
SAN JAVIER(STC),otras actividades de enfermeria,sueros,2017-01-01,25,25
SAN JOAQUIN,otras actividades de enfermeria,sueros,2017-01-01,86,86
SAN JOSE DE CHIQUITOS,otras actividades de enfermeria,sueros,2017-01-01,468,468
SAN JUAN DE YAPACANI,otras actividades de enfermeria,sueros,2017-01-01,95,95
SAN JULIAN,otras actividades de enfermeria,sueros,2017-01-01,196,196
SAN LORENZO(PND),otras actividades de enfermeria,sueros,2017-01-01,31,31
SAN LORENZO(TJA),otras actividades de enfermeria,sueros,2017-01-01,67,67
SAN LUCAS,otras actividades de enfermeria,sueros,2017-01-01,352,352
SAN MATIAS,otras actividades de enfermeria,sueros,2017-01-01,234,234
SAN MIGUEL DE VELASCO,otras actividades de enfermeria,sueros,2017-01-01,72,72
SAN PABLO DE LIPEZ,otras actividades de enfermeria,sueros,2017-01-01,7,7
SAN PEDRO,otras actividades de enfermeria,sueros,2017-01-01,85,85
SAN PEDRO DE BUENA VISTA,otras actividades de enfermeria,sueros,2017-01-01,19,19
SAN PEDRO DE CURAHUARA,otras actividades de enfermeria,sueros,2017-01-01,11,11
SAN PEDRO DE QUEMES,otras actividades de enfermeria,sueros,2017-01-01,4,4
SAN PEDRO DE TIQUINA,otras actividades de enfermeria,sueros,2017-01-01,7,7
SAN PEDRO(PND),otras actividades de enfermeria,sueros,2017-01-01,8,8
SAN RAFAEL,otras actividades de enfermeria,sueros,2017-01-01,52,52
SAN RAMON BENI,otras actividades de enfermeria,sueros,2017-01-01,109,109
SAN RAMON SCZ,otras actividades de enfermeria,sueros,2017-01-01,153,153
SANTA ANA,otras actividades de enfermeria,sueros,2017-01-01,340,340
SANTA CRUZ DE LA SIERRA,otras actividades de enfermeria,sueros,2017-01-01,49544,49544
SANTA ROSA,otras actividades de enfermeria,sueros,2017-01-01,33,33
SANTA ROSA DEL SARA,otras actividades de enfermeria,sueros,2017-01-01,101,101
SANTIAGO DE CALLAPA,otras actividades de enfermeria,sueros,2017-01-01,5,5
SANTIAGO DE HUARI,otras actividades de enfermeria,sueros,2017-01-01,8,8
SANTIAGO DE HUATA,otras actividades de enfermeria,sueros,2017-01-01,4,4
SANTIAGO DE MACHACA,otras actividades de enfermeria,sueros,2017-01-01,4,4
SANTIVAÑES,otras actividades de enfermeria,sueros,2017-01-01,7,7
SANTUARIO DE QUILLACAS,otras actividades de enfermeria,sueros,2017-01-01,3,3
SAPAHAQUI,otras actividades de enfermeria,sueros,2017-01-01,15,15
SENA,otras actividades de enfermeria,sueros,2017-01-01,47,47
SHINAOTA,otras actividades de enfermeria,sueros,2017-01-01,10,10
SICA SICA (VILLA AROMA),otras actividades de enfermeria,sueros,2017-01-01,22,22
SICAYA,otras actividades de enfermeria,sueros,2017-01-01,2,2
SIPE SIPE,otras actividades de enfermeria,sueros,2017-01-01,68,68
SOPACHUY,otras actividades de enfermeria,sueros,2017-01-01,38,38
SORACACHI,otras actividades de enfermeria,sueros,2017-01-01,1,1
SORATA,otras actividades de enfermeria,sueros,2017-01-01,25,25
SUCRE,otras actividades de enfermeria,sueros,2017-01-01,12419,12419
TACACOMA,otras actividades de enfermeria,sueros,2017-01-01,10,10
TACOBAMBA,otras actividades de enfermeria,sueros,2017-01-01,15,15
TACOPAYA,otras actividades de enfermeria,sueros,2017-01-01,5,5
TAHUA,otras actividades de enfermeria,sueros,2017-01-01,5,5
TAPACARI,otras actividades de enfermeria,sueros,2017-01-01,10,10
TARABUCO,otras actividades de enfermeria,sueros,2017-01-01,168,168
TARACO,otras actividades de enfermeria,sueros,2017-01-01,4,4
TARATA,otras actividades de enfermeria,sueros,2017-01-01,16,16
TARIJA,otras actividades de enfermeria,sueros,2017-01-01,26202,26202
TARVITA,otras actividades de enfermeria,sueros,2017-01-01,67,67
TEOPONTE,otras actividades de enfermeria,sueros,2017-01-01,20,20
TIAWANACU,otras actividades de enfermeria,sueros,2017-01-01,2,2
TINGUIPAYA,otras actividades de enfermeria,sueros,2017-01-01,9,9
TIPUANI,otras actividades de enfermeria,sueros,2017-01-01,39,39
TIQUIPAYA,otras actividades de enfermeria,sueros,2017-01-01,61,61
TIRAQUE (CBBA),otras actividades de enfermeria,sueros,2017-01-01,23,23
TITO YUPANQUI (PARQUIPUJIO),otras actividades de enfermeria,sueros,2017-01-01,1,1
TOCO,otras actividades de enfermeria,sueros,2017-01-01,14,14
TOLATA,otras actividades de enfermeria,sueros,2017-01-01,8,8
TOLEDO,otras actividades de enfermeria,sueros,2017-01-01,7,7
TOMAVE,otras actividades de enfermeria,sueros,2017-01-01,51,51
TOMINA,otras actividades de enfermeria,sueros,2017-01-01,96,96
TORO TORO,otras actividades de enfermeria,sueros,2017-01-01,32,32
TOTORA(CBBA),otras actividades de enfermeria,sueros,2017-01-01,65,65
TOTORA(ORR),otras actividades de enfermeria,sueros,2017-01-01,10,10
TRIGAL,otras actividades de enfermeria,sueros,2017-01-01,4,4
TRINIDAD,otras actividades de enfermeria,sueros,2017-01-01,11791,11791
TUPIZA,otras actividades de enfermeria,sueros,2017-01-01,1079,1079
TURCO,otras actividades de enfermeria,sueros,2017-01-01,5,5
UMALA,otras actividades de enfermeria,sueros,2017-01-01,1,1
UNCIA,otras actividades de enfermeria,sueros,2017-01-01,518,518
URIONDO (A. CONCEPCION),otras actividades de enfermeria,sueros,2017-01-01,50,50
URUBICHA,otras actividades de enfermeria,sueros,2017-01-01,40,40
UYUNI,otras actividades de enfermeria,sueros,2017-01-01,961,961
VACAS,otras actividades de enfermeria,sueros,2017-01-01,2,2
VALLEGRANDE,otras actividades de enfermeria,sueros,2017-01-01,509,509
VIACHA,otras actividades de enfermeria,sueros,2017-01-01,1213,1213
VILA VILA,otras actividades de enfermeria,sueros,2017-01-01,2,2
VILLA CHARCAS,otras actividades de enfermeria,sueros,2017-01-01,59,59
VILLA MONTES,otras actividades de enfermeria,sueros,2017-01-01,1247,1247
VILLA NUEVA (LOMA ALTA),otras actividades de enfermeria,sueros,2017-01-01,12,12
VILLA RIVERO,otras actividades de enfermeria,sueros,2017-01-01,17,17
VILLA SERRANO,otras actividades de enfermeria,sueros,2017-01-01,40,40
VILLA TUNARI,otras actividades de enfermeria,sueros,2017-01-01,282,282
VILLA VACA GUZMAN (MUYUPAMPA),otras actividades de enfermeria,sueros,2017-01-01,22,22
VILLAZON,otras actividades de enfermeria,sueros,2017-01-01,910,910
VINTO,otras actividades de enfermeria,sueros,2017-01-01,84,84
VITICHI,otras actividades de enfermeria,sueros,2017-01-01,23,23
WARNES,otras actividades de enfermeria,sueros,2017-01-01,189,189
YACO,otras actividades de enfermeria,sueros,2017-01-01,2,2
YACUIBA,otras actividades de enfermeria,sueros,2017-01-01,1624,1624
YAMPARAEZ,otras actividades de enfermeria,sueros,2017-01-01,41,41
YANACACHI,otras actividades de enfermeria,sueros,2017-01-01,19,19
YAPACANI,otras actividades de enfermeria,sueros,2017-01-01,1116,1116
YOCALLA,otras actividades de enfermeria,sueros,2017-01-01,15,15
YOTALA,otras actividades de enfermeria,sueros,2017-01-01,43,43
YUNCHARA,otras actividades de enfermeria,sueros,2017-01-01,12,12
ZUDAÑEZ,otras actividades de enfermeria,sueros,2017-01-01,49,49
ACACIO,otras actividades de enfermeria,sueros,2017-02-01,18,18
ACHACACHI,otras actividades de enfermeria,sueros,2017-02-01,162,162
ACHOCALLA,otras actividades de enfermeria,sueros,2017-02-01,11,11
AIQUILE,otras actividades de enfermeria,sueros,2017-02-01,95,95
ALALAY,otras actividades de enfermeria,sueros,2017-02-01,6,6
ALCALA,otras actividades de enfermeria,sueros,2017-02-01,13,13
ALTO BENI,otras actividades de enfermeria,sueros,2017-02-01,9,9
ANCORAIMES,otras actividades de enfermeria,sueros,2017-02-01,15,15
ANDAMARCA,otras actividades de enfermeria,sueros,2017-02-01,8,8
ANTEQUERA,otras actividades de enfermeria,sueros,2017-02-01,5,5
ANZALDO,otras actividades de enfermeria,sueros,2017-02-01,38,38
APOLO,otras actividades de enfermeria,sueros,2017-02-01,29,29
ARAMPAMPA,otras actividades de enfermeria,sueros,2017-02-01,7,7
ARANI,otras actividades de enfermeria,sueros,2017-02-01,9,9
ARBIETO,otras actividades de enfermeria,sueros,2017-02-01,4,4
ARQUE,otras actividades de enfermeria,sueros,2017-02-01,13,13
ASCENCION DE GUARAYOS,otras actividades de enfermeria,sueros,2017-02-01,563,563
ATOCHA,otras actividades de enfermeria,sueros,2017-02-01,98,98
AYATA,otras actividades de enfermeria,sueros,2017-02-01,10,10
AYOPAYA (V. DE INDEPENDENCIA),otras actividades de enfermeria,sueros,2017-02-01,27,27
AZURDUY,otras actividades de enfermeria,sueros,2017-02-01,52,52
BATALLAS,otras actividades de enfermeria,sueros,2017-02-01,14,14
BAURES,otras actividades de enfermeria,sueros,2017-02-01,63,63
BELEN DE ANDAMARCA,otras actividades de enfermeria,sueros,2017-02-01,6,6
BELLA FLOR,otras actividades de enfermeria,sueros,2017-02-01,16,16
BERMEJO,otras actividades de enfermeria,sueros,2017-02-01,1580,1580
BETANZOS,otras actividades de enfermeria,sueros,2017-02-01,91,91
BOLIVAR,otras actividades de enfermeria,sueros,2017-02-01,8,8
BOLPEBRA,otras actividades de enfermeria,sueros,2017-02-01,8,8
BOYUIBE,otras actividades de enfermeria,sueros,2017-02-01,60,60
BUENA VISTA,otras actividades de enfermeria,sueros,2017-02-01,34,34
CABEZAS,otras actividades de enfermeria,sueros,2017-02-01,171,171
CAIROMA,otras actividades de enfermeria,sueros,2017-02-01,13,13
"CAIZA ""D""",otras actividades de enfermeria,sueros,2017-02-01,27,27
CAJUATA,otras actividades de enfermeria,sueros,2017-02-01,19,19
CALACOTO,otras actividades de enfermeria,sueros,2017-02-01,1,1
CALAMARCA,otras actividades de enfermeria,sueros,2017-02-01,9,9
CAMARGO,otras actividades de enfermeria,sueros,2017-02-01,270,270
CAMATAQUI (C. VILLA ABECIA),otras actividades de enfermeria,sueros,2017-02-01,33,33
CAMIRI,otras actividades de enfermeria,sueros,2017-02-01,1945,1945
CAPINOTA,otras actividades de enfermeria,sueros,2017-02-01,75,75
CAQUIAVIRI,otras actividades de enfermeria,sueros,2017-02-01,6,6
CARACOLLO,otras actividades de enfermeria,sueros,2017-02-01,46,46
CARANAVI,otras actividades de enfermeria,sueros,2017-02-01,439,439
CARAPARI,otras actividades de enfermeria,sueros,2017-02-01,153,153
CARIPUYO,otras actividades de enfermeria,sueros,2017-02-01,7,7
CARMEN RIVERO TORREZ,otras actividades de enfermeria,sueros,2017-02-01,28,28
CATACORA,otras actividades de enfermeria,sueros,2017-02-01,1,1
CHACARILLA,otras actividades de enfermeria,sueros,2017-02-01,1,1
CHALLAPATA,otras actividades de enfermeria,sueros,2017-02-01,124,124
CHAQUI,otras actividades de enfermeria,sueros,2017-02-01,9,9
CHARAGUA,otras actividades de enfermeria,sueros,2017-02-01,254,254
CHAYANTA,otras actividades de enfermeria,sueros,2017-02-01,13,13
CHIMORE,otras actividades de enfermeria,sueros,2017-02-01,60,60
CHIPAYA,otras actividades de enfermeria,sueros,2017-02-01,2,2
CHUA COCANI,otras actividades de enfermeria,sueros,2017-02-01,2,2
CHULUMANI (V. DE LA LIBERTAD),otras actividades de enfermeria,sueros,2017-02-01,114,114
