municipality,group,variable,month,Curaciones y/o suturas,TOTAL
BERMEJO,otras actividades de enfermeria,curaciones y/o suturas,2017-01-01,2680,2680
BETANZOS,otras actividades de enfermeria,curaciones y/o suturas,2017-01-01,185,185
BOLIVAR,otras actividades de enfermeria,curaciones y/o suturas,2017-01-01,8,8
BOLPEBRA,otras actividades de enfermeria,curaciones y/o suturas,2017-01-01,5,5
BOYUIBE,otras actividades de enfermeria,curaciones y/o suturas,2017-01-01,101,101
BUENA VISTA,otras actividades de enfermeria,curaciones y/o suturas,2017-01-01,48,48
CABEZAS,otras actividades de enfermeria,curaciones y/o suturas,2017-01-01,255,255
CAIROMA,otras actividades de enfermeria,curaciones y/o suturas,2017-01-01,42,42
"CAIZA ""D""",otras actividades de enfermeria,curaciones y/o suturas,2017-01-01,105,105
CAJUATA,otras actividades de enfermeria,curaciones y/o suturas,2017-01-01,61,61
CALACOTO,otras actividades de enfermeria,curaciones y/o suturas,2017-01-01,12,12
CALAMARCA,otras actividades de enfermeria,curaciones y/o suturas,2017-01-01,95,95
CAMARGO,otras actividades de enfermeria,curaciones y/o suturas,2017-01-01,141,141
CAMATAQUI (C. VILLA ABECIA),otras actividades de enfermeria,curaciones y/o suturas,2017-01-01,18,18
CAMIRI,otras actividades de enfermeria,curaciones y/o suturas,2017-01-01,1482,1482
CAPINOTA,otras actividades de enfermeria,curaciones y/o suturas,2017-01-01,261,261
CAQUIAVIRI,otras actividades de enfermeria,curaciones y/o suturas,2017-01-01,63,63
CARACOLLO,otras actividades de enfermeria,curaciones y/o suturas,2017-01-01,110,110
CARANAVI,otras actividades de enfermeria,curaciones y/o suturas,2017-01-01,562,562
CARANGAS,otras actividades de enfermeria,curaciones y/o suturas,2017-01-01,3,3
CARAPARI,otras actividades de enfermeria,curaciones y/o suturas,2017-01-01,173,173
CARIPUYO,otras actividades de enfermeria,curaciones y/o suturas,2017-01-01,12,12
CARMEN RIVERO TORREZ,otras actividades de enfermeria,curaciones y/o suturas,2017-01-01,72,72
CATACORA,otras actividades de enfermeria,curaciones y/o suturas,2017-01-01,11,11
CHACARILLA,otras actividades de enfermeria,curaciones y/o suturas,2017-01-01,6,6
CHALLAPATA,otras actividades de enfermeria,curaciones y/o suturas,2017-01-01,388,388
CHAQUI,otras actividades de enfermeria,curaciones y/o suturas,2017-01-01,47,47
CHARAGUA,otras actividades de enfermeria,curaciones y/o suturas,2017-01-01,184,184
CHARAÑA,otras actividades de enfermeria,curaciones y/o suturas,2017-01-01,8,8
CHAYANTA,otras actividades de enfermeria,curaciones y/o suturas,2017-01-01,96,96
CHIMORE,otras actividades de enfermeria,curaciones y/o suturas,2017-01-01,291,291
CHIPAYA,otras actividades de enfermeria,curaciones y/o suturas,2017-01-01,1,1
CHOQUE COTA,otras actividades de enfermeria,curaciones y/o suturas,2017-01-01,17,17
CHUA COCANI,otras actividades de enfermeria,curaciones y/o suturas,2017-01-01,30,30
CHULUMANI (V. DE LA LIBERTAD),otras actividades de enfermeria,curaciones y/o suturas,2017-01-01,97,97
CHUMA,otras actividades de enfermeria,curaciones y/o suturas,2017-01-01,32,32
CHUQUIHUTA AYLLU JUCUMANI,otras actividades de enfermeria,curaciones y/o suturas,2017-01-01,15,15
CKOCHAS,otras actividades de enfermeria,curaciones y/o suturas,2017-01-01,55,55
CLIZA,otras actividades de enfermeria,curaciones y/o suturas,2017-01-01,311,311
COBIJA,otras actividades de enfermeria,curaciones y/o suturas,2017-01-01,1620,1620
COCAPATA,otras actividades de enfermeria,curaciones y/o suturas,2017-01-01,43,43
COCHABAMBA,otras actividades de enfermeria,curaciones y/o suturas,2017-01-01,15908,15908
COIPASA,otras actividades de enfermeria,curaciones y/o suturas,2017-01-01,3,3
COLCAPIRHUA,otras actividades de enfermeria,curaciones y/o suturas,2017-01-01,701,701
"COLCHA ""K""",otras actividades de enfermeria,curaciones y/o suturas,2017-01-01,94,94
COLLANA,otras actividades de enfermeria,curaciones y/o suturas,2017-01-01,29,29
COLOMI,otras actividades de enfermeria,curaciones y/o suturas,2017-01-01,183,183
COLPA BELGICA,otras actividades de enfermeria,curaciones y/o suturas,2017-01-01,95,95
COLQUECHACA,otras actividades de enfermeria,curaciones y/o suturas,2017-01-01,82,82
COLQUENCHA,otras actividades de enfermeria,curaciones y/o suturas,2017-01-01,122,122
COLQUIRI,otras actividades de enfermeria,curaciones y/o suturas,2017-01-01,232,232
COMANCHE,otras actividades de enfermeria,curaciones y/o suturas,2017-01-01,19,19
COMARAPA,otras actividades de enfermeria,curaciones y/o suturas,2017-01-01,252,252
COMBAYA,otras actividades de enfermeria,curaciones y/o suturas,2017-01-01,8,8
CONCEPCION,otras actividades de enfermeria,curaciones y/o suturas,2017-01-01,131,131
COPACABANA,otras actividades de enfermeria,curaciones y/o suturas,2017-01-01,94,94
CORIPATA,otras actividades de enfermeria,curaciones y/o suturas,2017-01-01,61,61
CORO CORO,otras actividades de enfermeria,curaciones y/o suturas,2017-01-01,18,18
COROICO,otras actividades de enfermeria,curaciones y/o suturas,2017-01-01,453,453
CORQUE,otras actividades de enfermeria,curaciones y/o suturas,2017-01-01,66,66
COTAGAITA,otras actividades de enfermeria,curaciones y/o suturas,2017-01-01,318,318
COTOCA,otras actividades de enfermeria,curaciones y/o suturas,2017-01-01,1106,1106
CRUZ DE MACHACAMARCA,otras actividades de enfermeria,curaciones y/o suturas,2017-01-01,4,4
CUATRO CAÑADAS,otras actividades de enfermeria,curaciones y/o suturas,2017-01-01,422,422
CUCHUMUELA (V. G. VILLARROEL),otras actividades de enfermeria,curaciones y/o suturas,2017-01-01,8,8
CUEVO,otras actividades de enfermeria,curaciones y/o suturas,2017-01-01,41,41
CULPINA,otras actividades de enfermeria,curaciones y/o suturas,2017-01-01,80,80
CURAHUARA DE CARANGAS,otras actividades de enfermeria,curaciones y/o suturas,2017-01-01,62,62
CURVA,otras actividades de enfermeria,curaciones y/o suturas,2017-01-01,8,8
DESAGUADERO,otras actividades de enfermeria,curaciones y/o suturas,2017-01-01,16,16
EL ALTO,otras actividades de enfermeria,curaciones y/o suturas,2017-01-01,11591,11591
EL CHORO,otras actividades de enfermeria,curaciones y/o suturas,2017-01-01,45,45
EL PUENTE(STC),otras actividades de enfermeria,curaciones y/o suturas,2017-01-01,102,102
EL PUENTE(TJA),otras actividades de enfermeria,curaciones y/o suturas,2017-01-01,92,92
EL TORNO,otras actividades de enfermeria,curaciones y/o suturas,2017-01-01,2650,2650
EL VILLAR,otras actividades de enfermeria,curaciones y/o suturas,2017-01-01,36,36
ENTRE RIOS TRJ,otras actividades de enfermeria,curaciones y/o suturas,2017-01-01,379,379
ENTRE RIOS CBBA,otras actividades de enfermeria,curaciones y/o suturas,2017-01-01,498,498
ESCARA,otras actividades de enfermeria,curaciones y/o suturas,2017-01-01,3,3
ESCOMA,otras actividades de enfermeria,curaciones y/o suturas,2017-01-01,45,45
ESMERALDA,otras actividades de enfermeria,curaciones y/o suturas,2017-01-01,4,4
EUCALIPTUS,otras actividades de enfermeria,curaciones y/o suturas,2017-01-01,46,46
EUREKA (SANTOS MERCADO),otras actividades de enfermeria,curaciones y/o suturas,2017-01-01,1,1
EXALTACION,otras actividades de enfermeria,curaciones y/o suturas,2017-01-01,3,3
FERNANDEZ ALONSO,otras actividades de enfermeria,curaciones y/o suturas,2017-01-01,178,178
FILADELFIA,otras actividades de enfermeria,curaciones y/o suturas,2017-01-01,40,40
GENERAL SAAVEDRA,otras actividades de enfermeria,curaciones y/o suturas,2017-01-01,132,132
GRAL. J.J. PEREZ (CHARAZANI),otras actividades de enfermeria,curaciones y/o suturas,2017-01-01,38,38
GUANAY,otras actividades de enfermeria,curaciones y/o suturas,2017-01-01,135,135
GUAQUI,otras actividades de enfermeria,curaciones y/o suturas,2017-01-01,38,38
GUAYARAMERIN,otras actividades de enfermeria,curaciones y/o suturas,2017-01-01,2204,2204
GUTIERREZ,otras actividades de enfermeria,curaciones y/o suturas,2017-01-01,60,60
HUACARETA,otras actividades de enfermeria,curaciones y/o suturas,2017-01-01,144,144
HUACAYA (VILLA DE HUACAYA),otras actividades de enfermeria,curaciones y/o suturas,2017-01-01,69,69
HUACHACALLA,otras actividades de enfermeria,curaciones y/o suturas,2017-01-01,101,101
HUANUNI,otras actividades de enfermeria,curaciones y/o suturas,2017-01-01,696,696
HUARACAJE,otras actividades de enfermeria,curaciones y/o suturas,2017-01-01,71,71
HUARINA,otras actividades de enfermeria,curaciones y/o suturas,2017-01-01,49,49
HUATAJATA,otras actividades de enfermeria,curaciones y/o suturas,2017-01-01,52,52
HUAYLLAMARCA,otras actividades de enfermeria,curaciones y/o suturas,2017-01-01,24,24
HUMANATA,otras actividades de enfermeria,curaciones y/o suturas,2017-01-01,13,13
ICHOCA,otras actividades de enfermeria,curaciones y/o suturas,2017-01-01,4,4
ICLA,otras actividades de enfermeria,curaciones y/o suturas,2017-01-01,61,61
INCAHUASI,otras actividades de enfermeria,curaciones y/o suturas,2017-01-01,67,67
INQUISIVI,otras actividades de enfermeria,curaciones y/o suturas,2017-01-01,9,9
IRUPANA (VILLA DE LANZA),otras actividades de enfermeria,curaciones y/o suturas,2017-01-01,83,83
IXIAMAS,otras actividades de enfermeria,curaciones y/o suturas,2017-01-01,36,36
JESUS DE MACHACA,otras actividades de enfermeria,curaciones y/o suturas,2017-01-01,59,59
LA ASUNTA,otras actividades de enfermeria,curaciones y/o suturas,2017-01-01,350,350
LA GUARDIA,otras actividades de enfermeria,curaciones y/o suturas,2017-01-01,1751,1751
LA PAZ,otras actividades de enfermeria,curaciones y/o suturas,2017-01-01,29119,29119
LAGUNILLAS,otras actividades de enfermeria,curaciones y/o suturas,2017-01-01,76,76
LAJA,otras actividades de enfermeria,curaciones y/o suturas,2017-01-01,137,137
LAS CARRERAS,otras actividades de enfermeria,curaciones y/o suturas,2017-01-01,31,31
LICOMA PAMPA,otras actividades de enfermeria,curaciones y/o suturas,2017-01-01,24,24
LLALLAGUA,otras actividades de enfermeria,curaciones y/o suturas,2017-01-01,758,758
LLICA,otras actividades de enfermeria,curaciones y/o suturas,2017-01-01,21,21
LORETO,otras actividades de enfermeria,curaciones y/o suturas,2017-01-01,32,32
LURIBAY,otras actividades de enfermeria,curaciones y/o suturas,2017-01-01,70,70
MACHACAMARCA,otras actividades de enfermeria,curaciones y/o suturas,2017-01-01,70,70
MACHARETI,otras actividades de enfermeria,curaciones y/o suturas,2017-01-01,88,88
MAGDALENA,otras actividades de enfermeria,curaciones y/o suturas,2017-01-01,562,562
MAIRANA,otras actividades de enfermeria,curaciones y/o suturas,2017-01-01,401,401
MALLA,otras actividades de enfermeria,curaciones y/o suturas,2017-01-01,3,3
MAPIRI,otras actividades de enfermeria,curaciones y/o suturas,2017-01-01,80,80
MECAPACA,otras actividades de enfermeria,curaciones y/o suturas,2017-01-01,41,41
MINEROS,otras actividades de enfermeria,curaciones y/o suturas,2017-01-01,247,247
MIZQUE,otras actividades de enfermeria,curaciones y/o suturas,2017-01-01,236,236
MOCOMOCO,otras actividades de enfermeria,curaciones y/o suturas,2017-01-01,43,43
MOJINETE,otras actividades de enfermeria,curaciones y/o suturas,2017-01-01,10,10
MOJOCOYA,otras actividades de enfermeria,curaciones y/o suturas,2017-01-01,23,23
MONTEAGUDO,otras actividades de enfermeria,curaciones y/o suturas,2017-01-01,478,478
MONTERO,otras actividades de enfermeria,curaciones y/o suturas,2017-01-01,4261,4261
MORO MORO,otras actividades de enfermeria,curaciones y/o suturas,2017-01-01,19,19
MOROCHATA,otras actividades de enfermeria,curaciones y/o suturas,2017-01-01,69,69
NACEBE (SANTA ROSA DEL ABUNA),otras actividades de enfermeria,curaciones y/o suturas,2017-01-01,40,40
NAZACARA DE PACAJES,otras actividades de enfermeria,curaciones y/o suturas,2017-01-01,5,5
NUEVO MANOA (NUEVA ESPERANZA),otras actividades de enfermeria,curaciones y/o suturas,2017-01-01,26,26
OCURI,otras actividades de enfermeria,curaciones y/o suturas,2017-01-01,24,24
OKINAWA,otras actividades de enfermeria,curaciones y/o suturas,2017-01-01,20,20
OMEREQUE,otras actividades de enfermeria,curaciones y/o suturas,2017-01-01,62,62
ORURO,otras actividades de enfermeria,curaciones y/o suturas,2017-01-01,11239,11239
PADCAYA,otras actividades de enfermeria,curaciones y/o suturas,2017-01-01,234,234
PADILLA,otras actividades de enfermeria,curaciones y/o suturas,2017-01-01,158,158
PAILON,otras actividades de enfermeria,curaciones y/o suturas,2017-01-01,380,380
PALCA,otras actividades de enfermeria,curaciones y/o suturas,2017-01-01,118,118
PALOS BLANCOS,otras actividades de enfermeria,curaciones y/o suturas,2017-01-01,315,315
PAMPA AULLAGAS,otras actividades de enfermeria,curaciones y/o suturas,2017-01-01,1,1
PAMPA GRANDE,otras actividades de enfermeria,curaciones y/o suturas,2017-01-01,54,54
PAPEL PAMPA,otras actividades de enfermeria,curaciones y/o suturas,2017-01-01,30,30
PASORAPA,otras actividades de enfermeria,curaciones y/o suturas,2017-01-01,22,22
PATACAMAYA,otras actividades de enfermeria,curaciones y/o suturas,2017-01-01,71,71
PAZÑA,otras actividades de enfermeria,curaciones y/o suturas,2017-01-01,28,28
PELECHUCO,otras actividades de enfermeria,curaciones y/o suturas,2017-01-01,29,29
POCOATA,otras actividades de enfermeria,curaciones y/o suturas,2017-01-01,43,43
POCONA,otras actividades de enfermeria,curaciones y/o suturas,2017-01-01,78,78
POJO (CBBA),otras actividades de enfermeria,curaciones y/o suturas,2017-01-01,70,70
POOPO,otras actividades de enfermeria,curaciones y/o suturas,2017-01-01,81,81
PORCO,otras actividades de enfermeria,curaciones y/o suturas,2017-01-01,28,28
POROMA,otras actividades de enfermeria,curaciones y/o suturas,2017-01-01,41,41
PORONGO,otras actividades de enfermeria,curaciones y/o suturas,2017-01-01,103,103
PORTACHUELO,otras actividades de enfermeria,curaciones y/o suturas,2017-01-01,704,704
PORVENIR,otras actividades de enfermeria,curaciones y/o suturas,2017-01-01,139,139
POSTRER VALLE,otras actividades de enfermeria,curaciones y/o suturas,2017-01-01,21,21
POTOSI,otras actividades de enfermeria,curaciones y/o suturas,2017-01-01,5841,5841
PRESTO,otras actividades de enfermeria,curaciones y/o suturas,2017-01-01,36,36
PUCARA,otras actividades de enfermeria,curaciones y/o suturas,2017-01-01,19,19
PUCARANI,otras actividades de enfermeria,curaciones y/o suturas,2017-01-01,131,131
PUERTO ACOSTA,otras actividades de enfermeria,curaciones y/o suturas,2017-01-01,38,38
PUERTO CARABUCO,otras actividades de enfermeria,curaciones y/o suturas,2017-01-01,54,54
PUERTO GONZALO MORENO,otras actividades de enfermeria,curaciones y/o suturas,2017-01-01,82,82
PUERTO PEREZ,otras actividades de enfermeria,curaciones y/o suturas,2017-01-01,72,72
PUERTO QUIJARRO,otras actividades de enfermeria,curaciones y/o suturas,2017-01-01,317,317
PUERTO RICO,otras actividades de enfermeria,curaciones y/o suturas,2017-01-01,46,46
PUERTO SILES,otras actividades de enfermeria,curaciones y/o suturas,2017-01-01,9,9
PUERTO SUAREZ,otras actividades de enfermeria,curaciones y/o suturas,2017-01-01,290,290
PUERTO VILLARROEL,otras actividades de enfermeria,curaciones y/o suturas,2017-01-01,631,631
PUNA,otras actividades de enfermeria,curaciones y/o suturas,2017-01-01,115,115
PUNATA,otras actividades de enfermeria,curaciones y/o suturas,2017-01-01,987,987
QUIABAYA,otras actividades de enfermeria,curaciones y/o suturas,2017-01-01,22,22
QUILLACOLLO,otras actividades de enfermeria,curaciones y/o suturas,2017-01-01,2149,2149
QUIME,otras actividades de enfermeria,curaciones y/o suturas,2017-01-01,111,111
QUIRUSILLAS,otras actividades de enfermeria,curaciones y/o suturas,2017-01-01,27,27
RAVELO,otras actividades de enfermeria,curaciones y/o suturas,2017-01-01,27,27
REYES,otras actividades de enfermeria,curaciones y/o suturas,2017-01-01,230,230
RIBERALTA,otras actividades de enfermeria,curaciones y/o suturas,2017-01-01,2690,2690
ROBORE,otras actividades de enfermeria,curaciones y/o suturas,2017-01-01,491,491
RURRENABAQUE,otras actividades de enfermeria,curaciones y/o suturas,2017-01-01,496,496
SABAYA,otras actividades de enfermeria,curaciones y/o suturas,2017-01-01,49,49
SACABA,otras actividades de enfermeria,curaciones y/o suturas,2017-01-01,2319,2319
SACABAMBA,otras actividades de enfermeria,curaciones y/o suturas,2017-01-01,15,15
SACACA,otras actividades de enfermeria,curaciones y/o suturas,2017-01-01,47,47
SAIPINA,otras actividades de enfermeria,curaciones y/o suturas,2017-01-01,102,102
SALINAS DE GARCI MENDOZA,otras actividades de enfermeria,curaciones y/o suturas,2017-01-01,67,67
SAMAIPATA,otras actividades de enfermeria,curaciones y/o suturas,2017-01-01,185,185
SAN AGUSTIN,otras actividades de enfermeria,curaciones y/o suturas,2017-01-01,11,11
SAN ANDRES,otras actividades de enfermeria,curaciones y/o suturas,2017-01-01,83,83
SAN ANDRES DE MACHACA,otras actividades de enfermeria,curaciones y/o suturas,2017-01-01,21,21
SAN ANTONIO DE ESMORUCO,otras actividades de enfermeria,curaciones y/o suturas,2017-01-01,9,9
SAN ANTONIO DE LOMERIO,otras actividades de enfermeria,curaciones y/o suturas,2017-01-01,53,53
SAN BENITO,otras actividades de enfermeria,curaciones y/o suturas,2017-01-01,569,569
SAN BORJA,otras actividades de enfermeria,curaciones y/o suturas,2017-01-01,915,915
SAN BUENA VENTURA,otras actividades de enfermeria,curaciones y/o suturas,2017-01-01,94,94
SAN CARLOS,otras actividades de enfermeria,curaciones y/o suturas,2017-01-01,211,211
SAN IGNACIO,otras actividades de enfermeria,curaciones y/o suturas,2017-01-01,470,470
SAN IGNACIO DE VELASCO,otras actividades de enfermeria,curaciones y/o suturas,2017-01-01,896,896
SAN JAVIER(BNI),otras actividades de enfermeria,curaciones y/o suturas,2017-01-01,23,23
SAN JAVIER(STC),otras actividades de enfermeria,curaciones y/o suturas,2017-01-01,154,154
SAN JOAQUIN,otras actividades de enfermeria,curaciones y/o suturas,2017-01-01,143,143
SAN JOSE DE CHIQUITOS,otras actividades de enfermeria,curaciones y/o suturas,2017-01-01,667,667
SAN JUAN DE YAPACANI,otras actividades de enfermeria,curaciones y/o suturas,2017-01-01,159,159
SAN JULIAN,otras actividades de enfermeria,curaciones y/o suturas,2017-01-01,718,718
SAN LORENZO(PND),otras actividades de enfermeria,curaciones y/o suturas,2017-01-01,10,10
SAN LORENZO(TJA),otras actividades de enfermeria,curaciones y/o suturas,2017-01-01,252,252
SAN LUCAS,otras actividades de enfermeria,curaciones y/o suturas,2017-01-01,186,186
SAN MATIAS,otras actividades de enfermeria,curaciones y/o suturas,2017-01-01,118,118
SAN MIGUEL DE VELASCO,otras actividades de enfermeria,curaciones y/o suturas,2017-01-01,140,140
SAN PABLO DE LIPEZ,otras actividades de enfermeria,curaciones y/o suturas,2017-01-01,3,3
SAN PEDRO,otras actividades de enfermeria,curaciones y/o suturas,2017-01-01,270,270
SAN PEDRO DE BUENA VISTA,otras actividades de enfermeria,curaciones y/o suturas,2017-01-01,69,69
SAN PEDRO DE CURAHUARA,otras actividades de enfermeria,curaciones y/o suturas,2017-01-01,58,58
SAN PEDRO DE QUEMES,otras actividades de enfermeria,curaciones y/o suturas,2017-01-01,6,6
SAN PEDRO DE TIQUINA,otras actividades de enfermeria,curaciones y/o suturas,2017-01-01,66,66
SAN PEDRO(PND),otras actividades de enfermeria,curaciones y/o suturas,2017-01-01,7,7
SAN RAFAEL,otras actividades de enfermeria,curaciones y/o suturas,2017-01-01,61,61
SAN RAMON BENI,otras actividades de enfermeria,curaciones y/o suturas,2017-01-01,117,117
SAN RAMON SCZ,otras actividades de enfermeria,curaciones y/o suturas,2017-01-01,180,180
SANTA ANA,otras actividades de enfermeria,curaciones y/o suturas,2017-01-01,280,280
SANTA CRUZ DE LA SIERRA,otras actividades de enfermeria,curaciones y/o suturas,2017-01-01,35580,35580
SANTA ROSA,otras actividades de enfermeria,curaciones y/o suturas,2017-01-01,156,156
SANTA ROSA DEL SARA,otras actividades de enfermeria,curaciones y/o suturas,2017-01-01,194,194
SANTIAGO DE CALLAPA,otras actividades de enfermeria,curaciones y/o suturas,2017-01-01,26,26
SANTIAGO DE HUARI,otras actividades de enfermeria,curaciones y/o suturas,2017-01-01,63,63
SANTIAGO DE HUATA,otras actividades de enfermeria,curaciones y/o suturas,2017-01-01,56,56
SANTIAGO DE MACHACA,otras actividades de enfermeria,curaciones y/o suturas,2017-01-01,12,12
SANTIVAÑES,otras actividades de enfermeria,curaciones y/o suturas,2017-01-01,70,70
SANTUARIO DE QUILLACAS,otras actividades de enfermeria,curaciones y/o suturas,2017-01-01,9,9
SAPAHAQUI,otras actividades de enfermeria,curaciones y/o suturas,2017-01-01,72,72
SENA,otras actividades de enfermeria,curaciones y/o suturas,2017-01-01,84,84
SHINAOTA,otras actividades de enfermeria,curaciones y/o suturas,2017-01-01,189,189
SICA SICA (VILLA AROMA),otras actividades de enfermeria,curaciones y/o suturas,2017-01-01,59,59
SICAYA,otras actividades de enfermeria,curaciones y/o suturas,2017-01-01,11,11
SIPE SIPE,otras actividades de enfermeria,curaciones y/o suturas,2017-01-01,356,356
SOPACHUY,otras actividades de enfermeria,curaciones y/o suturas,2017-01-01,33,33
SORACACHI,otras actividades de enfermeria,curaciones y/o suturas,2017-01-01,50,50
SORATA,otras actividades de enfermeria,curaciones y/o suturas,2017-01-01,142,142
SUCRE,otras actividades de enfermeria,curaciones y/o suturas,2017-01-01,7667,7667
TACACOMA,otras actividades de enfermeria,curaciones y/o suturas,2017-01-01,29,29
TACOBAMBA,otras actividades de enfermeria,curaciones y/o suturas,2017-01-01,13,13
TACOPAYA,otras actividades de enfermeria,curaciones y/o suturas,2017-01-01,23,23
TAHUA,otras actividades de enfermeria,curaciones y/o suturas,2017-01-01,8,8
TAPACARI,otras actividades de enfermeria,curaciones y/o suturas,2017-01-01,27,27
TARABUCO,otras actividades de enfermeria,curaciones y/o suturas,2017-01-01,32,32
TARACO,otras actividades de enfermeria,curaciones y/o suturas,2017-01-01,28,28
TARATA,otras actividades de enfermeria,curaciones y/o suturas,2017-01-01,231,231
TARIJA,otras actividades de enfermeria,curaciones y/o suturas,2017-01-01,10622,10622
TARVITA,otras actividades de enfermeria,curaciones y/o suturas,2017-01-01,42,42
TEOPONTE,otras actividades de enfermeria,curaciones y/o suturas,2017-01-01,50,50
TIAWANACU,otras actividades de enfermeria,curaciones y/o suturas,2017-01-01,40,40
TINGUIPAYA,otras actividades de enfermeria,curaciones y/o suturas,2017-01-01,18,18
TIPUANI,otras actividades de enfermeria,curaciones y/o suturas,2017-01-01,70,70
TIQUIPAYA,otras actividades de enfermeria,curaciones y/o suturas,2017-01-01,270,270
TIRAQUE (CBBA),otras actividades de enfermeria,curaciones y/o suturas,2017-01-01,116,116
TITO YUPANQUI (PARQUIPUJIO),otras actividades de enfermeria,curaciones y/o suturas,2017-01-01,9,9
TOCO,otras actividades de enfermeria,curaciones y/o suturas,2017-01-01,57,57
TODOS SANTOS,otras actividades de enfermeria,curaciones y/o suturas,2017-01-01,2,2
TOLATA,otras actividades de enfermeria,curaciones y/o suturas,2017-01-01,61,61
TOLEDO,otras actividades de enfermeria,curaciones y/o suturas,2017-01-01,12,12
TOMAVE,otras actividades de enfermeria,curaciones y/o suturas,2017-01-01,120,120
TOMINA,otras actividades de enfermeria,curaciones y/o suturas,2017-01-01,69,69
TORO TORO,otras actividades de enfermeria,curaciones y/o suturas,2017-01-01,23,23
TOTORA(CBBA),otras actividades de enfermeria,curaciones y/o suturas,2017-01-01,105,105
TOTORA(ORR),otras actividades de enfermeria,curaciones y/o suturas,2017-01-01,20,20
TRIGAL,otras actividades de enfermeria,curaciones y/o suturas,2017-01-01,49,49
TRINIDAD,otras actividades de enfermeria,curaciones y/o suturas,2017-01-01,4580,4580
TUPIZA,otras actividades de enfermeria,curaciones y/o suturas,2017-01-01,1265,1265
TURCO,otras actividades de enfermeria,curaciones y/o suturas,2017-01-01,19,19
UMALA,otras actividades de enfermeria,curaciones y/o suturas,2017-01-01,35,35
UNCIA,otras actividades de enfermeria,curaciones y/o suturas,2017-01-01,312,312
URIONDO (A. CONCEPCION),otras actividades de enfermeria,curaciones y/o suturas,2017-01-01,163,163
URUBICHA,otras actividades de enfermeria,curaciones y/o suturas,2017-01-01,38,38
UYUNI,otras actividades de enfermeria,curaciones y/o suturas,2017-01-01,1210,1210
VACAS,otras actividades de enfermeria,curaciones y/o suturas,2017-01-01,43,43
VALLEGRANDE,otras actividades de enfermeria,curaciones y/o suturas,2017-01-01,367,367
VIACHA,otras actividades de enfermeria,curaciones y/o suturas,2017-01-01,788,788
VILA VILA,otras actividades de enfermeria,curaciones y/o suturas,2017-01-01,3,3
VILLA CHARCAS,otras actividades de enfermeria,curaciones y/o suturas,2017-01-01,66,66
VILLA MONTES,otras actividades de enfermeria,curaciones y/o suturas,2017-01-01,1215,1215
VILLA NUEVA (LOMA ALTA),otras actividades de enfermeria,curaciones y/o suturas,2017-01-01,11,11
VILLA RIVERO,otras actividades de enfermeria,curaciones y/o suturas,2017-01-01,65,65
VILLA SERRANO,otras actividades de enfermeria,curaciones y/o suturas,2017-01-01,110,110
VILLA TUNARI,otras actividades de enfermeria,curaciones y/o suturas,2017-01-01,307,307
