,group,variable,month,EXODONCIA MENORES DE 5 AÑOS,EXODONCIA MENORES DE 5 AÑOS,EXODONCIA 5 A 13 AÑOS,EXODONCIA 5 A 13 AÑOS,EXODONCIA 14 A 19 AÑOS,EXODONCIA 14 A 19 AÑOS,EXODONCIA 20 A 59 AÑOS,EXODONCIA 20 A 59 AÑOS,EXODONCIA 60 AÑOS Y MAS,EXODONCIA 60 AÑOS Y MAS,EXODONCIA EMB,EXODONCIA EMB,EXODONCIA POST,EXODONCIA POST,TOTALES
ARQUE,atencion odontologica,exodoncia,2017-01-01,0,0,0,2,0,2,3,2,2,4,0,0,0,0,15
ASCENCION DE GUARAYOS,atencion odontologica,exodoncia,2017-01-01,2,0,14,13,1,6,10,11,9,3,0,0,0,0,69
ATOCHA,atencion odontologica,exodoncia,2017-01-01,0,0,14,20,4,11,16,27,3,6,0,0,0,0,101
AUCAPATA,atencion odontologica,exodoncia,2017-01-01,0,0,2,2,0,5,2,22,6,0,0,0,0,0,39
AYATA,atencion odontologica,exodoncia,2017-01-01,0,0,5,9,2,3,7,16,2,4,0,0,0,0,48
AYO AYO,atencion odontologica,exodoncia,2017-01-01,0,0,8,6,1,1,4,8,3,4,0,0,0,0,35
AYOPAYA (V. DE INDEPENDENCIA),atencion odontologica,exodoncia,2017-01-01,0,2,18,14,8,10,22,28,4,6,0,0,0,0,112
AZURDUY,atencion odontologica,exodoncia,2017-01-01,0,0,1,0,3,8,2,6,1,0,0,0,0,0,21
BATALLAS,atencion odontologica,exodoncia,2017-01-01,1,0,16,13,9,13,7,34,14,12,0,0,0,0,119
BAURES,atencion odontologica,exodoncia,2017-01-01,1,0,1,5,0,7,2,6,0,1,0,0,0,0,23
BELEN DE ANDAMARCA,atencion odontologica,exodoncia,2017-01-01,0,0,1,0,0,0,0,0,0,1,0,0,0,0,2
BELEN DE URMIRI,atencion odontologica,exodoncia,2017-01-01,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
BELLA FLOR,atencion odontologica,exodoncia,2017-01-01,0,0,1,5,0,0,0,2,0,0,0,0,0,0,8
BERMEJO,atencion odontologica,exodoncia,2017-01-01,0,1,18,15,17,16,28,39,8,15,0,0,0,0,157
BETANZOS,atencion odontologica,exodoncia,2017-01-01,0,0,5,7,4,10,12,21,11,11,0,0,0,0,81
BOLIVAR,atencion odontologica,exodoncia,2017-01-01,0,0,10,8,3,5,8,5,1,6,0,0,0,0,46
BOYUIBE,atencion odontologica,exodoncia,2017-01-01,0,1,2,2,0,1,0,2,3,0,0,0,0,0,11
BUENA VISTA,atencion odontologica,exodoncia,2017-01-01,0,0,3,7,1,1,3,4,7,10,0,0,0,0,36
CABEZAS,atencion odontologica,exodoncia,2017-01-01,3,0,12,8,5,12,10,19,3,8,0,0,0,0,80
CAIROMA,atencion odontologica,exodoncia,2017-01-01,0,1,1,4,3,4,5,12,3,1,0,0,0,0,34
"CAIZA ""D""",atencion odontologica,exodoncia,2017-01-01,0,0,3,8,2,1,1,6,2,1,0,0,0,0,24
CAJUATA,atencion odontologica,exodoncia,2017-01-01,1,0,6,5,1,13,3,8,4,0,0,0,0,0,41
CALACOTO,atencion odontologica,exodoncia,2017-01-01,0,1,0,2,4,3,1,2,2,1,0,0,0,0,16
CALAMARCA,atencion odontologica,exodoncia,2017-01-01,0,0,20,8,4,16,4,27,8,6,0,0,0,0,93
CAMARGO,atencion odontologica,exodoncia,2017-01-01,0,0,4,14,2,5,2,14,4,8,0,0,0,0,53
CAMIRI,atencion odontologica,exodoncia,2017-01-01,2,3,4,12,0,3,13,25,25,4,0,0,0,0,91
CAPINOTA,atencion odontologica,exodoncia,2017-01-01,0,0,2,7,0,0,0,0,2,0,0,0,0,0,11
CAQUIAVIRI,atencion odontologica,exodoncia,2017-01-01,0,1,7,8,3,5,3,13,7,4,0,0,0,0,51
CARACOLLO,atencion odontologica,exodoncia,2017-01-01,1,0,11,18,2,10,7,18,7,8,0,0,0,0,82
CARANAVI,atencion odontologica,exodoncia,2017-01-01,4,3,25,16,7,9,12,47,25,9,0,0,0,0,157
CARAPARI,atencion odontologica,exodoncia,2017-01-01,1,0,21,26,5,16,13,40,14,3,0,0,0,0,139
CARIPUYO,atencion odontologica,exodoncia,2017-01-01,0,0,5,0,2,3,0,5,1,2,0,0,0,0,18
CARMEN RIVERO TORREZ,atencion odontologica,exodoncia,2017-01-01,0,3,0,0,0,0,11,20,5,3,0,0,0,0,42
CATACORA,atencion odontologica,exodoncia,2017-01-01,0,0,0,0,2,2,0,3,2,0,0,0,0,0,9
CHACARILLA,atencion odontologica,exodoncia,2017-01-01,0,0,0,0,0,0,1,4,1,0,0,0,0,0,6
CHALLAPATA,atencion odontologica,exodoncia,2017-01-01,0,0,36,32,3,5,15,20,6,8,0,0,0,0,125
CHAQUI,atencion odontologica,exodoncia,2017-01-01,0,0,4,6,7,4,3,1,5,7,0,0,0,0,37
CHARAGUA,atencion odontologica,exodoncia,2017-01-01,0,1,12,14,11,14,21,39,5,9,0,0,0,0,126
CHARAÑA,atencion odontologica,exodoncia,2017-01-01,0,0,3,1,0,0,1,1,1,0,0,0,0,0,7
CHAYANTA,atencion odontologica,exodoncia,2017-01-01,0,0,6,5,1,4,8,20,3,6,0,0,0,0,53
CHIMORE,atencion odontologica,exodoncia,2017-01-01,0,0,8,13,0,4,0,1,0,4,0,0,0,0,30
CHIPAYA,atencion odontologica,exodoncia,2017-01-01,0,0,2,0,0,0,1,4,0,1,0,0,0,0,8
CHOQUE COTA,atencion odontologica,exodoncia,2017-01-01,0,0,5,0,0,1,2,0,1,1,0,0,0,0,10
CHUA COCANI,atencion odontologica,exodoncia,2017-01-01,0,0,3,5,2,10,6,7,8,23,0,0,0,0,64
CHULUMANI (V. DE LA LIBERTAD),atencion odontologica,exodoncia,2017-01-01,0,0,3,2,4,0,6,5,0,0,0,0,0,0,20
CHUMA,atencion odontologica,exodoncia,2017-01-01,1,2,12,13,4,5,36,46,26,25,0,0,0,0,170
CHUQUIHUTA AYLLU JUCUMANI,atencion odontologica,exodoncia,2017-01-01,0,0,3,1,0,1,0,3,0,1,0,0,0,0,9
CKOCHAS,atencion odontologica,exodoncia,2017-01-01,0,0,2,2,1,3,3,12,5,10,0,0,0,0,38
CLIZA,atencion odontologica,exodoncia,2017-01-01,0,1,11,5,1,5,1,4,7,8,0,0,0,0,43
COBIJA,atencion odontologica,exodoncia,2017-01-01,1,1,24,25,6,7,13,9,8,0,0,0,0,0,94
COCAPATA,atencion odontologica,exodoncia,2017-01-01,0,0,5,11,2,7,5,30,30,25,0,0,0,0,115
COCHABAMBA,atencion odontologica,exodoncia,2017-01-01,14,9,135,116,50,81,62,200,122,131,0,0,0,0,920
COIPASA,atencion odontologica,exodoncia,2017-01-01,0,0,1,0,0,0,1,1,1,1,0,0,0,0,5
COLCAPIRHUA,atencion odontologica,exodoncia,2017-01-01,5,1,1,4,0,2,1,15,21,12,0,0,0,0,62
"COLCHA ""K""",atencion odontologica,exodoncia,2017-01-01,0,0,1,4,3,4,5,25,12,12,0,0,0,0,66
COLLANA,atencion odontologica,exodoncia,2017-01-01,0,0,4,1,2,1,0,3,0,0,0,0,0,0,11
COLOMI,atencion odontologica,exodoncia,2017-01-01,2,6,7,2,0,3,0,4,6,11,0,0,0,0,41
COLQUECHACA,atencion odontologica,exodoncia,2017-01-01,3,2,24,33,10,23,16,49,28,34,0,0,0,0,222
COLQUENCHA,atencion odontologica,exodoncia,2017-01-01,0,0,28,25,9,27,9,43,8,7,0,0,0,0,156
COLQUIRI,atencion odontologica,exodoncia,2017-01-01,2,0,4,9,2,0,7,15,9,2,0,0,0,0,50
COMARAPA,atencion odontologica,exodoncia,2017-01-01,0,0,1,1,0,0,1,8,3,1,0,0,0,0,15
COMBAYA,atencion odontologica,exodoncia,2017-01-01,0,0,2,0,0,0,3,3,2,0,0,0,0,0,10
CONCEPCION,atencion odontologica,exodoncia,2017-01-01,0,0,9,7,1,2,2,10,8,1,0,0,0,0,40
COPACABANA,atencion odontologica,exodoncia,2017-01-01,2,0,5,4,3,11,11,13,3,6,0,0,0,0,58
CORIPATA,atencion odontologica,exodoncia,2017-01-01,2,1,13,8,5,0,7,13,3,0,0,0,0,0,52
CORO CORO,atencion odontologica,exodoncia,2017-01-01,0,1,2,14,6,8,6,11,6,10,0,0,0,0,64
COROICO,atencion odontologica,exodoncia,2017-01-01,1,0,1,2,0,0,1,1,1,3,0,0,0,0,10
CORQUE,atencion odontologica,exodoncia,2017-01-01,0,0,0,2,4,0,3,4,1,3,0,0,0,0,17
COTAGAITA,atencion odontologica,exodoncia,2017-01-01,0,0,26,30,8,8,16,24,12,12,0,0,0,0,136
COTOCA,atencion odontologica,exodoncia,2017-01-01,9,6,15,10,3,11,3,19,15,22,0,0,0,0,113
CUATRO CAÑADAS,atencion odontologica,exodoncia,2017-01-01,0,0,5,25,2,6,2,18,6,8,0,0,0,0,72
CUCHUMUELA (V. G. VILLARROEL),atencion odontologica,exodoncia,2017-01-01,0,0,0,1,0,0,0,8,4,7,0,0,0,0,20
CUEVO,atencion odontologica,exodoncia,2017-01-01,0,0,3,3,1,0,2,8,0,1,0,0,0,0,18
CULPINA,atencion odontologica,exodoncia,2017-01-01,0,0,11,17,0,2,6,21,5,4,0,0,0,0,66
CURAHUARA DE CARANGAS,atencion odontologica,exodoncia,2017-01-01,0,0,7,5,2,2,2,4,2,3,0,0,0,0,27
CURVA,atencion odontologica,exodoncia,2017-01-01,0,0,1,2,0,2,2,2,0,1,0,0,0,0,10
DESAGUADERO,atencion odontologica,exodoncia,2017-01-01,3,0,7,5,1,4,5,4,7,0,0,0,0,0,36
EL ALTO,atencion odontologica,exodoncia,2017-01-01,26,19,578,693,126,162,68,173,66,39,0,0,0,0,1950
EL CHORO,atencion odontologica,exodoncia,2017-01-01,0,0,3,1,1,0,1,3,0,1,0,0,0,0,10
EL PUENTE(STC),atencion odontologica,exodoncia,2017-01-01,1,0,0,2,1,1,1,7,3,2,0,0,0,0,18
EL PUENTE(TJA),atencion odontologica,exodoncia,2017-01-01,1,0,5,17,1,9,1,13,3,2,0,0,0,0,52
EL TORNO,atencion odontologica,exodoncia,2017-01-01,2,3,30,33,3,10,9,40,12,29,0,0,0,0,171
EL VILLAR,atencion odontologica,exodoncia,2017-01-01,0,0,1,1,1,0,1,4,0,3,0,0,0,0,11
ENTRE RIOS TRJ,atencion odontologica,exodoncia,2017-01-01,1,4,14,10,14,13,27,34,1,2,0,0,0,0,120
ENTRE RIOS CBBA,atencion odontologica,exodoncia,2017-01-01,1,0,2,11,3,7,1,9,0,6,0,0,0,0,40
ESCARA,atencion odontologica,exodoncia,2017-01-01,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3
ESCOMA,atencion odontologica,exodoncia,2017-01-01,1,1,7,3,3,5,8,11,9,8,0,0,0,0,56
EUCALIPTUS,atencion odontologica,exodoncia,2017-01-01,1,0,8,4,2,0,5,17,0,2,0,0,0,0,39
EXALTACION,atencion odontologica,exodoncia,2017-01-01,0,0,0,5,3,2,2,8,1,1,0,0,0,0,22
FERNANDEZ ALONSO,atencion odontologica,exodoncia,2017-01-01,0,0,2,3,0,4,1,3,2,3,0,0,0,0,18
FILADELFIA,atencion odontologica,exodoncia,2017-01-01,0,0,1,3,2,1,8,6,5,0,0,0,0,0,26
GENERAL SAAVEDRA,atencion odontologica,exodoncia,2017-01-01,0,0,0,1,0,1,1,1,0,3,0,0,0,0,7
GRAL. J.J. PEREZ (CHARAZANI),atencion odontologica,exodoncia,2017-01-01,1,0,9,12,4,9,19,27,8,3,0,0,0,0,92
GUANAY,atencion odontologica,exodoncia,2017-01-01,2,3,0,0,0,0,2,8,9,1,0,0,0,0,25
GUAQUI,atencion odontologica,exodoncia,2017-01-01,0,1,6,5,5,6,9,20,11,10,0,0,0,0,73
GUAYARAMERIN,atencion odontologica,exodoncia,2017-01-01,7,6,29,27,9,10,12,35,13,3,0,0,0,0,151
GUTIERREZ,atencion odontologica,exodoncia,2017-01-01,4,3,6,2,2,3,15,21,11,9,0,0,0,0,76
HUACARETA,atencion odontologica,exodoncia,2017-01-01,0,0,1,0,0,2,0,4,4,4,0,0,0,0,15
HUACAYA (VILLA DE HUACAYA),atencion odontologica,exodoncia,2017-01-01,0,0,0,1,0,0,1,1,0,0,0,0,0,0,3
HUACHACALLA,atencion odontologica,exodoncia,2017-01-01,0,0,2,2,1,4,0,1,1,0,0,0,0,0,11
HUANUNI,atencion odontologica,exodoncia,2017-01-01,4,4,35,51,11,20,14,24,3,5,0,0,0,0,171
HUARACAJE,atencion odontologica,exodoncia,2017-01-01,0,0,7,3,3,4,8,11,2,2,0,0,0,0,40
HUARINA,atencion odontologica,exodoncia,2017-01-01,0,0,2,4,2,5,0,7,0,4,0,0,0,0,24
HUATAJATA,atencion odontologica,exodoncia,2017-01-01,0,0,2,0,2,6,1,7,3,6,0,0,0,0,27
HUAYLLAMARCA,atencion odontologica,exodoncia,2017-01-01,0,0,4,5,1,1,3,8,6,1,0,0,0,0,29
HUMANATA,atencion odontologica,exodoncia,2017-01-01,2,0,0,0,0,0,1,5,10,22,0,0,0,0,40
ICHOCA,atencion odontologica,exodoncia,2017-01-01,0,0,7,11,0,1,8,14,18,17,0,0,0,0,76
ICLA,atencion odontologica,exodoncia,2017-01-01,0,0,8,3,1,1,4,13,0,1,0,0,0,0,31
INGAVI (HUMAITA),atencion odontologica,exodoncia,2017-01-01,0,0,0,0,1,1,3,5,0,0,0,0,0,0,10
INQUISIVI,atencion odontologica,exodoncia,2017-01-01,0,0,10,3,4,10,11,15,3,5,0,0,0,0,61
IRUPANA (VILLA DE LANZA),atencion odontologica,exodoncia,2017-01-01,0,0,7,6,2,3,12,9,17,5,0,0,0,0,61
IXIAMAS,atencion odontologica,exodoncia,2017-01-01,0,0,9,20,10,8,21,22,4,3,0,0,0,0,97
JESUS DE MACHACA,atencion odontologica,exodoncia,2017-01-01,0,1,6,10,8,8,10,11,5,5,0,0,0,0,64
LA ASUNTA,atencion odontologica,exodoncia,2017-01-01,2,4,55,28,10,28,35,84,15,9,0,0,0,0,270
LA GUARDIA,atencion odontologica,exodoncia,2017-01-01,10,7,8,16,6,10,15,30,66,57,0,0,0,0,225
LA PAZ,atencion odontologica,exodoncia,2017-01-01,20,6,297,283,68,107,154,306,100,101,0,0,0,0,1442
LA RIVERA,atencion odontologica,exodoncia,2017-01-01,0,0,1,0,0,0,0,4,0,2,0,0,0,0,7
LAGUNILLAS,atencion odontologica,exodoncia,2017-01-01,0,0,5,1,3,3,8,3,0,1,0,0,0,0,24
LAJA,atencion odontologica,exodoncia,2017-01-01,0,4,16,25,7,19,3,36,26,23,0,0,0,0,159
LAS CARRERAS,atencion odontologica,exodoncia,2017-01-01,0,0,1,4,1,2,4,12,1,5,0,0,0,0,30
LICOMA PAMPA,atencion odontologica,exodoncia,2017-01-01,0,1,1,5,0,1,0,7,4,2,0,0,0,0,21
LLALLAGUA,atencion odontologica,exodoncia,2017-01-01,1,1,5,8,3,4,2,10,3,7,0,0,0,0,44
LORETO,atencion odontologica,exodoncia,2017-01-01,0,0,1,1,0,1,4,1,0,0,0,0,0,0,8
LURIBAY,atencion odontologica,exodoncia,2017-01-01,0,0,5,3,2,6,3,13,1,7,0,0,0,0,40
MACHACAMARCA,atencion odontologica,exodoncia,2017-01-01,0,0,10,4,1,1,2,5,4,3,0,0,0,0,30
MACHARETI,atencion odontologica,exodoncia,2017-01-01,0,0,5,2,0,4,12,20,1,3,0,0,0,0,47
MAGDALENA,atencion odontologica,exodoncia,2017-01-01,2,0,20,17,4,10,16,33,0,1,0,0,0,0,103
MAIRANA,atencion odontologica,exodoncia,2017-01-01,1,0,0,7,0,1,1,1,1,0,0,0,0,0,12
MALLA,atencion odontologica,exodoncia,2017-01-01,0,0,0,0,0,0,3,10,10,5,0,0,0,0,28
MAPIRI,atencion odontologica,exodoncia,2017-01-01,0,2,3,4,3,2,5,7,0,1,0,0,0,0,27
MECAPACA,atencion odontologica,exodoncia,2017-01-01,2,2,4,6,1,1,0,4,2,1,0,0,0,0,23
MINEROS,atencion odontologica,exodoncia,2017-01-01,0,0,1,3,0,2,2,4,1,3,0,0,0,0,16
MIZQUE,atencion odontologica,exodoncia,2017-01-01,1,0,15,16,0,3,8,14,20,34,0,0,0,0,111
MOCOMOCO,atencion odontologica,exodoncia,2017-01-01,0,1,5,18,11,4,13,23,4,11,0,0,0,0,90
MOJINETE,atencion odontologica,exodoncia,2017-01-01,0,0,0,4,0,0,2,2,1,0,0,0,0,0,9
MOJOCOYA,atencion odontologica,exodoncia,2017-01-01,0,0,5,6,4,0,7,26,4,3,0,0,0,0,55
MONTEAGUDO,atencion odontologica,exodoncia,2017-01-01,0,0,3,7,1,9,9,28,1,3,0,0,0,0,61
MONTERO,atencion odontologica,exodoncia,2017-01-01,2,0,59,74,12,21,19,66,12,9,0,0,0,0,274
MORO MORO,atencion odontologica,exodoncia,2017-01-01,0,0,4,4,2,1,5,11,1,2,0,0,0,0,30
MOROCHATA,atencion odontologica,exodoncia,2017-01-01,0,0,3,7,3,8,5,16,18,0,0,0,0,0,60
NACEBE (SANTA ROSA DEL ABUNA),atencion odontologica,exodoncia,2017-01-01,0,0,1,0,1,1,2,1,0,0,0,0,0,0,6
NAZACARA DE PACAJES,atencion odontologica,exodoncia,2017-01-01,0,0,0,0,0,0,0,0,3,1,0,0,0,0,4
NUEVO MANOA (NUEVA ESPERANZA),atencion odontologica,exodoncia,2017-01-01,1,0,0,0,0,1,0,0,0,0,0,0,0,0,2
OCURI,atencion odontologica,exodoncia,2017-01-01,0,0,2,5,3,2,9,21,4,3,0,0,0,0,49
OKINAWA,atencion odontologica,exodoncia,2017-01-01,0,0,0,2,0,0,0,4,3,0,0,0,0,0,9
ORURO,atencion odontologica,exodoncia,2017-01-01,8,10,134,176,49,80,112,202,88,48,0,0,0,0,907
PADCAYA,atencion odontologica,exodoncia,2017-01-01,0,0,10,14,4,2,19,13,6,1,0,0,0,0,69
PADILLA,atencion odontologica,exodoncia,2017-01-01,0,0,6,8,4,1,3,22,20,3,0,0,0,0,67
PAILON,atencion odontologica,exodoncia,2017-01-01,3,4,6,3,1,4,0,8,2,2,0,0,0,0,33
PALCA,atencion odontologica,exodoncia,2017-01-01,5,0,8,10,4,6,16,17,8,8,0,0,0,0,82
PALOS BLANCOS,atencion odontologica,exodoncia,2017-01-01,0,0,10,12,1,8,5,21,12,7,0,0,0,0,76
PAMPA AULLAGAS,atencion odontologica,exodoncia,2017-01-01,0,0,7,0,0,0,0,0,0,0,0,0,0,0,7
PAMPA GRANDE,atencion odontologica,exodoncia,2017-01-01,0,2,2,2,0,1,1,8,12,0,0,0,0,0,28
PAPEL PAMPA,atencion odontologica,exodoncia,2017-01-01,0,0,1,4,0,2,4,14,14,5,0,0,0,0,44
PASORAPA,atencion odontologica,exodoncia,2017-01-01,0,0,6,0,1,0,5,6,0,1,0,0,0,0,19
PATACAMAYA,atencion odontologica,exodoncia,2017-01-01,2,2,5,8,4,3,6,14,3,10,0,0,0,0,57
PAZÑA,atencion odontologica,exodoncia,2017-01-01,0,1,2,12,0,0,2,6,2,0,0,0,0,0,25
PELECHUCO,atencion odontologica,exodoncia,2017-01-01,0,0,1,1,2,5,14,14,4,1,0,0,0,0,42
POCOATA,atencion odontologica,exodoncia,2017-01-01,0,0,0,1,1,1,4,5,10,14,0,0,0,0,36
POCONA,atencion odontologica,exodoncia,2017-01-01,0,0,2,1,0,1,3,2,0,0,0,0,0,0,9
POJO (CBBA),atencion odontologica,exodoncia,2017-01-01,0,0,0,4,1,4,11,12,0,1,0,0,0,0,33
POOPO,atencion odontologica,exodoncia,2017-01-01,1,1,6,4,2,4,4,8,3,1,0,0,0,0,34
PORCO,atencion odontologica,exodoncia,2017-01-01,1,1,6,1,2,0,0,9,1,0,0,0,0,0,21
POROMA,atencion odontologica,exodoncia,2017-01-01,0,0,1,0,0,2,3,9,0,0,0,0,0,0,15
PORONGO,atencion odontologica,exodoncia,2017-01-01,0,0,0,1,0,0,0,1,0,0,0,0,0,0,2
PORTACHUELO,atencion odontologica,exodoncia,2017-01-01,0,0,1,6,2,1,0,1,2,9,0,0,0,0,22
PORVENIR,atencion odontologica,exodoncia,2017-01-01,0,0,5,6,2,6,8,11,1,1,0,0,0,0,40
POTOSI,atencion odontologica,exodoncia,2017-01-01,1,11,66,64,53,62,59,129,28,27,0,0,0,0,500
PRESTO,atencion odontologica,exodoncia,2017-01-01,0,0,2,0,2,0,1,8,0,0,0,0,0,0,13
PUCARA,atencion odontologica,exodoncia,2017-01-01,0,0,3,0,0,0,0,3,3,0,0,0,0,0,9
PUCARANI,atencion odontologica,exodoncia,2017-01-01,2,1,22,38,19,30,24,52,29,15,0,0,0,0,232
PUERTO ACOSTA,atencion odontologica,exodoncia,2017-01-01,1,1,9,9,6,4,18,19,5,6,0,0,0,0,78
PUERTO CARABUCO,atencion odontologica,exodoncia,2017-01-01,4,1,13,7,10,12,8,31,16,11,0,0,0,0,113
PUERTO GONZALO MORENO,atencion odontologica,exodoncia,2017-01-01,0,0,4,10,0,3,3,14,0,0,0,0,0,0,34
PUERTO QUIJARRO,atencion odontologica,exodoncia,2017-01-01,0,0,0,0,6,0,0,1,1,0,0,0,0,0,8
PUERTO RICO,atencion odontologica,exodoncia,2017-01-01,0,0,12,10,5,2,14,14,16,4,0,0,0,0,77
PUERTO SUAREZ,atencion odontologica,exodoncia,2017-01-01,1,0,2,2,1,1,1,3,4,10,0,0,0,0,25
PUERTO VILLARROEL,atencion odontologica,exodoncia,2017-01-01,4,9,17,10,4,8,3,31,15,8,0,0,0,0,109
PUNA,atencion odontologica,exodoncia,2017-01-01,0,0,4,11,3,4,3,16,3,7,0,0,0,0,51
PUNATA,atencion odontologica,exodoncia,2017-01-01,0,0,15,3,0,0,5,16,6,7,0,0,0,0,52
QUIABAYA,atencion odontologica,exodoncia,2017-01-01,0,0,3,6,3,4,8,14,6,6,0,0,0,0,50
QUILLACOLLO,atencion odontologica,exodoncia,2017-01-01,25,30,42,65,69,63,36,81,71,54,0,0,0,0,536
QUIME,atencion odontologica,exodoncia,2017-01-01,0,0,5,9,10,12,22,19,19,17,0,0,0,0,113
QUIRUSILLAS,atencion odontologica,exodoncia,2017-01-01,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
RAVELO,atencion odontologica,exodoncia,2017-01-01,0,1,2,4,0,3,5,16,3,12,0,0,0,0,46
REYES,atencion odontologica,exodoncia,2017-01-01,4,2,13,9,2,3,6,3,3,0,0,0,0,0,45
RIBERALTA,atencion odontologica,exodoncia,2017-01-01,2,6,15,33,9,18,15,28,26,15,0,0,0,0,167
ROBORE,atencion odontologica,exodoncia,2017-01-01,0,1,5,3,1,3,0,5,7,0,0,0,0,0,25
RURRENABAQUE,atencion odontologica,exodoncia,2017-01-01,7,8,15,18,44,45,42,45,22,12,0,0,0,0,258
SABAYA,atencion odontologica,exodoncia,2017-01-01,0,0,3,3,1,1,5,7,5,0,0,0,0,0,25
SACABA,atencion odontologica,exodoncia,2017-01-01,5,4,157,130,18,27,13,28,23,15,0,0,0,0,420
SACABAMBA,atencion odontologica,exodoncia,2017-01-01,0,0,2,1,0,0,0,5,1,4,0,0,0,0,13
SACACA,atencion odontologica,exodoncia,2017-01-01,0,1,8,6,5,6,7,15,3,1,0,0,0,0,52
SAIPINA,atencion odontologica,exodoncia,2017-01-01,0,0,3,6,0,0,3,4,3,1,0,0,0,0,20
SALINAS DE GARCI MENDOZA,atencion odontologica,exodoncia,2017-01-01,0,0,9,15,0,6,5,10,1,2,0,0,0,0,48
SAMAIPATA,atencion odontologica,exodoncia,2017-01-01,0,0,2,2,1,2,0,3,2,0,0,0,0,0,12
SAN AGUSTIN,atencion odontologica,exodoncia,2017-01-01,0,0,1,2,1,0,2,4,0,0,0,0,0,0,10
SAN ANDRES,atencion odontologica,exodoncia,2017-01-01,1,2,3,2,0,1,1,3,2,0,0,0,0,0,15
SAN ANDRES DE MACHACA,atencion odontologica,exodoncia,2017-01-01,0,0,2,0,4,0,1,3,2,0,0,0,0,0,12
SAN ANTONIO DE LOMERIO,atencion odontologica,exodoncia,2017-01-01,0,1,1,5,0,0,0,4,0,1,0,0,0,0,12
SAN BENITO,atencion odontologica,exodoncia,2017-01-01,3,0,1,2,0,0,1,1,2,1,0,0,0,0,11
SAN BORJA,atencion odontologica,exodoncia,2017-01-01,0,0,14,31,2,5,11,37,5,5,0,0,0,0,110
SAN BUENA VENTURA,atencion odontologica,exodoncia,2017-01-01,2,0,6,9,6,9,7,11,0,0,0,0,0,0,50
SAN CARLOS,atencion odontologica,exodoncia,2017-01-01,2,2,11,13,4,2,7,5,2,2,0,0,0,0,50
SAN IGNACIO,atencion odontologica,exodoncia,2017-01-01,0,0,26,24,5,10,28,22,3,0,0,0,0,0,118
SAN IGNACIO DE VELASCO,atencion odontologica,exodoncia,2017-01-01,0,0,7,1,1,1,0,6,23,11,0,0,0,0,50
SAN JAVIER(BNI),atencion odontologica,exodoncia,2017-01-01,0,0,3,0,0,0,0,5,4,0,0,0,0,0,12
