,group,variable,month,TRAT. DE FRACTURAS DENTOALVEOLARES MENORES DE 5 AÑOS,TRAT. DE FRACTURAS DENTOALVEOLARES MENORES DE 5 AÑOS,TRAT. DE FRACTURAS DENTOALVEOLARES 5 A 13 AÑOS,TRAT. DE FRACTURAS DENTOALVEOLARES 5 A 13 AÑOS,TRAT. DE FRACTURAS DENTOALVEOLARES 14 A 19 AÑOS,TRAT. DE FRACTURAS DENTOALVEOLARES 14 A 19 AÑOS,TRAT. DE FRACTURAS DENTOALVEOLARES 20 A 59 AÑOS,TRAT. DE FRACTURAS DENTOALVEOLARES 20 A 59 AÑOS,TRAT. DE FRACTURAS DENTOALVEOLARES 60 AÑOS Y MAS,TRAT. DE FRACTURAS DENTOALVEOLARES 60 AÑOS Y MAS,TRAT. DE FRACTURAS DENTOALVEOLARES EMB,TRAT. DE FRACTURAS DENTOALVEOLARES EMB,TRAT. DE FRACTURAS DENTOALVEOLARES POST,TRAT. DE FRACTURAS DENTOALVEOLARES POST,TOTALES
CARANAVI,atencion odontologica,trat. de fracturas dentoalveolares,2017-02-01,0,0,2,1,1,0,0,0,0,0,0,0,0,0,4
COCHABAMBA,atencion odontologica,trat. de fracturas dentoalveolares,2017-02-01,3,2,0,2,0,0,15,2,1,0,0,0,0,0,25
GUTIERREZ,atencion odontologica,trat. de fracturas dentoalveolares,2017-02-01,1,0,0,0,0,0,0,1,0,0,0,0,0,0,2
LA PAZ,atencion odontologica,trat. de fracturas dentoalveolares,2017-02-01,6,5,4,8,1,2,19,23,9,0,0,0,0,0,77
ORURO,atencion odontologica,trat. de fracturas dentoalveolares,2017-02-01,0,0,0,0,0,0,3,5,0,0,0,0,0,0,8
SANTA CRUZ DE LA SIERRA,atencion odontologica,trat. de fracturas dentoalveolares,2017-02-01,0,1,0,0,0,2,7,4,1,0,0,0,0,0,15
SUCRE,atencion odontologica,trat. de fracturas dentoalveolares,2017-02-01,3,0,2,1,1,1,9,26,7,3,0,0,0,0,53
TARIJA,atencion odontologica,trat. de fracturas dentoalveolares,2017-02-01,0,0,0,0,0,2,0,0,0,0,0,0,0,0,2
CARANAVI,atencion odontologica,trat. de fracturas dentoalveolares,2017-03-01,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3
COCHABAMBA,atencion odontologica,trat. de fracturas dentoalveolares,2017-03-01,0,0,0,0,0,0,3,5,0,0,0,0,0,0,8
LA PAZ,atencion odontologica,trat. de fracturas dentoalveolares,2017-03-01,4,3,4,3,1,3,31,45,6,8,0,0,0,0,108
ORURO,atencion odontologica,trat. de fracturas dentoalveolares,2017-03-01,2,1,3,1,6,2,3,14,4,5,0,0,0,0,41
SANTA CRUZ DE LA SIERRA,atencion odontologica,trat. de fracturas dentoalveolares,2017-03-01,1,2,0,1,3,1,14,13,0,0,0,0,0,0,35
SUCRE,atencion odontologica,trat. de fracturas dentoalveolares,2017-03-01,2,0,5,2,0,2,10,35,2,0,0,0,0,0,58
TINGUIPAYA,atencion odontologica,trat. de fracturas dentoalveolares,2017-03-01,0,0,0,3,1,0,0,0,3,0,0,0,0,0,7
VILLA VACA GUZMAN (MUYUPAMPA),atencion odontologica,trat. de fracturas dentoalveolares,2017-03-01,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
BERMEJO,atencion odontologica,trat. de fracturas dentoalveolares,2017-04-01,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
CAMIRI,atencion odontologica,trat. de fracturas dentoalveolares,2017-04-01,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
CARANAVI,atencion odontologica,trat. de fracturas dentoalveolares,2017-04-01,0,0,2,0,0,0,0,0,0,0,0,0,0,0,2
COCHABAMBA,atencion odontologica,trat. de fracturas dentoalveolares,2017-04-01,3,1,0,0,0,0,3,2,0,1,0,0,0,0,10
LA PAZ,atencion odontologica,trat. de fracturas dentoalveolares,2017-04-01,2,6,10,1,0,1,21,24,8,2,0,0,0,0,75
ORURO,atencion odontologica,trat. de fracturas dentoalveolares,2017-04-01,1,0,6,1,0,1,9,10,1,1,0,0,0,0,30
POTOSI,atencion odontologica,trat. de fracturas dentoalveolares,2017-04-01,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
SANTA CRUZ DE LA SIERRA,atencion odontologica,trat. de fracturas dentoalveolares,2017-04-01,0,3,2,0,0,0,9,12,0,0,0,0,0,0,26
SUCRE,atencion odontologica,trat. de fracturas dentoalveolares,2017-04-01,0,0,4,2,2,1,13,21,0,0,0,0,0,0,43
TARIJA,atencion odontologica,trat. de fracturas dentoalveolares,2017-04-01,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
TOMINA,atencion odontologica,trat. de fracturas dentoalveolares,2017-04-01,13,33,22,42,4,22,49,89,2,1,0,0,0,0,277
CAMIRI,atencion odontologica,trat. de fracturas dentoalveolares,2017-05-01,0,0,1,2,1,2,3,13,2,1,0,0,0,0,25
COCHABAMBA,atencion odontologica,trat. de fracturas dentoalveolares,2017-05-01,1,0,0,0,0,0,1,5,0,0,0,0,0,0,7
LA PAZ,atencion odontologica,trat. de fracturas dentoalveolares,2017-05-01,2,7,10,4,3,2,21,37,1,8,0,0,0,0,95
ORURO,atencion odontologica,trat. de fracturas dentoalveolares,2017-05-01,2,1,7,1,0,0,6,9,2,7,0,0,0,0,35
PUERTO GONZALO MORENO,atencion odontologica,trat. de fracturas dentoalveolares,2017-05-01,0,0,0,0,0,35,0,0,0,0,0,0,0,0,35
SANTA CRUZ DE LA SIERRA,atencion odontologica,trat. de fracturas dentoalveolares,2017-05-01,0,0,0,0,0,0,6,18,3,2,0,0,0,0,29
SUCRE,atencion odontologica,trat. de fracturas dentoalveolares,2017-05-01,93,57,52,43,2,20,18,141,13,31,0,0,0,0,470
TARIJA,atencion odontologica,trat. de fracturas dentoalveolares,2017-05-01,0,1,1,0,0,0,0,0,0,0,0,0,0,0,2
TRINIDAD,atencion odontologica,trat. de fracturas dentoalveolares,2017-05-01,0,0,8,0,0,0,0,0,0,0,0,0,0,0,8
YOTALA,atencion odontologica,trat. de fracturas dentoalveolares,2017-05-01,0,0,0,0,0,0,0,0,9,0,0,0,0,0,9
COCHABAMBA,atencion odontologica,trat. de fracturas dentoalveolares,2017-06-01,2,2,5,1,0,0,0,0,0,0,0,0,0,0,10
EL ALTO,atencion odontologica,trat. de fracturas dentoalveolares,2017-06-01,0,0,0,0,0,0,0,2,0,0,0,0,0,0,2
LA PAZ,atencion odontologica,trat. de fracturas dentoalveolares,2017-06-01,1,3,3,4,0,1,24,20,4,3,0,0,0,0,63
ORURO,atencion odontologica,trat. de fracturas dentoalveolares,2017-06-01,1,0,1,1,0,0,14,10,1,2,0,0,0,0,30
SAN IGNACIO,atencion odontologica,trat. de fracturas dentoalveolares,2017-06-01,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
SANTA CRUZ DE LA SIERRA,atencion odontologica,trat. de fracturas dentoalveolares,2017-06-01,3,0,0,0,0,1,5,16,0,1,0,0,0,0,26
SUCRE,atencion odontologica,trat. de fracturas dentoalveolares,2017-06-01,1,1,9,3,3,1,19,22,14,6,0,0,0,0,79
CHIMORE,atencion odontologica,trat. de fracturas dentoalveolares,2017-07-01,0,0,0,17,13,2,0,0,0,0,0,0,0,0,32
COCHABAMBA,atencion odontologica,trat. de fracturas dentoalveolares,2017-07-01,0,2,0,1,0,0,1,1,0,0,0,0,0,0,5
LA PAZ,atencion odontologica,trat. de fracturas dentoalveolares,2017-07-01,1,4,9,9,4,3,34,52,11,7,0,0,0,0,134
ORURO,atencion odontologica,trat. de fracturas dentoalveolares,2017-07-01,0,0,0,3,3,3,0,20,0,5,0,0,0,0,34
POJO (CBBA),atencion odontologica,trat. de fracturas dentoalveolares,2017-07-01,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
SAN BORJA,atencion odontologica,trat. de fracturas dentoalveolares,2017-07-01,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
SANTA CRUZ DE LA SIERRA,atencion odontologica,trat. de fracturas dentoalveolares,2017-07-01,1,0,0,0,0,0,5,7,0,4,0,0,0,0,17
SUCRE,atencion odontologica,trat. de fracturas dentoalveolares,2017-07-01,1,0,8,4,0,5,12,26,0,2,0,0,0,0,58
TARIJA,atencion odontologica,trat. de fracturas dentoalveolares,2017-07-01,0,0,0,0,1,0,0,0,1,0,0,0,0,0,2
CHIMORE,atencion odontologica,trat. de fracturas dentoalveolares,2017-08-01,0,0,0,0,0,0,0,1,0,3,0,0,0,0,4
COCHABAMBA,atencion odontologica,trat. de fracturas dentoalveolares,2017-08-01,1,2,4,1,0,0,0,0,0,0,0,0,0,0,8
LA PAZ,atencion odontologica,trat. de fracturas dentoalveolares,2017-08-01,4,4,9,11,0,2,30,27,6,2,0,0,0,0,95
ORURO,atencion odontologica,trat. de fracturas dentoalveolares,2017-08-01,0,2,3,2,5,2,18,14,0,7,0,0,0,0,53
POTOSI,atencion odontologica,trat. de fracturas dentoalveolares,2017-08-01,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
SANTA CRUZ DE LA SIERRA,atencion odontologica,trat. de fracturas dentoalveolares,2017-08-01,0,1,0,0,0,0,4,18,1,0,0,0,0,0,24
SUCRE,atencion odontologica,trat. de fracturas dentoalveolares,2017-08-01,1,2,3,1,1,2,17,30,0,1,0,0,0,0,58
CABEZAS,atencion odontologica,trat. de fracturas dentoalveolares,2017-09-01,0,0,1,4,0,0,0,0,0,0,0,0,0,0,5
COBIJA,atencion odontologica,trat. de fracturas dentoalveolares,2017-09-01,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
COCHABAMBA,atencion odontologica,trat. de fracturas dentoalveolares,2017-09-01,0,1,0,0,0,0,1,6,1,1,0,0,0,0,10
LA PAZ,atencion odontologica,trat. de fracturas dentoalveolares,2017-09-01,1,3,4,8,2,0,39,36,11,8,0,0,0,0,112
ORURO,atencion odontologica,trat. de fracturas dentoalveolares,2017-09-01,1,2,1,1,3,2,21,26,1,6,0,0,0,0,64
POTOSI,atencion odontologica,trat. de fracturas dentoalveolares,2017-09-01,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
SANTA CRUZ DE LA SIERRA,atencion odontologica,trat. de fracturas dentoalveolares,2017-09-01,4,2,3,1,2,0,13,8,1,2,0,0,0,0,36
SUCRE,atencion odontologica,trat. de fracturas dentoalveolares,2017-09-01,2,2,2,1,0,0,11,27,3,0,0,0,0,0,48
TARIJA,atencion odontologica,trat. de fracturas dentoalveolares,2017-09-01,0,0,0,0,2,0,0,0,0,0,0,0,0,0,2
COCHABAMBA,atencion odontologica,trat. de fracturas dentoalveolares,2017-10-01,3,2,1,1,0,0,1,1,0,2,0,0,0,0,11
LA PAZ,atencion odontologica,trat. de fracturas dentoalveolares,2017-10-01,6,4,3,8,5,0,29,35,4,5,0,0,0,0,99
ORURO,atencion odontologica,trat. de fracturas dentoalveolares,2017-10-01,0,1,1,0,3,2,9,14,1,6,0,0,0,0,37
SANTA CRUZ DE LA SIERRA,atencion odontologica,trat. de fracturas dentoalveolares,2017-10-01,1,0,1,0,0,2,7,10,0,0,0,0,0,0,21
SUCRE,atencion odontologica,trat. de fracturas dentoalveolares,2017-10-01,0,1,4,2,0,0,23,35,4,4,0,0,0,0,73
COCHABAMBA,atencion odontologica,trat. de fracturas dentoalveolares,2017-11-01,0,1,6,1,0,0,1,1,0,1,0,0,0,0,11
LA PAZ,atencion odontologica,trat. de fracturas dentoalveolares,2017-11-01,1,6,6,7,0,0,20,29,8,3,0,0,0,0,80
ORURO,atencion odontologica,trat. de fracturas dentoalveolares,2017-11-01,1,2,1,1,1,3,0,8,2,6,0,0,0,0,25
SANTA CRUZ DE LA SIERRA,atencion odontologica,trat. de fracturas dentoalveolares,2017-11-01,1,0,2,1,0,3,12,15,0,1,0,0,0,0,35
SUCRE,atencion odontologica,trat. de fracturas dentoalveolares,2017-11-01,2,2,4,1,0,0,14,23,3,2,0,0,0,0,51
COCHABAMBA,atencion odontologica,trat. de fracturas dentoalveolares,2017-12-01,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
LA PAZ,atencion odontologica,trat. de fracturas dentoalveolares,2017-12-01,0,0,0,1,1,0,2,6,0,1,0,0,0,0,11
ORURO,atencion odontologica,trat. de fracturas dentoalveolares,2017-12-01,0,1,2,0,0,0,4,4,2,0,0,0,0,0,13
SANTA CRUZ DE LA SIERRA,atencion odontologica,trat. de fracturas dentoalveolares,2017-12-01,0,0,0,1,0,0,0,6,0,0,0,0,0,0,7
SUCRE,atencion odontologica,trat. de fracturas dentoalveolares,2017-12-01,0,0,1,2,1,2,5,9,2,0,0,0,0,0,22
TARIJA,atencion odontologica,trat. de fracturas dentoalveolares,2017-12-01,0,0,0,2,0,0,0,0,0,0,0,0,0,0,2
