,group,variable,month,CIRUGIA BUCAL MENOR MENORES DE 5 AÑOS,CIRUGIA BUCAL MENOR MENORES DE 5 AÑOS,CIRUGIA BUCAL MENOR 5 A 13 AÑOS,CIRUGIA BUCAL MENOR 5 A 13 AÑOS,CIRUGIA BUCAL MENOR 14 A 19 AÑOS,CIRUGIA BUCAL MENOR 14 A 19 AÑOS,CIRUGIA BUCAL MENOR 20 A 59 AÑOS,CIRUGIA BUCAL MENOR 20 A 59 AÑOS,CIRUGIA BUCAL MENOR 60 AÑOS Y MAS,CIRUGIA BUCAL MENOR 60 AÑOS Y MAS,CIRUGIA BUCAL MENOR EMB,CIRUGIA BUCAL MENOR EMB,CIRUGIA BUCAL MENOR POST,CIRUGIA BUCAL MENOR POST,TOTALES
ARAMPAMPA,atencion odontologica,cirugia bucal menor,2017-01-01,1,0,0,1,1,0,7,12,2,2,0,0,0,0,26
ARANI,atencion odontologica,cirugia bucal menor,2017-01-01,0,0,4,3,0,0,2,1,0,3,0,0,0,0,13
ARBIETO,atencion odontologica,cirugia bucal menor,2017-01-01,2,3,7,5,0,3,1,6,2,10,0,0,0,0,39
ARQUE,atencion odontologica,cirugia bucal menor,2017-01-01,1,0,0,2,0,2,3,3,2,4,0,0,0,0,17
ASCENCION DE GUARAYOS,atencion odontologica,cirugia bucal menor,2017-01-01,14,11,16,16,1,9,0,18,15,4,0,0,0,0,104
ATOCHA,atencion odontologica,cirugia bucal menor,2017-01-01,6,5,2,7,0,3,14,24,2,0,0,0,0,0,63
AUCAPATA,atencion odontologica,cirugia bucal menor,2017-01-01,1,1,2,3,0,6,2,24,7,0,0,0,0,0,46
AYATA,atencion odontologica,cirugia bucal menor,2017-01-01,0,0,5,9,2,3,7,16,2,4,0,0,0,0,48
AYO AYO,atencion odontologica,cirugia bucal menor,2017-01-01,1,0,9,6,1,3,5,10,1,5,0,0,0,0,41
AYOPAYA (V. DE INDEPENDENCIA),atencion odontologica,cirugia bucal menor,2017-01-01,2,6,11,7,6,1,10,19,5,6,0,0,0,0,73
AZURDUY,atencion odontologica,cirugia bucal menor,2017-01-01,0,0,3,0,3,8,2,7,1,0,0,0,0,0,24
BATALLAS,atencion odontologica,cirugia bucal menor,2017-01-01,6,3,17,15,9,16,10,39,18,13,0,0,0,0,146
BAURES,atencion odontologica,cirugia bucal menor,2017-01-01,0,0,0,0,0,1,1,1,0,0,0,0,0,0,3
BELEN DE ANDAMARCA,atencion odontologica,cirugia bucal menor,2017-01-01,0,0,1,0,0,0,0,0,0,1,0,0,0,0,2
BELEN DE URMIRI,atencion odontologica,cirugia bucal menor,2017-01-01,1,0,0,0,0,1,1,0,0,0,0,0,0,0,3
BELLA FLOR,atencion odontologica,cirugia bucal menor,2017-01-01,0,0,1,5,0,0,0,3,0,0,0,0,0,0,9
BERMEJO,atencion odontologica,cirugia bucal menor,2017-01-01,2,3,24,15,10,7,24,51,1,3,0,0,0,0,140
BETANZOS,atencion odontologica,cirugia bucal menor,2017-01-01,1,2,8,10,3,11,15,28,11,12,0,0,0,0,101
BOLIVAR,atencion odontologica,cirugia bucal menor,2017-01-01,0,2,10,8,3,5,8,5,1,6,0,0,0,0,48
BOYUIBE,atencion odontologica,cirugia bucal menor,2017-01-01,0,1,2,2,0,1,0,2,3,0,0,0,0,0,11
BUENA VISTA,atencion odontologica,cirugia bucal menor,2017-01-01,0,2,0,0,0,0,0,1,0,0,0,0,0,0,3
CABEZAS,atencion odontologica,cirugia bucal menor,2017-01-01,0,1,2,5,2,8,8,16,1,4,0,0,0,0,47
CAIROMA,atencion odontologica,cirugia bucal menor,2017-01-01,0,1,1,4,3,4,7,16,3,1,0,0,0,0,40
"CAIZA ""D""",atencion odontologica,cirugia bucal menor,2017-01-01,4,0,8,13,2,4,5,12,2,1,0,0,0,0,51
CAJUATA,atencion odontologica,cirugia bucal menor,2017-01-01,4,2,7,5,3,13,5,13,6,0,0,0,0,0,58
CALACOTO,atencion odontologica,cirugia bucal menor,2017-01-01,0,2,0,2,5,3,1,3,4,3,0,0,0,0,23
CALAMARCA,atencion odontologica,cirugia bucal menor,2017-01-01,1,1,24,13,6,22,7,36,8,7,0,0,0,0,125
CAMARGO,atencion odontologica,cirugia bucal menor,2017-01-01,3,2,1,1,2,2,1,2,0,0,0,0,0,0,14
CAMIRI,atencion odontologica,cirugia bucal menor,2017-01-01,2,3,2,1,1,2,5,15,13,5,0,0,0,0,49
CAPINOTA,atencion odontologica,cirugia bucal menor,2017-01-01,0,0,4,5,1,2,2,3,3,1,0,0,0,0,21
CAQUIAVIRI,atencion odontologica,cirugia bucal menor,2017-01-01,1,2,7,8,3,5,5,14,8,4,0,0,0,0,57
CARACOLLO,atencion odontologica,cirugia bucal menor,2017-01-01,8,4,7,16,1,7,8,19,5,15,0,0,0,0,90
CARANAVI,atencion odontologica,cirugia bucal menor,2017-01-01,5,4,25,16,7,9,12,49,26,9,0,0,0,0,162
CARAPARI,atencion odontologica,cirugia bucal menor,2017-01-01,3,3,18,29,10,24,18,55,6,1,0,0,0,0,167
CARIPUYO,atencion odontologica,cirugia bucal menor,2017-01-01,0,0,6,2,4,3,3,7,1,2,0,0,0,0,28
CARMEN RIVERO TORREZ,atencion odontologica,cirugia bucal menor,2017-01-01,5,4,0,0,0,0,18,25,4,2,0,0,0,0,58
CATACORA,atencion odontologica,cirugia bucal menor,2017-01-01,0,0,0,0,2,3,0,4,2,0,0,0,0,0,11
CHACARILLA,atencion odontologica,cirugia bucal menor,2017-01-01,0,0,0,0,0,0,1,4,1,0,0,0,0,0,6
CHALLAPATA,atencion odontologica,cirugia bucal menor,2017-01-01,8,5,21,17,2,1,11,24,6,9,0,0,0,0,104
CHAQUI,atencion odontologica,cirugia bucal menor,2017-01-01,1,2,4,8,9,8,3,2,7,7,0,0,0,0,51
CHARAGUA,atencion odontologica,cirugia bucal menor,2017-01-01,0,0,2,2,4,2,1,8,0,1,0,0,0,0,20
CHARAÑA,atencion odontologica,cirugia bucal menor,2017-01-01,0,0,3,1,0,0,2,1,0,0,0,0,0,0,7
CHAYANTA,atencion odontologica,cirugia bucal menor,2017-01-01,6,1,6,1,0,1,2,12,0,2,0,0,0,0,31
CHIMORE,atencion odontologica,cirugia bucal menor,2017-01-01,2,4,0,0,0,0,1,1,0,0,0,0,0,0,8
CHIPAYA,atencion odontologica,cirugia bucal menor,2017-01-01,2,0,2,0,0,0,1,2,0,1,0,0,0,0,8
CHOQUE COTA,atencion odontologica,cirugia bucal menor,2017-01-01,0,0,0,0,0,1,0,1,0,0,0,0,0,0,2
CHUA COCANI,atencion odontologica,cirugia bucal menor,2017-01-01,2,0,3,5,4,10,6,10,10,24,0,0,0,0,74
CHULUMANI (V. DE LA LIBERTAD),atencion odontologica,cirugia bucal menor,2017-01-01,0,0,3,2,4,0,6,5,0,0,0,0,0,0,20
CHUMA,atencion odontologica,cirugia bucal menor,2017-01-01,3,4,12,13,5,7,38,50,26,28,0,0,0,0,186
CHUQUIHUTA AYLLU JUCUMANI,atencion odontologica,cirugia bucal menor,2017-01-01,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
CKOCHAS,atencion odontologica,cirugia bucal menor,2017-01-01,0,0,1,3,0,2,1,10,3,4,0,0,0,0,24
CLIZA,atencion odontologica,cirugia bucal menor,2017-01-01,3,2,13,5,2,6,2,6,16,14,0,0,0,0,69
COBIJA,atencion odontologica,cirugia bucal menor,2017-01-01,2,2,11,15,1,4,9,5,7,0,0,0,0,0,56
COCAPATA,atencion odontologica,cirugia bucal menor,2017-01-01,8,4,5,5,4,4,1,5,5,1,0,0,0,0,42
COCHABAMBA,atencion odontologica,cirugia bucal menor,2017-01-01,58,66,38,74,56,137,123,280,131,105,0,0,0,0,1068
COIPASA,atencion odontologica,cirugia bucal menor,2017-01-01,0,0,1,0,0,0,1,3,1,1,0,0,0,0,7
COLCAPIRHUA,atencion odontologica,cirugia bucal menor,2017-01-01,10,4,4,5,0,0,3,7,10,3,0,0,0,0,46
"COLCHA ""K""",atencion odontologica,cirugia bucal menor,2017-01-01,6,6,2,3,1,3,3,12,9,5,0,0,0,0,50
COLLANA,atencion odontologica,cirugia bucal menor,2017-01-01,0,2,4,3,5,1,3,5,0,0,0,0,0,0,23
COLOMI,atencion odontologica,cirugia bucal menor,2017-01-01,8,10,7,2,0,4,0,4,6,13,0,0,0,0,54
COLQUECHACA,atencion odontologica,cirugia bucal menor,2017-01-01,4,5,9,21,11,14,10,21,18,28,0,0,0,0,141
COLQUENCHA,atencion odontologica,cirugia bucal menor,2017-01-01,1,2,31,31,15,31,13,59,9,10,0,0,0,0,202
COLQUIRI,atencion odontologica,cirugia bucal menor,2017-01-01,6,3,6,11,3,0,11,23,12,5,0,0,0,0,80
COMARAPA,atencion odontologica,cirugia bucal menor,2017-01-01,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
COMBAYA,atencion odontologica,cirugia bucal menor,2017-01-01,0,0,2,0,0,0,3,3,2,0,0,0,0,0,10
CONCEPCION,atencion odontologica,cirugia bucal menor,2017-01-01,1,3,2,4,0,0,3,3,1,0,0,0,0,0,17
COPACABANA,atencion odontologica,cirugia bucal menor,2017-01-01,7,6,17,8,4,12,12,14,4,8,0,0,0,0,92
CORIPATA,atencion odontologica,cirugia bucal menor,2017-01-01,3,2,13,8,5,0,7,14,3,0,0,0,0,0,55
CORO CORO,atencion odontologica,cirugia bucal menor,2017-01-01,0,1,2,14,6,8,7,12,6,11,0,0,0,0,67
COROICO,atencion odontologica,cirugia bucal menor,2017-01-01,1,0,1,2,0,0,1,1,1,3,0,0,0,0,10
CORQUE,atencion odontologica,cirugia bucal menor,2017-01-01,0,0,1,2,1,0,2,2,3,3,0,0,0,0,14
COTAGAITA,atencion odontologica,cirugia bucal menor,2017-01-01,5,2,25,13,7,9,15,29,12,17,0,0,0,0,134
COTOCA,atencion odontologica,cirugia bucal menor,2017-01-01,0,0,0,1,0,2,0,0,0,0,0,0,0,0,3
CUATRO CAÑADAS,atencion odontologica,cirugia bucal menor,2017-01-01,1,2,1,1,0,0,0,2,0,0,0,0,0,0,7
CUCHUMUELA (V. G. VILLARROEL),atencion odontologica,cirugia bucal menor,2017-01-01,0,0,3,4,0,1,1,9,4,8,0,0,0,0,30
CUEVO,atencion odontologica,cirugia bucal menor,2017-01-01,0,0,3,3,2,0,2,9,0,1,0,0,0,0,20
CULPINA,atencion odontologica,cirugia bucal menor,2017-01-01,5,3,14,23,0,3,6,26,8,4,0,0,0,0,92
CURAHUARA DE CARANGAS,atencion odontologica,cirugia bucal menor,2017-01-01,1,1,7,5,2,2,2,5,1,4,0,0,0,0,30
CURVA,atencion odontologica,cirugia bucal menor,2017-01-01,2,7,2,3,1,3,3,3,0,1,0,0,0,0,25
DESAGUADERO,atencion odontologica,cirugia bucal menor,2017-01-01,3,0,7,5,1,4,5,4,7,0,0,0,0,0,36
EL ALTO,atencion odontologica,cirugia bucal menor,2017-01-01,132,100,811,873,188,281,107,258,82,58,0,0,0,0,2890
EL CHORO,atencion odontologica,cirugia bucal menor,2017-01-01,1,1,5,4,1,1,4,4,2,4,0,0,0,0,27
EL PUENTE(STC),atencion odontologica,cirugia bucal menor,2017-01-01,4,3,1,2,0,1,2,1,2,2,0,0,0,0,18
EL PUENTE(TJA),atencion odontologica,cirugia bucal menor,2017-01-01,2,0,8,24,3,16,14,25,5,3,0,0,0,0,100
EL TORNO,atencion odontologica,cirugia bucal menor,2017-01-01,5,2,24,30,1,12,11,27,10,7,0,0,0,0,129
EL VILLAR,atencion odontologica,cirugia bucal menor,2017-01-01,0,0,0,0,1,0,2,6,0,0,0,0,0,0,9
ENTRE RIOS TRJ,atencion odontologica,cirugia bucal menor,2017-01-01,1,1,8,18,3,13,27,22,2,1,0,0,0,0,96
ENTRE RIOS CBBA,atencion odontologica,cirugia bucal menor,2017-01-01,2,7,2,12,3,7,1,10,0,7,0,0,0,0,51
ESCARA,atencion odontologica,cirugia bucal menor,2017-01-01,3,0,0,0,0,0,0,0,0,5,0,0,0,0,8
ESCOMA,atencion odontologica,cirugia bucal menor,2017-01-01,1,1,7,3,3,5,8,11,9,8,0,0,0,0,56
EUCALIPTUS,atencion odontologica,cirugia bucal menor,2017-01-01,1,0,8,5,2,0,6,17,0,2,0,0,0,0,41
EXALTACION,atencion odontologica,cirugia bucal menor,2017-01-01,0,0,0,5,3,2,2,8,1,1,0,0,0,0,22
FERNANDEZ ALONSO,atencion odontologica,cirugia bucal menor,2017-01-01,1,1,4,3,0,4,2,4,2,3,0,0,0,0,24
FILADELFIA,atencion odontologica,cirugia bucal menor,2017-01-01,0,0,1,3,0,1,1,5,4,0,0,0,0,0,15
GENERAL SAAVEDRA,atencion odontologica,cirugia bucal menor,2017-01-01,0,0,0,1,0,1,1,1,0,3,0,0,0,0,7
GRAL. J.J. PEREZ (CHARAZANI),atencion odontologica,cirugia bucal menor,2017-01-01,4,0,10,12,5,11,24,31,8,3,0,0,0,0,108
GUANAY,atencion odontologica,cirugia bucal menor,2017-01-01,4,3,0,0,0,0,3,12,9,1,0,0,0,0,32
GUAQUI,atencion odontologica,cirugia bucal menor,2017-01-01,1,1,6,7,5,7,11,32,14,16,0,0,0,0,100
GUAYARAMERIN,atencion odontologica,cirugia bucal menor,2017-01-01,15,17,18,23,6,5,6,26,0,1,0,0,0,0,117
GUTIERREZ,atencion odontologica,cirugia bucal menor,2017-01-01,0,2,0,7,0,0,0,0,0,0,0,0,0,0,9
HUACARETA,atencion odontologica,cirugia bucal menor,2017-01-01,0,0,1,0,0,2,1,7,4,5,0,0,0,0,20
HUACAYA (VILLA DE HUACAYA),atencion odontologica,cirugia bucal menor,2017-01-01,0,0,0,1,0,0,1,1,0,0,0,0,0,0,3
HUACHACALLA,atencion odontologica,cirugia bucal menor,2017-01-01,1,0,6,4,4,4,0,2,3,0,0,0,0,0,24
HUANUNI,atencion odontologica,cirugia bucal menor,2017-01-01,6,11,14,12,6,7,11,10,1,4,0,0,0,0,82
HUARACAJE,atencion odontologica,cirugia bucal menor,2017-01-01,0,0,9,3,3,4,11,15,2,2,0,0,0,0,49
HUARINA,atencion odontologica,cirugia bucal menor,2017-01-01,0,0,2,4,2,5,0,8,0,4,0,0,0,0,25
HUATAJATA,atencion odontologica,cirugia bucal menor,2017-01-01,1,3,3,3,4,8,2,14,8,13,0,0,0,0,59
HUAYLLAMARCA,atencion odontologica,cirugia bucal menor,2017-01-01,0,1,1,2,1,0,0,2,0,0,0,0,0,0,7
HUMANATA,atencion odontologica,cirugia bucal menor,2017-01-01,2,0,0,0,0,0,1,5,10,22,0,0,0,0,40
ICHOCA,atencion odontologica,cirugia bucal menor,2017-01-01,1,0,7,11,0,1,12,16,19,18,0,0,0,0,85
ICLA,atencion odontologica,cirugia bucal menor,2017-01-01,1,3,13,4,1,1,8,17,0,1,0,0,0,0,49
INCAHUASI,atencion odontologica,cirugia bucal menor,2017-01-01,0,0,5,3,1,6,2,11,3,6,0,0,0,0,37
INGAVI (HUMAITA),atencion odontologica,cirugia bucal menor,2017-01-01,0,0,0,0,1,1,4,5,0,0,0,0,0,0,11
INQUISIVI,atencion odontologica,cirugia bucal menor,2017-01-01,3,2,11,6,6,11,13,19,3,5,0,0,0,0,79
IRUPANA (VILLA DE LANZA),atencion odontologica,cirugia bucal menor,2017-01-01,14,12,10,13,4,8,17,29,23,9,0,0,0,0,139
IXIAMAS,atencion odontologica,cirugia bucal menor,2017-01-01,1,1,11,22,10,8,22,23,4,3,0,0,0,0,105
JESUS DE MACHACA,atencion odontologica,cirugia bucal menor,2017-01-01,0,1,6,10,8,8,10,11,5,6,0,0,0,0,65
LA ASUNTA,atencion odontologica,cirugia bucal menor,2017-01-01,9,10,58,29,11,29,36,88,16,9,0,0,0,0,295
LA GUARDIA,atencion odontologica,cirugia bucal menor,2017-01-01,17,19,6,12,6,13,16,46,47,45,0,0,0,0,227
LA PAZ,atencion odontologica,cirugia bucal menor,2017-01-01,145,97,391,361,112,137,223,423,155,131,0,0,0,0,2175
LA RIVERA,atencion odontologica,cirugia bucal menor,2017-01-01,0,1,1,0,0,0,0,4,0,3,0,0,0,0,9
LAGUNILLAS,atencion odontologica,cirugia bucal menor,2017-01-01,0,0,1,1,0,0,0,5,0,0,0,0,0,0,7
LAJA,atencion odontologica,cirugia bucal menor,2017-01-01,11,9,22,26,7,22,9,48,28,24,0,0,0,0,206
LAS CARRERAS,atencion odontologica,cirugia bucal menor,2017-01-01,0,0,1,5,1,2,6,12,1,5,0,0,0,0,33
LICOMA PAMPA,atencion odontologica,cirugia bucal menor,2017-01-01,0,1,1,5,0,3,1,13,4,2,0,0,0,0,30
LLALLAGUA,atencion odontologica,cirugia bucal menor,2017-01-01,21,11,9,13,4,5,6,17,4,9,0,0,0,0,99
LORETO,atencion odontologica,cirugia bucal menor,2017-01-01,1,0,1,1,0,0,4,1,0,0,0,0,0,0,8
LURIBAY,atencion odontologica,cirugia bucal menor,2017-01-01,0,0,6,4,2,6,3,16,1,7,0,0,0,0,45
MACHACAMARCA,atencion odontologica,cirugia bucal menor,2017-01-01,0,1,8,13,0,2,3,28,6,8,0,0,0,0,69
MACHARETI,atencion odontologica,cirugia bucal menor,2017-01-01,2,0,6,2,0,4,12,24,1,3,0,0,0,0,54
MAGDALENA,atencion odontologica,cirugia bucal menor,2017-01-01,0,1,15,11,3,6,6,13,0,0,0,0,0,0,55
MAIRANA,atencion odontologica,cirugia bucal menor,2017-01-01,0,0,0,0,0,0,1,2,0,2,0,0,0,0,5
MALLA,atencion odontologica,cirugia bucal menor,2017-01-01,0,0,1,0,0,0,3,13,12,7,0,0,0,0,36
MAPIRI,atencion odontologica,cirugia bucal menor,2017-01-01,3,2,3,4,3,3,7,17,3,1,0,0,0,0,46
MECAPACA,atencion odontologica,cirugia bucal menor,2017-01-01,2,2,4,6,1,1,0,4,2,1,0,0,0,0,23
MINEROS,atencion odontologica,cirugia bucal menor,2017-01-01,0,0,1,0,0,0,0,0,1,0,0,0,0,0,2
MIZQUE,atencion odontologica,cirugia bucal menor,2017-01-01,6,7,19,26,1,7,10,18,22,40,0,0,0,0,156
MOCOMOCO,atencion odontologica,cirugia bucal menor,2017-01-01,0,1,5,18,11,4,13,23,4,11,0,0,0,0,90
MOJINETE,atencion odontologica,cirugia bucal menor,2017-01-01,0,0,0,4,0,0,0,0,0,0,0,0,0,0,4
MOJOCOYA,atencion odontologica,cirugia bucal menor,2017-01-01,0,1,7,6,4,0,9,31,4,3,0,0,0,0,65
MONTEAGUDO,atencion odontologica,cirugia bucal menor,2017-01-01,3,9,4,14,1,12,8,40,4,4,0,0,0,0,99
MONTERO,atencion odontologica,cirugia bucal menor,2017-01-01,14,7,85,94,23,36,33,124,21,8,0,0,0,0,445
MORO MORO,atencion odontologica,cirugia bucal menor,2017-01-01,0,0,5,4,2,1,5,15,1,2,0,0,0,0,35
MOROCHATA,atencion odontologica,cirugia bucal menor,2017-01-01,0,2,1,8,6,14,1,13,13,3,0,0,0,0,61
NAZACARA DE PACAJES,atencion odontologica,cirugia bucal menor,2017-01-01,0,0,0,0,0,0,0,0,3,2,0,0,0,0,5
OCURI,atencion odontologica,cirugia bucal menor,2017-01-01,0,0,3,4,1,5,4,17,3,0,0,0,0,0,37
OKINAWA,atencion odontologica,cirugia bucal menor,2017-01-01,2,3,1,2,0,3,0,8,3,0,0,0,0,0,22
ORURO,atencion odontologica,cirugia bucal menor,2017-01-01,79,72,166,196,48,102,117,266,108,69,0,0,0,0,1223
PADCAYA,atencion odontologica,cirugia bucal menor,2017-01-01,1,0,18,19,6,2,21,17,7,2,0,0,0,0,93
PADILLA,atencion odontologica,cirugia bucal menor,2017-01-01,1,4,4,7,3,2,4,19,17,4,0,0,0,0,65
PAILON,atencion odontologica,cirugia bucal menor,2017-01-01,3,2,4,1,1,5,0,2,2,1,0,0,0,0,21
PALCA,atencion odontologica,cirugia bucal menor,2017-01-01,5,0,8,10,4,6,16,17,8,8,0,0,0,0,82
PALOS BLANCOS,atencion odontologica,cirugia bucal menor,2017-01-01,2,3,10,12,1,9,5,23,14,7,0,0,0,0,86
PAMPA AULLAGAS,atencion odontologica,cirugia bucal menor,2017-01-01,0,0,7,0,0,0,0,0,0,0,0,0,0,0,7
PAMPA GRANDE,atencion odontologica,cirugia bucal menor,2017-01-01,1,5,2,2,0,1,1,2,12,0,0,0,0,0,26
PAPEL PAMPA,atencion odontologica,cirugia bucal menor,2017-01-01,1,0,1,4,0,2,5,16,14,6,0,0,0,0,49
PASORAPA,atencion odontologica,cirugia bucal menor,2017-01-01,2,0,8,0,1,0,8,9,3,2,0,0,0,0,33
PATACAMAYA,atencion odontologica,cirugia bucal menor,2017-01-01,2,2,5,8,4,3,6,14,3,10,0,0,0,0,57
PAZÑA,atencion odontologica,cirugia bucal menor,2017-01-01,1,2,6,15,0,0,5,11,0,0,0,0,0,0,40
PELECHUCO,atencion odontologica,cirugia bucal menor,2017-01-01,1,0,1,1,2,5,15,16,4,1,0,0,0,0,46
POCOATA,atencion odontologica,cirugia bucal menor,2017-01-01,1,1,0,1,1,1,4,6,10,14,0,0,0,0,39
POCONA,atencion odontologica,cirugia bucal menor,2017-01-01,0,0,2,2,0,1,3,2,0,0,0,0,0,0,10
POOPO,atencion odontologica,cirugia bucal menor,2017-01-01,1,1,7,2,0,3,3,11,0,2,0,0,0,0,30
PORCO,atencion odontologica,cirugia bucal menor,2017-01-01,1,2,8,0,3,1,1,3,0,0,0,0,0,0,19
POROMA,atencion odontologica,cirugia bucal menor,2017-01-01,0,0,2,2,0,2,5,12,1,0,0,0,0,0,24
PORONGO,atencion odontologica,cirugia bucal menor,2017-01-01,1,0,1,1,2,2,4,2,0,0,0,0,0,0,13
PORTACHUELO,atencion odontologica,cirugia bucal menor,2017-01-01,2,2,1,0,0,1,1,1,0,1,0,0,0,0,9
PORVENIR,atencion odontologica,cirugia bucal menor,2017-01-01,0,1,0,1,2,1,3,3,0,0,0,0,0,0,11
POTOSI,atencion odontologica,cirugia bucal menor,2017-01-01,62,51,51,63,30,49,72,147,29,29,0,0,0,0,583
PRESTO,atencion odontologica,cirugia bucal menor,2017-01-01,2,1,2,0,2,0,1,11,2,0,0,0,0,0,21
PUCARA,atencion odontologica,cirugia bucal menor,2017-01-01,1,0,9,1,0,0,2,7,4,1,0,0,0,0,25
PUCARANI,atencion odontologica,cirugia bucal menor,2017-01-01,5,8,32,45,21,42,35,63,38,17,0,0,0,0,306
PUERTO ACOSTA,atencion odontologica,cirugia bucal menor,2017-01-01,1,1,9,9,6,4,18,19,5,6,0,0,0,0,78
PUERTO CARABUCO,atencion odontologica,cirugia bucal menor,2017-01-01,4,1,13,7,10,12,8,31,16,11,0,0,0,0,113
PUERTO GONZALO MORENO,atencion odontologica,cirugia bucal menor,2017-01-01,0,0,5,5,0,5,1,13,0,0,0,0,0,0,29
PUERTO QUIJARRO,atencion odontologica,cirugia bucal menor,2017-01-01,0,0,0,0,0,0,0,1,1,0,0,0,0,0,2
PUERTO RICO,atencion odontologica,cirugia bucal menor,2017-01-01,3,0,11,9,6,2,14,13,0,0,0,0,0,0,58
PUERTO SUAREZ,atencion odontologica,cirugia bucal menor,2017-01-01,1,0,3,3,2,2,4,6,5,11,0,0,0,0,37
PUERTO VILLARROEL,atencion odontologica,cirugia bucal menor,2017-01-01,14,12,5,4,0,5,3,23,7,5,0,0,0,0,78
PUNA,atencion odontologica,cirugia bucal menor,2017-01-01,2,1,9,20,5,8,8,16,8,11,0,0,0,0,88
PUNATA,atencion odontologica,cirugia bucal menor,2017-01-01,11,2,9,23,0,0,3,12,4,7,0,0,0,0,71
QUIABAYA,atencion odontologica,cirugia bucal menor,2017-01-01,0,0,5,6,3,4,10,15,7,7,0,0,0,0,57
QUILLACOLLO,atencion odontologica,cirugia bucal menor,2017-01-01,40,24,15,20,6,7,3,21,23,11,0,0,0,0,170
QUIME,atencion odontologica,cirugia bucal menor,2017-01-01,7,6,8,11,11,15,24,25,22,23,0,0,0,0,152
QUIRUSILLAS,atencion odontologica,cirugia bucal menor,2017-01-01,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
RAVELO,atencion odontologica,cirugia bucal menor,2017-01-01,0,3,2,3,0,1,5,10,3,12,0,0,0,0,39
REYES,atencion odontologica,cirugia bucal menor,2017-01-01,4,2,10,11,3,3,2,4,0,0,0,0,0,0,39
RIBERALTA,atencion odontologica,cirugia bucal menor,2017-01-01,8,3,2,16,10,24,35,37,16,13,0,0,0,0,164
ROBORE,atencion odontologica,cirugia bucal menor,2017-01-01,0,1,5,3,1,3,0,5,7,0,0,0,0,0,25
RURRENABAQUE,atencion odontologica,cirugia bucal menor,2017-01-01,8,9,17,24,47,48,45,48,26,14,0,0,0,0,286
SABAYA,atencion odontologica,cirugia bucal menor,2017-01-01,0,1,5,3,1,4,4,4,12,0,0,0,0,0,34
SACABA,atencion odontologica,cirugia bucal menor,2017-01-01,33,27,134,106,13,27,14,35,29,21,0,0,0,0,439
SACABAMBA,atencion odontologica,cirugia bucal menor,2017-01-01,0,0,2,1,0,0,1,6,1,4,0,0,0,0,15
SACACA,atencion odontologica,cirugia bucal menor,2017-01-01,1,4,9,9,5,6,7,17,4,2,0,0,0,0,64
