,group,variable,month,CONSULTA REPETIDA MENORES DE 5 AÑOS,CONSULTA REPETIDA MENORES DE 5 AÑOS,CONSULTA REPETIDA 5 A 13 AÑOS,CONSULTA REPETIDA 5 A 13 AÑOS,CONSULTA REPETIDA 14 A 19 AÑOS,CONSULTA REPETIDA 14 A 19 AÑOS,CONSULTA REPETIDA 20 A 59 AÑOS,CONSULTA REPETIDA 20 A 59 AÑOS,CONSULTA REPETIDA 60 AÑOS Y MAS,CONSULTA REPETIDA 60 AÑOS Y MAS,CONSULTA REPETIDA EMB,CONSULTA REPETIDA EMB,CONSULTA REPETIDA POST,CONSULTA REPETIDA POST,TOTALES
ASCENCION DE GUARAYOS,atencion odontologica,consulta repetida,2017-01-01,4,4,0,2,0,4,0,10,0,0,0,10,0,5,39
ATOCHA,atencion odontologica,consulta repetida,2017-01-01,10,17,40,69,32,36,80,59,5,4,0,0,0,3,355
AUCAPATA,atencion odontologica,consulta repetida,2017-01-01,0,0,0,2,0,0,0,4,0,0,0,2,0,0,8
AYO AYO,atencion odontologica,consulta repetida,2017-01-01,1,0,2,8,2,4,1,10,0,0,0,0,0,2,30
AYOPAYA (V. DE INDEPENDENCIA),atencion odontologica,consulta repetida,2017-01-01,22,5,19,20,15,13,23,28,0,5,0,0,0,1,151
AZURDUY,atencion odontologica,consulta repetida,2017-01-01,4,2,6,0,9,12,8,27,0,0,0,0,0,20,88
BATALLAS,atencion odontologica,consulta repetida,2017-01-01,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
BERMEJO,atencion odontologica,consulta repetida,2017-01-01,0,5,22,13,28,32,41,52,20,15,0,3,0,3,234
BETANZOS,atencion odontologica,consulta repetida,2017-01-01,0,0,8,5,7,9,9,18,0,3,0,0,0,0,59
BOLIVAR,atencion odontologica,consulta repetida,2017-01-01,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
BOYUIBE,atencion odontologica,consulta repetida,2017-01-01,0,1,1,1,1,5,0,4,3,0,0,0,0,0,16
BUENA VISTA,atencion odontologica,consulta repetida,2017-01-01,4,4,0,3,0,0,0,0,0,0,0,0,0,0,11
CABEZAS,atencion odontologica,consulta repetida,2017-01-01,4,4,5,9,7,3,4,11,0,0,0,1,0,0,48
CAIROMA,atencion odontologica,consulta repetida,2017-01-01,1,2,1,2,1,2,2,1,1,0,0,0,0,0,13
"CAIZA ""D""",atencion odontologica,consulta repetida,2017-01-01,0,0,0,1,2,0,1,1,0,0,0,0,0,0,5
CALAMARCA,atencion odontologica,consulta repetida,2017-01-01,1,0,0,0,7,2,2,8,1,2,0,0,0,3,26
CAMARGO,atencion odontologica,consulta repetida,2017-01-01,6,9,1,6,3,13,1,13,0,1,0,4,0,9,66
CAMATAQUI (C. VILLA ABECIA),atencion odontologica,consulta repetida,2017-01-01,0,0,1,1,1,1,12,14,0,2,0,0,0,0,32
CAMIRI,atencion odontologica,consulta repetida,2017-01-01,9,17,8,6,6,18,40,60,9,8,0,7,0,3,191
CAPINOTA,atencion odontologica,consulta repetida,2017-01-01,10,3,5,7,2,3,5,16,2,2,0,0,0,1,56
CAQUIAVIRI,atencion odontologica,consulta repetida,2017-01-01,0,0,0,0,1,1,0,7,0,0,0,0,0,0,9
CARACOLLO,atencion odontologica,consulta repetida,2017-01-01,7,10,11,13,6,14,10,31,2,2,0,7,0,0,113
CARANAVI,atencion odontologica,consulta repetida,2017-01-01,12,21,2,5,4,6,5,45,28,5,0,14,0,27,174
CARAPARI,atencion odontologica,consulta repetida,2017-01-01,1,1,2,6,12,14,10,20,0,0,0,1,0,0,67
CHACARILLA,atencion odontologica,consulta repetida,2017-01-01,1,1,0,0,0,0,1,0,1,0,0,0,0,0,4
CHALLAPATA,atencion odontologica,consulta repetida,2017-01-01,18,30,27,32,3,24,8,75,4,5,0,3,0,19,248
CHAQUI,atencion odontologica,consulta repetida,2017-01-01,2,0,1,2,1,13,6,14,5,1,0,5,0,2,52
CHARAGUA,atencion odontologica,consulta repetida,2017-01-01,0,0,1,2,3,4,3,1,0,0,0,4,0,2,20
CHAYANTA,atencion odontologica,consulta repetida,2017-01-01,4,6,11,17,14,1,13,23,0,5,0,0,0,2,96
CHIMORE,atencion odontologica,consulta repetida,2017-01-01,6,14,1,4,0,2,0,1,3,0,0,9,0,49,89
CHIPAYA,atencion odontologica,consulta repetida,2017-01-01,1,0,4,0,0,7,0,4,0,0,0,0,0,0,16
CHUA COCANI,atencion odontologica,consulta repetida,2017-01-01,0,0,0,2,0,0,0,4,0,0,0,0,0,0,6
CHULUMANI (V. DE LA LIBERTAD),atencion odontologica,consulta repetida,2017-01-01,20,18,17,7,0,0,7,20,0,0,0,4,0,6,99
CHUMA,atencion odontologica,consulta repetida,2017-01-01,0,1,1,0,0,0,9,6,2,0,0,1,0,0,20
CHUQUIHUTA AYLLU JUCUMANI,atencion odontologica,consulta repetida,2017-01-01,0,0,0,4,0,4,2,26,0,0,0,14,0,11,61
CKOCHAS,atencion odontologica,consulta repetida,2017-01-01,0,0,1,0,0,0,0,2,0,0,0,0,0,0,3
CLIZA,atencion odontologica,consulta repetida,2017-01-01,11,8,22,25,0,11,10,24,6,4,0,8,0,10,139
COBIJA,atencion odontologica,consulta repetida,2017-01-01,6,11,18,26,22,29,33,43,10,0,0,2,0,0,200
COCHABAMBA,atencion odontologica,consulta repetida,2017-01-01,365,352,556,562,289,411,725,1327,275,168,0,21,0,85,5136
COLCAPIRHUA,atencion odontologica,consulta repetida,2017-01-01,11,3,0,0,0,0,1,14,9,7,0,11,0,2,58
"COLCHA ""K""",atencion odontologica,consulta repetida,2017-01-01,6,0,0,0,0,2,2,8,0,0,0,4,0,1,23
COLLANA,atencion odontologica,consulta repetida,2017-01-01,0,1,0,0,0,1,0,0,0,0,0,0,0,0,2
COLOMI,atencion odontologica,consulta repetida,2017-01-01,5,5,1,0,0,0,0,1,0,3,0,0,0,0,15
COLQUECHACA,atencion odontologica,consulta repetida,2017-01-01,4,3,32,59,9,28,15,55,8,6,0,6,0,5,230
COLQUENCHA,atencion odontologica,consulta repetida,2017-01-01,0,0,2,1,2,3,0,4,0,1,0,0,0,0,13
COLQUIRI,atencion odontologica,consulta repetida,2017-01-01,1,0,5,3,5,1,1,2,0,0,0,0,0,0,18
COMARAPA,atencion odontologica,consulta repetida,2017-01-01,15,7,3,1,1,6,6,8,2,1,0,0,0,0,50
CONCEPCION,atencion odontologica,consulta repetida,2017-01-01,0,0,0,1,2,2,0,0,0,0,0,0,0,0,5
COPACABANA,atencion odontologica,consulta repetida,2017-01-01,0,1,1,0,0,0,0,1,0,0,0,0,0,0,3
CORO CORO,atencion odontologica,consulta repetida,2017-01-01,4,1,19,30,5,11,19,12,0,1,0,0,0,0,102
COROICO,atencion odontologica,consulta repetida,2017-01-01,31,15,30,30,25,42,30,85,11,8,0,2,0,7,316
CORQUE,atencion odontologica,consulta repetida,2017-01-01,1,0,0,0,0,0,0,1,1,0,0,1,0,0,4
COTAGAITA,atencion odontologica,consulta repetida,2017-01-01,39,18,34,91,25,76,75,149,59,8,0,0,0,7,581
COTOCA,atencion odontologica,consulta repetida,2017-01-01,107,90,0,0,0,0,0,9,3,2,0,0,0,0,211
CUATRO CAÑADAS,atencion odontologica,consulta repetida,2017-01-01,46,17,3,2,2,10,2,21,0,1,0,5,0,10,119
CUCHUMUELA (V. G. VILLARROEL),atencion odontologica,consulta repetida,2017-01-01,0,1,0,0,2,1,4,1,0,0,0,0,0,0,9
CUEVO,atencion odontologica,consulta repetida,2017-01-01,0,0,1,2,0,4,5,6,2,0,0,0,0,0,20
CULPINA,atencion odontologica,consulta repetida,2017-01-01,1,3,2,6,0,2,8,17,13,6,0,1,0,7,66
CURAHUARA DE CARANGAS,atencion odontologica,consulta repetida,2017-01-01,0,1,0,0,0,0,3,2,1,2,0,0,0,0,9
DESAGUADERO,atencion odontologica,consulta repetida,2017-01-01,1,1,0,0,0,3,6,0,1,0,0,0,0,0,12
EL ALTO,atencion odontologica,consulta repetida,2017-01-01,208,209,485,502,279,414,269,554,44,33,0,10,0,13,3020
EL CHORO,atencion odontologica,consulta repetida,2017-01-01,0,0,0,0,0,3,0,3,0,0,0,0,0,0,6
EL PUENTE(STC),atencion odontologica,consulta repetida,2017-01-01,27,33,0,0,0,1,1,0,2,6,0,15,0,2,87
EL PUENTE(TJA),atencion odontologica,consulta repetida,2017-01-01,0,0,0,4,0,0,6,0,0,0,0,0,0,0,10
EL TORNO,atencion odontologica,consulta repetida,2017-01-01,7,11,9,4,8,10,3,12,5,5,0,7,0,7,88
EL VILLAR,atencion odontologica,consulta repetida,2017-01-01,0,1,0,0,3,3,0,17,0,0,0,0,0,0,24
ENTRE RIOS TRJ,atencion odontologica,consulta repetida,2017-01-01,0,0,0,3,2,2,3,6,0,0,0,0,0,0,16
ENTRE RIOS CBBA,atencion odontologica,consulta repetida,2017-01-01,18,15,7,8,3,14,0,19,0,1,0,3,0,12,100
ESCARA,atencion odontologica,consulta repetida,2017-01-01,2,1,0,0,0,0,0,6,9,9,0,0,0,8,35
ESCOMA,atencion odontologica,consulta repetida,2017-01-01,0,0,2,2,0,1,1,2,1,9,0,0,0,0,18
EUCALIPTUS,atencion odontologica,consulta repetida,2017-01-01,1,3,11,8,0,9,5,30,0,4,0,3,0,4,78
GENERAL SAAVEDRA,atencion odontologica,consulta repetida,2017-01-01,0,0,0,0,0,0,0,4,0,0,0,0,0,0,4
GRAL. J.J. PEREZ (CHARAZANI),atencion odontologica,consulta repetida,2017-01-01,0,0,0,0,0,1,0,1,0,0,0,0,0,0,2
GUANAY,atencion odontologica,consulta repetida,2017-01-01,1,0,0,0,0,0,0,5,1,0,0,1,0,3,11
GUAYARAMERIN,atencion odontologica,consulta repetida,2017-01-01,13,6,5,6,2,2,3,23,1,2,0,15,0,7,85
GUTIERREZ,atencion odontologica,consulta repetida,2017-01-01,2,1,0,0,0,0,3,8,2,1,0,0,0,0,17
HUACAYA (VILLA DE HUACAYA),atencion odontologica,consulta repetida,2017-01-01,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
HUACHACALLA,atencion odontologica,consulta repetida,2017-01-01,0,0,0,0,0,5,3,10,0,0,0,0,0,0,18
HUANUNI,atencion odontologica,consulta repetida,2017-01-01,13,12,12,16,18,23,13,26,3,1,0,1,0,2,140
HUARACAJE,atencion odontologica,consulta repetida,2017-01-01,0,0,0,0,0,0,0,4,0,0,0,0,0,0,4
HUARINA,atencion odontologica,consulta repetida,2017-01-01,1,0,0,0,1,1,1,4,0,0,0,0,0,0,8
HUATAJATA,atencion odontologica,consulta repetida,2017-01-01,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
HUAYLLAMARCA,atencion odontologica,consulta repetida,2017-01-01,0,0,2,2,2,6,4,7,1,0,0,0,0,0,24
HUMANATA,atencion odontologica,consulta repetida,2017-01-01,0,0,0,0,0,0,0,2,7,10,0,0,0,2,21
ICHOCA,atencion odontologica,consulta repetida,2017-01-01,2,4,0,0,0,1,0,0,6,12,0,1,0,0,26
ICLA,atencion odontologica,consulta repetida,2017-01-01,0,2,0,1,1,4,1,10,0,0,0,0,0,0,19
INCAHUASI,atencion odontologica,consulta repetida,2017-01-01,0,0,1,3,2,2,3,11,0,1,0,0,0,1,24
INGAVI (HUMAITA),atencion odontologica,consulta repetida,2017-01-01,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
INQUISIVI,atencion odontologica,consulta repetida,2017-01-01,0,0,1,0,1,0,0,0,0,0,0,0,0,0,2
IRUPANA (VILLA DE LANZA),atencion odontologica,consulta repetida,2017-01-01,0,0,0,4,0,3,0,0,0,1,0,0,0,1,9
IXIAMAS,atencion odontologica,consulta repetida,2017-01-01,0,6,7,2,0,8,12,9,2,3,0,0,0,0,49
JESUS DE MACHACA,atencion odontologica,consulta repetida,2017-01-01,0,1,1,1,0,4,3,10,1,0,0,0,0,3,24
LA ASUNTA,atencion odontologica,consulta repetida,2017-01-01,7,5,16,9,4,13,11,34,0,0,0,2,0,9,110
LA GUARDIA,atencion odontologica,consulta repetida,2017-01-01,4,13,0,0,2,3,1,1,0,2,0,1,0,0,27
LA PAZ,atencion odontologica,consulta repetida,2017-01-01,505,430,964,895,478,615,1021,1773,361,275,0,29,0,40,7386
LA RIVERA,atencion odontologica,consulta repetida,2017-01-01,0,0,0,0,2,0,0,0,0,0,0,0,0,0,2
LAJA,atencion odontologica,consulta repetida,2017-01-01,7,4,1,1,0,5,2,6,5,1,0,1,0,0,33
LAS CARRERAS,atencion odontologica,consulta repetida,2017-01-01,5,0,1,0,1,5,8,17,7,0,0,0,0,6,50
LLALLAGUA,atencion odontologica,consulta repetida,2017-01-01,36,36,38,60,36,31,43,90,16,5,0,16,0,19,426
MACHACAMARCA,atencion odontologica,consulta repetida,2017-01-01,0,2,46,24,10,15,11,70,12,17,0,2,0,5,214
MACHARETI,atencion odontologica,consulta repetida,2017-01-01,0,0,5,3,0,2,2,3,0,0,0,0,0,0,15
MAGDALENA,atencion odontologica,consulta repetida,2017-01-01,0,0,0,0,0,0,0,8,0,1,0,0,0,0,9
MAIRANA,atencion odontologica,consulta repetida,2017-01-01,3,7,5,10,2,5,5,21,0,0,0,4,0,10,72
MECAPACA,atencion odontologica,consulta repetida,2017-01-01,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
MIZQUE,atencion odontologica,consulta repetida,2017-01-01,12,7,10,19,4,11,2,20,0,4,0,3,0,11,103
MOCOMOCO,atencion odontologica,consulta repetida,2017-01-01,0,0,0,0,1,0,1,0,0,0,0,0,0,0,2
MOJINETE,atencion odontologica,consulta repetida,2017-01-01,1,0,0,0,0,1,0,2,0,0,0,0,0,1,5
MOJOCOYA,atencion odontologica,consulta repetida,2017-01-01,4,2,0,0,9,11,21,20,0,0,0,0,0,0,67
MONTEAGUDO,atencion odontologica,consulta repetida,2017-01-01,32,32,22,9,3,13,10,36,4,0,0,0,0,11,172
MONTERO,atencion odontologica,consulta repetida,2017-01-01,6,10,23,36,37,57,40,92,4,4,0,1,0,0,310
MORO MORO,atencion odontologica,consulta repetida,2017-01-01,1,0,1,1,0,1,4,6,0,0,0,0,0,0,14
MOROCHATA,atencion odontologica,consulta repetida,2017-01-01,0,0,0,0,0,0,0,1,1,0,0,0,0,0,2
OCURI,atencion odontologica,consulta repetida,2017-01-01,0,0,0,0,0,0,0,5,0,0,0,0,0,0,5
ORURO,atencion odontologica,consulta repetida,2017-01-01,212,224,286,332,160,253,322,592,137,67,0,34,0,52,2671
PADCAYA,atencion odontologica,consulta repetida,2017-01-01,0,0,8,4,6,20,12,13,0,0,0,0,0,0,63
PADILLA,atencion odontologica,consulta repetida,2017-01-01,15,30,11,11,4,11,13,31,0,4,0,4,0,3,137
PAILON,atencion odontologica,consulta repetida,2017-01-01,1,2,1,0,2,3,1,5,0,0,0,3,0,3,21
PALCA,atencion odontologica,consulta repetida,2017-01-01,2,0,0,1,0,0,2,0,1,0,0,0,0,1,7
PALOS BLANCOS,atencion odontologica,consulta repetida,2017-01-01,0,0,0,0,0,0,0,1,0,0,0,0,0,1,2
PAMPA GRANDE,atencion odontologica,consulta repetida,2017-01-01,0,0,0,0,0,0,0,2,0,0,0,2,0,0,4
PAPEL PAMPA,atencion odontologica,consulta repetida,2017-01-01,0,0,0,0,0,0,0,1,4,0,0,0,0,0,5
PASORAPA,atencion odontologica,consulta repetida,2017-01-01,0,1,0,3,7,6,11,6,1,0,0,0,0,0,35
PATACAMAYA,atencion odontologica,consulta repetida,2017-01-01,76,87,11,23,5,12,4,36,1,1,0,2,0,8,266
PAZÑA,atencion odontologica,consulta repetida,2017-01-01,5,17,4,15,2,6,5,11,3,4,0,1,0,0,73
POCOATA,atencion odontologica,consulta repetida,2017-01-01,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
POCONA,atencion odontologica,consulta repetida,2017-01-01,0,0,0,3,6,19,2,6,0,0,0,0,0,0,36
POJO (CBBA),atencion odontologica,consulta repetida,2017-01-01,2,1,9,11,4,8,5,24,4,1,0,0,0,3,72
POOPO,atencion odontologica,consulta repetida,2017-01-01,3,25,42,22,2,18,45,22,9,3,0,0,0,3,194
PORCO,atencion odontologica,consulta repetida,2017-01-01,1,2,4,3,2,1,1,7,0,0,0,0,0,0,21
POROMA,atencion odontologica,consulta repetida,2017-01-01,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2
PORVENIR,atencion odontologica,consulta repetida,2017-01-01,0,0,2,4,4,0,1,0,0,0,0,1,0,3,15
POTOSI,atencion odontologica,consulta repetida,2017-01-01,236,197,251,307,165,399,298,732,52,50,0,78,0,89,2854
PRESTO,atencion odontologica,consulta repetida,2017-01-01,0,0,0,0,0,1,1,0,0,0,0,0,0,1,3
PUCARA,atencion odontologica,consulta repetida,2017-01-01,0,0,0,0,0,0,4,4,0,0,0,0,0,0,8
PUCARANI,atencion odontologica,consulta repetida,2017-01-01,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
PUERTO ACOSTA,atencion odontologica,consulta repetida,2017-01-01,0,0,0,0,0,0,1,0,1,1,0,0,0,0,3
PUERTO CARABUCO,atencion odontologica,consulta repetida,2017-01-01,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
PUERTO GONZALO MORENO,atencion odontologica,consulta repetida,2017-01-01,3,0,0,2,1,3,1,0,0,0,0,0,0,0,10
PUERTO QUIJARRO,atencion odontologica,consulta repetida,2017-01-01,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2
PUERTO RICO,atencion odontologica,consulta repetida,2017-01-01,0,0,0,0,0,3,11,9,1,0,0,1,0,1,26
PUERTO SUAREZ,atencion odontologica,consulta repetida,2017-01-01,0,1,0,0,1,2,1,1,1,3,0,2,0,1,13
PUERTO VILLARROEL,atencion odontologica,consulta repetida,2017-01-01,28,24,3,6,8,32,5,26,5,2,0,21,0,23,183
PUNA,atencion odontologica,consulta repetida,2017-01-01,0,7,9,4,2,6,7,22,2,0,0,0,0,4,63
PUNATA,atencion odontologica,consulta repetida,2017-01-01,43,37,45,126,9,15,27,82,12,13,0,5,0,16,430
QUIABAYA,atencion odontologica,consulta repetida,2017-01-01,0,0,0,0,1,3,3,4,1,0,0,0,0,2,14
QUILLACOLLO,atencion odontologica,consulta repetida,2017-01-01,107,69,63,40,32,41,38,104,20,26,0,10,0,4,554
QUIME,atencion odontologica,consulta repetida,2017-01-01,2,3,4,12,2,3,22,22,4,0,0,0,0,0,74
RAVELO,atencion odontologica,consulta repetida,2017-01-01,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3
REYES,atencion odontologica,consulta repetida,2017-01-01,6,7,24,44,3,7,19,31,12,5,0,0,0,0,158
RIBERALTA,atencion odontologica,consulta repetida,2017-01-01,26,31,66,69,95,118,109,120,65,54,0,18,0,36,807
ROBORE,atencion odontologica,consulta repetida,2017-01-01,0,0,0,0,0,0,22,30,0,0,0,0,0,0,52
RURRENABAQUE,atencion odontologica,consulta repetida,2017-01-01,9,8,43,41,21,31,25,33,23,18,0,8,0,0,260
SABAYA,atencion odontologica,consulta repetida,2017-01-01,3,0,1,4,0,0,0,7,0,0,0,0,0,0,15
SACABA,atencion odontologica,consulta repetida,2017-01-01,11,26,111,129,22,52,40,25,14,7,0,2,0,2,441
SACABAMBA,atencion odontologica,consulta repetida,2017-01-01,0,0,0,0,0,1,0,1,0,1,0,0,0,0,3
SACACA,atencion odontologica,consulta repetida,2017-01-01,4,2,0,0,0,4,3,6,11,9,0,0,0,0,39
SAIPINA,atencion odontologica,consulta repetida,2017-01-01,2,7,6,3,5,0,9,16,0,1,0,6,0,9,64
SALINAS DE GARCI MENDOZA,atencion odontologica,consulta repetida,2017-01-01,4,2,3,4,0,12,1,5,7,4,0,0,0,6,48
SAMAIPATA,atencion odontologica,consulta repetida,2017-01-01,0,0,0,1,0,2,0,1,0,1,0,0,0,0,5
SAN AGUSTIN,atencion odontologica,consulta repetida,2017-01-01,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
SAN ANDRES,atencion odontologica,consulta repetida,2017-01-01,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
SAN ANDRES DE MACHACA,atencion odontologica,consulta repetida,2017-01-01,2,0,1,0,0,0,0,7,1,3,0,0,0,2,16
SAN ANTONIO DE LOMERIO,atencion odontologica,consulta repetida,2017-01-01,0,0,0,0,2,0,0,1,0,0,0,0,0,0,3
SAN BENITO,atencion odontologica,consulta repetida,2017-01-01,2,22,12,3,0,16,5,28,5,5,0,21,0,15,134
SAN BORJA,atencion odontologica,consulta repetida,2017-01-01,9,5,16,22,9,29,20,97,8,20,0,8,0,15,258
SAN BUENA VENTURA,atencion odontologica,consulta repetida,2017-01-01,0,0,0,1,0,1,1,1,0,0,0,0,0,1,5
SAN IGNACIO,atencion odontologica,consulta repetida,2017-01-01,4,4,8,19,9,6,10,19,1,1,0,3,0,0,84
SAN IGNACIO DE VELASCO,atencion odontologica,consulta repetida,2017-01-01,4,3,30,15,13,20,22,26,19,4,0,3,0,0,159
SAN JAVIER(STC),atencion odontologica,consulta repetida,2017-01-01,1,0,4,2,0,3,0,2,0,0,0,4,0,0,16
SAN JOAQUIN,atencion odontologica,consulta repetida,2017-01-01,2,4,0,0,0,8,2,9,3,0,0,0,0,0,28
SAN JOSE DE CHIQUITOS,atencion odontologica,consulta repetida,2017-01-01,3,1,2,1,0,0,0,1,0,0,0,0,0,0,8
SAN JULIAN,atencion odontologica,consulta repetida,2017-01-01,5,21,0,0,0,0,0,1,0,0,0,0,0,0,27
SAN LORENZO(PND),atencion odontologica,consulta repetida,2017-01-01,7,0,0,0,0,0,0,0,0,0,0,2,0,3,12
SAN LORENZO(TJA),atencion odontologica,consulta repetida,2017-01-01,0,5,18,14,13,38,28,89,0,1,0,0,0,1,207
SAN LUCAS,atencion odontologica,consulta repetida,2017-01-01,1,0,20,4,1,9,8,19,0,0,0,0,0,0,62
SAN MATIAS,atencion odontologica,consulta repetida,2017-01-01,0,0,1,1,0,0,0,0,0,0,0,0,0,0,2
SAN MIGUEL DE VELASCO,atencion odontologica,consulta repetida,2017-01-01,0,1,8,0,3,16,8,17,0,0,0,0,0,9,62
SAN PEDRO,atencion odontologica,consulta repetida,2017-01-01,0,1,2,2,0,16,5,11,0,0,0,0,0,1,38
SAN PEDRO DE BUENA VISTA,atencion odontologica,consulta repetida,2017-01-01,0,0,1,1,1,3,2,19,1,0,0,3,0,11,42
SAN PEDRO DE CURAHUARA,atencion odontologica,consulta repetida,2017-01-01,0,1,0,2,2,2,5,7,0,0,0,3,0,0,22
SAN PEDRO DE QUEMES,atencion odontologica,consulta repetida,2017-01-01,0,0,0,4,2,0,0,2,1,0,0,0,0,0,9
SAN PEDRO DE TIQUINA,atencion odontologica,consulta repetida,2017-01-01,0,2,0,0,0,0,0,0,0,0,0,0,0,0,2
SAN RAFAEL,atencion odontologica,consulta repetida,2017-01-01,0,0,0,0,0,5,0,4,0,0,0,1,0,0,10
SAN RAMON SCZ,atencion odontologica,consulta repetida,2017-01-01,0,0,0,0,0,0,0,0,0,0,0,10,0,5,15
SANTA ANA,atencion odontologica,consulta repetida,2017-01-01,0,4,15,38,8,15,16,21,0,3,0,0,0,0,120
SANTA CRUZ DE LA SIERRA,atencion odontologica,consulta repetida,2017-01-01,335,360,340,412,225,326,705,1273,286,331,0,87,0,36,4716
SANTA ROSA,atencion odontologica,consulta repetida,2017-01-01,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
SANTA ROSA DEL SARA,atencion odontologica,consulta repetida,2017-01-01,1,0,4,4,0,14,2,5,0,2,0,1,0,1,34
SANTIAGO DE CALLAPA,atencion odontologica,consulta repetida,2017-01-01,0,1,0,0,0,1,0,0,0,0,0,0,0,0,2
SANTIAGO DE HUARI,atencion odontologica,consulta repetida,2017-01-01,1,4,7,20,0,15,13,26,5,9,0,2,0,2,104
SANTIAGO DE HUATA,atencion odontologica,consulta repetida,2017-01-01,0,0,2,3,1,4,0,8,5,3,0,0,0,1,27
SANTIVAÑES,atencion odontologica,consulta repetida,2017-01-01,0,1,2,7,0,0,0,0,0,0,0,1,0,3,14
SANTUARIO DE QUILLACAS,atencion odontologica,consulta repetida,2017-01-01,3,1,1,2,2,0,0,2,0,0,0,0,0,0,11
SAPAHAQUI,atencion odontologica,consulta repetida,2017-01-01,2,0,0,1,0,0,1,0,1,0,0,0,0,0,5
SENA,atencion odontologica,consulta repetida,2017-01-01,2,0,0,0,0,0,0,5,0,0,0,3,0,4,14
SHINAOTA,atencion odontologica,consulta repetida,2017-01-01,3,3,0,0,0,0,0,0,0,0,0,0,0,0,6
SIPE SIPE,atencion odontologica,consulta repetida,2017-01-01,27,40,9,11,5,5,5,31,11,12,0,1,0,6,163
SOPACHUY,atencion odontologica,consulta repetida,2017-01-01,4,2,13,3,8,9,10,34,0,0,0,2,0,0,85
SORACACHI,atencion odontologica,consulta repetida,2017-01-01,4,4,0,3,0,0,1,4,5,4,0,2,0,1,28
SORATA,atencion odontologica,consulta repetida,2017-01-01,1,0,0,0,1,8,2,4,1,0,0,0,0,3,20
SUCRE,atencion odontologica,consulta repetida,2017-01-01,259,202,378,476,228,353,599,887,58,64,0,31,0,70,3605
TACACHI,atencion odontologica,consulta repetida,2017-01-01,0,0,1,12,0,0,0,0,0,0,0,0,0,0,13
