,group,variable,month,MEDIDAS PREVENTIVAS MENORES DE 5 AÑOS,MEDIDAS PREVENTIVAS MENORES DE 5 AÑOS,MEDIDAS PREVENTIVAS 5 A 13 AÑOS,MEDIDAS PREVENTIVAS 5 A 13 AÑOS,MEDIDAS PREVENTIVAS 14 A 19 AÑOS,MEDIDAS PREVENTIVAS 14 A 19 AÑOS,MEDIDAS PREVENTIVAS 20 A 59 AÑOS,MEDIDAS PREVENTIVAS 20 A 59 AÑOS,MEDIDAS PREVENTIVAS 60 AÑOS Y MAS,MEDIDAS PREVENTIVAS 60 AÑOS Y MAS,MEDIDAS PREVENTIVAS EMB,MEDIDAS PREVENTIVAS EMB,MEDIDAS PREVENTIVAS POST,MEDIDAS PREVENTIVAS POST,TOTALES
ARANI,atencion odontologica,medidas preventivas,2017-01-01,2,6,1,21,11,22,1,8,0,1,0,0,0,0,73
ARBIETO,atencion odontologica,medidas preventivas,2017-01-01,79,85,13,7,3,10,1,35,2,9,0,0,0,0,244
ARQUE,atencion odontologica,medidas preventivas,2017-01-01,2,2,0,0,0,0,0,1,0,0,0,0,0,0,5
ASCENCION DE GUARAYOS,atencion odontologica,medidas preventivas,2017-01-01,34,18,0,0,0,15,0,35,9,8,0,0,0,0,119
ATOCHA,atencion odontologica,medidas preventivas,2017-01-01,10,26,20,28,21,26,62,53,9,8,0,0,0,0,263
AUCAPATA,atencion odontologica,medidas preventivas,2017-01-01,8,5,5,0,0,4,1,4,0,0,0,0,0,0,27
AYATA,atencion odontologica,medidas preventivas,2017-01-01,1,1,2,0,0,0,0,0,0,0,0,0,0,0,4
AYO AYO,atencion odontologica,medidas preventivas,2017-01-01,0,0,1,0,0,0,0,2,0,0,0,0,0,0,3
AYOPAYA (V. DE INDEPENDENCIA),atencion odontologica,medidas preventivas,2017-01-01,10,8,54,52,16,37,59,71,1,3,0,0,0,0,311
AZURDUY,atencion odontologica,medidas preventivas,2017-01-01,7,7,4,1,0,0,0,4,0,0,0,0,0,0,23
BATALLAS,atencion odontologica,medidas preventivas,2017-01-01,7,11,0,0,0,0,0,0,0,0,0,0,0,0,18
BELEN DE ANDAMARCA,atencion odontologica,medidas preventivas,2017-01-01,0,2,0,0,0,3,0,4,1,4,0,0,0,0,14
BELLA FLOR,atencion odontologica,medidas preventivas,2017-01-01,1,1,0,1,1,2,1,4,0,1,0,0,0,0,12
BERMEJO,atencion odontologica,medidas preventivas,2017-01-01,5,4,42,26,9,25,21,50,2,0,0,0,0,0,184
BETANZOS,atencion odontologica,medidas preventivas,2017-01-01,18,25,4,0,0,0,0,3,0,0,0,0,0,0,50
BOLIVAR,atencion odontologica,medidas preventivas,2017-01-01,2,2,0,1,0,0,0,0,0,0,0,0,0,0,5
BOYUIBE,atencion odontologica,medidas preventivas,2017-01-01,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
BUENA VISTA,atencion odontologica,medidas preventivas,2017-01-01,20,35,12,10,0,12,0,1,0,0,0,0,0,0,90
CABEZAS,atencion odontologica,medidas preventivas,2017-01-01,72,70,1,2,2,4,1,4,5,0,0,0,0,0,161
CAIROMA,atencion odontologica,medidas preventivas,2017-01-01,2,7,0,0,0,0,0,0,0,0,0,0,0,0,9
"CAIZA ""D""",atencion odontologica,medidas preventivas,2017-01-01,8,1,0,0,0,0,0,0,0,0,0,0,0,0,9
CAJUATA,atencion odontologica,medidas preventivas,2017-01-01,3,0,3,0,0,0,0,0,0,0,0,0,0,0,6
CALACOTO,atencion odontologica,medidas preventivas,2017-01-01,5,4,0,0,0,1,0,1,0,0,0,0,0,0,11
CALAMARCA,atencion odontologica,medidas preventivas,2017-01-01,2,5,12,22,1,2,2,6,0,0,0,0,0,0,52
CAMARGO,atencion odontologica,medidas preventivas,2017-01-01,6,21,2,3,0,2,1,3,0,1,0,0,0,0,39
CAMATAQUI (C. VILLA ABECIA),atencion odontologica,medidas preventivas,2017-01-01,0,1,0,2,0,0,1,3,0,0,0,0,0,0,7
CAMIRI,atencion odontologica,medidas preventivas,2017-01-01,30,60,10,9,4,4,28,32,25,38,0,0,0,0,240
CAPINOTA,atencion odontologica,medidas preventivas,2017-01-01,111,108,90,115,27,20,40,108,28,26,0,0,0,0,673
CAQUIAVIRI,atencion odontologica,medidas preventivas,2017-01-01,14,4,8,0,0,0,0,0,0,0,0,0,0,0,26
CARACOLLO,atencion odontologica,medidas preventivas,2017-01-01,17,7,24,38,1,13,8,10,7,1,0,0,0,0,126
CARANAVI,atencion odontologica,medidas preventivas,2017-01-01,61,64,15,19,6,8,2,20,4,0,0,0,0,0,199
CARAPARI,atencion odontologica,medidas preventivas,2017-01-01,4,3,20,17,7,17,4,9,0,0,0,0,0,0,81
CARIPUYO,atencion odontologica,medidas preventivas,2017-01-01,15,9,0,0,0,0,0,3,0,0,0,0,0,0,27
CARMEN RIVERO TORREZ,atencion odontologica,medidas preventivas,2017-01-01,38,29,0,0,0,0,0,0,0,0,0,0,0,0,67
CHALLAPATA,atencion odontologica,medidas preventivas,2017-01-01,67,73,76,68,2,22,22,61,8,8,0,0,0,0,407
CHAQUI,atencion odontologica,medidas preventivas,2017-01-01,3,11,1,0,0,1,0,2,4,11,0,0,0,0,33
CHARAGUA,atencion odontologica,medidas preventivas,2017-01-01,28,18,0,3,1,2,0,0,0,0,0,0,0,0,52
CHARAÑA,atencion odontologica,medidas preventivas,2017-01-01,7,7,0,0,0,0,0,0,0,0,0,0,0,0,14
CHAYANTA,atencion odontologica,medidas preventivas,2017-01-01,23,15,18,21,17,2,15,30,2,10,0,0,0,0,153
CHIMORE,atencion odontologica,medidas preventivas,2017-01-01,49,84,4,4,1,10,0,2,1,1,0,0,0,0,156
CHIPAYA,atencion odontologica,medidas preventivas,2017-01-01,0,0,2,0,0,0,0,0,0,0,0,0,0,0,2
CHOQUE COTA,atencion odontologica,medidas preventivas,2017-01-01,0,0,0,0,0,1,0,1,3,0,0,0,0,0,5
CHUA COCANI,atencion odontologica,medidas preventivas,2017-01-01,17,13,0,0,0,3,1,7,5,4,0,0,0,0,50
CHULUMANI (V. DE LA LIBERTAD),atencion odontologica,medidas preventivas,2017-01-01,40,13,4,12,1,2,0,4,0,0,0,0,0,0,76
CHUMA,atencion odontologica,medidas preventivas,2017-01-01,11,21,7,4,8,13,10,25,10,7,0,0,0,0,116
CHUQUIHUTA AYLLU JUCUMANI,atencion odontologica,medidas preventivas,2017-01-01,6,8,0,2,0,0,0,2,0,1,0,0,0,0,19
CKOCHAS,atencion odontologica,medidas preventivas,2017-01-01,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3
CLIZA,atencion odontologica,medidas preventivas,2017-01-01,35,31,32,23,7,28,0,22,0,7,0,0,0,0,185
COBIJA,atencion odontologica,medidas preventivas,2017-01-01,111,150,1,3,2,14,4,41,0,1,0,0,0,0,327
COCAPATA,atencion odontologica,medidas preventivas,2017-01-01,143,130,5,3,11,97,7,49,43,29,0,0,0,0,517
COCHABAMBA,atencion odontologica,medidas preventivas,2017-01-01,1530,1583,1673,1629,699,981,1448,2580,541,371,0,0,0,0,13035
COIPASA,atencion odontologica,medidas preventivas,2017-01-01,7,4,4,3,0,2,0,0,0,0,0,0,0,0,20
COLCAPIRHUA,atencion odontologica,medidas preventivas,2017-01-01,167,146,19,20,7,11,3,38,11,12,0,0,0,0,434
"COLCHA ""K""",atencion odontologica,medidas preventivas,2017-01-01,91,12,0,0,0,2,1,2,0,0,0,0,0,0,108
COLLANA,atencion odontologica,medidas preventivas,2017-01-01,13,8,0,0,0,1,0,0,0,0,0,0,0,0,22
COLOMI,atencion odontologica,medidas preventivas,2017-01-01,83,70,10,4,10,14,0,9,4,2,0,0,0,0,206
COLPA BELGICA,atencion odontologica,medidas preventivas,2017-01-01,31,36,144,153,0,4,0,6,0,0,0,0,0,0,374
COLQUECHACA,atencion odontologica,medidas preventivas,2017-01-01,34,29,1,2,0,10,0,29,30,31,0,0,0,0,166
COLQUENCHA,atencion odontologica,medidas preventivas,2017-01-01,15,11,25,17,9,27,1,10,6,5,0,0,0,0,126
COLQUIRI,atencion odontologica,medidas preventivas,2017-01-01,29,22,5,20,2,7,5,8,4,2,0,0,0,0,104
COMARAPA,atencion odontologica,medidas preventivas,2017-01-01,12,18,0,0,1,1,0,7,0,0,0,0,0,0,39
COMBAYA,atencion odontologica,medidas preventivas,2017-01-01,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
CONCEPCION,atencion odontologica,medidas preventivas,2017-01-01,1,1,3,1,4,3,2,2,0,0,0,0,0,0,17
COPACABANA,atencion odontologica,medidas preventivas,2017-01-01,19,12,2,7,0,5,0,11,0,0,0,0,0,0,56
CORIPATA,atencion odontologica,medidas preventivas,2017-01-01,22,16,3,4,1,2,2,3,0,0,0,0,0,0,53
CORO CORO,atencion odontologica,medidas preventivas,2017-01-01,6,5,7,17,2,4,12,7,0,0,0,0,0,0,60
COROICO,atencion odontologica,medidas preventivas,2017-01-01,2,0,5,6,1,2,1,5,0,0,0,0,0,0,22
CORQUE,atencion odontologica,medidas preventivas,2017-01-01,3,5,0,0,0,0,0,4,0,2,0,0,0,0,14
COTAGAITA,atencion odontologica,medidas preventivas,2017-01-01,57,47,24,36,9,31,41,67,12,20,0,0,0,0,344
CUATRO CAÑADAS,atencion odontologica,medidas preventivas,2017-01-01,86,120,3,1,0,7,0,26,6,9,0,0,0,0,258
CUCHUMUELA (V. G. VILLARROEL),atencion odontologica,medidas preventivas,2017-01-01,4,2,0,1,0,6,0,5,0,1,0,0,0,0,19
CUEVO,atencion odontologica,medidas preventivas,2017-01-01,12,5,3,4,0,1,1,11,0,0,0,0,0,0,37
CULPINA,atencion odontologica,medidas preventivas,2017-01-01,45,21,0,0,0,3,0,3,0,0,0,0,0,0,72
CURAHUARA DE CARANGAS,atencion odontologica,medidas preventivas,2017-01-01,8,7,2,0,0,0,0,2,2,0,0,0,0,0,21
CURVA,atencion odontologica,medidas preventivas,2017-01-01,23,30,0,0,0,0,0,1,0,0,0,0,0,0,54
DESAGUADERO,atencion odontologica,medidas preventivas,2017-01-01,10,3,0,0,0,0,0,0,0,0,0,0,0,0,13
EL ALTO,atencion odontologica,medidas preventivas,2017-01-01,555,574,1235,1405,468,640,273,620,65,39,0,0,0,0,5874
EL CHORO,atencion odontologica,medidas preventivas,2017-01-01,39,27,5,2,0,2,1,5,1,1,0,0,0,0,83
EL PUENTE(STC),atencion odontologica,medidas preventivas,2017-01-01,7,4,0,0,0,0,0,4,1,0,0,0,0,0,16
EL PUENTE(TJA),atencion odontologica,medidas preventivas,2017-01-01,0,2,16,0,13,5,1,4,1,0,0,0,0,0,42
EL TORNO,atencion odontologica,medidas preventivas,2017-01-01,263,298,53,59,6,22,11,52,3,1,0,0,0,0,768
EL VILLAR,atencion odontologica,medidas preventivas,2017-01-01,1,3,0,0,0,0,0,0,0,0,0,0,0,0,4
ENTRE RIOS TRJ,atencion odontologica,medidas preventivas,2017-01-01,27,21,9,11,24,3,0,9,7,10,0,0,0,0,121
ENTRE RIOS CBBA,atencion odontologica,medidas preventivas,2017-01-01,23,17,0,3,6,0,0,3,0,0,0,0,0,0,52
ESCARA,atencion odontologica,medidas preventivas,2017-01-01,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3
EUCALIPTUS,atencion odontologica,medidas preventivas,2017-01-01,0,8,5,3,0,0,0,0,0,0,0,0,0,0,16
FERNANDEZ ALONSO,atencion odontologica,medidas preventivas,2017-01-01,7,9,0,3,0,2,1,5,1,0,0,0,0,0,28
FILADELFIA,atencion odontologica,medidas preventivas,2017-01-01,9,8,13,17,0,0,1,0,0,0,0,0,0,0,48
GENERAL SAAVEDRA,atencion odontologica,medidas preventivas,2017-01-01,0,0,0,2,0,0,0,0,0,0,0,0,0,0,2
GRAL. J.J. PEREZ (CHARAZANI),atencion odontologica,medidas preventivas,2017-01-01,6,4,0,0,0,1,0,3,2,6,0,0,0,0,22
GUANAY,atencion odontologica,medidas preventivas,2017-01-01,31,21,0,0,1,0,0,4,0,0,0,0,0,0,57
GUAQUI,atencion odontologica,medidas preventivas,2017-01-01,12,8,3,3,4,16,7,22,18,26,0,0,0,0,119
GUAYARAMERIN,atencion odontologica,medidas preventivas,2017-01-01,7,5,0,9,0,4,1,15,0,0,0,0,0,0,41
GUTIERREZ,atencion odontologica,medidas preventivas,2017-01-01,21,26,0,0,0,0,0,0,7,4,0,0,0,0,58
HUACARETA,atencion odontologica,medidas preventivas,2017-01-01,7,1,0,0,0,0,0,0,0,0,0,0,0,0,8
HUACAYA (VILLA DE HUACAYA),atencion odontologica,medidas preventivas,2017-01-01,12,15,2,2,0,0,0,3,0,0,0,0,0,0,34
HUACHACALLA,atencion odontologica,medidas preventivas,2017-01-01,2,17,7,0,0,2,0,5,2,3,0,0,0,0,38
HUANUNI,atencion odontologica,medidas preventivas,2017-01-01,68,70,123,121,62,93,77,46,9,4,0,0,0,0,673
HUARACAJE,atencion odontologica,medidas preventivas,2017-01-01,0,1,7,3,2,5,2,6,0,0,0,0,0,0,26
HUARINA,atencion odontologica,medidas preventivas,2017-01-01,4,20,0,3,1,0,1,4,1,0,0,0,0,0,34
HUATAJATA,atencion odontologica,medidas preventivas,2017-01-01,14,11,0,0,0,2,0,6,1,4,0,0,0,0,38
HUAYLLAMARCA,atencion odontologica,medidas preventivas,2017-01-01,3,4,10,9,4,3,0,0,0,0,0,0,0,0,33
HUMANATA,atencion odontologica,medidas preventivas,2017-01-01,6,2,0,0,0,0,1,0,9,13,0,0,0,0,31
ICHOCA,atencion odontologica,medidas preventivas,2017-01-01,34,36,0,0,0,0,0,1,2,0,0,0,0,0,73
ICLA,atencion odontologica,medidas preventivas,2017-01-01,79,66,2,2,2,11,5,8,2,0,0,0,0,0,177
INCAHUASI,atencion odontologica,medidas preventivas,2017-01-01,6,10,2,1,0,0,1,3,0,0,0,0,0,0,23
INGAVI (HUMAITA),atencion odontologica,medidas preventivas,2017-01-01,17,22,0,0,0,0,0,1,0,0,0,0,0,0,40
INQUISIVI,atencion odontologica,medidas preventivas,2017-01-01,13,6,1,4,0,0,0,5,0,1,0,0,0,0,30
IRUPANA (VILLA DE LANZA),atencion odontologica,medidas preventivas,2017-01-01,40,56,2,9,0,2,1,4,3,3,0,0,0,0,120
IXIAMAS,atencion odontologica,medidas preventivas,2017-01-01,0,18,3,5,0,1,4,2,0,3,0,0,0,0,36
JESUS DE MACHACA,atencion odontologica,medidas preventivas,2017-01-01,21,20,2,4,2,6,0,4,1,0,0,0,0,0,60
LA ASUNTA,atencion odontologica,medidas preventivas,2017-01-01,43,35,2,8,0,6,3,21,0,0,0,0,0,0,118
LA GUARDIA,atencion odontologica,medidas preventivas,2017-01-01,159,201,9,3,1,5,3,10,1,4,0,0,0,0,396
LA PAZ,atencion odontologica,medidas preventivas,2017-01-01,901,876,1021,1101,381,508,586,964,216,131,0,0,0,0,6685
LA RIVERA,atencion odontologica,medidas preventivas,2017-01-01,5,9,5,2,0,8,0,0,0,0,0,0,0,0,29
LAJA,atencion odontologica,medidas preventivas,2017-01-01,13,22,2,4,4,2,1,1,0,2,0,0,0,0,51
LAS CARRERAS,atencion odontologica,medidas preventivas,2017-01-01,1,0,3,0,0,3,1,0,0,0,0,0,0,0,8
LICOMA PAMPA,atencion odontologica,medidas preventivas,2017-01-01,14,7,1,0,0,0,0,2,3,5,0,0,0,0,32
LLALLAGUA,atencion odontologica,medidas preventivas,2017-01-01,94,101,38,71,35,41,37,59,12,5,0,0,0,0,493
LORETO,atencion odontologica,medidas preventivas,2017-01-01,2,4,12,11,0,1,8,9,1,0,0,0,0,0,48
LURIBAY,atencion odontologica,medidas preventivas,2017-01-01,2,2,1,1,0,1,0,1,1,2,0,0,0,0,11
MACHACAMARCA,atencion odontologica,medidas preventivas,2017-01-01,17,4,56,37,10,18,2,21,1,1,0,0,0,0,167
MACHARETI,atencion odontologica,medidas preventivas,2017-01-01,6,3,3,1,2,2,0,2,0,0,0,0,0,0,19
MAGDALENA,atencion odontologica,medidas preventivas,2017-01-01,11,4,9,10,0,1,0,3,0,0,0,0,0,0,38
MAIRANA,atencion odontologica,medidas preventivas,2017-01-01,21,23,21,36,4,2,2,22,11,10,0,0,0,0,152
MALLA,atencion odontologica,medidas preventivas,2017-01-01,15,17,0,0,0,0,0,0,0,0,0,0,0,0,32
MAPIRI,atencion odontologica,medidas preventivas,2017-01-01,12,10,0,0,0,15,0,35,0,0,0,0,0,0,72
MECAPACA,atencion odontologica,medidas preventivas,2017-01-01,28,42,1,1,0,1,1,9,1,1,0,0,0,0,85
MINEROS,atencion odontologica,medidas preventivas,2017-01-01,30,23,0,0,0,15,0,26,0,0,0,0,0,0,94
MIZQUE,atencion odontologica,medidas preventivas,2017-01-01,80,67,16,15,6,4,0,1,1,0,0,0,0,0,190
MOCOMOCO,atencion odontologica,medidas preventivas,2017-01-01,1,1,0,0,0,1,2,5,0,0,0,0,0,0,10
MOJINETE,atencion odontologica,medidas preventivas,2017-01-01,0,0,0,2,1,0,0,0,0,0,0,0,0,0,3
MOJOCOYA,atencion odontologica,medidas preventivas,2017-01-01,11,18,2,7,6,3,6,11,1,0,0,0,0,0,65
MONTEAGUDO,atencion odontologica,medidas preventivas,2017-01-01,106,81,6,14,0,10,7,15,0,0,0,0,0,0,239
MONTERO,atencion odontologica,medidas preventivas,2017-01-01,196,239,138,193,53,126,31,204,54,41,0,0,0,0,1275
MORO MORO,atencion odontologica,medidas preventivas,2017-01-01,17,10,0,0,0,0,1,0,0,0,0,0,0,0,28
MOROCHATA,atencion odontologica,medidas preventivas,2017-01-01,29,33,1,0,0,5,1,21,19,12,0,0,0,0,121
NACEBE (SANTA ROSA DEL ABUNA),atencion odontologica,medidas preventivas,2017-01-01,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
NUEVO MANOA (NUEVA ESPERANZA),atencion odontologica,medidas preventivas,2017-01-01,5,0,0,0,0,0,0,0,0,0,0,0,0,0,5
OCURI,atencion odontologica,medidas preventivas,2017-01-01,15,12,7,0,0,2,0,8,16,22,0,0,0,0,82
OKINAWA,atencion odontologica,medidas preventivas,2017-01-01,4,4,0,0,0,0,0,0,0,0,0,0,0,0,8
ORURO,atencion odontologica,medidas preventivas,2017-01-01,342,337,375,447,171,232,372,584,91,40,0,0,0,0,2991
PADCAYA,atencion odontologica,medidas preventivas,2017-01-01,0,3,6,5,2,8,2,0,0,0,0,0,0,0,26
PADILLA,atencion odontologica,medidas preventivas,2017-01-01,11,5,9,11,1,1,0,1,0,0,0,0,0,0,39
PAILON,atencion odontologica,medidas preventivas,2017-01-01,3,4,4,2,2,1,2,3,0,0,0,0,0,0,21
PALCA,atencion odontologica,medidas preventivas,2017-01-01,74,80,4,6,0,2,1,10,0,1,0,0,0,0,178
PALOS BLANCOS,atencion odontologica,medidas preventivas,2017-01-01,22,33,11,13,10,27,20,59,14,10,0,0,0,0,219
PAMPA GRANDE,atencion odontologica,medidas preventivas,2017-01-01,32,38,1,3,0,0,0,10,0,0,0,0,0,0,84
PAPEL PAMPA,atencion odontologica,medidas preventivas,2017-01-01,14,7,1,3,0,0,0,3,0,0,0,0,0,0,28
PASORAPA,atencion odontologica,medidas preventivas,2017-01-01,4,4,4,4,2,3,8,5,3,2,0,0,0,0,39
PATACAMAYA,atencion odontologica,medidas preventivas,2017-01-01,7,12,5,2,0,0,0,0,0,0,0,0,0,0,26
PAZÑA,atencion odontologica,medidas preventivas,2017-01-01,9,6,7,12,0,0,4,7,3,4,0,0,0,0,52
PELECHUCO,atencion odontologica,medidas preventivas,2017-01-01,39,49,0,1,0,4,1,7,0,0,0,0,0,0,101
POCOATA,atencion odontologica,medidas preventivas,2017-01-01,38,46,0,0,0,0,0,8,5,16,0,0,0,0,113
POCONA,atencion odontologica,medidas preventivas,2017-01-01,8,7,1,2,1,8,0,0,0,0,0,0,0,0,27
POJO (CBBA),atencion odontologica,medidas preventivas,2017-01-01,4,4,1,8,0,1,2,3,1,1,0,0,0,0,25
POOPO,atencion odontologica,medidas preventivas,2017-01-01,3,4,13,16,2,5,5,13,0,1,0,0,0,0,62
PORCO,atencion odontologica,medidas preventivas,2017-01-01,13,16,2,3,0,0,1,1,0,0,0,0,0,0,36
POROMA,atencion odontologica,medidas preventivas,2017-01-01,24,19,0,3,0,0,0,1,0,0,0,0,0,0,47
PORONGO,atencion odontologica,medidas preventivas,2017-01-01,32,28,1,3,0,6,9,18,26,50,0,0,0,0,173
PORTACHUELO,atencion odontologica,medidas preventivas,2017-01-01,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
PORVENIR,atencion odontologica,medidas preventivas,2017-01-01,23,27,2,4,0,2,0,0,0,0,0,0,0,0,58
POTOSI,atencion odontologica,medidas preventivas,2017-01-01,239,215,41,30,20,51,44,78,8,21,0,0,0,0,747
PRESTO,atencion odontologica,medidas preventivas,2017-01-01,18,8,0,0,0,0,0,0,0,0,0,0,0,0,26
PUCARA,atencion odontologica,medidas preventivas,2017-01-01,11,7,1,0,0,0,0,0,0,1,0,0,0,0,20
PUCARANI,atencion odontologica,medidas preventivas,2017-01-01,32,45,1,6,0,5,2,42,1,2,0,0,0,0,136
PUERTO ACOSTA,atencion odontologica,medidas preventivas,2017-01-01,4,2,0,0,0,0,0,0,0,0,0,0,0,0,6
PUERTO CARABUCO,atencion odontologica,medidas preventivas,2017-01-01,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
PUERTO GONZALO MORENO,atencion odontologica,medidas preventivas,2017-01-01,49,48,13,19,3,14,3,35,2,2,0,0,0,0,188
PUERTO QUIJARRO,atencion odontologica,medidas preventivas,2017-01-01,22,9,0,0,0,0,0,0,0,0,0,0,0,0,31
PUERTO RICO,atencion odontologica,medidas preventivas,2017-01-01,29,29,10,19,0,2,0,0,0,0,0,0,0,0,89
PUERTO SUAREZ,atencion odontologica,medidas preventivas,2017-01-01,2,1,0,0,0,0,0,0,0,0,0,0,0,0,3
PUERTO VILLARROEL,atencion odontologica,medidas preventivas,2017-01-01,103,100,22,16,0,4,0,4,4,0,0,0,0,0,253
PUNA,atencion odontologica,medidas preventivas,2017-01-01,2,1,0,0,0,0,0,0,0,0,0,0,0,0,3
PUNATA,atencion odontologica,medidas preventivas,2017-01-01,88,73,125,28,19,29,48,144,19,23,0,0,0,0,596
QUIABAYA,atencion odontologica,medidas preventivas,2017-01-01,5,8,0,0,0,0,0,1,0,0,0,0,0,0,14
QUILLACOLLO,atencion odontologica,medidas preventivas,2017-01-01,464,507,324,389,178,288,210,414,99,99,0,0,0,0,2972
QUIME,atencion odontologica,medidas preventivas,2017-01-01,29,26,8,9,1,3,0,0,0,0,0,0,0,0,76
RAVELO,atencion odontologica,medidas preventivas,2017-01-01,17,32,0,0,0,0,0,0,0,0,0,0,0,0,49
REYES,atencion odontologica,medidas preventivas,2017-01-01,7,11,21,42,5,10,6,14,0,1,0,0,0,0,117
RIBERALTA,atencion odontologica,medidas preventivas,2017-01-01,36,44,10,7,3,27,1,41,16,22,0,0,0,0,207
ROBORE,atencion odontologica,medidas preventivas,2017-01-01,0,0,12,0,0,2,0,0,0,0,0,0,0,0,14
RURRENABAQUE,atencion odontologica,medidas preventivas,2017-01-01,56,60,70,72,54,63,63,66,25,22,0,0,0,0,551
SABAYA,atencion odontologica,medidas preventivas,2017-01-01,3,6,2,6,0,0,0,2,0,0,0,0,0,0,19
SACABA,atencion odontologica,medidas preventivas,2017-01-01,218,213,830,931,212,402,110,279,82,86,0,0,0,0,3363
SACABAMBA,atencion odontologica,medidas preventivas,2017-01-01,0,2,0,0,0,0,0,0,0,0,0,0,0,0,2
SACACA,atencion odontologica,medidas preventivas,2017-01-01,9,2,0,0,0,0,0,3,0,0,0,0,0,0,14
SAIPINA,atencion odontologica,medidas preventivas,2017-01-01,3,7,4,2,1,0,0,0,0,0,0,0,0,0,17
SALINAS DE GARCI MENDOZA,atencion odontologica,medidas preventivas,2017-01-01,46,54,24,19,2,14,15,26,41,37,0,0,0,0,278
SAMAIPATA,atencion odontologica,medidas preventivas,2017-01-01,7,4,0,0,0,0,0,0,0,0,0,0,0,0,11
SAN AGUSTIN,atencion odontologica,medidas preventivas,2017-01-01,0,4,0,0,0,0,0,0,0,0,0,0,0,0,4
SAN ANDRES,atencion odontologica,medidas preventivas,2017-01-01,13,10,10,9,0,5,0,3,0,0,0,0,0,0,50
SAN ANDRES DE MACHACA,atencion odontologica,medidas preventivas,2017-01-01,19,9,1,1,0,1,0,3,0,0,0,0,0,0,34
SAN ANTONIO DE LOMERIO,atencion odontologica,medidas preventivas,2017-01-01,13,16,1,0,0,0,0,0,0,0,0,0,0,0,30
SAN BENITO,atencion odontologica,medidas preventivas,2017-01-01,16,35,19,6,0,18,9,34,10,12,0,0,0,0,159
SAN BORJA,atencion odontologica,medidas preventivas,2017-01-01,28,33,2,3,1,12,7,37,4,3,0,0,0,0,130
SAN BUENA VENTURA,atencion odontologica,medidas preventivas,2017-01-01,2,3,0,3,0,3,2,3,0,0,0,0,0,0,16
SAN CARLOS,atencion odontologica,medidas preventivas,2017-01-01,6,5,0,0,0,0,0,0,0,0,0,0,0,0,11
SAN IGNACIO,atencion odontologica,medidas preventivas,2017-01-01,9,9,90,89,11,27,17,26,0,0,0,0,0,0,278
