municipality,group,variable,month,Píldora: Usuarias Nuevas,TOTAL
BOLPEBRA,"anticoncepcion, prevencionde its y de cancer de cuello uterino",pildora: usuarias nuevas,2008-01-01,3,3
BOYUIBE,"anticoncepcion, prevencionde its y de cancer de cuello uterino",pildora: usuarias nuevas,2008-01-01,1,1
BUENA VISTA,"anticoncepcion, prevencionde its y de cancer de cuello uterino",pildora: usuarias nuevas,2008-01-01,20,20
CABEZAS,"anticoncepcion, prevencionde its y de cancer de cuello uterino",pildora: usuarias nuevas,2008-01-01,15,15
CAJUATA,"anticoncepcion, prevencionde its y de cancer de cuello uterino",pildora: usuarias nuevas,2008-01-01,1,1
CALAMARCA,"anticoncepcion, prevencionde its y de cancer de cuello uterino",pildora: usuarias nuevas,2008-01-01,2,2
CAMARGO,"anticoncepcion, prevencionde its y de cancer de cuello uterino",pildora: usuarias nuevas,2008-01-01,5,5
CAMIRI,"anticoncepcion, prevencionde its y de cancer de cuello uterino",pildora: usuarias nuevas,2008-01-01,7,7
CAPINOTA,"anticoncepcion, prevencionde its y de cancer de cuello uterino",pildora: usuarias nuevas,2008-01-01,1,1
CARACOLLO,"anticoncepcion, prevencionde its y de cancer de cuello uterino",pildora: usuarias nuevas,2008-01-01,3,3
CARANAVI,"anticoncepcion, prevencionde its y de cancer de cuello uterino",pildora: usuarias nuevas,2008-01-01,4,4
CARAPARI,"anticoncepcion, prevencionde its y de cancer de cuello uterino",pildora: usuarias nuevas,2008-01-01,2,2
CARMEN RIVERO TORREZ,"anticoncepcion, prevencionde its y de cancer de cuello uterino",pildora: usuarias nuevas,2008-01-01,6,6
CHALLAPATA,"anticoncepcion, prevencionde its y de cancer de cuello uterino",pildora: usuarias nuevas,2008-01-01,1,1
CHARAGUA,"anticoncepcion, prevencionde its y de cancer de cuello uterino",pildora: usuarias nuevas,2008-01-01,16,16
CHIMORE,"anticoncepcion, prevencionde its y de cancer de cuello uterino",pildora: usuarias nuevas,2008-01-01,7,7
CHIPAYA,"anticoncepcion, prevencionde its y de cancer de cuello uterino",pildora: usuarias nuevas,2008-01-01,1,1
CHUMA,"anticoncepcion, prevencionde its y de cancer de cuello uterino",pildora: usuarias nuevas,2008-01-01,2,2
CLIZA,"anticoncepcion, prevencionde its y de cancer de cuello uterino",pildora: usuarias nuevas,2008-01-01,1,1
COBIJA,"anticoncepcion, prevencionde its y de cancer de cuello uterino",pildora: usuarias nuevas,2008-01-01,18,18
COCHABAMBA,"anticoncepcion, prevencionde its y de cancer de cuello uterino",pildora: usuarias nuevas,2008-01-01,48,48
COLCAPIRHUA,"anticoncepcion, prevencionde its y de cancer de cuello uterino",pildora: usuarias nuevas,2008-01-01,5,5
COLOMI,"anticoncepcion, prevencionde its y de cancer de cuello uterino",pildora: usuarias nuevas,2008-01-01,4,4
COLQUECHACA,"anticoncepcion, prevencionde its y de cancer de cuello uterino",pildora: usuarias nuevas,2008-01-01,6,6
COLQUIRI,"anticoncepcion, prevencionde its y de cancer de cuello uterino",pildora: usuarias nuevas,2008-01-01,2,2
COMARAPA,"anticoncepcion, prevencionde its y de cancer de cuello uterino",pildora: usuarias nuevas,2008-01-01,3,3
CONCEPCION,"anticoncepcion, prevencionde its y de cancer de cuello uterino",pildora: usuarias nuevas,2008-01-01,11,11
COPACABANA,"anticoncepcion, prevencionde its y de cancer de cuello uterino",pildora: usuarias nuevas,2008-01-01,1,1
CORO CORO,"anticoncepcion, prevencionde its y de cancer de cuello uterino",pildora: usuarias nuevas,2008-01-01,1,1
COROICO,"anticoncepcion, prevencionde its y de cancer de cuello uterino",pildora: usuarias nuevas,2008-01-01,1,1
CORQUE,"anticoncepcion, prevencionde its y de cancer de cuello uterino",pildora: usuarias nuevas,2008-01-01,1,1
COTAGAITA,"anticoncepcion, prevencionde its y de cancer de cuello uterino",pildora: usuarias nuevas,2008-01-01,5,5
COTOCA,"anticoncepcion, prevencionde its y de cancer de cuello uterino",pildora: usuarias nuevas,2008-01-01,12,12
CUATRO CAÑADAS,"anticoncepcion, prevencionde its y de cancer de cuello uterino",pildora: usuarias nuevas,2008-01-01,16,16
CULPINA,"anticoncepcion, prevencionde its y de cancer de cuello uterino",pildora: usuarias nuevas,2008-01-01,2,2
EL ALTO,"anticoncepcion, prevencionde its y de cancer de cuello uterino",pildora: usuarias nuevas,2008-01-01,120,120
EL PUENTE(STC),"anticoncepcion, prevencionde its y de cancer de cuello uterino",pildora: usuarias nuevas,2008-01-01,9,9
EL PUENTE(TJA),"anticoncepcion, prevencionde its y de cancer de cuello uterino",pildora: usuarias nuevas,2008-01-01,2,2
EL TORNO,"anticoncepcion, prevencionde its y de cancer de cuello uterino",pildora: usuarias nuevas,2008-01-01,11,11
EL VILLAR,"anticoncepcion, prevencionde its y de cancer de cuello uterino",pildora: usuarias nuevas,2008-01-01,2,2
ENTRE RIOS,"anticoncepcion, prevencionde its y de cancer de cuello uterino",pildora: usuarias nuevas,2008-01-01,4,4
ENTRE RIOS,"anticoncepcion, prevencionde its y de cancer de cuello uterino",pildora: usuarias nuevas,2008-01-01,11,11
EUCALIPTUS,"anticoncepcion, prevencionde its y de cancer de cuello uterino",pildora: usuarias nuevas,2008-01-01,1,1
FERNANDEZ ALONSO,"anticoncepcion, prevencionde its y de cancer de cuello uterino",pildora: usuarias nuevas,2008-01-01,8,8
FILADELFIA,"anticoncepcion, prevencionde its y de cancer de cuello uterino",pildora: usuarias nuevas,2008-01-01,7,7
GENERAL SAAVEDRA,"anticoncepcion, prevencionde its y de cancer de cuello uterino",pildora: usuarias nuevas,2008-01-01,12,12
GRAL. J.J. PEREZ (CHARAZANI),"anticoncepcion, prevencionde its y de cancer de cuello uterino",pildora: usuarias nuevas,2008-01-01,1,1
GUANAY,"anticoncepcion, prevencionde its y de cancer de cuello uterino",pildora: usuarias nuevas,2008-01-01,3,3
GUAQUI,"anticoncepcion, prevencionde its y de cancer de cuello uterino",pildora: usuarias nuevas,2008-01-01,3,3
GUAYARAMERIN,"anticoncepcion, prevencionde its y de cancer de cuello uterino",pildora: usuarias nuevas,2008-01-01,33,33
GUTIERREZ,"anticoncepcion, prevencionde its y de cancer de cuello uterino",pildora: usuarias nuevas,2008-01-01,5,5
HUACARETA,"anticoncepcion, prevencionde its y de cancer de cuello uterino",pildora: usuarias nuevas,2008-01-01,4,4
HUANUNI,"anticoncepcion, prevencionde its y de cancer de cuello uterino",pildora: usuarias nuevas,2008-01-01,3,3
HUARACAJE,"anticoncepcion, prevencionde its y de cancer de cuello uterino",pildora: usuarias nuevas,2008-01-01,1,1
HUAYLLAMARCA,"anticoncepcion, prevencionde its y de cancer de cuello uterino",pildora: usuarias nuevas,2008-01-01,1,1
INCAHUASI,"anticoncepcion, prevencionde its y de cancer de cuello uterino",pildora: usuarias nuevas,2008-01-01,10,10
INGAVI (HUMAITA),"anticoncepcion, prevencionde its y de cancer de cuello uterino",pildora: usuarias nuevas,2008-01-01,1,1
IRUPANA (VILLA DE LANZA),"anticoncepcion, prevencionde its y de cancer de cuello uterino",pildora: usuarias nuevas,2008-01-01,8,8
IXIAMAS,"anticoncepcion, prevencionde its y de cancer de cuello uterino",pildora: usuarias nuevas,2008-01-01,3,3
JESUS DE MACHACA,"anticoncepcion, prevencionde its y de cancer de cuello uterino",pildora: usuarias nuevas,2008-01-01,2,2
LA ASUNTA,"anticoncepcion, prevencionde its y de cancer de cuello uterino",pildora: usuarias nuevas,2008-01-01,11,11
LA GUARDIA,"anticoncepcion, prevencionde its y de cancer de cuello uterino",pildora: usuarias nuevas,2008-01-01,18,18
LA PAZ,"anticoncepcion, prevencionde its y de cancer de cuello uterino",pildora: usuarias nuevas,2008-01-01,125,125
LAGUNILLAS,"anticoncepcion, prevencionde its y de cancer de cuello uterino",pildora: usuarias nuevas,2008-01-01,5,5
LAJA,"anticoncepcion, prevencionde its y de cancer de cuello uterino",pildora: usuarias nuevas,2008-01-01,8,8
LAS CARRERAS,"anticoncepcion, prevencionde its y de cancer de cuello uterino",pildora: usuarias nuevas,2008-01-01,3,3
LLALLAGUA,"anticoncepcion, prevencionde its y de cancer de cuello uterino",pildora: usuarias nuevas,2008-01-01,2,2
LORETO,"anticoncepcion, prevencionde its y de cancer de cuello uterino",pildora: usuarias nuevas,2008-01-01,9,9
LURIBAY,"anticoncepcion, prevencionde its y de cancer de cuello uterino",pildora: usuarias nuevas,2008-01-01,3,3
MACHARETI,"anticoncepcion, prevencionde its y de cancer de cuello uterino",pildora: usuarias nuevas,2008-01-01,12,12
MAGDALENA,"anticoncepcion, prevencionde its y de cancer de cuello uterino",pildora: usuarias nuevas,2008-01-01,4,4
MAIRANA,"anticoncepcion, prevencionde its y de cancer de cuello uterino",pildora: usuarias nuevas,2008-01-01,2,2
MAPIRI,"anticoncepcion, prevencionde its y de cancer de cuello uterino",pildora: usuarias nuevas,2008-01-01,3,3
MINEROS,"anticoncepcion, prevencionde its y de cancer de cuello uterino",pildora: usuarias nuevas,2008-01-01,14,14
MIZQUE,"anticoncepcion, prevencionde its y de cancer de cuello uterino",pildora: usuarias nuevas,2008-01-01,3,3
MOCOMOCO,"anticoncepcion, prevencionde its y de cancer de cuello uterino",pildora: usuarias nuevas,2008-01-01,1,1
MOJOCOYA,"anticoncepcion, prevencionde its y de cancer de cuello uterino",pildora: usuarias nuevas,2008-01-01,13,13
MONTEAGUDO,"anticoncepcion, prevencionde its y de cancer de cuello uterino",pildora: usuarias nuevas,2008-01-01,12,12
MONTERO,"anticoncepcion, prevencionde its y de cancer de cuello uterino",pildora: usuarias nuevas,2008-01-01,43,43
MORO MORO,"anticoncepcion, prevencionde its y de cancer de cuello uterino",pildora: usuarias nuevas,2008-01-01,2,2
MOROCHATA,"anticoncepcion, prevencionde its y de cancer de cuello uterino",pildora: usuarias nuevas,2008-01-01,1,1
NACEBE (SANTA ROSA DEL ABUNA),"anticoncepcion, prevencionde its y de cancer de cuello uterino",pildora: usuarias nuevas,2008-01-01,5,5
OCURI,"anticoncepcion, prevencionde its y de cancer de cuello uterino",pildora: usuarias nuevas,2008-01-01,9,9
OKINAWA,"anticoncepcion, prevencionde its y de cancer de cuello uterino",pildora: usuarias nuevas,2008-01-01,18,18
OMEREQUE,"anticoncepcion, prevencionde its y de cancer de cuello uterino",pildora: usuarias nuevas,2008-01-01,1,1
ORURO,"anticoncepcion, prevencionde its y de cancer de cuello uterino",pildora: usuarias nuevas,2008-01-01,41,41
PADCAYA,"anticoncepcion, prevencionde its y de cancer de cuello uterino",pildora: usuarias nuevas,2008-01-01,7,7
PADILLA,"anticoncepcion, prevencionde its y de cancer de cuello uterino",pildora: usuarias nuevas,2008-01-01,4,4
PAILON,"anticoncepcion, prevencionde its y de cancer de cuello uterino",pildora: usuarias nuevas,2008-01-01,5,5
PALCA,"anticoncepcion, prevencionde its y de cancer de cuello uterino",pildora: usuarias nuevas,2008-01-01,2,2
PALOS BLANCOS,"anticoncepcion, prevencionde its y de cancer de cuello uterino",pildora: usuarias nuevas,2008-01-01,8,8
PAMPA GRANDE,"anticoncepcion, prevencionde its y de cancer de cuello uterino",pildora: usuarias nuevas,2008-01-01,1,1
PATACAMAYA,"anticoncepcion, prevencionde its y de cancer de cuello uterino",pildora: usuarias nuevas,2008-01-01,4,4
POCOATA,"anticoncepcion, prevencionde its y de cancer de cuello uterino",pildora: usuarias nuevas,2008-01-01,2,2
POJO (CBBA),"anticoncepcion, prevencionde its y de cancer de cuello uterino",pildora: usuarias nuevas,2008-01-01,4,4
PORONGO,"anticoncepcion, prevencionde its y de cancer de cuello uterino",pildora: usuarias nuevas,2008-01-01,10,10
PORTACHUELO,"anticoncepcion, prevencionde its y de cancer de cuello uterino",pildora: usuarias nuevas,2008-01-01,20,20
PORVENIR,"anticoncepcion, prevencionde its y de cancer de cuello uterino",pildora: usuarias nuevas,2008-01-01,5,5
POSTRER VALLE,"anticoncepcion, prevencionde its y de cancer de cuello uterino",pildora: usuarias nuevas,2008-01-01,2,2
POTOSI,"anticoncepcion, prevencionde its y de cancer de cuello uterino",pildora: usuarias nuevas,2008-01-01,36,36
PRESTO,"anticoncepcion, prevencionde its y de cancer de cuello uterino",pildora: usuarias nuevas,2008-01-01,1,1
PUCARA,"anticoncepcion, prevencionde its y de cancer de cuello uterino",pildora: usuarias nuevas,2008-01-01,3,3
PUCARANI,"anticoncepcion, prevencionde its y de cancer de cuello uterino",pildora: usuarias nuevas,2008-01-01,1,1
PUERTO ACOSTA,"anticoncepcion, prevencionde its y de cancer de cuello uterino",pildora: usuarias nuevas,2008-01-01,1,1
PUERTO CARABUCO,"anticoncepcion, prevencionde its y de cancer de cuello uterino",pildora: usuarias nuevas,2008-01-01,2,2
PUERTO GONZALO MORENO,"anticoncepcion, prevencionde its y de cancer de cuello uterino",pildora: usuarias nuevas,2008-01-01,6,6
PUERTO QUIJARRO,"anticoncepcion, prevencionde its y de cancer de cuello uterino",pildora: usuarias nuevas,2008-01-01,9,9
PUERTO SUAREZ,"anticoncepcion, prevencionde its y de cancer de cuello uterino",pildora: usuarias nuevas,2008-01-01,6,6
PUERTO VILLARROEL,"anticoncepcion, prevencionde its y de cancer de cuello uterino",pildora: usuarias nuevas,2008-01-01,11,11
PUNA,"anticoncepcion, prevencionde its y de cancer de cuello uterino",pildora: usuarias nuevas,2008-01-01,4,4
PUNATA,"anticoncepcion, prevencionde its y de cancer de cuello uterino",pildora: usuarias nuevas,2008-01-01,1,1
QUIABAYA,"anticoncepcion, prevencionde its y de cancer de cuello uterino",pildora: usuarias nuevas,2008-01-01,1,1
QUILLACOLLO,"anticoncepcion, prevencionde its y de cancer de cuello uterino",pildora: usuarias nuevas,2008-01-01,11,11
QUIME,"anticoncepcion, prevencionde its y de cancer de cuello uterino",pildora: usuarias nuevas,2008-01-01,2,2
QUIRUSILLAS,"anticoncepcion, prevencionde its y de cancer de cuello uterino",pildora: usuarias nuevas,2008-01-01,1,1
RAVELO,"anticoncepcion, prevencionde its y de cancer de cuello uterino",pildora: usuarias nuevas,2008-01-01,1,1
REYES,"anticoncepcion, prevencionde its y de cancer de cuello uterino",pildora: usuarias nuevas,2008-01-01,13,13
RIBERALTA,"anticoncepcion, prevencionde its y de cancer de cuello uterino",pildora: usuarias nuevas,2008-01-01,37,37
ROBORE,"anticoncepcion, prevencionde its y de cancer de cuello uterino",pildora: usuarias nuevas,2008-01-01,8,8
RURRENABAQUE,"anticoncepcion, prevencionde its y de cancer de cuello uterino",pildora: usuarias nuevas,2008-01-01,6,6
SACABA,"anticoncepcion, prevencionde its y de cancer de cuello uterino",pildora: usuarias nuevas,2008-01-01,14,14
SACACA,"anticoncepcion, prevencionde its y de cancer de cuello uterino",pildora: usuarias nuevas,2008-01-01,2,2
SAIPINA,"anticoncepcion, prevencionde its y de cancer de cuello uterino",pildora: usuarias nuevas,2008-01-01,1,1
SAN AGUSTIN,"anticoncepcion, prevencionde its y de cancer de cuello uterino",pildora: usuarias nuevas,2008-01-01,2,2
SAN ANDRES,"anticoncepcion, prevencionde its y de cancer de cuello uterino",pildora: usuarias nuevas,2008-01-01,6,6
SAN ANDRES DE MACHACA,"anticoncepcion, prevencionde its y de cancer de cuello uterino",pildora: usuarias nuevas,2008-01-01,1,1
SAN ANTONIO DE LOMERIO,"anticoncepcion, prevencionde its y de cancer de cuello uterino",pildora: usuarias nuevas,2008-01-01,2,2
SAN BENITO,"anticoncepcion, prevencionde its y de cancer de cuello uterino",pildora: usuarias nuevas,2008-01-01,1,1
SAN BORJA,"anticoncepcion, prevencionde its y de cancer de cuello uterino",pildora: usuarias nuevas,2008-01-01,12,12
SAN BUENA VENTURA,"anticoncepcion, prevencionde its y de cancer de cuello uterino",pildora: usuarias nuevas,2008-01-01,6,6
SAN CARLOS,"anticoncepcion, prevencionde its y de cancer de cuello uterino",pildora: usuarias nuevas,2008-01-01,7,7
SAN IGNACIO,"anticoncepcion, prevencionde its y de cancer de cuello uterino",pildora: usuarias nuevas,2008-01-01,9,9
SAN IGNACIO DE VELASCO,"anticoncepcion, prevencionde its y de cancer de cuello uterino",pildora: usuarias nuevas,2008-01-01,17,17
SAN JAVIER(BNI),"anticoncepcion, prevencionde its y de cancer de cuello uterino",pildora: usuarias nuevas,2008-01-01,7,7
SAN JAVIER(STC),"anticoncepcion, prevencionde its y de cancer de cuello uterino",pildora: usuarias nuevas,2008-01-01,5,5
SAN JOAQUIN,"anticoncepcion, prevencionde its y de cancer de cuello uterino",pildora: usuarias nuevas,2008-01-01,1,1
SAN JOSE DE CHIQUITOS,"anticoncepcion, prevencionde its y de cancer de cuello uterino",pildora: usuarias nuevas,2008-01-01,4,4
SAN JUAN DE YAPACANI,"anticoncepcion, prevencionde its y de cancer de cuello uterino",pildora: usuarias nuevas,2008-01-01,11,11
SAN JULIAN,"anticoncepcion, prevencionde its y de cancer de cuello uterino",pildora: usuarias nuevas,2008-01-01,26,26
SAN LORENZO(TJA),"anticoncepcion, prevencionde its y de cancer de cuello uterino",pildora: usuarias nuevas,2008-01-01,8,8
SAN LUCAS,"anticoncepcion, prevencionde its y de cancer de cuello uterino",pildora: usuarias nuevas,2008-01-01,9,9
SAN MATIAS,"anticoncepcion, prevencionde its y de cancer de cuello uterino",pildora: usuarias nuevas,2008-01-01,8,8
SAN MIGUEL DE VELASCO,"anticoncepcion, prevencionde its y de cancer de cuello uterino",pildora: usuarias nuevas,2008-01-01,8,8
SAN PABLO DE LIPEZ,"anticoncepcion, prevencionde its y de cancer de cuello uterino",pildora: usuarias nuevas,2008-01-01,2,2
SAN PEDRO,"anticoncepcion, prevencionde its y de cancer de cuello uterino",pildora: usuarias nuevas,2008-01-01,7,7
SAN PEDRO DE CURAHUARA,"anticoncepcion, prevencionde its y de cancer de cuello uterino",pildora: usuarias nuevas,2008-01-01,1,1
SAN PEDRO(PND),"anticoncepcion, prevencionde its y de cancer de cuello uterino",pildora: usuarias nuevas,2008-01-01,1,1
SAN RAFAEL,"anticoncepcion, prevencionde its y de cancer de cuello uterino",pildora: usuarias nuevas,2008-01-01,3,3
SAN RAMON,"anticoncepcion, prevencionde its y de cancer de cuello uterino",pildora: usuarias nuevas,2008-01-01,8,8
SAN RAMON,"anticoncepcion, prevencionde its y de cancer de cuello uterino",pildora: usuarias nuevas,2008-01-01,1,1
SANTA ANA,"anticoncepcion, prevencionde its y de cancer de cuello uterino",pildora: usuarias nuevas,2008-01-01,20,20
SANTA CRUZ DE LA SIERRA,"anticoncepcion, prevencionde its y de cancer de cuello uterino",pildora: usuarias nuevas,2008-01-01,182,182
SANTA ROSA,"anticoncepcion, prevencionde its y de cancer de cuello uterino",pildora: usuarias nuevas,2008-01-01,37,37
SANTA ROSA DEL SARA,"anticoncepcion, prevencionde its y de cancer de cuello uterino",pildora: usuarias nuevas,2008-01-01,15,15
SANTIAGO DE CALLAPA,"anticoncepcion, prevencionde its y de cancer de cuello uterino",pildora: usuarias nuevas,2008-01-01,1,1
SANTIAGO DE HUARI,"anticoncepcion, prevencionde its y de cancer de cuello uterino",pildora: usuarias nuevas,2008-01-01,2,2
SANTIAGO DE MACHACA,"anticoncepcion, prevencionde its y de cancer de cuello uterino",pildora: usuarias nuevas,2008-01-01,1,1
SANTIVAÑES,"anticoncepcion, prevencionde its y de cancer de cuello uterino",pildora: usuarias nuevas,2008-01-01,1,1
SAPAHAQUI,"anticoncepcion, prevencionde its y de cancer de cuello uterino",pildora: usuarias nuevas,2008-01-01,2,2
SIPE SIPE,"anticoncepcion, prevencionde its y de cancer de cuello uterino",pildora: usuarias nuevas,2008-01-01,10,10
SOPACHUY,"anticoncepcion, prevencionde its y de cancer de cuello uterino",pildora: usuarias nuevas,2008-01-01,4,4
SORATA,"anticoncepcion, prevencionde its y de cancer de cuello uterino",pildora: usuarias nuevas,2008-01-01,5,5
SUCRE,"anticoncepcion, prevencionde its y de cancer de cuello uterino",pildora: usuarias nuevas,2008-01-01,36,36
TACACOMA,"anticoncepcion, prevencionde its y de cancer de cuello uterino",pildora: usuarias nuevas,2008-01-01,10,10
TACOBAMBA,"anticoncepcion, prevencionde its y de cancer de cuello uterino",pildora: usuarias nuevas,2008-01-01,2,2
TACOPAYA,"anticoncepcion, prevencionde its y de cancer de cuello uterino",pildora: usuarias nuevas,2008-01-01,2,2
TAPACARI,"anticoncepcion, prevencionde its y de cancer de cuello uterino",pildora: usuarias nuevas,2008-01-01,6,6
TARACO,"anticoncepcion, prevencionde its y de cancer de cuello uterino",pildora: usuarias nuevas,2008-01-01,1,1
TARIJA,"anticoncepcion, prevencionde its y de cancer de cuello uterino",pildora: usuarias nuevas,2008-01-01,58,58
TARVITA,"anticoncepcion, prevencionde its y de cancer de cuello uterino",pildora: usuarias nuevas,2008-01-01,13,13
TEOPONTE,"anticoncepcion, prevencionde its y de cancer de cuello uterino",pildora: usuarias nuevas,2008-01-01,1,1
TIAWANACU,"anticoncepcion, prevencionde its y de cancer de cuello uterino",pildora: usuarias nuevas,2008-01-01,1,1
TINGUIPAYA,"anticoncepcion, prevencionde its y de cancer de cuello uterino",pildora: usuarias nuevas,2008-01-01,6,6
TIPUANI,"anticoncepcion, prevencionde its y de cancer de cuello uterino",pildora: usuarias nuevas,2008-01-01,4,4
TIQUIPAYA,"anticoncepcion, prevencionde its y de cancer de cuello uterino",pildora: usuarias nuevas,2008-01-01,5,5
TIRAQUE (CBBA),"anticoncepcion, prevencionde its y de cancer de cuello uterino",pildora: usuarias nuevas,2008-01-01,2,2
TOLEDO,"anticoncepcion, prevencionde its y de cancer de cuello uterino",pildora: usuarias nuevas,2008-01-01,2,2
TOMAVE,"anticoncepcion, prevencionde its y de cancer de cuello uterino",pildora: usuarias nuevas,2008-01-01,6,6
TOMINA,"anticoncepcion, prevencionde its y de cancer de cuello uterino",pildora: usuarias nuevas,2008-01-01,10,10
TORO TORO,"anticoncepcion, prevencionde its y de cancer de cuello uterino",pildora: usuarias nuevas,2008-01-01,3,3
TOTORA(CBBA),"anticoncepcion, prevencionde its y de cancer de cuello uterino",pildora: usuarias nuevas,2008-01-01,2,2
TOTORA(ORR),"anticoncepcion, prevencionde its y de cancer de cuello uterino",pildora: usuarias nuevas,2008-01-01,2,2
TRINIDAD,"anticoncepcion, prevencionde its y de cancer de cuello uterino",pildora: usuarias nuevas,2008-01-01,34,34
TUPIZA,"anticoncepcion, prevencionde its y de cancer de cuello uterino",pildora: usuarias nuevas,2008-01-01,6,6
TURCO,"anticoncepcion, prevencionde its y de cancer de cuello uterino",pildora: usuarias nuevas,2008-01-01,2,2
UNCIA,"anticoncepcion, prevencionde its y de cancer de cuello uterino",pildora: usuarias nuevas,2008-01-01,6,6
URIONDO (A. CONCEPCION),"anticoncepcion, prevencionde its y de cancer de cuello uterino",pildora: usuarias nuevas,2008-01-01,8,8
URUBICHA,"anticoncepcion, prevencionde its y de cancer de cuello uterino",pildora: usuarias nuevas,2008-01-01,4,4
UYUNI,"anticoncepcion, prevencionde its y de cancer de cuello uterino",pildora: usuarias nuevas,2008-01-01,2,2
VALLEGRANDE,"anticoncepcion, prevencionde its y de cancer de cuello uterino",pildora: usuarias nuevas,2008-01-01,6,6
VIACHA,"anticoncepcion, prevencionde its y de cancer de cuello uterino",pildora: usuarias nuevas,2008-01-01,9,9
VILLA MONTES,"anticoncepcion, prevencionde its y de cancer de cuello uterino",pildora: usuarias nuevas,2008-01-01,12,12
VILLA SERRANO,"anticoncepcion, prevencionde its y de cancer de cuello uterino",pildora: usuarias nuevas,2008-01-01,6,6
VILLA TUNARI,"anticoncepcion, prevencionde its y de cancer de cuello uterino",pildora: usuarias nuevas,2008-01-01,36,36
VILLA VACA GUZMAN (MUYUPAMPA),"anticoncepcion, prevencionde its y de cancer de cuello uterino",pildora: usuarias nuevas,2008-01-01,7,7
VILLAZON,"anticoncepcion, prevencionde its y de cancer de cuello uterino",pildora: usuarias nuevas,2008-01-01,10,10
VINTO,"anticoncepcion, prevencionde its y de cancer de cuello uterino",pildora: usuarias nuevas,2008-01-01,4,4
VITICHI,"anticoncepcion, prevencionde its y de cancer de cuello uterino",pildora: usuarias nuevas,2008-01-01,1,1
WARNES,"anticoncepcion, prevencionde its y de cancer de cuello uterino",pildora: usuarias nuevas,2008-01-01,32,32
YACO,"anticoncepcion, prevencionde its y de cancer de cuello uterino",pildora: usuarias nuevas,2008-01-01,2,2
YACUIBA,"anticoncepcion, prevencionde its y de cancer de cuello uterino",pildora: usuarias nuevas,2008-01-01,10,10
YANACACHI,"anticoncepcion, prevencionde its y de cancer de cuello uterino",pildora: usuarias nuevas,2008-01-01,1,1
YAPACANI,"anticoncepcion, prevencionde its y de cancer de cuello uterino",pildora: usuarias nuevas,2008-01-01,15,15
YUNCHARA,"anticoncepcion, prevencionde its y de cancer de cuello uterino",pildora: usuarias nuevas,2008-01-01,2,2
ACACIO,"anticoncepcion, prevencionde its y de cancer de cuello uterino",pildora: usuarias nuevas,2008-02-01,1,1
ACHACACHI,"anticoncepcion, prevencionde its y de cancer de cuello uterino",pildora: usuarias nuevas,2008-02-01,11,11
AIQUILE,"anticoncepcion, prevencionde its y de cancer de cuello uterino",pildora: usuarias nuevas,2008-02-01,34,34
ALCALA,"anticoncepcion, prevencionde its y de cancer de cuello uterino",pildora: usuarias nuevas,2008-02-01,2,2
