municipality,group,variable,month,Píldora: Usuarias Continuas,TOTAL
GUAYARAMERIN,"anticoncepcion, prevencionde its y de cancer de cuello uterino",pildora: usuarias continuas,2008-01-01,38,38
GUTIERREZ,"anticoncepcion, prevencionde its y de cancer de cuello uterino",pildora: usuarias continuas,2008-01-01,14,14
HUACARETA,"anticoncepcion, prevencionde its y de cancer de cuello uterino",pildora: usuarias continuas,2008-01-01,12,12
HUACAYA (VILLA DE HUACAYA),"anticoncepcion, prevencionde its y de cancer de cuello uterino",pildora: usuarias continuas,2008-01-01,3,3
HUACHACALLA,"anticoncepcion, prevencionde its y de cancer de cuello uterino",pildora: usuarias continuas,2008-01-01,5,5
HUANUNI,"anticoncepcion, prevencionde its y de cancer de cuello uterino",pildora: usuarias continuas,2008-01-01,1,1
HUARACAJE,"anticoncepcion, prevencionde its y de cancer de cuello uterino",pildora: usuarias continuas,2008-01-01,3,3
ICLA,"anticoncepcion, prevencionde its y de cancer de cuello uterino",pildora: usuarias continuas,2008-01-01,3,3
INCAHUASI,"anticoncepcion, prevencionde its y de cancer de cuello uterino",pildora: usuarias continuas,2008-01-01,15,15
INQUISIVI,"anticoncepcion, prevencionde its y de cancer de cuello uterino",pildora: usuarias continuas,2008-01-01,7,7
IRUPANA (VILLA DE LANZA),"anticoncepcion, prevencionde its y de cancer de cuello uterino",pildora: usuarias continuas,2008-01-01,2,2
IXIAMAS,"anticoncepcion, prevencionde its y de cancer de cuello uterino",pildora: usuarias continuas,2008-01-01,10,10
JESUS DE MACHACA,"anticoncepcion, prevencionde its y de cancer de cuello uterino",pildora: usuarias continuas,2008-01-01,2,2
LA ASUNTA,"anticoncepcion, prevencionde its y de cancer de cuello uterino",pildora: usuarias continuas,2008-01-01,10,10
LA GUARDIA,"anticoncepcion, prevencionde its y de cancer de cuello uterino",pildora: usuarias continuas,2008-01-01,71,71
LA PAZ,"anticoncepcion, prevencionde its y de cancer de cuello uterino",pildora: usuarias continuas,2008-01-01,153,153
LAGUNILLAS,"anticoncepcion, prevencionde its y de cancer de cuello uterino",pildora: usuarias continuas,2008-01-01,25,25
LAJA,"anticoncepcion, prevencionde its y de cancer de cuello uterino",pildora: usuarias continuas,2008-01-01,17,17
LICOMA PAMPA,"anticoncepcion, prevencionde its y de cancer de cuello uterino",pildora: usuarias continuas,2008-01-01,5,5
LLALLAGUA,"anticoncepcion, prevencionde its y de cancer de cuello uterino",pildora: usuarias continuas,2008-01-01,3,3
LLICA,"anticoncepcion, prevencionde its y de cancer de cuello uterino",pildora: usuarias continuas,2008-01-01,2,2
LORETO,"anticoncepcion, prevencionde its y de cancer de cuello uterino",pildora: usuarias continuas,2008-01-01,15,15
MACHARETI,"anticoncepcion, prevencionde its y de cancer de cuello uterino",pildora: usuarias continuas,2008-01-01,25,25
MAGDALENA,"anticoncepcion, prevencionde its y de cancer de cuello uterino",pildora: usuarias continuas,2008-01-01,58,58
MAIRANA,"anticoncepcion, prevencionde its y de cancer de cuello uterino",pildora: usuarias continuas,2008-01-01,18,18
MAPIRI,"anticoncepcion, prevencionde its y de cancer de cuello uterino",pildora: usuarias continuas,2008-01-01,13,13
MECAPACA,"anticoncepcion, prevencionde its y de cancer de cuello uterino",pildora: usuarias continuas,2008-01-01,3,3
MINEROS,"anticoncepcion, prevencionde its y de cancer de cuello uterino",pildora: usuarias continuas,2008-01-01,34,34
MIZQUE,"anticoncepcion, prevencionde its y de cancer de cuello uterino",pildora: usuarias continuas,2008-01-01,7,7
MOCOMOCO,"anticoncepcion, prevencionde its y de cancer de cuello uterino",pildora: usuarias continuas,2008-01-01,3,3
MOJOCOYA,"anticoncepcion, prevencionde its y de cancer de cuello uterino",pildora: usuarias continuas,2008-01-01,2,2
MONTEAGUDO,"anticoncepcion, prevencionde its y de cancer de cuello uterino",pildora: usuarias continuas,2008-01-01,30,30
MONTERO,"anticoncepcion, prevencionde its y de cancer de cuello uterino",pildora: usuarias continuas,2008-01-01,268,268
MORO MORO,"anticoncepcion, prevencionde its y de cancer de cuello uterino",pildora: usuarias continuas,2008-01-01,1,1
MOROCHATA,"anticoncepcion, prevencionde its y de cancer de cuello uterino",pildora: usuarias continuas,2008-01-01,4,4
NACEBE (SANTA ROSA DEL ABUNA),"anticoncepcion, prevencionde its y de cancer de cuello uterino",pildora: usuarias continuas,2008-01-01,7,7
OCURI,"anticoncepcion, prevencionde its y de cancer de cuello uterino",pildora: usuarias continuas,2008-01-01,2,2
OKINAWA,"anticoncepcion, prevencionde its y de cancer de cuello uterino",pildora: usuarias continuas,2008-01-01,106,106
OMEREQUE,"anticoncepcion, prevencionde its y de cancer de cuello uterino",pildora: usuarias continuas,2008-01-01,1,1
ORURO,"anticoncepcion, prevencionde its y de cancer de cuello uterino",pildora: usuarias continuas,2008-01-01,45,45
PADCAYA,"anticoncepcion, prevencionde its y de cancer de cuello uterino",pildora: usuarias continuas,2008-01-01,25,25
PADILLA,"anticoncepcion, prevencionde its y de cancer de cuello uterino",pildora: usuarias continuas,2008-01-01,3,3
PAILON,"anticoncepcion, prevencionde its y de cancer de cuello uterino",pildora: usuarias continuas,2008-01-01,12,12
PALCA,"anticoncepcion, prevencionde its y de cancer de cuello uterino",pildora: usuarias continuas,2008-01-01,4,4
PALOS BLANCOS,"anticoncepcion, prevencionde its y de cancer de cuello uterino",pildora: usuarias continuas,2008-01-01,23,23
PAMPA GRANDE,"anticoncepcion, prevencionde its y de cancer de cuello uterino",pildora: usuarias continuas,2008-01-01,13,13
PATACAMAYA,"anticoncepcion, prevencionde its y de cancer de cuello uterino",pildora: usuarias continuas,2008-01-01,10,10
PAZÑA,"anticoncepcion, prevencionde its y de cancer de cuello uterino",pildora: usuarias continuas,2008-01-01,2,2
POCOATA,"anticoncepcion, prevencionde its y de cancer de cuello uterino",pildora: usuarias continuas,2008-01-01,2,2
POJO (CBBA),"anticoncepcion, prevencionde its y de cancer de cuello uterino",pildora: usuarias continuas,2008-01-01,4,4
PORCO,"anticoncepcion, prevencionde its y de cancer de cuello uterino",pildora: usuarias continuas,2008-01-01,6,6
PORONGO,"anticoncepcion, prevencionde its y de cancer de cuello uterino",pildora: usuarias continuas,2008-01-01,35,35
PORTACHUELO,"anticoncepcion, prevencionde its y de cancer de cuello uterino",pildora: usuarias continuas,2008-01-01,88,88
PORVENIR,"anticoncepcion, prevencionde its y de cancer de cuello uterino",pildora: usuarias continuas,2008-01-01,22,22
POSTRER VALLE,"anticoncepcion, prevencionde its y de cancer de cuello uterino",pildora: usuarias continuas,2008-01-01,3,3
POTOSI,"anticoncepcion, prevencionde its y de cancer de cuello uterino",pildora: usuarias continuas,2008-01-01,72,72
PRESTO,"anticoncepcion, prevencionde its y de cancer de cuello uterino",pildora: usuarias continuas,2008-01-01,1,1
PUCARA,"anticoncepcion, prevencionde its y de cancer de cuello uterino",pildora: usuarias continuas,2008-01-01,1,1
PUCARANI,"anticoncepcion, prevencionde its y de cancer de cuello uterino",pildora: usuarias continuas,2008-01-01,3,3
PUERTO CARABUCO,"anticoncepcion, prevencionde its y de cancer de cuello uterino",pildora: usuarias continuas,2008-01-01,1,1
PUERTO GONZALO MORENO,"anticoncepcion, prevencionde its y de cancer de cuello uterino",pildora: usuarias continuas,2008-01-01,19,19
PUERTO QUIJARRO,"anticoncepcion, prevencionde its y de cancer de cuello uterino",pildora: usuarias continuas,2008-01-01,28,28
PUERTO RICO,"anticoncepcion, prevencionde its y de cancer de cuello uterino",pildora: usuarias continuas,2008-01-01,10,10
PUERTO SILES,"anticoncepcion, prevencionde its y de cancer de cuello uterino",pildora: usuarias continuas,2008-01-01,3,3
PUERTO SUAREZ,"anticoncepcion, prevencionde its y de cancer de cuello uterino",pildora: usuarias continuas,2008-01-01,22,22
PUERTO VILLARROEL,"anticoncepcion, prevencionde its y de cancer de cuello uterino",pildora: usuarias continuas,2008-01-01,17,17
PUNA,"anticoncepcion, prevencionde its y de cancer de cuello uterino",pildora: usuarias continuas,2008-01-01,11,11
PUNATA,"anticoncepcion, prevencionde its y de cancer de cuello uterino",pildora: usuarias continuas,2008-01-01,1,1
QUILLACOLLO,"anticoncepcion, prevencionde its y de cancer de cuello uterino",pildora: usuarias continuas,2008-01-01,7,7
QUIME,"anticoncepcion, prevencionde its y de cancer de cuello uterino",pildora: usuarias continuas,2008-01-01,1,1
QUIRUSILLAS,"anticoncepcion, prevencionde its y de cancer de cuello uterino",pildora: usuarias continuas,2008-01-01,10,10
RAVELO,"anticoncepcion, prevencionde its y de cancer de cuello uterino",pildora: usuarias continuas,2008-01-01,2,2
REYES,"anticoncepcion, prevencionde its y de cancer de cuello uterino",pildora: usuarias continuas,2008-01-01,16,16
RIBERALTA,"anticoncepcion, prevencionde its y de cancer de cuello uterino",pildora: usuarias continuas,2008-01-01,59,59
ROBORE,"anticoncepcion, prevencionde its y de cancer de cuello uterino",pildora: usuarias continuas,2008-01-01,31,31
RURRENABAQUE,"anticoncepcion, prevencionde its y de cancer de cuello uterino",pildora: usuarias continuas,2008-01-01,37,37
SACABA,"anticoncepcion, prevencionde its y de cancer de cuello uterino",pildora: usuarias continuas,2008-01-01,6,6
SACACA,"anticoncepcion, prevencionde its y de cancer de cuello uterino",pildora: usuarias continuas,2008-01-01,7,7
SAIPINA,"anticoncepcion, prevencionde its y de cancer de cuello uterino",pildora: usuarias continuas,2008-01-01,3,3
SALINAS DE GARCI MENDOZA,"anticoncepcion, prevencionde its y de cancer de cuello uterino",pildora: usuarias continuas,2008-01-01,2,2
SAMAIPATA,"anticoncepcion, prevencionde its y de cancer de cuello uterino",pildora: usuarias continuas,2008-01-01,19,19
SAN ANDRES,"anticoncepcion, prevencionde its y de cancer de cuello uterino",pildora: usuarias continuas,2008-01-01,36,36
SAN ANTONIO DE LOMERIO,"anticoncepcion, prevencionde its y de cancer de cuello uterino",pildora: usuarias continuas,2008-01-01,14,14
SAN BORJA,"anticoncepcion, prevencionde its y de cancer de cuello uterino",pildora: usuarias continuas,2008-01-01,51,51
SAN BUENA VENTURA,"anticoncepcion, prevencionde its y de cancer de cuello uterino",pildora: usuarias continuas,2008-01-01,16,16
SAN CARLOS,"anticoncepcion, prevencionde its y de cancer de cuello uterino",pildora: usuarias continuas,2008-01-01,42,42
SAN IGNACIO,"anticoncepcion, prevencionde its y de cancer de cuello uterino",pildora: usuarias continuas,2008-01-01,82,82
SAN IGNACIO DE VELASCO,"anticoncepcion, prevencionde its y de cancer de cuello uterino",pildora: usuarias continuas,2008-01-01,137,137
SAN JAVIER(BNI),"anticoncepcion, prevencionde its y de cancer de cuello uterino",pildora: usuarias continuas,2008-01-01,16,16
SAN JAVIER(STC),"anticoncepcion, prevencionde its y de cancer de cuello uterino",pildora: usuarias continuas,2008-01-01,75,75
SAN JOAQUIN,"anticoncepcion, prevencionde its y de cancer de cuello uterino",pildora: usuarias continuas,2008-01-01,2,2
SAN JOSE DE CHIQUITOS,"anticoncepcion, prevencionde its y de cancer de cuello uterino",pildora: usuarias continuas,2008-01-01,39,39
SAN JUAN DE YAPACANI,"anticoncepcion, prevencionde its y de cancer de cuello uterino",pildora: usuarias continuas,2008-01-01,24,24
SAN JULIAN,"anticoncepcion, prevencionde its y de cancer de cuello uterino",pildora: usuarias continuas,2008-01-01,84,84
SAN LORENZO(PND),"anticoncepcion, prevencionde its y de cancer de cuello uterino",pildora: usuarias continuas,2008-01-01,4,4
SAN LORENZO(TJA),"anticoncepcion, prevencionde its y de cancer de cuello uterino",pildora: usuarias continuas,2008-01-01,7,7
SAN LUCAS,"anticoncepcion, prevencionde its y de cancer de cuello uterino",pildora: usuarias continuas,2008-01-01,6,6
SAN MATIAS,"anticoncepcion, prevencionde its y de cancer de cuello uterino",pildora: usuarias continuas,2008-01-01,18,18
SAN MIGUEL DE VELASCO,"anticoncepcion, prevencionde its y de cancer de cuello uterino",pildora: usuarias continuas,2008-01-01,72,72
SAN PEDRO,"anticoncepcion, prevencionde its y de cancer de cuello uterino",pildora: usuarias continuas,2008-01-01,7,7
SAN PEDRO DE BUENA VISTA,"anticoncepcion, prevencionde its y de cancer de cuello uterino",pildora: usuarias continuas,2008-01-01,5,5
SAN PEDRO DE CURAHUARA,"anticoncepcion, prevencionde its y de cancer de cuello uterino",pildora: usuarias continuas,2008-01-01,1,1
SAN PEDRO DE QUEMES,"anticoncepcion, prevencionde its y de cancer de cuello uterino",pildora: usuarias continuas,2008-01-01,1,1
SAN RAFAEL,"anticoncepcion, prevencionde its y de cancer de cuello uterino",pildora: usuarias continuas,2008-01-01,41,41
SAN RAMON,"anticoncepcion, prevencionde its y de cancer de cuello uterino",pildora: usuarias continuas,2008-01-01,7,7
SANTA ANA,"anticoncepcion, prevencionde its y de cancer de cuello uterino",pildora: usuarias continuas,2008-01-01,48,48
SANTA CRUZ DE LA SIERRA,"anticoncepcion, prevencionde its y de cancer de cuello uterino",pildora: usuarias continuas,2008-01-01,348,348
SANTA ROSA,"anticoncepcion, prevencionde its y de cancer de cuello uterino",pildora: usuarias continuas,2008-01-01,27,27
SANTA ROSA DEL SARA,"anticoncepcion, prevencionde its y de cancer de cuello uterino",pildora: usuarias continuas,2008-01-01,44,44
SANTIVAÑES,"anticoncepcion, prevencionde its y de cancer de cuello uterino",pildora: usuarias continuas,2008-01-01,1,1
SAPAHAQUI,"anticoncepcion, prevencionde its y de cancer de cuello uterino",pildora: usuarias continuas,2008-01-01,2,2
SENA,"anticoncepcion, prevencionde its y de cancer de cuello uterino",pildora: usuarias continuas,2008-01-01,9,9
SICA SICA (VILLA AROMA),"anticoncepcion, prevencionde its y de cancer de cuello uterino",pildora: usuarias continuas,2008-01-01,2,2
SIPE SIPE,"anticoncepcion, prevencionde its y de cancer de cuello uterino",pildora: usuarias continuas,2008-01-01,19,19
SOPACHUY,"anticoncepcion, prevencionde its y de cancer de cuello uterino",pildora: usuarias continuas,2008-01-01,9,9
SORATA,"anticoncepcion, prevencionde its y de cancer de cuello uterino",pildora: usuarias continuas,2008-01-01,1,1
SUCRE,"anticoncepcion, prevencionde its y de cancer de cuello uterino",pildora: usuarias continuas,2008-01-01,82,82
TACACOMA,"anticoncepcion, prevencionde its y de cancer de cuello uterino",pildora: usuarias continuas,2008-01-01,10,10
TACOBAMBA,"anticoncepcion, prevencionde its y de cancer de cuello uterino",pildora: usuarias continuas,2008-01-01,1,1
TACOPAYA,"anticoncepcion, prevencionde its y de cancer de cuello uterino",pildora: usuarias continuas,2008-01-01,2,2
TAPACARI,"anticoncepcion, prevencionde its y de cancer de cuello uterino",pildora: usuarias continuas,2008-01-01,7,7
TARACO,"anticoncepcion, prevencionde its y de cancer de cuello uterino",pildora: usuarias continuas,2008-01-01,1,1
TARATA,"anticoncepcion, prevencionde its y de cancer de cuello uterino",pildora: usuarias continuas,2008-01-01,2,2
TARIJA,"anticoncepcion, prevencionde its y de cancer de cuello uterino",pildora: usuarias continuas,2008-01-01,20,20
TARVITA,"anticoncepcion, prevencionde its y de cancer de cuello uterino",pildora: usuarias continuas,2008-01-01,1,1
TEOPONTE,"anticoncepcion, prevencionde its y de cancer de cuello uterino",pildora: usuarias continuas,2008-01-01,3,3
TIAWANACU,"anticoncepcion, prevencionde its y de cancer de cuello uterino",pildora: usuarias continuas,2008-01-01,10,10
TINGUIPAYA,"anticoncepcion, prevencionde its y de cancer de cuello uterino",pildora: usuarias continuas,2008-01-01,4,4
TIPUANI,"anticoncepcion, prevencionde its y de cancer de cuello uterino",pildora: usuarias continuas,2008-01-01,9,9
TIQUIPAYA,"anticoncepcion, prevencionde its y de cancer de cuello uterino",pildora: usuarias continuas,2008-01-01,6,6
TIRAQUE (CBBA),"anticoncepcion, prevencionde its y de cancer de cuello uterino",pildora: usuarias continuas,2008-01-01,13,13
TITO YUPANQUI (PARQUIPUJIO),"anticoncepcion, prevencionde its y de cancer de cuello uterino",pildora: usuarias continuas,2008-01-01,1,1
TOCO,"anticoncepcion, prevencionde its y de cancer de cuello uterino",pildora: usuarias continuas,2008-01-01,1,1
TOLEDO,"anticoncepcion, prevencionde its y de cancer de cuello uterino",pildora: usuarias continuas,2008-01-01,1,1
TOMAVE,"anticoncepcion, prevencionde its y de cancer de cuello uterino",pildora: usuarias continuas,2008-01-01,9,9
TOMINA,"anticoncepcion, prevencionde its y de cancer de cuello uterino",pildora: usuarias continuas,2008-01-01,5,5
TOTORA(CBBA),"anticoncepcion, prevencionde its y de cancer de cuello uterino",pildora: usuarias continuas,2008-01-01,5,5
TOTORA(ORR),"anticoncepcion, prevencionde its y de cancer de cuello uterino",pildora: usuarias continuas,2008-01-01,1,1
TRIGAL,"anticoncepcion, prevencionde its y de cancer de cuello uterino",pildora: usuarias continuas,2008-01-01,1,1
TRINIDAD,"anticoncepcion, prevencionde its y de cancer de cuello uterino",pildora: usuarias continuas,2008-01-01,118,118
TUPIZA,"anticoncepcion, prevencionde its y de cancer de cuello uterino",pildora: usuarias continuas,2008-01-01,21,21
UNCIA,"anticoncepcion, prevencionde its y de cancer de cuello uterino",pildora: usuarias continuas,2008-01-01,7,7
URIONDO (A. CONCEPCION),"anticoncepcion, prevencionde its y de cancer de cuello uterino",pildora: usuarias continuas,2008-01-01,16,16
URUBICHA,"anticoncepcion, prevencionde its y de cancer de cuello uterino",pildora: usuarias continuas,2008-01-01,66,66
UYUNI,"anticoncepcion, prevencionde its y de cancer de cuello uterino",pildora: usuarias continuas,2008-01-01,6,6
VACAS,"anticoncepcion, prevencionde its y de cancer de cuello uterino",pildora: usuarias continuas,2008-01-01,3,3
VALLEGRANDE,"anticoncepcion, prevencionde its y de cancer de cuello uterino",pildora: usuarias continuas,2008-01-01,13,13
VIACHA,"anticoncepcion, prevencionde its y de cancer de cuello uterino",pildora: usuarias continuas,2008-01-01,9,9
VILLA MONTES,"anticoncepcion, prevencionde its y de cancer de cuello uterino",pildora: usuarias continuas,2008-01-01,8,8
VILLA NUEVA (LOMA ALTA),"anticoncepcion, prevencionde its y de cancer de cuello uterino",pildora: usuarias continuas,2008-01-01,2,2
VILLA SERRANO,"anticoncepcion, prevencionde its y de cancer de cuello uterino",pildora: usuarias continuas,2008-01-01,9,9
VILLA TUNARI,"anticoncepcion, prevencionde its y de cancer de cuello uterino",pildora: usuarias continuas,2008-01-01,70,70
VILLA VACA GUZMAN (MUYUPAMPA),"anticoncepcion, prevencionde its y de cancer de cuello uterino",pildora: usuarias continuas,2008-01-01,11,11
