municipality,group,variable,month,Número de implantes insertados,Número de implantes insertados1,Número de implantes insertados2,Número de implantes insertados3,Número de implantes insertados4,TOTAL
EL VILLAR,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de implantes insertados,2016-01-01,0,0,2,0,0,2
ENTRE RIOS TRJ,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de implantes insertados,2016-01-01,0,2,4,3,0,9
FERNANDEZ ALONSO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de implantes insertados,2016-01-01,0,0,1,1,0,2
FILADELFIA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de implantes insertados,2016-01-01,0,0,6,4,0,10
GUANAY,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de implantes insertados,2016-01-01,0,0,1,1,0,2
GUAYARAMERIN,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de implantes insertados,2016-01-01,0,1,0,0,0,1
HUACARETA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de implantes insertados,2016-01-01,0,0,3,0,0,3
HUANUNI,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de implantes insertados,2016-01-01,0,0,19,4,0,23
HUAYLLAMARCA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de implantes insertados,2016-01-01,0,0,2,0,0,2
ICLA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de implantes insertados,2016-01-01,0,0,4,1,0,5
INCAHUASI,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de implantes insertados,2016-01-01,0,3,0,0,0,3
LA GUARDIA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de implantes insertados,2016-01-01,0,2,8,0,0,10
LA PAZ,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de implantes insertados,2016-01-01,0,21,115,55,0,191
LAS CARRERAS,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de implantes insertados,2016-01-01,0,1,7,0,0,8
LLALLAGUA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de implantes insertados,2016-01-01,0,1,11,1,0,13
MACHACAMARCA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de implantes insertados,2016-01-01,0,1,3,1,0,5
MACHARETI,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de implantes insertados,2016-01-01,0,0,2,0,0,2
MAGDALENA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de implantes insertados,2016-01-01,0,1,5,0,0,6
MAPIRI,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de implantes insertados,2016-01-01,0,0,1,0,0,1
MECAPACA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de implantes insertados,2016-01-01,0,0,2,1,0,3
MIZQUE,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de implantes insertados,2016-01-01,0,4,11,2,0,17
MOCOMOCO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de implantes insertados,2016-01-01,0,0,2,0,0,2
MONTEAGUDO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de implantes insertados,2016-01-01,0,5,16,2,0,23
MONTERO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de implantes insertados,2016-01-01,0,0,3,3,0,6
ORURO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de implantes insertados,2016-01-01,0,6,61,7,1,75
PADILLA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de implantes insertados,2016-01-01,0,0,4,0,0,4
PALCA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de implantes insertados,2016-01-01,0,1,8,2,0,11
PALOS BLANCOS,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de implantes insertados,2016-01-01,0,4,10,2,0,16
PAMPA AULLAGAS,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de implantes insertados,2016-01-01,0,0,2,0,0,2
POCOATA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de implantes insertados,2016-01-01,0,2,3,4,0,9
POTOSI,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de implantes insertados,2016-01-01,0,13,40,12,0,65
PRESTO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de implantes insertados,2016-01-01,0,0,1,0,0,1
PUCARANI,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de implantes insertados,2016-01-01,0,1,2,1,0,4
PUERTO GONZALO MORENO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de implantes insertados,2016-01-01,0,3,3,0,0,6
PUNA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de implantes insertados,2016-01-01,0,1,4,1,0,6
QUILLACOLLO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de implantes insertados,2016-01-01,0,0,17,0,0,17
RIBERALTA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de implantes insertados,2016-01-01,3,26,42,3,0,74
RURRENABAQUE,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de implantes insertados,2016-01-01,0,2,14,0,0,16
SABAYA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de implantes insertados,2016-01-01,0,1,1,1,0,3
SACABA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de implantes insertados,2016-01-01,0,8,21,8,0,37
SALINAS DE GARCI MENDOZA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de implantes insertados,2016-01-01,0,0,4,0,0,4
SAN BORJA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de implantes insertados,2016-01-01,0,10,32,0,0,42
SAN CARLOS,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de implantes insertados,2016-01-01,0,18,31,4,0,53
SAN IGNACIO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de implantes insertados,2016-01-01,0,1,2,0,0,3
SAN JOAQUIN,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de implantes insertados,2016-01-01,0,1,0,0,0,1
SAN JULIAN,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de implantes insertados,2016-01-01,0,18,47,0,0,65
SAN LUCAS,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de implantes insertados,2016-01-01,0,1,3,0,0,4
SANTA CRUZ DE LA SIERRA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de implantes insertados,2016-01-01,0,18,379,105,0,502
SANTIAGO DE HUARI,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de implantes insertados,2016-01-01,0,0,3,0,0,3
SOPACHUY,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de implantes insertados,2016-01-01,0,1,1,0,0,2
SORATA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de implantes insertados,2016-01-01,0,1,5,1,0,7
SUCRE,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de implantes insertados,2016-01-01,0,22,128,23,0,173
TAPACARI,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de implantes insertados,2016-01-01,0,1,6,0,0,7
TARABUCO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de implantes insertados,2016-01-01,0,2,2,2,0,6
TARIJA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de implantes insertados,2016-01-01,0,0,2,2,0,4
TEOPONTE,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de implantes insertados,2016-01-01,0,2,4,2,0,8
TIAWANACU,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de implantes insertados,2016-01-01,0,0,1,0,0,1
TINGUIPAYA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de implantes insertados,2016-01-01,0,0,1,2,0,3
TIPUANI,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de implantes insertados,2016-01-01,0,0,2,2,0,4
TOLATA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de implantes insertados,2016-01-01,0,0,7,0,0,7
TOLEDO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de implantes insertados,2016-01-01,0,0,3,0,0,3
TOMINA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de implantes insertados,2016-01-01,0,0,1,0,0,1
TOTORA(CBBA),"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de implantes insertados,2016-01-01,0,2,4,2,0,8
TRINIDAD,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de implantes insertados,2016-01-01,0,5,51,0,0,56
TUPIZA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de implantes insertados,2016-01-01,0,6,12,2,0,20
TURCO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de implantes insertados,2016-01-01,0,0,3,0,0,3
URIONDO (A. CONCEPCION),"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de implantes insertados,2016-01-01,0,4,12,0,0,16
VIACHA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de implantes insertados,2016-01-01,0,1,0,0,0,1
VILLA SERRANO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de implantes insertados,2016-01-01,0,3,7,1,0,11
VILLA VACA GUZMAN (MUYUPAMPA),"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de implantes insertados,2016-01-01,0,2,2,2,0,6
WARNES,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de implantes insertados,2016-01-01,0,6,15,6,0,27
YACUIBA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de implantes insertados,2016-01-01,0,0,1,0,0,1
YANACACHI,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de implantes insertados,2016-01-01,0,0,2,1,0,3
YAPACANI,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de implantes insertados,2016-01-01,0,0,3,0,0,3
YOTALA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de implantes insertados,2016-01-01,0,3,3,0,0,6
ZUDAÑEZ,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de implantes insertados,2016-01-01,0,0,8,1,0,9
ACHACACHI,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de implantes insertados,2016-02-01,0,0,0,1,0,1
ACHOCALLA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de implantes insertados,2016-02-01,0,1,4,0,0,5
AIQUILE,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de implantes insertados,2016-02-01,0,1,7,0,0,8
ALTO BENI,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de implantes insertados,2016-02-01,0,0,1,0,0,1
ANDAMARCA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de implantes insertados,2016-02-01,0,0,1,0,0,1
ANTEQUERA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de implantes insertados,2016-02-01,0,0,6,0,0,6
APOLO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de implantes insertados,2016-02-01,0,0,4,0,0,4
ATOCHA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de implantes insertados,2016-02-01,0,1,3,0,0,4
AYOPAYA (V. DE INDEPENDENCIA),"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de implantes insertados,2016-02-01,0,2,11,2,0,15
BELLA FLOR,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de implantes insertados,2016-02-01,0,0,3,0,0,3
BUENA VISTA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de implantes insertados,2016-02-01,0,5,11,1,0,17
CAJUATA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de implantes insertados,2016-02-01,0,0,3,0,0,3
CAMARGO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de implantes insertados,2016-02-01,0,2,0,0,0,2
CAMATAQUI (C. VILLA ABECIA),"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de implantes insertados,2016-02-01,0,0,1,0,0,1
CAPINOTA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de implantes insertados,2016-02-01,0,1,4,0,0,5
CARACOLLO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de implantes insertados,2016-02-01,0,2,5,2,0,9
CHALLAPATA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de implantes insertados,2016-02-01,0,0,4,1,0,5
CKOCHAS,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de implantes insertados,2016-02-01,0,1,9,4,0,14
CLIZA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de implantes insertados,2016-02-01,0,0,3,0,0,3
COBIJA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de implantes insertados,2016-02-01,0,7,12,0,0,19
COCHABAMBA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de implantes insertados,2016-02-01,0,12,159,35,0,206
COLCAPIRHUA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de implantes insertados,2016-02-01,0,0,9,0,0,9
CORIPATA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de implantes insertados,2016-02-01,0,0,1,0,0,1
COTAGAITA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de implantes insertados,2016-02-01,0,0,3,1,0,4
CULPINA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de implantes insertados,2016-02-01,0,2,10,3,0,15
EL ALTO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de implantes insertados,2016-02-01,0,26,153,108,0,287
EL TORNO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de implantes insertados,2016-02-01,0,16,49,5,0,70
ENTRE RIOS TRJ,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de implantes insertados,2016-02-01,0,1,2,0,0,3
ESMERALDA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de implantes insertados,2016-02-01,0,1,3,1,0,5
EUREKA (SANTOS MERCADO),"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de implantes insertados,2016-02-01,0,1,1,0,0,2
FILADELFIA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de implantes insertados,2016-02-01,0,1,3,0,0,4
GUAYARAMERIN,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de implantes insertados,2016-02-01,0,1,0,1,0,2
HUANUNI,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de implantes insertados,2016-02-01,0,0,15,3,0,18
HUARACAJE,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de implantes insertados,2016-02-01,0,1,6,0,0,7
ICLA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de implantes insertados,2016-02-01,0,0,6,1,0,7
INCAHUASI,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de implantes insertados,2016-02-01,0,0,6,3,0,9
INGAVI (HUMAITA),"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de implantes insertados,2016-02-01,0,0,1,0,0,1
LA GUARDIA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de implantes insertados,2016-02-01,0,2,8,0,0,10
LA PAZ,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de implantes insertados,2016-02-01,0,14,160,45,0,219
LAS CARRERAS,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de implantes insertados,2016-02-01,0,1,4,1,0,6
LLALLAGUA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de implantes insertados,2016-02-01,0,2,9,3,0,14
MACHACAMARCA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de implantes insertados,2016-02-01,0,0,1,0,0,1
MACHARETI,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de implantes insertados,2016-02-01,0,0,4,0,0,4
MAGDALENA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de implantes insertados,2016-02-01,0,1,2,0,0,3
MAPIRI,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de implantes insertados,2016-02-01,0,1,3,1,0,5
MIZQUE,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de implantes insertados,2016-02-01,0,1,15,3,0,19
MOCOMOCO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de implantes insertados,2016-02-01,0,1,0,1,0,2
MOJOCOYA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de implantes insertados,2016-02-01,0,0,1,0,0,1
MONTEAGUDO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de implantes insertados,2016-02-01,0,4,5,2,0,11
OMEREQUE,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de implantes insertados,2016-02-01,0,0,1,0,0,1
ORURO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de implantes insertados,2016-02-01,0,8,56,7,0,71
PADILLA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de implantes insertados,2016-02-01,0,2,13,0,0,15
PAILON,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de implantes insertados,2016-02-01,0,0,14,0,0,14
PAMPA AULLAGAS,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de implantes insertados,2016-02-01,0,0,0,1,0,1
PAZÑA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de implantes insertados,2016-02-01,0,0,1,0,0,1
POCOATA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de implantes insertados,2016-02-01,0,0,0,1,0,1
PORTACHUELO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de implantes insertados,2016-02-01,0,0,1,0,0,1
POTOSI,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de implantes insertados,2016-02-01,0,3,47,2,0,52
PRESTO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de implantes insertados,2016-02-01,0,0,4,2,0,6
PUCARANI,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de implantes insertados,2016-02-01,0,0,2,0,0,2
PUERTO GONZALO MORENO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de implantes insertados,2016-02-01,0,0,5,0,0,5
PUNA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de implantes insertados,2016-02-01,0,2,1,3,0,6
QUILLACOLLO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de implantes insertados,2016-02-01,0,1,5,0,0,6
RIBERALTA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de implantes insertados,2016-02-01,1,41,69,3,0,114
RURRENABAQUE,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de implantes insertados,2016-02-01,0,6,10,3,0,19
SACABA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de implantes insertados,2016-02-01,0,1,14,5,0,20
SACACA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de implantes insertados,2016-02-01,0,0,5,1,0,6
SALINAS DE GARCI MENDOZA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de implantes insertados,2016-02-01,0,0,2,0,0,2
SAN ANDRES,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de implantes insertados,2016-02-01,0,1,4,1,0,6
SAN BUENA VENTURA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de implantes insertados,2016-02-01,0,0,3,2,0,5
SAN CARLOS,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de implantes insertados,2016-02-01,0,0,0,1,0,1
SAN JOAQUIN,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de implantes insertados,2016-02-01,0,0,1,0,0,1
SAN JOSE DE CHIQUITOS,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de implantes insertados,2016-02-01,0,1,0,0,0,1
SAN JULIAN,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de implantes insertados,2016-02-01,0,18,41,18,0,77
SAN LUCAS,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de implantes insertados,2016-02-01,0,1,3,0,0,4
SANTA CRUZ DE LA SIERRA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de implantes insertados,2016-02-01,0,6,151,53,0,210
SANTIAGO DE HUARI,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de implantes insertados,2016-02-01,0,1,1,0,0,2
SANTIVAÑES,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de implantes insertados,2016-02-01,0,0,2,1,0,3
SIPE SIPE,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de implantes insertados,2016-02-01,0,0,3,0,0,3
SOPACHUY,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de implantes insertados,2016-02-01,0,0,3,0,0,3
SORATA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de implantes insertados,2016-02-01,0,0,2,1,0,3
SUCRE,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de implantes insertados,2016-02-01,0,22,101,10,1,134
TACOBAMBA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de implantes insertados,2016-02-01,0,0,1,0,0,1
TAPACARI,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de implantes insertados,2016-02-01,0,0,3,0,0,3
TARABUCO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de implantes insertados,2016-02-01,0,0,7,2,0,9
TARIJA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de implantes insertados,2016-02-01,0,12,53,25,0,90
TEOPONTE,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de implantes insertados,2016-02-01,0,2,2,0,0,4
TIAWANACU,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de implantes insertados,2016-02-01,0,1,2,0,0,3
TINGUIPAYA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de implantes insertados,2016-02-01,0,0,0,2,0,2
TIPUANI,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de implantes insertados,2016-02-01,0,0,2,0,0,2
TIRAQUE (CBBA),"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de implantes insertados,2016-02-01,0,0,1,1,0,2
TOLATA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de implantes insertados,2016-02-01,0,0,1,2,0,3
TOLEDO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de implantes insertados,2016-02-01,0,0,1,0,0,1
TOTORA(CBBA),"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de implantes insertados,2016-02-01,0,0,3,0,0,3
TRINIDAD,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de implantes insertados,2016-02-01,0,3,24,0,0,27
TUPIZA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de implantes insertados,2016-02-01,0,0,9,0,0,9
TURCO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de implantes insertados,2016-02-01,0,1,0,2,0,3
URIONDO (A. CONCEPCION),"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de implantes insertados,2016-02-01,0,3,9,1,0,13
VIACHA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de implantes insertados,2016-02-01,0,1,8,5,3,17
VILLA NUEVA (LOMA ALTA),"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de implantes insertados,2016-02-01,0,1,2,0,0,3
VILLA SERRANO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de implantes insertados,2016-02-01,0,2,3,2,0,7
VILLA VACA GUZMAN (MUYUPAMPA),"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de implantes insertados,2016-02-01,0,0,19,0,0,19
VINTO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de implantes insertados,2016-02-01,0,0,12,0,0,12
VITICHI,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de implantes insertados,2016-02-01,0,0,1,0,0,1
YACUIBA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de implantes insertados,2016-02-01,0,0,1,0,0,1
