municipality,group,variable,month,Número de mujeres con IVAA,Número de mujeres con IVAA1,Número de mujeres con IVAA2,Número de mujeres con IVAA3,Número de mujeres con IVAA4,TOTAL
UNCIA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de mujeres con ivaa,2016-01-01,0,0,1,0,1,2
VILLA CHARCAS,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de mujeres con ivaa,2016-01-01,0,0,2,1,0,3
VILLA MONTES,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de mujeres con ivaa,2016-01-01,0,6,37,20,7,70
VILLA VACA GUZMAN (MUYUPAMPA),"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de mujeres con ivaa,2016-01-01,0,0,1,0,1,2
VINTO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de mujeres con ivaa,2016-01-01,0,0,12,2,3,17
YACUIBA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de mujeres con ivaa,2016-01-01,0,0,1,3,0,4
YAMPARAEZ,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de mujeres con ivaa,2016-01-01,0,0,2,2,1,5
YAPACANI,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de mujeres con ivaa,2016-01-01,1,13,40,16,4,74
ZUDAÑEZ,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de mujeres con ivaa,2016-01-01,0,1,1,0,0,2
ACACIO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de mujeres con ivaa,2016-02-01,0,0,1,3,1,5
AIQUILE,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de mujeres con ivaa,2016-02-01,0,1,5,2,1,9
ALCALA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de mujeres con ivaa,2016-02-01,0,0,18,17,2,37
ARAMPAMPA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de mujeres con ivaa,2016-02-01,1,1,2,2,0,6
AYOPAYA (V. DE INDEPENDENCIA),"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de mujeres con ivaa,2016-02-01,0,0,9,3,0,12
AZURDUY,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de mujeres con ivaa,2016-02-01,0,3,3,6,1,13
BELLA FLOR,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de mujeres con ivaa,2016-02-01,0,0,1,0,0,1
BERMEJO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de mujeres con ivaa,2016-02-01,0,0,20,9,5,34
BUENA VISTA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de mujeres con ivaa,2016-02-01,0,0,4,7,0,11
CAMARGO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de mujeres con ivaa,2016-02-01,0,0,0,3,0,3
CAMIRI,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de mujeres con ivaa,2016-02-01,0,0,2,2,0,4
CAPINOTA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de mujeres con ivaa,2016-02-01,0,4,27,10,0,41
CARIPUYO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de mujeres con ivaa,2016-02-01,0,0,23,20,3,46
CKOCHAS,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de mujeres con ivaa,2016-02-01,0,0,6,9,1,16
COBIJA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de mujeres con ivaa,2016-02-01,2,20,83,23,7,135
COCAPATA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de mujeres con ivaa,2016-02-01,0,2,3,2,0,7
COCHABAMBA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de mujeres con ivaa,2016-02-01,0,0,42,12,2,56
COMARAPA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de mujeres con ivaa,2016-02-01,0,2,10,6,4,22
CULPINA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de mujeres con ivaa,2016-02-01,0,2,10,17,6,35
CURAHUARA DE CARANGAS,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de mujeres con ivaa,2016-02-01,0,0,1,0,0,1
EL ALTO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de mujeres con ivaa,2016-02-01,0,15,163,157,58,393
EL PUENTE(TJA),"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de mujeres con ivaa,2016-02-01,0,2,9,2,0,13
ENTRE RIOS CBBA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de mujeres con ivaa,2016-02-01,0,1,1,0,0,2
FILADELFIA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de mujeres con ivaa,2016-02-01,0,0,3,3,2,8
HUACARETA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de mujeres con ivaa,2016-02-01,0,0,1,3,2,6
HUANUNI,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de mujeres con ivaa,2016-02-01,0,0,6,1,0,7
ICLA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de mujeres con ivaa,2016-02-01,0,0,9,22,12,43
LA PAZ,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de mujeres con ivaa,2016-02-01,0,4,79,58,27,168
MACHACAMARCA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de mujeres con ivaa,2016-02-01,0,0,2,0,0,2
MACHARETI,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de mujeres con ivaa,2016-02-01,0,0,6,3,0,9
MIZQUE,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de mujeres con ivaa,2016-02-01,0,2,4,0,1,7
MONTEAGUDO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de mujeres con ivaa,2016-02-01,0,1,4,2,2,9
MONTERO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de mujeres con ivaa,2016-02-01,0,5,45,19,10,79
ORURO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de mujeres con ivaa,2016-02-01,0,8,74,30,6,118
PADCAYA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de mujeres con ivaa,2016-02-01,0,1,5,0,0,6
PADILLA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de mujeres con ivaa,2016-02-01,0,1,7,4,5,17
PORTACHUELO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de mujeres con ivaa,2016-02-01,0,0,4,3,0,7
PORVENIR,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de mujeres con ivaa,2016-02-01,0,0,0,1,0,1
POTOSI,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de mujeres con ivaa,2016-02-01,0,0,7,6,1,14
PUERTO GONZALO MORENO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de mujeres con ivaa,2016-02-01,0,0,4,0,0,4
PUERTO VILLARROEL,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de mujeres con ivaa,2016-02-01,0,0,3,1,0,4
PUNA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de mujeres con ivaa,2016-02-01,0,0,0,1,4,5
PUNATA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de mujeres con ivaa,2016-02-01,0,0,4,7,1,12
QUILLACOLLO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de mujeres con ivaa,2016-02-01,0,0,3,5,0,8
RIBERALTA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de mujeres con ivaa,2016-02-01,0,1,35,22,5,63
SACACA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de mujeres con ivaa,2016-02-01,0,2,17,5,1,25
SALINAS DE GARCI MENDOZA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de mujeres con ivaa,2016-02-01,1,0,8,0,2,11
SAN CARLOS,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de mujeres con ivaa,2016-02-01,0,2,0,2,0,4
SAN LUCAS,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de mujeres con ivaa,2016-02-01,0,2,3,1,0,6
SAN PEDRO DE BUENA VISTA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de mujeres con ivaa,2016-02-01,0,3,6,10,0,19
SAN RAMON SCZ,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de mujeres con ivaa,2016-02-01,0,3,10,14,2,29
SANTA CRUZ DE LA SIERRA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de mujeres con ivaa,2016-02-01,0,17,114,90,2,223
SANTIAGO DE HUARI,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de mujeres con ivaa,2016-02-01,0,0,2,0,0,2
SHINAOTA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de mujeres con ivaa,2016-02-01,0,6,17,1,0,24
SIPE SIPE,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de mujeres con ivaa,2016-02-01,0,1,12,7,1,21
SOPACHUY,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de mujeres con ivaa,2016-02-01,0,2,18,19,6,45
SUCRE,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de mujeres con ivaa,2016-02-01,0,0,17,16,6,39
TARIJA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de mujeres con ivaa,2016-02-01,0,2,15,10,5,32
TARVITA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de mujeres con ivaa,2016-02-01,1,6,9,16,3,35
TIRAQUE (CBBA),"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de mujeres con ivaa,2016-02-01,0,0,2,0,0,2
TORO TORO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de mujeres con ivaa,2016-02-01,1,19,34,18,4,76
TOTORA(CBBA),"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de mujeres con ivaa,2016-02-01,0,1,4,3,0,8
TRINIDAD,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de mujeres con ivaa,2016-02-01,0,1,4,5,1,11
TUPIZA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de mujeres con ivaa,2016-02-01,0,0,3,3,1,7
VILLA CHARCAS,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de mujeres con ivaa,2016-02-01,0,0,6,4,1,11
VILLA MONTES,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de mujeres con ivaa,2016-02-01,1,10,84,37,16,148
VILLA VACA GUZMAN (MUYUPAMPA),"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de mujeres con ivaa,2016-02-01,0,1,4,2,0,7
VINTO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de mujeres con ivaa,2016-02-01,0,1,17,4,0,22
YACUIBA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de mujeres con ivaa,2016-02-01,0,0,5,10,1,16
YAMPARAEZ,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de mujeres con ivaa,2016-02-01,0,0,0,4,0,4
YAPACANI,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de mujeres con ivaa,2016-02-01,1,20,26,20,3,70
ZUDAÑEZ,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de mujeres con ivaa,2016-02-01,0,0,6,2,1,9
ACACIO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de mujeres con ivaa,2016-03-01,0,2,3,4,1,10
AIQUILE,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de mujeres con ivaa,2016-03-01,0,2,16,12,2,32
ARAMPAMPA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de mujeres con ivaa,2016-03-01,0,0,3,0,0,3
AYOPAYA (V. DE INDEPENDENCIA),"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de mujeres con ivaa,2016-03-01,0,4,7,6,0,17
AZURDUY,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de mujeres con ivaa,2016-03-01,1,7,53,17,14,92
BERMEJO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de mujeres con ivaa,2016-03-01,0,4,34,13,5,56
BETANZOS,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de mujeres con ivaa,2016-03-01,0,7,40,47,8,102
BUENA VISTA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de mujeres con ivaa,2016-03-01,0,0,1,5,0,6
"CAIZA ""D""","anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de mujeres con ivaa,2016-03-01,0,0,2,2,1,5
CALACOTO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de mujeres con ivaa,2016-03-01,0,0,1,1,0,2
CAMARGO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de mujeres con ivaa,2016-03-01,0,1,3,0,0,4
CAMIRI,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de mujeres con ivaa,2016-03-01,0,1,4,7,4,16
CAPINOTA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de mujeres con ivaa,2016-03-01,2,17,37,11,0,67
CARIPUYO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de mujeres con ivaa,2016-03-01,0,2,14,5,2,23
CHALLAPATA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de mujeres con ivaa,2016-03-01,0,2,11,1,0,14
CLIZA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de mujeres con ivaa,2016-03-01,0,0,1,0,0,1
COBIJA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de mujeres con ivaa,2016-03-01,0,16,73,43,9,141
COCAPATA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de mujeres con ivaa,2016-03-01,0,2,1,1,1,5
COCHABAMBA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de mujeres con ivaa,2016-03-01,0,1,37,79,32,149
COMARAPA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de mujeres con ivaa,2016-03-01,0,2,13,5,0,20
CULPINA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de mujeres con ivaa,2016-03-01,0,0,4,4,2,10
CURAHUARA DE CARANGAS,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de mujeres con ivaa,2016-03-01,0,3,8,5,2,18
EL ALTO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de mujeres con ivaa,2016-03-01,0,18,263,212,69,562
EL PUENTE(TJA),"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de mujeres con ivaa,2016-03-01,0,5,5,6,0,16
ENTRE RIOS CBBA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de mujeres con ivaa,2016-03-01,0,0,5,0,0,5
EUREKA (SANTOS MERCADO),"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de mujeres con ivaa,2016-03-01,0,0,3,1,0,4
HUACARETA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de mujeres con ivaa,2016-03-01,0,1,9,4,0,14
HUANUNI,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de mujeres con ivaa,2016-03-01,0,0,17,7,0,24
ICLA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de mujeres con ivaa,2016-03-01,0,1,36,41,16,94
LA PAZ,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de mujeres con ivaa,2016-03-01,0,4,44,33,11,92
MACHARETI,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de mujeres con ivaa,2016-03-01,0,0,2,6,0,8
MIZQUE,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de mujeres con ivaa,2016-03-01,0,0,2,2,0,4
MOJOCOYA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de mujeres con ivaa,2016-03-01,0,1,6,7,1,15
MONTEAGUDO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de mujeres con ivaa,2016-03-01,0,1,19,19,0,39
MONTERO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de mujeres con ivaa,2016-03-01,1,15,78,25,18,137
ORURO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de mujeres con ivaa,2016-03-01,0,20,147,60,19,246
PADCAYA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de mujeres con ivaa,2016-03-01,0,3,16,17,9,45
PADILLA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de mujeres con ivaa,2016-03-01,0,1,15,14,5,35
POTOSI,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de mujeres con ivaa,2016-03-01,0,2,24,15,6,47
PUERTO GONZALO MORENO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de mujeres con ivaa,2016-03-01,1,3,10,3,0,17
PUERTO RICO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de mujeres con ivaa,2016-03-01,0,0,1,1,0,2
PUERTO VILLARROEL,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de mujeres con ivaa,2016-03-01,0,1,12,4,0,17
PUNA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de mujeres con ivaa,2016-03-01,0,0,0,1,0,1
PUNATA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de mujeres con ivaa,2016-03-01,0,0,9,8,4,21
QUILLACOLLO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de mujeres con ivaa,2016-03-01,0,2,5,4,0,11
RIBERALTA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de mujeres con ivaa,2016-03-01,0,4,49,79,13,145
SACABA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de mujeres con ivaa,2016-03-01,0,7,21,31,26,85
SACACA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de mujeres con ivaa,2016-03-01,0,3,19,16,3,41
SALINAS DE GARCI MENDOZA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de mujeres con ivaa,2016-03-01,0,0,11,5,5,21
SAN CARLOS,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de mujeres con ivaa,2016-03-01,0,0,3,4,0,7
SAN LUCAS,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de mujeres con ivaa,2016-03-01,0,4,39,25,2,70
SAN PEDRO DE BUENA VISTA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de mujeres con ivaa,2016-03-01,0,4,9,5,2,20
SAN RAMON SCZ,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de mujeres con ivaa,2016-03-01,0,7,16,12,2,37
SANTA CRUZ DE LA SIERRA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de mujeres con ivaa,2016-03-01,1,33,151,105,1,291
