,group,variable,month,PERSONAS DE 15 A 19 AÑOS NUEVO,PERSONAS DE 15 A 19 AÑOS NUEVO,PERSONAS DE 15 A 19 AÑOS REPETIDO,PERSONAS DE 15 A 19 AÑOS REPETIDO,PERSONAS DE 15 A 19 AÑOS PRIMERA,PERSONAS DE 15 A 19 AÑOS PRIMERA,TOTALES,TOTALES,TOTALES
COIPASA,consulta externa,personas de 15 a 19 anos,2024-01-01,8,4,0,0,8,4,12,0,12
COLCAPIRHUA,consulta externa,personas de 15 a 19 anos,2024-01-01,183,219,84,118,0,0,402,202,604
"COLCHA ""K""",consulta externa,personas de 15 a 19 anos,2024-01-01,101,93,9,27,100,91,194,36,230
COLLANA,consulta externa,personas de 15 a 19 anos,2024-01-01,13,15,4,4,0,0,28,8,36
COLOMI,consulta externa,personas de 15 a 19 anos,2024-01-01,59,66,3,3,54,72,125,6,131
COLPA BELGICA,consulta externa,personas de 15 a 19 anos,2024-01-01,34,61,5,15,32,57,95,20,115
COLQUECHACA,consulta externa,personas de 15 a 19 anos,2024-01-01,31,84,0,1,28,78,115,1,116
COLQUENCHA,consulta externa,personas de 15 a 19 anos,2024-01-01,65,53,11,7,0,0,118,18,136
COLQUIRI,consulta externa,personas de 15 a 19 anos,2024-01-01,41,42,19,15,7,29,83,34,117
COMANCHE,consulta externa,personas de 15 a 19 anos,2024-01-01,7,14,0,0,0,0,21,0,21
COMARAPA,consulta externa,personas de 15 a 19 anos,2024-01-01,70,131,7,6,4,2,201,13,214
COMBAYA,consulta externa,personas de 15 a 19 anos,2024-01-01,6,5,0,3,0,0,11,3,14
CONCEPCION,consulta externa,personas de 15 a 19 anos,2024-01-01,76,57,7,4,0,0,133,11,144
COPACABANA,consulta externa,personas de 15 a 19 anos,2024-01-01,55,36,0,5,0,0,91,5,96
CORIPATA,consulta externa,personas de 15 a 19 anos,2024-01-01,45,79,2,9,0,1,124,11,135
CORO CORO,consulta externa,personas de 15 a 19 anos,2024-01-01,43,29,0,3,0,0,72,3,75
COROICO,consulta externa,personas de 15 a 19 anos,2024-01-01,79,125,9,21,11,10,204,30,234
CORQUE,consulta externa,personas de 15 a 19 anos,2024-01-01,3,1,1,6,44,48,4,7,11
COTAGAITA,consulta externa,personas de 15 a 19 anos,2024-01-01,92,130,1,8,86,109,222,9,231
COTOCA,consulta externa,personas de 15 a 19 anos,2024-01-01,308,656,13,32,300,603,964,45,1009
CRUZ DE MACHACAMARCA,consulta externa,personas de 15 a 19 anos,2024-01-01,0,0,0,0,2,1,0,0,0
CUATRO CAÑADAS,consulta externa,personas de 15 a 19 anos,2024-01-01,73,135,6,24,3,6,208,30,238
CUCHUMUELA (V. G. VILLARROEL),consulta externa,personas de 15 a 19 anos,2024-01-01,11,7,0,0,0,0,18,0,18
CUEVO,consulta externa,personas de 15 a 19 anos,2024-01-01,25,32,3,0,0,0,57,3,60
CULPINA,consulta externa,personas de 15 a 19 anos,2024-01-01,55,87,10,10,0,0,142,20,162
CURAHUARA DE CARANGAS,consulta externa,personas de 15 a 19 anos,2024-01-01,8,12,2,4,8,10,20,6,26
CURVA,consulta externa,personas de 15 a 19 anos,2024-01-01,10,11,0,1,10,11,21,1,22
DESAGUADERO,consulta externa,personas de 15 a 19 anos,2024-01-01,43,24,1,1,2,7,67,2,69
EL ALTO,consulta externa,personas de 15 a 19 anos,2024-01-01,2390,3624,823,1091,606,759,6014,1914,7928
EL CHORO,consulta externa,personas de 15 a 19 anos,2024-01-01,10,20,0,1,10,20,30,1,31
EL PUENTE(STC),consulta externa,personas de 15 a 19 anos,2024-01-01,43,91,0,2,43,91,134,2,136
EL PUENTE(TJA),consulta externa,personas de 15 a 19 anos,2024-01-01,21,49,0,0,22,46,70,0,70
EL TORNO,consulta externa,personas de 15 a 19 anos,2024-01-01,329,462,26,53,0,0,791,79,870
EL VILLAR,consulta externa,personas de 15 a 19 anos,2024-01-01,33,52,2,1,0,0,85,3,88
ENTRE RIOS TRJ,consulta externa,personas de 15 a 19 anos,2024-01-01,108,186,3,0,0,0,294,3,297
ENTRE RIOS CBBA,consulta externa,personas de 15 a 19 anos,2024-01-01,272,401,29,26,62,94,673,55,728
ESCARA,consulta externa,personas de 15 a 19 anos,2024-01-01,0,0,0,0,2,3,0,0,0
ESCOMA,consulta externa,personas de 15 a 19 anos,2024-01-01,9,26,0,0,0,0,35,0,35
ESMERALDA,consulta externa,personas de 15 a 19 anos,2024-01-01,6,4,1,0,6,4,10,1,11
EUCALIPTUS,consulta externa,personas de 15 a 19 anos,2024-01-01,18,20,1,1,15,20,38,2,40
EUREKA (SANTOS MERCADO),consulta externa,personas de 15 a 19 anos,2024-01-01,7,11,0,0,0,0,18,0,18
EXALTACION,consulta externa,personas de 15 a 19 anos,2024-01-01,10,17,0,0,0,0,27,0,27
FERNANDEZ ALONSO,consulta externa,personas de 15 a 19 anos,2024-01-01,71,123,5,16,0,0,194,21,215
FILADELFIA,consulta externa,personas de 15 a 19 anos,2024-01-01,27,40,0,0,31,41,67,0,67
GAIOC JATUN AYLLU YURA,consulta externa,personas de 15 a 19 anos,2024-01-01,5,14,0,0,20,20,19,0,19
GENERAL SAAVEDRA,consulta externa,personas de 15 a 19 anos,2024-01-01,79,155,3,12,0,0,234,15,249
GIA-TIM,consulta externa,personas de 15 a 19 anos,2024-01-01,22,24,0,0,0,0,46,0,46
GRAL. J.J. PEREZ (CHARAZANI),consulta externa,personas de 15 a 19 anos,2024-01-01,21,50,0,2,1,6,71,2,73
GUANAY,consulta externa,personas de 15 a 19 anos,2024-01-01,46,82,14,35,0,0,128,49,177
GUAQUI,consulta externa,personas de 15 a 19 anos,2024-01-01,8,19,0,0,2,4,27,0,27
GUAYARAMERIN,consulta externa,personas de 15 a 19 anos,2024-01-01,138,323,25,26,18,41,461,51,512
GUTIERREZ,consulta externa,personas de 15 a 19 anos,2024-01-01,50,116,7,1,0,0,166,8,174
HUACARAJE,consulta externa,personas de 15 a 19 anos,2024-01-01,15,21,0,2,0,0,36,2,38
HUACARETA,consulta externa,personas de 15 a 19 anos,2024-01-01,29,41,3,6,0,0,70,9,79
HUACAYA (VILLA DE HUACAYA),consulta externa,personas de 15 a 19 anos,2024-01-01,9,29,0,0,0,0,38,0,38
HUACHACALLA,consulta externa,personas de 15 a 19 anos,2024-01-01,10,8,1,0,10,8,18,1,19
HUANUNI,consulta externa,personas de 15 a 19 anos,2024-01-01,87,132,17,25,36,80,219,42,261
HUARINA,consulta externa,personas de 15 a 19 anos,2024-01-01,22,18,10,12,0,0,40,22,62
HUATAJATA,consulta externa,personas de 15 a 19 anos,2024-01-01,3,8,0,3,0,0,11,3,14
HUAYLLAMARCA,consulta externa,personas de 15 a 19 anos,2024-01-01,7,14,0,0,4,9,21,0,21
HUMANATA,consulta externa,personas de 15 a 19 anos,2024-01-01,2,2,1,0,0,0,4,1,5
ICHOCA,consulta externa,personas de 15 a 19 anos,2024-01-01,20,23,0,7,14,13,43,7,50
ICLA,consulta externa,personas de 15 a 19 anos,2024-01-01,34,60,3,5,0,0,94,8,102
INCAHUASI,consulta externa,personas de 15 a 19 anos,2024-01-01,33,85,0,12,35,88,118,12,130
INGAVI (HUMAITA),consulta externa,personas de 15 a 19 anos,2024-01-01,19,14,0,0,0,0,33,0,33
INQUISIVI,consulta externa,personas de 15 a 19 anos,2024-01-01,40,52,1,5,27,27,92,6,98
IRUPANA (VILLA DE LANZA),consulta externa,personas de 15 a 19 anos,2024-01-01,54,83,6,13,18,37,137,19,156
IXIAMAS,consulta externa,personas de 15 a 19 anos,2024-01-01,42,47,0,2,0,0,89,2,91
JESUS DE MACHACA,consulta externa,personas de 15 a 19 anos,2024-01-01,21,33,1,1,4,6,54,2,56
LA ASUNTA,consulta externa,personas de 15 a 19 anos,2024-01-01,113,195,3,5,110,180,308,8,316
LA GUARDIA,consulta externa,personas de 15 a 19 anos,2024-01-01,421,700,86,178,50,59,1121,264,1385
LA PAZ,consulta externa,personas de 15 a 19 anos,2024-01-01,3812,4695,1403,2174,451,427,8507,3577,12084
LA RIVERA,consulta externa,personas de 15 a 19 anos,2024-01-01,0,0,0,0,3,5,0,0,0
LAGUNILLAS,consulta externa,personas de 15 a 19 anos,2024-01-01,34,74,1,2,0,0,108,3,111
LAJA,consulta externa,personas de 15 a 19 anos,2024-01-01,47,65,2,2,0,0,112,4,116
LAS CARRERAS,consulta externa,personas de 15 a 19 anos,2024-01-01,1,3,1,1,19,28,4,2,6
LICOMA PAMPA,consulta externa,personas de 15 a 19 anos,2024-01-01,7,8,0,0,2,2,15,0,15
LLALLAGUA,consulta externa,personas de 15 a 19 anos,2024-01-01,250,439,10,34,2,3,689,44,733
LLICA,consulta externa,personas de 15 a 19 anos,2024-01-01,6,16,0,0,0,0,22,0,22
LORETO,consulta externa,personas de 15 a 19 anos,2024-01-01,23,41,4,4,0,0,64,8,72
LURIBAY,consulta externa,personas de 15 a 19 anos,2024-01-01,37,46,1,0,0,0,83,1,84
MACHACAMARCA,consulta externa,personas de 15 a 19 anos,2024-01-01,178,71,1,3,169,64,249,4,253
MACHARETI,consulta externa,personas de 15 a 19 anos,2024-01-01,13,42,1,14,18,53,55,15,70
MAGDALENA,consulta externa,personas de 15 a 19 anos,2024-01-01,26,32,4,3,29,38,58,7,65
MAIRANA,consulta externa,personas de 15 a 19 anos,2024-01-01,24,78,13,29,0,0,102,42,144
MALLA,consulta externa,personas de 15 a 19 anos,2024-01-01,9,17,0,0,0,0,26,0,26
MAPIRI,consulta externa,personas de 15 a 19 anos,2024-01-01,45,104,0,5,0,0,149,5,154
MECAPACA,consulta externa,personas de 15 a 19 anos,2024-01-01,30,60,7,7,0,0,90,14,104
MINEROS,consulta externa,personas de 15 a 19 anos,2024-01-01,54,115,6,25,0,0,169,31,200
MIZQUE,consulta externa,personas de 15 a 19 anos,2024-01-01,44,140,9,15,42,135,184,24,208
MOCOMOCO,consulta externa,personas de 15 a 19 anos,2024-01-01,14,27,7,3,0,0,41,10,51
MOJINETE,consulta externa,personas de 15 a 19 anos,2024-01-01,6,5,0,0,0,0,11,0,11
MOJOCOYA,consulta externa,personas de 15 a 19 anos,2024-01-01,5,41,0,2,1,24,46,2,48
MONTEAGUDO,consulta externa,personas de 15 a 19 anos,2024-01-01,122,195,28,24,4,2,317,52,369
MONTERO,consulta externa,personas de 15 a 19 anos,2024-01-01,525,1316,105,271,3,3,1841,376,2217
MORO MORO,consulta externa,personas de 15 a 19 anos,2024-01-01,9,10,0,0,0,0,19,0,19
MOROCHATA,consulta externa,personas de 15 a 19 anos,2024-01-01,23,28,0,0,0,0,51,0,51
NACEBE (SANTA ROSA DEL ABUNA),consulta externa,personas de 15 a 19 anos,2024-01-01,21,38,0,0,0,0,59,0,59
NAZACARA DE PACAJES,consulta externa,personas de 15 a 19 anos,2024-01-01,1,2,0,0,0,0,3,0,3
NUEVO MANOA (NUEVA ESPERANZA),consulta externa,personas de 15 a 19 anos,2024-01-01,15,6,0,0,0,0,21,0,21
OCURI,consulta externa,personas de 15 a 19 anos,2024-01-01,19,48,0,2,0,0,67,2,69
OKINAWA,consulta externa,personas de 15 a 19 anos,2024-01-01,62,104,8,20,0,0,166,28,194
OMEREQUE,consulta externa,personas de 15 a 19 anos,2024-01-01,23,33,2,1,0,0,56,3,59
ORURO,consulta externa,personas de 15 a 19 anos,2024-01-01,2121,2879,393,493,467,627,5000,886,5886
PADCAYA,consulta externa,personas de 15 a 19 anos,2024-01-01,74,143,2,11,71,139,217,13,230
PADILLA,consulta externa,personas de 15 a 19 anos,2024-01-01,52,85,5,7,0,0,137,12,149
PAILON,consulta externa,personas de 15 a 19 anos,2024-01-01,95,256,8,13,0,0,351,21,372
PALCA,consulta externa,personas de 15 a 19 anos,2024-01-01,53,82,3,10,24,34,135,13,148
PALOS BLANCOS,consulta externa,personas de 15 a 19 anos,2024-01-01,159,262,24,22,0,0,421,46,467
PAMPA AULLAGAS,consulta externa,personas de 15 a 19 anos,2024-01-01,10,8,0,0,4,5,18,0,18
PAMPA GRANDE,consulta externa,personas de 15 a 19 anos,2024-01-01,23,33,0,0,0,0,56,0,56
PAPEL PAMPA,consulta externa,personas de 15 a 19 anos,2024-01-01,20,28,1,0,0,0,48,1,49
PASORAPA,consulta externa,personas de 15 a 19 anos,2024-01-01,11,14,0,1,11,14,25,1,26
PATACAMAYA,consulta externa,personas de 15 a 19 anos,2024-01-01,61,116,13,32,0,0,177,45,222
PAZÑA,consulta externa,personas de 15 a 19 anos,2024-01-01,7,19,0,2,13,27,26,2,28
PELECHUCO,consulta externa,personas de 15 a 19 anos,2024-01-01,21,19,0,1,10,8,40,1,41
POCOATA,consulta externa,personas de 15 a 19 anos,2024-01-01,39,73,5,2,6,21,112,7,119
POCONA,consulta externa,personas de 15 a 19 anos,2024-01-01,35,41,0,0,0,0,76,0,76
POJO (CBBA),consulta externa,personas de 15 a 19 anos,2024-01-01,29,41,1,3,0,0,70,4,74
POOPO,consulta externa,personas de 15 a 19 anos,2024-01-01,1,6,0,2,22,41,7,2,9
PORCO,consulta externa,personas de 15 a 19 anos,2024-01-01,19,77,0,1,22,59,96,1,97
POROMA,consulta externa,personas de 15 a 19 anos,2024-01-01,28,81,1,3,28,81,109,4,113
PORONGO,consulta externa,personas de 15 a 19 anos,2024-01-01,62,115,2,12,0,0,177,14,191
PORTACHUELO,consulta externa,personas de 15 a 19 anos,2024-01-01,27,54,47,123,7,24,81,170,251
PORVENIR,consulta externa,personas de 15 a 19 anos,2024-01-01,44,58,5,11,0,0,102,16,118
POSTRER VALLE,consulta externa,personas de 15 a 19 anos,2024-01-01,2,6,0,0,0,0,8,0,8
POTOSI,consulta externa,personas de 15 a 19 anos,2024-01-01,1275,1907,314,375,327,517,3182,689,3871
PRESTO,consulta externa,personas de 15 a 19 anos,2024-01-01,24,48,1,0,0,0,72,1,73
PUCARA,consulta externa,personas de 15 a 19 anos,2024-01-01,6,7,0,2,0,0,13,2,15
PUCARANI,consulta externa,personas de 15 a 19 anos,2024-01-01,79,111,16,9,0,0,190,25,215
PUERTO ACOSTA,consulta externa,personas de 15 a 19 anos,2024-01-01,15,12,3,1,0,0,27,4,31
PUERTO CARABUCO,consulta externa,personas de 15 a 19 anos,2024-01-01,25,43,1,3,0,0,68,4,72
PUERTO GONZALO MORENO,consulta externa,personas de 15 a 19 anos,2024-01-01,31,84,0,8,29,73,115,8,123
PUERTO PEREZ,consulta externa,personas de 15 a 19 anos,2024-01-01,10,30,0,2,0,0,40,2,42
PUERTO QUIJARRO,consulta externa,personas de 15 a 19 anos,2024-01-01,15,18,0,0,131,105,33,0,33
PUERTO RICO,consulta externa,personas de 15 a 19 anos,2024-01-01,77,91,0,0,0,0,168,0,168
PUERTO SILES,consulta externa,personas de 15 a 19 anos,2024-01-01,5,18,0,0,0,0,23,0,23
PUERTO SUAREZ,consulta externa,personas de 15 a 19 anos,2024-01-01,48,63,7,1,48,63,111,8,119
PUERTO VILLARROEL,consulta externa,personas de 15 a 19 anos,2024-01-01,318,633,57,67,98,246,951,124,1075
PUNA,consulta externa,personas de 15 a 19 anos,2024-01-01,53,83,0,0,62,97,136,0,136
PUNATA,consulta externa,personas de 15 a 19 anos,2024-01-01,144,324,62,90,0,0,468,152,620
QUIABAYA,consulta externa,personas de 15 a 19 anos,2024-01-01,18,23,0,1,0,0,41,1,42
QUILLACOLLO,consulta externa,personas de 15 a 19 anos,2024-01-01,482,778,91,156,3,2,1260,247,1507
QUIME,consulta externa,personas de 15 a 19 anos,2024-01-01,20,27,3,3,0,0,47,6,53
QUIRUSILLAS,consulta externa,personas de 15 a 19 anos,2024-01-01,5,12,3,3,0,0,17,6,23
RAQAYPAMPA(ETA),consulta externa,personas de 15 a 19 anos,2024-01-01,17,23,0,0,14,23,40,0,40
RAVELO,consulta externa,personas de 15 a 19 anos,2024-01-01,23,28,0,0,0,0,51,0,51
REYES,consulta externa,personas de 15 a 19 anos,2024-01-01,79,122,0,1,0,0,201,1,202
RIBERALTA,consulta externa,personas de 15 a 19 anos,2024-01-01,495,1121,95,150,223,441,1616,245,1861
ROBORE,consulta externa,personas de 15 a 19 anos,2024-01-01,84,312,0,7,71,270,396,7,403
RURRENABAQUE,consulta externa,personas de 15 a 19 anos,2024-01-01,111,166,31,14,75,65,277,45,322
SABAYA,consulta externa,personas de 15 a 19 anos,2024-01-01,41,38,2,0,41,38,79,2,81
SACABA,consulta externa,personas de 15 a 19 anos,2024-01-01,493,808,104,139,470,798,1301,243,1544
SACABAMBA,consulta externa,personas de 15 a 19 anos,2024-01-01,11,16,0,1,0,0,27,1,28
SACACA,consulta externa,personas de 15 a 19 anos,2024-01-01,17,32,0,2,0,0,49,2,51
SAIPINA,consulta externa,personas de 15 a 19 anos,2024-01-01,25,30,3,5,0,0,55,8,63
SALINAS DE GARCI MENDOZA,consulta externa,personas de 15 a 19 anos,2024-01-01,15,36,0,1,13,32,51,1,52
SAMAIPATA,consulta externa,personas de 15 a 19 anos,2024-01-01,44,74,1,5,0,0,118,6,124
SAN AGUSTIN,consulta externa,personas de 15 a 19 anos,2024-01-01,10,7,0,0,0,0,17,0,17
SAN ANDRES,consulta externa,personas de 15 a 19 anos,2024-01-01,56,117,8,16,1,5,173,24,197
SAN ANDRES DE MACHACA,consulta externa,personas de 15 a 19 anos,2024-01-01,9,13,0,3,0,0,22,3,25
SAN ANTONIO DE ESMORUCO,consulta externa,personas de 15 a 19 anos,2024-01-01,12,10,0,0,0,0,22,0,22
SAN ANTONIO DE LOMERIO,consulta externa,personas de 15 a 19 anos,2024-01-01,21,30,1,2,0,0,51,3,54
SAN BENITO,consulta externa,personas de 15 a 19 anos,2024-01-01,32,74,4,21,0,0,106,25,131
SAN BORJA,consulta externa,personas de 15 a 19 anos,2024-01-01,112,221,15,52,116,277,333,67,400
SAN BUENA VENTURA,consulta externa,personas de 15 a 19 anos,2024-01-01,30,76,2,8,0,0,106,10,116
SAN CARLOS,consulta externa,personas de 15 a 19 anos,2024-01-01,21,84,0,3,0,0,105,3,108
SAN IGNACIO,consulta externa,personas de 15 a 19 anos,2024-01-01,72,156,11,14,1,7,228,25,253
SAN IGNACIO DE VELASCO,consulta externa,personas de 15 a 19 anos,2024-01-01,100,209,24,37,2,0,309,61,370
SAN JAVIER(BNI),consulta externa,personas de 15 a 19 anos,2024-01-01,4,13,1,1,9,15,17,2,19
SAN JAVIER(STC),consulta externa,personas de 15 a 19 anos,2024-01-01,36,72,0,3,0,0,108,3,111
SAN JOAQUIN,consulta externa,personas de 15 a 19 anos,2024-01-01,11,18,0,0,18,14,29,0,29
SAN JOSE DE CHIQUITOS,consulta externa,personas de 15 a 19 anos,2024-01-01,28,74,8,8,0,0,102,16,118
SAN JUAN DE YAPACANI,consulta externa,personas de 15 a 19 anos,2024-01-01,13,14,0,0,0,1,27,0,27
SAN JULIAN,consulta externa,personas de 15 a 19 anos,2024-01-01,168,358,30,46,0,0,526,76,602
SAN LORENZO(PND),consulta externa,personas de 15 a 19 anos,2024-01-01,28,63,0,0,0,0,91,0,91
SAN LORENZO(TJA),consulta externa,personas de 15 a 19 anos,2024-01-01,152,214,4,12,152,214,366,16,382
SAN LUCAS,consulta externa,personas de 15 a 19 anos,2024-01-01,96,197,8,7,88,162,293,15,308
SAN MATIAS,consulta externa,personas de 15 a 19 anos,2024-01-01,44,80,6,5,0,0,124,11,135
SAN MIGUEL DE VELASCO,consulta externa,personas de 15 a 19 anos,2024-01-01,45,66,7,32,0,0,111,39,150
SAN PABLO DE LIPEZ,consulta externa,personas de 15 a 19 anos,2024-01-01,10,11,0,0,2,2,21,0,21
SAN PEDRO,consulta externa,personas de 15 a 19 anos,2024-01-01,113,261,2,14,0,0,374,16,390
SAN PEDRO DE BUENA VISTA,consulta externa,personas de 15 a 19 anos,2024-01-01,11,32,0,1,12,23,43,1,44
