municipality,group,variable,month,Nacidos vivos con peso menor a 2500 g.,TOTAL
TARIJA,atencion de partos en domicilio,nacidos vivos con peso menor a 2500 g.,2008-02-01,1,1
TOMINA,atencion de partos en domicilio,nacidos vivos con peso menor a 2500 g.,2008-02-01,1,1
ATOCHA,atencion de partos en domicilio,nacidos vivos con peso menor a 2500 g.,2008-03-01,2,2
AZURDUY,atencion de partos en domicilio,nacidos vivos con peso menor a 2500 g.,2008-03-01,1,1
CAIROMA,atencion de partos en domicilio,nacidos vivos con peso menor a 2500 g.,2008-03-01,1,1
COLQUECHACA,atencion de partos en domicilio,nacidos vivos con peso menor a 2500 g.,2008-03-01,1,1
CULPINA,atencion de partos en domicilio,nacidos vivos con peso menor a 2500 g.,2008-03-01,1,1
ENTRE RIOS,atencion de partos en domicilio,nacidos vivos con peso menor a 2500 g.,2008-03-01,1,1
GUAYARAMERIN,atencion de partos en domicilio,nacidos vivos con peso menor a 2500 g.,2008-03-01,1,1
ICLA,atencion de partos en domicilio,nacidos vivos con peso menor a 2500 g.,2008-03-01,1,1
SAN ANDRES DE MACHACA,atencion de partos en domicilio,nacidos vivos con peso menor a 2500 g.,2008-03-01,1,1
SAN ANTONIO DE ESMORUCO,atencion de partos en domicilio,nacidos vivos con peso menor a 2500 g.,2008-03-01,1,1
SAN BUENA VENTURA,atencion de partos en domicilio,nacidos vivos con peso menor a 2500 g.,2008-03-01,3,3
SANTA CRUZ DE LA SIERRA,atencion de partos en domicilio,nacidos vivos con peso menor a 2500 g.,2008-03-01,0,0
SANTA ROSA DEL SARA,atencion de partos en domicilio,nacidos vivos con peso menor a 2500 g.,2008-03-01,1,1
VILLAZON,atencion de partos en domicilio,nacidos vivos con peso menor a 2500 g.,2008-03-01,1,1
ZUDAÑEZ,atencion de partos en domicilio,nacidos vivos con peso menor a 2500 g.,2008-03-01,1,1
ALCALA,atencion de partos en domicilio,nacidos vivos con peso menor a 2500 g.,2008-04-01,1,1
APOLO,atencion de partos en domicilio,nacidos vivos con peso menor a 2500 g.,2008-04-01,2,2
AZURDUY,atencion de partos en domicilio,nacidos vivos con peso menor a 2500 g.,2008-04-01,1,1
CAMARGO,atencion de partos en domicilio,nacidos vivos con peso menor a 2500 g.,2008-04-01,5,5
CHACARILLA,atencion de partos en domicilio,nacidos vivos con peso menor a 2500 g.,2008-04-01,1,1
EL ALTO,atencion de partos en domicilio,nacidos vivos con peso menor a 2500 g.,2008-04-01,3,3
EL PUENTE(TJA),atencion de partos en domicilio,nacidos vivos con peso menor a 2500 g.,2008-04-01,1,1
MAGDALENA,atencion de partos en domicilio,nacidos vivos con peso menor a 2500 g.,2008-04-01,1,1
OCURI,atencion de partos en domicilio,nacidos vivos con peso menor a 2500 g.,2008-04-01,2,2
ORURO,atencion de partos en domicilio,nacidos vivos con peso menor a 2500 g.,2008-04-01,1,1
PALCA,atencion de partos en domicilio,nacidos vivos con peso menor a 2500 g.,2008-04-01,1,1
POCOATA,atencion de partos en domicilio,nacidos vivos con peso menor a 2500 g.,2008-04-01,1,1
PORCO,atencion de partos en domicilio,nacidos vivos con peso menor a 2500 g.,2008-04-01,1,1
PUNA,atencion de partos en domicilio,nacidos vivos con peso menor a 2500 g.,2008-04-01,1,1
SAN JAVIER(BNI),atencion de partos en domicilio,nacidos vivos con peso menor a 2500 g.,2008-04-01,1,1
SANTA CRUZ DE LA SIERRA,atencion de partos en domicilio,nacidos vivos con peso menor a 2500 g.,2008-04-01,0,0
SANTIAGO DE CALLAPA,atencion de partos en domicilio,nacidos vivos con peso menor a 2500 g.,2008-04-01,1,1
TURCO,atencion de partos en domicilio,nacidos vivos con peso menor a 2500 g.,2008-04-01,1,1
VALLEGRANDE,atencion de partos en domicilio,nacidos vivos con peso menor a 2500 g.,2008-04-01,1,1
YUNCHARA,atencion de partos en domicilio,nacidos vivos con peso menor a 2500 g.,2008-04-01,2,2
ANZALDO,atencion de partos en domicilio,nacidos vivos con peso menor a 2500 g.,2008-05-01,1,1
APOLO,atencion de partos en domicilio,nacidos vivos con peso menor a 2500 g.,2008-05-01,1,1
BETANZOS,atencion de partos en domicilio,nacidos vivos con peso menor a 2500 g.,2008-05-01,1,1
CAMARGO,atencion de partos en domicilio,nacidos vivos con peso menor a 2500 g.,2008-05-01,1,1
CAPINOTA,atencion de partos en domicilio,nacidos vivos con peso menor a 2500 g.,2008-05-01,2,2
COTAGAITA,atencion de partos en domicilio,nacidos vivos con peso menor a 2500 g.,2008-05-01,1,1
CURVA,atencion de partos en domicilio,nacidos vivos con peso menor a 2500 g.,2008-05-01,1,1
INCAHUASI,atencion de partos en domicilio,nacidos vivos con peso menor a 2500 g.,2008-05-01,2,2
LLALLAGUA,atencion de partos en domicilio,nacidos vivos con peso menor a 2500 g.,2008-05-01,1,1
MOJOCOYA,atencion de partos en domicilio,nacidos vivos con peso menor a 2500 g.,2008-05-01,1,1
OCURI,atencion de partos en domicilio,nacidos vivos con peso menor a 2500 g.,2008-05-01,2,2
PUERTO CARABUCO,atencion de partos en domicilio,nacidos vivos con peso menor a 2500 g.,2008-05-01,2,2
SANTA CRUZ DE LA SIERRA,atencion de partos en domicilio,nacidos vivos con peso menor a 2500 g.,2008-05-01,0,0
TARABUCO,atencion de partos en domicilio,nacidos vivos con peso menor a 2500 g.,2008-05-01,1,1
TARVITA,atencion de partos en domicilio,nacidos vivos con peso menor a 2500 g.,2008-05-01,2,2
TEOPONTE,atencion de partos en domicilio,nacidos vivos con peso menor a 2500 g.,2008-05-01,1,1
TINGUIPAYA,atencion de partos en domicilio,nacidos vivos con peso menor a 2500 g.,2008-05-01,2,2
TOMAVE,atencion de partos en domicilio,nacidos vivos con peso menor a 2500 g.,2008-05-01,1,1
TUPIZA,atencion de partos en domicilio,nacidos vivos con peso menor a 2500 g.,2008-05-01,1,1
VILLA VACA GUZMAN (MUYUPAMPA),atencion de partos en domicilio,nacidos vivos con peso menor a 2500 g.,2008-05-01,1,1
APOLO,atencion de partos en domicilio,nacidos vivos con peso menor a 2500 g.,2008-06-01,1,1
ARQUE,atencion de partos en domicilio,nacidos vivos con peso menor a 2500 g.,2008-06-01,1,1
BETANZOS,atencion de partos en domicilio,nacidos vivos con peso menor a 2500 g.,2008-06-01,1,1
CAMARGO,atencion de partos en domicilio,nacidos vivos con peso menor a 2500 g.,2008-06-01,2,2
CAMIRI,atencion de partos en domicilio,nacidos vivos con peso menor a 2500 g.,2008-06-01,1,1
CARANAVI,atencion de partos en domicilio,nacidos vivos con peso menor a 2500 g.,2008-06-01,1,1
CORQUE,atencion de partos en domicilio,nacidos vivos con peso menor a 2500 g.,2008-06-01,1,1
EUCALIPTUS,atencion de partos en domicilio,nacidos vivos con peso menor a 2500 g.,2008-06-01,1,1
EXALTACION,atencion de partos en domicilio,nacidos vivos con peso menor a 2500 g.,2008-06-01,1,1
IXIAMAS,atencion de partos en domicilio,nacidos vivos con peso menor a 2500 g.,2008-06-01,1,1
OCURI,atencion de partos en domicilio,nacidos vivos con peso menor a 2500 g.,2008-06-01,4,4
POCOATA,atencion de partos en domicilio,nacidos vivos con peso menor a 2500 g.,2008-06-01,2,2
PUNA,atencion de partos en domicilio,nacidos vivos con peso menor a 2500 g.,2008-06-01,1,1
SABAYA,atencion de partos en domicilio,nacidos vivos con peso menor a 2500 g.,2008-06-01,1,1
SANTA CRUZ DE LA SIERRA,atencion de partos en domicilio,nacidos vivos con peso menor a 2500 g.,2008-06-01,0,0
TARIJA,atencion de partos en domicilio,nacidos vivos con peso menor a 2500 g.,2008-06-01,2,2
VILLA VACA GUZMAN (MUYUPAMPA),atencion de partos en domicilio,nacidos vivos con peso menor a 2500 g.,2008-06-01,1,1
YOCALLA,atencion de partos en domicilio,nacidos vivos con peso menor a 2500 g.,2008-06-01,1,1
ARAMPAMPA,atencion de partos en domicilio,nacidos vivos con peso menor a 2500 g.,2008-07-01,2,2
BELLA FLOR,atencion de partos en domicilio,nacidos vivos con peso menor a 2500 g.,2008-07-01,1,1
BETANZOS,atencion de partos en domicilio,nacidos vivos con peso menor a 2500 g.,2008-07-01,2,2
BOLIVAR,atencion de partos en domicilio,nacidos vivos con peso menor a 2500 g.,2008-07-01,1,1
CHIMORE,atencion de partos en domicilio,nacidos vivos con peso menor a 2500 g.,2008-07-01,1,1
CHIPAYA,atencion de partos en domicilio,nacidos vivos con peso menor a 2500 g.,2008-07-01,1,1
POROMA,atencion de partos en domicilio,nacidos vivos con peso menor a 2500 g.,2008-07-01,1,1
PUCARANI,atencion de partos en domicilio,nacidos vivos con peso menor a 2500 g.,2008-07-01,2,2
PUERTO VILLARROEL,atencion de partos en domicilio,nacidos vivos con peso menor a 2500 g.,2008-07-01,2,2
SALINAS DE GARCI MENDOZA,atencion de partos en domicilio,nacidos vivos con peso menor a 2500 g.,2008-07-01,1,1
SAN LUCAS,atencion de partos en domicilio,nacidos vivos con peso menor a 2500 g.,2008-07-01,1,1
SANTA CRUZ DE LA SIERRA,atencion de partos en domicilio,nacidos vivos con peso menor a 2500 g.,2008-07-01,0,0
SIPE SIPE,atencion de partos en domicilio,nacidos vivos con peso menor a 2500 g.,2008-07-01,1,1
TAPACARI,atencion de partos en domicilio,nacidos vivos con peso menor a 2500 g.,2008-07-01,1,1
TOMAVE,atencion de partos en domicilio,nacidos vivos con peso menor a 2500 g.,2008-07-01,1,1
TUPIZA,atencion de partos en domicilio,nacidos vivos con peso menor a 2500 g.,2008-07-01,2,2
YOCALLA,atencion de partos en domicilio,nacidos vivos con peso menor a 2500 g.,2008-07-01,1,1
ANTEQUERA,atencion de partos en domicilio,nacidos vivos con peso menor a 2500 g.,2008-08-01,1,1
APOLO,atencion de partos en domicilio,nacidos vivos con peso menor a 2500 g.,2008-08-01,1,1
"CAIZA ""D""",atencion de partos en domicilio,nacidos vivos con peso menor a 2500 g.,2008-08-01,1,1
CAMARGO,atencion de partos en domicilio,nacidos vivos con peso menor a 2500 g.,2008-08-01,1,1
CATACORA,atencion de partos en domicilio,nacidos vivos con peso menor a 2500 g.,2008-08-01,1,1
CHUMA,atencion de partos en domicilio,nacidos vivos con peso menor a 2500 g.,2008-08-01,2,2
COTAGAITA,atencion de partos en domicilio,nacidos vivos con peso menor a 2500 g.,2008-08-01,2,2
EL PUENTE(TJA),atencion de partos en domicilio,nacidos vivos con peso menor a 2500 g.,2008-08-01,1,1
LICOMA PAMPA,atencion de partos en domicilio,nacidos vivos con peso menor a 2500 g.,2008-08-01,1,1
MOROCHATA,atencion de partos en domicilio,nacidos vivos con peso menor a 2500 g.,2008-08-01,3,3
OCURI,atencion de partos en domicilio,nacidos vivos con peso menor a 2500 g.,2008-08-01,1,1
SACACA,atencion de partos en domicilio,nacidos vivos con peso menor a 2500 g.,2008-08-01,2,2
SAN IGNACIO DE VELASCO,atencion de partos en domicilio,nacidos vivos con peso menor a 2500 g.,2008-08-01,1,1
SAN LUCAS,atencion de partos en domicilio,nacidos vivos con peso menor a 2500 g.,2008-08-01,1,1
SAN PEDRO DE BUENA VISTA,atencion de partos en domicilio,nacidos vivos con peso menor a 2500 g.,2008-08-01,1,1
SANTA CRUZ DE LA SIERRA,atencion de partos en domicilio,nacidos vivos con peso menor a 2500 g.,2008-08-01,0,0
SANTA ROSA DEL SARA,atencion de partos en domicilio,nacidos vivos con peso menor a 2500 g.,2008-08-01,1,1
TARABUCO,atencion de partos en domicilio,nacidos vivos con peso menor a 2500 g.,2008-08-01,1,1
TINGUIPAYA,atencion de partos en domicilio,nacidos vivos con peso menor a 2500 g.,2008-08-01,1,1
TOTORA(CBBA),atencion de partos en domicilio,nacidos vivos con peso menor a 2500 g.,2008-08-01,2,2
VILLAZON,atencion de partos en domicilio,nacidos vivos con peso menor a 2500 g.,2008-08-01,1,1
ACHACACHI,atencion de partos en domicilio,nacidos vivos con peso menor a 2500 g.,2008-09-01,2,2
ARAMPAMPA,atencion de partos en domicilio,nacidos vivos con peso menor a 2500 g.,2008-09-01,1,1
ARQUE,atencion de partos en domicilio,nacidos vivos con peso menor a 2500 g.,2008-09-01,1,1
BATALLAS,atencion de partos en domicilio,nacidos vivos con peso menor a 2500 g.,2008-09-01,2,2
CARANAVI,atencion de partos en domicilio,nacidos vivos con peso menor a 2500 g.,2008-09-01,1,1
IXIAMAS,atencion de partos en domicilio,nacidos vivos con peso menor a 2500 g.,2008-09-01,3,3
LA RIVERA,atencion de partos en domicilio,nacidos vivos con peso menor a 2500 g.,2008-09-01,1,1
MOCOMOCO,atencion de partos en domicilio,nacidos vivos con peso menor a 2500 g.,2008-09-01,1,1
MONTEAGUDO,atencion de partos en domicilio,nacidos vivos con peso menor a 2500 g.,2008-09-01,1,1
POCOATA,atencion de partos en domicilio,nacidos vivos con peso menor a 2500 g.,2008-09-01,1,1
PUNA,atencion de partos en domicilio,nacidos vivos con peso menor a 2500 g.,2008-09-01,3,3
RURRENABAQUE,atencion de partos en domicilio,nacidos vivos con peso menor a 2500 g.,2008-09-01,1,1
SACACA,atencion de partos en domicilio,nacidos vivos con peso menor a 2500 g.,2008-09-01,1,1
SAN IGNACIO,atencion de partos en domicilio,nacidos vivos con peso menor a 2500 g.,2008-09-01,2,2
SANTA ANA,atencion de partos en domicilio,nacidos vivos con peso menor a 2500 g.,2008-09-01,1,1
SANTA CRUZ DE LA SIERRA,atencion de partos en domicilio,nacidos vivos con peso menor a 2500 g.,2008-09-01,0,0
SORACACHI,atencion de partos en domicilio,nacidos vivos con peso menor a 2500 g.,2008-09-01,1,1
SUCRE,atencion de partos en domicilio,nacidos vivos con peso menor a 2500 g.,2008-09-01,1,1
TARABUCO,atencion de partos en domicilio,nacidos vivos con peso menor a 2500 g.,2008-09-01,1,1
TOCO,atencion de partos en domicilio,nacidos vivos con peso menor a 2500 g.,2008-09-01,1,1
YACUIBA,atencion de partos en domicilio,nacidos vivos con peso menor a 2500 g.,2008-09-01,1,1
BELLA FLOR,atencion de partos en domicilio,nacidos vivos con peso menor a 2500 g.,2008-10-01,1,1
CAPINOTA,atencion de partos en domicilio,nacidos vivos con peso menor a 2500 g.,2008-10-01,1,1
CARACOLLO,atencion de partos en domicilio,nacidos vivos con peso menor a 2500 g.,2008-10-01,1,1
CONCEPCION,atencion de partos en domicilio,nacidos vivos con peso menor a 2500 g.,2008-10-01,1,1
COTAGAITA,atencion de partos en domicilio,nacidos vivos con peso menor a 2500 g.,2008-10-01,1,1
EL ALTO,atencion de partos en domicilio,nacidos vivos con peso menor a 2500 g.,2008-10-01,1,1
EL PUENTE(TJA),atencion de partos en domicilio,nacidos vivos con peso menor a 2500 g.,2008-10-01,1,1
EUCALIPTUS,atencion de partos en domicilio,nacidos vivos con peso menor a 2500 g.,2008-10-01,1,1
MACHARETI,atencion de partos en domicilio,nacidos vivos con peso menor a 2500 g.,2008-10-01,1,1
ORURO,atencion de partos en domicilio,nacidos vivos con peso menor a 2500 g.,2008-10-01,1,1
POCOATA,atencion de partos en domicilio,nacidos vivos con peso menor a 2500 g.,2008-10-01,1,1
POROMA,atencion de partos en domicilio,nacidos vivos con peso menor a 2500 g.,2008-10-01,2,2
SAN IGNACIO,atencion de partos en domicilio,nacidos vivos con peso menor a 2500 g.,2008-10-01,1,1
SANTA CRUZ DE LA SIERRA,atencion de partos en domicilio,nacidos vivos con peso menor a 2500 g.,2008-10-01,0,0
SANTIAGO DE MACHACA,atencion de partos en domicilio,nacidos vivos con peso menor a 2500 g.,2008-10-01,1,1
SOPACHUY,atencion de partos en domicilio,nacidos vivos con peso menor a 2500 g.,2008-10-01,1,1
TACOPAYA,atencion de partos en domicilio,nacidos vivos con peso menor a 2500 g.,2008-10-01,1,1
TOLATA,atencion de partos en domicilio,nacidos vivos con peso menor a 2500 g.,2008-10-01,1,1
TOMINA,atencion de partos en domicilio,nacidos vivos con peso menor a 2500 g.,2008-10-01,1,1
WARNES,atencion de partos en domicilio,nacidos vivos con peso menor a 2500 g.,2008-10-01,2,2
YOTALA,atencion de partos en domicilio,nacidos vivos con peso menor a 2500 g.,2008-10-01,1,1
YUNCHARA,atencion de partos en domicilio,nacidos vivos con peso menor a 2500 g.,2008-10-01,1,1
ACHACACHI,atencion de partos en domicilio,nacidos vivos con peso menor a 2500 g.,2008-11-01,2,2
CAJUATA,atencion de partos en domicilio,nacidos vivos con peso menor a 2500 g.,2008-11-01,1,1
COLQUECHACA,atencion de partos en domicilio,nacidos vivos con peso menor a 2500 g.,2008-11-01,2,2
EL ALTO,atencion de partos en domicilio,nacidos vivos con peso menor a 2500 g.,2008-11-01,1,1
MIZQUE,atencion de partos en domicilio,nacidos vivos con peso menor a 2500 g.,2008-11-01,1,1
OCURI,atencion de partos en domicilio,nacidos vivos con peso menor a 2500 g.,2008-11-01,3,3
PADCAYA,atencion de partos en domicilio,nacidos vivos con peso menor a 2500 g.,2008-11-01,1,1
PALOS BLANCOS,atencion de partos en domicilio,nacidos vivos con peso menor a 2500 g.,2008-11-01,1,1
POCOATA,atencion de partos en domicilio,nacidos vivos con peso menor a 2500 g.,2008-11-01,1,1
SAN ANTONIO DE ESMORUCO,atencion de partos en domicilio,nacidos vivos con peso menor a 2500 g.,2008-11-01,1,1
SAN IGNACIO,atencion de partos en domicilio,nacidos vivos con peso menor a 2500 g.,2008-11-01,2,2
SAN PEDRO(PND),atencion de partos en domicilio,nacidos vivos con peso menor a 2500 g.,2008-11-01,1,1
TAPACARI,atencion de partos en domicilio,nacidos vivos con peso menor a 2500 g.,2008-11-01,1,1
TINGUIPAYA,atencion de partos en domicilio,nacidos vivos con peso menor a 2500 g.,2008-11-01,2,2
UNCIA,atencion de partos en domicilio,nacidos vivos con peso menor a 2500 g.,2008-11-01,2,2
ZUDAÑEZ,atencion de partos en domicilio,nacidos vivos con peso menor a 2500 g.,2008-11-01,2,2
CAJUATA,atencion de partos en domicilio,nacidos vivos con peso menor a 2500 g.,2008-12-01,1,1
CALAMARCA,atencion de partos en domicilio,nacidos vivos con peso menor a 2500 g.,2008-12-01,1,1
CHOQUE COTA,atencion de partos en domicilio,nacidos vivos con peso menor a 2500 g.,2008-12-01,1,1
CHULUMANI (V. DE LA LIBERTAD),atencion de partos en domicilio,nacidos vivos con peso menor a 2500 g.,2008-12-01,1,1
CULPINA,atencion de partos en domicilio,nacidos vivos con peso menor a 2500 g.,2008-12-01,1,1
MOROCHATA,atencion de partos en domicilio,nacidos vivos con peso menor a 2500 g.,2008-12-01,1,1
ORURO,atencion de partos en domicilio,nacidos vivos con peso menor a 2500 g.,2008-12-01,1,1
PAMPA AULLAGAS,atencion de partos en domicilio,nacidos vivos con peso menor a 2500 g.,2008-12-01,2,2
PUNA,atencion de partos en domicilio,nacidos vivos con peso menor a 2500 g.,2008-12-01,1,1
SAN PEDRO DE TIQUINA,atencion de partos en domicilio,nacidos vivos con peso menor a 2500 g.,2008-12-01,1,1
SANTA ROSA,atencion de partos en domicilio,nacidos vivos con peso menor a 2500 g.,2008-12-01,3,3
SANTIAGO DE HUARI,atencion de partos en domicilio,nacidos vivos con peso menor a 2500 g.,2008-12-01,1,1
SENA,atencion de partos en domicilio,nacidos vivos con peso menor a 2500 g.,2008-12-01,1,1
SUCRE,atencion de partos en domicilio,nacidos vivos con peso menor a 2500 g.,2008-12-01,2,2
TOMAVE,atencion de partos en domicilio,nacidos vivos con peso menor a 2500 g.,2008-12-01,1,1
TOMINA,atencion de partos en domicilio,nacidos vivos con peso menor a 2500 g.,2008-12-01,1,1
TORO TORO,atencion de partos en domicilio,nacidos vivos con peso menor a 2500 g.,2008-12-01,2,2
VILLA TUNARI,atencion de partos en domicilio,nacidos vivos con peso menor a 2500 g.,2008-12-01,1,1
