municipality,group,variable,month,Nacidos muertos atendidos por personal de salud,TOTAL
SAN RAMON,atencion de partos en domicilio,nacidos muertos atendidos por personal de salud,2008-02-01,1,1
SORATA,atencion de partos en domicilio,nacidos muertos atendidos por personal de salud,2008-02-01,1,1
TACOBAMBA,atencion de partos en domicilio,nacidos muertos atendidos por personal de salud,2008-02-01,1,1
TAPACARI,atencion de partos en domicilio,nacidos muertos atendidos por personal de salud,2008-02-01,1,1
TUPIZA,atencion de partos en domicilio,nacidos muertos atendidos por personal de salud,2008-02-01,1,1
UNCIA,atencion de partos en domicilio,nacidos muertos atendidos por personal de salud,2008-02-01,1,1
ASCENCION DE GUARAYOS,atencion de partos en domicilio,nacidos muertos atendidos por personal de salud,2008-03-01,1,1
AZURDUY,atencion de partos en domicilio,nacidos muertos atendidos por personal de salud,2008-03-01,1,1
CAIROMA,atencion de partos en domicilio,nacidos muertos atendidos por personal de salud,2008-03-01,1,1
COLQUECHACA,atencion de partos en domicilio,nacidos muertos atendidos por personal de salud,2008-03-01,1,1
INCAHUASI,atencion de partos en domicilio,nacidos muertos atendidos por personal de salud,2008-03-01,3,3
IRUPANA (VILLA DE LANZA),atencion de partos en domicilio,nacidos muertos atendidos por personal de salud,2008-03-01,2,2
JESUS DE MACHACA,atencion de partos en domicilio,nacidos muertos atendidos por personal de salud,2008-03-01,1,1
MALLA,atencion de partos en domicilio,nacidos muertos atendidos por personal de salud,2008-03-01,1,1
MONTEAGUDO,atencion de partos en domicilio,nacidos muertos atendidos por personal de salud,2008-03-01,1,1
SAN MATIAS,atencion de partos en domicilio,nacidos muertos atendidos por personal de salud,2008-03-01,1,1
SANTA ANA,atencion de partos en domicilio,nacidos muertos atendidos por personal de salud,2008-03-01,1,1
SANTA CRUZ DE LA SIERRA,atencion de partos en domicilio,nacidos muertos atendidos por personal de salud,2008-03-01,0,0
TARACO,atencion de partos en domicilio,nacidos muertos atendidos por personal de salud,2008-03-01,1,1
TARVITA,atencion de partos en domicilio,nacidos muertos atendidos por personal de salud,2008-03-01,1,1
VILLA SERRANO,atencion de partos en domicilio,nacidos muertos atendidos por personal de salud,2008-03-01,1,1
WALDO BALLIVIAN,atencion de partos en domicilio,nacidos muertos atendidos por personal de salud,2008-03-01,1,1
CAIROMA,atencion de partos en domicilio,nacidos muertos atendidos por personal de salud,2008-04-01,1,1
COLQUENCHA,atencion de partos en domicilio,nacidos muertos atendidos por personal de salud,2008-04-01,1,1
ENTRE RIOS,atencion de partos en domicilio,nacidos muertos atendidos por personal de salud,2008-04-01,1,1
ICLA,atencion de partos en domicilio,nacidos muertos atendidos por personal de salud,2008-04-01,1,1
INCAHUASI,atencion de partos en domicilio,nacidos muertos atendidos por personal de salud,2008-04-01,1,1
NUEVO MANOA (NUEVA ESPERANZA),atencion de partos en domicilio,nacidos muertos atendidos por personal de salud,2008-04-01,1,1
POROMA,atencion de partos en domicilio,nacidos muertos atendidos por personal de salud,2008-04-01,1,1
SAN LUCAS,atencion de partos en domicilio,nacidos muertos atendidos por personal de salud,2008-04-01,2,2
SAN PEDRO DE BUENA VISTA,atencion de partos en domicilio,nacidos muertos atendidos por personal de salud,2008-04-01,1,1
SANTA CRUZ DE LA SIERRA,atencion de partos en domicilio,nacidos muertos atendidos por personal de salud,2008-04-01,0,0
SANTIAGO DE CALLAPA,atencion de partos en domicilio,nacidos muertos atendidos por personal de salud,2008-04-01,1,1
TACOBAMBA,atencion de partos en domicilio,nacidos muertos atendidos por personal de salud,2008-04-01,1,1
ACHACACHI,atencion de partos en domicilio,nacidos muertos atendidos por personal de salud,2008-05-01,1,1
ANDAMARCA,atencion de partos en domicilio,nacidos muertos atendidos por personal de salud,2008-05-01,1,1
AZURDUY,atencion de partos en domicilio,nacidos muertos atendidos por personal de salud,2008-05-01,1,1
CALAMARCA,atencion de partos en domicilio,nacidos muertos atendidos por personal de salud,2008-05-01,1,1
CARACOLLO,atencion de partos en domicilio,nacidos muertos atendidos por personal de salud,2008-05-01,1,1
CARANAVI,atencion de partos en domicilio,nacidos muertos atendidos por personal de salud,2008-05-01,1,1
CHARAGUA,atencion de partos en domicilio,nacidos muertos atendidos por personal de salud,2008-05-01,1,1
CHULUMANI (V. DE LA LIBERTAD),atencion de partos en domicilio,nacidos muertos atendidos por personal de salud,2008-05-01,1,1
"COLCHA ""K""",atencion de partos en domicilio,nacidos muertos atendidos por personal de salud,2008-05-01,1,1
COLQUENCHA,atencion de partos en domicilio,nacidos muertos atendidos por personal de salud,2008-05-01,1,1
ENTRE RIOS,atencion de partos en domicilio,nacidos muertos atendidos por personal de salud,2008-05-01,1,1
LLALLAGUA,atencion de partos en domicilio,nacidos muertos atendidos por personal de salud,2008-05-01,1,1
OCURI,atencion de partos en domicilio,nacidos muertos atendidos por personal de salud,2008-05-01,3,3
PAZÑA,atencion de partos en domicilio,nacidos muertos atendidos por personal de salud,2008-05-01,1,1
SABAYA,atencion de partos en domicilio,nacidos muertos atendidos por personal de salud,2008-05-01,1,1
SANTA CRUZ DE LA SIERRA,atencion de partos en domicilio,nacidos muertos atendidos por personal de salud,2008-05-01,0,0
SUCRE,atencion de partos en domicilio,nacidos muertos atendidos por personal de salud,2008-05-01,1,1
TACOBAMBA,atencion de partos en domicilio,nacidos muertos atendidos por personal de salud,2008-05-01,1,1
UNCIA,atencion de partos en domicilio,nacidos muertos atendidos por personal de salud,2008-05-01,1,1
AZURDUY,atencion de partos en domicilio,nacidos muertos atendidos por personal de salud,2008-06-01,1,1
CAIROMA,atencion de partos en domicilio,nacidos muertos atendidos por personal de salud,2008-06-01,1,1
CARANAVI,atencion de partos en domicilio,nacidos muertos atendidos por personal de salud,2008-06-01,2,2
CHAYANTA,atencion de partos en domicilio,nacidos muertos atendidos por personal de salud,2008-06-01,3,3
INCAHUASI,atencion de partos en domicilio,nacidos muertos atendidos por personal de salud,2008-06-01,2,2
MOCOMOCO,atencion de partos en domicilio,nacidos muertos atendidos por personal de salud,2008-06-01,1,1
PRESTO,atencion de partos en domicilio,nacidos muertos atendidos por personal de salud,2008-06-01,1,1
PUCARANI,atencion de partos en domicilio,nacidos muertos atendidos por personal de salud,2008-06-01,1,1
RAVELO,atencion de partos en domicilio,nacidos muertos atendidos por personal de salud,2008-06-01,1,1
SANTA CRUZ DE LA SIERRA,atencion de partos en domicilio,nacidos muertos atendidos por personal de salud,2008-06-01,0,0
SANTA ROSA,atencion de partos en domicilio,nacidos muertos atendidos por personal de salud,2008-06-01,1,1
VACAS,atencion de partos en domicilio,nacidos muertos atendidos por personal de salud,2008-06-01,2,2
VILLA SERRANO,atencion de partos en domicilio,nacidos muertos atendidos por personal de salud,2008-06-01,1,1
CALACOTO,atencion de partos en domicilio,nacidos muertos atendidos por personal de salud,2008-07-01,1,1
CULPINA,atencion de partos en domicilio,nacidos muertos atendidos por personal de salud,2008-07-01,2,2
HUAYLLAMARCA,atencion de partos en domicilio,nacidos muertos atendidos por personal de salud,2008-07-01,1,1
INCAHUASI,atencion de partos en domicilio,nacidos muertos atendidos por personal de salud,2008-07-01,1,1
MONTEAGUDO,atencion de partos en domicilio,nacidos muertos atendidos por personal de salud,2008-07-01,1,1
POCOATA,atencion de partos en domicilio,nacidos muertos atendidos por personal de salud,2008-07-01,1,1
RIBERALTA,atencion de partos en domicilio,nacidos muertos atendidos por personal de salud,2008-07-01,3,3
SAN LUCAS,atencion de partos en domicilio,nacidos muertos atendidos por personal de salud,2008-07-01,2,2
SANTA CRUZ DE LA SIERRA,atencion de partos en domicilio,nacidos muertos atendidos por personal de salud,2008-07-01,0,0
SANTIAGO DE CALLAPA,atencion de partos en domicilio,nacidos muertos atendidos por personal de salud,2008-07-01,1,1
SAPAHAQUI,atencion de partos en domicilio,nacidos muertos atendidos por personal de salud,2008-07-01,1,1
SIPE SIPE,atencion de partos en domicilio,nacidos muertos atendidos por personal de salud,2008-07-01,1,1
TAPACARI,atencion de partos en domicilio,nacidos muertos atendidos por personal de salud,2008-07-01,1,1
AYOPAYA (V. DE INDEPENDENCIA),atencion de partos en domicilio,nacidos muertos atendidos por personal de salud,2008-08-01,1,1
AZURDUY,atencion de partos en domicilio,nacidos muertos atendidos por personal de salud,2008-08-01,1,1
COLQUECHACA,atencion de partos en domicilio,nacidos muertos atendidos por personal de salud,2008-08-01,2,2
CORO CORO,atencion de partos en domicilio,nacidos muertos atendidos por personal de salud,2008-08-01,1,1
ESCARA,atencion de partos en domicilio,nacidos muertos atendidos por personal de salud,2008-08-01,1,1
GUTIERREZ,atencion de partos en domicilio,nacidos muertos atendidos por personal de salud,2008-08-01,1,1
INCAHUASI,atencion de partos en domicilio,nacidos muertos atendidos por personal de salud,2008-08-01,1,1
INQUISIVI,atencion de partos en domicilio,nacidos muertos atendidos por personal de salud,2008-08-01,2,2
IRUPANA (VILLA DE LANZA),atencion de partos en domicilio,nacidos muertos atendidos por personal de salud,2008-08-01,1,1
MOROCHATA,atencion de partos en domicilio,nacidos muertos atendidos por personal de salud,2008-08-01,1,1
PADCAYA,atencion de partos en domicilio,nacidos muertos atendidos por personal de salud,2008-08-01,1,1
PUNA,atencion de partos en domicilio,nacidos muertos atendidos por personal de salud,2008-08-01,1,1
RAVELO,atencion de partos en domicilio,nacidos muertos atendidos por personal de salud,2008-08-01,1,1
SAN LUCAS,atencion de partos en domicilio,nacidos muertos atendidos por personal de salud,2008-08-01,1,1
SANTA CRUZ DE LA SIERRA,atencion de partos en domicilio,nacidos muertos atendidos por personal de salud,2008-08-01,0,0
SORACACHI,atencion de partos en domicilio,nacidos muertos atendidos por personal de salud,2008-08-01,1,1
TAPACARI,atencion de partos en domicilio,nacidos muertos atendidos por personal de salud,2008-08-01,1,1
TINGUIPAYA,atencion de partos en domicilio,nacidos muertos atendidos por personal de salud,2008-08-01,1,1
VILLAZON,atencion de partos en domicilio,nacidos muertos atendidos por personal de salud,2008-08-01,1,1
"CAIZA ""D""",atencion de partos en domicilio,nacidos muertos atendidos por personal de salud,2008-09-01,1,1
CARACOLLO,atencion de partos en domicilio,nacidos muertos atendidos por personal de salud,2008-09-01,1,1
"COLCHA ""K""",atencion de partos en domicilio,nacidos muertos atendidos por personal de salud,2008-09-01,1,1
COLQUECHACA,atencion de partos en domicilio,nacidos muertos atendidos por personal de salud,2008-09-01,2,2
IRUPANA (VILLA DE LANZA),atencion de partos en domicilio,nacidos muertos atendidos por personal de salud,2008-09-01,1,1
LAJA,atencion de partos en domicilio,nacidos muertos atendidos por personal de salud,2008-09-01,1,1
MOROCHATA,atencion de partos en domicilio,nacidos muertos atendidos por personal de salud,2008-09-01,1,1
PRESTO,atencion de partos en domicilio,nacidos muertos atendidos por personal de salud,2008-09-01,1,1
PUERTO CARABUCO,atencion de partos en domicilio,nacidos muertos atendidos por personal de salud,2008-09-01,1,1
QUIME,atencion de partos en domicilio,nacidos muertos atendidos por personal de salud,2008-09-01,1,1
RAVELO,atencion de partos en domicilio,nacidos muertos atendidos por personal de salud,2008-09-01,1,1
SAN ANTONIO DE ESMORUCO,atencion de partos en domicilio,nacidos muertos atendidos por personal de salud,2008-09-01,1,1
SANTA CRUZ DE LA SIERRA,atencion de partos en domicilio,nacidos muertos atendidos por personal de salud,2008-09-01,0,0
SORACACHI,atencion de partos en domicilio,nacidos muertos atendidos por personal de salud,2008-09-01,2,2
TAPACARI,atencion de partos en domicilio,nacidos muertos atendidos por personal de salud,2008-09-01,1,1
TINGUIPAYA,atencion de partos en domicilio,nacidos muertos atendidos por personal de salud,2008-09-01,1,1
TURCO,atencion de partos en domicilio,nacidos muertos atendidos por personal de salud,2008-09-01,1,1
UNCIA,atencion de partos en domicilio,nacidos muertos atendidos por personal de salud,2008-09-01,1,1
VILA VILA,atencion de partos en domicilio,nacidos muertos atendidos por personal de salud,2008-09-01,1,1
ACHACACHI,atencion de partos en domicilio,nacidos muertos atendidos por personal de salud,2008-10-01,1,1
ALALAY,atencion de partos en domicilio,nacidos muertos atendidos por personal de salud,2008-10-01,1,1
AZURDUY,atencion de partos en domicilio,nacidos muertos atendidos por personal de salud,2008-10-01,1,1
BETANZOS,atencion de partos en domicilio,nacidos muertos atendidos por personal de salud,2008-10-01,1,1
CAIROMA,atencion de partos en domicilio,nacidos muertos atendidos por personal de salud,2008-10-01,1,1
COLQUECHACA,atencion de partos en domicilio,nacidos muertos atendidos por personal de salud,2008-10-01,1,1
CULPINA,atencion de partos en domicilio,nacidos muertos atendidos por personal de salud,2008-10-01,4,4
FILADELFIA,atencion de partos en domicilio,nacidos muertos atendidos por personal de salud,2008-10-01,1,1
ICLA,atencion de partos en domicilio,nacidos muertos atendidos por personal de salud,2008-10-01,1,1
INCAHUASI,atencion de partos en domicilio,nacidos muertos atendidos por personal de salud,2008-10-01,1,1
INQUISIVI,atencion de partos en domicilio,nacidos muertos atendidos por personal de salud,2008-10-01,1,1
OCURI,atencion de partos en domicilio,nacidos muertos atendidos por personal de salud,2008-10-01,3,3
PAMPA AULLAGAS,atencion de partos en domicilio,nacidos muertos atendidos por personal de salud,2008-10-01,1,1
SAN IGNACIO,atencion de partos en domicilio,nacidos muertos atendidos por personal de salud,2008-10-01,1,1
SAN LUCAS,atencion de partos en domicilio,nacidos muertos atendidos por personal de salud,2008-10-01,3,3
SANTA CRUZ DE LA SIERRA,atencion de partos en domicilio,nacidos muertos atendidos por personal de salud,2008-10-01,0,0
TACOBAMBA,atencion de partos en domicilio,nacidos muertos atendidos por personal de salud,2008-10-01,1,1
TOMAVE,atencion de partos en domicilio,nacidos muertos atendidos por personal de salud,2008-10-01,1,1
VILA VILA,atencion de partos en domicilio,nacidos muertos atendidos por personal de salud,2008-10-01,1,1
ANCORAIMES,atencion de partos en domicilio,nacidos muertos atendidos por personal de salud,2008-11-01,1,1
APOLO,atencion de partos en domicilio,nacidos muertos atendidos por personal de salud,2008-11-01,1,1
BETANZOS,atencion de partos en domicilio,nacidos muertos atendidos por personal de salud,2008-11-01,1,1
BOLIVAR,atencion de partos en domicilio,nacidos muertos atendidos por personal de salud,2008-11-01,1,1
COLQUECHACA,atencion de partos en domicilio,nacidos muertos atendidos por personal de salud,2008-11-01,1,1
CULPINA,atencion de partos en domicilio,nacidos muertos atendidos por personal de salud,2008-11-01,1,1
GRAL. J.J. PEREZ (CHARAZANI),atencion de partos en domicilio,nacidos muertos atendidos por personal de salud,2008-11-01,1,1
IRUPANA (VILLA DE LANZA),atencion de partos en domicilio,nacidos muertos atendidos por personal de salud,2008-11-01,1,1
PRESTO,atencion de partos en domicilio,nacidos muertos atendidos por personal de salud,2008-11-01,1,1
PUNA,atencion de partos en domicilio,nacidos muertos atendidos por personal de salud,2008-11-01,1,1
RAVELO,atencion de partos en domicilio,nacidos muertos atendidos por personal de salud,2008-11-01,1,1
SANTA ROSA DEL SARA,atencion de partos en domicilio,nacidos muertos atendidos por personal de salud,2008-11-01,1,1
TAPACARI,atencion de partos en domicilio,nacidos muertos atendidos por personal de salud,2008-11-01,1,1
TARABUCO,atencion de partos en domicilio,nacidos muertos atendidos por personal de salud,2008-11-01,1,1
TUPIZA,atencion de partos en domicilio,nacidos muertos atendidos por personal de salud,2008-11-01,1,1
UNCIA,atencion de partos en domicilio,nacidos muertos atendidos por personal de salud,2008-11-01,6,6
VILA VILA,atencion de partos en domicilio,nacidos muertos atendidos por personal de salud,2008-11-01,1,1
YAMPARAEZ,atencion de partos en domicilio,nacidos muertos atendidos por personal de salud,2008-11-01,1,1
AZURDUY,atencion de partos en domicilio,nacidos muertos atendidos por personal de salud,2008-12-01,2,2
CHAYANTA,atencion de partos en domicilio,nacidos muertos atendidos por personal de salud,2008-12-01,1,1
COBIJA,atencion de partos en domicilio,nacidos muertos atendidos por personal de salud,2008-12-01,1,1
COLQUECHACA,atencion de partos en domicilio,nacidos muertos atendidos por personal de salud,2008-12-01,2,2
FILADELFIA,atencion de partos en domicilio,nacidos muertos atendidos por personal de salud,2008-12-01,1,1
PAPEL PAMPA,atencion de partos en domicilio,nacidos muertos atendidos por personal de salud,2008-12-01,1,1
PUNA,atencion de partos en domicilio,nacidos muertos atendidos por personal de salud,2008-12-01,1,1
QUIME,atencion de partos en domicilio,nacidos muertos atendidos por personal de salud,2008-12-01,1,1
RIBERALTA,atencion de partos en domicilio,nacidos muertos atendidos por personal de salud,2008-12-01,1,1
SAN PEDRO DE BUENA VISTA,atencion de partos en domicilio,nacidos muertos atendidos por personal de salud,2008-12-01,1,1
