municipality,group,variable,month,Partos atendidos por partera capacitada,TOTAL
TARIJA,atencion de partos en domicilio,partos atendidos por partera capacitada,2008-01-01,1,1
TARVITA,atencion de partos en domicilio,partos atendidos por partera capacitada,2008-01-01,1,1
TINGUIPAYA,atencion de partos en domicilio,partos atendidos por partera capacitada,2008-01-01,2,2
TOLEDO,atencion de partos en domicilio,partos atendidos por partera capacitada,2008-01-01,1,1
TOMAVE,atencion de partos en domicilio,partos atendidos por partera capacitada,2008-01-01,1,1
TORO TORO,atencion de partos en domicilio,partos atendidos por partera capacitada,2008-01-01,4,4
TUPIZA,atencion de partos en domicilio,partos atendidos por partera capacitada,2008-01-01,1,1
UNCIA,atencion de partos en domicilio,partos atendidos por partera capacitada,2008-01-01,4,4
URUBICHA,atencion de partos en domicilio,partos atendidos por partera capacitada,2008-01-01,2,2
VILLA MONTES,atencion de partos en domicilio,partos atendidos por partera capacitada,2008-01-01,1,1
VILLA TUNARI,atencion de partos en domicilio,partos atendidos por partera capacitada,2008-01-01,13,13
VILLA VACA GUZMAN (MUYUPAMPA),atencion de partos en domicilio,partos atendidos por partera capacitada,2008-01-01,1,1
VITICHI,atencion de partos en domicilio,partos atendidos por partera capacitada,2008-01-01,1,1
YACO,atencion de partos en domicilio,partos atendidos por partera capacitada,2008-01-01,5,5
YAPACANI,atencion de partos en domicilio,partos atendidos por partera capacitada,2008-01-01,4,4
ZUDAÑEZ,atencion de partos en domicilio,partos atendidos por partera capacitada,2008-01-01,3,3
ACACIO,atencion de partos en domicilio,partos atendidos por partera capacitada,2008-02-01,1,1
AIQUILE,atencion de partos en domicilio,partos atendidos por partera capacitada,2008-02-01,1,1
APOLO,atencion de partos en domicilio,partos atendidos por partera capacitada,2008-02-01,10,10
ARAMPAMPA,atencion de partos en domicilio,partos atendidos por partera capacitada,2008-02-01,1,1
ARQUE,atencion de partos en domicilio,partos atendidos por partera capacitada,2008-02-01,6,6
ASCENCION DE GUARAYOS,atencion de partos en domicilio,partos atendidos por partera capacitada,2008-02-01,1,1
AYOPAYA (V. DE INDEPENDENCIA),atencion de partos en domicilio,partos atendidos por partera capacitada,2008-02-01,3,3
AZURDUY,atencion de partos en domicilio,partos atendidos por partera capacitada,2008-02-01,4,4
BATALLAS,atencion de partos en domicilio,partos atendidos por partera capacitada,2008-02-01,2,2
BERMEJO,atencion de partos en domicilio,partos atendidos por partera capacitada,2008-02-01,2,2
BETANZOS,atencion de partos en domicilio,partos atendidos por partera capacitada,2008-02-01,3,3
BUENA VISTA,atencion de partos en domicilio,partos atendidos por partera capacitada,2008-02-01,1,1
"CAIZA ""D""",atencion de partos en domicilio,partos atendidos por partera capacitada,2008-02-01,1,1
CAJUATA,atencion de partos en domicilio,partos atendidos por partera capacitada,2008-02-01,2,2
CALACOTO,atencion de partos en domicilio,partos atendidos por partera capacitada,2008-02-01,1,1
CALAMARCA,atencion de partos en domicilio,partos atendidos por partera capacitada,2008-02-01,2,2
CAMATAQUI (C. VILLA ABECIA),atencion de partos en domicilio,partos atendidos por partera capacitada,2008-02-01,1,1
CARANAVI,atencion de partos en domicilio,partos atendidos por partera capacitada,2008-02-01,1,1
CARAPARI,atencion de partos en domicilio,partos atendidos por partera capacitada,2008-02-01,1,1
CARIPUYO,atencion de partos en domicilio,partos atendidos por partera capacitada,2008-02-01,2,2
CARMEN RIVERO TORREZ,atencion de partos en domicilio,partos atendidos por partera capacitada,2008-02-01,1,1
CHALLAPATA,atencion de partos en domicilio,partos atendidos por partera capacitada,2008-02-01,2,2
CHAQUI,atencion de partos en domicilio,partos atendidos por partera capacitada,2008-02-01,1,1
CHAYANTA,atencion de partos en domicilio,partos atendidos por partera capacitada,2008-02-01,10,10
CHIMORE,atencion de partos en domicilio,partos atendidos por partera capacitada,2008-02-01,4,4
CHOQUE COTA,atencion de partos en domicilio,partos atendidos por partera capacitada,2008-02-01,1,1
CHULUMANI (V. DE LA LIBERTAD),atencion de partos en domicilio,partos atendidos por partera capacitada,2008-02-01,1,1
CHUMA,atencion de partos en domicilio,partos atendidos por partera capacitada,2008-02-01,2,2
COCHABAMBA,atencion de partos en domicilio,partos atendidos por partera capacitada,2008-02-01,3,3
COLQUECHACA,atencion de partos en domicilio,partos atendidos por partera capacitada,2008-02-01,20,20
COMARAPA,atencion de partos en domicilio,partos atendidos por partera capacitada,2008-02-01,1,1
COPACABANA,atencion de partos en domicilio,partos atendidos por partera capacitada,2008-02-01,1,1
COROICO,atencion de partos en domicilio,partos atendidos por partera capacitada,2008-02-01,1,1
CORQUE,atencion de partos en domicilio,partos atendidos por partera capacitada,2008-02-01,2,2
COTAGAITA,atencion de partos en domicilio,partos atendidos por partera capacitada,2008-02-01,4,4
CULPINA,atencion de partos en domicilio,partos atendidos por partera capacitada,2008-02-01,3,3
CURAHUARA DE CARANGAS,atencion de partos en domicilio,partos atendidos por partera capacitada,2008-02-01,1,1
EL ALTO,atencion de partos en domicilio,partos atendidos por partera capacitada,2008-02-01,15,15
EL PUENTE(STC),atencion de partos en domicilio,partos atendidos por partera capacitada,2008-02-01,1,1
EL TORNO,atencion de partos en domicilio,partos atendidos por partera capacitada,2008-02-01,1,1
ENTRE RIOS,atencion de partos en domicilio,partos atendidos por partera capacitada,2008-02-01,2,2
FILADELFIA,atencion de partos en domicilio,partos atendidos por partera capacitada,2008-02-01,1,1
ICHOCA,atencion de partos en domicilio,partos atendidos por partera capacitada,2008-02-01,4,4
ICLA,atencion de partos en domicilio,partos atendidos por partera capacitada,2008-02-01,7,7
INCAHUASI,atencion de partos en domicilio,partos atendidos por partera capacitada,2008-02-01,8,8
INGAVI (HUMAITA),atencion de partos en domicilio,partos atendidos por partera capacitada,2008-02-01,1,1
INQUISIVI,atencion de partos en domicilio,partos atendidos por partera capacitada,2008-02-01,3,3
MALLA,atencion de partos en domicilio,partos atendidos por partera capacitada,2008-02-01,1,1
MIZQUE,atencion de partos en domicilio,partos atendidos por partera capacitada,2008-02-01,1,1
MOJOCOYA,atencion de partos en domicilio,partos atendidos por partera capacitada,2008-02-01,1,1
MONTEAGUDO,atencion de partos en domicilio,partos atendidos por partera capacitada,2008-02-01,1,1
MOROCHATA,atencion de partos en domicilio,partos atendidos por partera capacitada,2008-02-01,6,6
OCURI,atencion de partos en domicilio,partos atendidos por partera capacitada,2008-02-01,6,6
OMEREQUE,atencion de partos en domicilio,partos atendidos por partera capacitada,2008-02-01,1,1
ORURO,atencion de partos en domicilio,partos atendidos por partera capacitada,2008-02-01,1,1
PAMPA AULLAGAS,atencion de partos en domicilio,partos atendidos por partera capacitada,2008-02-01,1,1
POCOATA,atencion de partos en domicilio,partos atendidos por partera capacitada,2008-02-01,10,10
POOPO,atencion de partos en domicilio,partos atendidos por partera capacitada,2008-02-01,1,1
PORVENIR,atencion de partos en domicilio,partos atendidos por partera capacitada,2008-02-01,1,1
PRESTO,atencion de partos en domicilio,partos atendidos por partera capacitada,2008-02-01,4,4
PUNA,atencion de partos en domicilio,partos atendidos por partera capacitada,2008-02-01,9,9
QUILLACOLLO,atencion de partos en domicilio,partos atendidos por partera capacitada,2008-02-01,1,1
RAVELO,atencion de partos en domicilio,partos atendidos por partera capacitada,2008-02-01,5,5
RIBERALTA,atencion de partos en domicilio,partos atendidos por partera capacitada,2008-02-01,1,1
ROBORE,atencion de partos en domicilio,partos atendidos por partera capacitada,2008-02-01,2,2
RURRENABAQUE,atencion de partos en domicilio,partos atendidos por partera capacitada,2008-02-01,2,2
SACABA,atencion de partos en domicilio,partos atendidos por partera capacitada,2008-02-01,1,1
SACACA,atencion de partos en domicilio,partos atendidos por partera capacitada,2008-02-01,4,4
SAMAIPATA,atencion de partos en domicilio,partos atendidos por partera capacitada,2008-02-01,2,2
SAN ANTONIO DE LOMERIO,atencion de partos en domicilio,partos atendidos por partera capacitada,2008-02-01,1,1
SAN BORJA,atencion de partos en domicilio,partos atendidos por partera capacitada,2008-02-01,6,6
SAN IGNACIO DE VELASCO,atencion de partos en domicilio,partos atendidos por partera capacitada,2008-02-01,4,4
SAN JUAN DE YAPACANI,atencion de partos en domicilio,partos atendidos por partera capacitada,2008-02-01,1,1
SAN JULIAN,atencion de partos en domicilio,partos atendidos por partera capacitada,2008-02-01,2,2
SAN LORENZO(TJA),atencion de partos en domicilio,partos atendidos por partera capacitada,2008-02-01,2,2
SAN LUCAS,atencion de partos en domicilio,partos atendidos por partera capacitada,2008-02-01,4,4
SAN MATIAS,atencion de partos en domicilio,partos atendidos por partera capacitada,2008-02-01,1,1
SAN PEDRO DE BUENA VISTA,atencion de partos en domicilio,partos atendidos por partera capacitada,2008-02-01,5,5
SAN PEDRO DE CURAHUARA,atencion de partos en domicilio,partos atendidos por partera capacitada,2008-02-01,2,2
SANTIAGO DE HUARI,atencion de partos en domicilio,partos atendidos por partera capacitada,2008-02-01,1,1
SANTUARIO DE QUILLACAS,atencion de partos en domicilio,partos atendidos por partera capacitada,2008-02-01,2,2
SENA,atencion de partos en domicilio,partos atendidos por partera capacitada,2008-02-01,1,1
SOPACHUY,atencion de partos en domicilio,partos atendidos por partera capacitada,2008-02-01,1,1
SUCRE,atencion de partos en domicilio,partos atendidos por partera capacitada,2008-02-01,3,3
TACOBAMBA,atencion de partos en domicilio,partos atendidos por partera capacitada,2008-02-01,1,1
TACOPAYA,atencion de partos en domicilio,partos atendidos por partera capacitada,2008-02-01,2,2
TAPACARI,atencion de partos en domicilio,partos atendidos por partera capacitada,2008-02-01,5,5
TARABUCO,atencion de partos en domicilio,partos atendidos por partera capacitada,2008-02-01,2,2
TARVITA,atencion de partos en domicilio,partos atendidos por partera capacitada,2008-02-01,1,1
TINGUIPAYA,atencion de partos en domicilio,partos atendidos por partera capacitada,2008-02-01,6,6
TIQUIPAYA,atencion de partos en domicilio,partos atendidos por partera capacitada,2008-02-01,1,1
TIRAQUE (CBBA),atencion de partos en domicilio,partos atendidos por partera capacitada,2008-02-01,1,1
TOLEDO,atencion de partos en domicilio,partos atendidos por partera capacitada,2008-02-01,1,1
TOMAVE,atencion de partos en domicilio,partos atendidos por partera capacitada,2008-02-01,8,8
TORO TORO,atencion de partos en domicilio,partos atendidos por partera capacitada,2008-02-01,7,7
TOTORA(CBBA),atencion de partos en domicilio,partos atendidos por partera capacitada,2008-02-01,1,1
TOTORA(ORR),atencion de partos en domicilio,partos atendidos por partera capacitada,2008-02-01,1,1
TRINIDAD,atencion de partos en domicilio,partos atendidos por partera capacitada,2008-02-01,2,2
TUPIZA,atencion de partos en domicilio,partos atendidos por partera capacitada,2008-02-01,2,2
TURCO,atencion de partos en domicilio,partos atendidos por partera capacitada,2008-02-01,1,1
URUBICHA,atencion de partos en domicilio,partos atendidos por partera capacitada,2008-02-01,2,2
UYUNI,atencion de partos en domicilio,partos atendidos por partera capacitada,2008-02-01,2,2
VILA VILA,atencion de partos en domicilio,partos atendidos por partera capacitada,2008-02-01,1,1
VILLA TUNARI,atencion de partos en domicilio,partos atendidos por partera capacitada,2008-02-01,3,3
VILLAZON,atencion de partos en domicilio,partos atendidos por partera capacitada,2008-02-01,1,1
VITICHI,atencion de partos en domicilio,partos atendidos por partera capacitada,2008-02-01,2,2
YACO,atencion de partos en domicilio,partos atendidos por partera capacitada,2008-02-01,2,2
YAMPARAEZ,atencion de partos en domicilio,partos atendidos por partera capacitada,2008-02-01,1,1
YAPACANI,atencion de partos en domicilio,partos atendidos por partera capacitada,2008-02-01,1,1
ACACIO,atencion de partos en domicilio,partos atendidos por partera capacitada,2008-03-01,1,1
ACHACACHI,atencion de partos en domicilio,partos atendidos por partera capacitada,2008-03-01,1,1
AIQUILE,atencion de partos en domicilio,partos atendidos por partera capacitada,2008-03-01,8,8
APOLO,atencion de partos en domicilio,partos atendidos por partera capacitada,2008-03-01,7,7
ARAMPAMPA,atencion de partos en domicilio,partos atendidos por partera capacitada,2008-03-01,4,4
ARQUE,atencion de partos en domicilio,partos atendidos por partera capacitada,2008-03-01,4,4
ASCENCION DE GUARAYOS,atencion de partos en domicilio,partos atendidos por partera capacitada,2008-03-01,2,2
AYOPAYA (V. DE INDEPENDENCIA),atencion de partos en domicilio,partos atendidos por partera capacitada,2008-03-01,3,3
AZURDUY,atencion de partos en domicilio,partos atendidos por partera capacitada,2008-03-01,4,4
BERMEJO,atencion de partos en domicilio,partos atendidos por partera capacitada,2008-03-01,1,1
BETANZOS,atencion de partos en domicilio,partos atendidos por partera capacitada,2008-03-01,3,3
"CAIZA ""D""",atencion de partos en domicilio,partos atendidos por partera capacitada,2008-03-01,2,2
CALACOTO,atencion de partos en domicilio,partos atendidos por partera capacitada,2008-03-01,1,1
CAMIRI,atencion de partos en domicilio,partos atendidos por partera capacitada,2008-03-01,1,1
CARIPUYO,atencion de partos en domicilio,partos atendidos por partera capacitada,2008-03-01,4,4
CHALLAPATA,atencion de partos en domicilio,partos atendidos por partera capacitada,2008-03-01,2,2
CHAYANTA,atencion de partos en domicilio,partos atendidos por partera capacitada,2008-03-01,8,8
CHOQUE COTA,atencion de partos en domicilio,partos atendidos por partera capacitada,2008-03-01,1,1
COLQUECHACA,atencion de partos en domicilio,partos atendidos por partera capacitada,2008-03-01,29,29
COLQUENCHA,atencion de partos en domicilio,partos atendidos por partera capacitada,2008-03-01,1,1
CONCEPCION,atencion de partos en domicilio,partos atendidos por partera capacitada,2008-03-01,1,1
CORQUE,atencion de partos en domicilio,partos atendidos por partera capacitada,2008-03-01,1,1
COTAGAITA,atencion de partos en domicilio,partos atendidos por partera capacitada,2008-03-01,3,3
CUATRO CAÑADAS,atencion de partos en domicilio,partos atendidos por partera capacitada,2008-03-01,1,1
CUEVO,atencion de partos en domicilio,partos atendidos por partera capacitada,2008-03-01,2,2
CULPINA,atencion de partos en domicilio,partos atendidos por partera capacitada,2008-03-01,1,1
CURAHUARA DE CARANGAS,atencion de partos en domicilio,partos atendidos por partera capacitada,2008-03-01,1,1
EL ALTO,atencion de partos en domicilio,partos atendidos por partera capacitada,2008-03-01,10,10
HUAYLLAMARCA,atencion de partos en domicilio,partos atendidos por partera capacitada,2008-03-01,1,1
ICLA,atencion de partos en domicilio,partos atendidos por partera capacitada,2008-03-01,7,7
INCAHUASI,atencion de partos en domicilio,partos atendidos por partera capacitada,2008-03-01,4,4
INGAVI (HUMAITA),atencion de partos en domicilio,partos atendidos por partera capacitada,2008-03-01,2,2
INQUISIVI,atencion de partos en domicilio,partos atendidos por partera capacitada,2008-03-01,4,4
IXIAMAS,atencion de partos en domicilio,partos atendidos por partera capacitada,2008-03-01,1,1
LAGUNILLAS,atencion de partos en domicilio,partos atendidos por partera capacitada,2008-03-01,2,2
LICOMA PAMPA,atencion de partos en domicilio,partos atendidos por partera capacitada,2008-03-01,2,2
LURIBAY,atencion de partos en domicilio,partos atendidos por partera capacitada,2008-03-01,2,2
MIZQUE,atencion de partos en domicilio,partos atendidos por partera capacitada,2008-03-01,1,1
MOJOCOYA,atencion de partos en domicilio,partos atendidos por partera capacitada,2008-03-01,1,1
MOROCHATA,atencion de partos en domicilio,partos atendidos por partera capacitada,2008-03-01,5,5
NACEBE (SANTA ROSA DEL ABUNA),atencion de partos en domicilio,partos atendidos por partera capacitada,2008-03-01,1,1
OCURI,atencion de partos en domicilio,partos atendidos por partera capacitada,2008-03-01,11,11
OMEREQUE,atencion de partos en domicilio,partos atendidos por partera capacitada,2008-03-01,3,3
PADILLA,atencion de partos en domicilio,partos atendidos por partera capacitada,2008-03-01,1,1
PASORAPA,atencion de partos en domicilio,partos atendidos por partera capacitada,2008-03-01,1,1
POCOATA,atencion de partos en domicilio,partos atendidos por partera capacitada,2008-03-01,17,17
POJO (CBBA),atencion de partos en domicilio,partos atendidos por partera capacitada,2008-03-01,1,1
POROMA,atencion de partos en domicilio,partos atendidos por partera capacitada,2008-03-01,2,2
PORTACHUELO,atencion de partos en domicilio,partos atendidos por partera capacitada,2008-03-01,1,1
PORVENIR,atencion de partos en domicilio,partos atendidos por partera capacitada,2008-03-01,3,3
POTOSI,atencion de partos en domicilio,partos atendidos por partera capacitada,2008-03-01,2,2
PUERTO RICO,atencion de partos en domicilio,partos atendidos por partera capacitada,2008-03-01,3,3
PUERTO SUAREZ,atencion de partos en domicilio,partos atendidos por partera capacitada,2008-03-01,1,1
PUERTO VILLARROEL,atencion de partos en domicilio,partos atendidos por partera capacitada,2008-03-01,1,1
PUNA,atencion de partos en domicilio,partos atendidos por partera capacitada,2008-03-01,4,4
RAVELO,atencion de partos en domicilio,partos atendidos por partera capacitada,2008-03-01,12,12
RIBERALTA,atencion de partos en domicilio,partos atendidos por partera capacitada,2008-03-01,1,1
RURRENABAQUE,atencion de partos en domicilio,partos atendidos por partera capacitada,2008-03-01,1,1
SACABA,atencion de partos en domicilio,partos atendidos por partera capacitada,2008-03-01,5,5
SACACA,atencion de partos en domicilio,partos atendidos por partera capacitada,2008-03-01,13,13
SALINAS DE GARCI MENDOZA,atencion de partos en domicilio,partos atendidos por partera capacitada,2008-03-01,1,1
SAMAIPATA,atencion de partos en domicilio,partos atendidos por partera capacitada,2008-03-01,2,2
SAN ANTONIO DE ESMORUCO,atencion de partos en domicilio,partos atendidos por partera capacitada,2008-03-01,1,1
SAN ANTONIO DE LOMERIO,atencion de partos en domicilio,partos atendidos por partera capacitada,2008-03-01,2,2
SAN BORJA,atencion de partos en domicilio,partos atendidos por partera capacitada,2008-03-01,5,5
SAN IGNACIO DE VELASCO,atencion de partos en domicilio,partos atendidos por partera capacitada,2008-03-01,3,3
SAN JOSE DE CHIQUITOS,atencion de partos en domicilio,partos atendidos por partera capacitada,2008-03-01,1,1
SAN JULIAN,atencion de partos en domicilio,partos atendidos por partera capacitada,2008-03-01,1,1
SAN LORENZO(PND),atencion de partos en domicilio,partos atendidos por partera capacitada,2008-03-01,6,6
SAN LORENZO(TJA),atencion de partos en domicilio,partos atendidos por partera capacitada,2008-03-01,4,4
SAN LUCAS,atencion de partos en domicilio,partos atendidos por partera capacitada,2008-03-01,6,6
SAN PABLO DE LIPEZ,atencion de partos en domicilio,partos atendidos por partera capacitada,2008-03-01,2,2
SAN PEDRO DE BUENA VISTA,atencion de partos en domicilio,partos atendidos por partera capacitada,2008-03-01,3,3
SAN PEDRO DE CURAHUARA,atencion de partos en domicilio,partos atendidos por partera capacitada,2008-03-01,1,1
SAN RAMON,atencion de partos en domicilio,partos atendidos por partera capacitada,2008-03-01,1,1
SANTA CRUZ DE LA SIERRA,atencion de partos en domicilio,partos atendidos por partera capacitada,2008-03-01,0,0
SANTA ROSA DEL SARA,atencion de partos en domicilio,partos atendidos por partera capacitada,2008-03-01,3,3
SANTIAGO DE CALLAPA,atencion de partos en domicilio,partos atendidos por partera capacitada,2008-03-01,1,1
SANTIAGO DE HUARI,atencion de partos en domicilio,partos atendidos por partera capacitada,2008-03-01,2,2
SANTUARIO DE QUILLACAS,atencion de partos en domicilio,partos atendidos por partera capacitada,2008-03-01,1,1
SENA,atencion de partos en domicilio,partos atendidos por partera capacitada,2008-03-01,1,1
SOPACHUY,atencion de partos en domicilio,partos atendidos por partera capacitada,2008-03-01,1,1
TACOPAYA,atencion de partos en domicilio,partos atendidos por partera capacitada,2008-03-01,2,2
TAPACARI,atencion de partos en domicilio,partos atendidos por partera capacitada,2008-03-01,3,3
TARABUCO,atencion de partos en domicilio,partos atendidos por partera capacitada,2008-03-01,1,1
TARVITA,atencion de partos en domicilio,partos atendidos por partera capacitada,2008-03-01,1,1
TINGUIPAYA,atencion de partos en domicilio,partos atendidos por partera capacitada,2008-03-01,5,5
TIQUIPAYA,atencion de partos en domicilio,partos atendidos por partera capacitada,2008-03-01,2,2
TOMAVE,atencion de partos en domicilio,partos atendidos por partera capacitada,2008-03-01,1,1
TOMINA,atencion de partos en domicilio,partos atendidos por partera capacitada,2008-03-01,1,1
TORO TORO,atencion de partos en domicilio,partos atendidos por partera capacitada,2008-03-01,3,3
TUPIZA,atencion de partos en domicilio,partos atendidos por partera capacitada,2008-03-01,2,2
URUBICHA,atencion de partos en domicilio,partos atendidos por partera capacitada,2008-03-01,2,2
UYUNI,atencion de partos en domicilio,partos atendidos por partera capacitada,2008-03-01,1,1
VILLA TUNARI,atencion de partos en domicilio,partos atendidos por partera capacitada,2008-03-01,10,10
VILLA VACA GUZMAN (MUYUPAMPA),atencion de partos en domicilio,partos atendidos por partera capacitada,2008-03-01,1,1
VILLAZON,atencion de partos en domicilio,partos atendidos por partera capacitada,2008-03-01,1,1
VITICHI,atencion de partos en domicilio,partos atendidos por partera capacitada,2008-03-01,1,1
YACO,atencion de partos en domicilio,partos atendidos por partera capacitada,2008-03-01,2,2
YACUIBA,atencion de partos en domicilio,partos atendidos por partera capacitada,2008-03-01,1,1
YAMPARAEZ,atencion de partos en domicilio,partos atendidos por partera capacitada,2008-03-01,1,1
