,group,variable,month,Nº DE TBP BAAR (+) NUEVOS CURADOS CANTIDAD,Nº DE TBP BAAR (+) NUEVOS CURADOS CANTIDAD,TOTALES
QUILLACOLLO,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2023-01-01,2,0,2
RIBERALTA,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2023-01-01,1,4,5
RURRENABAQUE,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2023-01-01,0,1,1
SACABA,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2023-01-01,3,1,4
SAN JOSE DE CHIQUITOS,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2023-01-01,1,0,1
SAN JULIAN,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2023-01-01,1,0,1
SAN LUCAS,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2023-01-01,1,0,1
SANTA ANA,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2023-01-01,1,0,1
SANTA CRUZ DE LA SIERRA,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2023-01-01,79,51,130
SANTA ROSA DEL SARA,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2023-01-01,2,0,2
SHINAOTA,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2023-01-01,2,1,3
SIPE SIPE,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2023-01-01,3,2,5
SUCRE,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2023-01-01,3,1,4
TACACOMA,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2023-01-01,1,0,1
TAPACARI,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2023-01-01,1,0,1
TARIJA,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2023-01-01,3,2,5
TIPUANI,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2023-01-01,3,1,4
TIQUIPAYA,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2023-01-01,2,0,2
TOMINA,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2023-01-01,0,1,1
TRINIDAD,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2023-01-01,1,0,1
VIACHA,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2023-01-01,3,1,4
VILLA RIVERO,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2023-01-01,1,0,1
VILLA TUNARI,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2023-01-01,2,1,3
VINTO,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2023-01-01,2,1,3
YACUIBA,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2023-01-01,3,0,3
YAMPARAEZ,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2023-01-01,0,1,1
YAPACANI,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2023-01-01,4,2,6
ACHACACHI,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2023-02-01,1,0,1
ALTO BENI,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2023-02-01,2,0,2
APOLO,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2023-02-01,1,0,1
ASCENCION DE GUARAYOS,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2023-02-01,0,2,2
BERMEJO,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2023-02-01,1,1,2
BUENA VISTA,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2023-02-01,1,0,1
CABEZAS,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2023-02-01,1,0,1
"CAIZA ""D""",tuberculosis y lepra,no de tbp baar (+) nuevos curados,2023-02-01,0,1,1
CARANAVI,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2023-02-01,1,2,3
CARAPARI,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2023-02-01,1,1,2
CHALLAPATA,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2023-02-01,0,1,1
CHARAGUA,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2023-02-01,2,0,2
CHULUMANI (V. DE LA LIBERTAD),tuberculosis y lepra,no de tbp baar (+) nuevos curados,2023-02-01,2,1,3
COCHABAMBA,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2023-02-01,3,1,4
COLCAPIRHUA,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2023-02-01,3,1,4
COMARAPA,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2023-02-01,0,1,1
COPACABANA,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2023-02-01,1,1,2
CORIPATA,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2023-02-01,1,0,1
COTOCA,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2023-02-01,7,3,10
CUATRO CAÑADAS,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2023-02-01,2,1,3
EL ALTO,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2023-02-01,6,13,19
EL TORNO,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2023-02-01,2,0,2
GENERAL SAAVEDRA,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2023-02-01,2,0,2
GUANAY,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2023-02-01,2,0,2
GUAYARAMERIN,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2023-02-01,1,0,1
GUTIERREZ,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2023-02-01,0,1,1
HUANUNI,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2023-02-01,2,1,3
INCAHUASI,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2023-02-01,1,0,1
LA ASUNTA,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2023-02-01,1,2,3
LA GUARDIA,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2023-02-01,6,9,15
LA PAZ,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2023-02-01,9,7,16
LLALLAGUA,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2023-02-01,2,1,3
MINEROS,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2023-02-01,1,0,1
MONTEAGUDO,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2023-02-01,1,0,1
MONTERO,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2023-02-01,11,4,15
ORURO,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2023-02-01,4,1,5
PALOS BLANCOS,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2023-02-01,1,0,1
POROMA,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2023-02-01,0,1,1
PORONGO,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2023-02-01,2,0,2
POTOSI,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2023-02-01,1,0,1
PUERTO VILLARROEL,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2023-02-01,1,1,2
QUILLACOLLO,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2023-02-01,2,3,5
RIBERALTA,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2023-02-01,4,2,6
RURRENABAQUE,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2023-02-01,1,0,1
SACABA,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2023-02-01,2,3,5
SAN ANTONIO DE LOMERIO,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2023-02-01,1,0,1
SAN BORJA,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2023-02-01,1,0,1
SAN IGNACIO DE VELASCO,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2023-02-01,0,1,1
SAN JOSE DE CHIQUITOS,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2023-02-01,0,1,1
SAN LORENZO(TJA),tuberculosis y lepra,no de tbp baar (+) nuevos curados,2023-02-01,1,0,1
SAN LUCAS,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2023-02-01,2,1,3
SAN MIGUEL DE VELASCO,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2023-02-01,1,0,1
SAN PEDRO,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2023-02-01,0,1,1
SANTA CRUZ DE LA SIERRA,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2023-02-01,67,52,119
SANTA ROSA,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2023-02-01,0,1,1
SANTA ROSA DEL SARA,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2023-02-01,1,0,1
SHINAOTA,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2023-02-01,1,0,1
SIPE SIPE,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2023-02-01,2,1,3
SORATA,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2023-02-01,1,0,1
SUCRE,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2023-02-01,6,1,7
TARIJA,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2023-02-01,4,2,6
TIPUANI,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2023-02-01,2,0,2
TRINIDAD,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2023-02-01,3,1,4
UNCIA,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2023-02-01,0,1,1
VIACHA,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2023-02-01,0,1,1
VILLA CHARCAS,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2023-02-01,2,0,2
VILLA MONTES,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2023-02-01,1,0,1
VILLA TUNARI,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2023-02-01,2,0,2
VINTO,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2023-02-01,4,1,5
YACUIBA,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2023-02-01,5,3,8
YANACACHI,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2023-02-01,1,0,1
YAPACANI,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2023-02-01,3,5,8
ZUDAÑEZ,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2023-02-01,1,0,1
ACHACACHI,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2023-03-01,1,1,2
ACHOCALLA,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2023-03-01,1,0,1
ALTO BENI,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2023-03-01,3,0,3
ASCENCION DE GUARAYOS,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2023-03-01,3,2,5
BOYUIBE,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2023-03-01,1,0,1
CAMIRI,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2023-03-01,1,2,3
CARANAVI,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2023-03-01,0,1,1
CARAPARI,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2023-03-01,1,1,2
CHALLAPATA,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2023-03-01,2,0,2
CHULUMANI (V. DE LA LIBERTAD),tuberculosis y lepra,no de tbp baar (+) nuevos curados,2023-03-01,2,0,2
CHUMA,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2023-03-01,1,1,2
COBIJA,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2023-03-01,3,1,4
COCHABAMBA,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2023-03-01,5,1,6
COLCAPIRHUA,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2023-03-01,2,1,3
COLOMI,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2023-03-01,1,0,1
CORIPATA,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2023-03-01,4,0,4
COROICO,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2023-03-01,1,0,1
COTAGAITA,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2023-03-01,1,0,1
COTOCA,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2023-03-01,5,3,8
EL ALTO,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2023-03-01,18,10,28
EL PUENTE(STC),tuberculosis y lepra,no de tbp baar (+) nuevos curados,2023-03-01,0,1,1
EL TORNO,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2023-03-01,3,2,5
ENTRE RIOS TRJ,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2023-03-01,2,0,2
ENTRE RIOS CBBA,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2023-03-01,1,0,1
FERNANDEZ ALONSO,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2023-03-01,1,1,2
GENERAL SAAVEDRA,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2023-03-01,1,0,1
GRAL. J.J. PEREZ (CHARAZANI),tuberculosis y lepra,no de tbp baar (+) nuevos curados,2023-03-01,1,0,1
ICLA,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2023-03-01,1,0,1
INCAHUASI,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2023-03-01,1,0,1
IRUPANA (VILLA DE LANZA),tuberculosis y lepra,no de tbp baar (+) nuevos curados,2023-03-01,1,1,2
LA ASUNTA,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2023-03-01,4,3,7
LA GUARDIA,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2023-03-01,5,3,8
LA PAZ,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2023-03-01,14,6,20
LLALLAGUA,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2023-03-01,1,0,1
MINEROS,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2023-03-01,1,1,2
MONTERO,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2023-03-01,16,5,21
ORURO,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2023-03-01,5,3,8
PADILLA,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2023-03-01,1,0,1
PALCA,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2023-03-01,2,0,2
PORONGO,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2023-03-01,1,0,1
POTOSI,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2023-03-01,1,1,2
RIBERALTA,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2023-03-01,2,2,4
RURRENABAQUE,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2023-03-01,0,1,1
SACABA,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2023-03-01,0,1,1
SAMAIPATA,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2023-03-01,3,0,3
SAN ANTONIO DE LOMERIO,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2023-03-01,1,0,1
SAN BENITO,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2023-03-01,0,1,1
SAN BORJA,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2023-03-01,0,2,2
SAN JOSE DE CHIQUITOS,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2023-03-01,0,1,1
SAN LORENZO(TJA),tuberculosis y lepra,no de tbp baar (+) nuevos curados,2023-03-01,1,1,2
SAN PEDRO,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2023-03-01,1,0,1
SANTA CRUZ DE LA SIERRA,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2023-03-01,81,72,153
SANTA ROSA DEL SARA,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2023-03-01,1,0,1
SANTIAGO DE HUATA,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2023-03-01,1,0,1
SHINAOTA,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2023-03-01,3,0,3
SIPE SIPE,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2023-03-01,1,0,1
SORATA,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2023-03-01,2,0,2
SUCRE,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2023-03-01,2,2,4
TARIJA,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2023-03-01,5,4,9
TIPUANI,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2023-03-01,5,1,6
TIQUIPAYA,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2023-03-01,1,2,3
TRINIDAD,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2023-03-01,0,1,1
VIACHA,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2023-03-01,5,1,6
VILLA TUNARI,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2023-03-01,4,1,5
VINTO,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2023-03-01,0,2,2
YACUIBA,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2023-03-01,7,5,12
YANACACHI,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2023-03-01,1,0,1
YAPACANI,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2023-03-01,2,3,5
ACHACACHI,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2023-04-01,1,0,1
AYOPAYA (V. DE INDEPENDENCIA),tuberculosis y lepra,no de tbp baar (+) nuevos curados,2023-04-01,1,0,1
BERMEJO,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2023-04-01,2,1,3
CAPINOTA,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2023-04-01,1,1,2
CARANAVI,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2023-04-01,1,0,1
CHALLAPATA,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2023-04-01,0,1,1
CHIMORE,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2023-04-01,1,0,1
CHULUMANI (V. DE LA LIBERTAD),tuberculosis y lepra,no de tbp baar (+) nuevos curados,2023-04-01,2,2,4
COBIJA,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2023-04-01,0,1,1
COCHABAMBA,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2023-04-01,6,6,12
COLCAPIRHUA,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2023-04-01,1,1,2
COROICO,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2023-04-01,1,1,2
COTOCA,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2023-04-01,2,6,8
EL ALTO,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2023-04-01,16,14,30
EL TORNO,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2023-04-01,1,1,2
ENTRE RIOS CBBA,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2023-04-01,1,0,1
FERNANDEZ ALONSO,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2023-04-01,0,1,1
GUANAY,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2023-04-01,1,1,2
IRUPANA (VILLA DE LANZA),tuberculosis y lepra,no de tbp baar (+) nuevos curados,2023-04-01,1,0,1
LA ASUNTA,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2023-04-01,5,2,7
LA GUARDIA,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2023-04-01,8,4,12
LA PAZ,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2023-04-01,10,5,15
MAPIRI,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2023-04-01,3,0,3
MONTERO,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2023-04-01,7,1,8
ORURO,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2023-04-01,5,3,8
PADCAYA,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2023-04-01,1,0,1
PALCA,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2023-04-01,0,2,2
PALOS BLANCOS,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2023-04-01,3,0,3
PORONGO,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2023-04-01,1,0,1
POTOSI,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2023-04-01,5,1,6
PUERTO VILLARROEL,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2023-04-01,0,1,1
PUNATA,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2023-04-01,0,1,1
RIBERALTA,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2023-04-01,3,6,9
RURRENABAQUE,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2023-04-01,3,0,3
SACABA,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2023-04-01,4,2,6
SAN BENITO,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2023-04-01,0,1,1
SAN BORJA,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2023-04-01,2,1,3
SAN IGNACIO DE VELASCO,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2023-04-01,3,0,3
SAN JOSE DE CHIQUITOS,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2023-04-01,0,1,1
SAN JULIAN,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2023-04-01,0,2,2
SAN LUCAS,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2023-04-01,4,1,5
SAN PEDRO,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2023-04-01,2,0,2
SAN RAMON SCZ,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2023-04-01,1,0,1
SANTA CRUZ DE LA SIERRA,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2023-04-01,66,57,123
SANTA ROSA DEL SARA,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2023-04-01,0,1,1
SIPE SIPE,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2023-04-01,1,0,1
SORATA,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2023-04-01,1,0,1
SUCRE,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2023-04-01,2,1,3
TARIJA,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2023-04-01,7,6,13
TIPUANI,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2023-04-01,1,0,1
TIQUIPAYA,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2023-04-01,0,2,2
TOTORA(CBBA),tuberculosis y lepra,no de tbp baar (+) nuevos curados,2023-04-01,1,0,1
TRINIDAD,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2023-04-01,1,0,1
VIACHA,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2023-04-01,1,1,2
VILLA TUNARI,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2023-04-01,3,0,3
VINTO,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2023-04-01,2,2,4
YACUIBA,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2023-04-01,4,6,10
YAMPARAEZ,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2023-04-01,0,1,1
YAPACANI,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2023-04-01,2,5,7
ACHOCALLA,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2023-05-01,1,0,1
ALTO BENI,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2023-05-01,2,2,4
APOLO,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2023-05-01,1,0,1
ASCENCION DE GUARAYOS,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2023-05-01,1,0,1
AYATA,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2023-05-01,1,0,1
AYO AYO,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2023-05-01,1,0,1
BERMEJO,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2023-05-01,2,3,5
