,group,variable,month,Nº DE QUIMIOPROFILAXIS EN MENORES DE 5 AÑOS CANTIDAD,Nº DE QUIMIOPROFILAXIS EN MENORES DE 5 AÑOS CANTIDAD,TOTALES
VILLA TUNARI,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2023-01-01,1,2,3
WARNES,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2023-01-01,2,1,3
YACUIBA,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2023-01-01,1,0,1
ACHACACHI,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2023-02-01,1,1,2
AIQUILE,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2023-02-01,0,1,1
BERMEJO,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2023-02-01,1,0,1
CALACOTO,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2023-02-01,0,2,2
CARANAVI,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2023-02-01,1,0,1
CHIMORE,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2023-02-01,2,1,3
CHULUMANI (V. DE LA LIBERTAD),tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2023-02-01,2,0,2
COBIJA,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2023-02-01,1,0,1
COCHABAMBA,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2023-02-01,4,2,6
COLCAPIRHUA,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2023-02-01,1,0,1
CONCEPCION,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2023-02-01,0,1,1
EL ALTO,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2023-02-01,1,1,2
ENTRE RIOS CBBA,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2023-02-01,3,2,5
GENERAL SAAVEDRA,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2023-02-01,1,0,1
GUAYARAMERIN,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2023-02-01,1,0,1
GUTIERREZ,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2023-02-01,1,0,1
ICLA,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2023-02-01,0,1,1
LA GUARDIA,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2023-02-01,2,2,4
LA PAZ,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2023-02-01,0,0,0
MINEROS,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2023-02-01,0,1,1
MONTERO,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2023-02-01,4,1,5
ORURO,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2023-02-01,0,1,1
PALOS BLANCOS,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2023-02-01,0,1,1
PATACAMAYA,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2023-02-01,0,1,1
PORVENIR,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2023-02-01,2,0,2
PUERTO VILLARROEL,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2023-02-01,1,1,2
RIBERALTA,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2023-02-01,0,2,2
SACABA,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2023-02-01,0,2,2
SAN IGNACIO,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2023-02-01,1,0,1
SAN IGNACIO DE VELASCO,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2023-02-01,1,0,1
SANTA CRUZ DE LA SIERRA,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2023-02-01,11,14,25
SANTA ROSA,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2023-02-01,1,1,2
SHINAOTA,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2023-02-01,3,1,4
SIPE SIPE,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2023-02-01,2,0,2
TARIJA,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2023-02-01,0,1,1
TARVITA,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2023-02-01,1,0,1
TIPUANI,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2023-02-01,3,0,3
TIRAQUE (CBBA),tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2023-02-01,1,1,2
TRINIDAD,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2023-02-01,2,0,2
VILLA RIVERO,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2023-02-01,0,1,1
VILLA TUNARI,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2023-02-01,1,2,3
VINTO,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2023-02-01,0,1,1
WARNES,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2023-02-01,1,0,1
YACUIBA,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2023-02-01,1,1,2
ZUDAÑEZ,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2023-02-01,0,1,1
AIQUILE,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2023-03-01,1,0,1
ARBIETO,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2023-03-01,1,0,1
ASCENCION DE GUARAYOS,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2023-03-01,1,2,3
BATALLAS,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2023-03-01,1,0,1
BERMEJO,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2023-03-01,0,1,1
CAIROMA,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2023-03-01,1,1,2
CAPINOTA,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2023-03-01,1,0,1
CARANAVI,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2023-03-01,2,2,4
CHARAÑA,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2023-03-01,1,1,2
COCHABAMBA,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2023-03-01,2,3,5
COROICO,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2023-03-01,0,1,1
COTOCA,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2023-03-01,3,1,4
EL ALTO,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2023-03-01,3,2,5
EL TORNO,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2023-03-01,4,1,5
ENTRE RIOS CBBA,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2023-03-01,1,2,3
GUANAY,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2023-03-01,0,2,2
LA ASUNTA,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2023-03-01,0,2,2
LA GUARDIA,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2023-03-01,4,1,5
LA PAZ,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2023-03-01,2,1,3
MAIRANA,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2023-03-01,0,1,1
MINEROS,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2023-03-01,2,0,2
MIZQUE,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2023-03-01,1,0,1
MONTERO,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2023-03-01,2,2,4
ORURO,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2023-03-01,0,1,1
PALOS BLANCOS,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2023-03-01,1,0,1
PUCARANI,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2023-03-01,0,1,1
PUERTO QUIJARRO,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2023-03-01,0,1,1
PUERTO VILLARROEL,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2023-03-01,2,2,4
QUILLACOLLO,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2023-03-01,1,2,3
RIBERALTA,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2023-03-01,1,0,1
RURRENABAQUE,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2023-03-01,1,0,1
SACABA,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2023-03-01,1,0,1
SAN BORJA,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2023-03-01,0,1,1
SAN CARLOS,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2023-03-01,2,0,2
SAN IGNACIO DE VELASCO,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2023-03-01,1,0,1
SAN JOSE DE CHIQUITOS,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2023-03-01,2,0,2
SAN PEDRO,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2023-03-01,1,0,1
SANTA CRUZ DE LA SIERRA,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2023-03-01,14,15,29
SAPAHAQUI,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2023-03-01,1,0,1
SHINAOTA,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2023-03-01,1,1,2
SUCRE,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2023-03-01,1,0,1
TARIJA,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2023-03-01,0,2,2
URUBICHA,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2023-03-01,0,1,1
VILLA TUNARI,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2023-03-01,2,3,5
VINTO,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2023-03-01,1,1,2
WARNES,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2023-03-01,1,3,4
YACUIBA,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2023-03-01,1,1,2
YAPACANI,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2023-03-01,0,1,1
ZUDAÑEZ,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2023-03-01,1,0,1
BOYUIBE,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2023-04-01,1,0,1
CABEZAS,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2023-04-01,0,1,1
CAMARGO,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2023-04-01,0,1,1
CARANAVI,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2023-04-01,2,3,5
CHARAGUA,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2023-04-01,2,1,3
CHIMORE,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2023-04-01,1,0,1
COBIJA,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2023-04-01,1,0,1
COCHABAMBA,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2023-04-01,2,4,6
COLCAPIRHUA,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2023-04-01,1,0,1
COLQUECHACA,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2023-04-01,2,0,2
CORIPATA,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2023-04-01,1,1,2
COTOCA,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2023-04-01,1,2,3
EL ALTO,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2023-04-01,3,4,7
EL PUENTE(TJA),tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2023-04-01,0,1,1
EL TORNO,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2023-04-01,0,1,1
ENTRE RIOS CBBA,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2023-04-01,1,2,3
EUREKA (SANTOS MERCADO),tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2023-04-01,0,1,1
LA ASUNTA,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2023-04-01,2,1,3
LA GUARDIA,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2023-04-01,1,0,1
LA PAZ,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2023-04-01,5,3,8
MINEROS,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2023-04-01,1,0,1
MONTERO,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2023-04-01,1,1,2
ORURO,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2023-04-01,1,0,1
PADILLA,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2023-04-01,0,1,1
POROMA,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2023-04-01,0,2,2
PUNATA,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2023-04-01,1,0,1
RAVELO,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2023-04-01,2,3,5
RIBERALTA,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2023-04-01,0,1,1
SAN BORJA,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2023-04-01,2,0,2
SAN CARLOS,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2023-04-01,1,0,1
SAN PEDRO,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2023-04-01,0,1,1
SANTA CRUZ DE LA SIERRA,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2023-04-01,15,14,29
SHINAOTA,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2023-04-01,0,1,1
SUCRE,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2023-04-01,1,1,2
TACOBAMBA,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2023-04-01,0,1,1
VILA VILA,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2023-04-01,0,1,1
WARNES,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2023-04-01,2,1,3
YACUIBA,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2023-04-01,1,0,1
ARBIETO,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2023-05-01,0,1,1
ASCENCION DE GUARAYOS,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2023-05-01,2,0,2
CAPINOTA,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2023-05-01,2,1,3
CLIZA,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2023-05-01,1,0,1
COCHABAMBA,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2023-05-01,9,3,12
CORIPATA,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2023-05-01,1,1,2
COTOCA,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2023-05-01,3,6,9
EL ALTO,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2023-05-01,5,0,5
ENTRE RIOS CBBA,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2023-05-01,1,0,1
GUTIERREZ,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2023-05-01,2,0,2
LA ASUNTA,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2023-05-01,2,1,3
LA GUARDIA,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2023-05-01,1,2,3
LA PAZ,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2023-05-01,3,3,6
MACHARETI,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2023-05-01,2,1,3
MONTERO,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2023-05-01,0,3,3
PALOS BLANCOS,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2023-05-01,2,0,2
POTOSI,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2023-05-01,2,0,2
PRESTO,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2023-05-01,0,1,1
PUCARANI,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2023-05-01,2,0,2
PUERTO VILLARROEL,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2023-05-01,1,4,5
QUILLACOLLO,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2023-05-01,0,2,2
RURRENABAQUE,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2023-05-01,2,0,2
SAN BORJA,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2023-05-01,3,1,4
SAN IGNACIO DE VELASCO,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2023-05-01,1,1,2
SAN JOSE DE CHIQUITOS,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2023-05-01,2,0,2
SAN MATIAS,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2023-05-01,0,1,1
SAN MIGUEL DE VELASCO,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2023-05-01,3,0,3
SANTA CRUZ DE LA SIERRA,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2023-05-01,19,13,32
SHINAOTA,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2023-05-01,0,1,1
SIPE SIPE,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2023-05-01,0,1,1
TARIJA,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2023-05-01,1,0,1
TRINIDAD,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2023-05-01,3,3,6
URUBICHA,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2023-05-01,1,0,1
VILLA TUNARI,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2023-05-01,1,1,2
WARNES,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2023-05-01,5,2,7
YACUIBA,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2023-05-01,2,2,4
AYOPAYA (V. DE INDEPENDENCIA),tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2023-06-01,1,0,1
AZURDUY,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2023-06-01,2,0,2
BELLA FLOR,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2023-06-01,0,1,1
"CAIZA ""D""",tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2023-06-01,1,0,1
CARANAVI,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2023-06-01,2,2,4
CHARAGUA,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2023-06-01,1,0,1
CHIMORE,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2023-06-01,1,0,1
COCHABAMBA,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2023-06-01,2,4,6
CONCEPCION,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2023-06-01,1,0,1
EL ALTO,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2023-06-01,3,1,4
EL PUENTE(STC),tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2023-06-01,1,0,1
ENTRE RIOS TRJ,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2023-06-01,0,2,2
ENTRE RIOS CBBA,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2023-06-01,0,1,1
GUAYARAMERIN,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2023-06-01,1,0,1
INCAHUASI,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2023-06-01,0,1,1
IRUPANA (VILLA DE LANZA),tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2023-06-01,0,1,1
LA ASUNTA,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2023-06-01,0,1,1
LA GUARDIA,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2023-06-01,2,1,3
LA PAZ,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2023-06-01,0,1,1
MINEROS,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2023-06-01,1,0,1
MONTERO,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2023-06-01,2,1,3
NUEVO MANOA (NUEVA ESPERANZA),tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2023-06-01,0,1,1
PALOS BLANCOS,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2023-06-01,0,1,1
POTOSI,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2023-06-01,0,2,2
PUERTO VILLARROEL,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2023-06-01,1,0,1
QUILLACOLLO,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2023-06-01,3,1,4
SACABA,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2023-06-01,0,1,1
SAN CARLOS,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2023-06-01,2,0,2
SAN IGNACIO DE VELASCO,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2023-06-01,1,0,1
SAN PEDRO,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2023-06-01,0,1,1
SAN PEDRO DE BUENA VISTA,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2023-06-01,0,1,1
SANTA CRUZ DE LA SIERRA,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2023-06-01,18,10,28
SHINAOTA,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2023-06-01,1,0,1
TARIJA,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2023-06-01,1,0,1
TIPUANI,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2023-06-01,1,0,1
TRINIDAD,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2023-06-01,2,0,2
VILLA MONTES,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2023-06-01,0,1,1
VILLA TUNARI,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2023-06-01,0,2,2
YACUIBA,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2023-06-01,1,1,2
YAPACANI,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2023-06-01,3,1,4
ANCORAIMES,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2023-07-01,1,1,2
BERMEJO,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2023-07-01,0,1,1
BOYUIBE,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2023-07-01,1,0,1
CAPINOTA,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2023-07-01,0,1,1
CARANAVI,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2023-07-01,2,1,3
CHIMORE,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2023-07-01,1,0,1
