,group,variable,month,Nº DE PERSONAS CON TB EN TSF CON PRUEBA RÁPIDA CANTIDAD,Nº DE PERSONAS CON TB EN TSF CON PRUEBA RÁPIDA CANTIDAD,TOTALES
LA ASUNTA,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2023-01-01,5,6,11
LA GUARDIA,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2023-01-01,5,8,13
LA PAZ,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2023-01-01,22,14,36
MACHARETI,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2023-01-01,0,1,1
MAIRANA,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2023-01-01,1,0,1
MAPIRI,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2023-01-01,3,1,4
MINEROS,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2023-01-01,1,0,1
MIZQUE,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2023-01-01,1,0,1
MONTEAGUDO,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2023-01-01,0,1,1
MONTERO,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2023-01-01,19,2,21
NACEBE (SANTA ROSA DEL ABUNA),tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2023-01-01,1,0,1
OKINAWA,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2023-01-01,1,0,1
ORURO,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2023-01-01,6,5,11
PADCAYA,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2023-01-01,1,0,1
PADILLA,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2023-01-01,1,0,1
PALOS BLANCOS,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2023-01-01,3,1,4
PATACAMAYA,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2023-01-01,1,0,1
PELECHUCO,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2023-01-01,1,1,2
POJO (CBBA),tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2023-01-01,0,1,1
PORONGO,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2023-01-01,1,0,1
PORVENIR,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2023-01-01,0,2,2
POTOSI,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2023-01-01,3,0,3
PRESTO,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2023-01-01,1,1,2
PUCARANI,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2023-01-01,1,0,1
PUERTO VILLARROEL,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2023-01-01,6,7,13
PUNATA,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2023-01-01,2,0,2
QUIABAYA,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2023-01-01,0,1,1
QUILLACOLLO,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2023-01-01,1,4,5
REYES,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2023-01-01,0,1,1
RIBERALTA,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2023-01-01,5,3,8
ROBORE,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2023-01-01,1,0,1
SACABA,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2023-01-01,4,3,7
SAMAIPATA,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2023-01-01,1,0,1
SAN BORJA,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2023-01-01,1,1,2
SAN BUENA VENTURA,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2023-01-01,2,0,2
SAN IGNACIO,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2023-01-01,1,0,1
SAN IGNACIO DE VELASCO,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2023-01-01,3,0,3
SAN JOSE DE CHIQUITOS,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2023-01-01,1,2,3
SAN JULIAN,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2023-01-01,3,1,4
SAN LORENZO(TJA),tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2023-01-01,0,1,1
SANTA CRUZ DE LA SIERRA,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2023-01-01,134,67,201
SANTA ROSA DEL SARA,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2023-01-01,1,0,1
SHINAOTA,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2023-01-01,1,1,2
SICA SICA (VILLA AROMA),tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2023-01-01,0,1,1
SIPE SIPE,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2023-01-01,1,3,4
SUCRE,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2023-01-01,10,3,13
TARABUCO,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2023-01-01,1,1,2
TARIJA,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2023-01-01,7,2,9
TARVITA,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2023-01-01,1,0,1
TIAHUANACU,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2023-01-01,1,0,1
TIPUANI,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2023-01-01,2,1,3
TIQUIPAYA,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2023-01-01,1,0,1
TRINIDAD,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2023-01-01,7,4,11
URUBICHA,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2023-01-01,1,0,1
VIACHA,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2023-01-01,1,2,3
VILLA CHARCAS,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2023-01-01,0,1,1
VILLA MONTES,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2023-01-01,4,0,4
VILLA TUNARI,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2023-01-01,5,4,9
VINTO,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2023-01-01,3,2,5
WARNES,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2023-01-01,5,1,6
YACUIBA,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2023-01-01,4,4,8
YAMPARAEZ,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2023-01-01,0,1,1
YANACACHI,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2023-01-01,0,1,1
YAPACANI,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2023-01-01,2,2,4
ACHACACHI,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2023-02-01,0,1,1
ACHOCALLA,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2023-02-01,1,3,4
AIQUILE,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2023-02-01,0,1,1
ALTO BENI,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2023-02-01,2,1,3
ARBIETO,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2023-02-01,0,3,3
ASCENCION DE GUARAYOS,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2023-02-01,2,0,2
BERMEJO,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2023-02-01,6,2,8
BETANZOS,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2023-02-01,1,0,1
BUENA VISTA,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2023-02-01,0,1,1
CAMIRI,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2023-02-01,1,0,1
CARACOLLO,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2023-02-01,1,0,1
CARANAVI,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2023-02-01,15,8,23
CARAPARI,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2023-02-01,2,0,2
CHAQUI,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2023-02-01,1,0,1
CHIMORE,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2023-02-01,2,3,5
CHULUMANI (V. DE LA LIBERTAD),tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2023-02-01,4,1,5
CLIZA,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2023-02-01,1,0,1
COBIJA,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2023-02-01,5,0,5
COCHABAMBA,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2023-02-01,27,19,46
COLCAPIRHUA,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2023-02-01,1,1,2
COLOMI,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2023-02-01,1,0,1
CONCEPCION,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2023-02-01,0,1,1
CORIPATA,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2023-02-01,0,2,2
CORO CORO,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2023-02-01,1,0,1
COROICO,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2023-02-01,2,0,2
COTAGAITA,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2023-02-01,1,0,1
COTOCA,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2023-02-01,4,1,5
CUATRO CAÑADAS,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2023-02-01,2,0,2
EL ALTO,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2023-02-01,14,6,20
EL TORNO,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2023-02-01,5,1,6
ENTRE RIOS CBBA,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2023-02-01,7,2,9
EUREKA (SANTOS MERCADO),tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2023-02-01,0,1,1
FERNANDEZ ALONSO,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2023-02-01,1,0,1
GENERAL SAAVEDRA,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2023-02-01,0,1,1
GUANAY,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2023-02-01,1,2,3
GUAYARAMERIN,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2023-02-01,1,1,2
HUACARETA,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2023-02-01,1,1,2
HUANUNI,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2023-02-01,3,1,4
ICLA,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2023-02-01,1,1,2
IRUPANA (VILLA DE LANZA),tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2023-02-01,1,0,1
LA GUARDIA,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2023-02-01,9,3,12
LA PAZ,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2023-02-01,21,15,36
MECAPACA,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2023-02-01,1,0,1
MINEROS,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2023-02-01,1,1,2
MOJOCOYA,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2023-02-01,1,0,1
MONTEAGUDO,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2023-02-01,1,1,2
MONTERO,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2023-02-01,14,5,19
OKINAWA,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2023-02-01,0,1,1
ORURO,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2023-02-01,2,3,5
PALCA,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2023-02-01,1,0,1
PALOS BLANCOS,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2023-02-01,1,0,1
PATACAMAYA,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2023-02-01,0,2,2
PORONGO,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2023-02-01,1,1,2
PORTACHUELO,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2023-02-01,0,1,1
PORVENIR,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2023-02-01,1,1,2
PUERTO QUIJARRO,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2023-02-01,0,1,1
PUERTO RICO,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2023-02-01,0,1,1
PUERTO VILLARROEL,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2023-02-01,4,7,11
QUILLACOLLO,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2023-02-01,4,4,8
REYES,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2023-02-01,0,1,1
RIBERALTA,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2023-02-01,5,2,7
RURRENABAQUE,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2023-02-01,3,0,3
SACABA,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2023-02-01,7,7,14
SAN BORJA,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2023-02-01,0,2,2
SAN IGNACIO DE VELASCO,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2023-02-01,1,2,3
SAN JAVIER(STC),tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2023-02-01,0,1,1
SAN JULIAN,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2023-02-01,2,0,2
SAN LORENZO(TJA),tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2023-02-01,0,1,1
SAN LUCAS,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2023-02-01,1,1,2
SAN PEDRO DE TIQUINA,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2023-02-01,0,1,1
SANTA CRUZ DE LA SIERRA,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2023-02-01,104,48,152
SANTA ROSA,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2023-02-01,1,0,1
SANTA ROSA DEL SARA,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2023-02-01,1,1,2
SANTIVAÑES,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2023-02-01,0,1,1
SAPAHAQUI,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2023-02-01,1,0,1
SHINAOTA,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2023-02-01,2,2,4
SUCRE,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2023-02-01,4,3,7
TARABUCO,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2023-02-01,1,0,1
TARATA,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2023-02-01,1,0,1
TARIJA,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2023-02-01,5,7,12
TEOPONTE,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2023-02-01,2,0,2
TIPUANI,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2023-02-01,0,3,3
TIRAQUE (CBBA),tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2023-02-01,1,0,1
TRINIDAD,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2023-02-01,3,3,6
VIACHA,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2023-02-01,3,3,6
VILLA MONTES,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2023-02-01,1,1,2
VILLA RIVERO,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2023-02-01,1,1,2
VILLA TUNARI,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2023-02-01,6,5,11
VINTO,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2023-02-01,2,1,3
WARNES,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2023-02-01,4,2,6
YACUIBA,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2023-02-01,5,4,9
YAPACANI,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2023-02-01,3,2,5
YOTALA,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2023-02-01,2,0,2
ZUDAÑEZ,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2023-02-01,1,1,2
ACHACACHI,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2023-03-01,1,1,2
ACHOCALLA,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2023-03-01,1,0,1
AIQUILE,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2023-03-01,1,0,1
ALTO BENI,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2023-03-01,1,0,1
APOLO,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2023-03-01,1,0,1
AYOPAYA (V. DE INDEPENDENCIA),tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2023-03-01,1,0,1
BATALLAS,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2023-03-01,2,0,2
BERMEJO,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2023-03-01,0,1,1
BOYUIBE,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2023-03-01,0,2,2
CABEZAS,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2023-03-01,2,2,4
"CAIZA ""D""",tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2023-03-01,1,0,1
CAMARGO,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2023-03-01,1,0,1
CAMIRI,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2023-03-01,0,1,1
CAPINOTA,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2023-03-01,2,0,2
CARANAVI,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2023-03-01,6,5,11
CARAPARI,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2023-03-01,1,0,1
CHIMORE,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2023-03-01,1,1,2
CHUA COCANI,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2023-03-01,1,0,1
CHULUMANI (V. DE LA LIBERTAD),tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2023-03-01,5,1,6
CLIZA,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2023-03-01,1,0,1
COBIJA,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2023-03-01,10,0,10
COCHABAMBA,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2023-03-01,41,19,60
COLCAPIRHUA,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2023-03-01,2,0,2
COLOMI,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2023-03-01,0,1,1
COLQUECHACA,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2023-03-01,0,1,1
COLQUIRI,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2023-03-01,1,0,1
COPACABANA,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2023-03-01,0,1,1
COROICO,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2023-03-01,1,1,2
COTAGAITA,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2023-03-01,1,1,2
COTOCA,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2023-03-01,9,3,12
CUATRO CAÑADAS,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2023-03-01,0,1,1
EL ALTO,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2023-03-01,28,9,37
EL PUENTE(STC),tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2023-03-01,1,0,1
EL TORNO,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2023-03-01,2,1,3
ENTRE RIOS CBBA,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2023-03-01,4,4,8
FERNANDEZ ALONSO,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2023-03-01,1,1,2
FILADELFIA,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2023-03-01,1,0,1
GENERAL SAAVEDRA,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2023-03-01,1,0,1
GRAL. J.J. PEREZ (CHARAZANI),tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2023-03-01,1,0,1
GUANAY,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2023-03-01,2,0,2
GUAYARAMERIN,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2023-03-01,2,0,2
HUACAYA (VILLA DE HUACAYA),tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2023-03-01,1,0,1
HUANUNI,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2023-03-01,2,0,2
ICLA,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2023-03-01,1,0,1
INCAHUASI,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2023-03-01,1,0,1
IRUPANA (VILLA DE LANZA),tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2023-03-01,1,1,2
LA ASUNTA,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2023-03-01,8,3,11
LA GUARDIA,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2023-03-01,7,5,12
LA PAZ,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2023-03-01,27,21,48
LAJA,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2023-03-01,0,1,1
LLALLAGUA,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2023-03-01,2,1,3
LURIBAY,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2023-03-01,0,1,1
MAIRANA,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2023-03-01,1,2,3
MAPIRI,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2023-03-01,0,1,1
MINEROS,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2023-03-01,2,1,3
MIZQUE,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2023-03-01,2,1,3
MONTERO,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2023-03-01,16,7,23
NACEBE (SANTA ROSA DEL ABUNA),tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2023-03-01,1,0,1
ORURO,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2023-03-01,3,5,8
PALOS BLANCOS,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2023-03-01,5,1,6
PATACAMAYA,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2023-03-01,0,1,1
POROMA,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2023-03-01,0,1,1
PORONGO,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2023-03-01,3,0,3
PORTACHUELO,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2023-03-01,2,0,2
POTOSI,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2023-03-01,8,0,8
PRESTO,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2023-03-01,0,1,1
PUCARANI,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2023-03-01,1,1,2
