,group,variable,month,N° DE TB EXTRAPULMONAR NUEVOS CANTIDAD,N° DE TB EXTRAPULMONAR NUEVOS CANTIDAD,TOTALES
WARNES,tuberculosis y lepra,n de tb extrapulmonar nuevos,2023-01-01,4,0,4
YACUIBA,tuberculosis y lepra,n de tb extrapulmonar nuevos,2023-01-01,1,0,1
BERMEJO,tuberculosis y lepra,n de tb extrapulmonar nuevos,2023-02-01,1,1,2
CARANAVI,tuberculosis y lepra,n de tb extrapulmonar nuevos,2023-02-01,1,1,2
CHIMORE,tuberculosis y lepra,n de tb extrapulmonar nuevos,2023-02-01,1,0,1
CHULUMANI (V. DE LA LIBERTAD),tuberculosis y lepra,n de tb extrapulmonar nuevos,2023-02-01,0,1,1
COBIJA,tuberculosis y lepra,n de tb extrapulmonar nuevos,2023-02-01,1,0,1
COCHABAMBA,tuberculosis y lepra,n de tb extrapulmonar nuevos,2023-02-01,5,1,6
CORIPATA,tuberculosis y lepra,n de tb extrapulmonar nuevos,2023-02-01,0,1,1
EL ALTO,tuberculosis y lepra,n de tb extrapulmonar nuevos,2023-02-01,9,3,12
EL TORNO,tuberculosis y lepra,n de tb extrapulmonar nuevos,2023-02-01,0,1,1
LA PAZ,tuberculosis y lepra,n de tb extrapulmonar nuevos,2023-02-01,9,6,15
MONTERO,tuberculosis y lepra,n de tb extrapulmonar nuevos,2023-02-01,3,2,5
ORURO,tuberculosis y lepra,n de tb extrapulmonar nuevos,2023-02-01,0,2,2
PAILON,tuberculosis y lepra,n de tb extrapulmonar nuevos,2023-02-01,1,1,2
PORONGO,tuberculosis y lepra,n de tb extrapulmonar nuevos,2023-02-01,0,1,1
POTOSI,tuberculosis y lepra,n de tb extrapulmonar nuevos,2023-02-01,3,1,4
PUERTO VILLARROEL,tuberculosis y lepra,n de tb extrapulmonar nuevos,2023-02-01,0,3,3
QUILLACOLLO,tuberculosis y lepra,n de tb extrapulmonar nuevos,2023-02-01,0,1,1
RIBERALTA,tuberculosis y lepra,n de tb extrapulmonar nuevos,2023-02-01,2,0,2
SACABA,tuberculosis y lepra,n de tb extrapulmonar nuevos,2023-02-01,2,2,4
SANTA CRUZ DE LA SIERRA,tuberculosis y lepra,n de tb extrapulmonar nuevos,2023-02-01,10,4,14
SUCRE,tuberculosis y lepra,n de tb extrapulmonar nuevos,2023-02-01,1,3,4
TARIJA,tuberculosis y lepra,n de tb extrapulmonar nuevos,2023-02-01,1,3,4
TRINIDAD,tuberculosis y lepra,n de tb extrapulmonar nuevos,2023-02-01,0,1,1
VIACHA,tuberculosis y lepra,n de tb extrapulmonar nuevos,2023-02-01,2,0,2
WARNES,tuberculosis y lepra,n de tb extrapulmonar nuevos,2023-02-01,1,0,1
YACUIBA,tuberculosis y lepra,n de tb extrapulmonar nuevos,2023-02-01,1,0,1
YAPACANI,tuberculosis y lepra,n de tb extrapulmonar nuevos,2023-02-01,0,2,2
YOTALA,tuberculosis y lepra,n de tb extrapulmonar nuevos,2023-02-01,1,0,1
ACHOCALLA,tuberculosis y lepra,n de tb extrapulmonar nuevos,2023-03-01,1,0,1
ALTO BENI,tuberculosis y lepra,n de tb extrapulmonar nuevos,2023-03-01,1,0,1
CAPINOTA,tuberculosis y lepra,n de tb extrapulmonar nuevos,2023-03-01,1,0,1
CARANAVI,tuberculosis y lepra,n de tb extrapulmonar nuevos,2023-03-01,0,1,1
COCHABAMBA,tuberculosis y lepra,n de tb extrapulmonar nuevos,2023-03-01,9,3,12
COLQUIRI,tuberculosis y lepra,n de tb extrapulmonar nuevos,2023-03-01,1,0,1
COTOCA,tuberculosis y lepra,n de tb extrapulmonar nuevos,2023-03-01,1,0,1
EL ALTO,tuberculosis y lepra,n de tb extrapulmonar nuevos,2023-03-01,9,4,13
EL TORNO,tuberculosis y lepra,n de tb extrapulmonar nuevos,2023-03-01,2,0,2
ENTRE RIOS CBBA,tuberculosis y lepra,n de tb extrapulmonar nuevos,2023-03-01,1,0,1
GUANAY,tuberculosis y lepra,n de tb extrapulmonar nuevos,2023-03-01,1,0,1
GUTIERREZ,tuberculosis y lepra,n de tb extrapulmonar nuevos,2023-03-01,1,0,1
HUANUNI,tuberculosis y lepra,n de tb extrapulmonar nuevos,2023-03-01,1,0,1
LA GUARDIA,tuberculosis y lepra,n de tb extrapulmonar nuevos,2023-03-01,3,0,3
LA PAZ,tuberculosis y lepra,n de tb extrapulmonar nuevos,2023-03-01,14,15,29
MIZQUE,tuberculosis y lepra,n de tb extrapulmonar nuevos,2023-03-01,0,1,1
MONTERO,tuberculosis y lepra,n de tb extrapulmonar nuevos,2023-03-01,6,2,8
ORURO,tuberculosis y lepra,n de tb extrapulmonar nuevos,2023-03-01,1,1,2
PATACAMAYA,tuberculosis y lepra,n de tb extrapulmonar nuevos,2023-03-01,0,1,1
PORONGO,tuberculosis y lepra,n de tb extrapulmonar nuevos,2023-03-01,1,0,1
PORTACHUELO,tuberculosis y lepra,n de tb extrapulmonar nuevos,2023-03-01,1,0,1
POTOSI,tuberculosis y lepra,n de tb extrapulmonar nuevos,2023-03-01,5,0,5
PUERTO SUAREZ,tuberculosis y lepra,n de tb extrapulmonar nuevos,2023-03-01,1,0,1
PUERTO VILLARROEL,tuberculosis y lepra,n de tb extrapulmonar nuevos,2023-03-01,1,0,1
QUILLACOLLO,tuberculosis y lepra,n de tb extrapulmonar nuevos,2023-03-01,3,1,4
RURRENABAQUE,tuberculosis y lepra,n de tb extrapulmonar nuevos,2023-03-01,1,0,1
SACABA,tuberculosis y lepra,n de tb extrapulmonar nuevos,2023-03-01,1,2,3
SAN CARLOS,tuberculosis y lepra,n de tb extrapulmonar nuevos,2023-03-01,1,0,1
SAN PEDRO,tuberculosis y lepra,n de tb extrapulmonar nuevos,2023-03-01,1,1,2
SANTA CRUZ DE LA SIERRA,tuberculosis y lepra,n de tb extrapulmonar nuevos,2023-03-01,19,16,35
SAPAHAQUI,tuberculosis y lepra,n de tb extrapulmonar nuevos,2023-03-01,2,0,2
SUCRE,tuberculosis y lepra,n de tb extrapulmonar nuevos,2023-03-01,2,1,3
TACACOMA,tuberculosis y lepra,n de tb extrapulmonar nuevos,2023-03-01,1,0,1
TOMINA,tuberculosis y lepra,n de tb extrapulmonar nuevos,2023-03-01,1,0,1
TRINIDAD,tuberculosis y lepra,n de tb extrapulmonar nuevos,2023-03-01,8,1,9
VIACHA,tuberculosis y lepra,n de tb extrapulmonar nuevos,2023-03-01,1,0,1
VILLA TUNARI,tuberculosis y lepra,n de tb extrapulmonar nuevos,2023-03-01,0,1,1
VINTO,tuberculosis y lepra,n de tb extrapulmonar nuevos,2023-03-01,1,0,1
WARNES,tuberculosis y lepra,n de tb extrapulmonar nuevos,2023-03-01,1,0,1
ANCORAIMES,tuberculosis y lepra,n de tb extrapulmonar nuevos,2023-04-01,1,0,1
ARBIETO,tuberculosis y lepra,n de tb extrapulmonar nuevos,2023-04-01,1,0,1
CARANAVI,tuberculosis y lepra,n de tb extrapulmonar nuevos,2023-04-01,1,0,1
CHULUMANI (V. DE LA LIBERTAD),tuberculosis y lepra,n de tb extrapulmonar nuevos,2023-04-01,1,0,1
COCHABAMBA,tuberculosis y lepra,n de tb extrapulmonar nuevos,2023-04-01,19,6,25
EL ALTO,tuberculosis y lepra,n de tb extrapulmonar nuevos,2023-04-01,7,12,19
ENTRE RIOS CBBA,tuberculosis y lepra,n de tb extrapulmonar nuevos,2023-04-01,1,1,2
INQUISIVI,tuberculosis y lepra,n de tb extrapulmonar nuevos,2023-04-01,1,0,1
IRUPANA (VILLA DE LANZA),tuberculosis y lepra,n de tb extrapulmonar nuevos,2023-04-01,0,1,1
LA GUARDIA,tuberculosis y lepra,n de tb extrapulmonar nuevos,2023-04-01,1,1,2
LA PAZ,tuberculosis y lepra,n de tb extrapulmonar nuevos,2023-04-01,9,12,21
OCURI,tuberculosis y lepra,n de tb extrapulmonar nuevos,2023-04-01,1,0,1
ORURO,tuberculosis y lepra,n de tb extrapulmonar nuevos,2023-04-01,1,1,2
PADCAYA,tuberculosis y lepra,n de tb extrapulmonar nuevos,2023-04-01,1,0,1
POTOSI,tuberculosis y lepra,n de tb extrapulmonar nuevos,2023-04-01,2,1,3
PUERTO VILLARROEL,tuberculosis y lepra,n de tb extrapulmonar nuevos,2023-04-01,1,0,1
QUILLACOLLO,tuberculosis y lepra,n de tb extrapulmonar nuevos,2023-04-01,1,0,1
SACABA,tuberculosis y lepra,n de tb extrapulmonar nuevos,2023-04-01,3,1,4
SAN JAVIER(BNI),tuberculosis y lepra,n de tb extrapulmonar nuevos,2023-04-01,1,0,1
SAN LORENZO(TJA),tuberculosis y lepra,n de tb extrapulmonar nuevos,2023-04-01,1,0,1
SAN LUCAS,tuberculosis y lepra,n de tb extrapulmonar nuevos,2023-04-01,1,0,1
SAN RAFAEL,tuberculosis y lepra,n de tb extrapulmonar nuevos,2023-04-01,1,0,1
SANTA CRUZ DE LA SIERRA,tuberculosis y lepra,n de tb extrapulmonar nuevos,2023-04-01,13,9,22
SHINAOTA,tuberculosis y lepra,n de tb extrapulmonar nuevos,2023-04-01,2,0,2
SIPE SIPE,tuberculosis y lepra,n de tb extrapulmonar nuevos,2023-04-01,0,1,1
SUCRE,tuberculosis y lepra,n de tb extrapulmonar nuevos,2023-04-01,2,2,4
TARIJA,tuberculosis y lepra,n de tb extrapulmonar nuevos,2023-04-01,2,0,2
TIQUIPAYA,tuberculosis y lepra,n de tb extrapulmonar nuevos,2023-04-01,1,1,2
TRINIDAD,tuberculosis y lepra,n de tb extrapulmonar nuevos,2023-04-01,1,0,1
TUPIZA,tuberculosis y lepra,n de tb extrapulmonar nuevos,2023-04-01,1,0,1
VINTO,tuberculosis y lepra,n de tb extrapulmonar nuevos,2023-04-01,1,0,1
WARNES,tuberculosis y lepra,n de tb extrapulmonar nuevos,2023-04-01,3,1,4
YAPACANI,tuberculosis y lepra,n de tb extrapulmonar nuevos,2023-04-01,1,0,1
APOLO,tuberculosis y lepra,n de tb extrapulmonar nuevos,2023-05-01,1,0,1
ARQUE,tuberculosis y lepra,n de tb extrapulmonar nuevos,2023-05-01,1,0,1
CHALLAPATA,tuberculosis y lepra,n de tb extrapulmonar nuevos,2023-05-01,1,0,1
CHAQUI,tuberculosis y lepra,n de tb extrapulmonar nuevos,2023-05-01,1,0,1
COCHABAMBA,tuberculosis y lepra,n de tb extrapulmonar nuevos,2023-05-01,3,6,9
COTOCA,tuberculosis y lepra,n de tb extrapulmonar nuevos,2023-05-01,2,0,2
EL ALTO,tuberculosis y lepra,n de tb extrapulmonar nuevos,2023-05-01,11,9,20
EL TORNO,tuberculosis y lepra,n de tb extrapulmonar nuevos,2023-05-01,1,0,1
ENTRE RIOS TRJ,tuberculosis y lepra,n de tb extrapulmonar nuevos,2023-05-01,1,0,1
ENTRE RIOS CBBA,tuberculosis y lepra,n de tb extrapulmonar nuevos,2023-05-01,1,0,1
GENERAL SAAVEDRA,tuberculosis y lepra,n de tb extrapulmonar nuevos,2023-05-01,1,0,1
LA GUARDIA,tuberculosis y lepra,n de tb extrapulmonar nuevos,2023-05-01,1,0,1
LA PAZ,tuberculosis y lepra,n de tb extrapulmonar nuevos,2023-05-01,7,6,13
LLALLAGUA,tuberculosis y lepra,n de tb extrapulmonar nuevos,2023-05-01,1,0,1
MONTERO,tuberculosis y lepra,n de tb extrapulmonar nuevos,2023-05-01,2,1,3
ORURO,tuberculosis y lepra,n de tb extrapulmonar nuevos,2023-05-01,3,0,3
POTOSI,tuberculosis y lepra,n de tb extrapulmonar nuevos,2023-05-01,2,0,2
PRESTO,tuberculosis y lepra,n de tb extrapulmonar nuevos,2023-05-01,1,0,1
PUERTO VILLARROEL,tuberculosis y lepra,n de tb extrapulmonar nuevos,2023-05-01,1,0,1
PUNA,tuberculosis y lepra,n de tb extrapulmonar nuevos,2023-05-01,1,0,1
PUNATA,tuberculosis y lepra,n de tb extrapulmonar nuevos,2023-05-01,1,0,1
QUILLACOLLO,tuberculosis y lepra,n de tb extrapulmonar nuevos,2023-05-01,1,1,2
RIBERALTA,tuberculosis y lepra,n de tb extrapulmonar nuevos,2023-05-01,1,0,1
SACABA,tuberculosis y lepra,n de tb extrapulmonar nuevos,2023-05-01,1,1,2
SAN JUAN DE YAPACANI,tuberculosis y lepra,n de tb extrapulmonar nuevos,2023-05-01,1,0,1
SAN PEDRO DE CURAHUARA,tuberculosis y lepra,n de tb extrapulmonar nuevos,2023-05-01,1,0,1
SANTA CRUZ DE LA SIERRA,tuberculosis y lepra,n de tb extrapulmonar nuevos,2023-05-01,29,17,46
SUCRE,tuberculosis y lepra,n de tb extrapulmonar nuevos,2023-05-01,1,3,4
TARIJA,tuberculosis y lepra,n de tb extrapulmonar nuevos,2023-05-01,3,1,4
TEOPONTE,tuberculosis y lepra,n de tb extrapulmonar nuevos,2023-05-01,1,0,1
TRINIDAD,tuberculosis y lepra,n de tb extrapulmonar nuevos,2023-05-01,1,0,1
VIACHA,tuberculosis y lepra,n de tb extrapulmonar nuevos,2023-05-01,1,2,3
VILLA MONTES,tuberculosis y lepra,n de tb extrapulmonar nuevos,2023-05-01,0,1,1
VILLA TUNARI,tuberculosis y lepra,n de tb extrapulmonar nuevos,2023-05-01,4,0,4
VINTO,tuberculosis y lepra,n de tb extrapulmonar nuevos,2023-05-01,1,1,2
WARNES,tuberculosis y lepra,n de tb extrapulmonar nuevos,2023-05-01,2,2,4
YACUIBA,tuberculosis y lepra,n de tb extrapulmonar nuevos,2023-05-01,2,0,2
YAPACANI,tuberculosis y lepra,n de tb extrapulmonar nuevos,2023-05-01,1,0,1
ACHACACHI,tuberculosis y lepra,n de tb extrapulmonar nuevos,2023-06-01,1,0,1
BERMEJO,tuberculosis y lepra,n de tb extrapulmonar nuevos,2023-06-01,1,0,1
CAMIRI,tuberculosis y lepra,n de tb extrapulmonar nuevos,2023-06-01,0,1,1
CARANAVI,tuberculosis y lepra,n de tb extrapulmonar nuevos,2023-06-01,2,0,2
CLIZA,tuberculosis y lepra,n de tb extrapulmonar nuevos,2023-06-01,1,0,1
COBIJA,tuberculosis y lepra,n de tb extrapulmonar nuevos,2023-06-01,1,0,1
COCHABAMBA,tuberculosis y lepra,n de tb extrapulmonar nuevos,2023-06-01,9,10,19
CUATRO CAÑADAS,tuberculosis y lepra,n de tb extrapulmonar nuevos,2023-06-01,1,1,2
CURAHUARA DE CARANGAS,tuberculosis y lepra,n de tb extrapulmonar nuevos,2023-06-01,1,0,1
EL ALTO,tuberculosis y lepra,n de tb extrapulmonar nuevos,2023-06-01,8,10,18
EL TORNO,tuberculosis y lepra,n de tb extrapulmonar nuevos,2023-06-01,2,0,2
GUANAY,tuberculosis y lepra,n de tb extrapulmonar nuevos,2023-06-01,0,1,1
GUAQUI,tuberculosis y lepra,n de tb extrapulmonar nuevos,2023-06-01,1,0,1
INQUISIVI,tuberculosis y lepra,n de tb extrapulmonar nuevos,2023-06-01,1,0,1
LA GUARDIA,tuberculosis y lepra,n de tb extrapulmonar nuevos,2023-06-01,4,0,4
LA PAZ,tuberculosis y lepra,n de tb extrapulmonar nuevos,2023-06-01,18,11,29
MINEROS,tuberculosis y lepra,n de tb extrapulmonar nuevos,2023-06-01,1,0,1
MIZQUE,tuberculosis y lepra,n de tb extrapulmonar nuevos,2023-06-01,0,1,1
MONTERO,tuberculosis y lepra,n de tb extrapulmonar nuevos,2023-06-01,3,1,4
ORURO,tuberculosis y lepra,n de tb extrapulmonar nuevos,2023-06-01,2,0,2
PALCA,tuberculosis y lepra,n de tb extrapulmonar nuevos,2023-06-01,1,0,1
PALOS BLANCOS,tuberculosis y lepra,n de tb extrapulmonar nuevos,2023-06-01,1,0,1
POTOSI,tuberculosis y lepra,n de tb extrapulmonar nuevos,2023-06-01,2,2,4
PUCARANI,tuberculosis y lepra,n de tb extrapulmonar nuevos,2023-06-01,1,0,1
QUILLACOLLO,tuberculosis y lepra,n de tb extrapulmonar nuevos,2023-06-01,1,0,1
RIBERALTA,tuberculosis y lepra,n de tb extrapulmonar nuevos,2023-06-01,1,0,1
SACABA,tuberculosis y lepra,n de tb extrapulmonar nuevos,2023-06-01,1,0,1
SAN CARLOS,tuberculosis y lepra,n de tb extrapulmonar nuevos,2023-06-01,1,0,1
SANTA CRUZ DE LA SIERRA,tuberculosis y lepra,n de tb extrapulmonar nuevos,2023-06-01,13,10,23
SUCRE,tuberculosis y lepra,n de tb extrapulmonar nuevos,2023-06-01,2,2,4
TARIJA,tuberculosis y lepra,n de tb extrapulmonar nuevos,2023-06-01,1,2,3
TIQUIPAYA,tuberculosis y lepra,n de tb extrapulmonar nuevos,2023-06-01,1,0,1
TUPIZA,tuberculosis y lepra,n de tb extrapulmonar nuevos,2023-06-01,1,0,1
VIACHA,tuberculosis y lepra,n de tb extrapulmonar nuevos,2023-06-01,0,1,1
VILLA CHARCAS,tuberculosis y lepra,n de tb extrapulmonar nuevos,2023-06-01,1,0,1
VILLA TUNARI,tuberculosis y lepra,n de tb extrapulmonar nuevos,2023-06-01,1,0,1
WARNES,tuberculosis y lepra,n de tb extrapulmonar nuevos,2023-06-01,0,3,3
YACUIBA,tuberculosis y lepra,n de tb extrapulmonar nuevos,2023-06-01,1,0,1
ACHACACHI,tuberculosis y lepra,n de tb extrapulmonar nuevos,2023-07-01,1,0,1
BETANZOS,tuberculosis y lepra,n de tb extrapulmonar nuevos,2023-07-01,1,0,1
CAJUATA,tuberculosis y lepra,n de tb extrapulmonar nuevos,2023-07-01,1,0,1
CAPINOTA,tuberculosis y lepra,n de tb extrapulmonar nuevos,2023-07-01,1,0,1
CARANAVI,tuberculosis y lepra,n de tb extrapulmonar nuevos,2023-07-01,1,1,2
CARAPARI,tuberculosis y lepra,n de tb extrapulmonar nuevos,2023-07-01,0,1,1
CLIZA,tuberculosis y lepra,n de tb extrapulmonar nuevos,2023-07-01,0,1,1
COBIJA,tuberculosis y lepra,n de tb extrapulmonar nuevos,2023-07-01,2,0,2
COCHABAMBA,tuberculosis y lepra,n de tb extrapulmonar nuevos,2023-07-01,7,9,16
COTOCA,tuberculosis y lepra,n de tb extrapulmonar nuevos,2023-07-01,1,0,1
CULPINA,tuberculosis y lepra,n de tb extrapulmonar nuevos,2023-07-01,1,0,1
EL ALTO,tuberculosis y lepra,n de tb extrapulmonar nuevos,2023-07-01,6,10,16
EL TORNO,tuberculosis y lepra,n de tb extrapulmonar nuevos,2023-07-01,1,1,2
ENTRE RIOS CBBA,tuberculosis y lepra,n de tb extrapulmonar nuevos,2023-07-01,2,0,2
ESCOMA,tuberculosis y lepra,n de tb extrapulmonar nuevos,2023-07-01,0,1,1
LA GUARDIA,tuberculosis y lepra,n de tb extrapulmonar nuevos,2023-07-01,1,1,2
LA PAZ,tuberculosis y lepra,n de tb extrapulmonar nuevos,2023-07-01,13,13,26
LLALLAGUA,tuberculosis y lepra,n de tb extrapulmonar nuevos,2023-07-01,1,0,1
MINEROS,tuberculosis y lepra,n de tb extrapulmonar nuevos,2023-07-01,1,1,2
MIZQUE,tuberculosis y lepra,n de tb extrapulmonar nuevos,2023-07-01,1,0,1
MONTERO,tuberculosis y lepra,n de tb extrapulmonar nuevos,2023-07-01,2,0,2
ORURO,tuberculosis y lepra,n de tb extrapulmonar nuevos,2023-07-01,4,1,5
POTOSI,tuberculosis y lepra,n de tb extrapulmonar nuevos,2023-07-01,2,3,5
PUERTO QUIJARRO,tuberculosis y lepra,n de tb extrapulmonar nuevos,2023-07-01,1,0,1
PUERTO VILLARROEL,tuberculosis y lepra,n de tb extrapulmonar nuevos,2023-07-01,3,1,4
QUILLACOLLO,tuberculosis y lepra,n de tb extrapulmonar nuevos,2023-07-01,2,1,3
RIBERALTA,tuberculosis y lepra,n de tb extrapulmonar nuevos,2023-07-01,1,1,2
RURRENABAQUE,tuberculosis y lepra,n de tb extrapulmonar nuevos,2023-07-01,1,0,1
SACABA,tuberculosis y lepra,n de tb extrapulmonar nuevos,2023-07-01,3,0,3
SAN CARLOS,tuberculosis y lepra,n de tb extrapulmonar nuevos,2023-07-01,1,0,1
SAN IGNACIO DE VELASCO,tuberculosis y lepra,n de tb extrapulmonar nuevos,2023-07-01,1,0,1
SAN JUAN DE YAPACANI,tuberculosis y lepra,n de tb extrapulmonar nuevos,2023-07-01,1,0,1
SANTA CRUZ DE LA SIERRA,tuberculosis y lepra,n de tb extrapulmonar nuevos,2023-07-01,11,8,19
SHINAOTA,tuberculosis y lepra,n de tb extrapulmonar nuevos,2023-07-01,1,0,1
SORACACHI,tuberculosis y lepra,n de tb extrapulmonar nuevos,2023-07-01,1,0,1
SORATA,tuberculosis y lepra,n de tb extrapulmonar nuevos,2023-07-01,1,0,1
SUCRE,tuberculosis y lepra,n de tb extrapulmonar nuevos,2023-07-01,1,0,1
TARIJA,tuberculosis y lepra,n de tb extrapulmonar nuevos,2023-07-01,4,1,5
TOLEDO,tuberculosis y lepra,n de tb extrapulmonar nuevos,2023-07-01,1,0,1
TRINIDAD,tuberculosis y lepra,n de tb extrapulmonar nuevos,2023-07-01,1,0,1
TUPIZA,tuberculosis y lepra,n de tb extrapulmonar nuevos,2023-07-01,0,1,1
URIONDO (A. CONCEPCION),tuberculosis y lepra,n de tb extrapulmonar nuevos,2023-07-01,1,0,1
VILLA CHARCAS,tuberculosis y lepra,n de tb extrapulmonar nuevos,2023-07-01,0,1,1
VILLA TUNARI,tuberculosis y lepra,n de tb extrapulmonar nuevos,2023-07-01,1,1,2
VINTO,tuberculosis y lepra,n de tb extrapulmonar nuevos,2023-07-01,1,0,1
WARNES,tuberculosis y lepra,n de tb extrapulmonar nuevos,2023-07-01,2,0,2
YAMPARAEZ,tuberculosis y lepra,n de tb extrapulmonar nuevos,2023-07-01,1,0,1
YANACACHI,tuberculosis y lepra,n de tb extrapulmonar nuevos,2023-07-01,1,0,1
YAPACANI,tuberculosis y lepra,n de tb extrapulmonar nuevos,2023-07-01,1,0,1
ACHOCALLA,tuberculosis y lepra,n de tb extrapulmonar nuevos,2023-08-01,1,0,1
APOLO,tuberculosis y lepra,n de tb extrapulmonar nuevos,2023-08-01,1,0,1
CAPINOTA,tuberculosis y lepra,n de tb extrapulmonar nuevos,2023-08-01,0,1,1
CHAQUI,tuberculosis y lepra,n de tb extrapulmonar nuevos,2023-08-01,0,1,1
CHOQUE COTA,tuberculosis y lepra,n de tb extrapulmonar nuevos,2023-08-01,0,1,1
CHULUMANI (V. DE LA LIBERTAD),tuberculosis y lepra,n de tb extrapulmonar nuevos,2023-08-01,1,0,1
COBIJA,tuberculosis y lepra,n de tb extrapulmonar nuevos,2023-08-01,1,1,2
COCHABAMBA,tuberculosis y lepra,n de tb extrapulmonar nuevos,2023-08-01,16,10,26
COTOCA,tuberculosis y lepra,n de tb extrapulmonar nuevos,2023-08-01,2,0,2
CUEVO,tuberculosis y lepra,n de tb extrapulmonar nuevos,2023-08-01,1,0,1
EL ALTO,tuberculosis y lepra,n de tb extrapulmonar nuevos,2023-08-01,12,6,18
EL TORNO,tuberculosis y lepra,n de tb extrapulmonar nuevos,2023-08-01,2,0,2
ENTRE RIOS CBBA,tuberculosis y lepra,n de tb extrapulmonar nuevos,2023-08-01,0,2,2
GUAYARAMERIN,tuberculosis y lepra,n de tb extrapulmonar nuevos,2023-08-01,1,0,1
GUTIERREZ,tuberculosis y lepra,n de tb extrapulmonar nuevos,2023-08-01,0,1,1
IRUPANA (VILLA DE LANZA),tuberculosis y lepra,n de tb extrapulmonar nuevos,2023-08-01,1,0,1
