,group,variable,month,TRATAMIENTOS INICIADOS CON ESQUEMA I CANTIDAD,TRATAMIENTOS INICIADOS CON ESQUEMA I CANTIDAD,TOTALES
LA GUARDIA,tuberculosis y lepra,tratamientos iniciados con esquema i,2023-01-01,7,8,15
LA PAZ,tuberculosis y lepra,tratamientos iniciados con esquema i,2023-01-01,34,19,53
LLALLAGUA,tuberculosis y lepra,tratamientos iniciados con esquema i,2023-01-01,0,1,1
MAIRANA,tuberculosis y lepra,tratamientos iniciados con esquema i,2023-01-01,1,1,2
MAPIRI,tuberculosis y lepra,tratamientos iniciados con esquema i,2023-01-01,3,1,4
MINEROS,tuberculosis y lepra,tratamientos iniciados con esquema i,2023-01-01,3,0,3
MIZQUE,tuberculosis y lepra,tratamientos iniciados con esquema i,2023-01-01,1,0,1
MONTEAGUDO,tuberculosis y lepra,tratamientos iniciados con esquema i,2023-01-01,0,1,1
MONTERO,tuberculosis y lepra,tratamientos iniciados con esquema i,2023-01-01,19,3,22
OKINAWA,tuberculosis y lepra,tratamientos iniciados con esquema i,2023-01-01,1,0,1
ORURO,tuberculosis y lepra,tratamientos iniciados con esquema i,2023-01-01,6,5,11
PADCAYA,tuberculosis y lepra,tratamientos iniciados con esquema i,2023-01-01,1,0,1
PADILLA,tuberculosis y lepra,tratamientos iniciados con esquema i,2023-01-01,1,0,1
PAILON,tuberculosis y lepra,tratamientos iniciados con esquema i,2023-01-01,1,1,2
PALOS BLANCOS,tuberculosis y lepra,tratamientos iniciados con esquema i,2023-01-01,3,1,4
PATACAMAYA,tuberculosis y lepra,tratamientos iniciados con esquema i,2023-01-01,1,0,1
PELECHUCO,tuberculosis y lepra,tratamientos iniciados con esquema i,2023-01-01,1,1,2
POJO (CBBA),tuberculosis y lepra,tratamientos iniciados con esquema i,2023-01-01,0,1,1
PORONGO,tuberculosis y lepra,tratamientos iniciados con esquema i,2023-01-01,1,0,1
PORVENIR,tuberculosis y lepra,tratamientos iniciados con esquema i,2023-01-01,0,1,1
POTOSI,tuberculosis y lepra,tratamientos iniciados con esquema i,2023-01-01,8,0,8
PRESTO,tuberculosis y lepra,tratamientos iniciados con esquema i,2023-01-01,1,1,2
PUCARANI,tuberculosis y lepra,tratamientos iniciados con esquema i,2023-01-01,1,0,1
PUERTO QUIJARRO,tuberculosis y lepra,tratamientos iniciados con esquema i,2023-01-01,1,0,1
PUERTO VILLARROEL,tuberculosis y lepra,tratamientos iniciados con esquema i,2023-01-01,4,7,11
PUNATA,tuberculosis y lepra,tratamientos iniciados con esquema i,2023-01-01,1,0,1
QUIABAYA,tuberculosis y lepra,tratamientos iniciados con esquema i,2023-01-01,0,1,1
QUILLACOLLO,tuberculosis y lepra,tratamientos iniciados con esquema i,2023-01-01,1,4,5
RIBERALTA,tuberculosis y lepra,tratamientos iniciados con esquema i,2023-01-01,6,4,10
ROBORE,tuberculosis y lepra,tratamientos iniciados con esquema i,2023-01-01,1,0,1
SACABA,tuberculosis y lepra,tratamientos iniciados con esquema i,2023-01-01,4,3,7
SAMAIPATA,tuberculosis y lepra,tratamientos iniciados con esquema i,2023-01-01,2,0,2
SAN BORJA,tuberculosis y lepra,tratamientos iniciados con esquema i,2023-01-01,1,1,2
SAN BUENA VENTURA,tuberculosis y lepra,tratamientos iniciados con esquema i,2023-01-01,2,0,2
SAN IGNACIO,tuberculosis y lepra,tratamientos iniciados con esquema i,2023-01-01,1,0,1
SAN IGNACIO DE VELASCO,tuberculosis y lepra,tratamientos iniciados con esquema i,2023-01-01,3,0,3
SAN JOSE DE CHIQUITOS,tuberculosis y lepra,tratamientos iniciados con esquema i,2023-01-01,1,2,3
SAN JULIAN,tuberculosis y lepra,tratamientos iniciados con esquema i,2023-01-01,3,1,4
SAN LORENZO(TJA),tuberculosis y lepra,tratamientos iniciados con esquema i,2023-01-01,0,1,1
SAN RAFAEL,tuberculosis y lepra,tratamientos iniciados con esquema i,2023-01-01,1,0,1
SANTA CRUZ DE LA SIERRA,tuberculosis y lepra,tratamientos iniciados con esquema i,2023-01-01,143,76,219
SANTA ROSA DEL SARA,tuberculosis y lepra,tratamientos iniciados con esquema i,2023-01-01,1,0,1
SHINAOTA,tuberculosis y lepra,tratamientos iniciados con esquema i,2023-01-01,1,1,2
SIPE SIPE,tuberculosis y lepra,tratamientos iniciados con esquema i,2023-01-01,0,3,3
SUCRE,tuberculosis y lepra,tratamientos iniciados con esquema i,2023-01-01,10,3,13
TARABUCO,tuberculosis y lepra,tratamientos iniciados con esquema i,2023-01-01,1,1,2
TARIJA,tuberculosis y lepra,tratamientos iniciados con esquema i,2023-01-01,8,2,10
TIPUANI,tuberculosis y lepra,tratamientos iniciados con esquema i,2023-01-01,3,1,4
TIQUIPAYA,tuberculosis y lepra,tratamientos iniciados con esquema i,2023-01-01,1,0,1
TRINIDAD,tuberculosis y lepra,tratamientos iniciados con esquema i,2023-01-01,9,6,15
TUPIZA,tuberculosis y lepra,tratamientos iniciados con esquema i,2023-01-01,1,0,1
URUBICHA,tuberculosis y lepra,tratamientos iniciados con esquema i,2023-01-01,2,0,2
UYUNI,tuberculosis y lepra,tratamientos iniciados con esquema i,2023-01-01,1,0,1
VIACHA,tuberculosis y lepra,tratamientos iniciados con esquema i,2023-01-01,0,1,1
VILLA CHARCAS,tuberculosis y lepra,tratamientos iniciados con esquema i,2023-01-01,0,1,1
VILLA MONTES,tuberculosis y lepra,tratamientos iniciados con esquema i,2023-01-01,4,0,4
VILLA TUNARI,tuberculosis y lepra,tratamientos iniciados con esquema i,2023-01-01,5,4,9
VINTO,tuberculosis y lepra,tratamientos iniciados con esquema i,2023-01-01,3,2,5
WARNES,tuberculosis y lepra,tratamientos iniciados con esquema i,2023-01-01,9,2,11
YACUIBA,tuberculosis y lepra,tratamientos iniciados con esquema i,2023-01-01,4,4,8
YAMPARAEZ,tuberculosis y lepra,tratamientos iniciados con esquema i,2023-01-01,0,1,1
YANACACHI,tuberculosis y lepra,tratamientos iniciados con esquema i,2023-01-01,0,1,1
YAPACANI,tuberculosis y lepra,tratamientos iniciados con esquema i,2023-01-01,2,2,4
ACHACACHI,tuberculosis y lepra,tratamientos iniciados con esquema i,2023-02-01,0,1,1
ACHOCALLA,tuberculosis y lepra,tratamientos iniciados con esquema i,2023-02-01,1,1,2
AIQUILE,tuberculosis y lepra,tratamientos iniciados con esquema i,2023-02-01,0,1,1
ALTO BENI,tuberculosis y lepra,tratamientos iniciados con esquema i,2023-02-01,2,1,3
ARBIETO,tuberculosis y lepra,tratamientos iniciados con esquema i,2023-02-01,0,3,3
ASCENCION DE GUARAYOS,tuberculosis y lepra,tratamientos iniciados con esquema i,2023-02-01,2,0,2
BERMEJO,tuberculosis y lepra,tratamientos iniciados con esquema i,2023-02-01,6,2,8
BETANZOS,tuberculosis y lepra,tratamientos iniciados con esquema i,2023-02-01,1,0,1
BOYUIBE,tuberculosis y lepra,tratamientos iniciados con esquema i,2023-02-01,0,1,1
BUENA VISTA,tuberculosis y lepra,tratamientos iniciados con esquema i,2023-02-01,0,1,1
CAMIRI,tuberculosis y lepra,tratamientos iniciados con esquema i,2023-02-01,1,0,1
CARACOLLO,tuberculosis y lepra,tratamientos iniciados con esquema i,2023-02-01,1,0,1
CARANAVI,tuberculosis y lepra,tratamientos iniciados con esquema i,2023-02-01,15,7,22
CARAPARI,tuberculosis y lepra,tratamientos iniciados con esquema i,2023-02-01,2,1,3
CHAQUI,tuberculosis y lepra,tratamientos iniciados con esquema i,2023-02-01,1,0,1
CHIMORE,tuberculosis y lepra,tratamientos iniciados con esquema i,2023-02-01,2,3,5
CHULUMANI (V. DE LA LIBERTAD),tuberculosis y lepra,tratamientos iniciados con esquema i,2023-02-01,4,1,5
CKOCHAS,tuberculosis y lepra,tratamientos iniciados con esquema i,2023-02-01,0,1,1
CLIZA,tuberculosis y lepra,tratamientos iniciados con esquema i,2023-02-01,2,0,2
COBIJA,tuberculosis y lepra,tratamientos iniciados con esquema i,2023-02-01,6,0,6
COCHABAMBA,tuberculosis y lepra,tratamientos iniciados con esquema i,2023-02-01,17,9,26
COLCAPIRHUA,tuberculosis y lepra,tratamientos iniciados con esquema i,2023-02-01,1,1,2
COLOMI,tuberculosis y lepra,tratamientos iniciados con esquema i,2023-02-01,1,0,1
COMARAPA,tuberculosis y lepra,tratamientos iniciados con esquema i,2023-02-01,0,1,1
CONCEPCION,tuberculosis y lepra,tratamientos iniciados con esquema i,2023-02-01,0,1,1
CORIPATA,tuberculosis y lepra,tratamientos iniciados con esquema i,2023-02-01,0,2,2
CORO CORO,tuberculosis y lepra,tratamientos iniciados con esquema i,2023-02-01,1,0,1
COROICO,tuberculosis y lepra,tratamientos iniciados con esquema i,2023-02-01,2,0,2
COTAGAITA,tuberculosis y lepra,tratamientos iniciados con esquema i,2023-02-01,2,0,2
COTOCA,tuberculosis y lepra,tratamientos iniciados con esquema i,2023-02-01,4,1,5
CUATRO CAÑADAS,tuberculosis y lepra,tratamientos iniciados con esquema i,2023-02-01,2,0,2
EL ALTO,tuberculosis y lepra,tratamientos iniciados con esquema i,2023-02-01,20,11,31
EL TORNO,tuberculosis y lepra,tratamientos iniciados con esquema i,2023-02-01,5,1,6
ENTRE RIOS CBBA,tuberculosis y lepra,tratamientos iniciados con esquema i,2023-02-01,5,1,6
EUREKA (SANTOS MERCADO),tuberculosis y lepra,tratamientos iniciados con esquema i,2023-02-01,0,1,1
FERNANDEZ ALONSO,tuberculosis y lepra,tratamientos iniciados con esquema i,2023-02-01,1,0,1
GENERAL SAAVEDRA,tuberculosis y lepra,tratamientos iniciados con esquema i,2023-02-01,0,1,1
GUANAY,tuberculosis y lepra,tratamientos iniciados con esquema i,2023-02-01,1,1,2
GUAYARAMERIN,tuberculosis y lepra,tratamientos iniciados con esquema i,2023-02-01,1,2,3
HUACARETA,tuberculosis y lepra,tratamientos iniciados con esquema i,2023-02-01,1,1,2
HUANUNI,tuberculosis y lepra,tratamientos iniciados con esquema i,2023-02-01,4,0,4
ICLA,tuberculosis y lepra,tratamientos iniciados con esquema i,2023-02-01,1,1,2
IRUPANA (VILLA DE LANZA),tuberculosis y lepra,tratamientos iniciados con esquema i,2023-02-01,1,0,1
LA ASUNTA,tuberculosis y lepra,tratamientos iniciados con esquema i,2023-02-01,2,0,2
LA GUARDIA,tuberculosis y lepra,tratamientos iniciados con esquema i,2023-02-01,9,3,12
LA PAZ,tuberculosis y lepra,tratamientos iniciados con esquema i,2023-02-01,23,14,37
MACHARETI,tuberculosis y lepra,tratamientos iniciados con esquema i,2023-02-01,0,1,1
MECAPACA,tuberculosis y lepra,tratamientos iniciados con esquema i,2023-02-01,1,0,1
MINEROS,tuberculosis y lepra,tratamientos iniciados con esquema i,2023-02-01,1,1,2
MONTEAGUDO,tuberculosis y lepra,tratamientos iniciados con esquema i,2023-02-01,1,1,2
MONTERO,tuberculosis y lepra,tratamientos iniciados con esquema i,2023-02-01,15,8,23
OKINAWA,tuberculosis y lepra,tratamientos iniciados con esquema i,2023-02-01,0,1,1
ORURO,tuberculosis y lepra,tratamientos iniciados con esquema i,2023-02-01,3,4,7
PAILON,tuberculosis y lepra,tratamientos iniciados con esquema i,2023-02-01,2,2,4
PALCA,tuberculosis y lepra,tratamientos iniciados con esquema i,2023-02-01,1,0,1
PALOS BLANCOS,tuberculosis y lepra,tratamientos iniciados con esquema i,2023-02-01,2,0,2
PATACAMAYA,tuberculosis y lepra,tratamientos iniciados con esquema i,2023-02-01,0,2,2
PORONGO,tuberculosis y lepra,tratamientos iniciados con esquema i,2023-02-01,1,0,1
PORTACHUELO,tuberculosis y lepra,tratamientos iniciados con esquema i,2023-02-01,0,1,1
PORVENIR,tuberculosis y lepra,tratamientos iniciados con esquema i,2023-02-01,1,2,3
POTOSI,tuberculosis y lepra,tratamientos iniciados con esquema i,2023-02-01,2,1,3
PUERTO QUIJARRO,tuberculosis y lepra,tratamientos iniciados con esquema i,2023-02-01,0,1,1
PUERTO SUAREZ,tuberculosis y lepra,tratamientos iniciados con esquema i,2023-02-01,1,0,1
PUERTO VILLARROEL,tuberculosis y lepra,tratamientos iniciados con esquema i,2023-02-01,4,7,11
QUILLACOLLO,tuberculosis y lepra,tratamientos iniciados con esquema i,2023-02-01,4,4,8
RIBERALTA,tuberculosis y lepra,tratamientos iniciados con esquema i,2023-02-01,8,3,11
RURRENABAQUE,tuberculosis y lepra,tratamientos iniciados con esquema i,2023-02-01,3,0,3
SACABA,tuberculosis y lepra,tratamientos iniciados con esquema i,2023-02-01,7,6,13
SAN ANDRES,tuberculosis y lepra,tratamientos iniciados con esquema i,2023-02-01,0,1,1
SAN BORJA,tuberculosis y lepra,tratamientos iniciados con esquema i,2023-02-01,1,2,3
SAN CARLOS,tuberculosis y lepra,tratamientos iniciados con esquema i,2023-02-01,0,1,1
SAN IGNACIO,tuberculosis y lepra,tratamientos iniciados con esquema i,2023-02-01,0,1,1
SAN IGNACIO DE VELASCO,tuberculosis y lepra,tratamientos iniciados con esquema i,2023-02-01,1,2,3
SAN JAVIER(STC),tuberculosis y lepra,tratamientos iniciados con esquema i,2023-02-01,0,1,1
SAN JULIAN,tuberculosis y lepra,tratamientos iniciados con esquema i,2023-02-01,2,0,2
SAN LORENZO(TJA),tuberculosis y lepra,tratamientos iniciados con esquema i,2023-02-01,0,1,1
SAN LUCAS,tuberculosis y lepra,tratamientos iniciados con esquema i,2023-02-01,1,1,2
SANTA CRUZ DE LA SIERRA,tuberculosis y lepra,tratamientos iniciados con esquema i,2023-02-01,112,53,165
SANTA ROSA,tuberculosis y lepra,tratamientos iniciados con esquema i,2023-02-01,1,0,1
SANTA ROSA DEL SARA,tuberculosis y lepra,tratamientos iniciados con esquema i,2023-02-01,1,1,2
SAPAHAQUI,tuberculosis y lepra,tratamientos iniciados con esquema i,2023-02-01,1,0,1
SHINAOTA,tuberculosis y lepra,tratamientos iniciados con esquema i,2023-02-01,1,2,3
SIPE SIPE,tuberculosis y lepra,tratamientos iniciados con esquema i,2023-02-01,1,0,1
SORATA,tuberculosis y lepra,tratamientos iniciados con esquema i,2023-02-01,1,0,1
SUCRE,tuberculosis y lepra,tratamientos iniciados con esquema i,2023-02-01,4,3,7
TARABUCO,tuberculosis y lepra,tratamientos iniciados con esquema i,2023-02-01,1,0,1
TARATA,tuberculosis y lepra,tratamientos iniciados con esquema i,2023-02-01,1,0,1
TARIJA,tuberculosis y lepra,tratamientos iniciados con esquema i,2023-02-01,3,7,10
TEOPONTE,tuberculosis y lepra,tratamientos iniciados con esquema i,2023-02-01,2,0,2
TIPUANI,tuberculosis y lepra,tratamientos iniciados con esquema i,2023-02-01,0,3,3
TIRAQUE (CBBA),tuberculosis y lepra,tratamientos iniciados con esquema i,2023-02-01,1,0,1
TRINIDAD,tuberculosis y lepra,tratamientos iniciados con esquema i,2023-02-01,4,6,10
UYUNI,tuberculosis y lepra,tratamientos iniciados con esquema i,2023-02-01,1,0,1
VIACHA,tuberculosis y lepra,tratamientos iniciados con esquema i,2023-02-01,5,0,5
VILLA MONTES,tuberculosis y lepra,tratamientos iniciados con esquema i,2023-02-01,2,0,2
VILLA RIVERO,tuberculosis y lepra,tratamientos iniciados con esquema i,2023-02-01,1,1,2
VILLA TUNARI,tuberculosis y lepra,tratamientos iniciados con esquema i,2023-02-01,6,5,11
VINTO,tuberculosis y lepra,tratamientos iniciados con esquema i,2023-02-01,1,0,1
WARNES,tuberculosis y lepra,tratamientos iniciados con esquema i,2023-02-01,4,0,4
YACUIBA,tuberculosis y lepra,tratamientos iniciados con esquema i,2023-02-01,6,4,10
YAPACANI,tuberculosis y lepra,tratamientos iniciados con esquema i,2023-02-01,3,2,5
YOTALA,tuberculosis y lepra,tratamientos iniciados con esquema i,2023-02-01,1,0,1
ZUDAÑEZ,tuberculosis y lepra,tratamientos iniciados con esquema i,2023-02-01,1,1,2
ACHACACHI,tuberculosis y lepra,tratamientos iniciados con esquema i,2023-03-01,1,1,2
ACHOCALLA,tuberculosis y lepra,tratamientos iniciados con esquema i,2023-03-01,2,0,2
AIQUILE,tuberculosis y lepra,tratamientos iniciados con esquema i,2023-03-01,1,0,1
ALTO BENI,tuberculosis y lepra,tratamientos iniciados con esquema i,2023-03-01,1,0,1
APOLO,tuberculosis y lepra,tratamientos iniciados con esquema i,2023-03-01,1,0,1
AYOPAYA (V. DE INDEPENDENCIA),tuberculosis y lepra,tratamientos iniciados con esquema i,2023-03-01,1,0,1
BATALLAS,tuberculosis y lepra,tratamientos iniciados con esquema i,2023-03-01,2,0,2
BETANZOS,tuberculosis y lepra,tratamientos iniciados con esquema i,2023-03-01,0,1,1
CABEZAS,tuberculosis y lepra,tratamientos iniciados con esquema i,2023-03-01,2,1,3
"CAIZA ""D""",tuberculosis y lepra,tratamientos iniciados con esquema i,2023-03-01,1,0,1
CAMARGO,tuberculosis y lepra,tratamientos iniciados con esquema i,2023-03-01,1,0,1
CAMIRI,tuberculosis y lepra,tratamientos iniciados con esquema i,2023-03-01,0,1,1
CAPINOTA,tuberculosis y lepra,tratamientos iniciados con esquema i,2023-03-01,1,0,1
CARANAVI,tuberculosis y lepra,tratamientos iniciados con esquema i,2023-03-01,6,5,11
CARAPARI,tuberculosis y lepra,tratamientos iniciados con esquema i,2023-03-01,1,0,1
CHARAÑA,tuberculosis y lepra,tratamientos iniciados con esquema i,2023-03-01,0,1,1
CHIMORE,tuberculosis y lepra,tratamientos iniciados con esquema i,2023-03-01,1,1,2
CHUA COCANI,tuberculosis y lepra,tratamientos iniciados con esquema i,2023-03-01,1,0,1
CHULUMANI (V. DE LA LIBERTAD),tuberculosis y lepra,tratamientos iniciados con esquema i,2023-03-01,5,1,6
COBIJA,tuberculosis y lepra,tratamientos iniciados con esquema i,2023-03-01,8,0,8
COCHABAMBA,tuberculosis y lepra,tratamientos iniciados con esquema i,2023-03-01,30,14,44
COLCAPIRHUA,tuberculosis y lepra,tratamientos iniciados con esquema i,2023-03-01,2,0,2
COLOMI,tuberculosis y lepra,tratamientos iniciados con esquema i,2023-03-01,0,1,1
COLQUECHACA,tuberculosis y lepra,tratamientos iniciados con esquema i,2023-03-01,0,1,1
COLQUIRI,tuberculosis y lepra,tratamientos iniciados con esquema i,2023-03-01,1,0,1
COMARAPA,tuberculosis y lepra,tratamientos iniciados con esquema i,2023-03-01,1,0,1
COPACABANA,tuberculosis y lepra,tratamientos iniciados con esquema i,2023-03-01,1,2,3
COROICO,tuberculosis y lepra,tratamientos iniciados con esquema i,2023-03-01,1,0,1
COTAGAITA,tuberculosis y lepra,tratamientos iniciados con esquema i,2023-03-01,1,0,1
COTOCA,tuberculosis y lepra,tratamientos iniciados con esquema i,2023-03-01,8,2,10
CUATRO CAÑADAS,tuberculosis y lepra,tratamientos iniciados con esquema i,2023-03-01,0,1,1
EL ALTO,tuberculosis y lepra,tratamientos iniciados con esquema i,2023-03-01,30,14,44
EL PUENTE(STC),tuberculosis y lepra,tratamientos iniciados con esquema i,2023-03-01,1,0,1
EL TORNO,tuberculosis y lepra,tratamientos iniciados con esquema i,2023-03-01,3,1,4
ENTRE RIOS CBBA,tuberculosis y lepra,tratamientos iniciados con esquema i,2023-03-01,3,5,8
FERNANDEZ ALONSO,tuberculosis y lepra,tratamientos iniciados con esquema i,2023-03-01,1,1,2
FILADELFIA,tuberculosis y lepra,tratamientos iniciados con esquema i,2023-03-01,1,0,1
GENERAL SAAVEDRA,tuberculosis y lepra,tratamientos iniciados con esquema i,2023-03-01,2,0,2
GRAL. J.J. PEREZ (CHARAZANI),tuberculosis y lepra,tratamientos iniciados con esquema i,2023-03-01,1,0,1
GUANAY,tuberculosis y lepra,tratamientos iniciados con esquema i,2023-03-01,2,0,2
GUAYARAMERIN,tuberculosis y lepra,tratamientos iniciados con esquema i,2023-03-01,1,0,1
HUANUNI,tuberculosis y lepra,tratamientos iniciados con esquema i,2023-03-01,2,0,2
ICLA,tuberculosis y lepra,tratamientos iniciados con esquema i,2023-03-01,1,0,1
INCAHUASI,tuberculosis y lepra,tratamientos iniciados con esquema i,2023-03-01,1,0,1
IRUPANA (VILLA DE LANZA),tuberculosis y lepra,tratamientos iniciados con esquema i,2023-03-01,1,1,2
IXIAMAS,tuberculosis y lepra,tratamientos iniciados con esquema i,2023-03-01,0,1,1
LA ASUNTA,tuberculosis y lepra,tratamientos iniciados con esquema i,2023-03-01,8,3,11
LA GUARDIA,tuberculosis y lepra,tratamientos iniciados con esquema i,2023-03-01,7,5,12
LA PAZ,tuberculosis y lepra,tratamientos iniciados con esquema i,2023-03-01,42,45,87
LAJA,tuberculosis y lepra,tratamientos iniciados con esquema i,2023-03-01,0,1,1
LLALLAGUA,tuberculosis y lepra,tratamientos iniciados con esquema i,2023-03-01,2,1,3
LURIBAY,tuberculosis y lepra,tratamientos iniciados con esquema i,2023-03-01,2,1,3
MAIRANA,tuberculosis y lepra,tratamientos iniciados con esquema i,2023-03-01,1,1,2
MAPIRI,tuberculosis y lepra,tratamientos iniciados con esquema i,2023-03-01,1,1,2
MINEROS,tuberculosis y lepra,tratamientos iniciados con esquema i,2023-03-01,2,1,3
MIZQUE,tuberculosis y lepra,tratamientos iniciados con esquema i,2023-03-01,2,1,3
MONTERO,tuberculosis y lepra,tratamientos iniciados con esquema i,2023-03-01,15,4,19
NACEBE (SANTA ROSA DEL ABUNA),tuberculosis y lepra,tratamientos iniciados con esquema i,2023-03-01,1,0,1
ORURO,tuberculosis y lepra,tratamientos iniciados con esquema i,2023-03-01,5,3,8
PAILON,tuberculosis y lepra,tratamientos iniciados con esquema i,2023-03-01,1,0,1
PALOS BLANCOS,tuberculosis y lepra,tratamientos iniciados con esquema i,2023-03-01,5,1,6
PATACAMAYA,tuberculosis y lepra,tratamientos iniciados con esquema i,2023-03-01,0,1,1
POROMA,tuberculosis y lepra,tratamientos iniciados con esquema i,2023-03-01,0,1,1
PORONGO,tuberculosis y lepra,tratamientos iniciados con esquema i,2023-03-01,3,0,3
PORTACHUELO,tuberculosis y lepra,tratamientos iniciados con esquema i,2023-03-01,2,0,2
POTOSI,tuberculosis y lepra,tratamientos iniciados con esquema i,2023-03-01,7,0,7
PRESTO,tuberculosis y lepra,tratamientos iniciados con esquema i,2023-03-01,0,1,1
PUCARANI,tuberculosis y lepra,tratamientos iniciados con esquema i,2023-03-01,1,1,2
PUERTO PEREZ,tuberculosis y lepra,tratamientos iniciados con esquema i,2023-03-01,1,0,1
PUERTO QUIJARRO,tuberculosis y lepra,tratamientos iniciados con esquema i,2023-03-01,0,1,1
PUERTO SUAREZ,tuberculosis y lepra,tratamientos iniciados con esquema i,2023-03-01,1,0,1
PUERTO VILLARROEL,tuberculosis y lepra,tratamientos iniciados con esquema i,2023-03-01,12,3,15
QUILLACOLLO,tuberculosis y lepra,tratamientos iniciados con esquema i,2023-03-01,6,3,9
RAQAYPAMPA(ETA),tuberculosis y lepra,tratamientos iniciados con esquema i,2023-03-01,1,0,1
RIBERALTA,tuberculosis y lepra,tratamientos iniciados con esquema i,2023-03-01,8,3,11
ROBORE,tuberculosis y lepra,tratamientos iniciados con esquema i,2023-03-01,1,0,1
RURRENABAQUE,tuberculosis y lepra,tratamientos iniciados con esquema i,2023-03-01,3,2,5
SACABA,tuberculosis y lepra,tratamientos iniciados con esquema i,2023-03-01,5,5,10
SAIPINA,tuberculosis y lepra,tratamientos iniciados con esquema i,2023-03-01,1,0,1
SAN BENITO,tuberculosis y lepra,tratamientos iniciados con esquema i,2023-03-01,1,0,1
