,group,variable,month,CONTROL DEL NIÑO(A) DE 2 AÑOS A MENOR DE 5 AÑOS DENTRO DEL ESTABLECIMIENTO NUEVO,CONTROL DEL NIÑO(A) DE 2 AÑOS A MENOR DE 5 AÑOS DENTRO DEL ESTABLECIMIENTO NUEVO,CONTROL DEL NIÑO(A) DE 2 AÑOS A MENOR DE 5 AÑOS DENTRO DEL ESTABLECIMIENTO REPETIDO,CONTROL DEL NIÑO(A) DE 2 AÑOS A MENOR DE 5 AÑOS DENTRO DEL ESTABLECIMIENTO REPETIDO,TOTALES,TOTALES,TOTALES
PRESTO,control de crecimiento infantil,control del nino(a) de 2 anos a menor de 5 anos dentro del establecimiento,2020-03-01,1,1,37,40,38,41,79
PUCARA,control de crecimiento infantil,control del nino(a) de 2 anos a menor de 5 anos dentro del establecimiento,2020-03-01,1,0,5,5,6,5,11
PUCARANI,control de crecimiento infantil,control del nino(a) de 2 anos a menor de 5 anos dentro del establecimiento,2020-03-01,13,21,81,86,94,107,201
PUERTO ACOSTA,control de crecimiento infantil,control del nino(a) de 2 anos a menor de 5 anos dentro del establecimiento,2020-03-01,2,1,22,24,24,25,49
PUERTO CARABUCO,control de crecimiento infantil,control del nino(a) de 2 anos a menor de 5 anos dentro del establecimiento,2020-03-01,6,6,23,22,29,28,57
PUERTO GONZALO MORENO,control de crecimiento infantil,control del nino(a) de 2 anos a menor de 5 anos dentro del establecimiento,2020-03-01,6,3,33,41,39,44,83
PUERTO PEREZ,control de crecimiento infantil,control del nino(a) de 2 anos a menor de 5 anos dentro del establecimiento,2020-03-01,1,0,8,6,9,6,15
PUERTO QUIJARRO,control de crecimiento infantil,control del nino(a) de 2 anos a menor de 5 anos dentro del establecimiento,2020-03-01,2,2,26,38,28,40,68
PUERTO RICO,control de crecimiento infantil,control del nino(a) de 2 anos a menor de 5 anos dentro del establecimiento,2020-03-01,3,2,19,17,22,19,41
PUERTO SILES,control de crecimiento infantil,control del nino(a) de 2 anos a menor de 5 anos dentro del establecimiento,2020-03-01,1,2,6,4,7,6,13
PUERTO SUAREZ,control de crecimiento infantil,control del nino(a) de 2 anos a menor de 5 anos dentro del establecimiento,2020-03-01,9,9,33,39,42,48,90
PUERTO VILLARROEL,control de crecimiento infantil,control del nino(a) de 2 anos a menor de 5 anos dentro del establecimiento,2020-03-01,52,41,530,464,582,505,1087
PUNA,control de crecimiento infantil,control del nino(a) de 2 anos a menor de 5 anos dentro del establecimiento,2020-03-01,2,2,33,40,35,42,77
PUNATA,control de crecimiento infantil,control del nino(a) de 2 anos a menor de 5 anos dentro del establecimiento,2020-03-01,7,11,114,93,121,104,225
QUIABAYA,control de crecimiento infantil,control del nino(a) de 2 anos a menor de 5 anos dentro del establecimiento,2020-03-01,5,3,3,5,8,8,16
QUILLACOLLO,control de crecimiento infantil,control del nino(a) de 2 anos a menor de 5 anos dentro del establecimiento,2020-03-01,84,78,428,468,512,546,1058
QUIME,control de crecimiento infantil,control del nino(a) de 2 anos a menor de 5 anos dentro del establecimiento,2020-03-01,12,8,12,16,24,24,48
QUIRUSILLAS,control de crecimiento infantil,control del nino(a) de 2 anos a menor de 5 anos dentro del establecimiento,2020-03-01,2,1,0,1,2,2,4
RAQAYPAMPA(ETA),control de crecimiento infantil,control del nino(a) de 2 anos a menor de 5 anos dentro del establecimiento,2020-03-01,6,7,47,27,53,34,87
RAVELO,control de crecimiento infantil,control del nino(a) de 2 anos a menor de 5 anos dentro del establecimiento,2020-03-01,5,3,111,107,116,110,226
REYES,control de crecimiento infantil,control del nino(a) de 2 anos a menor de 5 anos dentro del establecimiento,2020-03-01,14,13,40,43,54,56,110
RIBERALTA,control de crecimiento infantil,control del nino(a) de 2 anos a menor de 5 anos dentro del establecimiento,2020-03-01,84,91,244,215,328,306,634
ROBORE,control de crecimiento infantil,control del nino(a) de 2 anos a menor de 5 anos dentro del establecimiento,2020-03-01,8,9,20,26,28,35,63
RURRENABAQUE,control de crecimiento infantil,control del nino(a) de 2 anos a menor de 5 anos dentro del establecimiento,2020-03-01,26,13,59,41,85,54,139
SABAYA,control de crecimiento infantil,control del nino(a) de 2 anos a menor de 5 anos dentro del establecimiento,2020-03-01,1,0,13,7,14,7,21
SACABA,control de crecimiento infantil,control del nino(a) de 2 anos a menor de 5 anos dentro del establecimiento,2020-03-01,63,44,427,393,490,437,927
SACABAMBA,control de crecimiento infantil,control del nino(a) de 2 anos a menor de 5 anos dentro del establecimiento,2020-03-01,6,1,26,18,32,19,51
SACACA,control de crecimiento infantil,control del nino(a) de 2 anos a menor de 5 anos dentro del establecimiento,2020-03-01,1,7,26,47,27,54,81
SAIPINA,control de crecimiento infantil,control del nino(a) de 2 anos a menor de 5 anos dentro del establecimiento,2020-03-01,0,0,6,8,6,8,14
SALINAS DE GARCI MENDOZA,control de crecimiento infantil,control del nino(a) de 2 anos a menor de 5 anos dentro del establecimiento,2020-03-01,1,2,45,56,46,58,104
SAMAIPATA,control de crecimiento infantil,control del nino(a) de 2 anos a menor de 5 anos dentro del establecimiento,2020-03-01,19,24,31,27,50,51,101
SAN AGUSTIN,control de crecimiento infantil,control del nino(a) de 2 anos a menor de 5 anos dentro del establecimiento,2020-03-01,2,5,10,5,12,10,22
SAN ANDRES,control de crecimiento infantil,control del nino(a) de 2 anos a menor de 5 anos dentro del establecimiento,2020-03-01,8,6,31,20,39,26,65
SAN ANDRES DE MACHACA,control de crecimiento infantil,control del nino(a) de 2 anos a menor de 5 anos dentro del establecimiento,2020-03-01,1,1,3,9,4,10,14
SAN ANTONIO DE ESMORUCO,control de crecimiento infantil,control del nino(a) de 2 anos a menor de 5 anos dentro del establecimiento,2020-03-01,0,0,10,17,10,17,27
SAN ANTONIO DE LOMERIO,control de crecimiento infantil,control del nino(a) de 2 anos a menor de 5 anos dentro del establecimiento,2020-03-01,8,12,41,47,49,59,108
SAN BENITO,control de crecimiento infantil,control del nino(a) de 2 anos a menor de 5 anos dentro del establecimiento,2020-03-01,4,4,84,58,88,62,150
SAN BORJA,control de crecimiento infantil,control del nino(a) de 2 anos a menor de 5 anos dentro del establecimiento,2020-03-01,48,48,129,135,177,183,360
SAN BUENA VENTURA,control de crecimiento infantil,control del nino(a) de 2 anos a menor de 5 anos dentro del establecimiento,2020-03-01,4,0,34,28,38,28,66
SAN CARLOS,control de crecimiento infantil,control del nino(a) de 2 anos a menor de 5 anos dentro del establecimiento,2020-03-01,16,12,44,52,60,64,124
SAN IGNACIO,control de crecimiento infantil,control del nino(a) de 2 anos a menor de 5 anos dentro del establecimiento,2020-03-01,57,41,109,124,166,165,331
SAN IGNACIO DE VELASCO,control de crecimiento infantil,control del nino(a) de 2 anos a menor de 5 anos dentro del establecimiento,2020-03-01,59,71,127,119,186,190,376
SAN JAVIER(BNI),control de crecimiento infantil,control del nino(a) de 2 anos a menor de 5 anos dentro del establecimiento,2020-03-01,17,21,3,8,20,29,49
SAN JAVIER(STC),control de crecimiento infantil,control del nino(a) de 2 anos a menor de 5 anos dentro del establecimiento,2020-03-01,22,24,47,38,69,62,131
SAN JOAQUIN,control de crecimiento infantil,control del nino(a) de 2 anos a menor de 5 anos dentro del establecimiento,2020-03-01,2,1,22,18,24,19,43
SAN JOSE DE CHIQUITOS,control de crecimiento infantil,control del nino(a) de 2 anos a menor de 5 anos dentro del establecimiento,2020-03-01,15,15,32,29,47,44,91
SAN JUAN DE YAPACANI,control de crecimiento infantil,control del nino(a) de 2 anos a menor de 5 anos dentro del establecimiento,2020-03-01,4,6,5,4,9,10,19
SAN JULIAN,control de crecimiento infantil,control del nino(a) de 2 anos a menor de 5 anos dentro del establecimiento,2020-03-01,33,31,156,130,189,161,350
SAN LORENZO(PND),control de crecimiento infantil,control del nino(a) de 2 anos a menor de 5 anos dentro del establecimiento,2020-03-01,2,1,29,28,31,29,60
SAN LORENZO(TJA),control de crecimiento infantil,control del nino(a) de 2 anos a menor de 5 anos dentro del establecimiento,2020-03-01,13,15,86,68,99,83,182
SAN LUCAS,control de crecimiento infantil,control del nino(a) de 2 anos a menor de 5 anos dentro del establecimiento,2020-03-01,14,15,179,188,193,203,396
SAN MATIAS,control de crecimiento infantil,control del nino(a) de 2 anos a menor de 5 anos dentro del establecimiento,2020-03-01,10,14,24,27,34,41,75
SAN MIGUEL DE VELASCO,control de crecimiento infantil,control del nino(a) de 2 anos a menor de 5 anos dentro del establecimiento,2020-03-01,2,1,38,40,40,41,81
SAN PABLO DE LIPEZ,control de crecimiento infantil,control del nino(a) de 2 anos a menor de 5 anos dentro del establecimiento,2020-03-01,2,1,10,4,12,5,17
SAN PEDRO,control de crecimiento infantil,control del nino(a) de 2 anos a menor de 5 anos dentro del establecimiento,2020-03-01,9,5,51,67,60,72,132
SAN PEDRO DE BUENA VISTA,control de crecimiento infantil,control del nino(a) de 2 anos a menor de 5 anos dentro del establecimiento,2020-03-01,7,6,69,67,76,73,149
SAN PEDRO DE CURAHUARA,control de crecimiento infantil,control del nino(a) de 2 anos a menor de 5 anos dentro del establecimiento,2020-03-01,7,1,27,18,34,19,53
SAN PEDRO DE QUEMES,control de crecimiento infantil,control del nino(a) de 2 anos a menor de 5 anos dentro del establecimiento,2020-03-01,0,1,1,0,1,1,2
SAN PEDRO DE TIQUINA,control de crecimiento infantil,control del nino(a) de 2 anos a menor de 5 anos dentro del establecimiento,2020-03-01,2,3,16,14,18,17,35
SAN PEDRO(PND),control de crecimiento infantil,control del nino(a) de 2 anos a menor de 5 anos dentro del establecimiento,2020-03-01,1,0,7,6,8,6,14
SAN RAFAEL,control de crecimiento infantil,control del nino(a) de 2 anos a menor de 5 anos dentro del establecimiento,2020-03-01,3,6,6,6,9,12,21
SAN RAMON BENI,control de crecimiento infantil,control del nino(a) de 2 anos a menor de 5 anos dentro del establecimiento,2020-03-01,2,3,27,31,29,34,63
SAN RAMON SCZ,control de crecimiento infantil,control del nino(a) de 2 anos a menor de 5 anos dentro del establecimiento,2020-03-01,9,6,12,19,21,25,46
SANTA ANA,control de crecimiento infantil,control del nino(a) de 2 anos a menor de 5 anos dentro del establecimiento,2020-03-01,41,33,35,47,76,80,156
SANTA CRUZ DE LA SIERRA,control de crecimiento infantil,control del nino(a) de 2 anos a menor de 5 anos dentro del establecimiento,2020-03-01,938,810,1399,1281,2337,2091,4428
SANTA ROSA,control de crecimiento infantil,control del nino(a) de 2 anos a menor de 5 anos dentro del establecimiento,2020-03-01,12,14,38,45,50,59,109
SANTA ROSA DEL SARA,control de crecimiento infantil,control del nino(a) de 2 anos a menor de 5 anos dentro del establecimiento,2020-03-01,12,17,41,45,53,62,115
SANTIAGO DE CALLAPA,control de crecimiento infantil,control del nino(a) de 2 anos a menor de 5 anos dentro del establecimiento,2020-03-01,3,1,12,6,15,7,22
SANTIAGO DE HUARI,control de crecimiento infantil,control del nino(a) de 2 anos a menor de 5 anos dentro del establecimiento,2020-03-01,4,2,34,53,38,55,93
SANTIAGO DE HUATA,control de crecimiento infantil,control del nino(a) de 2 anos a menor de 5 anos dentro del establecimiento,2020-03-01,1,6,15,19,16,25,41
SANTIAGO DE MACHACA,control de crecimiento infantil,control del nino(a) de 2 anos a menor de 5 anos dentro del establecimiento,2020-03-01,0,0,12,7,12,7,19
SANTIVAÑES,control de crecimiento infantil,control del nino(a) de 2 anos a menor de 5 anos dentro del establecimiento,2020-03-01,5,5,51,41,56,46,102
SANTUARIO DE QUILLACAS,control de crecimiento infantil,control del nino(a) de 2 anos a menor de 5 anos dentro del establecimiento,2020-03-01,11,6,11,7,22,13,35
SAPAHAQUI,control de crecimiento infantil,control del nino(a) de 2 anos a menor de 5 anos dentro del establecimiento,2020-03-01,0,5,25,21,25,26,51
SENA,control de crecimiento infantil,control del nino(a) de 2 anos a menor de 5 anos dentro del establecimiento,2020-03-01,5,2,20,34,25,36,61
SHINAOTA,control de crecimiento infantil,control del nino(a) de 2 anos a menor de 5 anos dentro del establecimiento,2020-03-01,42,47,258,247,300,294,594
SICA SICA (VILLA AROMA),control de crecimiento infantil,control del nino(a) de 2 anos a menor de 5 anos dentro del establecimiento,2020-03-01,8,3,48,33,56,36,92
SICAYA,control de crecimiento infantil,control del nino(a) de 2 anos a menor de 5 anos dentro del establecimiento,2020-03-01,5,0,18,31,23,31,54
SIPE SIPE,control de crecimiento infantil,control del nino(a) de 2 anos a menor de 5 anos dentro del establecimiento,2020-03-01,34,23,259,292,293,315,608
SOPACHUY,control de crecimiento infantil,control del nino(a) de 2 anos a menor de 5 anos dentro del establecimiento,2020-03-01,2,1,30,23,32,24,56
SORACACHI,control de crecimiento infantil,control del nino(a) de 2 anos a menor de 5 anos dentro del establecimiento,2020-03-01,2,3,22,20,24,23,47
SORATA,control de crecimiento infantil,control del nino(a) de 2 anos a menor de 5 anos dentro del establecimiento,2020-03-01,7,8,141,118,148,126,274
SUCRE,control de crecimiento infantil,control del nino(a) de 2 anos a menor de 5 anos dentro del establecimiento,2020-03-01,213,187,633,631,846,818,1664
TACACHI,control de crecimiento infantil,control del nino(a) de 2 anos a menor de 5 anos dentro del establecimiento,2020-03-01,2,0,8,3,10,3,13
TACACOMA,control de crecimiento infantil,control del nino(a) de 2 anos a menor de 5 anos dentro del establecimiento,2020-03-01,8,18,28,27,36,45,81
TACOBAMBA,control de crecimiento infantil,control del nino(a) de 2 anos a menor de 5 anos dentro del establecimiento,2020-03-01,2,0,13,9,15,9,24
TACOPAYA,control de crecimiento infantil,control del nino(a) de 2 anos a menor de 5 anos dentro del establecimiento,2020-03-01,1,2,22,13,23,15,38
TAHUA,control de crecimiento infantil,control del nino(a) de 2 anos a menor de 5 anos dentro del establecimiento,2020-03-01,0,0,2,7,2,7,9
TAPACARI,control de crecimiento infantil,control del nino(a) de 2 anos a menor de 5 anos dentro del establecimiento,2020-03-01,17,23,88,80,105,103,208
TARABUCO,control de crecimiento infantil,control del nino(a) de 2 anos a menor de 5 anos dentro del establecimiento,2020-03-01,3,1,68,61,71,62,133
TARACO,control de crecimiento infantil,control del nino(a) de 2 anos a menor de 5 anos dentro del establecimiento,2020-03-01,1,1,10,15,11,16,27
TARATA,control de crecimiento infantil,control del nino(a) de 2 anos a menor de 5 anos dentro del establecimiento,2020-03-01,6,4,30,35,36,39,75
TARIJA,control de crecimiento infantil,control del nino(a) de 2 anos a menor de 5 anos dentro del establecimiento,2020-03-01,347,332,232,229,579,561,1140
TARVITA,control de crecimiento infantil,control del nino(a) de 2 anos a menor de 5 anos dentro del establecimiento,2020-03-01,2,2,63,81,65,83,148
TEOPONTE,control de crecimiento infantil,control del nino(a) de 2 anos a menor de 5 anos dentro del establecimiento,2020-03-01,1,2,44,47,45,49,94
TIAHUANACU,control de crecimiento infantil,control del nino(a) de 2 anos a menor de 5 anos dentro del establecimiento,2020-03-01,5,4,50,24,55,28,83
TINGUIPAYA,control de crecimiento infantil,control del nino(a) de 2 anos a menor de 5 anos dentro del establecimiento,2020-03-01,4,2,13,8,17,10,27
TIPUANI,control de crecimiento infantil,control del nino(a) de 2 anos a menor de 5 anos dentro del establecimiento,2020-03-01,12,15,62,77,74,92,166
TIQUIPAYA,control de crecimiento infantil,control del nino(a) de 2 anos a menor de 5 anos dentro del establecimiento,2020-03-01,59,63,258,219,317,282,599
TIRAQUE (CBBA),control de crecimiento infantil,control del nino(a) de 2 anos a menor de 5 anos dentro del establecimiento,2020-03-01,4,2,67,58,71,60,131
TITO YUPANQUI (PARQUIPUJIO),control de crecimiento infantil,control del nino(a) de 2 anos a menor de 5 anos dentro del establecimiento,2020-03-01,0,0,5,3,5,3,8
TOCO,control de crecimiento infantil,control del nino(a) de 2 anos a menor de 5 anos dentro del establecimiento,2020-03-01,0,0,39,39,39,39,78
TODOS SANTOS,control de crecimiento infantil,control del nino(a) de 2 anos a menor de 5 anos dentro del establecimiento,2020-03-01,1,1,0,0,1,1,2
TOLATA,control de crecimiento infantil,control del nino(a) de 2 anos a menor de 5 anos dentro del establecimiento,2020-03-01,17,12,30,20,47,32,79
TOLEDO,control de crecimiento infantil,control del nino(a) de 2 anos a menor de 5 anos dentro del establecimiento,2020-03-01,2,0,7,8,9,8,17
TOMAVE,control de crecimiento infantil,control del nino(a) de 2 anos a menor de 5 anos dentro del establecimiento,2020-03-01,5,2,33,25,38,27,65
TOMINA,control de crecimiento infantil,control del nino(a) de 2 anos a menor de 5 anos dentro del establecimiento,2020-03-01,2,0,101,67,103,67,170
TORO TORO,control de crecimiento infantil,control del nino(a) de 2 anos a menor de 5 anos dentro del establecimiento,2020-03-01,2,3,25,21,27,24,51
TOTORA(CBBA),control de crecimiento infantil,control del nino(a) de 2 anos a menor de 5 anos dentro del establecimiento,2020-03-01,14,8,36,21,50,29,79
TOTORA(ORR),control de crecimiento infantil,control del nino(a) de 2 anos a menor de 5 anos dentro del establecimiento,2020-03-01,1,0,28,29,29,29,58
TRIGAL,control de crecimiento infantil,control del nino(a) de 2 anos a menor de 5 anos dentro del establecimiento,2020-03-01,1,0,3,4,4,4,8
TRINIDAD,control de crecimiento infantil,control del nino(a) de 2 anos a menor de 5 anos dentro del establecimiento,2020-03-01,120,86,81,46,201,132,333
TUPIZA,control de crecimiento infantil,control del nino(a) de 2 anos a menor de 5 anos dentro del establecimiento,2020-03-01,59,60,116,124,175,184,359
TURCO,control de crecimiento infantil,control del nino(a) de 2 anos a menor de 5 anos dentro del establecimiento,2020-03-01,0,3,10,9,10,12,22
UMALA,control de crecimiento infantil,control del nino(a) de 2 anos a menor de 5 anos dentro del establecimiento,2020-03-01,1,0,17,11,18,11,29
UNCIA,control de crecimiento infantil,control del nino(a) de 2 anos a menor de 5 anos dentro del establecimiento,2020-03-01,4,11,79,75,83,86,169
URIONDO (A. CONCEPCION),control de crecimiento infantil,control del nino(a) de 2 anos a menor de 5 anos dentro del establecimiento,2020-03-01,11,14,28,26,39,40,79
URUBICHA,control de crecimiento infantil,control del nino(a) de 2 anos a menor de 5 anos dentro del establecimiento,2020-03-01,28,28,54,63,82,91,173
UYUNI,control de crecimiento infantil,control del nino(a) de 2 anos a menor de 5 anos dentro del establecimiento,2020-03-01,3,8,66,59,69,67,136
VACAS,control de crecimiento infantil,control del nino(a) de 2 anos a menor de 5 anos dentro del establecimiento,2020-03-01,11,12,41,42,52,54,106
VALLEGRANDE,control de crecimiento infantil,control del nino(a) de 2 anos a menor de 5 anos dentro del establecimiento,2020-03-01,7,10,53,63,60,73,133
VIACHA,control de crecimiento infantil,control del nino(a) de 2 anos a menor de 5 anos dentro del establecimiento,2020-03-01,112,120,317,264,429,384,813
VILA VILA,control de crecimiento infantil,control del nino(a) de 2 anos a menor de 5 anos dentro del establecimiento,2020-03-01,0,0,15,22,15,22,37
VILLA CHARCAS,control de crecimiento infantil,control del nino(a) de 2 anos a menor de 5 anos dentro del establecimiento,2020-03-01,10,7,44,42,54,49,103
VILLA MONTES,control de crecimiento infantil,control del nino(a) de 2 anos a menor de 5 anos dentro del establecimiento,2020-03-01,13,11,97,83,110,94,204
VILLA NUEVA (LOMA ALTA),control de crecimiento infantil,control del nino(a) de 2 anos a menor de 5 anos dentro del establecimiento,2020-03-01,17,20,18,17,35,37,72
VILLA RIVERO,control de crecimiento infantil,control del nino(a) de 2 anos a menor de 5 anos dentro del establecimiento,2020-03-01,1,2,69,48,70,50,120
VILLA SERRANO,control de crecimiento infantil,control del nino(a) de 2 anos a menor de 5 anos dentro del establecimiento,2020-03-01,1,0,41,44,42,44,86
VILLA TUNARI,control de crecimiento infantil,control del nino(a) de 2 anos a menor de 5 anos dentro del establecimiento,2020-03-01,74,79,745,645,819,724,1543
VILLA VACA GUZMAN (MUYUPAMPA),control de crecimiento infantil,control del nino(a) de 2 anos a menor de 5 anos dentro del establecimiento,2020-03-01,7,2,31,27,38,29,67
VILLAZON,control de crecimiento infantil,control del nino(a) de 2 anos a menor de 5 anos dentro del establecimiento,2020-03-01,14,11,221,192,235,203,438
VINTO,control de crecimiento infantil,control del nino(a) de 2 anos a menor de 5 anos dentro del establecimiento,2020-03-01,35,24,160,178,195,202,397
VITICHI,control de crecimiento infantil,control del nino(a) de 2 anos a menor de 5 anos dentro del establecimiento,2020-03-01,3,2,32,20,35,22,57
WALDO BALLIVIAN,control de crecimiento infantil,control del nino(a) de 2 anos a menor de 5 anos dentro del establecimiento,2020-03-01,1,0,11,10,12,10,22
WARNES,control de crecimiento infantil,control del nino(a) de 2 anos a menor de 5 anos dentro del establecimiento,2020-03-01,76,66,228,236,304,302,606
YACO,control de crecimiento infantil,control del nino(a) de 2 anos a menor de 5 anos dentro del establecimiento,2020-03-01,0,1,13,20,13,21,34
YACUIBA,control de crecimiento infantil,control del nino(a) de 2 anos a menor de 5 anos dentro del establecimiento,2020-03-01,78,73,401,356,479,429,908
YAMPARAEZ,control de crecimiento infantil,control del nino(a) de 2 anos a menor de 5 anos dentro del establecimiento,2020-03-01,2,3,59,47,61,50,111
YANACACHI,control de crecimiento infantil,control del nino(a) de 2 anos a menor de 5 anos dentro del establecimiento,2020-03-01,2,4,44,34,46,38,84
YAPACANI,control de crecimiento infantil,control del nino(a) de 2 anos a menor de 5 anos dentro del establecimiento,2020-03-01,45,41,80,81,125,122,247
YOCALLA,control de crecimiento infantil,control del nino(a) de 2 anos a menor de 5 anos dentro del establecimiento,2020-03-01,0,5,29,26,29,31,60
YOTALA,control de crecimiento infantil,control del nino(a) de 2 anos a menor de 5 anos dentro del establecimiento,2020-03-01,2,2,25,12,27,14,41
YUNCHARA,control de crecimiento infantil,control del nino(a) de 2 anos a menor de 5 anos dentro del establecimiento,2020-03-01,5,1,12,10,17,11,28
YUNGUYO DE LITORAL,control de crecimiento infantil,control del nino(a) de 2 anos a menor de 5 anos dentro del establecimiento,2020-03-01,0,0,1,2,1,2,3
ZUDAÑEZ,control de crecimiento infantil,control del nino(a) de 2 anos a menor de 5 anos dentro del establecimiento,2020-03-01,2,0,27,34,29,34,63
ACACIO,control de crecimiento infantil,control del nino(a) de 2 anos a menor de 5 anos dentro del establecimiento,2020-04-01,1,1,2,6,3,7,10
ACHACACHI,control de crecimiento infantil,control del nino(a) de 2 anos a menor de 5 anos dentro del establecimiento,2020-04-01,4,7,51,36,55,43,98
ACHOCALLA,control de crecimiento infantil,control del nino(a) de 2 anos a menor de 5 anos dentro del establecimiento,2020-04-01,8,6,12,15,20,21,41
AIQUILE,control de crecimiento infantil,control del nino(a) de 2 anos a menor de 5 anos dentro del establecimiento,2020-04-01,1,4,69,48,70,52,122
ALALAY,control de crecimiento infantil,control del nino(a) de 2 anos a menor de 5 anos dentro del establecimiento,2020-04-01,2,1,6,3,8,4,12
ALCALA,control de crecimiento infantil,control del nino(a) de 2 anos a menor de 5 anos dentro del establecimiento,2020-04-01,0,0,5,5,5,5,10
ALTO BENI,control de crecimiento infantil,control del nino(a) de 2 anos a menor de 5 anos dentro del establecimiento,2020-04-01,10,10,11,13,21,23,44
ANCORAIMES,control de crecimiento infantil,control del nino(a) de 2 anos a menor de 5 anos dentro del establecimiento,2020-04-01,4,5,22,19,26,24,50
ANDAMARCA,control de crecimiento infantil,control del nino(a) de 2 anos a menor de 5 anos dentro del establecimiento,2020-04-01,1,0,13,15,14,15,29
ANTEQUERA,control de crecimiento infantil,control del nino(a) de 2 anos a menor de 5 anos dentro del establecimiento,2020-04-01,0,0,3,2,3,2,5
ANZALDO,control de crecimiento infantil,control del nino(a) de 2 anos a menor de 5 anos dentro del establecimiento,2020-04-01,1,2,8,8,9,10,19
APOLO,control de crecimiento infantil,control del nino(a) de 2 anos a menor de 5 anos dentro del establecimiento,2020-04-01,1,4,17,12,18,16,34
ARAMPAMPA,control de crecimiento infantil,control del nino(a) de 2 anos a menor de 5 anos dentro del establecimiento,2020-04-01,0,0,2,2,2,2,4
ARANI,control de crecimiento infantil,control del nino(a) de 2 anos a menor de 5 anos dentro del establecimiento,2020-04-01,1,2,41,13,42,15,57
ARBIETO,control de crecimiento infantil,control del nino(a) de 2 anos a menor de 5 anos dentro del establecimiento,2020-04-01,20,14,36,25,56,39,95
ARQUE,control de crecimiento infantil,control del nino(a) de 2 anos a menor de 5 anos dentro del establecimiento,2020-04-01,2,1,54,39,56,40,96
ASCENCION DE GUARAYOS,control de crecimiento infantil,control del nino(a) de 2 anos a menor de 5 anos dentro del establecimiento,2020-04-01,2,2,13,13,15,15,30
ATOCHA,control de crecimiento infantil,control del nino(a) de 2 anos a menor de 5 anos dentro del establecimiento,2020-04-01,15,6,23,11,38,17,55
AUCAPATA,control de crecimiento infantil,control del nino(a) de 2 anos a menor de 5 anos dentro del establecimiento,2020-04-01,0,0,21,24,21,24,45
AYATA,control de crecimiento infantil,control del nino(a) de 2 anos a menor de 5 anos dentro del establecimiento,2020-04-01,0,6,27,12,27,18,45
AYO AYO,control de crecimiento infantil,control del nino(a) de 2 anos a menor de 5 anos dentro del establecimiento,2020-04-01,3,0,15,10,18,10,28
AYOPAYA (V. DE INDEPENDENCIA),control de crecimiento infantil,control del nino(a) de 2 anos a menor de 5 anos dentro del establecimiento,2020-04-01,4,9,43,31,47,40,87
AZURDUY,control de crecimiento infantil,control del nino(a) de 2 anos a menor de 5 anos dentro del establecimiento,2020-04-01,6,9,27,23,33,32,65
BATALLAS,control de crecimiento infantil,control del nino(a) de 2 anos a menor de 5 anos dentro del establecimiento,2020-04-01,4,4,14,16,18,20,38
BAURES,control de crecimiento infantil,control del nino(a) de 2 anos a menor de 5 anos dentro del establecimiento,2020-04-01,1,2,5,15,6,17,23
BELEN DE ANDAMARCA,control de crecimiento infantil,control del nino(a) de 2 anos a menor de 5 anos dentro del establecimiento,2020-04-01,1,2,1,2,2,4,6
BELEN DE URMIRI,control de crecimiento infantil,control del nino(a) de 2 anos a menor de 5 anos dentro del establecimiento,2020-04-01,0,0,5,1,5,1,6
BELLA FLOR,control de crecimiento infantil,control del nino(a) de 2 anos a menor de 5 anos dentro del establecimiento,2020-04-01,1,2,17,11,18,13,31
BERMEJO,control de crecimiento infantil,control del nino(a) de 2 anos a menor de 5 anos dentro del establecimiento,2020-04-01,12,13,9,6,21,19,40
BETANZOS,control de crecimiento infantil,control del nino(a) de 2 anos a menor de 5 anos dentro del establecimiento,2020-04-01,13,6,70,84,83,90,173
BOLIVAR,control de crecimiento infantil,control del nino(a) de 2 anos a menor de 5 anos dentro del establecimiento,2020-04-01,3,2,11,10,14,12,26
BOLPEBRA,control de crecimiento infantil,control del nino(a) de 2 anos a menor de 5 anos dentro del establecimiento,2020-04-01,3,0,2,4,5,4,9
BOYUIBE,control de crecimiento infantil,control del nino(a) de 2 anos a menor de 5 anos dentro del establecimiento,2020-04-01,2,0,7,3,9,3,12
BUENA VISTA,control de crecimiento infantil,control del nino(a) de 2 anos a menor de 5 anos dentro del establecimiento,2020-04-01,9,9,32,17,41,26,67
CABEZAS,control de crecimiento infantil,control del nino(a) de 2 anos a menor de 5 anos dentro del establecimiento,2020-04-01,1,0,17,14,18,14,32
CAIROMA,control de crecimiento infantil,control del nino(a) de 2 anos a menor de 5 anos dentro del establecimiento,2020-04-01,2,3,12,19,14,22,36
"CAIZA ""D""",control de crecimiento infantil,control del nino(a) de 2 anos a menor de 5 anos dentro del establecimiento,2020-04-01,5,6,22,31,27,37,64
CAJUATA,control de crecimiento infantil,control del nino(a) de 2 anos a menor de 5 anos dentro del establecimiento,2020-04-01,0,1,29,29,29,30,59
CALACOTO,control de crecimiento infantil,control del nino(a) de 2 anos a menor de 5 anos dentro del establecimiento,2020-04-01,2,1,12,13,14,14,28
CALAMARCA,control de crecimiento infantil,control del nino(a) de 2 anos a menor de 5 anos dentro del establecimiento,2020-04-01,0,0,8,6,8,6,14
CAMARGO,control de crecimiento infantil,control del nino(a) de 2 anos a menor de 5 anos dentro del establecimiento,2020-04-01,1,3,12,7,13,10,23
