,group,variable,month,DPT 1RA DOSIS,DPT 1RA DOSIS,TOTALES,TOTALES,TOTALES
YACUIBA,vacunaciones en ninos de 12 a 23 meses,dpt 1ra dosis,2013-01-01,11,0,11,0,11
ZUDAÑEZ,vacunaciones en ninos de 12 a 23 meses,dpt 1ra dosis,2013-01-01,1,6,1,6,7
AIQUILE,vacunaciones en ninos de 12 a 23 meses,dpt 1ra dosis,2013-02-01,2,0,2,0,2
ANCORAIMES,vacunaciones en ninos de 12 a 23 meses,dpt 1ra dosis,2013-02-01,4,0,4,0,4
AYOPAYA (V. DE INDEPENDENCIA),vacunaciones en ninos de 12 a 23 meses,dpt 1ra dosis,2013-02-01,2,2,2,2,4
BELLA FLOR,vacunaciones en ninos de 12 a 23 meses,dpt 1ra dosis,2013-02-01,0,1,0,1,1
BERMEJO,vacunaciones en ninos de 12 a 23 meses,dpt 1ra dosis,2013-02-01,4,6,4,6,10
BOYUIBE,vacunaciones en ninos de 12 a 23 meses,dpt 1ra dosis,2013-02-01,0,3,0,3,3
CALAMARCA,vacunaciones en ninos de 12 a 23 meses,dpt 1ra dosis,2013-02-01,3,0,3,0,3
CAMIRI,vacunaciones en ninos de 12 a 23 meses,dpt 1ra dosis,2013-02-01,3,0,3,0,3
CAQUIAVIRI,vacunaciones en ninos de 12 a 23 meses,dpt 1ra dosis,2013-02-01,11,1,11,1,12
CHARAGUA,vacunaciones en ninos de 12 a 23 meses,dpt 1ra dosis,2013-02-01,14,24,14,24,38
CHUMA,vacunaciones en ninos de 12 a 23 meses,dpt 1ra dosis,2013-02-01,3,0,3,0,3
COBIJA,vacunaciones en ninos de 12 a 23 meses,dpt 1ra dosis,2013-02-01,11,0,11,0,11
COCHABAMBA,vacunaciones en ninos de 12 a 23 meses,dpt 1ra dosis,2013-02-01,135,5,135,5,140
COLQUIRI,vacunaciones en ninos de 12 a 23 meses,dpt 1ra dosis,2013-02-01,0,1,0,1,1
COMANCHE,vacunaciones en ninos de 12 a 23 meses,dpt 1ra dosis,2013-02-01,1,0,1,0,1
CORO CORO,vacunaciones en ninos de 12 a 23 meses,dpt 1ra dosis,2013-02-01,0,1,0,1,1
COTOCA,vacunaciones en ninos de 12 a 23 meses,dpt 1ra dosis,2013-02-01,1,3,1,3,4
CUATRO CAÑADAS,vacunaciones en ninos de 12 a 23 meses,dpt 1ra dosis,2013-02-01,0,1,0,1,1
EL ALTO,vacunaciones en ninos de 12 a 23 meses,dpt 1ra dosis,2013-02-01,93,8,93,8,101
EL PUENTE(STC),vacunaciones en ninos de 12 a 23 meses,dpt 1ra dosis,2013-02-01,2,0,2,0,2
EL PUENTE(TJA),vacunaciones en ninos de 12 a 23 meses,dpt 1ra dosis,2013-02-01,16,1,16,1,17
ENTRE RIOS CBBA,vacunaciones en ninos de 12 a 23 meses,dpt 1ra dosis,2013-02-01,2,4,2,4,6
EXALTACION,vacunaciones en ninos de 12 a 23 meses,dpt 1ra dosis,2013-02-01,3,0,3,0,3
FERNANDEZ ALONSO,vacunaciones en ninos de 12 a 23 meses,dpt 1ra dosis,2013-02-01,18,3,18,3,21
GENERAL SAAVEDRA,vacunaciones en ninos de 12 a 23 meses,dpt 1ra dosis,2013-02-01,5,0,5,0,5
GUAYARAMERIN,vacunaciones en ninos de 12 a 23 meses,dpt 1ra dosis,2013-02-01,2,0,2,0,2
IRUPANA (VILLA DE LANZA),vacunaciones en ninos de 12 a 23 meses,dpt 1ra dosis,2013-02-01,9,0,9,0,9
IXIAMAS,vacunaciones en ninos de 12 a 23 meses,dpt 1ra dosis,2013-02-01,0,1,0,1,1
LA GUARDIA,vacunaciones en ninos de 12 a 23 meses,dpt 1ra dosis,2013-02-01,4,0,4,0,4
LA PAZ,vacunaciones en ninos de 12 a 23 meses,dpt 1ra dosis,2013-02-01,37,1,37,1,38
LAJA,vacunaciones en ninos de 12 a 23 meses,dpt 1ra dosis,2013-02-01,4,2,4,2,6
LURIBAY,vacunaciones en ninos de 12 a 23 meses,dpt 1ra dosis,2013-02-01,0,2,0,2,2
MOCOMOCO,vacunaciones en ninos de 12 a 23 meses,dpt 1ra dosis,2013-02-01,0,7,0,7,7
MOJOCOYA,vacunaciones en ninos de 12 a 23 meses,dpt 1ra dosis,2013-02-01,1,0,1,0,1
MONTERO,vacunaciones en ninos de 12 a 23 meses,dpt 1ra dosis,2013-02-01,7,0,7,0,7
MOROCHATA,vacunaciones en ninos de 12 a 23 meses,dpt 1ra dosis,2013-02-01,2,4,2,4,6
ORURO,vacunaciones en ninos de 12 a 23 meses,dpt 1ra dosis,2013-02-01,1,0,1,0,1
PADCAYA,vacunaciones en ninos de 12 a 23 meses,dpt 1ra dosis,2013-02-01,3,1,3,1,4
PASORAPA,vacunaciones en ninos de 12 a 23 meses,dpt 1ra dosis,2013-02-01,2,1,2,1,3
POCONA,vacunaciones en ninos de 12 a 23 meses,dpt 1ra dosis,2013-02-01,0,1,0,1,1
POJO (CBBA),vacunaciones en ninos de 12 a 23 meses,dpt 1ra dosis,2013-02-01,0,1,0,1,1
PORVENIR,vacunaciones en ninos de 12 a 23 meses,dpt 1ra dosis,2013-02-01,2,0,2,0,2
POTOSI,vacunaciones en ninos de 12 a 23 meses,dpt 1ra dosis,2013-02-01,9,0,9,0,9
PUERTO GONZALO MORENO,vacunaciones en ninos de 12 a 23 meses,dpt 1ra dosis,2013-02-01,7,1,7,1,8
PUERTO QUIJARRO,vacunaciones en ninos de 12 a 23 meses,dpt 1ra dosis,2013-02-01,11,0,11,0,11
PUERTO VILLARROEL,vacunaciones en ninos de 12 a 23 meses,dpt 1ra dosis,2013-02-01,7,2,7,2,9
PUNATA,vacunaciones en ninos de 12 a 23 meses,dpt 1ra dosis,2013-02-01,3,1,3,1,4
QUILLACOLLO,vacunaciones en ninos de 12 a 23 meses,dpt 1ra dosis,2013-02-01,11,3,11,3,14
RIBERALTA,vacunaciones en ninos de 12 a 23 meses,dpt 1ra dosis,2013-02-01,3,0,3,0,3
ROBORE,vacunaciones en ninos de 12 a 23 meses,dpt 1ra dosis,2013-02-01,3,0,3,0,3
SACABA,vacunaciones en ninos de 12 a 23 meses,dpt 1ra dosis,2013-02-01,29,1,29,1,30
SAN ANDRES,vacunaciones en ninos de 12 a 23 meses,dpt 1ra dosis,2013-02-01,2,1,2,1,3
SAN BENITO,vacunaciones en ninos de 12 a 23 meses,dpt 1ra dosis,2013-02-01,8,0,8,0,8
SAN CARLOS,vacunaciones en ninos de 12 a 23 meses,dpt 1ra dosis,2013-02-01,2,0,2,0,2
SAN JOAQUIN,vacunaciones en ninos de 12 a 23 meses,dpt 1ra dosis,2013-02-01,4,1,4,1,5
SAN JOSE DE CHIQUITOS,vacunaciones en ninos de 12 a 23 meses,dpt 1ra dosis,2013-02-01,4,0,4,0,4
SAN JULIAN,vacunaciones en ninos de 12 a 23 meses,dpt 1ra dosis,2013-02-01,1,0,1,0,1
SAN LORENZO(TJA),vacunaciones en ninos de 12 a 23 meses,dpt 1ra dosis,2013-02-01,0,1,0,1,1
SAN MATIAS,vacunaciones en ninos de 12 a 23 meses,dpt 1ra dosis,2013-02-01,3,6,3,6,9
SAN PEDRO,vacunaciones en ninos de 12 a 23 meses,dpt 1ra dosis,2013-02-01,8,0,8,0,8
SAN RAMON SCZ,vacunaciones en ninos de 12 a 23 meses,dpt 1ra dosis,2013-02-01,1,0,1,0,1
SANTA ANA,vacunaciones en ninos de 12 a 23 meses,dpt 1ra dosis,2013-02-01,1,0,1,0,1
SANTA CRUZ DE LA SIERRA,vacunaciones en ninos de 12 a 23 meses,dpt 1ra dosis,2013-02-01,214,17,214,17,231
SANTIAGO DE MACHACA,vacunaciones en ninos de 12 a 23 meses,dpt 1ra dosis,2013-02-01,1,2,1,2,3
SANTIVAÑES,vacunaciones en ninos de 12 a 23 meses,dpt 1ra dosis,2013-02-01,4,4,4,4,8
SENA,vacunaciones en ninos de 12 a 23 meses,dpt 1ra dosis,2013-02-01,3,0,3,0,3
SHINAOTA,vacunaciones en ninos de 12 a 23 meses,dpt 1ra dosis,2013-02-01,18,4,18,4,22
SIPE SIPE,vacunaciones en ninos de 12 a 23 meses,dpt 1ra dosis,2013-02-01,2,0,2,0,2
SOPACHUY,vacunaciones en ninos de 12 a 23 meses,dpt 1ra dosis,2013-02-01,8,8,8,8,16
SUCRE,vacunaciones en ninos de 12 a 23 meses,dpt 1ra dosis,2013-02-01,36,10,36,10,46
TACACOMA,vacunaciones en ninos de 12 a 23 meses,dpt 1ra dosis,2013-02-01,1,0,1,0,1
TAPACARI,vacunaciones en ninos de 12 a 23 meses,dpt 1ra dosis,2013-02-01,2,3,2,3,5
TARACO,vacunaciones en ninos de 12 a 23 meses,dpt 1ra dosis,2013-02-01,1,1,1,1,2
TARIJA,vacunaciones en ninos de 12 a 23 meses,dpt 1ra dosis,2013-02-01,23,0,23,0,23
TIAWANACU,vacunaciones en ninos de 12 a 23 meses,dpt 1ra dosis,2013-02-01,0,5,0,5,5
TIQUIPAYA,vacunaciones en ninos de 12 a 23 meses,dpt 1ra dosis,2013-02-01,19,2,19,2,21
TRINIDAD,vacunaciones en ninos de 12 a 23 meses,dpt 1ra dosis,2013-02-01,24,4,24,4,28
TUPIZA,vacunaciones en ninos de 12 a 23 meses,dpt 1ra dosis,2013-02-01,1,0,1,0,1
URIONDO (A. CONCEPCION),vacunaciones en ninos de 12 a 23 meses,dpt 1ra dosis,2013-02-01,5,3,5,3,8
VIACHA,vacunaciones en ninos de 12 a 23 meses,dpt 1ra dosis,2013-02-01,27,0,27,0,27
VILLA MONTES,vacunaciones en ninos de 12 a 23 meses,dpt 1ra dosis,2013-02-01,0,2,0,2,2
VILLAZON,vacunaciones en ninos de 12 a 23 meses,dpt 1ra dosis,2013-02-01,1,0,1,0,1
VINTO,vacunaciones en ninos de 12 a 23 meses,dpt 1ra dosis,2013-02-01,12,0,12,0,12
WARNES,vacunaciones en ninos de 12 a 23 meses,dpt 1ra dosis,2013-02-01,1,0,1,0,1
YACUIBA,vacunaciones en ninos de 12 a 23 meses,dpt 1ra dosis,2013-02-01,19,1,19,1,20
YAMPARAEZ,vacunaciones en ninos de 12 a 23 meses,dpt 1ra dosis,2013-02-01,3,1,3,1,4
ZUDAÑEZ,vacunaciones en ninos de 12 a 23 meses,dpt 1ra dosis,2013-02-01,1,2,1,2,3
ACHOCALLA,vacunaciones en ninos de 12 a 23 meses,dpt 1ra dosis,2013-03-01,1,0,1,0,1
ALTO BENI,vacunaciones en ninos de 12 a 23 meses,dpt 1ra dosis,2013-03-01,74,9,74,9,83
ARANI,vacunaciones en ninos de 12 a 23 meses,dpt 1ra dosis,2013-03-01,1,0,1,0,1
ASCENCION DE GUARAYOS,vacunaciones en ninos de 12 a 23 meses,dpt 1ra dosis,2013-03-01,1,0,1,0,1
ATOCHA,vacunaciones en ninos de 12 a 23 meses,dpt 1ra dosis,2013-03-01,0,1,0,1,1
AYOPAYA (V. DE INDEPENDENCIA),vacunaciones en ninos de 12 a 23 meses,dpt 1ra dosis,2013-03-01,6,4,6,4,10
BELLA FLOR,vacunaciones en ninos de 12 a 23 meses,dpt 1ra dosis,2013-03-01,0,1,0,1,1
BERMEJO,vacunaciones en ninos de 12 a 23 meses,dpt 1ra dosis,2013-03-01,6,11,6,11,17
BOLIVAR,vacunaciones en ninos de 12 a 23 meses,dpt 1ra dosis,2013-03-01,0,3,0,3,3
CABEZAS,vacunaciones en ninos de 12 a 23 meses,dpt 1ra dosis,2013-03-01,6,0,6,0,6
CAMIRI,vacunaciones en ninos de 12 a 23 meses,dpt 1ra dosis,2013-03-01,12,1,12,1,13
CAPINOTA,vacunaciones en ninos de 12 a 23 meses,dpt 1ra dosis,2013-03-01,4,0,4,0,4
CAQUIAVIRI,vacunaciones en ninos de 12 a 23 meses,dpt 1ra dosis,2013-03-01,2,0,2,0,2
CHARAGUA,vacunaciones en ninos de 12 a 23 meses,dpt 1ra dosis,2013-03-01,4,18,4,18,22
CHIMORE,vacunaciones en ninos de 12 a 23 meses,dpt 1ra dosis,2013-03-01,1,1,1,1,2
CHUMA,vacunaciones en ninos de 12 a 23 meses,dpt 1ra dosis,2013-03-01,2,0,2,0,2
COBIJA,vacunaciones en ninos de 12 a 23 meses,dpt 1ra dosis,2013-03-01,12,8,12,8,20
COCHABAMBA,vacunaciones en ninos de 12 a 23 meses,dpt 1ra dosis,2013-03-01,199,22,199,22,221
COLOMI,vacunaciones en ninos de 12 a 23 meses,dpt 1ra dosis,2013-03-01,0,1,0,1,1
COLQUECHACA,vacunaciones en ninos de 12 a 23 meses,dpt 1ra dosis,2013-03-01,1,3,1,3,4
COLQUIRI,vacunaciones en ninos de 12 a 23 meses,dpt 1ra dosis,2013-03-01,0,5,0,5,5
CORQUE,vacunaciones en ninos de 12 a 23 meses,dpt 1ra dosis,2013-03-01,0,1,0,1,1
COTOCA,vacunaciones en ninos de 12 a 23 meses,dpt 1ra dosis,2013-03-01,0,1,0,1,1
CUATRO CAÑADAS,vacunaciones en ninos de 12 a 23 meses,dpt 1ra dosis,2013-03-01,0,1,0,1,1
DESAGUADERO,vacunaciones en ninos de 12 a 23 meses,dpt 1ra dosis,2013-03-01,3,3,3,3,6
EL ALTO,vacunaciones en ninos de 12 a 23 meses,dpt 1ra dosis,2013-03-01,77,3,77,3,80
EL PUENTE(STC),vacunaciones en ninos de 12 a 23 meses,dpt 1ra dosis,2013-03-01,1,0,1,0,1
ENTRE RIOS CBBA,vacunaciones en ninos de 12 a 23 meses,dpt 1ra dosis,2013-03-01,3,0,3,0,3
FERNANDEZ ALONSO,vacunaciones en ninos de 12 a 23 meses,dpt 1ra dosis,2013-03-01,32,2,32,2,34
GENERAL SAAVEDRA,vacunaciones en ninos de 12 a 23 meses,dpt 1ra dosis,2013-03-01,19,7,19,7,26
GRAL. J.J. PEREZ (CHARAZANI),vacunaciones en ninos de 12 a 23 meses,dpt 1ra dosis,2013-03-01,0,4,0,4,4
GUAQUI,vacunaciones en ninos de 12 a 23 meses,dpt 1ra dosis,2013-03-01,0,2,0,2,2
GUAYARAMERIN,vacunaciones en ninos de 12 a 23 meses,dpt 1ra dosis,2013-03-01,1,1,1,1,2
GUTIERREZ,vacunaciones en ninos de 12 a 23 meses,dpt 1ra dosis,2013-03-01,3,6,3,6,9
HUACARETA,vacunaciones en ninos de 12 a 23 meses,dpt 1ra dosis,2013-03-01,0,6,0,6,6
INQUISIVI,vacunaciones en ninos de 12 a 23 meses,dpt 1ra dosis,2013-03-01,2,1,2,1,3
IXIAMAS,vacunaciones en ninos de 12 a 23 meses,dpt 1ra dosis,2013-03-01,1,0,1,0,1
LA GUARDIA,vacunaciones en ninos de 12 a 23 meses,dpt 1ra dosis,2013-03-01,3,3,3,3,6
LA PAZ,vacunaciones en ninos de 12 a 23 meses,dpt 1ra dosis,2013-03-01,48,12,48,12,60
LAGUNILLAS,vacunaciones en ninos de 12 a 23 meses,dpt 1ra dosis,2013-03-01,1,0,1,0,1
LAJA,vacunaciones en ninos de 12 a 23 meses,dpt 1ra dosis,2013-03-01,2,0,2,0,2
LURIBAY,vacunaciones en ninos de 12 a 23 meses,dpt 1ra dosis,2013-03-01,3,3,3,3,6
MAGDALENA,vacunaciones en ninos de 12 a 23 meses,dpt 1ra dosis,2013-03-01,1,2,1,2,3
MECAPACA,vacunaciones en ninos de 12 a 23 meses,dpt 1ra dosis,2013-03-01,1,0,1,0,1
MIZQUE,vacunaciones en ninos de 12 a 23 meses,dpt 1ra dosis,2013-03-01,11,2,11,2,13
MOCOMOCO,vacunaciones en ninos de 12 a 23 meses,dpt 1ra dosis,2013-03-01,3,3,3,3,6
MOJOCOYA,vacunaciones en ninos de 12 a 23 meses,dpt 1ra dosis,2013-03-01,3,10,3,10,13
MONTERO,vacunaciones en ninos de 12 a 23 meses,dpt 1ra dosis,2013-03-01,10,1,10,1,11
MOROCHATA,vacunaciones en ninos de 12 a 23 meses,dpt 1ra dosis,2013-03-01,1,2,1,2,3
OMEREQUE,vacunaciones en ninos de 12 a 23 meses,dpt 1ra dosis,2013-03-01,0,1,0,1,1
ORURO,vacunaciones en ninos de 12 a 23 meses,dpt 1ra dosis,2013-03-01,6,0,6,0,6
PAILON,vacunaciones en ninos de 12 a 23 meses,dpt 1ra dosis,2013-03-01,0,3,0,3,3
PASORAPA,vacunaciones en ninos de 12 a 23 meses,dpt 1ra dosis,2013-03-01,1,2,1,2,3
PELECHUCO,vacunaciones en ninos de 12 a 23 meses,dpt 1ra dosis,2013-03-01,3,1,3,1,4
POJO (CBBA),vacunaciones en ninos de 12 a 23 meses,dpt 1ra dosis,2013-03-01,5,2,5,2,7
PORONGO,vacunaciones en ninos de 12 a 23 meses,dpt 1ra dosis,2013-03-01,1,0,1,0,1
PORTACHUELO,vacunaciones en ninos de 12 a 23 meses,dpt 1ra dosis,2013-03-01,1,0,1,0,1
POTOSI,vacunaciones en ninos de 12 a 23 meses,dpt 1ra dosis,2013-03-01,8,8,8,8,16
PUERTO GONZALO MORENO,vacunaciones en ninos de 12 a 23 meses,dpt 1ra dosis,2013-03-01,9,2,9,2,11
PUERTO PEREZ,vacunaciones en ninos de 12 a 23 meses,dpt 1ra dosis,2013-03-01,4,2,4,2,6
PUERTO QUIJARRO,vacunaciones en ninos de 12 a 23 meses,dpt 1ra dosis,2013-03-01,36,1,36,1,37
PUERTO VILLARROEL,vacunaciones en ninos de 12 a 23 meses,dpt 1ra dosis,2013-03-01,11,1,11,1,12
PUNATA,vacunaciones en ninos de 12 a 23 meses,dpt 1ra dosis,2013-03-01,3,0,3,0,3
