,group,variable,month,DPT 2DA DOSIS,DPT 2DA DOSIS,TOTALES,TOTALES,TOTALES
CAPINOTA,vacunaciones en ninos de 12 a 23 meses,dpt 2da dosis,2013-03-01,2,0,2,0,2
CHALLAPATA,vacunaciones en ninos de 12 a 23 meses,dpt 2da dosis,2013-03-01,1,0,1,0,1
COCAPATA,vacunaciones en ninos de 12 a 23 meses,dpt 2da dosis,2013-03-01,0,1,0,1,1
COCHABAMBA,vacunaciones en ninos de 12 a 23 meses,dpt 2da dosis,2013-03-01,11,0,11,0,11
COROICO,vacunaciones en ninos de 12 a 23 meses,dpt 2da dosis,2013-03-01,1,1,1,1,2
COTAGAITA,vacunaciones en ninos de 12 a 23 meses,dpt 2da dosis,2013-03-01,1,0,1,0,1
COTOCA,vacunaciones en ninos de 12 a 23 meses,dpt 2da dosis,2013-03-01,1,4,1,4,5
EL ALTO,vacunaciones en ninos de 12 a 23 meses,dpt 2da dosis,2013-03-01,21,5,21,5,26
ENTRE RIOS CBBA,vacunaciones en ninos de 12 a 23 meses,dpt 2da dosis,2013-03-01,0,1,0,1,1
GUAYARAMERIN,vacunaciones en ninos de 12 a 23 meses,dpt 2da dosis,2013-03-01,2,2,2,2,4
INQUISIVI,vacunaciones en ninos de 12 a 23 meses,dpt 2da dosis,2013-03-01,0,1,0,1,1
JESUS DE MACHACA,vacunaciones en ninos de 12 a 23 meses,dpt 2da dosis,2013-03-01,1,0,1,0,1
LA GUARDIA,vacunaciones en ninos de 12 a 23 meses,dpt 2da dosis,2013-03-01,2,0,2,0,2
LA PAZ,vacunaciones en ninos de 12 a 23 meses,dpt 2da dosis,2013-03-01,6,0,6,0,6
MAGDALENA,vacunaciones en ninos de 12 a 23 meses,dpt 2da dosis,2013-03-01,1,2,1,2,3
MONTERO,vacunaciones en ninos de 12 a 23 meses,dpt 2da dosis,2013-03-01,1,1,1,1,2
MOROCHATA,vacunaciones en ninos de 12 a 23 meses,dpt 2da dosis,2013-03-01,0,1,0,1,1
ORURO,vacunaciones en ninos de 12 a 23 meses,dpt 2da dosis,2013-03-01,7,0,7,0,7
PAILON,vacunaciones en ninos de 12 a 23 meses,dpt 2da dosis,2013-03-01,0,8,0,8,8
PELECHUCO,vacunaciones en ninos de 12 a 23 meses,dpt 2da dosis,2013-03-01,1,0,1,0,1
POTOSI,vacunaciones en ninos de 12 a 23 meses,dpt 2da dosis,2013-03-01,7,1,7,1,8
PUERTO QUIJARRO,vacunaciones en ninos de 12 a 23 meses,dpt 2da dosis,2013-03-01,0,1,0,1,1
QUILLACOLLO,vacunaciones en ninos de 12 a 23 meses,dpt 2da dosis,2013-03-01,0,2,0,2,2
RIBERALTA,vacunaciones en ninos de 12 a 23 meses,dpt 2da dosis,2013-03-01,1,0,1,0,1
SACABA,vacunaciones en ninos de 12 a 23 meses,dpt 2da dosis,2013-03-01,2,2,2,2,4
SAN ANDRES,vacunaciones en ninos de 12 a 23 meses,dpt 2da dosis,2013-03-01,1,0,1,0,1
SAN BORJA,vacunaciones en ninos de 12 a 23 meses,dpt 2da dosis,2013-03-01,1,2,1,2,3
SAN CARLOS,vacunaciones en ninos de 12 a 23 meses,dpt 2da dosis,2013-03-01,1,0,1,0,1
SAN IGNACIO DE VELASCO,vacunaciones en ninos de 12 a 23 meses,dpt 2da dosis,2013-03-01,1,0,1,0,1
SAN JOSE DE CHIQUITOS,vacunaciones en ninos de 12 a 23 meses,dpt 2da dosis,2013-03-01,2,0,2,0,2
SAN JULIAN,vacunaciones en ninos de 12 a 23 meses,dpt 2da dosis,2013-03-01,0,2,0,2,2
SAN RAFAEL,vacunaciones en ninos de 12 a 23 meses,dpt 2da dosis,2013-03-01,0,1,0,1,1
SANTA ANA,vacunaciones en ninos de 12 a 23 meses,dpt 2da dosis,2013-03-01,2,0,2,0,2
SANTA CRUZ DE LA SIERRA,vacunaciones en ninos de 12 a 23 meses,dpt 2da dosis,2013-03-01,30,9,30,9,39
SANTA ROSA,vacunaciones en ninos de 12 a 23 meses,dpt 2da dosis,2013-03-01,1,0,1,0,1
SUCRE,vacunaciones en ninos de 12 a 23 meses,dpt 2da dosis,2013-03-01,10,1,10,1,11
TARIJA,vacunaciones en ninos de 12 a 23 meses,dpt 2da dosis,2013-03-01,1,3,1,3,4
TIQUIPAYA,vacunaciones en ninos de 12 a 23 meses,dpt 2da dosis,2013-03-01,0,8,0,8,8
TOTORA(CBBA),vacunaciones en ninos de 12 a 23 meses,dpt 2da dosis,2013-03-01,0,1,0,1,1
TRINIDAD,vacunaciones en ninos de 12 a 23 meses,dpt 2da dosis,2013-03-01,6,0,6,0,6
VIACHA,vacunaciones en ninos de 12 a 23 meses,dpt 2da dosis,2013-03-01,20,0,20,0,20
VILA VILA,vacunaciones en ninos de 12 a 23 meses,dpt 2da dosis,2013-03-01,2,0,2,0,2
VILLA MONTES,vacunaciones en ninos de 12 a 23 meses,dpt 2da dosis,2013-03-01,0,1,0,1,1
VILLA TUNARI,vacunaciones en ninos de 12 a 23 meses,dpt 2da dosis,2013-03-01,3,0,3,0,3
WARNES,vacunaciones en ninos de 12 a 23 meses,dpt 2da dosis,2013-03-01,2,1,2,1,3
YACUIBA,vacunaciones en ninos de 12 a 23 meses,dpt 2da dosis,2013-03-01,1,0,1,0,1
ALTO BENI,vacunaciones en ninos de 12 a 23 meses,dpt 2da dosis,2013-04-01,2,0,2,0,2
AYOPAYA (V. DE INDEPENDENCIA),vacunaciones en ninos de 12 a 23 meses,dpt 2da dosis,2013-04-01,0,1,0,1,1
CAMIRI,vacunaciones en ninos de 12 a 23 meses,dpt 2da dosis,2013-04-01,1,0,1,0,1
CAPINOTA,vacunaciones en ninos de 12 a 23 meses,dpt 2da dosis,2013-04-01,1,0,1,0,1
CHALLAPATA,vacunaciones en ninos de 12 a 23 meses,dpt 2da dosis,2013-04-01,1,0,1,0,1
CHIMORE,vacunaciones en ninos de 12 a 23 meses,dpt 2da dosis,2013-04-01,1,0,1,0,1
CHULUMANI (V. DE LA LIBERTAD),vacunaciones en ninos de 12 a 23 meses,dpt 2da dosis,2013-04-01,1,0,1,0,1
CHUQUIHUTA AYLLU JUCUMANI,vacunaciones en ninos de 12 a 23 meses,dpt 2da dosis,2013-04-01,0,2,0,2,2
COBIJA,vacunaciones en ninos de 12 a 23 meses,dpt 2da dosis,2013-04-01,1,0,1,0,1
COCHABAMBA,vacunaciones en ninos de 12 a 23 meses,dpt 2da dosis,2013-04-01,11,3,11,3,14
COLOMI,vacunaciones en ninos de 12 a 23 meses,dpt 2da dosis,2013-04-01,1,1,1,1,2
CORQUE,vacunaciones en ninos de 12 a 23 meses,dpt 2da dosis,2013-04-01,0,2,0,2,2
COTOCA,vacunaciones en ninos de 12 a 23 meses,dpt 2da dosis,2013-04-01,4,5,4,5,9
EL ALTO,vacunaciones en ninos de 12 a 23 meses,dpt 2da dosis,2013-04-01,20,4,20,4,24
ENTRE RIOS CBBA,vacunaciones en ninos de 12 a 23 meses,dpt 2da dosis,2013-04-01,0,2,0,2,2
GUAYARAMERIN,vacunaciones en ninos de 12 a 23 meses,dpt 2da dosis,2013-04-01,0,1,0,1,1
GUTIERREZ,vacunaciones en ninos de 12 a 23 meses,dpt 2da dosis,2013-04-01,1,1,1,1,2
INQUISIVI,vacunaciones en ninos de 12 a 23 meses,dpt 2da dosis,2013-04-01,0,1,0,1,1
LA GUARDIA,vacunaciones en ninos de 12 a 23 meses,dpt 2da dosis,2013-04-01,1,0,1,0,1
LA PAZ,vacunaciones en ninos de 12 a 23 meses,dpt 2da dosis,2013-04-01,19,0,19,0,19
LAGUNILLAS,vacunaciones en ninos de 12 a 23 meses,dpt 2da dosis,2013-04-01,1,0,1,0,1
MIZQUE,vacunaciones en ninos de 12 a 23 meses,dpt 2da dosis,2013-04-01,1,0,1,0,1
MONTEAGUDO,vacunaciones en ninos de 12 a 23 meses,dpt 2da dosis,2013-04-01,0,1,0,1,1
MONTERO,vacunaciones en ninos de 12 a 23 meses,dpt 2da dosis,2013-04-01,3,1,3,1,4
NACEBE (SANTA ROSA DEL ABUNA),vacunaciones en ninos de 12 a 23 meses,dpt 2da dosis,2013-04-01,0,2,0,2,2
ORURO,vacunaciones en ninos de 12 a 23 meses,dpt 2da dosis,2013-04-01,1,1,1,1,2
POTOSI,vacunaciones en ninos de 12 a 23 meses,dpt 2da dosis,2013-04-01,9,1,9,1,10
PUERTO VILLARROEL,vacunaciones en ninos de 12 a 23 meses,dpt 2da dosis,2013-04-01,1,0,1,0,1
QUILLACOLLO,vacunaciones en ninos de 12 a 23 meses,dpt 2da dosis,2013-04-01,7,6,7,6,13
REYES,vacunaciones en ninos de 12 a 23 meses,dpt 2da dosis,2013-04-01,2,0,2,0,2
RURRENABAQUE,vacunaciones en ninos de 12 a 23 meses,dpt 2da dosis,2013-04-01,0,2,0,2,2
SACABA,vacunaciones en ninos de 12 a 23 meses,dpt 2da dosis,2013-04-01,3,1,3,1,4
SAMAIPATA,vacunaciones en ninos de 12 a 23 meses,dpt 2da dosis,2013-04-01,2,0,2,0,2
SAN BORJA,vacunaciones en ninos de 12 a 23 meses,dpt 2da dosis,2013-04-01,6,4,6,4,10
SAN JAVIER(STC),vacunaciones en ninos de 12 a 23 meses,dpt 2da dosis,2013-04-01,0,1,0,1,1
SAN JOSE DE CHIQUITOS,vacunaciones en ninos de 12 a 23 meses,dpt 2da dosis,2013-04-01,2,1,2,1,3
SAN JULIAN,vacunaciones en ninos de 12 a 23 meses,dpt 2da dosis,2013-04-01,4,4,4,4,8
SAN LORENZO(TJA),vacunaciones en ninos de 12 a 23 meses,dpt 2da dosis,2013-04-01,1,0,1,0,1
SAN PEDRO(PND),vacunaciones en ninos de 12 a 23 meses,dpt 2da dosis,2013-04-01,0,1,0,1,1
SAN RAMON SCZ,vacunaciones en ninos de 12 a 23 meses,dpt 2da dosis,2013-04-01,1,0,1,0,1
SANTA ANA,vacunaciones en ninos de 12 a 23 meses,dpt 2da dosis,2013-04-01,1,0,1,0,1
SANTA CRUZ DE LA SIERRA,vacunaciones en ninos de 12 a 23 meses,dpt 2da dosis,2013-04-01,33,17,33,17,50
SANTA ROSA,vacunaciones en ninos de 12 a 23 meses,dpt 2da dosis,2013-04-01,1,0,1,0,1
SANTA ROSA DEL SARA,vacunaciones en ninos de 12 a 23 meses,dpt 2da dosis,2013-04-01,1,0,1,0,1
SIPE SIPE,vacunaciones en ninos de 12 a 23 meses,dpt 2da dosis,2013-04-01,1,1,1,1,2
SOPACHUY,vacunaciones en ninos de 12 a 23 meses,dpt 2da dosis,2013-04-01,1,0,1,0,1
SUCRE,vacunaciones en ninos de 12 a 23 meses,dpt 2da dosis,2013-04-01,1,3,1,3,4
TAPACARI,vacunaciones en ninos de 12 a 23 meses,dpt 2da dosis,2013-04-01,0,1,0,1,1
TARACO,vacunaciones en ninos de 12 a 23 meses,dpt 2da dosis,2013-04-01,0,4,0,4,4
TARIJA,vacunaciones en ninos de 12 a 23 meses,dpt 2da dosis,2013-04-01,4,0,4,0,4
TIQUIPAYA,vacunaciones en ninos de 12 a 23 meses,dpt 2da dosis,2013-04-01,0,17,0,17,17
TIRAQUE (CBBA),vacunaciones en ninos de 12 a 23 meses,dpt 2da dosis,2013-04-01,0,1,0,1,1
TOTORA(CBBA),vacunaciones en ninos de 12 a 23 meses,dpt 2da dosis,2013-04-01,1,1,1,1,2
TRINIDAD,vacunaciones en ninos de 12 a 23 meses,dpt 2da dosis,2013-04-01,2,0,2,0,2
URIONDO (A. CONCEPCION),vacunaciones en ninos de 12 a 23 meses,dpt 2da dosis,2013-04-01,1,0,1,0,1
VIACHA,vacunaciones en ninos de 12 a 23 meses,dpt 2da dosis,2013-04-01,11,0,11,0,11
VILLA NUEVA (LOMA ALTA),vacunaciones en ninos de 12 a 23 meses,dpt 2da dosis,2013-04-01,0,2,0,2,2
VILLA TUNARI,vacunaciones en ninos de 12 a 23 meses,dpt 2da dosis,2013-04-01,1,0,1,0,1
VILLAZON,vacunaciones en ninos de 12 a 23 meses,dpt 2da dosis,2013-04-01,2,0,2,0,2
WARNES,vacunaciones en ninos de 12 a 23 meses,dpt 2da dosis,2013-04-01,2,3,2,3,5
YACUIBA,vacunaciones en ninos de 12 a 23 meses,dpt 2da dosis,2013-04-01,1,1,1,1,2
ASCENCION DE GUARAYOS,vacunaciones en ninos de 12 a 23 meses,dpt 2da dosis,2013-05-01,4,0,4,0,4
AYOPAYA (V. DE INDEPENDENCIA),vacunaciones en ninos de 12 a 23 meses,dpt 2da dosis,2013-05-01,0,2,0,2,2
BELLA FLOR,vacunaciones en ninos de 12 a 23 meses,dpt 2da dosis,2013-05-01,0,1,0,1,1
CARACOLLO,vacunaciones en ninos de 12 a 23 meses,dpt 2da dosis,2013-05-01,0,1,0,1,1
CHALLAPATA,vacunaciones en ninos de 12 a 23 meses,dpt 2da dosis,2013-05-01,2,1,2,1,3
CHARAGUA,vacunaciones en ninos de 12 a 23 meses,dpt 2da dosis,2013-05-01,0,1,0,1,1
COBIJA,vacunaciones en ninos de 12 a 23 meses,dpt 2da dosis,2013-05-01,1,0,1,0,1
COCAPATA,vacunaciones en ninos de 12 a 23 meses,dpt 2da dosis,2013-05-01,0,1,0,1,1
COCHABAMBA,vacunaciones en ninos de 12 a 23 meses,dpt 2da dosis,2013-05-01,9,11,9,11,20
COLOMI,vacunaciones en ninos de 12 a 23 meses,dpt 2da dosis,2013-05-01,1,0,1,0,1
COTOCA,vacunaciones en ninos de 12 a 23 meses,dpt 2da dosis,2013-05-01,1,1,1,1,2
EL ALTO,vacunaciones en ninos de 12 a 23 meses,dpt 2da dosis,2013-05-01,16,22,16,22,38
EL PUENTE(STC),vacunaciones en ninos de 12 a 23 meses,dpt 2da dosis,2013-05-01,0,6,0,6,6
EL TORNO,vacunaciones en ninos de 12 a 23 meses,dpt 2da dosis,2013-05-01,1,1,1,1,2
ENTRE RIOS CBBA,vacunaciones en ninos de 12 a 23 meses,dpt 2da dosis,2013-05-01,1,1,1,1,2
GENERAL SAAVEDRA,vacunaciones en ninos de 12 a 23 meses,dpt 2da dosis,2013-05-01,0,4,0,4,4
HUARACAJE,vacunaciones en ninos de 12 a 23 meses,dpt 2da dosis,2013-05-01,1,0,1,0,1
LA GUARDIA,vacunaciones en ninos de 12 a 23 meses,dpt 2da dosis,2013-05-01,6,2,6,2,8
LA PAZ,vacunaciones en ninos de 12 a 23 meses,dpt 2da dosis,2013-05-01,2,2,2,2,4
MINEROS,vacunaciones en ninos de 12 a 23 meses,dpt 2da dosis,2013-05-01,0,5,0,5,5
MONTERO,vacunaciones en ninos de 12 a 23 meses,dpt 2da dosis,2013-05-01,1,8,1,8,9
MOROCHATA,vacunaciones en ninos de 12 a 23 meses,dpt 2da dosis,2013-05-01,2,0,2,0,2
ORURO,vacunaciones en ninos de 12 a 23 meses,dpt 2da dosis,2013-05-01,4,6,4,6,10
PAILON,vacunaciones en ninos de 12 a 23 meses,dpt 2da dosis,2013-05-01,1,1,1,1,2
POTOSI,vacunaciones en ninos de 12 a 23 meses,dpt 2da dosis,2013-05-01,8,4,8,4,12
PUERTO VILLARROEL,vacunaciones en ninos de 12 a 23 meses,dpt 2da dosis,2013-05-01,0,1,0,1,1
QUILLACOLLO,vacunaciones en ninos de 12 a 23 meses,dpt 2da dosis,2013-05-01,4,3,4,3,7
RIBERALTA,vacunaciones en ninos de 12 a 23 meses,dpt 2da dosis,2013-05-01,1,0,1,0,1
SACABA,vacunaciones en ninos de 12 a 23 meses,dpt 2da dosis,2013-05-01,0,3,0,3,3
SAN BORJA,vacunaciones en ninos de 12 a 23 meses,dpt 2da dosis,2013-05-01,3,2,3,2,5
SAN CARLOS,vacunaciones en ninos de 12 a 23 meses,dpt 2da dosis,2013-05-01,1,0,1,0,1
SAN IGNACIO DE VELASCO,vacunaciones en ninos de 12 a 23 meses,dpt 2da dosis,2013-05-01,1,0,1,0,1
SAN JOAQUIN,vacunaciones en ninos de 12 a 23 meses,dpt 2da dosis,2013-05-01,2,1,2,1,3
SAN JOSE DE CHIQUITOS,vacunaciones en ninos de 12 a 23 meses,dpt 2da dosis,2013-05-01,1,2,1,2,3
SAN LORENZO(TJA),vacunaciones en ninos de 12 a 23 meses,dpt 2da dosis,2013-05-01,0,1,0,1,1
SAN RAMON SCZ,vacunaciones en ninos de 12 a 23 meses,dpt 2da dosis,2013-05-01,0,1,0,1,1
SANTA ANA,vacunaciones en ninos de 12 a 23 meses,dpt 2da dosis,2013-05-01,1,0,1,0,1
SANTA CRUZ DE LA SIERRA,vacunaciones en ninos de 12 a 23 meses,dpt 2da dosis,2013-05-01,16,18,16,18,34
SANTA ROSA,vacunaciones en ninos de 12 a 23 meses,dpt 2da dosis,2013-05-01,0,1,0,1,1
SANTA ROSA DEL SARA,vacunaciones en ninos de 12 a 23 meses,dpt 2da dosis,2013-05-01,2,1,2,1,3
SUCRE,vacunaciones en ninos de 12 a 23 meses,dpt 2da dosis,2013-05-01,4,1,4,1,5
TARIJA,vacunaciones en ninos de 12 a 23 meses,dpt 2da dosis,2013-05-01,1,1,1,1,2
TIQUIPAYA,vacunaciones en ninos de 12 a 23 meses,dpt 2da dosis,2013-05-01,1,0,1,0,1
TOMAVE,vacunaciones en ninos de 12 a 23 meses,dpt 2da dosis,2013-05-01,0,1,0,1,1
TRINIDAD,vacunaciones en ninos de 12 a 23 meses,dpt 2da dosis,2013-05-01,2,0,2,0,2
UYUNI,vacunaciones en ninos de 12 a 23 meses,dpt 2da dosis,2013-05-01,1,0,1,0,1
