,group,variable,month,DPT 3RA DOSIS,DPT 3RA DOSIS,TOTALES,TOTALES,TOTALES
SAN BORJA,vacunaciones en ninos de 12 a 23 meses,dpt 3ra dosis,2013-02-01,3,9,3,9,12
SAN IGNACIO,vacunaciones en ninos de 12 a 23 meses,dpt 3ra dosis,2013-02-01,1,0,1,0,1
SAN JOSE DE CHIQUITOS,vacunaciones en ninos de 12 a 23 meses,dpt 3ra dosis,2013-02-01,1,0,1,0,1
SAN JULIAN,vacunaciones en ninos de 12 a 23 meses,dpt 3ra dosis,2013-02-01,0,1,0,1,1
SANTA ANA,vacunaciones en ninos de 12 a 23 meses,dpt 3ra dosis,2013-02-01,3,0,3,0,3
SANTA CRUZ DE LA SIERRA,vacunaciones en ninos de 12 a 23 meses,dpt 3ra dosis,2013-02-01,29,1,29,1,30
SANTA ROSA,vacunaciones en ninos de 12 a 23 meses,dpt 3ra dosis,2013-02-01,1,0,1,0,1
SANTA ROSA DEL SARA,vacunaciones en ninos de 12 a 23 meses,dpt 3ra dosis,2013-02-01,3,0,3,0,3
SIPE SIPE,vacunaciones en ninos de 12 a 23 meses,dpt 3ra dosis,2013-02-01,1,0,1,0,1
SUCRE,vacunaciones en ninos de 12 a 23 meses,dpt 3ra dosis,2013-02-01,5,1,5,1,6
TACACOMA,vacunaciones en ninos de 12 a 23 meses,dpt 3ra dosis,2013-02-01,2,0,2,0,2
TARIJA,vacunaciones en ninos de 12 a 23 meses,dpt 3ra dosis,2013-02-01,3,4,3,4,7
TOLEDO,vacunaciones en ninos de 12 a 23 meses,dpt 3ra dosis,2013-02-01,0,1,0,1,1
TOTORA(CBBA),vacunaciones en ninos de 12 a 23 meses,dpt 3ra dosis,2013-02-01,1,0,1,0,1
TRINIDAD,vacunaciones en ninos de 12 a 23 meses,dpt 3ra dosis,2013-02-01,9,0,9,0,9
URIONDO (A. CONCEPCION),vacunaciones en ninos de 12 a 23 meses,dpt 3ra dosis,2013-02-01,1,0,1,0,1
WARNES,vacunaciones en ninos de 12 a 23 meses,dpt 3ra dosis,2013-02-01,1,0,1,0,1
YAMPARAEZ,vacunaciones en ninos de 12 a 23 meses,dpt 3ra dosis,2013-02-01,1,0,1,0,1
ACHOCALLA,vacunaciones en ninos de 12 a 23 meses,dpt 3ra dosis,2013-03-01,2,0,2,0,2
BERMEJO,vacunaciones en ninos de 12 a 23 meses,dpt 3ra dosis,2013-03-01,0,1,0,1,1
CALAMARCA,vacunaciones en ninos de 12 a 23 meses,dpt 3ra dosis,2013-03-01,0,1,0,1,1
CAPINOTA,vacunaciones en ninos de 12 a 23 meses,dpt 3ra dosis,2013-03-01,1,0,1,0,1
CARACOLLO,vacunaciones en ninos de 12 a 23 meses,dpt 3ra dosis,2013-03-01,1,0,1,0,1
CHALLAPATA,vacunaciones en ninos de 12 a 23 meses,dpt 3ra dosis,2013-03-01,4,0,4,0,4
CHIMORE,vacunaciones en ninos de 12 a 23 meses,dpt 3ra dosis,2013-03-01,2,0,2,0,2
CHUQUIHUTA AYLLU JUCUMANI,vacunaciones en ninos de 12 a 23 meses,dpt 3ra dosis,2013-03-01,1,0,1,0,1
COBIJA,vacunaciones en ninos de 12 a 23 meses,dpt 3ra dosis,2013-03-01,1,0,1,0,1
COCAPATA,vacunaciones en ninos de 12 a 23 meses,dpt 3ra dosis,2013-03-01,0,2,0,2,2
COCHABAMBA,vacunaciones en ninos de 12 a 23 meses,dpt 3ra dosis,2013-03-01,14,2,14,2,16
COLOMI,vacunaciones en ninos de 12 a 23 meses,dpt 3ra dosis,2013-03-01,1,0,1,0,1
COROICO,vacunaciones en ninos de 12 a 23 meses,dpt 3ra dosis,2013-03-01,0,1,0,1,1
COTAGAITA,vacunaciones en ninos de 12 a 23 meses,dpt 3ra dosis,2013-03-01,1,1,1,1,2
COTOCA,vacunaciones en ninos de 12 a 23 meses,dpt 3ra dosis,2013-03-01,4,3,4,3,7
DESAGUADERO,vacunaciones en ninos de 12 a 23 meses,dpt 3ra dosis,2013-03-01,0,1,0,1,1
EL ALTO,vacunaciones en ninos de 12 a 23 meses,dpt 3ra dosis,2013-03-01,30,3,30,3,33
ENTRE RIOS CBBA,vacunaciones en ninos de 12 a 23 meses,dpt 3ra dosis,2013-03-01,0,2,0,2,2
EUREKA (SANTOS MERCADO),vacunaciones en ninos de 12 a 23 meses,dpt 3ra dosis,2013-03-01,0,1,0,1,1
GUAYARAMERIN,vacunaciones en ninos de 12 a 23 meses,dpt 3ra dosis,2013-03-01,3,2,3,2,5
HUANUNI,vacunaciones en ninos de 12 a 23 meses,dpt 3ra dosis,2013-03-01,0,1,0,1,1
IRUPANA (VILLA DE LANZA),vacunaciones en ninos de 12 a 23 meses,dpt 3ra dosis,2013-03-01,7,0,7,0,7
LA GUARDIA,vacunaciones en ninos de 12 a 23 meses,dpt 3ra dosis,2013-03-01,2,2,2,2,4
LA PAZ,vacunaciones en ninos de 12 a 23 meses,dpt 3ra dosis,2013-03-01,8,0,8,0,8
MAGDALENA,vacunaciones en ninos de 12 a 23 meses,dpt 3ra dosis,2013-03-01,0,1,0,1,1
MINEROS,vacunaciones en ninos de 12 a 23 meses,dpt 3ra dosis,2013-03-01,3,1,3,1,4
MONTERO,vacunaciones en ninos de 12 a 23 meses,dpt 3ra dosis,2013-03-01,6,0,6,0,6
OKINAWA,vacunaciones en ninos de 12 a 23 meses,dpt 3ra dosis,2013-03-01,1,0,1,0,1
ORURO,vacunaciones en ninos de 12 a 23 meses,dpt 3ra dosis,2013-03-01,12,0,12,0,12
PAILON,vacunaciones en ninos de 12 a 23 meses,dpt 3ra dosis,2013-03-01,3,9,3,9,12
PALOS BLANCOS,vacunaciones en ninos de 12 a 23 meses,dpt 3ra dosis,2013-03-01,2,0,2,0,2
PAMPA GRANDE,vacunaciones en ninos de 12 a 23 meses,dpt 3ra dosis,2013-03-01,2,0,2,0,2
POTOSI,vacunaciones en ninos de 12 a 23 meses,dpt 3ra dosis,2013-03-01,8,0,8,0,8
PUERTO GONZALO MORENO,vacunaciones en ninos de 12 a 23 meses,dpt 3ra dosis,2013-03-01,0,1,0,1,1
PUERTO SUAREZ,vacunaciones en ninos de 12 a 23 meses,dpt 3ra dosis,2013-03-01,2,0,2,0,2
PUERTO VILLARROEL,vacunaciones en ninos de 12 a 23 meses,dpt 3ra dosis,2013-03-01,1,1,1,1,2
PUNATA,vacunaciones en ninos de 12 a 23 meses,dpt 3ra dosis,2013-03-01,2,0,2,0,2
QUILLACOLLO,vacunaciones en ninos de 12 a 23 meses,dpt 3ra dosis,2013-03-01,4,2,4,2,6
RIBERALTA,vacunaciones en ninos de 12 a 23 meses,dpt 3ra dosis,2013-03-01,2,0,2,0,2
SACABA,vacunaciones en ninos de 12 a 23 meses,dpt 3ra dosis,2013-03-01,3,4,3,4,7
SAN ANDRES DE MACHACA,vacunaciones en ninos de 12 a 23 meses,dpt 3ra dosis,2013-03-01,2,0,2,0,2
SAN BORJA,vacunaciones en ninos de 12 a 23 meses,dpt 3ra dosis,2013-03-01,3,4,3,4,7
SAN CARLOS,vacunaciones en ninos de 12 a 23 meses,dpt 3ra dosis,2013-03-01,1,0,1,0,1
SAN JOAQUIN,vacunaciones en ninos de 12 a 23 meses,dpt 3ra dosis,2013-03-01,2,0,2,0,2
SAN JOSE DE CHIQUITOS,vacunaciones en ninos de 12 a 23 meses,dpt 3ra dosis,2013-03-01,1,0,1,0,1
SAN JULIAN,vacunaciones en ninos de 12 a 23 meses,dpt 3ra dosis,2013-03-01,3,0,3,0,3
SAN LORENZO(PND),vacunaciones en ninos de 12 a 23 meses,dpt 3ra dosis,2013-03-01,0,2,0,2,2
SANTA ANA,vacunaciones en ninos de 12 a 23 meses,dpt 3ra dosis,2013-03-01,1,0,1,0,1
SANTA CRUZ DE LA SIERRA,vacunaciones en ninos de 12 a 23 meses,dpt 3ra dosis,2013-03-01,28,9,28,9,37
SANTA ROSA,vacunaciones en ninos de 12 a 23 meses,dpt 3ra dosis,2013-03-01,1,0,1,0,1
SANTA ROSA DEL SARA,vacunaciones en ninos de 12 a 23 meses,dpt 3ra dosis,2013-03-01,1,0,1,0,1
SIPE SIPE,vacunaciones en ninos de 12 a 23 meses,dpt 3ra dosis,2013-03-01,1,0,1,0,1
SUCRE,vacunaciones en ninos de 12 a 23 meses,dpt 3ra dosis,2013-03-01,10,8,10,8,18
TARATA,vacunaciones en ninos de 12 a 23 meses,dpt 3ra dosis,2013-03-01,1,1,1,1,2
TARIJA,vacunaciones en ninos de 12 a 23 meses,dpt 3ra dosis,2013-03-01,8,2,8,2,10
TIQUIPAYA,vacunaciones en ninos de 12 a 23 meses,dpt 3ra dosis,2013-03-01,2,0,2,0,2
TRINIDAD,vacunaciones en ninos de 12 a 23 meses,dpt 3ra dosis,2013-03-01,2,0,2,0,2
VIACHA,vacunaciones en ninos de 12 a 23 meses,dpt 3ra dosis,2013-03-01,9,0,9,0,9
VILLA MONTES,vacunaciones en ninos de 12 a 23 meses,dpt 3ra dosis,2013-03-01,3,0,3,0,3
VILLA TUNARI,vacunaciones en ninos de 12 a 23 meses,dpt 3ra dosis,2013-03-01,4,0,4,0,4
VILLAZON,vacunaciones en ninos de 12 a 23 meses,dpt 3ra dosis,2013-03-01,1,0,1,0,1
WARNES,vacunaciones en ninos de 12 a 23 meses,dpt 3ra dosis,2013-03-01,6,1,6,1,7
YACUIBA,vacunaciones en ninos de 12 a 23 meses,dpt 3ra dosis,2013-03-01,3,2,3,2,5
ASCENCION DE GUARAYOS,vacunaciones en ninos de 12 a 23 meses,dpt 3ra dosis,2013-04-01,3,0,3,0,3
BAURES,vacunaciones en ninos de 12 a 23 meses,dpt 3ra dosis,2013-04-01,1,0,1,0,1
CABEZAS,vacunaciones en ninos de 12 a 23 meses,dpt 3ra dosis,2013-04-01,0,1,0,1,1
CARACOLLO,vacunaciones en ninos de 12 a 23 meses,dpt 3ra dosis,2013-04-01,1,0,1,0,1
CHALLAPATA,vacunaciones en ninos de 12 a 23 meses,dpt 3ra dosis,2013-04-01,5,1,5,1,6
CHIMORE,vacunaciones en ninos de 12 a 23 meses,dpt 3ra dosis,2013-04-01,4,0,4,0,4
CHULUMANI (V. DE LA LIBERTAD),vacunaciones en ninos de 12 a 23 meses,dpt 3ra dosis,2013-04-01,1,0,1,0,1
COCAPATA,vacunaciones en ninos de 12 a 23 meses,dpt 3ra dosis,2013-04-01,0,1,0,1,1
COCHABAMBA,vacunaciones en ninos de 12 a 23 meses,dpt 3ra dosis,2013-04-01,19,7,19,7,26
COLCAPIRHUA,vacunaciones en ninos de 12 a 23 meses,dpt 3ra dosis,2013-04-01,2,0,2,0,2
COLOMI,vacunaciones en ninos de 12 a 23 meses,dpt 3ra dosis,2013-04-01,2,0,2,0,2
COTAGAITA,vacunaciones en ninos de 12 a 23 meses,dpt 3ra dosis,2013-04-01,1,1,1,1,2
COTOCA,vacunaciones en ninos de 12 a 23 meses,dpt 3ra dosis,2013-04-01,0,13,0,13,13
EL ALTO,vacunaciones en ninos de 12 a 23 meses,dpt 3ra dosis,2013-04-01,36,1,36,1,37
ENTRE RIOS TRJ,vacunaciones en ninos de 12 a 23 meses,dpt 3ra dosis,2013-04-01,1,0,1,0,1
ENTRE RIOS CBBA,vacunaciones en ninos de 12 a 23 meses,dpt 3ra dosis,2013-04-01,1,0,1,0,1
EUREKA (SANTOS MERCADO),vacunaciones en ninos de 12 a 23 meses,dpt 3ra dosis,2013-04-01,2,0,2,0,2
GUAYARAMERIN,vacunaciones en ninos de 12 a 23 meses,dpt 3ra dosis,2013-04-01,4,1,4,1,5
HUANUNI,vacunaciones en ninos de 12 a 23 meses,dpt 3ra dosis,2013-04-01,1,0,1,0,1
LA PAZ,vacunaciones en ninos de 12 a 23 meses,dpt 3ra dosis,2013-04-01,13,0,13,0,13
MAGDALENA,vacunaciones en ninos de 12 a 23 meses,dpt 3ra dosis,2013-04-01,1,0,1,0,1
MIZQUE,vacunaciones en ninos de 12 a 23 meses,dpt 3ra dosis,2013-04-01,1,1,1,1,2
MONTERO,vacunaciones en ninos de 12 a 23 meses,dpt 3ra dosis,2013-04-01,6,1,6,1,7
OKINAWA,vacunaciones en ninos de 12 a 23 meses,dpt 3ra dosis,2013-04-01,1,0,1,0,1
ORURO,vacunaciones en ninos de 12 a 23 meses,dpt 3ra dosis,2013-04-01,13,2,13,2,15
PALOS BLANCOS,vacunaciones en ninos de 12 a 23 meses,dpt 3ra dosis,2013-04-01,2,0,2,0,2
POROMA,vacunaciones en ninos de 12 a 23 meses,dpt 3ra dosis,2013-04-01,1,0,1,0,1
POTOSI,vacunaciones en ninos de 12 a 23 meses,dpt 3ra dosis,2013-04-01,17,3,17,3,20
PUERTO QUIJARRO,vacunaciones en ninos de 12 a 23 meses,dpt 3ra dosis,2013-04-01,0,1,0,1,1
PUERTO SUAREZ,vacunaciones en ninos de 12 a 23 meses,dpt 3ra dosis,2013-04-01,1,0,1,0,1
PUERTO VILLARROEL,vacunaciones en ninos de 12 a 23 meses,dpt 3ra dosis,2013-04-01,6,0,6,0,6
QUILLACOLLO,vacunaciones en ninos de 12 a 23 meses,dpt 3ra dosis,2013-04-01,12,8,12,8,20
REYES,vacunaciones en ninos de 12 a 23 meses,dpt 3ra dosis,2013-04-01,1,0,1,0,1
RIBERALTA,vacunaciones en ninos de 12 a 23 meses,dpt 3ra dosis,2013-04-01,3,0,3,0,3
RURRENABAQUE,vacunaciones en ninos de 12 a 23 meses,dpt 3ra dosis,2013-04-01,1,0,1,0,1
SACABA,vacunaciones en ninos de 12 a 23 meses,dpt 3ra dosis,2013-04-01,4,2,4,2,6
SALINAS DE GARCI MENDOZA,vacunaciones en ninos de 12 a 23 meses,dpt 3ra dosis,2013-04-01,0,1,0,1,1
SAN ANDRES,vacunaciones en ninos de 12 a 23 meses,dpt 3ra dosis,2013-04-01,1,0,1,0,1
SAN BORJA,vacunaciones en ninos de 12 a 23 meses,dpt 3ra dosis,2013-04-01,3,6,3,6,9
SAN CARLOS,vacunaciones en ninos de 12 a 23 meses,dpt 3ra dosis,2013-04-01,1,0,1,0,1
SAN IGNACIO DE VELASCO,vacunaciones en ninos de 12 a 23 meses,dpt 3ra dosis,2013-04-01,1,0,1,0,1
SAN JAVIER(STC),vacunaciones en ninos de 12 a 23 meses,dpt 3ra dosis,2013-04-01,1,1,1,1,2
SAN JULIAN,vacunaciones en ninos de 12 a 23 meses,dpt 3ra dosis,2013-04-01,3,8,3,8,11
SAN LORENZO(PND),vacunaciones en ninos de 12 a 23 meses,dpt 3ra dosis,2013-04-01,1,0,1,0,1
SAN LORENZO(TJA),vacunaciones en ninos de 12 a 23 meses,dpt 3ra dosis,2013-04-01,1,0,1,0,1
SAN PEDRO(PND),vacunaciones en ninos de 12 a 23 meses,dpt 3ra dosis,2013-04-01,0,1,0,1,1
SANTA CRUZ DE LA SIERRA,vacunaciones en ninos de 12 a 23 meses,dpt 3ra dosis,2013-04-01,31,31,31,31,62
SANTIVAÑES,vacunaciones en ninos de 12 a 23 meses,dpt 3ra dosis,2013-04-01,1,0,1,0,1
SHINAOTA,vacunaciones en ninos de 12 a 23 meses,dpt 3ra dosis,2013-04-01,1,0,1,0,1
SIPE SIPE,vacunaciones en ninos de 12 a 23 meses,dpt 3ra dosis,2013-04-01,0,1,0,1,1
SUCRE,vacunaciones en ninos de 12 a 23 meses,dpt 3ra dosis,2013-04-01,3,1,3,1,4
TARACO,vacunaciones en ninos de 12 a 23 meses,dpt 3ra dosis,2013-04-01,1,0,1,0,1
TARIJA,vacunaciones en ninos de 12 a 23 meses,dpt 3ra dosis,2013-04-01,3,4,3,4,7
TIQUIPAYA,vacunaciones en ninos de 12 a 23 meses,dpt 3ra dosis,2013-04-01,0,20,0,20,20
TIRAQUE (CBBA),vacunaciones en ninos de 12 a 23 meses,dpt 3ra dosis,2013-04-01,0,1,0,1,1
TOMINA,vacunaciones en ninos de 12 a 23 meses,dpt 3ra dosis,2013-04-01,1,0,1,0,1
TOTORA(CBBA),vacunaciones en ninos de 12 a 23 meses,dpt 3ra dosis,2013-04-01,2,2,2,2,4
TRINIDAD,vacunaciones en ninos de 12 a 23 meses,dpt 3ra dosis,2013-04-01,2,0,2,0,2
UYUNI,vacunaciones en ninos de 12 a 23 meses,dpt 3ra dosis,2013-04-01,1,0,1,0,1
VIACHA,vacunaciones en ninos de 12 a 23 meses,dpt 3ra dosis,2013-04-01,27,0,27,0,27
VILLA TUNARI,vacunaciones en ninos de 12 a 23 meses,dpt 3ra dosis,2013-04-01,4,1,4,1,5
WARNES,vacunaciones en ninos de 12 a 23 meses,dpt 3ra dosis,2013-04-01,8,0,8,0,8
YACUIBA,vacunaciones en ninos de 12 a 23 meses,dpt 3ra dosis,2013-04-01,4,1,4,1,5
ASCENCION DE GUARAYOS,vacunaciones en ninos de 12 a 23 meses,dpt 3ra dosis,2013-05-01,5,0,5,0,5
ATOCHA,vacunaciones en ninos de 12 a 23 meses,dpt 3ra dosis,2013-05-01,1,0,1,0,1
AYOPAYA (V. DE INDEPENDENCIA),vacunaciones en ninos de 12 a 23 meses,dpt 3ra dosis,2013-05-01,0,1,0,1,1
BELLA FLOR,vacunaciones en ninos de 12 a 23 meses,dpt 3ra dosis,2013-05-01,0,3,0,3,3
CAPINOTA,vacunaciones en ninos de 12 a 23 meses,dpt 3ra dosis,2013-05-01,2,0,2,0,2
CARACOLLO,vacunaciones en ninos de 12 a 23 meses,dpt 3ra dosis,2013-05-01,0,2,0,2,2
