municipality,group,variable,month,Total de casos confirmados,TOTAL
NUEVO MANOA (NUEVA ESPERANZA),malaria,total de casos confirmados,2007-03-01,10,10
PADCAYA,malaria,total de casos confirmados,2007-03-01,2,2
PADILLA,malaria,total de casos confirmados,2007-03-01,2,2
PORONGO,malaria,total de casos confirmados,2007-03-01,21,21
PORVENIR,malaria,total de casos confirmados,2007-03-01,10,10
PUERTO GONZALO MORENO,malaria,total de casos confirmados,2007-03-01,14,14
PUERTO RICO,malaria,total de casos confirmados,2007-03-01,10,10
REYES,malaria,total de casos confirmados,2007-03-01,8,8
RIBERALTA,malaria,total de casos confirmados,2007-03-01,808,808
SAN BORJA,malaria,total de casos confirmados,2007-03-01,5,5
SAN IGNACIO DE VELASCO,malaria,total de casos confirmados,2007-03-01,1,1
SAN LORENZO(PND),malaria,total de casos confirmados,2007-03-01,26,26
SAN RAFAEL,malaria,total de casos confirmados,2007-03-01,1,1
SANTA CRUZ DE LA SIERRA,malaria,total de casos confirmados,2007-03-01,1,1
SANTA ROSA,malaria,total de casos confirmados,2007-03-01,2,2
SENA,malaria,total de casos confirmados,2007-03-01,63,63
SOPACHUY,malaria,total de casos confirmados,2007-03-01,2,2
TOMINA,malaria,total de casos confirmados,2007-03-01,2,2
TORO TORO,malaria,total de casos confirmados,2007-03-01,11,11
TOTORA(CBBA),malaria,total de casos confirmados,2007-03-01,1,1
VILA VILA,malaria,total de casos confirmados,2007-03-01,2,2
VILLA NUEVA (LOMA ALTA),malaria,total de casos confirmados,2007-03-01,2,2
YACUIBA,malaria,total de casos confirmados,2007-03-01,37,37
ACACIO,malaria,total de casos confirmados,2007-04-01,1,1
AIQUILE,malaria,total de casos confirmados,2007-04-01,2,2
AZURDUY,malaria,total de casos confirmados,2007-04-01,3,3
BAURES,malaria,total de casos confirmados,2007-04-01,18,18
BERMEJO,malaria,total de casos confirmados,2007-04-01,2,2
CARAPARI,malaria,total de casos confirmados,2007-04-01,26,26
EL TORNO,malaria,total de casos confirmados,2007-04-01,6,6
ENTRE RIOS,malaria,total de casos confirmados,2007-04-01,7,7
ENTRE RIOS,malaria,total de casos confirmados,2007-04-01,1,1
EUREKA (SANTOS MERCADO),malaria,total de casos confirmados,2007-04-01,11,11
FILADELFIA,malaria,total de casos confirmados,2007-04-01,7,7
GUAYARAMERIN,malaria,total de casos confirmados,2007-04-01,517,517
GUTIERREZ,malaria,total de casos confirmados,2007-04-01,1,1
LA PAZ,malaria,total de casos confirmados,2007-04-01,1,1
MAGDALENA,malaria,total de casos confirmados,2007-04-01,3,3
MAPIRI,malaria,total de casos confirmados,2007-04-01,2,2
MONTEAGUDO,malaria,total de casos confirmados,2007-04-01,1,1
NACEBE (SANTA ROSA DEL ABUNA),malaria,total de casos confirmados,2007-04-01,5,5
NUEVO MANOA (NUEVA ESPERANZA),malaria,total de casos confirmados,2007-04-01,4,4
PADCAYA,malaria,total de casos confirmados,2007-04-01,1,1
PADILLA,malaria,total de casos confirmados,2007-04-01,1,1
PORONGO,malaria,total de casos confirmados,2007-04-01,7,7
PORVENIR,malaria,total de casos confirmados,2007-04-01,6,6
PUERTO GONZALO MORENO,malaria,total de casos confirmados,2007-04-01,7,7
PUERTO RICO,malaria,total de casos confirmados,2007-04-01,13,13
REYES,malaria,total de casos confirmados,2007-04-01,10,10
RIBERALTA,malaria,total de casos confirmados,2007-04-01,696,696
SAN BORJA,malaria,total de casos confirmados,2007-04-01,3,3
SAN JOAQUIN,malaria,total de casos confirmados,2007-04-01,2,2
SAN LORENZO(PND),malaria,total de casos confirmados,2007-04-01,24,24
SAN PEDRO(PND),malaria,total de casos confirmados,2007-04-01,3,3
SANTA ROSA,malaria,total de casos confirmados,2007-04-01,4,4
SENA,malaria,total de casos confirmados,2007-04-01,45,45
TEOPONTE,malaria,total de casos confirmados,2007-04-01,2,2
TORO TORO,malaria,total de casos confirmados,2007-04-01,3,3
VILLA MONTES,malaria,total de casos confirmados,2007-04-01,23,23
VILLA NUEVA (LOMA ALTA),malaria,total de casos confirmados,2007-04-01,1,1
VILLA SERRANO,malaria,total de casos confirmados,2007-04-01,4,4
VILLA VACA GUZMAN (MUYUPAMPA),malaria,total de casos confirmados,2007-04-01,3,3
YACUIBA,malaria,total de casos confirmados,2007-04-01,42,42
ACACIO,malaria,total de casos confirmados,2007-05-01,2,2
APOLO,malaria,total de casos confirmados,2007-05-01,1,1
AZURDUY,malaria,total de casos confirmados,2007-05-01,1,1
BAURES,malaria,total de casos confirmados,2007-05-01,17,17
BELLA FLOR,malaria,total de casos confirmados,2007-05-01,5,5
BERMEJO,malaria,total de casos confirmados,2007-05-01,7,7
CABEZAS,malaria,total de casos confirmados,2007-05-01,2,2
CAMIRI,malaria,total de casos confirmados,2007-05-01,1,1
CARANAVI,malaria,total de casos confirmados,2007-05-01,2,2
CARAPARI,malaria,total de casos confirmados,2007-05-01,22,22
COBIJA,malaria,total de casos confirmados,2007-05-01,23,23
COCHABAMBA,malaria,total de casos confirmados,2007-05-01,7,7
EL TORNO,malaria,total de casos confirmados,2007-05-01,17,17
ENTRE RIOS,malaria,total de casos confirmados,2007-05-01,18,18
ENTRE RIOS,malaria,total de casos confirmados,2007-05-01,1,1
EUREKA (SANTOS MERCADO),malaria,total de casos confirmados,2007-05-01,13,13
FILADELFIA,malaria,total de casos confirmados,2007-05-01,2,2
GUAYARAMERIN,malaria,total de casos confirmados,2007-05-01,553,553
INGAVI (HUMAITA),malaria,total de casos confirmados,2007-05-01,3,3
IXIAMAS,malaria,total de casos confirmados,2007-05-01,2,2
MAGDALENA,malaria,total de casos confirmados,2007-05-01,2,2
MAPIRI,malaria,total de casos confirmados,2007-05-01,3,3
MIZQUE,malaria,total de casos confirmados,2007-05-01,3,3
MONTEAGUDO,malaria,total de casos confirmados,2007-05-01,1,1
NACEBE (SANTA ROSA DEL ABUNA),malaria,total de casos confirmados,2007-05-01,14,14
NUEVO MANOA (NUEVA ESPERANZA),malaria,total de casos confirmados,2007-05-01,3,3
PADCAYA,malaria,total de casos confirmados,2007-05-01,2,2
PADILLA,malaria,total de casos confirmados,2007-05-01,7,7
POROMA,malaria,total de casos confirmados,2007-05-01,24,24
PORONGO,malaria,total de casos confirmados,2007-05-01,2,2
PORVENIR,malaria,total de casos confirmados,2007-05-01,4,4
PUERTO GONZALO MORENO,malaria,total de casos confirmados,2007-05-01,2,2
PUERTO RICO,malaria,total de casos confirmados,2007-05-01,6,6
REYES,malaria,total de casos confirmados,2007-05-01,2,2
RIBERALTA,malaria,total de casos confirmados,2007-05-01,584,584
SAN BORJA,malaria,total de casos confirmados,2007-05-01,2,2
SAN IGNACIO DE VELASCO,malaria,total de casos confirmados,2007-05-01,1,1
SAN JOAQUIN,malaria,total de casos confirmados,2007-05-01,1,1
SAN LORENZO(PND),malaria,total de casos confirmados,2007-05-01,11,11
SAN LORENZO(TJA),malaria,total de casos confirmados,2007-05-01,3,3
SAN PEDRO(PND),malaria,total de casos confirmados,2007-05-01,2,2
SANTA ROSA,malaria,total de casos confirmados,2007-05-01,1,1
SENA,malaria,total de casos confirmados,2007-05-01,28,28
TARVITA,malaria,total de casos confirmados,2007-05-01,1,1
TIRAQUE (CBBA),malaria,total de casos confirmados,2007-05-01,1,1
VILA VILA,malaria,total de casos confirmados,2007-05-01,1,1
VILLA MONTES,malaria,total de casos confirmados,2007-05-01,19,19
VILLA NUEVA (LOMA ALTA),malaria,total de casos confirmados,2007-05-01,5,5
YACUIBA,malaria,total de casos confirmados,2007-05-01,55,55
AIQUILE,malaria,total de casos confirmados,2007-06-01,1,1
BAURES,malaria,total de casos confirmados,2007-06-01,20,20
BERMEJO,malaria,total de casos confirmados,2007-06-01,10,10
CABEZAS,malaria,total de casos confirmados,2007-06-01,1,1
CAMATAQUI (C. VILLA ABECIA),malaria,total de casos confirmados,2007-06-01,1,1
CARANAVI,malaria,total de casos confirmados,2007-06-01,1,1
CARAPARI,malaria,total de casos confirmados,2007-06-01,8,8
CUEVO,malaria,total de casos confirmados,2007-06-01,1,1
EL TORNO,malaria,total de casos confirmados,2007-06-01,6,6
ENTRE RIOS,malaria,total de casos confirmados,2007-06-01,6,6
EUREKA (SANTOS MERCADO),malaria,total de casos confirmados,2007-06-01,24,24
FILADELFIA,malaria,total de casos confirmados,2007-06-01,2,2
GUAYARAMERIN,malaria,total de casos confirmados,2007-06-01,281,281
MAPIRI,malaria,total de casos confirmados,2007-06-01,2,2
MIZQUE,malaria,total de casos confirmados,2007-06-01,1,1
MONTEAGUDO,malaria,total de casos confirmados,2007-06-01,1,1
NUEVO MANOA (NUEVA ESPERANZA),malaria,total de casos confirmados,2007-06-01,3,3
PADCAYA,malaria,total de casos confirmados,2007-06-01,6,6
PADILLA,malaria,total de casos confirmados,2007-06-01,6,6
PALOS BLANCOS,malaria,total de casos confirmados,2007-06-01,1,1
POROMA,malaria,total de casos confirmados,2007-06-01,3,3
PORONGO,malaria,total de casos confirmados,2007-06-01,2,2
PORVENIR,malaria,total de casos confirmados,2007-06-01,4,4
PUERTO GONZALO MORENO,malaria,total de casos confirmados,2007-06-01,6,6
PUERTO RICO,malaria,total de casos confirmados,2007-06-01,5,5
RIBERALTA,malaria,total de casos confirmados,2007-06-01,391,391
SAN IGNACIO DE VELASCO,malaria,total de casos confirmados,2007-06-01,1,1
SAN LORENZO(PND),malaria,total de casos confirmados,2007-06-01,8,8
SAN LORENZO(TJA),malaria,total de casos confirmados,2007-06-01,1,1
SAN PEDRO(PND),malaria,total de casos confirmados,2007-06-01,1,1
SANTA ROSA,malaria,total de casos confirmados,2007-06-01,1,1
SENA,malaria,total de casos confirmados,2007-06-01,28,28
TORO TORO,malaria,total de casos confirmados,2007-06-01,2,2
VILA VILA,malaria,total de casos confirmados,2007-06-01,1,1
VILLA MONTES,malaria,total de casos confirmados,2007-06-01,5,5
VILLA NUEVA (LOMA ALTA),malaria,total de casos confirmados,2007-06-01,3,3
VILLA TUNARI,malaria,total de casos confirmados,2007-06-01,4,4
YACUIBA,malaria,total de casos confirmados,2007-06-01,13,13
AIQUILE,malaria,total de casos confirmados,2007-07-01,1,1
ANZALDO,malaria,total de casos confirmados,2007-07-01,1,1
AZURDUY,malaria,total de casos confirmados,2007-07-01,1,1
BAURES,malaria,total de casos confirmados,2007-07-01,21,21
BELLA FLOR,malaria,total de casos confirmados,2007-07-01,3,3
BERMEJO,malaria,total de casos confirmados,2007-07-01,7,7
CABEZAS,malaria,total de casos confirmados,2007-07-01,1,1
CAMIRI,malaria,total de casos confirmados,2007-07-01,1,1
CARANAVI,malaria,total de casos confirmados,2007-07-01,2,2
CARAPARI,malaria,total de casos confirmados,2007-07-01,3,3
COBIJA,malaria,total de casos confirmados,2007-07-01,14,14
EL TORNO,malaria,total de casos confirmados,2007-07-01,5,5
ENTRE RIOS,malaria,total de casos confirmados,2007-07-01,5,5
EUREKA (SANTOS MERCADO),malaria,total de casos confirmados,2007-07-01,26,26
FILADELFIA,malaria,total de casos confirmados,2007-07-01,6,6
GUAYARAMERIN,malaria,total de casos confirmados,2007-07-01,259,259
IXIAMAS,malaria,total de casos confirmados,2007-07-01,1,1
MACHARETI,malaria,total de casos confirmados,2007-07-01,1,1
MAPIRI,malaria,total de casos confirmados,2007-07-01,1,1
MIZQUE,malaria,total de casos confirmados,2007-07-01,2,2
MONTEAGUDO,malaria,total de casos confirmados,2007-07-01,1,1
NACEBE (SANTA ROSA DEL ABUNA),malaria,total de casos confirmados,2007-07-01,2,2
NUEVO MANOA (NUEVA ESPERANZA),malaria,total de casos confirmados,2007-07-01,4,4
PADCAYA,malaria,total de casos confirmados,2007-07-01,2,2
PADILLA,malaria,total de casos confirmados,2007-07-01,1,1
POJO (CBBA),malaria,total de casos confirmados,2007-07-01,1,1
PORVENIR,malaria,total de casos confirmados,2007-07-01,7,7
PUERTO GONZALO MORENO,malaria,total de casos confirmados,2007-07-01,5,5
PUERTO RICO,malaria,total de casos confirmados,2007-07-01,9,9
PUNATA,malaria,total de casos confirmados,2007-07-01,1,1
REYES,malaria,total de casos confirmados,2007-07-01,13,13
RIBERALTA,malaria,total de casos confirmados,2007-07-01,425,425
SAN BORJA,malaria,total de casos confirmados,2007-07-01,3,3
SAN IGNACIO DE VELASCO,malaria,total de casos confirmados,2007-07-01,4,4
SAN LORENZO(PND),malaria,total de casos confirmados,2007-07-01,17,17
SENA,malaria,total de casos confirmados,2007-07-01,28,28
SUCRE,malaria,total de casos confirmados,2007-07-01,2,2
TEOPONTE,malaria,total de casos confirmados,2007-07-01,2,2
VILLA TUNARI,malaria,total de casos confirmados,2007-07-01,5,5
YACUIBA,malaria,total de casos confirmados,2007-07-01,11,11
ACACIO,malaria,total de casos confirmados,2007-08-01,1,1
BAURES,malaria,total de casos confirmados,2007-08-01,39,39
BERMEJO,malaria,total de casos confirmados,2007-08-01,10,10
CARAPARI,malaria,total de casos confirmados,2007-08-01,7,7
COBIJA,malaria,total de casos confirmados,2007-08-01,7,7
EL TORNO,malaria,total de casos confirmados,2007-08-01,8,8
ENTRE RIOS,malaria,total de casos confirmados,2007-08-01,3,3
EUREKA (SANTOS MERCADO),malaria,total de casos confirmados,2007-08-01,12,12
FILADELFIA,malaria,total de casos confirmados,2007-08-01,1,1
GUAYARAMERIN,malaria,total de casos confirmados,2007-08-01,229,229
INCAHUASI,malaria,total de casos confirmados,2007-08-01,2,2
IXIAMAS,malaria,total de casos confirmados,2007-08-01,1,1
LA GUARDIA,malaria,total de casos confirmados,2007-08-01,1,1
LAGUNILLAS,malaria,total de casos confirmados,2007-08-01,2,2
MACHARETI,malaria,total de casos confirmados,2007-08-01,1,1
MAPIRI,malaria,total de casos confirmados,2007-08-01,1,1
MIZQUE,malaria,total de casos confirmados,2007-08-01,1,1
MOJOCOYA,malaria,total de casos confirmados,2007-08-01,1,1
MONTEAGUDO,malaria,total de casos confirmados,2007-08-01,1,1
NACEBE (SANTA ROSA DEL ABUNA),malaria,total de casos confirmados,2007-08-01,3,3
NUEVO MANOA (NUEVA ESPERANZA),malaria,total de casos confirmados,2007-08-01,11,11
POROMA,malaria,total de casos confirmados,2007-08-01,3,3
PORONGO,malaria,total de casos confirmados,2007-08-01,2,2
PORVENIR,malaria,total de casos confirmados,2007-08-01,6,6
PUERTO GONZALO MORENO,malaria,total de casos confirmados,2007-08-01,7,7
PUERTO RICO,malaria,total de casos confirmados,2007-08-01,4,4
REYES,malaria,total de casos confirmados,2007-08-01,3,3
RIBERALTA,malaria,total de casos confirmados,2007-08-01,474,474
RURRENABAQUE,malaria,total de casos confirmados,2007-08-01,4,4
SAN BORJA,malaria,total de casos confirmados,2007-08-01,4,4
SAN IGNACIO DE VELASCO,malaria,total de casos confirmados,2007-08-01,6,6
SAN JULIAN,malaria,total de casos confirmados,2007-08-01,2,2
SAN LORENZO(PND),malaria,total de casos confirmados,2007-08-01,16,16
SAN PEDRO DE BUENA VISTA,malaria,total de casos confirmados,2007-08-01,2,2
SANTA CRUZ DE LA SIERRA,malaria,total de casos confirmados,2007-08-01,1,1
SENA,malaria,total de casos confirmados,2007-08-01,13,13
VILLA MONTES,malaria,total de casos confirmados,2007-08-01,7,7
VILLA NUEVA (LOMA ALTA),malaria,total de casos confirmados,2007-08-01,1,1
VILLA TUNARI,malaria,total de casos confirmados,2007-08-01,1,1
YACUIBA,malaria,total de casos confirmados,2007-08-01,11,11
ACACIO,malaria,total de casos confirmados,2007-09-01,1,1
APOLO,malaria,total de casos confirmados,2007-09-01,1,1
BAURES,malaria,total de casos confirmados,2007-09-01,34,34
BELLA FLOR,malaria,total de casos confirmados,2007-09-01,1,1
BERMEJO,malaria,total de casos confirmados,2007-09-01,31,31
CARANAVI,malaria,total de casos confirmados,2007-09-01,1,1
CARAPARI,malaria,total de casos confirmados,2007-09-01,1,1
COBIJA,malaria,total de casos confirmados,2007-09-01,9,9
EL TORNO,malaria,total de casos confirmados,2007-09-01,3,3
EUREKA (SANTOS MERCADO),malaria,total de casos confirmados,2007-09-01,10,10
GUAYARAMERIN,malaria,total de casos confirmados,2007-09-01,129,129
HUACARETA,malaria,total de casos confirmados,2007-09-01,5,5
INGAVI (HUMAITA),malaria,total de casos confirmados,2007-09-01,1,1
IXIAMAS,malaria,total de casos confirmados,2007-09-01,11,11
MAPIRI,malaria,total de casos confirmados,2007-09-01,1,1
MIZQUE,malaria,total de casos confirmados,2007-09-01,1,1
MONTEAGUDO,malaria,total de casos confirmados,2007-09-01,1,1
NACEBE (SANTA ROSA DEL ABUNA),malaria,total de casos confirmados,2007-09-01,7,7
NUEVO MANOA (NUEVA ESPERANZA),malaria,total de casos confirmados,2007-09-01,36,36
PADCAYA,malaria,total de casos confirmados,2007-09-01,1,1
PADILLA,malaria,total de casos confirmados,2007-09-01,1,1
PALOS BLANCOS,malaria,total de casos confirmados,2007-09-01,1,1
POROMA,malaria,total de casos confirmados,2007-09-01,1,1
PORVENIR,malaria,total de casos confirmados,2007-09-01,4,4
PUERTO GONZALO MORENO,malaria,total de casos confirmados,2007-09-01,2,2
PUERTO RICO,malaria,total de casos confirmados,2007-09-01,7,7
PUNATA,malaria,total de casos confirmados,2007-09-01,2,2
REYES,malaria,total de casos confirmados,2007-09-01,1,1
RIBERALTA,malaria,total de casos confirmados,2007-09-01,452,452
RURRENABAQUE,malaria,total de casos confirmados,2007-09-01,1,1
SAN BORJA,malaria,total de casos confirmados,2007-09-01,8,8
SAN CARLOS,malaria,total de casos confirmados,2007-09-01,1,1
SAN IGNACIO DE VELASCO,malaria,total de casos confirmados,2007-09-01,7,7
SAN LUCAS,malaria,total de casos confirmados,2007-09-01,1,1
SAN PEDRO,malaria,total de casos confirmados,2007-09-01,1,1
SAN PEDRO DE BUENA VISTA,malaria,total de casos confirmados,2007-09-01,3,3
SAN PEDRO(PND),malaria,total de casos confirmados,2007-09-01,1,1
SANTA CRUZ DE LA SIERRA,malaria,total de casos confirmados,2007-09-01,1,1
SENA,malaria,total de casos confirmados,2007-09-01,11,11
VILA VILA,malaria,total de casos confirmados,2007-09-01,1,1
YACUIBA,malaria,total de casos confirmados,2007-09-01,4,4
AZURDUY,malaria,total de casos confirmados,2007-10-01,3,3
BAURES,malaria,total de casos confirmados,2007-10-01,27,27
BELLA FLOR,malaria,total de casos confirmados,2007-10-01,3,3
BERMEJO,malaria,total de casos confirmados,2007-10-01,13,13
CABEZAS,malaria,total de casos confirmados,2007-10-01,2,2
CARANAVI,malaria,total de casos confirmados,2007-10-01,1,1
COBIJA,malaria,total de casos confirmados,2007-10-01,23,23
COLOMI,malaria,total de casos confirmados,2007-10-01,2,2
EL TORNO,malaria,total de casos confirmados,2007-10-01,16,16
ENTRE RIOS,malaria,total de casos confirmados,2007-10-01,2,2
EUREKA (SANTOS MERCADO),malaria,total de casos confirmados,2007-10-01,15,15
FILADELFIA,malaria,total de casos confirmados,2007-10-01,3,3
GUAYARAMERIN,malaria,total de casos confirmados,2007-10-01,184,184
HUACARETA,malaria,total de casos confirmados,2007-10-01,2,2
INCAHUASI,malaria,total de casos confirmados,2007-10-01,1,1
INGAVI (HUMAITA),malaria,total de casos confirmados,2007-10-01,5,5
IXIAMAS,malaria,total de casos confirmados,2007-10-01,9,9
LAGUNILLAS,malaria,total de casos confirmados,2007-10-01,4,4
MIZQUE,malaria,total de casos confirmados,2007-10-01,1,1
MONTEAGUDO,malaria,total de casos confirmados,2007-10-01,1,1
NACEBE (SANTA ROSA DEL ABUNA),malaria,total de casos confirmados,2007-10-01,1,1
NUEVO MANOA (NUEVA ESPERANZA),malaria,total de casos confirmados,2007-10-01,6,6
OKINAWA,malaria,total de casos confirmados,2007-10-01,2,2
PADCAYA,malaria,total de casos confirmados,2007-10-01,4,4
PADILLA,malaria,total de casos confirmados,2007-10-01,1,1
POROMA,malaria,total de casos confirmados,2007-10-01,1,1
PORVENIR,malaria,total de casos confirmados,2007-10-01,5,5
PUERTO GONZALO MORENO,malaria,total de casos confirmados,2007-10-01,1,1
PUERTO RICO,malaria,total de casos confirmados,2007-10-01,9,9
PUERTO SILES,malaria,total de casos confirmados,2007-10-01,3,3
REYES,malaria,total de casos confirmados,2007-10-01,2,2
RIBERALTA,malaria,total de casos confirmados,2007-10-01,521,521
SAIPINA,malaria,total de casos confirmados,2007-10-01,1,1
SAN BORJA,malaria,total de casos confirmados,2007-10-01,4,4
SAN IGNACIO DE VELASCO,malaria,total de casos confirmados,2007-10-01,47,47
SAN LORENZO(PND),malaria,total de casos confirmados,2007-10-01,5,5
SAN LORENZO(TJA),malaria,total de casos confirmados,2007-10-01,2,2
SAN PEDRO DE BUENA VISTA,malaria,total de casos confirmados,2007-10-01,1,1
SANTA CRUZ DE LA SIERRA,malaria,total de casos confirmados,2007-10-01,1,1
SANTA ROSA,malaria,total de casos confirmados,2007-10-01,1,1
SENA,malaria,total de casos confirmados,2007-10-01,17,17
TARABUCO,malaria,total de casos confirmados,2007-10-01,1,1
TIRAQUE (CBBA),malaria,total de casos confirmados,2007-10-01,1,1
VILA VILA,malaria,total de casos confirmados,2007-10-01,1,1
VILLA TUNARI,malaria,total de casos confirmados,2007-10-01,4,4
YACUIBA,malaria,total de casos confirmados,2007-10-01,8,8
ACACIO,malaria,total de casos confirmados,2007-11-01,2,2
BAURES,malaria,total de casos confirmados,2007-11-01,18,18
BERMEJO,malaria,total de casos confirmados,2007-11-01,9,9
BUENA VISTA,malaria,total de casos confirmados,2007-11-01,8,8
CABEZAS,malaria,total de casos confirmados,2007-11-01,2,2
CARANAVI,malaria,total de casos confirmados,2007-11-01,1,1
CARAPARI,malaria,total de casos confirmados,2007-11-01,9,9
